https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume QTUM,Volume USDT,tradecount
1659225600000,2022-07-31 00:00:00,QTUM/USDT,4.32600000,4.43300000,4.04000000,4.05900000,1027066.40000000,4428513.15820000,24759
1659139200000,2022-07-30 00:00:00,QTUM/USDT,4.66100000,4.84700000,4.27600000,4.32700000,1913180.50000000,8859784.15170000,48628
1659052800000,2022-07-29 00:00:00,QTUM/USDT,4.47700000,5.25800000,4.40200000,4.66000000,3593571.30000000,17304839.14270000,85091
1658966400000,2022-07-28 00:00:00,QTUM/USDT,4.13100000,4.70000000,4.10300000,4.47900000,3567806.90000000,15657764.21850000,79973
1658880000000,2022-07-27 00:00:00,QTUM/USDT,3.68400000,4.18800000,3.47900000,4.12900000,2926619.80000000,11024109.97960000,60282
1658793600000,2022-07-26 00:00:00,QTUM/USDT,3.28900000,3.69600000,3.17400000,3.68300000,2812832.80000000,9552935.36420000,54710
1658707200000,2022-07-25 00:00:00,QTUM/USDT,3.40500000,3.59500000,3.23100000,3.29300000,2393025.30000000,8274593.41970000,42434
1658620800000,2022-07-24 00:00:00,QTUM/USDT,3.44000000,3.51300000,3.34400000,3.40600000,894444.90000000,3052997.44360000,17738
1658534400000,2022-07-23 00:00:00,QTUM/USDT,3.24900000,3.50000000,3.19000000,3.43900000,1739545.00000000,5852986.20370000,32014
1658448000000,2022-07-22 00:00:00,QTUM/USDT,3.10400000,3.47600000,3.08300000,3.24500000,2680875.70000000,8938439.22730000,47264
1658361600000,2022-07-21 00:00:00,QTUM/USDT,3.05200000,3.12200000,2.96800000,3.10100000,609888.10000000,1863645.75350000,9856
1658275200000,2022-07-20 00:00:00,QTUM/USDT,3.25100000,3.35700000,3.03300000,3.05400000,1065294.80000000,3423161.14390000,17950
1658188800000,2022-07-19 00:00:00,QTUM/USDT,3.19200000,3.29500000,3.07200000,3.24600000,1097475.60000000,3495885.72940000,19162
1658102400000,2022-07-18 00:00:00,QTUM/USDT,2.95200000,3.26000000,2.93800000,3.20000000,1986651.30000000,6254196.38530000,32006
1658016000000,2022-07-17 00:00:00,QTUM/USDT,2.88700000,3.08400000,2.83200000,2.94900000,1325634.60000000,3964523.01260000,20916
1657929600000,2022-07-16 00:00:00,QTUM/USDT,2.77300000,2.89700000,2.72000000,2.89000000,558373.10000000,1580350.16080000,8679
1657843200000,2022-07-15 00:00:00,QTUM/USDT,2.76000000,2.83700000,2.72400000,2.77400000,800108.80000000,2223248.83250000,11308
1657756800000,2022-07-14 00:00:00,QTUM/USDT,2.72200000,2.79100000,2.61700000,2.76200000,701446.30000000,1895660.81490000,12000
1657670400000,2022-07-13 00:00:00,QTUM/USDT,2.59600000,2.73300000,2.50700000,2.72300000,1132960.10000000,2962967.48570000,19089
1657584000000,2022-07-12 00:00:00,QTUM/USDT,2.69400000,2.74800000,2.59400000,2.59800000,1027014.60000000,2744670.33080000,16593
1657497600000,2022-07-11 00:00:00,QTUM/USDT,2.93700000,2.94100000,2.67800000,2.69300000,617100.30000000,1738321.92550000,9789
1657411200000,2022-07-10 00:00:00,QTUM/USDT,3.02700000,3.02800000,2.88600000,2.93900000,401813.40000000,1184595.23120000,7632
1657324800000,2022-07-09 00:00:00,QTUM/USDT,2.93300000,3.17700000,2.93300000,3.02600000,1221843.40000000,3773539.30470000,19665
1657238400000,2022-07-08 00:00:00,QTUM/USDT,2.98900000,3.08500000,2.87600000,2.93300000,461813.40000000,1369335.88800000,8238
1657152000000,2022-07-07 00:00:00,QTUM/USDT,2.87200000,3.01600000,2.84700000,2.99200000,528290.80000000,1548239.91210000,8673
1657065600000,2022-07-06 00:00:00,QTUM/USDT,2.82500000,2.90500000,2.77500000,2.87100000,455462.70000000,1293590.94440000,8468
1656979200000,2022-07-05 00:00:00,QTUM/USDT,2.90100000,2.92600000,2.72100000,2.81900000,597876.20000000,1690704.03590000,11129
1656892800000,2022-07-04 00:00:00,QTUM/USDT,2.82400000,2.91800000,2.72900000,2.90100000,542299.60000000,1538749.07770000,9950
1656806400000,2022-07-03 00:00:00,QTUM/USDT,2.80000000,2.85700000,2.73500000,2.82200000,458637.30000000,1279098.20530000,8817
1656720000000,2022-07-02 00:00:00,QTUM/USDT,2.74700000,2.83900000,2.69800000,2.80000000,777825.10000000,2148474.97870000,13830
1656633600000,2022-07-01 00:00:00,QTUM/USDT,2.82400000,2.95800000,2.69200000,2.74700000,833861.20000000,2336653.38480000,17011
1656547200000,2022-06-30 00:00:00,QTUM/USDT,2.86200000,2.87500000,2.61500000,2.81700000,882840.60000000,2401594.22030000,15585
1656460800000,2022-06-29 00:00:00,QTUM/USDT,2.89200000,2.95800000,2.79300000,2.86100000,876082.80000000,2518742.64220000,16575
1656374400000,2022-06-28 00:00:00,QTUM/USDT,3.00100000,3.11400000,2.86300000,2.89400000,1006724.30000000,3006305.48780000,19491
1656288000000,2022-06-27 00:00:00,QTUM/USDT,2.95200000,3.13700000,2.93000000,2.99800000,832246.10000000,2518188.61820000,15291
1656201600000,2022-06-26 00:00:00,QTUM/USDT,3.14500000,3.22600000,2.93800000,2.95200000,904481.90000000,2803204.18630000,16099
1656115200000,2022-06-25 00:00:00,QTUM/USDT,3.10700000,3.21500000,2.95900000,3.14500000,828867.10000000,2568255.24960000,14444
1656028800000,2022-06-24 00:00:00,QTUM/USDT,2.94900000,3.16900000,2.94600000,3.10500000,1084387.00000000,3311879.72550000,16654
1655942400000,2022-06-23 00:00:00,QTUM/USDT,2.73600000,2.98200000,2.72600000,2.94800000,1337622.80000000,3857010.39660000,20248
1655856000000,2022-06-22 00:00:00,QTUM/USDT,2.83300000,2.84700000,2.69100000,2.73700000,896684.60000000,2480341.01390000,15751
1655769600000,2022-06-21 00:00:00,QTUM/USDT,2.79300000,2.96300000,2.73900000,2.83500000,1208353.60000000,3465057.77600000,22986
1655683200000,2022-06-20 00:00:00,QTUM/USDT,2.75200000,2.84000000,2.63800000,2.79100000,942727.20000000,2605205.63840000,16617
1655596800000,2022-06-19 00:00:00,QTUM/USDT,2.58500000,2.80100000,2.48400000,2.75100000,1383600.40000000,3649049.81860000,23750
1655510400000,2022-06-18 00:00:00,QTUM/USDT,2.74100000,2.79200000,2.38200000,2.58700000,1341762.30000000,3432831.09450000,24708
1655424000000,2022-06-17 00:00:00,QTUM/USDT,2.65700000,2.80300000,2.63700000,2.74200000,682678.90000000,1867681.47990000,12743
1655337600000,2022-06-16 00:00:00,QTUM/USDT,2.97300000,3.01200000,2.58700000,2.65400000,1040577.00000000,2885057.26210000,19257
1655251200000,2022-06-15 00:00:00,QTUM/USDT,2.76700000,2.97500000,2.47400000,2.97100000,1967903.30000000,5264166.98880000,36499
1655164800000,2022-06-14 00:00:00,QTUM/USDT,2.78500000,2.85000000,2.49500000,2.76600000,1782811.90000000,4828287.72421600,33644
1655078400000,2022-06-13 00:00:00,QTUM/USDT,3.07400000,3.13800000,2.62200000,2.78500000,2692559.38000000,7558548.82049800,48305
1654992000000,2022-06-12 00:00:00,QTUM/USDT,3.38300000,3.40200000,3.07400000,3.07800000,1543963.60000000,4987978.54730000,28992
1654905600000,2022-06-11 00:00:00,QTUM/USDT,3.68500000,3.73300000,3.31500000,3.38300000,753399.40000000,2631592.12420000,19945
1654819200000,2022-06-10 00:00:00,QTUM/USDT,3.92300000,3.95200000,3.61400000,3.68500000,576859.10000000,2175014.12780000,16208
1654732800000,2022-06-09 00:00:00,QTUM/USDT,3.92200000,4.02000000,3.87600000,3.92300000,303340.90000000,1198584.13620000,8125
1654646400000,2022-06-08 00:00:00,QTUM/USDT,3.97200000,4.04000000,3.86600000,3.92200000,406589.00000000,1611304.07090000,12444
1654560000000,2022-06-07 00:00:00,QTUM/USDT,4.04700000,4.07800000,3.76900000,3.97200000,648334.20000000,2519338.81530000,17412
1654473600000,2022-06-06 00:00:00,QTUM/USDT,3.87600000,4.25400000,3.86300000,4.04800000,1206112.80000000,4929392.92210000,32598
1654387200000,2022-06-05 00:00:00,QTUM/USDT,3.86300000,3.94700000,3.79700000,3.87700000,399718.20000000,1550179.31690000,12577
1654300800000,2022-06-04 00:00:00,QTUM/USDT,3.82900000,3.89100000,3.73300000,3.86300000,324209.70000000,1240706.25130000,9746
1654214400000,2022-06-03 00:00:00,QTUM/USDT,3.97200000,3.98900000,3.73500000,3.83300000,500455.30000000,1931598.73640000,15782
1654128000000,2022-06-02 00:00:00,QTUM/USDT,3.85100000,3.99800000,3.80800000,3.97200000,854208.30000000,3324550.42530000,31802
1654041600000,2022-06-01 00:00:00,QTUM/USDT,4.16600000,4.32500000,3.75600000,3.84800000,1435176.70000000,5832435.77320000,38433
1653955200000,2022-05-31 00:00:00,QTUM/USDT,4.16200000,4.24800000,3.99900000,4.16700000,1733646.90000000,7187216.02220000,34033
1653868800000,2022-05-30 00:00:00,QTUM/USDT,3.87000000,4.21200000,3.84200000,4.16300000,1139088.00000000,4599896.38250000,30132
1653782400000,2022-05-29 00:00:00,QTUM/USDT,3.78200000,3.88000000,3.67600000,3.86900000,719396.40000000,2721880.86380000,18700
1653696000000,2022-05-28 00:00:00,QTUM/USDT,3.71900000,3.82900000,3.67700000,3.78500000,651007.10000000,2454295.51760000,17917
1653609600000,2022-05-27 00:00:00,QTUM/USDT,3.77500000,3.89500000,3.61100000,3.71800000,1555967.10000000,5823326.40550000,38748
1653523200000,2022-05-26 00:00:00,QTUM/USDT,4.07000000,4.16400000,3.61600000,3.77600000,1693596.70000000,6518021.52750000,42079
1653436800000,2022-05-25 00:00:00,QTUM/USDT,4.11200000,4.28800000,3.98600000,4.07100000,1119014.50000000,4594810.32890000,29642
1653350400000,2022-05-24 00:00:00,QTUM/USDT,4.11000000,4.15000000,3.81600000,4.10800000,1052920.20000000,4209238.33160000,27211
1653264000000,2022-05-23 00:00:00,QTUM/USDT,4.10700000,4.59500000,4.03200000,4.10800000,2337170.50000000,10104348.08660000,54859
1653177600000,2022-05-22 00:00:00,QTUM/USDT,3.91700000,4.14200000,3.86900000,4.10800000,946810.70000000,3804087.03410000,20061
1653091200000,2022-05-21 00:00:00,QTUM/USDT,3.80200000,4.00900000,3.77000000,3.91700000,820081.80000000,3189077.36210000,18004
1653004800000,2022-05-20 00:00:00,QTUM/USDT,4.00400000,4.07400000,3.72600000,3.80200000,837758.90000000,3262675.43610000,19736
1652918400000,2022-05-19 00:00:00,QTUM/USDT,3.81100000,4.04600000,3.66400000,4.00700000,816211.10000000,3153533.11300000,21067
1652832000000,2022-05-18 00:00:00,QTUM/USDT,4.19900000,4.48500000,3.79400000,3.80900000,811731.50000000,3269018.26890000,23178
1652745600000,2022-05-17 00:00:00,QTUM/USDT,3.96700000,4.29000000,3.94900000,4.20000000,606948.10000000,2510574.68520000,19162
1652659200000,2022-05-16 00:00:00,QTUM/USDT,4.27900000,4.28100000,3.87000000,3.96800000,708385.70000000,2860362.82570000,25356
1652572800000,2022-05-15 00:00:00,QTUM/USDT,4.08800000,4.30500000,3.93600000,4.27900000,683376.90000000,2783840.35910000,23043
1652486400000,2022-05-14 00:00:00,QTUM/USDT,3.91300000,4.11600000,3.66300000,4.08600000,769839.00000000,3006074.10190000,26487
1652400000000,2022-05-13 00:00:00,QTUM/USDT,3.61600000,4.23900000,3.58500000,3.91400000,1629222.80000000,6518183.41230000,47931
1652313600000,2022-05-12 00:00:00,QTUM/USDT,4.02500000,4.24600000,3.12100000,3.62200000,4446324.37100000,15760916.03068900,86814
1652227200000,2022-05-11 00:00:00,QTUM/USDT,4.74300000,4.99300000,3.76500000,4.03100000,3989863.38300000,17454092.14606400,113825
1652140800000,2022-05-10 00:00:00,QTUM/USDT,4.43900000,5.44300000,4.19500000,4.74300000,3481579.13500000,17027107.74514000,94166
1652054400000,2022-05-09 00:00:00,QTUM/USDT,5.05000000,5.18200000,4.37900000,4.42600000,2678687.19600000,12708663.53253000,78961
1651968000000,2022-05-08 00:00:00,QTUM/USDT,5.21000000,5.24200000,4.99400000,5.05200000,778764.40000000,3968925.66240000,23628
1651881600000,2022-05-07 00:00:00,QTUM/USDT,5.41400000,5.43200000,5.10000000,5.20900000,462333.10000000,2449237.40100000,18307
1651795200000,2022-05-06 00:00:00,QTUM/USDT,5.48800000,5.50600000,5.24700000,5.41500000,627029.40000000,3375315.96780000,23164
1651708800000,2022-05-05 00:00:00,QTUM/USDT,5.94700000,6.11200000,5.27200000,5.48900000,1185132.20000000,6745572.67720000,51624
1651622400000,2022-05-04 00:00:00,QTUM/USDT,5.41500000,5.95100000,5.39900000,5.94600000,531647.00000000,3000292.73740000,24568
1651536000000,2022-05-03 00:00:00,QTUM/USDT,5.52300000,5.63800000,5.27200000,5.41500000,591319.40000000,3242046.09400000,27216
1651449600000,2022-05-02 00:00:00,QTUM/USDT,5.58600000,5.70300000,5.29900000,5.52600000,698022.50000000,3827814.26000000,28115
1651363200000,2022-05-01 00:00:00,QTUM/USDT,5.31500000,5.66600000,5.25300000,5.58500000,865834.10000000,4733282.36730000,28775
1651276800000,2022-04-30 00:00:00,QTUM/USDT,5.82600000,5.93300000,5.21100000,5.31600000,932101.80000000,5237719.24050000,32758
1651190400000,2022-04-29 00:00:00,QTUM/USDT,6.08900000,6.15800000,5.70300000,5.82500000,556688.20000000,3305031.54450000,21662
1651104000000,2022-04-28 00:00:00,QTUM/USDT,6.11800000,6.24700000,5.97100000,6.08800000,552945.40000000,3377360.11890000,19151
1651017600000,2022-04-27 00:00:00,QTUM/USDT,6.00400000,6.23900000,5.95500000,6.11700000,530575.60000000,3228988.93050000,17455
1650931200000,2022-04-26 00:00:00,QTUM/USDT,6.47700000,6.60800000,5.92500000,6.00300000,936275.70000000,5859189.18990000,30914
1650844800000,2022-04-25 00:00:00,QTUM/USDT,6.34000000,6.51700000,5.94400000,6.47700000,1156735.30000000,7230166.85480000,41637
1650758400000,2022-04-24 00:00:00,QTUM/USDT,6.44800000,6.56200000,6.26000000,6.34200000,524712.00000000,3362017.74070000,19325
1650672000000,2022-04-23 00:00:00,QTUM/USDT,6.59900000,6.61300000,6.37000000,6.45300000,507957.10000000,3301174.40930000,18646
1650585600000,2022-04-22 00:00:00,QTUM/USDT,6.52600000,6.77900000,6.47700000,6.59400000,811152.90000000,5386026.61000000,31066
1650499200000,2022-04-21 00:00:00,QTUM/USDT,6.76300000,7.30600000,6.44500000,6.52700000,1645073.90000000,11351092.46340000,63432
1650412800000,2022-04-20 00:00:00,QTUM/USDT,6.82400000,7.13600000,6.61600000,6.76700000,1056294.10000000,7188354.40140000,42895
1650326400000,2022-04-19 00:00:00,QTUM/USDT,6.68700000,6.87500000,6.55400000,6.82500000,614643.90000000,4126863.73640000,29077
1650240000000,2022-04-18 00:00:00,QTUM/USDT,6.51900000,6.71200000,6.16300000,6.68800000,1115400.70000000,7131499.64190000,38493
1650153600000,2022-04-17 00:00:00,QTUM/USDT,6.89400000,6.92500000,6.49500000,6.52000000,672074.00000000,4567359.58830000,30137
1650067200000,2022-04-16 00:00:00,QTUM/USDT,6.61800000,7.27800000,6.60900000,6.89600000,2222277.00000000,15395612.99530000,82638
1649980800000,2022-04-15 00:00:00,QTUM/USDT,6.55000000,6.74300000,6.51200000,6.61600000,612572.00000000,4061247.24190000,27557
1649894400000,2022-04-14 00:00:00,QTUM/USDT,6.76700000,6.94400000,6.39800000,6.54900000,795452.60000000,5309790.31640000,35977
1649808000000,2022-04-13 00:00:00,QTUM/USDT,6.44000000,6.77400000,6.34100000,6.76700000,1141807.60000000,7485892.94490000,49010
1649721600000,2022-04-12 00:00:00,QTUM/USDT,6.19600000,6.56900000,6.12400000,6.43300000,854990.30000000,5440203.55820000,32050
1649635200000,2022-04-11 00:00:00,QTUM/USDT,6.81200000,6.90500000,6.04200000,6.19500000,1200285.80000000,7778241.13290000,36095
1649548800000,2022-04-10 00:00:00,QTUM/USDT,7.07300000,7.17100000,6.78400000,6.80300000,523438.00000000,3662441.71080000,21429
1649462400000,2022-04-09 00:00:00,QTUM/USDT,6.81200000,7.11100000,6.80700000,7.07400000,473519.10000000,3301071.37470000,19685
1649376000000,2022-04-08 00:00:00,QTUM/USDT,7.23600000,7.33500000,6.75800000,6.81700000,615885.60000000,4376163.93330000,27054
1649289600000,2022-04-07 00:00:00,QTUM/USDT,6.91500000,7.30300000,6.83500000,7.23900000,974934.20000000,6908829.84040000,36188
1649203200000,2022-04-06 00:00:00,QTUM/USDT,7.81100000,7.81100000,6.87700000,6.91900000,2003989.20000000,14658648.82520000,78856
1649116800000,2022-04-05 00:00:00,QTUM/USDT,8.24400000,8.32000000,7.74600000,7.80000000,1644759.50000000,13183542.45280000,76485
1649030400000,2022-04-04 00:00:00,QTUM/USDT,8.51400000,8.51400000,7.95000000,8.24100000,1958727.80000000,16086872.23530000,67129
1648944000000,2022-04-03 00:00:00,QTUM/USDT,8.31600000,8.64000000,8.13000000,8.50800000,1077867.50000000,9061608.28360000,45087
1648857600000,2022-04-02 00:00:00,QTUM/USDT,8.44100000,9.42800000,8.25800000,8.31100000,6580563.00000000,58241090.74800000,231452
1648771200000,2022-04-01 00:00:00,QTUM/USDT,8.28100000,8.51300000,7.87100000,8.44500000,1404342.70000000,11524323.07950000,54831
1648684800000,2022-03-31 00:00:00,QTUM/USDT,8.87900000,9.20000000,8.16000000,8.27500000,2663372.60000000,23051368.06800000,96678
1648598400000,2022-03-30 00:00:00,QTUM/USDT,8.34900000,9.64600000,8.20900000,8.86900000,4070138.00000000,36548262.70150000,165202
1648512000000,2022-03-29 00:00:00,QTUM/USDT,8.18700000,8.89300000,8.07700000,8.34900000,3420025.30000000,29117025.07350000,143811
1648425600000,2022-03-28 00:00:00,QTUM/USDT,8.49300000,8.69600000,8.06000000,8.17500000,2078338.70000000,17602954.96930000,83267
1648339200000,2022-03-27 00:00:00,QTUM/USDT,8.23500000,8.52600000,8.03800000,8.49600000,1542690.50000000,12854897.74640000,59820
1648252800000,2022-03-26 00:00:00,QTUM/USDT,8.29300000,8.35900000,8.05600000,8.23700000,1034280.40000000,8505136.57970000,39925
1648166400000,2022-03-25 00:00:00,QTUM/USDT,7.86600000,8.89700000,7.72200000,8.30300000,5305420.40000000,44433726.76190000,196892
1648080000000,2022-03-24 00:00:00,QTUM/USDT,7.88200000,8.03500000,7.46900000,7.86500000,3615634.20000000,27728660.39010000,107865
1647993600000,2022-03-23 00:00:00,QTUM/USDT,7.60600000,8.33100000,7.60600000,7.87900000,4928281.50000000,39378498.19010000,160012
1647907200000,2022-03-22 00:00:00,QTUM/USDT,6.84200000,7.72200000,6.78700000,7.60500000,2482047.20000000,18182293.31510000,101499
1647820800000,2022-03-21 00:00:00,QTUM/USDT,6.97700000,7.07000000,6.58100000,6.84200000,1318690.50000000,8941310.30120000,49003
1647734400000,2022-03-20 00:00:00,QTUM/USDT,6.34200000,7.36000000,6.33600000,6.98200000,5659240.60000000,39454317.36530000,181653
1647648000000,2022-03-19 00:00:00,QTUM/USDT,6.11300000,6.37600000,6.11000000,6.34600000,713985.00000000,4462521.62390000,23629
1647561600000,2022-03-18 00:00:00,QTUM/USDT,5.93400000,6.14600000,5.82100000,6.11300000,513611.20000000,3063412.70660000,17639
1647475200000,2022-03-17 00:00:00,QTUM/USDT,6.01700000,6.06500000,5.91700000,5.93400000,529163.20000000,3165630.33800000,18042
1647388800000,2022-03-16 00:00:00,QTUM/USDT,5.72700000,6.04600000,5.67100000,6.01700000,734937.50000000,4279221.87400000,27773
1647302400000,2022-03-15 00:00:00,QTUM/USDT,5.74900000,5.85000000,5.50000000,5.72600000,523936.60000000,2969742.67600000,19953
1647216000000,2022-03-14 00:00:00,QTUM/USDT,5.55600000,5.79600000,5.47700000,5.75300000,505588.60000000,2861092.02790000,19244
1647129600000,2022-03-13 00:00:00,QTUM/USDT,5.75400000,5.90300000,5.51900000,5.55600000,524381.50000000,3012005.20840000,17400
1647043200000,2022-03-12 00:00:00,QTUM/USDT,5.85800000,6.02600000,5.75400000,5.76500000,529015.00000000,3111818.14020000,18706
1646956800000,2022-03-11 00:00:00,QTUM/USDT,6.02500000,6.02600000,5.68400000,5.85800000,949920.80000000,5540923.24620000,29205
1646870400000,2022-03-10 00:00:00,QTUM/USDT,6.04200000,6.27100000,5.74400000,6.02900000,2295400.80000000,13747586.93980000,65539
1646784000000,2022-03-09 00:00:00,QTUM/USDT,5.74600000,6.11400000,5.74300000,6.04300000,883096.90000000,5278440.85530000,26642
1646697600000,2022-03-08 00:00:00,QTUM/USDT,5.69400000,5.87500000,5.64400000,5.74800000,781737.40000000,4491725.83390000,23947
1646611200000,2022-03-07 00:00:00,QTUM/USDT,5.75800000,5.95100000,5.50200000,5.69600000,1000716.70000000,5724616.51940000,26317
