https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SAND,Volume EUR
1663477200,2022-09-18 05:00:00,SAND/EUR,0.91218,0.91218,0.91218,0.91218,0.00000000,0.0
1663473600,2022-09-18 04:00:00,SAND/EUR,0.91218,0.91218,0.91218,0.91218,0.00000000,0.0
1663470000,2022-09-18 03:00:00,SAND/EUR,0.91218,0.91218,0.91218,0.91218,0.00000000,0.0
1663466400,2022-09-18 02:00:00,SAND/EUR,0.91218,0.91218,0.91218,0.91218,0.00000000,0.0
1663462800,2022-09-18 01:00:00,SAND/EUR,0.91218,0.91218,0.91218,0.91218,0.00000000,0.0
1663459200,2022-09-18 00:00:00,SAND/EUR,0.91218,0.91218,0.91218,0.91218,0.00000000,0.0
1663455600,2022-09-17 23:00:00,SAND/EUR,0.91218,0.91218,0.91218,0.91218,187.86000000,171.3621348
1663452000,2022-09-17 22:00:00,SAND/EUR,0.90189,0.90189,0.90189,0.90189,15.51186951,13.9899999923739
1663448400,2022-09-17 21:00:00,SAND/EUR,0.90198,0.90565,0.90198,0.90565,797.97828507,722.6890338736455
1663444800,2022-09-17 20:00:00,SAND/EUR,0.89213,0.89213,0.89213,0.89213,0.00000000,0.0
1663441200,2022-09-17 19:00:00,SAND/EUR,0.89213,0.89213,0.89213,0.89213,461.51122928,411.7280129775664
1663437600,2022-09-17 18:00:00,SAND/EUR,0.89746,0.89746,0.89746,0.89746,0.00000000,0.0
1663434000,2022-09-17 17:00:00,SAND/EUR,0.89605,0.89746,0.89605,0.89746,1786.11248292,1602.9645089213834
1663430400,2022-09-17 16:00:00,SAND/EUR,0.90247,0.90299,0.89435,0.89435,3279.02302553,2932.594242882755
1663426800,2022-09-17 15:00:00,SAND/EUR,0.89631,0.89631,0.89631,0.89631,22.31370842,19.999999993930203
1663423200,2022-09-17 14:00:00,SAND/EUR,0.89203,0.89319,0.89203,0.89319,2257.33401727,2016.2281708853914
1663419600,2022-09-17 13:00:00,SAND/EUR,0.88821,0.88821,0.88799,0.88799,1141.43162673,1013.5798702199727
1663416000,2022-09-17 12:00:00,SAND/EUR,0.87858,0.87858,0.87858,0.87858,31.21264773,27.4228080426234
1663412400,2022-09-17 11:00:00,SAND/EUR,0.87607,0.87607,0.87607,0.87607,55.93160363,48.9999999921341
1663408800,2022-09-17 10:00:00,SAND/EUR,0.87267,0.87349,0.87267,0.87349,192.15730340,167.847482946866
1663405200,2022-09-17 09:00:00,SAND/EUR,0.87858,0.87858,0.87858,0.87858,0.00000000,0.0
1663401600,2022-09-17 08:00:00,SAND/EUR,0.87858,0.87858,0.87858,0.87858,0.00000000,0.0
1663398000,2022-09-17 07:00:00,SAND/EUR,0.87590,0.87858,0.87533,0.87858,5205.51350687,4573.460056865845
1663394400,2022-09-17 06:00:00,SAND/EUR,0.87500,0.87500,0.87500,0.87500,0.00000000,0.0
1663390800,2022-09-17 05:00:00,SAND/EUR,0.87603,0.87603,0.87500,0.87500,9056.48284063,7924.42248555125
1663387200,2022-09-17 04:00:00,SAND/EUR,0.88200,0.88200,0.88095,0.88164,701.11628305,618.132159788202
1663383600,2022-09-17 03:00:00,SAND/EUR,0.87197,0.87197,0.87197,0.87197,0.00000000,0.0
1663380000,2022-09-17 02:00:00,SAND/EUR,0.87197,0.87197,0.87197,0.87197,0.00000000,0.0
1663376400,2022-09-17 01:00:00,SAND/EUR,0.87197,0.87197,0.87197,0.87197,0.00000000,0.0
1663372800,2022-09-17 00:00:00,SAND/EUR,0.87197,0.87197,0.87197,0.87197,0.00000000,0.0
1663369200,2022-09-16 23:00:00,SAND/EUR,0.87197,0.87197,0.87197,0.87197,25.00000000,21.79925
1663365600,2022-09-16 22:00:00,SAND/EUR,0.87437,0.87437,0.87437,0.87437,40.00000000,34.9748
1663362000,2022-09-16 21:00:00,SAND/EUR,0.85563,0.85563,0.85563,0.85563,0.00000000,0.0
1663358400,2022-09-16 20:00:00,SAND/EUR,0.85563,0.85563,0.85563,0.85563,0.00000000,0.0
1663354800,2022-09-16 19:00:00,SAND/EUR,0.85563,0.85563,0.85563,0.85563,0.00000000,0.0
1663351200,2022-09-16 18:00:00,SAND/EUR,0.85563,0.85563,0.85563,0.85563,0.00000000,0.0
1663347600,2022-09-16 17:00:00,SAND/EUR,0.85929,0.85929,0.85563,0.85563,848.85912022,726.3093290338386
1663344000,2022-09-16 16:00:00,SAND/EUR,0.85390,0.85390,0.85390,0.85390,31.06921185,26.529999998715
1663340400,2022-09-16 15:00:00,SAND/EUR,0.86910,0.86998,0.86451,0.86998,2601.41412847,2263.1782634863303
1663336800,2022-09-16 14:00:00,SAND/EUR,0.87114,0.87114,0.87114,0.87114,0.00000000,0.0
1663333200,2022-09-16 13:00:00,SAND/EUR,0.87114,0.87114,0.87114,0.87114,0.00000000,0.0
1663329600,2022-09-16 12:00:00,SAND/EUR,0.87114,0.87114,0.87114,0.87114,22.95842229,19.999999993710603
1663326000,2022-09-16 11:00:00,SAND/EUR,0.86377,0.86377,0.86377,0.86377,0.00000000,0.0
1663322400,2022-09-16 10:00:00,SAND/EUR,0.86470,0.86470,0.86377,0.86377,230.50821399,199.10607999814232
1663318800,2022-09-16 09:00:00,SAND/EUR,0.85796,0.86047,0.85796,0.86047,1104.67326471,950.5382040850137
1663315200,2022-09-16 08:00:00,SAND/EUR,0.86172,0.86172,0.85805,0.85805,4756.27049691,4081.117899873625
1663311600,2022-09-16 07:00:00,SAND/EUR,0.86253,0.86253,0.86253,0.86253,500.00000000,431.265
1663308000,2022-09-16 06:00:00,SAND/EUR,0.86323,0.86323,0.86259,0.86259,753.41563172,649.8887897653548
1663304400,2022-09-16 05:00:00,SAND/EUR,0.85800,0.86329,0.85643,0.86329,668.31267688,576.9476508237352
1663300800,2022-09-16 04:00:00,SAND/EUR,0.85986,0.85986,0.85802,0.85802,305.99882028,262.5531077766456
1663297200,2022-09-16 03:00:00,SAND/EUR,0.85393,0.85393,0.85393,0.85393,350.26605225,299.10268999784245
1663293600,2022-09-16 02:00:00,SAND/EUR,0.85743,0.85743,0.85743,0.85743,0.00000000,0.0
1663290000,2022-09-16 01:00:00,SAND/EUR,0.85743,0.85743,0.85743,0.85743,0.00000000,0.0
1663286400,2022-09-16 00:00:00,SAND/EUR,0.85150,0.85782,0.84999,0.85743,1767.50474509,1515.5115935825186
1663282800,2022-09-15 23:00:00,SAND/EUR,0.85843,0.85843,0.85843,0.85843,119.22096622,102.3428540322346
1663279200,2022-09-15 22:00:00,SAND/EUR,0.86050,0.86050,0.86050,0.86050,100.00000000,86.05000000000001
1663275600,2022-09-15 21:00:00,SAND/EUR,0.86962,0.86980,0.86391,0.86391,8847.81220069,7643.713438298097
1663272000,2022-09-15 20:00:00,SAND/EUR,0.87024,0.87024,0.86810,0.86880,1284.99104312,1116.4002182626562
1663268400,2022-09-15 19:00:00,SAND/EUR,0.86530,0.86530,0.86530,0.86530,102.85450132,88.999999992196
1663264800,2022-09-15 18:00:00,SAND/EUR,0.86260,0.87088,0.86260,0.87088,212.77316269,185.2998919234672
1663261200,2022-09-15 17:00:00,SAND/EUR,0.87088,0.87088,0.87088,0.87088,100.00000000,87.088
1663257600,2022-09-15 16:00:00,SAND/EUR,0.86432,0.86519,0.86431,0.86431,552.32359824,477.37880919481444
1663254000,2022-09-15 15:00:00,SAND/EUR,0.85877,0.86280,0.85512,0.86280,19021.38719790,16411.65287434812
1663250400,2022-09-15 14:00:00,SAND/EUR,0.88148,0.88192,0.86092,0.86114,3831.41106999,3299.3813288111887
1663246800,2022-09-15 13:00:00,SAND/EUR,0.87510,0.87900,0.85215,0.87900,32845.47927869,28871.17628596851
1663243200,2022-09-15 12:00:00,SAND/EUR,0.88475,0.88480,0.88310,0.88310,1381.66767122,1220.150720454382
1663239600,2022-09-15 11:00:00,SAND/EUR,0.87843,0.88202,0.87843,0.88202,675.49896975,595.803601298895
1663236000,2022-09-15 10:00:00,SAND/EUR,0.87970,0.87970,0.87970,0.87970,30.00000000,26.391000000000002
1663232400,2022-09-15 09:00:00,SAND/EUR,0.88377,0.88377,0.88124,0.88124,344.62309732,303.6956582822768
1663228800,2022-09-15 08:00:00,SAND/EUR,0.89251,0.89251,0.88210,0.88210,212.42726720,187.38209239711998
1663225200,2022-09-15 07:00:00,SAND/EUR,0.88931,0.88931,0.88752,0.88801,6250.00000000,5550.0625
1663221600,2022-09-15 06:00:00,SAND/EUR,0.87445,0.87445,0.87445,0.87445,49.55340353,43.3319737168085
1663218000,2022-09-15 05:00:00,SAND/EUR,0.87195,0.87965,0.87194,0.87965,702.93906518,618.340348685587
1663214400,2022-09-15 04:00:00,SAND/EUR,0.87441,0.87621,0.87200,0.87200,918.81746391,801.20882852952
1663210800,2022-09-15 03:00:00,SAND/EUR,0.87326,0.87326,0.87326,0.87326,57.89230658,50.555035644050804
1663207200,2022-09-15 02:00:00,SAND/EUR,0.88644,0.88644,0.88644,0.88644,0.00000000,0.0
1663203600,2022-09-15 01:00:00,SAND/EUR,0.88644,0.88644,0.88644,0.88644,0.00000000,0.0
1663200000,2022-09-15 00:00:00,SAND/EUR,0.88804,0.88804,0.88644,0.88644,40.61205576,36.0001507078944
1663196400,2022-09-14 23:00:00,SAND/EUR,0.90249,0.90249,0.90249,0.90249,0.00000000,0.0
1663192800,2022-09-14 22:00:00,SAND/EUR,0.90294,0.90294,0.90249,0.90249,2758.00000000,2489.06742
1663189200,2022-09-14 21:00:00,SAND/EUR,0.89118,0.89737,0.89118,0.89737,238.99753743,214.4692201635591
1663185600,2022-09-14 20:00:00,SAND/EUR,0.89577,0.89577,0.89295,0.89295,1702.65275688,1520.383779255996
1663182000,2022-09-14 19:00:00,SAND/EUR,0.88619,0.89599,0.88619,0.89599,84.64721196,75.8430554440404
1663178400,2022-09-14 18:00:00,SAND/EUR,0.88350,0.88350,0.87254,0.87990,927.47074297,816.081506739303
1663174800,2022-09-14 17:00:00,SAND/EUR,0.89235,0.89235,0.89235,0.89235,57.54307120,51.34855958532
1663171200,2022-09-14 16:00:00,SAND/EUR,0.88587,0.88702,0.88586,0.88702,1673.45496038,1484.3880189562678
1663167600,2022-09-14 15:00:00,SAND/EUR,0.88647,0.88647,0.88647,0.88647,48.25388854,42.7756245740538
1663164000,2022-09-14 14:00:00,SAND/EUR,0.89100,0.89214,0.88586,0.89212,26535.39772386,23672.759017409982
1663160400,2022-09-14 13:00:00,SAND/EUR,0.89043,0.89096,0.89043,0.89096,367.27476611,327.22712561336556
1663156800,2022-09-14 12:00:00,SAND/EUR,0.88728,0.88742,0.88200,0.88315,1088.10830549,960.9628499934935
1663153200,2022-09-14 11:00:00,SAND/EUR,0.89077,0.89119,0.88193,0.88193,5207.43468551,4592.592872191834
1663149600,2022-09-14 10:00:00,SAND/EUR,0.88955,0.89016,0.88955,0.89016,359.53659392,320.04509444382717
1663146000,2022-09-14 09:00:00,SAND/EUR,0.88915,0.88915,0.88540,0.88883,1294.26728200,1150.38358826006
1663142400,2022-09-14 08:00:00,SAND/EUR,0.88108,0.88935,0.87880,0.88935,1989.34940863,1769.2278965650905
1663138800,2022-09-14 07:00:00,SAND/EUR,0.88247,0.88247,0.88247,0.88247,200.00000000,176.494
1663135200,2022-09-14 06:00:00,SAND/EUR,0.89637,0.89637,0.89637,0.89637,58.00000000,51.98946
1663131600,2022-09-14 05:00:00,SAND/EUR,0.89659,0.89852,0.89659,0.89852,1511.45338345,1358.071094097494
1663128000,2022-09-14 04:00:00,SAND/EUR,0.89543,0.89543,0.89543,0.89543,0.00000000,0.0
1663124400,2022-09-14 03:00:00,SAND/EUR,0.89543,0.89543,0.89543,0.89543,22.33563762,19.9999999940766
1663120800,2022-09-14 02:00:00,SAND/EUR,0.88460,0.88460,0.88460,0.88460,0.00000000,0.0
1663117200,2022-09-14 01:00:00,SAND/EUR,0.88460,0.88460,0.88460,0.88460,0.00000000,0.0
1663113600,2022-09-14 00:00:00,SAND/EUR,0.88551,0.88551,0.88191,0.88460,472.99072370,418.40759418502
1663110000,2022-09-13 23:00:00,SAND/EUR,0.87987,0.87987,0.87987,0.87987,33.74177496,29.6883755340552
1663106400,2022-09-13 22:00:00,SAND/EUR,0.88321,0.88747,0.88321,0.88747,255.70949870,226.934508811289
1663102800,2022-09-13 21:00:00,SAND/EUR,0.89819,0.89819,0.89819,0.89819,0.00000000,0.0
1663099200,2022-09-13 20:00:00,SAND/EUR,0.89600,0.89819,0.89600,0.89819,686.03571428,616.1904182091532
1663095600,2022-09-13 19:00:00,SAND/EUR,0.89000,0.89143,0.88171,0.89143,783.03186759,698.0180977257537
1663092000,2022-09-13 18:00:00,SAND/EUR,0.90246,0.90246,0.89130,0.89130,1121.66299730,999.7382294934899
1663088400,2022-09-13 17:00:00,SAND/EUR,0.90239,0.90588,0.90140,0.90588,7100.76420741,6432.4402802085715
1663084800,2022-09-13 16:00:00,SAND/EUR,0.89959,0.90439,0.89875,0.90424,1888.91028441,1708.0282355748984
1663081200,2022-09-13 15:00:00,SAND/EUR,0.90449,0.90449,0.90171,0.90172,1819.69012573,1640.8509801732557
1663077600,2022-09-13 14:00:00,SAND/EUR,0.90200,0.90783,0.90000,0.90000,219.20350538,197.283154842
1663074000,2022-09-13 13:00:00,SAND/EUR,0.90681,0.90832,0.90440,0.90536,1182.05601013,1070.1862293312968
1663070400,2022-09-13 12:00:00,SAND/EUR,0.94920,0.94920,0.90000,0.90678,4227.94061316,3833.8119892012246
1663066800,2022-09-13 11:00:00,SAND/EUR,0.94502,0.94502,0.94502,0.94502,10.55013650,9.97008999523
1663063200,2022-09-13 10:00:00,SAND/EUR,0.94134,0.94134,0.94134,0.94134,1000.00000000,941.3399999999999
1663059600,2022-09-13 09:00:00,SAND/EUR,0.95028,0.95028,0.93706,0.93942,4509.65626076,4236.461284483159
1663056000,2022-09-13 08:00:00,SAND/EUR,0.94961,0.94961,0.94961,0.94961,0.00000000,0.0
1663052400,2022-09-13 07:00:00,SAND/EUR,0.94297,0.94961,0.94297,0.94961,2910.95134889,2764.268510419433
1663048800,2022-09-13 06:00:00,SAND/EUR,0.94269,0.94292,0.94269,0.94292,1586.29991212,1495.7539131361905
1663045200,2022-09-13 05:00:00,SAND/EUR,0.94032,0.94032,0.94032,0.94032,0.00000000,0.0
1663041600,2022-09-13 04:00:00,SAND/EUR,0.93997,0.94032,0.93997,0.94032,116.97090332,109.99007980986241
1663038000,2022-09-13 03:00:00,SAND/EUR,0.93316,0.93316,0.93316,0.93316,21.36844699,19.940179993188398
1663034400,2022-09-13 02:00:00,SAND/EUR,0.92924,0.92924,0.92924,0.92924,160.77912057,149.4023899984668
1663030800,2022-09-13 01:00:00,SAND/EUR,0.92898,0.92898,0.92898,0.92898,200.00000000,185.796
1663027200,2022-09-13 00:00:00,SAND/EUR,0.93716,0.93716,0.93000,0.93000,414.09114280,385.104762804
1663023600,2022-09-12 23:00:00,SAND/EUR,0.95109,0.95109,0.95109,0.95109,208.17017995,197.9885764486455
1663020000,2022-09-12 22:00:00,SAND/EUR,0.95763,0.95763,0.95471,0.95503,2710.87515587,2588.967100110526
1663016400,2022-09-12 21:00:00,SAND/EUR,0.96062,0.96277,0.95783,0.95783,495.13128087,474.2515947557121
1663012800,2022-09-12 20:00:00,SAND/EUR,0.95710,0.95710,0.95710,0.95710,0.00000000,0.0
1663009200,2022-09-12 19:00:00,SAND/EUR,0.95856,0.95857,0.95613,0.95710,11051.41313489,10577.307511403218
1663005600,2022-09-12 18:00:00,SAND/EUR,0.95431,0.95639,0.95431,0.95639,41.59278118,39.7789199927402
1663002000,2022-09-12 17:00:00,SAND/EUR,0.95400,0.95400,0.95156,0.95156,142.59165378,135.6845140708968
1662998400,2022-09-12 16:00:00,SAND/EUR,0.95000,0.95433,0.94299,0.95433,767.93547124,732.8638582684691
1662994800,2022-09-12 15:00:00,SAND/EUR,0.95823,0.95823,0.95823,0.95823,29.00000000,27.78867
1662991200,2022-09-12 14:00:00,SAND/EUR,0.97141,0.97141,0.97141,0.97141,40.14782635,38.9999999946535
1662987600,2022-09-12 13:00:00,SAND/EUR,0.97681,0.97681,0.97681,0.97681,0.00000000,0.0
1662984000,2022-09-12 12:00:00,SAND/EUR,0.97588,0.97681,0.97326,0.97681,3443.74810863,3363.8875899908703
1662980400,2022-09-12 11:00:00,SAND/EUR,0.98123,0.98123,0.97878,0.97896,236.90737394,231.92284279230242
1662976800,2022-09-12 10:00:00,SAND/EUR,0.96910,0.98477,0.96791,0.98477,8249.03373948,8123.400955627721
1662973200,2022-09-12 09:00:00,SAND/EUR,0.97038,0.97038,0.97038,0.97038,1792.02495998,1738.9451806653924
1662969600,2022-09-12 08:00:00,SAND/EUR,0.95934,0.95934,0.95934,0.95934,0.00000000,0.0
1662966000,2022-09-12 07:00:00,SAND/EUR,0.95576,0.95934,0.95576,0.95934,121.18902728,116.2614814307952
1662962400,2022-09-12 06:00:00,SAND/EUR,0.95886,0.95886,0.95636,0.95800,3622.09565508,3469.96763756664
1662958800,2022-09-12 05:00:00,SAND/EUR,0.95872,0.95905,0.95872,0.95905,324.61771723,311.3246217094315
1662955200,2022-09-12 04:00:00,SAND/EUR,0.96750,0.96750,0.96750,0.96750,0.00000000,0.0
1662951600,2022-09-12 03:00:00,SAND/EUR,0.96750,0.96750,0.96750,0.96750,0.00000000,0.0
1662948000,2022-09-12 02:00:00,SAND/EUR,0.96750,0.96750,0.96750,0.96750,0.00000000,0.0
1662944400,2022-09-12 01:00:00,SAND/EUR,0.96750,0.96750,0.96750,0.96750,0.00000000,0.0
1662940800,2022-09-12 00:00:00,SAND/EUR,0.96750,0.96750,0.96750,0.96750,15.45749870,14.95512999225
1662937200,2022-09-11 23:00:00,SAND/EUR,0.96499,0.96499,0.96499,0.96499,0.00000000,0.0
1662933600,2022-09-11 22:00:00,SAND/EUR,0.95173,0.96499,0.95173,0.96499,2606.48087239,2515.227977047626
1662930000,2022-09-11 21:00:00,SAND/EUR,0.96561,0.96747,0.95000,0.95000,1627.88552293,1546.4912467835
1662926400,2022-09-11 20:00:00,SAND/EUR,0.97658,0.97658,0.97255,0.97255,36.37449539,35.3760154915445
1662922800,2022-09-11 19:00:00,SAND/EUR,0.97427,0.97465,0.97427,0.97465,35.52692380,34.62631628167
1662919200,2022-09-11 18:00:00,SAND/EUR,0.98083,0.98083,0.98083,0.98083,51.00000000,50.02233
1662915600,2022-09-11 17:00:00,SAND/EUR,0.98456,0.98458,0.97967,0.97967,1050.56154281,1029.2036266446728
1662912000,2022-09-11 16:00:00,SAND/EUR,0.97664,0.97664,0.97664,0.97664,0.00000000,0.0
1662908400,2022-09-11 15:00:00,SAND/EUR,0.97006,0.97664,0.97006,0.97664,1806.49882856,1764.2990159248384
1662904800,2022-09-11 14:00:00,SAND/EUR,0.97192,0.97192,0.97192,0.97192,0.00000000,0.0
1662901200,2022-09-11 13:00:00,SAND/EUR,0.97395,0.97395,0.97192,0.97192,552.35224224,536.8421912779008
1662897600,2022-09-11 12:00:00,SAND/EUR,0.97499,0.97546,0.97499,0.97546,2066.01464670,2015.3146472699818
1662894000,2022-09-11 11:00:00,SAND/EUR,0.97868,0.97868,0.97868,0.97868,202.37121832,198.0566639454176
1662890400,2022-09-11 10:00:00,SAND/EUR,0.97486,0.97486,0.97486,0.97486,32.87835466,32.0517928238476
1662886800,2022-09-11 09:00:00,SAND/EUR,0.97651,0.97718,0.97486,0.97486,342.61066214,333.99743009380035
1662883200,2022-09-11 08:00:00,SAND/EUR,0.97226,0.97541,0.97166,0.97541,1086.36368517,1059.6500021516697
1662879600,2022-09-11 07:00:00,SAND/EUR,0.96957,0.97135,0.96957,0.97135,50.92844701,49.4693470031635
1662876000,2022-09-11 06:00:00,SAND/EUR,0.96500,0.96699,0.95930,0.96646,11386.73075368,11004.819804201572
1662872400,2022-09-11 05:00:00,SAND/EUR,0.98686,0.98686,0.98686,0.98686,0.00000000,0.0
1662868800,2022-09-11 04:00:00,SAND/EUR,0.98686,0.98686,0.98686,0.98686,0.00000000,0.0
1662865200,2022-09-11 03:00:00,SAND/EUR,0.98686,0.98686,0.98686,0.98686,0.00000000,0.0
1662861600,2022-09-11 02:00:00,SAND/EUR,0.98686,0.98686,0.98686,0.98686,0.00000000,0.0
1662858000,2022-09-11 01:00:00,SAND/EUR,0.98686,0.98686,0.98686,0.98686,0.00000000,0.0
1662854400,2022-09-11 00:00:00,SAND/EUR,0.98686,0.98686,0.98686,0.98686,15.15425693,14.9551299939398
1662850800,2022-09-10 23:00:00,SAND/EUR,0.98270,0.98270,0.98173,0.98219,7623.04620585,7487.279752923811
1662847200,2022-09-10 22:00:00,SAND/EUR,0.98124,0.98286,0.98043,0.98286,2112.53218554,2076.323383879844
1662843600,2022-09-10 21:00:00,SAND/EUR,0.97911,0.97911,0.97911,0.97911,0.00000000,0.0
1662840000,2022-09-10 20:00:00,SAND/EUR,0.97911,0.97911,0.97911,0.97911,20.97557394,20.5373942003934
1662836400,2022-09-10 19:00:00,SAND/EUR,0.97903,0.98050,0.97856,0.97856,1390.85034681,1361.0305153743936
1662832800,2022-09-10 18:00:00,SAND/EUR,0.97554,0.97603,0.97519,0.97603,2193.79186122,2141.2066703065566
1662829200,2022-09-10 17:00:00,SAND/EUR,0.98899,0.98899,0.98899,0.98899,0.00000000,0.0
1662825600,2022-09-10 16:00:00,SAND/EUR,0.97414,0.98899,0.97414,0.98899,161.34740386,159.57096894350138
1662822000,2022-09-10 15:00:00,SAND/EUR,0.98012,0.98012,0.98012,0.98012,0.00000000,0.0
1662818400,2022-09-10 14:00:00,SAND/EUR,0.98110,0.98110,0.98012,0.98012,1140.81132922,1118.1319999951065
1662814800,2022-09-10 13:00:00,SAND/EUR,0.98186,0.98186,0.98186,0.98186,275.54405424,270.54568509608634
1662811200,2022-09-10 12:00:00,SAND/EUR,0.98403,0.98403,0.98403,0.98403,246.00000000,242.07137999999998
1662807600,2022-09-10 11:00:00,SAND/EUR,1.00247,1.00247,1.00247,1.00247,0.00000000,0.0
1662804000,2022-09-10 10:00:00,SAND/EUR,1.00702,1.00702,0.99986,1.00247,2211.26508117,2216.72690592049
1662800400,2022-09-10 09:00:00,SAND/EUR,1.00664,1.00999,1.00664,1.00999,298.46549982,301.44717016320175
1662796800,2022-09-10 08:00:00,SAND/EUR,0.99500,1.01511,0.99500,1.00664,11949.39952724,12028.743540100873
1662793200,2022-09-10 07:00:00,SAND/EUR,0.99000,0.99000,0.96593,0.96593,432.15709622,417.4335039517846
1662789600,2022-09-10 06:00:00,SAND/EUR,0.97010,0.97010,0.97010,0.97010,0.00000000,0.0
1662786000,2022-09-10 05:00:00,SAND/EUR,0.96977,0.97010,0.96977,0.97010,381.59611051,370.186386805751
1662782400,2022-09-10 04:00:00,SAND/EUR,0.97189,0.97189,0.96291,0.96291,608.22800038,585.6688238459059
1662778800,2022-09-10 03:00:00,SAND/EUR,0.97139,0.97139,0.97139,0.97139,0.00000000,0.0
1662775200,2022-09-10 02:00:00,SAND/EUR,0.97139,0.97139,0.97139,0.97139,0.00000000,0.0
1662771600,2022-09-10 01:00:00,SAND/EUR,0.97139,0.97139,0.97139,0.97139,0.00000000,0.0
1662768000,2022-09-10 00:00:00,SAND/EUR,0.97269,0.97269,0.97139,0.97139,218.97515782,212.7102785547698
1662764400,2022-09-09 23:00:00,SAND/EUR,0.97462,0.97462,0.97462,0.97462,0.00000000,0.0
1662760800,2022-09-09 22:00:00,SAND/EUR,0.97462,0.97462,0.97462,0.97462,0.00000000,0.0
1662757200,2022-09-09 21:00:00,SAND/EUR,0.97462,0.97462,0.97462,0.97462,0.00000000,0.0
1662753600,2022-09-09 20:00:00,SAND/EUR,0.97533,0.97534,0.97462,0.97462,5100.00000000,4970.562
1662750000,2022-09-09 19:00:00,SAND/EUR,0.96724,0.96724,0.96724,0.96724,144.01231136,139.2944680398464
1662746400,2022-09-09 18:00:00,SAND/EUR,0.96223,0.96223,0.96223,0.96223,0.00000000,0.0
1662742800,2022-09-09 17:00:00,SAND/EUR,0.96893,0.96910,0.96223,0.96223,1156.15050845,1112.4827037458435
1662739200,2022-09-09 16:00:00,SAND/EUR,0.96350,0.96350,0.95457,0.96027,5128.19932356,4924.455964434961
1662735600,2022-09-09 15:00:00,SAND/EUR,0.96361,0.96567,0.96281,0.96416,5256.46049010,5068.0689461348165
1662732000,2022-09-09 14:00:00,SAND/EUR,0.96650,0.96658,0.96222,0.96658,2385.62907451,2305.9013508398757
1662728400,2022-09-09 13:00:00,SAND/EUR,0.96631,0.96818,0.95902,0.96508,27998.24620509,27020.547447608256
1662724800,2022-09-09 12:00:00,SAND/EUR,0.97348,0.98700,0.97303,0.97490,1904.06881847,1856.276691126403
1662721200,2022-09-09 11:00:00,SAND/EUR,0.96587,0.97540,0.96367,0.97540,11729.75170769,11441.199815680828
1662717600,2022-09-09 10:00:00,SAND/EUR,0.96290,0.96421,0.96290,0.96421,119.86352929,115.5736135767109
1662714000,2022-09-09 09:00:00,SAND/EUR,0.95539,0.96208,0.95483,0.96208,360.04253615,346.389723179192
1662710400,2022-09-09 08:00:00,SAND/EUR,0.94769,0.96082,0.94654,0.96082,1700.65049484,1634.0190084521687
1662706800,2022-09-09 07:00:00,SAND/EUR,0.95077,0.95077,0.94648,0.94649,854.12136094,808.4173269161007
1662703200,2022-09-09 06:00:00,SAND/EUR,0.95000,0.95199,0.94819,0.95171,486.03120152,462.5607547985992
