https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SHILL,Volume USDT
1660348800,2022-08-13 00:00:00,SHILL/USDT,0.0295,0.0299,0.0274,0.0288,7126919.605955,202076.4704694026573
1660262400,2022-08-12 00:00:00,SHILL/USDT,0.02667,0.02951,0.02602,0.0295,9719062.35873726,267848.8896650424792
1660176000,2022-08-11 00:00:00,SHILL/USDT,0.02759,0.0284,0.02612,0.0268,8515099.72079197,232951.7678579886043
1660089600,2022-08-10 00:00:00,SHILL/USDT,0.02737,0.0294,0.0261,0.02751,9718954.72480537,266444.4524379273408
1660003200,2022-08-09 00:00:00,SHILL/USDT,0.02683,0.02768,0.0254,0.0274,10208106.72836453,273159.2618275247344
1659916800,2022-08-08 00:00:00,SHILL/USDT,0.02624,0.02871,0.0258,0.02688,7654252.56919061,206007.6973291008427
1659830400,2022-08-07 00:00:00,SHILL/USDT,0.0257,0.034,0.02474,0.02605,23754627.09184074,693469.4089542931681
1659744000,2022-08-06 00:00:00,SHILL/USDT,0.02431,0.02597,0.02401,0.02563,9762908.69121759,243119.4271438330393
1659657600,2022-08-05 00:00:00,SHILL/USDT,0.02329,0.0249,0.02312,0.0244,8867717.30337917,213080.363548908177
1659571200,2022-08-04 00:00:00,SHILL/USDT,0.02309,0.02405,0.023,0.02331,7521520.81065507,176383.1055604209562
1659484800,2022-08-03 00:00:00,SHILL/USDT,0.02319,0.026,0.02222,0.02316,8818458.7937218,212578.8480589467024
1659398400,2022-08-02 00:00:00,SHILL/USDT,0.02468,0.02558,0.02283,0.02322,11243702.37758353,272990.5438857972549
1659312000,2022-08-01 00:00:00,SHILL/USDT,0.02413,0.0248,0.02362,0.02468,7650534.73749605,184663.4852224805981
1659225600,2022-07-31 00:00:00,SHILL/USDT,0.02409,0.02498,0.02372,0.0242,6985358.09308645,169209.0258580750889
1659139200,2022-07-30 00:00:00,SHILL/USDT,0.02384,0.02542,0.02318,0.02417,7759443.27444568,186711.2463055740684
1659052800,2022-07-29 00:00:00,SHILL/USDT,0.02542,0.02669,0.02359,0.02397,7654205.33058208,187918.8762370866082
1658966400,2022-07-28 00:00:00,SHILL/USDT,0.02306,0.02654,0.02206,0.0255,8538864.55924308,204415.8251170620167
1658880000,2022-07-27 00:00:00,SHILL/USDT,0.02177,0.025,0.02126,0.02291,2684347.15269058,58999.6788454721778
1658793600,2022-07-26 00:00:00,SHILL/USDT,0.02218,0.0222,0.02071,0.02176,3364977.52436414,71634.4052610786722
1658707200,2022-07-25 00:00:00,SHILL/USDT,0.0228,0.02305,0.02182,0.02205,2808614.73966004,62784.740099174258
1658620800,2022-07-24 00:00:00,SHILL/USDT,0.02263,0.0241,0.02259,0.0227,2427654.35595063,56687.6720224846404
1658534400,2022-07-23 00:00:00,SHILL/USDT,0.02297,0.02383,0.0222,0.02262,3038906.83540013,69593.1766143730739
1658448000,2022-07-22 00:00:00,SHILL/USDT,0.02389,0.0257,0.0225,0.02306,7389875.54861975,178301.1575000836907
1658361600,2022-07-21 00:00:00,SHILL/USDT,0.0227,0.02459,0.02156,0.02393,6867201.86513149,156504.9383803515446
1658275200,2022-07-20 00:00:00,SHILL/USDT,0.02353,0.02678,0.02124,0.02268,11828574.02089037,288884.2109608104706
1658188800,2022-07-19 00:00:00,SHILL/USDT,0.0216,0.02738,0.02114,0.02338,10184753.56347771,248267.6904253522235
1658102400,2022-07-18 00:00:00,SHILL/USDT,0.02117,0.02256,0.02083,0.02145,4070629.22400205,88765.7240961197759
1658016000,2022-07-17 00:00:00,SHILL/USDT,0.02102,0.02172,0.0205,0.02117,2320007.71946311,49002.9123167152611
1657929600,2022-07-16 00:00:00,SHILL/USDT,0.02034,0.02122,0.01983,0.02103,2988628.94327403,61720.5161614832809
1657843200,2022-07-15 00:00:00,SHILL/USDT,0.0208,0.02125,0.01986,0.02035,3648500.58665782,74924.1732353178076
1657756800,2022-07-14 00:00:00,SHILL/USDT,0.02043,0.02115,0.01983,0.02068,2047193.81007739,41860.0135109027958
1657670400,2022-07-13 00:00:00,SHILL/USDT,0.02049,0.02097,0.019,0.02043,3798084.90002907,76304.9848454162712
1657584000,2022-07-12 00:00:00,SHILL/USDT,0.02166,0.02177,0.02042,0.02049,2123098.57587453,44289.0114047665521
1657497600,2022-07-11 00:00:00,SHILL/USDT,0.02225,0.02243,0.02156,0.02156,1765846.46674263,38930.5799608506381
1657411200,2022-07-10 00:00:00,SHILL/USDT,0.02291,0.023,0.02172,0.02225,1797861.64547578,40278.1297502310439
1657324800,2022-07-09 00:00:00,SHILL/USDT,0.0232,0.02329,0.0226,0.02286,1228510.93457813,28165.9233199914822
1657238400,2022-07-08 00:00:00,SHILL/USDT,0.02443,0.0245,0.02226,0.02325,4992540.38477342,116500.1286824755099
1657152000,2022-07-07 00:00:00,SHILL/USDT,0.0229,0.025,0.02247,0.02441,5972219.30388761,141125.7366670095349
1657065600,2022-07-06 00:00:00,SHILL/USDT,0.02254,0.02332,0.02232,0.02294,3147462.95089661,71569.3657157909017
1656979200,2022-07-05 00:00:00,SHILL/USDT,0.02328,0.02352,0.02233,0.02241,3236962.8267847,74168.7665671850748
1656892800,2022-07-04 00:00:00,SHILL/USDT,0.02281,0.02345,0.0219,0.02333,5126531.98144639,115825.9190311780834
1656806400,2022-07-03 00:00:00,SHILL/USDT,0.02284,0.02345,0.02178,0.02277,2723668.74416385,61167.5012125605614
1656720000,2022-07-02 00:00:00,SHILL/USDT,0.02298,0.0232,0.02236,0.02288,1302219.86324836,29657.1855276396772
1656633600,2022-07-01 00:00:00,SHILL/USDT,0.02185,0.02372,0.02135,0.02278,3024535.50621277,69414.4284232294965
1656547200,2022-06-30 00:00:00,SHILL/USDT,0.02321,0.02335,0.0211,0.02182,2813974.65168745,62102.1753382004032
1656460800,2022-06-29 00:00:00,SHILL/USDT,0.02476,0.02515,0.0228,0.02312,4423901.4771851,105407.6069670751876
1656374400,2022-06-28 00:00:00,SHILL/USDT,0.02589,0.02661,0.02458,0.02478,4484682.46012173,113711.0950222239429
1656288000,2022-06-27 00:00:00,SHILL/USDT,0.02543,0.02681,0.0243,0.02582,6853624.00474799,174860.2342625666177
1656201600,2022-06-26 00:00:00,SHILL/USDT,0.02727,0.02771,0.02516,0.02543,3519107.27278998,94096.4251991213555
1656115200,2022-06-25 00:00:00,SHILL/USDT,0.02715,0.031,0.02643,0.02736,8103599.38434697,230191.3917565167394
1656028800,2022-06-24 00:00:00,SHILL/USDT,0.02603,0.02741,0.02476,0.02718,6735393.8878005,175752.4555741375586
1655942400,2022-06-23 00:00:00,SHILL/USDT,0.02469,0.02633,0.02415,0.0259,4689039.01558988,116820.8456838381892
1655856000,2022-06-22 00:00:00,SHILL/USDT,0.02434,0.0255,0.02367,0.02469,3420061.31969758,83433.3551810124762
1655769600,2022-06-21 00:00:00,SHILL/USDT,0.02381,0.02596,0.02351,0.0243,6284647.52092427,156978.5297138840767
1655683200,2022-06-20 00:00:00,SHILL/USDT,0.02416,0.02485,0.02311,0.02375,5074764.47320048,122831.593125188772
1655596800,2022-06-19 00:00:00,SHILL/USDT,0.02353,0.0253,0.02189,0.02404,6050063.30695849,143109.6127535560792
1655510400,2022-06-18 00:00:00,SHILL/USDT,0.02333,0.02364,0.02139,0.02351,5896741.86772549,133076.4537585174754
1655424000,2022-06-17 00:00:00,SHILL/USDT,0.02345,0.0259,0.02255,0.02332,5227958.70758629,125484.2308361775994
1655337600,2022-06-16 00:00:00,SHILL/USDT,0.02567,0.0286,0.0232,0.0235,12661544.3093705,321621.0979994177633
1655251200,2022-06-15 00:00:00,SHILL/USDT,0.0301,0.0311,0.02,0.02563,24843153.07146423,628125.2477856122005
1655164800,2022-06-14 00:00:00,SHILL/USDT,0.0288,0.0335,0.028,0.0301,10112484.88279236,311898.971826563398
1655078400,2022-06-13 00:00:00,SHILL/USDT,0.0316,0.0319,0.028,0.0288,10288935.52862348,308177.028950926989
1654992000,2022-06-12 00:00:00,SHILL/USDT,0.0359,0.036,0.0308,0.0314,8304162.2223694,270982.955747475964
1654905600,2022-06-11 00:00:00,SHILL/USDT,0.0392,0.0394,0.0341,0.0359,6873328.00734672,251227.405221645784
1654819200,2022-06-10 00:00:00,SHILL/USDT,0.04,0.0408,0.0376,0.0392,7633874.08215087,301353.171501017215
1654732800,2022-06-09 00:00:00,SHILL/USDT,0.0455,0.0486,0.0392,0.0402,10611311.02362059,464896.646117708624
1654646400,2022-06-08 00:00:00,SHILL/USDT,0.0414,0.0529,0.0404,0.0455,17624344.04817553,803152.12746486981
1654560000,2022-06-07 00:00:00,SHILL/USDT,0.0448,0.0449,0.04,0.0414,9634377.9725254,403563.52348431861
1654473600,2022-06-06 00:00:00,SHILL/USDT,0.0486,0.0532,0.0434,0.0448,11027047.9340678,528988.234900473045
1654387200,2022-06-05 00:00:00,SHILL/USDT,0.0516,0.0535,0.0457,0.0488,17194941.6466163,844512.142130897362
1654300800,2022-06-04 00:00:00,SHILL/USDT,0.0396,0.0689,0.0374,0.0516,44938781.433672,2381706.666885266444
1654214400,2022-06-03 00:00:00,SHILL/USDT,0.0361,0.0423,0.0352,0.0396,10260957.48303414,387277.064941666092
1654128000,2022-06-02 00:00:00,SHILL/USDT,0.0347,0.0364,0.0342,0.0362,5286935.36193495,185297.049983019839
1654041600,2022-06-01 00:00:00,SHILL/USDT,0.0389,0.0398,0.0332,0.0347,8497883.83140378,316885.718584496828
1653955200,2022-05-31 00:00:00,SHILL/USDT,0.041,0.041,0.0377,0.0389,6593320.88175222,260071.736519773762
1653868800,2022-05-30 00:00:00,SHILL/USDT,0.038,0.0418,0.0378,0.041,7631294.03471118,298587.502171517489
1653782400,2022-05-29 00:00:00,SHILL/USDT,0.0386,0.0396,0.0371,0.038,5903308.02238442,227028.812931901812
1653696000,2022-05-28 00:00:00,SHILL/USDT,0.0418,0.0433,0.0376,0.0386,6223209.17695416,244260.229161809259
1653609600,2022-05-27 00:00:00,SHILL/USDT,0.0384,0.0422,0.0358,0.042,7494791.26113048,282312.420394611316
1653523200,2022-05-26 00:00:00,SHILL/USDT,0.0407,0.042,0.0376,0.0386,8048529.99763533,320866.84070718683
1653436800,2022-05-25 00:00:00,SHILL/USDT,0.0428,0.0432,0.0401,0.0407,6856975.28660059,285507.276033075684
1653350400,2022-05-24 00:00:00,SHILL/USDT,0.0437,0.0444,0.0409,0.0428,7103321.83057438,305859.265426331725
1653264000,2022-05-23 00:00:00,SHILL/USDT,0.0463,0.0468,0.0425,0.0439,8049588.59067675,358178.9842349618
1653177600,2022-05-22 00:00:00,SHILL/USDT,0.0485,0.0497,0.0455,0.0463,6998362.70739957,331357.780629638711
1653091200,2022-05-21 00:00:00,SHILL/USDT,0.0475,0.0498,0.046,0.0487,7220547.26629997,346390.296997608152
1653004800,2022-05-20 00:00:00,SHILL/USDT,0.0536,0.0591,0.0441,0.0478,14124329.50999588,719626.068615393854
1652918400,2022-05-19 00:00:00,SHILL/USDT,0.0483,0.0549,0.0446,0.0536,14837477.77087514,708061.548640813898
1652832000,2022-05-18 00:00:00,SHILL/USDT,0.0438,0.0569,0.0411,0.0486,17504143.2963595,854462.415646801943
1652745600,2022-05-17 00:00:00,SHILL/USDT,0.0388,0.0503,0.0385,0.044,11329063.2856629,483413.564062701447
1652659200,2022-05-16 00:00:00,SHILL/USDT,0.0446,0.0459,0.0351,0.0387,9788488.73182553,375353.834894348869
1652572800,2022-05-15 00:00:00,SHILL/USDT,0.0443,0.0453,0.0396,0.0448,10445784.89350689,439406.283188618394
1652486400,2022-05-14 00:00:00,SHILL/USDT,0.031,0.0492,0.0296,0.0443,14785482.84002389,543265.148207333565
1652400000,2022-05-13 00:00:00,SHILL/USDT,0.0289,0.0376,0.0287,0.031,9939385.37480215,333272.153714540542
1652313600,2022-05-12 00:00:00,SHILL/USDT,0.0339,0.0355,0.0286,0.0289,9695442.32237548,303736.504287930862
1652227200,2022-05-11 00:00:00,SHILL/USDT,0.0527,0.0531,0.0304,0.0339,12608901.86816766,498823.898738979188
1652140800,2022-05-10 00:00:00,SHILL/USDT,0.0537,0.0614,0.0502,0.0527,10196223.92909419,557869.129070944878
1652054400,2022-05-09 00:00:00,SHILL/USDT,0.063,0.064,0.0523,0.0537,8030933.77430511,461386.365189033179
1651968000,2022-05-08 00:00:00,SHILL/USDT,0.0713,0.0714,0.0618,0.063,6093823.30244659,414690.506285575728
1651881600,2022-05-07 00:00:00,SHILL/USDT,0.0707,0.0715,0.07,0.071,3758959.30677372,264725.711960106032
1651795200,2022-05-06 00:00:00,SHILL/USDT,0.0708,0.0757,0.07,0.0709,3980331.3107745,283959.08391705637
1651708800,2022-05-05 00:00:00,SHILL/USDT,0.074,0.0758,0.0701,0.0708,4827379.48677428,348281.531348756971
1651622400,2022-05-04 00:00:00,SHILL/USDT,0.0707,0.076,0.07,0.0741,4681536.63903041,337061.827475579922
1651536000,2022-05-03 00:00:00,SHILL/USDT,0.0712,0.072,0.0701,0.0707,2565391.98127408,181635.354963725526
1651449600,2022-05-02 00:00:00,SHILL/USDT,0.0729,0.0743,0.0706,0.0713,3883258.35463338,279499.336347246383
1651363200,2022-05-01 00:00:00,SHILL/USDT,0.072,0.0733,0.0695,0.0729,3135993.70725413,223791.940139903147
1651276800,2022-04-30 00:00:00,SHILL/USDT,0.0736,0.0785,0.0717,0.072,3871581.94441468,288083.63943381305
1651190400,2022-04-29 00:00:00,SHILL/USDT,0.0782,0.0798,0.0716,0.0735,3706589.70448755,279467.652540496447
1651104000,2022-04-28 00:00:00,SHILL/USDT,0.0794,0.0884,0.0775,0.0782,3512302.06662106,279433.094390276736
1651017600,2022-04-27 00:00:00,SHILL/USDT,0.0784,0.0818,0.077,0.0793,2577703.24046144,204278.374017372923
1650931200,2022-04-26 00:00:00,SHILL/USDT,0.0869,0.088,0.0771,0.0784,3920839.19326686,324223.571163884519
1650844800,2022-04-25 00:00:00,SHILL/USDT,0.0888,0.0889,0.082,0.0869,5357668.59253122,457240.338296152758
1650758400,2022-04-24 00:00:00,SHILL/USDT,0.0924,0.0941,0.0885,0.0889,4235657.98388126,388552.780657948502
1650672000,2022-04-23 00:00:00,SHILL/USDT,0.0955,0.0973,0.0922,0.0924,4584754.86513699,434218.739007242915
1650585600,2022-04-22 00:00:00,SHILL/USDT,0.1004,0.1053,0.0948,0.0956,5698260.7708988,563179.284321421337
1650499200,2022-04-21 00:00:00,SHILL/USDT,0.0975,0.1054,0.0971,0.1003,5876692.03054466,588099.589839013201
1650412800,2022-04-20 00:00:00,SHILL/USDT,0.1002,0.1003,0.096,0.0977,5462958.22725669,537078.697040972874
1650326400,2022-04-19 00:00:00,SHILL/USDT,0.0968,0.101,0.0961,0.1006,5541685.87600593,549462.360998249705
1650240000,2022-04-18 00:00:00,SHILL/USDT,0.0963,0.0993,0.0944,0.0971,5609896.74591602,540699.580355460324
1650153600,2022-04-17 00:00:00,SHILL/USDT,0.1016,0.1028,0.0952,0.0965,2417531.79667908,244394.222131409644
1650067200,2022-04-16 00:00:00,SHILL/USDT,0.1053,0.1073,0.1014,0.1018,2306464.6843833,239060.193282074897
1649980800,2022-04-15 00:00:00,SHILL/USDT,0.1033,0.107,0.1008,0.1056,1961206.83015544,202836.6137279254
1649894400,2022-04-14 00:00:00,SHILL/USDT,0.1029,0.1073,0.0993,0.1035,3442869.46103571,356647.505906204181
1649808000,2022-04-13 00:00:00,SHILL/USDT,0.1019,0.1054,0.1004,0.103,4020576.7873707,414487.425893948319
1649721600,2022-04-12 00:00:00,SHILL/USDT,0.1013,0.1057,0.0998,0.102,3057551.56415217,312271.465329600979
1649635200,2022-04-11 00:00:00,SHILL/USDT,0.1153,0.1158,0.1005,0.1013,4947591.99590321,526937.786918240851
1649548800,2022-04-10 00:00:00,SHILL/USDT,0.1158,0.1191,0.1135,0.1154,3740118.31154976,435629.292499773506
1649462400,2022-04-09 00:00:00,SHILL/USDT,0.1155,0.1177,0.1131,0.1157,2770663.22822117,319578.674253690119
1649376000,2022-04-08 00:00:00,SHILL/USDT,0.1202,0.1232,0.1154,0.1156,3880114.63881497,463403.016135048943
1649289600,2022-04-07 00:00:00,SHILL/USDT,0.1221,0.1257,0.1168,0.12,5894304.00115677,717989.228831428418
1649203200,2022-04-06 00:00:00,SHILL/USDT,0.1427,0.1427,0.1209,0.1223,12627215.55543758,1667258.823357427472
1649116800,2022-04-05 00:00:00,SHILL/USDT,0.1452,0.1529,0.1424,0.1424,11077342.4735227,1630020.762393846396
1649030400,2022-04-04 00:00:00,SHILL/USDT,0.1485,0.1488,0.137,0.1454,12471299.4022137,1774442.461034801755
1648944000,2022-04-03 00:00:00,SHILL/USDT,0.1502,0.155,0.1422,0.1488,11006971.04790525,1627228.732838615861
1648857600,2022-04-02 00:00:00,SHILL/USDT,0.1482,0.1586,0.1469,0.1502,9020448.76055166,1375563.872849610279
1648771200,2022-04-01 00:00:00,SHILL/USDT,0.1437,0.1509,0.137,0.1485,12780844.62571835,1845281.166596398474
1648684800,2022-03-31 00:00:00,SHILL/USDT,0.1509,0.16,0.1404,0.1434,12871491.92077948,1924364.9204153436
1648598400,2022-03-30 00:00:00,SHILL/USDT,0.1392,0.1589,0.1347,0.1509,17880942.34095876,2571491.29969845117
1648512000,2022-03-29 00:00:00,SHILL/USDT,0.1344,0.155,0.1336,0.1389,16563452.97508198,2348659.112694563014
1648425600,2022-03-28 00:00:00,SHILL/USDT,0.1339,0.147,0.126,0.1341,16632274.39089216,2263628.012868136739
1648339200,2022-03-27 00:00:00,SHILL/USDT,0.1267,0.1375,0.1236,0.1336,14909939.35814092,1934055.4373583393
1648252800,2022-03-26 00:00:00,SHILL/USDT,0.1205,0.1312,0.1194,0.1269,17961431.54257323,2229426.684939938123
1648166400,2022-03-25 00:00:00,SHILL/USDT,0.1221,0.1292,0.1203,0.1206,14548343.03959132,1817991.824049497126
1648080000,2022-03-24 00:00:00,SHILL/USDT,0.1219,0.128,0.119,0.1221,13848297.64855923,1697826.900816157461
1647993600,2022-03-23 00:00:00,SHILL/USDT,0.12,0.1237,0.1182,0.1218,8402616.41161443,1020679.446060407751
1647907200,2022-03-22 00:00:00,SHILL/USDT,0.1203,0.1245,0.1183,0.1197,8854954.89017578,1080139.650125312587
1647820800,2022-03-21 00:00:00,SHILL/USDT,0.1195,0.1247,0.115,0.1204,10245671.13589369,1225781.666380638146
1647734400,2022-03-20 00:00:00,SHILL/USDT,0.1285,0.1301,0.1169,0.1197,9206357.9179467,1129857.212207244311
1647648000,2022-03-19 00:00:00,SHILL/USDT,0.133,0.1358,0.1249,0.1285,9905088.64119682,1288109.983856027487
1647561600,2022-03-18 00:00:00,SHILL/USDT,0.1157,0.1357,0.1149,0.133,14470105.6313651,1825174.827926725827
1647475200,2022-03-17 00:00:00,SHILL/USDT,0.1185,0.124,0.1144,0.1159,9112980.86586449,1070809.364563739114
1647388800,2022-03-16 00:00:00,SHILL/USDT,0.115,0.1209,0.1109,0.1184,9895995.73789484,1144043.242313479748
1647302400,2022-03-15 00:00:00,SHILL/USDT,0.1239,0.1298,0.1105,0.1151,10996342.23832031,1283090.087905089742
1647216000,2022-03-14 00:00:00,SHILL/USDT,0.106,0.1242,0.105,0.124,7760063.78742356,861281.676027193587
1647129600,2022-03-13 00:00:00,SHILL/USDT,0.1126,0.1153,0.1056,0.1057,5818437.51207209,635111.807263994191
1647043200,2022-03-12 00:00:00,SHILL/USDT,0.1077,0.1159,0.1054,0.1127,6411764.56355249,695063.84167191734
1646956800,2022-03-11 00:00:00,SHILL/USDT,0.117,0.1178,0.1057,0.1079,7432777.8523699,828131.220844261378
1646870400,2022-03-10 00:00:00,SHILL/USDT,0.1319,0.1323,0.1111,0.1171,7088576.65627175,848312.067062672075
1646784000,2022-03-09 00:00:00,SHILL/USDT,0.1276,0.1383,0.1253,0.132,8870522.81189194,1170314.445543480934
1646697600,2022-03-08 00:00:00,SHILL/USDT,0.1348,0.1369,0.1275,0.1276,7052359.8987752,938667.460847642848
1646611200,2022-03-07 00:00:00,SHILL/USDT,0.1444,0.145,0.1314,0.1349,10084015.9222274,1387433.467249769444
1646524800,2022-03-06 00:00:00,SHILL/USDT,0.1545,0.157,0.1434,0.1444,7055826.21509436,1041698.213117043392
1646438400,2022-03-05 00:00:00,SHILL/USDT,0.1543,0.1591,0.1515,0.1546,3580769.08969175,557998.569745996304
1646352000,2022-03-04 00:00:00,SHILL/USDT,0.1661,0.1673,0.1537,0.1543,2397016.32668479,385018.942191349396
1646265600,2022-03-03 00:00:00,SHILL/USDT,0.17,0.171,0.1625,0.1664,2872566.371379,479992.338447565325
1646179200,2022-03-02 00:00:00,SHILL/USDT,0.1771,0.1781,0.1643,0.1703,3866635.1064072,660057.91806304125
1646092800,2022-03-01 00:00:00,SHILL/USDT,0.178,0.1842,0.1712,0.1773,3740603.15622678,655735.260507247876
1646006400,2022-02-28 00:00:00,SHILL/USDT,0.1631,0.18,0.1592,0.1778,3661878.34032243,615352.564362733114
1645920000,2022-02-27 00:00:00,SHILL/USDT,0.1684,0.179,0.1604,0.1631,7725428.41808851,1302251.327257366238
1645833600,2022-02-26 00:00:00,SHILL/USDT,0.1695,0.1754,0.1662,0.1686,5979046.494945,1013587.260673820113
1645747200,2022-02-25 00:00:00,SHILL/USDT,0.1628,0.1778,0.1568,0.1692,5806288.2987966,965665.382076764721
1645660800,2022-02-24 00:00:00,SHILL/USDT,0.1717,0.1744,0.148,0.1627,8156561.62793992,1289334.150544114939
1645574400,2022-02-23 00:00:00,SHILL/USDT,0.1787,0.2007,0.1711,0.1721,9417930.2036064,1720032.590563168865
1645488000,2022-02-22 00:00:00,SHILL/USDT,0.1797,0.1862,0.1758,0.1791,6890955.95954491,1242745.700646622014
1645401600,2022-02-21 00:00:00,SHILL/USDT,0.1895,0.2041,0.1795,0.1797,9375934.51028453,1804012.682549604082
1645315200,2022-02-20 00:00:00,SHILL/USDT,0.2112,0.2117,0.1816,0.1897,8227510.709434,1571521.286942215544
1645228800,2022-02-19 00:00:00,SHILL/USDT,0.2116,0.2194,0.205,0.2117,3845095.31988332,812030.144244525816
1645142400,2022-02-18 00:00:00,SHILL/USDT,0.2162,0.233,0.2047,0.2118,6885357.80395846,1473910.215026038461
1645056000,2022-02-17 00:00:00,SHILL/USDT,0.2553,0.2726,0.2,0.2162,14622248.15512277,3463186.955003149637
1644969600,2022-02-16 00:00:00,SHILL/USDT,0.2203,0.2569,0.2054,0.2553,12541059.6236635,2767023.292160044309
1644883200,2022-02-15 00:00:00,SHILL/USDT,0.182,0.2421,0.1812,0.22,24957479.71253525,5407018.154530827738
1644796800,2022-02-14 00:00:00,SHILL/USDT,0.18,0.1916,0.1712,0.182,7438668.55994999,1324190.779428560118
1644710400,2022-02-13 00:00:00,SHILL/USDT,0.1816,0.1925,0.1777,0.1797,6355767.18634059,1169872.642695680025
1644624000,2022-02-12 00:00:00,SHILL/USDT,0.1707,0.196,0.1671,0.1813,7490640.64169875,1356226.098249267184
1644537600,2022-02-11 00:00:00,SHILL/USDT,0.1911,0.1963,0.1662,0.1707,6873756.46493955,1274363.579660971613
