https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ALG
1659744000000,2022-08-06 00:00:00,ALG/BTC,1.539e-05,1.541e-05,1.508e-05,1.52e-05,0.36268566532774404,23860.89903472
1659657600000,2022-08-05 00:00:00,ALG/BTC,1.485e-05,1.547e-05,1.472e-05,1.538e-05,0.22282233529984338,14487.79813393
1659571200000,2022-08-04 00:00:00,ALG/BTC,1.434e-05,1.489e-05,1.427e-05,1.487e-05,0.8296030026680485,55790.38350155
1659484800000,2022-08-03 00:00:00,ALG/BTC,1.421e-05,1.443e-05,1.397e-05,1.429e-05,0.3158485269456702,22102.766056380002
1659398400000,2022-08-02 00:00:00,ALG/BTC,1.471e-05,1.494e-05,1.409e-05,1.417e-05,0.2509088400307541,17707.04587373
1659312000000,2022-08-01 00:00:00,ALG/BTC,1.44e-05,1.472e-05,1.433e-05,1.472e-05,0.23003970939784318,15627.69764931
1659225600000,2022-07-31 00:00:00,ALG/BTC,1.428e-05,1.491e-05,1.419e-05,1.444e-05,0.6170287431508829,42730.52237887
1659139200000,2022-07-30 00:00:00,ALG/BTC,1.414e-05,1.458e-05,1.387e-05,1.428e-05,0.431675532627654,30229.37903555
1659052800000,2022-07-29 00:00:00,ALG/BTC,1.409e-05,1.434e-05,1.382e-05,1.413e-05,0.4986496845548262,35290.14044974
1658966400000,2022-07-28 00:00:00,ALG/BTC,1.428e-05,1.438e-05,1.401e-05,1.411e-05,0.2574145756211764,18243.41428924
1658880000000,2022-07-27 00:00:00,ALG/BTC,1.462e-05,1.469e-05,1.422e-05,1.431e-05,0.3467276965555407,24229.74818697
1658793600000,2022-07-26 00:00:00,ALG/BTC,1.465e-05,1.482e-05,1.443e-05,1.464e-05,0.19982758183588561,13649.42498879
1658707200000,2022-07-25 00:00:00,ALG/BTC,1.507e-05,1.516e-05,1.462e-05,1.464e-05,0.4664931510753696,31864.28627564
1658620800000,2022-07-24 00:00:00,ALG/BTC,1.493e-05,1.515e-05,1.489e-05,1.509e-05,0.1399937165054817,9277.25092813
1658534400000,2022-07-23 00:00:00,ALG/BTC,1.483e-05,1.506e-05,1.477e-05,1.493e-05,0.6255480320417551,41898.72954064
1658448000000,2022-07-22 00:00:00,ALG/BTC,1.509e-05,1.531e-05,1.47e-05,1.488e-05,0.7334586994097808,49291.57926141
1658361600000,2022-07-21 00:00:00,ALG/BTC,1.483e-05,1.518e-05,1.466e-05,1.508e-05,1.505971668388096,99865.4952512
1658275200000,2022-07-20 00:00:00,ALG/BTC,1.589e-05,1.601e-05,1.472e-05,1.484e-05,1.159759060249188,78150.8800707
1658188800000,2022-07-19 00:00:00,ALG/BTC,1.603e-05,1.673e-05,1.576e-05,1.59e-05,0.699234781098384,43977.03025776
1658102400000,2022-07-18 00:00:00,ALG/BTC,1.619e-05,1.664e-05,1.57e-05,1.604e-05,0.9891608776709879,61668.3838947
1658016000000,2022-07-17 00:00:00,ALG/BTC,1.61e-05,1.638e-05,1.551e-05,1.615e-05,1.515883198352292,93862.73674008
1657929600000,2022-07-16 00:00:00,ALG/BTC,1.575e-05,1.663e-05,1.572e-05,1.607e-05,1.8630484356442931,115933.31895733
1657843200000,2022-07-15 00:00:00,ALG/BTC,1.6e-05,1.6e-05,1.547e-05,1.573e-05,1.5569158512978498,98977.48577863
1657756800000,2022-07-14 00:00:00,ALG/BTC,1.536e-05,1.614e-05,1.507e-05,1.6e-05,0.50735099775296,31709.43735956
1657670400000,2022-07-13 00:00:00,ALG/BTC,1.514e-05,1.554e-05,1.503e-05,1.528e-05,0.8532523528870191,55841.12257114
1657584000000,2022-07-12 00:00:00,ALG/BTC,1.487e-05,1.532e-05,1.482e-05,1.514e-05,1.9581698812716728,129337.50867052
1657497600000,2022-07-11 00:00:00,ALG/BTC,1.489e-05,1.502e-05,1.467e-05,1.485e-05,0.135874729098999,9149.81340734
1657411200000,2022-07-10 00:00:00,ALG/BTC,1.49e-05,1.5e-05,1.464e-05,1.489e-05,0.5481281444372907,36811.82971372
1657324800000,2022-07-09 00:00:00,ALG/BTC,1.459e-05,1.494e-05,1.459e-05,1.487e-05,0.2743089287709784,18447.13710632
1657238400000,2022-07-08 00:00:00,ALG/BTC,1.491e-05,1.495e-05,1.443e-05,1.445e-05,0.5704503357850681,39477.53188824
1657152000000,2022-07-07 00:00:00,ALG/BTC,1.512e-05,1.546e-05,1.472e-05,1.492e-05,0.2106928331433988,14121.50356189
1657065600000,2022-07-06 00:00:00,ALG/BTC,1.524e-05,1.544e-05,1.51e-05,1.513e-05,0.21407035845721842,14148.73486168
1656979200000,2022-07-05 00:00:00,ALG/BTC,1.58e-05,1.592e-05,1.521e-05,1.527e-05,0.2643285516013497,17310.31772111
1656892800000,2022-07-04 00:00:00,ALG/BTC,1.606e-05,1.622e-05,1.57e-05,1.58e-05,0.37714586289708,23869.9913226
1656806400000,2022-07-03 00:00:00,ALG/BTC,1.602e-05,1.625e-05,1.581e-05,1.606e-05,0.48566475525400576,30240.64478543
1656720000000,2022-07-02 00:00:00,ALG/BTC,1.577e-05,1.612e-05,1.559e-05,1.599e-05,0.6419692338522216,40148.16972184
1656633600000,2022-07-01 00:00:00,ALG/BTC,1.579e-05,1.61e-05,1.535e-05,1.586e-05,3.633165733709213,229077.28459705
1656547200000,2022-06-30 00:00:00,ALG/BTC,1.493e-05,1.648e-05,1.463e-05,1.582e-05,1.0715786476959677,67735.69201618
1656460800000,2022-06-29 00:00:00,ALG/BTC,1.536e-05,1.556e-05,1.476e-05,1.497e-05,0.3348159440733816,22365.79452728
1656374400000,2022-06-28 00:00:00,ALG/BTC,1.597e-05,1.606e-05,1.531e-05,1.54e-05,0.330035402247474,21430.87027581
1656288000000,2022-06-27 00:00:00,ALG/BTC,1.58e-05,1.615e-05,1.561e-05,1.592e-05,0.5662524590569552,35568.62180006
1656201600000,2022-06-26 00:00:00,ALG/BTC,1.639e-05,1.653e-05,1.577e-05,1.577e-05,0.9393823015614974,59567.67923662
1656115200000,2022-06-25 00:00:00,ALG/BTC,1.652e-05,1.681e-05,1.596e-05,1.633e-05,2.7864381340367097,170633.07618106
1656028800000,2022-06-24 00:00:00,ALG/BTC,1.594e-05,1.694e-05,1.586e-05,1.65e-05,0.706402168633755,42812.25264447
1655942400000,2022-06-23 00:00:00,ALG/BTC,1.573e-05,1.606e-05,1.556e-05,1.594e-05,0.46302589390198357,29048.04855094
1655856000000,2022-06-22 00:00:00,ALG/BTC,1.592e-05,1.614e-05,1.54e-05,1.566e-05,8.137695889303835,519648.52422119
1655769600000,2022-06-21 00:00:00,ALG/BTC,1.542e-05,1.638e-05,1.537e-05,1.567e-05,0.9475386042585582,60468.32190546
1655683200000,2022-06-20 00:00:00,ALG/BTC,1.534e-05,1.58e-05,1.497e-05,1.552e-05,1.0975324679828304,70717.29819477
1655596800000,2022-06-19 00:00:00,ALG/BTC,1.564e-05,1.606e-05,1.511e-05,1.526e-05,0.9837622456216589,64466.72644965
1655510400000,2022-06-18 00:00:00,ALG/BTC,1.519e-05,1.584e-05,1.468e-05,1.557e-05,3.235726010046382,207817.98394646
1655424000000,2022-06-17 00:00:00,ALG/BTC,1.481e-05,1.535e-05,1.46e-05,1.512e-05,1.8567201565621296,122798.95215358
1655337600000,2022-06-16 00:00:00,ALG/BTC,1.509e-05,1.531e-05,1.447e-05,1.481e-05,1.2470362566500803,84202.31307563
1655251200000,2022-06-15 00:00:00,ALG/BTC,1.397e-05,1.528e-05,1.358e-05,1.506e-05,3.228477629200706,214374.34456844
1655164800000,2022-06-14 00:00:00,ALG/BTC,1.351e-05,1.404e-05,1.317e-05,1.396e-05,1.7663769490760368,126531.30007708
1655078400000,2022-06-13 00:00:00,ALG/BTC,1.228e-05,1.354e-05,1.177e-05,1.352e-05,2.1719865979266517,160649.89629635
1654992000000,2022-06-12 00:00:00,ALG/BTC,1.228e-05,1.246e-05,1.184e-05,1.222e-05,0.27595510695201536,22582.25097807
1654905600000,2022-06-11 00:00:00,ALG/BTC,1.267e-05,1.295e-05,1.195e-05,1.233e-05,1.6331308061383907,132451.80909475998
1654819200000,2022-06-10 00:00:00,ALG/BTC,1.344e-05,1.344e-05,1.257e-05,1.265e-05,1.192546996434508,94272.48983672
1654732800000,2022-06-09 00:00:00,ALG/BTC,1.375e-05,1.375e-05,1.333e-05,1.342e-05,1.0750957897481077,80111.45974278
1654646400000,2022-06-08 00:00:00,ALG/BTC,1.282e-05,1.421e-05,1.282e-05,1.38e-05,2.8049114302831017,203254.45146979
1654560000000,2022-06-07 00:00:00,ALG/BTC,1.315e-05,1.328e-05,1.271e-05,1.281e-05,0.4864049429469993,37970.72154153
1654473600000,2022-06-06 00:00:00,ALG/BTC,1.31e-05,1.347e-05,1.277e-05,1.317e-05,0.8645429286223935,65644.86929555
1654387200000,2022-06-05 00:00:00,ALG/BTC,1.302e-05,1.354e-05,1.271e-05,1.308e-05,0.758724841789578,58006.48637535
1654300800000,2022-06-04 00:00:00,ALG/BTC,1.285e-05,1.309e-05,1.241e-05,1.302e-05,0.8414513397695329,64627.59906064
1654214400000,2022-06-03 00:00:00,ALG/BTC,1.296e-05,1.316e-05,1.254e-05,1.28e-05,0.664810168659584,51938.29442653
1654128000000,2022-06-02 00:00:00,ALG/BTC,1.287e-05,1.3e-05,1.267e-05,1.297e-05,0.3951306111909186,30464.96616738
1654041600000,2022-06-01 00:00:00,ALG/BTC,1.295e-05,1.341e-05,1.275e-05,1.29e-05,1.193333043813597,92506.43750493
1653955200000,2022-05-31 00:00:00,ALG/BTC,1.32e-05,1.342e-05,1.27e-05,1.292e-05,0.7796795379000993,60346.71345976
1653868800000,2022-05-30 00:00:00,ALG/BTC,1.287e-05,1.336e-05,1.281e-05,1.323e-05,3.479858488960125,263027.85252911
1653782400000,2022-05-29 00:00:00,ALG/BTC,1.264e-05,1.303e-05,1.222e-05,1.294e-05,7.434235385112587,574515.87211071
1653696000000,2022-05-28 00:00:00,ALG/BTC,1.259e-05,1.295e-05,1.24e-05,1.267e-05,1.5890944905977213,125421.82246233
1653609600000,2022-05-27 00:00:00,ALG/BTC,1.299e-05,1.308e-05,1.245e-05,1.256e-05,0.6534951752455592,52029.87064057
1653523200000,2022-05-26 00:00:00,ALG/BTC,1.372e-05,1.388e-05,1.287e-05,1.301e-05,1.7387478837689991,133647.03180392
1653436800000,2022-05-25 00:00:00,ALG/BTC,1.413e-05,1.414e-05,1.351e-05,1.369e-05,0.871814319351272,63682.5653288
1653350400000,2022-05-24 00:00:00,ALG/BTC,1.433e-05,1.438e-05,1.361e-05,1.413e-05,0.9048633807655665,64038.45582205
1653264000000,2022-05-23 00:00:00,ALG/BTC,1.459e-05,1.485e-05,1.422e-05,1.429e-05,0.5801758925121548,40600.13243612
1653177600000,2022-05-22 00:00:00,ALG/BTC,1.476e-05,1.494e-05,1.447e-05,1.464e-05,1.0409751772496136,71104.86183399
1653091200000,2022-05-21 00:00:00,ALG/BTC,1.485e-05,1.496e-05,1.45e-05,1.474e-05,1.604930762059031,108882.68399315
1653004800000,2022-05-20 00:00:00,ALG/BTC,1.486e-05,1.508e-05,1.452e-05,1.486e-05,2.690668530747673,181067.86882555
1652918400000,2022-05-19 00:00:00,ALG/BTC,1.52e-05,1.539e-05,1.305e-05,1.488e-05,11.628671079115364,781496.71230614
1652832000000,2022-05-18 00:00:00,ALG/BTC,1.625e-05,1.651e-05,1.506e-05,1.51e-05,3.375008968878681,223510.52774031
1652745600000,2022-05-17 00:00:00,ALG/BTC,1.542e-05,1.662e-05,1.537e-05,1.626e-05,5.911821420017376,363580.6531376
1652659200000,2022-05-16 00:00:00,ALG/BTC,1.564e-05,1.634e-05,1.489e-05,1.54e-05,2.1107913749226923,137064.37499498
1652572800000,2022-05-15 00:00:00,ALG/BTC,1.54e-05,1.58e-05,1.497e-05,1.571e-05,0.39590630913144503,25200.9108295
1652486400000,2022-05-14 00:00:00,ALG/BTC,1.507e-05,1.588e-05,1.457e-05,1.539e-05,1.1888751073516353,77249.84453227
1652400000000,2022-05-13 00:00:00,ALG/BTC,1.464e-05,1.641e-05,1.438e-05,1.512e-05,0.5585222289046177,36939.30085348
1652313600000,2022-05-12 00:00:00,ALG/BTC,1.559e-05,1.62e-05,1.222e-05,1.446e-05,4.554956355876355,315003.89736351
1652227200000,2022-05-11 00:00:00,ALG/BTC,1.886e-05,1.919e-05,1.399e-05,1.539e-05,6.5798393299477915,427539.91747549
1652140800000,2022-05-10 00:00:00,ALG/BTC,1.914e-05,2.047e-05,1.827e-05,1.888e-05,5.168927421406825,273777.93545587
1652054400000,2022-05-09 00:00:00,ALG/BTC,2.139e-05,2.225e-05,1.889e-05,1.904e-05,5.662187127529666,297383.77770639
1651968000000,2022-05-08 00:00:00,ALG/BTC,2.125e-05,2.262e-05,2.061e-05,2.138e-05,4.227546141490456,197733.68295091
1651881600000,2022-05-07 00:00:00,ALG/BTC,1.94e-05,2.173e-05,1.887e-05,2.115e-05,5.646582703097793,266977.90558382
1651795200000,2022-05-06 00:00:00,ALG/BTC,1.734e-05,2e-05,1.732e-05,1.938e-05,16.8737956402385,870680.88958919
1651708800000,2022-05-05 00:00:00,ALG/BTC,1.805e-05,1.829e-05,1.69e-05,1.735e-05,2.8114497061356585,162043.21072828
1651622400000,2022-05-04 00:00:00,ALG/BTC,1.786e-05,1.852e-05,1.683e-05,1.801e-05,4.640442261204325,257659.20384255
1651536000000,2022-05-03 00:00:00,ALG/BTC,1.599e-05,1.921e-05,1.589e-05,1.775e-05,6.228101642940594,350878.96579947
1651449600000,2022-05-02 00:00:00,ALG/BTC,1.564e-05,1.669e-05,1.506e-05,1.601e-05,2.0762847554567365,129686.74300167
1651363200000,2022-05-01 00:00:00,ALG/BTC,1.51e-05,1.574e-05,1.505e-05,1.562e-05,1.984897930462392,127074.1312716
1651276800000,2022-04-30 00:00:00,ALG/BTC,1.654e-05,1.654e-05,1.429e-05,1.508e-05,1.158747988987862,76840.05232015
1651190400000,2022-04-29 00:00:00,ALG/BTC,1.755e-05,1.774e-05,1.629e-05,1.648e-05,1.6314550279241617,98996.05751967
1651104000000,2022-04-28 00:00:00,ALG/BTC,1.709e-05,1.79e-05,1.681e-05,1.756e-05,1.9850815881757373,113045.64852937
1651017600000,2022-04-27 00:00:00,ALG/BTC,1.72e-05,1.739e-05,1.682e-05,1.71e-05,0.835222783493007,48843.43763117
1650931200000,2022-04-26 00:00:00,ALG/BTC,1.739e-05,1.791e-05,1.702e-05,1.721e-05,1.4220006353704628,82626.4169303
1650844800000,2022-04-25 00:00:00,ALG/BTC,1.777e-05,1.777e-05,1.709e-05,1.739e-05,1.2003000081809316,69022.42715244
1650758400000,2022-04-24 00:00:00,ALG/BTC,1.794e-05,1.811e-05,1.772e-05,1.777e-05,0.6076999187313036,34198.08208955
1650672000000,2022-04-23 00:00:00,ALG/BTC,1.813e-05,1.823e-05,1.783e-05,1.793e-05,0.5441106859724107,30346.385162990002
1650585600000,2022-04-22 00:00:00,ALG/BTC,1.775e-05,1.836e-05,1.775e-05,1.811e-05,0.9917815663929079,54764.30515698
1650499200000,2022-04-21 00:00:00,ALG/BTC,1.791e-05,1.819e-05,1.762e-05,1.772e-05,0.881859927297718,49766.361585650004
1650412800000,2022-04-20 00:00:00,ALG/BTC,1.829e-05,1.835e-05,1.779e-05,1.794e-05,0.7244427636390595,40381.42495201
1650326400000,2022-04-19 00:00:00,ALG/BTC,1.809e-05,1.863e-05,1.765e-05,1.83e-05,0.85650446478048,46803.5226656
1650240000000,2022-04-18 00:00:00,ALG/BTC,1.789e-05,1.842e-05,1.777e-05,1.805e-05,0.5553298938609535,30766.19910587
1650153600000,2022-04-17 00:00:00,ALG/BTC,1.841e-05,1.841e-05,1.787e-05,1.792e-05,0.42519733439590407,23727.5298212
1650067200000,2022-04-16 00:00:00,ALG/BTC,1.822e-05,1.853e-05,1.816e-05,1.842e-05,0.3238985823899682,17584.07070521
1649980800000,2022-04-15 00:00:00,ALG/BTC,1.819e-05,1.837e-05,1.803e-05,1.823e-05,0.2182516248169394,11972.11326478
1649894400000,2022-04-14 00:00:00,ALG/BTC,1.811e-05,1.842e-05,1.789e-05,1.819e-05,0.42864320599840167,23564.77218243
1649808000000,2022-04-13 00:00:00,ALG/BTC,1.809e-05,1.837e-05,1.792e-05,1.811e-05,0.8283256944385385,45738.58058744
1649721600000,2022-04-12 00:00:00,ALG/BTC,1.756e-05,1.835e-05,1.747e-05,1.808e-05,1.0802456878081823,59748.10220178
1649635200000,2022-04-11 00:00:00,ALG/BTC,1.781e-05,1.797e-05,1.715e-05,1.754e-05,1.0708201253694605,61050.17818526
1649548800000,2022-04-10 00:00:00,ALG/BTC,1.841e-05,1.841e-05,1.784e-05,1.785e-05,0.9301918674279526,52111.58921165
1649462400000,2022-04-09 00:00:00,ALG/BTC,1.793e-05,1.851e-05,1.793e-05,1.844e-05,0.3782377507641588,20511.80860977
1649376000000,2022-04-08 00:00:00,ALG/BTC,1.837e-05,1.855e-05,1.783e-05,1.792e-05,1.0929581789263874,60990.96980616
1649289600000,2022-04-07 00:00:00,ALG/BTC,1.77e-05,1.85e-05,1.754e-05,1.84e-05,0.612893643827352,33309.43716453
1649203200000,2022-04-06 00:00:00,ALG/BTC,1.837e-05,1.837e-05,1.757e-05,1.777e-05,1.0240706085102684,57629.18449692
1649116800000,2022-04-05 00:00:00,ALG/BTC,1.897e-05,1.916e-05,1.813e-05,1.835e-05,1.784664568055628,97256.92468968
1649030400000,2022-04-04 00:00:00,ALG/BTC,2.016e-05,2.02e-05,1.884e-05,1.894e-05,1.2837792161171482,67781.37360703
1648944000000,2022-04-03 00:00:00,ALG/BTC,1.979e-05,2.019e-05,1.946e-05,2.017e-05,1.2648883115010419,62711.36893907
1648857600000,2022-04-02 00:00:00,ALG/BTC,2.027e-05,2.095e-05,1.964e-05,1.982e-05,0.6671390171904987,33659.88986834
1648771200000,2022-04-01 00:00:00,ALG/BTC,2.045e-05,2.084e-05,2.011e-05,2.027e-05,1.1834353452180237,58383.58881194
1648684800000,2022-03-31 00:00:00,ALG/BTC,1.973e-05,2.09e-05,1.956e-05,2.038e-05,2.071119472024234,101625.09676272
1648598400000,2022-03-30 00:00:00,ALG/BTC,1.941e-05,2.019e-05,1.894e-05,1.966e-05,1.0335359865010705,52570.49778744
1648512000000,2022-03-29 00:00:00,ALG/BTC,1.924e-05,2.025e-05,1.907e-05,1.945e-05,1.340523069241403,68921.49456254
1648425600000,2022-03-28 00:00:00,ALG/BTC,2.025e-05,2.065e-05,1.904e-05,1.925e-05,2.3635624531698025,122782.46509973
1648339200000,2022-03-27 00:00:00,ALG/BTC,2.046e-05,2.099e-05,2.009e-05,2.029e-05,3.73531245505424,184096.22745462
1648252800000,2022-03-26 00:00:00,ALG/BTC,2.005e-05,2.14e-05,1.983e-05,2.049e-05,2.2559479807966647,110099.9502585
1648166400000,2022-03-25 00:00:00,ALG/BTC,2.029e-05,2.14e-05,1.993e-05,2.007e-05,3.521293599059612,175450.60284303
1648080000000,2022-03-24 00:00:00,ALG/BTC,1.953e-05,2.066e-05,1.92e-05,2.026e-05,3.068336343417615,151447.99325852
1647993600000,2022-03-23 00:00:00,ALG/BTC,1.945e-05,1.98e-05,1.919e-05,1.948e-05,1.1280209636415273,57906.62031014
1647907200000,2022-03-22 00:00:00,ALG/BTC,2.018e-05,2.024e-05,1.91e-05,1.948e-05,2.98917418419786,153448.36674527
1647820800000,2022-03-21 00:00:00,ALG/BTC,1.793e-05,2.017e-05,1.787e-05,2.009e-05,1.6511592672882773,82188.11683864
1647734400000,2022-03-20 00:00:00,ALG/BTC,1.811e-05,1.854e-05,1.783e-05,1.796e-05,0.639441501167068,35603.6470583
1647648000000,2022-03-19 00:00:00,ALG/BTC,1.813e-05,1.859e-05,1.803e-05,1.81e-05,0.759943825253529,41985.84669909
1647561600000,2022-03-18 00:00:00,ALG/BTC,1.811e-05,1.846e-05,1.793e-05,1.808e-05,1.1352977182589745,62793.01539043
1647475200000,2022-03-17 00:00:00,ALG/BTC,1.791e-05,1.865e-05,1.756e-05,1.811e-05,1.0411961975376998,57492.88777127
1647388800000,2022-03-16 00:00:00,ALG/BTC,1.819e-05,1.853e-05,1.743e-05,1.793e-05,1.1286847361559527,62949.51121896
1647302400000,2022-03-15 00:00:00,ALG/BTC,1.782e-05,1.832e-05,1.757e-05,1.821e-05,0.7158606408426755,39311.40257236
1647216000000,2022-03-14 00:00:00,ALG/BTC,1.8e-05,1.834e-05,1.773e-05,1.782e-05,0.6241804370728147,35026.96055403
1647129600000,2022-03-13 00:00:00,ALG/BTC,1.819e-05,1.828e-05,1.795e-05,1.804e-05,0.16839016503536042,9334.26635451
1647043200000,2022-03-12 00:00:00,ALG/BTC,1.812e-05,1.84e-05,1.805e-05,1.816e-05,0.2256938845895584,12428.07734524
1646956800000,2022-03-11 00:00:00,ALG/BTC,1.852e-05,1.86e-05,1.805e-05,1.81e-05,0.657344537124589,36317.37774169
1646870400000,2022-03-10 00:00:00,ALG/BTC,1.829e-05,1.884e-05,1.825e-05,1.853e-05,0.6431860976861719,34710.52874723
1646784000000,2022-03-09 00:00:00,ALG/BTC,1.912e-05,1.932e-05,1.796e-05,1.826e-05,1.309594493011167,71719.30410795
1646697600000,2022-03-08 00:00:00,ALG/BTC,1.914e-05,1.943e-05,1.888e-05,1.91e-05,2.153821566034441,112765.52701751
