https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOCK,Volume BTC
1663459200,2022-09-18 00:00:00,DOCK/BTC,0.0000012887,0.0000012899,0.0000012681,0.0000012681,544.391,0.00069146065062
1663372800,2022-09-17 00:00:00,DOCK/BTC,0.0000010944,0.00000141,0.0000010801,0.00000128,1124710.9845,1.42748129152264
1663286400,2022-09-16 00:00:00,DOCK/BTC,0.00000114,0.0000011599,0.0000010754,0.00000109,90704.433,0.10079249529028
1663200000,2022-09-15 00:00:00,DOCK/BTC,0.0000011445,0.0000011699,0.0000010885,0.00000115,390751.7959,0.43669934652125
1663113600,2022-09-14 00:00:00,DOCK/BTC,0.0000013099,0.0000013399,0.0000011103,0.0000011416,929602.5139,1.12728120920867
1663027200,2022-09-13 00:00:00,DOCK/BTC,0.0000012128,0.00000148,0.0000012048,0.000001317,3367978.6334,4.48449169865088
1662940800,2022-09-12 00:00:00,DOCK/BTC,0.00000103,0.00000137,0.0000009905,0.00000122,4861909.9032,5.9611297389899
1662854400,2022-09-11 00:00:00,DOCK/BTC,0.0000010185,0.0000010699,0.0000010062,0.00000103,631923.2999,0.65896473111082
1662768000,2022-09-10 00:00:00,DOCK/BTC,0.0000010237,0.00000104,0.00000101,0.00000101,25589.0615,0.02628293896264
1662681600,2022-09-09 00:00:00,DOCK/BTC,0.00000105,0.00000107,0.000000998,0.0000010129,410986.9033,0.42219598444719
1662595200,2022-09-08 00:00:00,DOCK/BTC,0.0000010118,0.00000108,0.000001,0.00000105,346355.1599,0.36229071953613
1662508800,2022-09-07 00:00:00,DOCK/BTC,0.0000009985,0.00000102,0.00000098,0.00000102,11984.1396,0.01206356635432
1662422400,2022-09-06 00:00:00,DOCK/BTC,0.0000010299,0.00000103,0.0000009931,0.000001,96754.7288,0.09866220551947
1662336000,2022-09-05 00:00:00,DOCK/BTC,0.00000103,0.00000104,0.0000010172,0.0000010252,36909.5813,0.03807020819297
1662249600,2022-09-04 00:00:00,DOCK/BTC,0.0000010246,0.0000010453,0.00000102,0.0000010211,110361.7732,0.11353591971912
1662163200,2022-09-03 00:00:00,DOCK/BTC,0.0000010174,0.00000103,0.0000010069,0.0000010246,32763.1064,0.03332301114774
1662076800,2022-09-02 00:00:00,DOCK/BTC,0.000001,0.00000103,0.000001,0.000001007,84053.9483,0.08598914720057
1661990400,2022-09-01 00:00:00,DOCK/BTC,0.0000010118,0.0000010293,0.00000099,0.000001,84943.7319,0.08538652816867
1661904000,2022-08-31 00:00:00,DOCK/BTC,0.00000101,0.00000102,0.00000099,0.0000010118,14196.6665,0.01420546976929
1661817600,2022-08-30 00:00:00,DOCK/BTC,0.0000010118,0.00000102,0.00000099,0.00000101,33350.7607,0.0338579327219
1661731200,2022-08-29 00:00:00,DOCK/BTC,0.0000010109,0.00000102,0.00000099,0.000001,17711.7538,0.01773730104958
1661644800,2022-08-28 00:00:00,DOCK/BTC,0.0000010211,0.00000104,0.0000010001,0.0000010142,41105.8249,0.04200734273496
1661558400,2022-08-27 00:00:00,DOCK/BTC,0.0000010069,0.0000010334,0.000001,0.0000010169,85520.4031,0.08743952197193
1661472000,2022-08-26 00:00:00,DOCK/BTC,0.0000009976,0.0000010468,0.00000099,0.00000101,125476.8812,0.12809308227282
1661385600,2022-08-25 00:00:00,DOCK/BTC,0.0000009885,0.0000010104,0.000000977,0.0000009975,99793.0204,0.09895200570549
1661299200,2022-08-24 00:00:00,DOCK/BTC,0.0000009605,0.00000106,0.0000009605,0.0000009922,300159.4319,0.30757050452861
1661212800,2022-08-23 00:00:00,DOCK/BTC,0.0000009557,0.0000009619,0.0000009444,0.0000009563,9343.4699,0.00893879415863
1661126400,2022-08-22 00:00:00,DOCK/BTC,0.0000009708,0.0000009799,0.0000009203,0.0000009599,52267.7303,0.04920913129587
1661040000,2022-08-21 00:00:00,DOCK/BTC,0.0000009335,0.0000009754,0.0000009306,0.0000009708,20327.2537,0.01945453511594
1660953600,2022-08-20 00:00:00,DOCK/BTC,0.0000009505,0.00000098,0.0000009293,0.0000009335,61920.9358,0.05855440490379
1660867200,2022-08-19 00:00:00,DOCK/BTC,0.0000009742,0.0000009742,0.000000918,0.0000009505,222200.0443,0.20591065497246
1660780800,2022-08-18 00:00:00,DOCK/BTC,0.0000010386,0.00000108,0.0000009716,0.0000009783,241498.0827,0.24797777025099
1660694400,2022-08-17 00:00:00,DOCK/BTC,0.000001029,0.00000106,0.00000097,0.00000105,672508.5877,0.6699995985485
1660608000,2022-08-16 00:00:00,DOCK/BTC,0.0000009917,0.00000106,0.000000987,0.00000102,1314821.4595,1.33954417849503
1660521600,2022-08-15 00:00:00,DOCK/BTC,0.0000010003,0.0000010184,0.0000009801,0.0000009991,59018.7922,0.058594929152
1660435200,2022-08-14 00:00:00,DOCK/BTC,0.0000010465,0.0000010599,0.0000010002,0.0000010099,82966.2527,0.0854163093055
1660348800,2022-08-13 00:00:00,DOCK/BTC,0.0000010587,0.00000107,0.0000010398,0.00000105,100997.8427,0.10524131177493
1660262400,2022-08-12 00:00:00,DOCK/BTC,0.00000109,0.00000109,0.00000106,0.0000010643,8481.3027,0.00909998466844
1660176000,2022-08-11 00:00:00,DOCK/BTC,0.0000011123,0.00000112,0.0000010502,0.00000109,22780.8636,0.02451452770577
1660089600,2022-08-10 00:00:00,DOCK/BTC,0.0000011074,0.000001139,0.00000108,0.0000011123,70002.0522,0.07756238406621
1660003200,2022-08-09 00:00:00,DOCK/BTC,0.0000010767,0.0000011099,0.0000010654,0.0000011098,55697.0832,0.06012760694674
1659916800,2022-08-08 00:00:00,DOCK/BTC,0.00000112,0.00000113,0.0000010705,0.0000010767,84308.9965,0.09158791475003
1659830400,2022-08-07 00:00:00,DOCK/BTC,0.00000112,0.00000114,0.0000010967,0.0000011347,625700.1918,0.70069288494546
1659744000,2022-08-06 00:00:00,DOCK/BTC,0.0000011326,0.0000011398,0.00000111,0.00000112,242940.1918,0.27219454859811
1659657600,2022-08-05 00:00:00,DOCK/BTC,0.00000115,0.00000116,0.0000011174,0.0000011468,48769.8504,0.05533172274431
1659571200,2022-08-04 00:00:00,DOCK/BTC,0.0000011749,0.0000011884,0.00000114,0.0000011465,98506.8978,0.11480699264033
1659484800,2022-08-03 00:00:00,DOCK/BTC,0.0000011282,0.0000012132,0.00000112,0.00000118,358835.8936,0.41914093744328
1659398400,2022-08-02 00:00:00,DOCK/BTC,0.0000011465,0.00000116,0.0000010895,0.000001138,158088.7804,0.17789133295439
1659312000,2022-08-01 00:00:00,DOCK/BTC,0.0000011764,0.0000012,0.00000114,0.0000011585,125101.3394,0.14723801528447
