https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume GMT
1663549200000,2022-09-19 01:00:00,GMT/BTC,5.13e-06,5.16e-06,5.13e-06,5.15e-06,0.00985195,1913.0
1663545600000,2022-09-19 00:00:00,GMT/BTC,5.15e-06,5.16e-06,5.13e-06,5.13e-06,0.02686068,5236.0
1663542000000,2022-09-18 23:00:00,GMT/BTC,5.13e-06,5.15e-06,5.12e-06,5.14e-06,0.02745274,5341.0
1663538400000,2022-09-18 22:00:00,GMT/BTC,5.18e-06,5.18e-06,5.11e-06,5.13e-06,0.0303239994298974,5911.11099998
1663534800000,2022-09-18 21:00:00,GMT/BTC,5.18e-06,5.18e-06,5.1e-06,5.17e-06,0.02853807283206,5519.936718
1663531200000,2022-09-18 20:00:00,GMT/BTC,5.16e-06,5.18e-06,5.14e-06,5.18e-06,0.03101266,5987.0
1663527600000,2022-09-18 19:00:00,GMT/BTC,5.23e-06,5.34e-06,5.1e-06,5.18e-06,0.0316384699625344,6107.81273408
1663524000000,2022-09-18 18:00:00,GMT/BTC,5.21e-06,5.28e-06,5.2e-06,5.25e-06,0.0327495,6238.0
1663520400000,2022-09-18 17:00:00,GMT/BTC,5.28e-06,5.28e-06,5.22e-06,5.27e-06,0.03874504,7352.0
1663516800000,2022-09-18 16:00:00,GMT/BTC,5.28e-06,5.3e-06,5.2e-06,5.2e-06,0.030206800000000002,5809.0
1663513200000,2022-09-18 15:00:00,GMT/BTC,5.31e-06,5.36e-06,5.27e-06,5.27e-06,0.03165747497,6007.111
1663509600000,2022-09-18 14:00:00,GMT/BTC,5.28e-06,5.35e-06,5.28e-06,5.31e-06,0.03974535,7485.0
1663506000000,2022-09-18 13:00:00,GMT/BTC,5.26e-06,5.35e-06,5.22e-06,5.35e-06,0.0276121335842725,5161.14646435
1663502400000,2022-09-18 12:00:00,GMT/BTC,5.27e-06,5.28e-06,5.25e-06,5.28e-06,0.02500608,4736.0
1663498800000,2022-09-18 11:00:00,GMT/BTC,5.27e-06,5.27e-06,5.24e-06,5.26e-06,0.03306962,6287.0
1663495200000,2022-09-18 10:00:00,GMT/BTC,5.25e-06,5.28e-06,5.25e-06,5.27e-06,0.02052665,3895.0
1663491600000,2022-09-18 09:00:00,GMT/BTC,5.26e-06,5.27e-06,5.25e-06,5.26e-06,0.023491159999999997,4466.0
1663488000000,2022-09-18 08:00:00,GMT/BTC,5.24e-06,5.28e-06,5.24e-06,5.25e-06,0.03318,6320.0
1663484400000,2022-09-18 07:00:00,GMT/BTC,5.27e-06,5.28e-06,5.24e-06,5.25e-06,0.0262185,4994.0
1663480800000,2022-09-18 06:00:00,GMT/BTC,5.27e-06,5.27e-06,5.24e-06,5.24e-06,0.036931519999999995,7048.0
1663477200000,2022-09-18 05:00:00,GMT/BTC,5.25e-06,5.27e-06,5.25e-06,5.25e-06,0.02329425,4437.0
1663473600000,2022-09-18 04:00:00,GMT/BTC,5.25e-06,5.28e-06,5.25e-06,5.26e-06,0.026131679999999997,4968.0
1663470000000,2022-09-18 03:00:00,GMT/BTC,5.26e-06,5.27e-06,5.25e-06,5.26e-06,0.03089198,5873.0
1663466400000,2022-09-18 02:00:00,GMT/BTC,5.27e-06,5.27e-06,5.25e-06,5.25e-06,0.02243325,4273.0
1663462800000,2022-09-18 01:00:00,GMT/BTC,5.26e-06,5.28e-06,5.25e-06,5.25e-06,0.02611875,4975.0
1663459200000,2022-09-18 00:00:00,GMT/BTC,5.27e-06,5.27e-06,5.24e-06,5.26e-06,0.0299557,5695.0
1663455600000,2022-09-17 23:00:00,GMT/BTC,5.25e-06,5.28e-06,5.25e-06,5.25e-06,0.039779249999999995,7577.0
1663452000000,2022-09-17 22:00:00,GMT/BTC,5.26e-06,5.28e-06,5.25e-06,5.26e-06,0.03382706,6431.0
1663448400000,2022-09-17 21:00:00,GMT/BTC,5.27e-06,5.27e-06,5.25e-06,5.26e-06,0.02552678,4853.0
1663444800000,2022-09-17 20:00:00,GMT/BTC,5.23e-06,5.28e-06,5.23e-06,5.28e-06,0.02389728,4526.0
1663441200000,2022-09-17 19:00:00,GMT/BTC,5.24e-06,5.28e-06,5.23e-06,5.25e-06,0.0327390423953775,6236.00807531
1663437600000,2022-09-17 18:00:00,GMT/BTC,5.24e-06,5.26e-06,5.23e-06,5.25e-06,0.02994075,5703.0
1663434000000,2022-09-17 17:00:00,GMT/BTC,5.22e-06,5.22e-06,5.18e-06,5.22e-06,0.0361485,6925.0
1663430400000,2022-09-17 16:00:00,GMT/BTC,5.21e-06,5.22e-06,5.18e-06,5.2e-06,0.0294944,5672.0
1663426800000,2022-09-17 15:00:00,GMT/BTC,5.2e-06,5.26e-06,5.17e-06,5.21e-06,0.037578965640274804,7212.85328988
1663423200000,2022-09-17 14:00:00,GMT/BTC,5.21e-06,5.21e-06,5.17e-06,5.18e-06,0.0400155,7725.0
1663419600000,2022-09-17 13:00:00,GMT/BTC,5.24e-06,5.27e-06,5.19e-06,5.19e-06,0.030268656090000002,5832.111
1663416000000,2022-09-17 12:00:00,GMT/BTC,5.58e-06,5.58e-06,5.22e-06,5.23e-06,0.027266892650000003,5213.555
1663412400000,2022-09-17 11:00:00,GMT/BTC,5.56e-06,5.58e-06,5.54e-06,5.57e-06,0.02896957,5201.0
1663408800000,2022-09-17 10:00:00,GMT/BTC,5.54e-06,5.58e-06,5.54e-06,5.56e-06,0.03773016,6786.0
1663405200000,2022-09-17 09:00:00,GMT/BTC,5.56e-06,5.71e-06,5.54e-06,5.57e-06,0.025627317648309302,4600.95469449
1663401600000,2022-09-17 08:00:00,GMT/BTC,5.65e-06,5.73e-06,5.56e-06,5.72e-06,0.0354726232086512,6201.50755396
1663398000000,2022-09-17 07:00:00,GMT/BTC,5.55e-06,5.83e-06,5.53e-06,5.67e-06,0.047394638044872296,8358.84268869
1663394400000,2022-09-17 06:00:00,GMT/BTC,5.55e-06,5.56e-06,5.53e-06,5.56e-06,0.02201204,3959.0
1663390800000,2022-09-17 05:00:00,GMT/BTC,5.53e-06,5.57e-06,5.53e-06,5.53e-06,0.03699017,6689.0
1663387200000,2022-09-17 04:00:00,GMT/BTC,5.56e-06,5.56e-06,5.52e-06,5.54e-06,0.03236468,5842.0
1663383600000,2022-09-17 03:00:00,GMT/BTC,5.53e-06,5.57e-06,5.52e-06,5.53e-06,0.032980920000000004,5964.0
1663380000000,2022-09-17 02:00:00,GMT/BTC,5.54e-06,5.56e-06,5.52e-06,5.55e-06,0.03646905,6571.0
1663376400000,2022-09-17 01:00:00,GMT/BTC,5.56e-06,5.56e-06,5.52e-06,5.56e-06,0.036251200000000004,6520.0
1663372800000,2022-09-17 00:00:00,GMT/BTC,5.6e-06,5.62e-06,5.52e-06,5.56e-06,0.03764737716,6771.111
1663369200000,2022-09-16 23:00:00,GMT/BTC,5.6e-06,5.62e-06,5.59e-06,5.6e-06,0.0318808,5693.0
1663365600000,2022-09-16 22:00:00,GMT/BTC,5.61e-06,5.63e-06,5.58e-06,5.6e-06,0.035030364221775995,6255.42218246
1663362000000,2022-09-16 21:00:00,GMT/BTC,5.64e-06,5.66e-06,5.6e-06,5.64e-06,0.03510962604,6225.111
1663358400000,2022-09-16 20:00:00,GMT/BTC,5.73e-06,5.73e-06,5.63e-06,5.66e-06,0.0312998,5530.0
1663354800000,2022-09-16 19:00:00,GMT/BTC,5.71e-06,5.76e-06,5.68e-06,5.7e-06,0.0198189,3477.0
1663351200000,2022-09-16 18:00:00,GMT/BTC,5.7e-06,5.77e-06,5.7e-06,5.76e-06,0.05103936,8861.0
1663347600000,2022-09-16 17:00:00,GMT/BTC,5.61e-06,5.77e-06,5.61e-06,5.74e-06,0.0342478140571882,5966.51812843
1663344000000,2022-09-16 16:00:00,GMT/BTC,5.58e-06,5.63e-06,5.56e-06,5.61e-06,0.03750285,6685.0
1663340400000,2022-09-16 15:00:00,GMT/BTC,5.6e-06,5.62e-06,5.56e-06,5.59e-06,0.04377529,7831.0
1663336800000,2022-09-16 14:00:00,GMT/BTC,5.6e-06,5.61e-06,5.56e-06,5.56e-06,0.04123296,7416.0
1663333200000,2022-09-16 13:00:00,GMT/BTC,5.56e-06,5.59e-06,5.54e-06,5.59e-06,0.0406728936759626,7276.00960214
1663329600000,2022-09-16 12:00:00,GMT/BTC,5.54e-06,5.56e-06,5.54e-06,5.55e-06,0.03477075,6265.0
1663326000000,2022-09-16 11:00:00,GMT/BTC,5.54e-06,5.56e-06,5.54e-06,5.56e-06,0.02837824,5104.0
1663322400000,2022-09-16 10:00:00,GMT/BTC,5.53e-06,5.56e-06,5.53e-06,5.56e-06,0.03831396,6891.0
1663318800000,2022-09-16 09:00:00,GMT/BTC,5.56e-06,5.56e-06,5.53e-06,5.54e-06,0.041915640000000004,7566.0
1663315200000,2022-09-16 08:00:00,GMT/BTC,5.56e-06,5.56e-06,5.52e-06,5.54e-06,0.0299786077786078,5411.30104307
