https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume GMT
1663311600000,2022-09-16 07:00:00,GMT/BTC,5.55e-06,5.56e-06,5.53e-06,5.56e-06,0.038669800000000004,6955.0
1663308000000,2022-09-16 06:00:00,GMT/BTC,5.55e-06,5.56e-06,5.53e-06,5.55e-06,0.0236985,4270.0
1663304400000,2022-09-16 05:00:00,GMT/BTC,5.55e-06,5.56e-06,5.54e-06,5.56e-06,0.03312648,5958.0
1663300800000,2022-09-16 04:00:00,GMT/BTC,5.55e-06,5.56e-06,5.54e-06,5.54e-06,0.03146166,5679.0
1663297200000,2022-09-16 03:00:00,GMT/BTC,5.54e-06,5.56e-06,5.54e-06,5.54e-06,0.032741400000000004,5910.0
1663293600000,2022-09-16 02:00:00,GMT/BTC,5.56e-06,5.56e-06,5.54e-06,5.56e-06,0.0295792,5320.0
1663290000000,2022-09-16 01:00:00,GMT/BTC,5.59e-06,5.6e-06,5.54e-06,5.54e-06,0.01742884,3146.0
1663286400000,2022-09-16 00:00:00,GMT/BTC,5.58e-06,5.61e-06,5.56e-06,5.59e-06,0.03092947,5533.0
1663282800000,2022-09-15 23:00:00,GMT/BTC,5.57e-06,5.61e-06,5.56e-06,5.6e-06,0.033488,5980.0
1663279200000,2022-09-15 22:00:00,GMT/BTC,5.52e-06,5.65e-06,5.49e-06,5.58e-06,0.0398425774616136,7140.24685692
1663275600000,2022-09-15 21:00:00,GMT/BTC,5.52e-06,5.53e-06,5.49e-06,5.51e-06,0.033798339999999996,6134.0
1663272000000,2022-09-15 20:00:00,GMT/BTC,5.53e-06,5.54e-06,5.5e-06,5.53e-06,0.033036220000000005,5974.0
1663268400000,2022-09-15 19:00:00,GMT/BTC,5.54e-06,5.55e-06,5.49e-06,5.5e-06,0.028340513863200002,5152.8207024
1663264800000,2022-09-15 18:00:00,GMT/BTC,5.3e-06,5.57e-06,5.28e-06,5.51e-06,0.0423263410869072,7681.73159472
1663261200000,2022-09-15 17:00:00,GMT/BTC,5.29e-06,5.32e-06,5.28e-06,5.28e-06,0.02585088,4896.0
1663257600000,2022-09-15 16:00:00,GMT/BTC,5.3e-06,5.31e-06,5.27e-06,5.27e-06,0.02681903,5089.0
1663254000000,2022-09-15 15:00:00,GMT/BTC,5.34e-06,5.37e-06,5.27e-06,5.29e-06,0.0306388827980051,5791.84930019
1663250400000,2022-09-15 14:00:00,GMT/BTC,5.41e-06,5.42e-06,5.32e-06,5.36e-06,0.029288439941684,5464.26118315
1663246800000,2022-09-15 13:00:00,GMT/BTC,5.39e-06,5.42e-06,5.38e-06,5.42e-06,0.044574079999999995,8224.0
1663243200000,2022-09-15 12:00:00,GMT/BTC,5.42e-06,5.43e-06,5.38e-06,5.43e-06,0.03188496,5872.0
1663239600000,2022-09-15 11:00:00,GMT/BTC,5.4e-06,5.43e-06,5.35e-06,5.39e-06,0.03493798,6482.0
1663236000000,2022-09-15 10:00:00,GMT/BTC,5.4e-06,5.43e-06,5.39e-06,5.4e-06,0.0328266,6079.0
1663232400000,2022-09-15 09:00:00,GMT/BTC,5.41e-06,5.43e-06,5.39e-06,5.39e-06,0.03741199,6941.0
1663228800000,2022-09-15 08:00:00,GMT/BTC,5.4e-06,5.44e-06,5.39e-06,5.43e-06,0.032140169999999996,5919.0
1663225200000,2022-09-15 07:00:00,GMT/BTC,5.42e-06,5.43e-06,5.35e-06,5.41e-06,0.025315939631832998,4679.4712813
1663221600000,2022-09-15 06:00:00,GMT/BTC,5.39e-06,5.44e-06,5.39e-06,5.43e-06,0.042978449999999994,7915.0
1663218000000,2022-09-15 05:00:00,GMT/BTC,5.43e-06,5.43e-06,5.39e-06,5.42e-06,0.0339021,6255.0
1663214400000,2022-09-15 04:00:00,GMT/BTC,5.42e-06,5.43e-06,5.39e-06,5.39e-06,0.03319162,6158.0
1663210800000,2022-09-15 03:00:00,GMT/BTC,5.43e-06,5.43e-06,5.39e-06,5.43e-06,0.030141929999999997,5551.0
1663207200000,2022-09-15 02:00:00,GMT/BTC,5.42e-06,5.45e-06,5.41e-06,5.43e-06,0.03254742,5994.0
1663203600000,2022-09-15 01:00:00,GMT/BTC,5.42e-06,5.44e-06,5.39e-06,5.4e-06,0.0323082,5983.0
1663200000000,2022-09-15 00:00:00,GMT/BTC,5.43e-06,5.43e-06,5.39e-06,5.4e-06,0.0403866,7479.0
1663196400000,2022-09-14 23:00:00,GMT/BTC,5.4e-06,5.43e-06,5.38e-06,5.42e-06,0.03273138,6039.0
1663192800000,2022-09-14 22:00:00,GMT/BTC,5.4e-06,5.43e-06,5.37e-06,5.41e-06,0.04253342,7862.0
1663189200000,2022-09-14 21:00:00,GMT/BTC,5.37e-06,5.42e-06,5.2e-06,5.4e-06,0.0312444,5786.0
1663185600000,2022-09-14 20:00:00,GMT/BTC,5.37e-06,5.41e-06,5.35e-06,5.35e-06,0.0251343,4698.0
1663182000000,2022-09-14 19:00:00,GMT/BTC,5.41e-06,5.41e-06,5.26e-06,5.35e-06,0.026851649999999998,5019.0
1663178400000,2022-09-14 18:00:00,GMT/BTC,5.32e-06,5.42e-06,5.32e-06,5.42e-06,0.025363050437745196,4679.52960106
1663174800000,2022-09-14 17:00:00,GMT/BTC,5.3e-06,5.35e-06,5.28e-06,5.34e-06,0.036397439999999996,6816.0
1663171200000,2022-09-14 16:00:00,GMT/BTC,5.33e-06,5.34e-06,5.3e-06,5.33e-06,0.03335514,6258.0
1663167600000,2022-09-14 15:00:00,GMT/BTC,5.31e-06,5.34e-06,5.28e-06,5.33e-06,0.028819309999999997,5407.0
1663164000000,2022-09-14 14:00:00,GMT/BTC,5.21e-06,5.34e-06,5.21e-06,5.28e-06,0.03169584,6003.0
1663160400000,2022-09-14 13:00:00,GMT/BTC,5.31e-06,5.36e-06,5.26e-06,5.35e-06,0.038316699999999995,7162.0
1663156800000,2022-09-14 12:00:00,GMT/BTC,5.32e-06,5.35e-06,5.29e-06,5.33e-06,0.02497638,4686.0
1663153200000,2022-09-14 11:00:00,GMT/BTC,5.33e-06,5.34e-06,5.3e-06,5.33e-06,0.030903339999999998,5798.0
1663149600000,2022-09-14 10:00:00,GMT/BTC,5.31e-06,5.34e-06,5.3e-06,5.31e-06,0.03254499,6129.0
1663146000000,2022-09-14 09:00:00,GMT/BTC,5.31e-06,5.34e-06,5.3e-06,5.34e-06,0.040583999999999995,7600.0
1663142400000,2022-09-14 08:00:00,GMT/BTC,5.33e-06,5.34e-06,5.3e-06,5.32e-06,0.02722776,5118.0
1663138800000,2022-09-14 07:00:00,GMT/BTC,5.3e-06,5.34e-06,5.28e-06,5.31e-06,0.0193339982559519,3641.05428549
1663135200000,2022-09-14 06:00:00,GMT/BTC,5.27e-06,5.31e-06,5.26e-06,5.28e-06,0.02899776,5492.0
1663131600000,2022-09-14 05:00:00,GMT/BTC,5.28e-06,5.3e-06,5.25e-06,5.3e-06,0.0282384,5328.0
1663128000000,2022-09-14 04:00:00,GMT/BTC,5.26e-06,5.28e-06,5.25e-06,5.27e-06,0.014134140000000002,2682.0
1663124400000,2022-09-14 03:00:00,GMT/BTC,5.34e-06,5.34e-06,5.26e-06,5.26e-06,0.0009490929530337999,180.43592263
1663110000000,2022-09-13 23:00:00,GMT/BTC,5.3e-06,5.31e-06,5.28e-06,5.29e-06,0.02822744,5336.0
1663106400000,2022-09-13 22:00:00,GMT/BTC,5.29e-06,5.31e-06,5.28e-06,5.29e-06,0.02844433,5377.0
1663095600000,2022-09-13 19:00:00,GMT/BTC,5.38e-06,5.44e-06,5.27e-06,5.3e-06,0.029715223196118,5606.64588606
1663092000000,2022-09-13 18:00:00,GMT/BTC,5.31e-06,5.37e-06,5.28e-06,5.37e-06,0.033968513839656905,6325.60779137
1663088400000,2022-09-13 17:00:00,GMT/BTC,5.14e-06,5.31e-06,5.14e-06,5.3e-06,0.024819574528007,4682.93859019
1663084800000,2022-09-13 16:00:00,GMT/BTC,5.17e-06,5.18e-06,5.13e-06,5.16e-06,0.032456399999999996,6290.0
1663081200000,2022-09-13 15:00:00,GMT/BTC,5.17e-06,5.17e-06,5.12e-06,5.16e-06,0.02814264,5454.0
1663077600000,2022-09-13 14:00:00,GMT/BTC,5.15e-06,5.2e-06,5.13e-06,5.13e-06,0.02914409943,5681.111
1663074000000,2022-09-13 13:00:00,GMT/BTC,5.24e-06,5.29e-06,5.12e-06,5.16e-06,0.027916172759999996,5410.111
1663070400000,2022-09-13 12:00:00,GMT/BTC,5.1e-06,5.31e-06,5.06e-06,5.18e-06,0.0272091148873096,5252.72488172
1663066800000,2022-09-13 11:00:00,GMT/BTC,5.07e-06,5.1e-06,5.07e-06,5.08e-06,0.0232156,4570.0
1663063200000,2022-09-13 10:00:00,GMT/BTC,5.08e-06,5.09e-06,5.06e-06,5.08e-06,0.024277319999999998,4779.0
1663059600000,2022-09-13 09:00:00,GMT/BTC,5.1e-06,5.1e-06,5.07e-06,5.08e-06,0.02501392,4924.0
1663056000000,2022-09-13 08:00:00,GMT/BTC,5.1e-06,5.11e-06,5.06e-06,5.11e-06,0.031564470000000004,6177.0
1663052400000,2022-09-13 07:00:00,GMT/BTC,5.05e-06,5.1e-06,5.05e-06,5.1e-06,0.0325227,6377.0
1663048800000,2022-09-13 06:00:00,GMT/BTC,5.06e-06,5.1e-06,5.05e-06,5.07e-06,0.03669666,7238.0
1663045200000,2022-09-13 05:00:00,GMT/BTC,5.09e-06,5.09e-06,5.05e-06,5.06e-06,0.029747739999999998,5879.0
1663041600000,2022-09-13 04:00:00,GMT/BTC,5.09e-06,5.1e-06,5.05e-06,5.07e-06,0.0311805,6150.0
1663038000000,2022-09-13 03:00:00,GMT/BTC,5.08e-06,5.1e-06,5.06e-06,5.09e-06,0.027226410000000003,5349.0
1663034400000,2022-09-13 02:00:00,GMT/BTC,5.07e-06,5.1e-06,5.06e-06,5.09e-06,0.02783721,5469.0
1663030800000,2022-09-13 01:00:00,GMT/BTC,5.09e-06,5.1e-06,5.06e-06,5.08e-06,0.028127959999999997,5537.0
1663027200000,2022-09-13 00:00:00,GMT/BTC,5.09e-06,5.1e-06,5.06e-06,5.08e-06,0.03442716,6777.0
1663023600000,2022-09-12 23:00:00,GMT/BTC,5.06e-06,5.09e-06,5.02e-06,5.05e-06,0.0275733017927975,5460.05976095
1663020000000,2022-09-12 22:00:00,GMT/BTC,5.08e-06,5.09e-06,5.05e-06,5.05e-06,0.02395215,4743.0
1663016400000,2022-09-12 21:00:00,GMT/BTC,5.09e-06,5.1e-06,5.05e-06,5.06e-06,0.022481579999999998,4443.0
1663012800000,2022-09-12 20:00:00,GMT/BTC,5.09e-06,5.1e-06,5.06e-06,5.06e-06,0.03494942,6907.0
1663009200000,2022-09-12 19:00:00,GMT/BTC,5.07e-06,5.1e-06,5.05e-06,5.06e-06,0.0223905,4425.0
1663005600000,2022-09-12 18:00:00,GMT/BTC,5.09e-06,5.1e-06,5.06e-06,5.09e-06,0.02446254,4806.0
1663002000000,2022-09-12 17:00:00,GMT/BTC,5.08e-06,5.1e-06,5.06e-06,5.07e-06,0.026054729999999998,5139.0
1662998400000,2022-09-12 16:00:00,GMT/BTC,5.07e-06,5.13e-06,5.06e-06,5.09e-06,0.025058625506108403,4923.10913676
1662994800000,2022-09-12 15:00:00,GMT/BTC,5.12e-06,5.15e-06,5.11e-06,5.11e-06,0.03174332,6212.0
1662991200000,2022-09-12 14:00:00,GMT/BTC,5.13e-06,5.15e-06,5.11e-06,5.11e-06,0.025846380000000002,5058.0
1662987600000,2022-09-12 13:00:00,GMT/BTC,5.13e-06,5.14e-06,5.1e-06,5.12e-06,0.0222208,4340.0
1662984000000,2022-09-12 12:00:00,GMT/BTC,5.14e-06,5.17e-06,5.11e-06,5.12e-06,0.03148856832,6150.111
1662980400000,2022-09-12 11:00:00,GMT/BTC,5.14e-06,5.17e-06,5.12e-06,5.14e-06,0.02980172,5798.0
1662976800000,2022-09-12 10:00:00,GMT/BTC,5.13e-06,5.2e-06,5.13e-06,5.16e-06,0.0325307734614948,6304.41346153
1662973200000,2022-09-12 09:00:00,GMT/BTC,5.19e-06,5.23e-06,5.13e-06,5.13e-06,0.03115449,6073.0
1662969600000,2022-09-12 08:00:00,GMT/BTC,5.19e-06,5.28e-06,5.19e-06,5.26e-06,0.0266945,5075.0
1662966000000,2022-09-12 07:00:00,GMT/BTC,5.25e-06,5.28e-06,5.19e-06,5.26e-06,0.032596219999999995,6197.0
1662962400000,2022-09-12 06:00:00,GMT/BTC,5.25e-06,5.27e-06,5.19e-06,5.22e-06,0.02875176,5508.0
1662958800000,2022-09-12 05:00:00,GMT/BTC,5.23e-06,5.28e-06,5.19e-06,5.28e-06,0.0336336,6370.0
1662955200000,2022-09-12 04:00:00,GMT/BTC,5.27e-06,5.29e-06,5.19e-06,5.23e-06,0.03018756,5772.0
1662951600000,2022-09-12 03:00:00,GMT/BTC,5.28e-06,5.31e-06,5.2e-06,5.27e-06,0.027894110000000003,5293.0
1662948000000,2022-09-12 02:00:00,GMT/BTC,5.27e-06,5.3e-06,5.19e-06,5.25e-06,0.041664,7936.0
1662944400000,2022-09-12 01:00:00,GMT/BTC,5.28e-06,5.33e-06,5.16e-06,5.19e-06,0.0322581984389814,6215.45249306
1662940800000,2022-09-12 00:00:00,GMT/BTC,5.32e-06,5.33e-06,5.28e-06,5.32e-06,0.02781828,5229.0
1662937200000,2022-09-11 23:00:00,GMT/BTC,5.31e-06,5.33e-06,5.27e-06,5.33e-06,0.03304067,6199.0
1662933600000,2022-09-11 22:00:00,GMT/BTC,5.35e-06,5.35e-06,5.28e-06,5.28e-06,0.02606208,4936.0
1662930000000,2022-09-11 21:00:00,GMT/BTC,5.35e-06,5.35e-06,5.31e-06,5.34e-06,0.033054599999999996,6190.0
1662926400000,2022-09-11 20:00:00,GMT/BTC,5.32e-06,5.36e-06,5.32e-06,5.35e-06,0.037717499999999994,7050.0
1662922800000,2022-09-11 19:00:00,GMT/BTC,5.35e-06,5.35e-06,5.31e-06,5.35e-06,0.027606,5160.0
1662919200000,2022-09-11 18:00:00,GMT/BTC,5.35e-06,5.35e-06,5.32e-06,5.33e-06,0.028819309999999997,5407.0
1662915600000,2022-09-11 17:00:00,GMT/BTC,5.36e-06,5.36e-06,5.28e-06,5.33e-06,0.03225183,6051.0
1662912000000,2022-09-11 16:00:00,GMT/BTC,5.36e-06,5.36e-06,5.32e-06,5.33e-06,0.02825966,5302.0
1662908400000,2022-09-11 15:00:00,GMT/BTC,5.34e-06,5.36e-06,5.32e-06,5.36e-06,0.0325084,6065.0
1662904800000,2022-09-11 14:00:00,GMT/BTC,5.31e-06,5.35e-06,5.3e-06,5.35e-06,0.0227341145748375,4249.36721025
1662901200000,2022-09-11 13:00:00,GMT/BTC,5.3e-06,5.31e-06,5.3e-06,5.3e-06,0.0288479,5443.0
1662897600000,2022-09-11 12:00:00,GMT/BTC,5.3e-06,5.31e-06,5.3e-06,5.3e-06,0.0316198,5966.0
1662894000000,2022-09-11 11:00:00,GMT/BTC,5.31e-06,5.31e-06,5.3e-06,5.31e-06,0.02741553,5163.0
1662890400000,2022-09-11 10:00:00,GMT/BTC,5.31e-06,5.31e-06,5.29e-06,5.29e-06,0.033131270000000004,6263.0
1662886800000,2022-09-11 09:00:00,GMT/BTC,5.31e-06,5.31e-06,5.29e-06,5.29e-06,0.039325860000000004,7434.0
1662883200000,2022-09-11 08:00:00,GMT/BTC,5.31e-06,5.31e-06,5.29e-06,5.31e-06,0.03151485,5935.0
1662879600000,2022-09-11 07:00:00,GMT/BTC,5.31e-06,5.31e-06,5.29e-06,5.31e-06,0.02703321,5091.0
1662876000000,2022-09-11 06:00:00,GMT/BTC,5.29e-06,5.31e-06,5.29e-06,5.31e-06,0.0278244,5240.0
1662872400000,2022-09-11 05:00:00,GMT/BTC,5.31e-06,5.31e-06,5.29e-06,5.31e-06,0.03256623,6133.0
1662868800000,2022-09-11 04:00:00,GMT/BTC,5.3e-06,5.31e-06,5.29e-06,5.31e-06,0.02657124,5004.0
1662865200000,2022-09-11 03:00:00,GMT/BTC,5.3e-06,5.32e-06,5.29e-06,5.3e-06,0.0351019,6623.0
1662861600000,2022-09-11 02:00:00,GMT/BTC,5.3e-06,5.32e-06,5.28e-06,5.32e-06,0.026610639999999998,5002.0
1662858000000,2022-09-11 01:00:00,GMT/BTC,5.29e-06,5.3e-06,5.27e-06,5.28e-06,0.03334848,6316.0
1662854400000,2022-09-11 00:00:00,GMT/BTC,5.25e-06,5.29e-06,5.24e-06,5.28e-06,0.031379040000000004,5943.0
1662850800000,2022-09-10 23:00:00,GMT/BTC,5.27e-06,5.28e-06,5.24e-06,5.24e-06,0.02806544,5356.0
1662847200000,2022-09-10 22:00:00,GMT/BTC,5.28e-06,5.29e-06,5.22e-06,5.26e-06,0.027262579999999998,5183.0
1662843600000,2022-09-10 21:00:00,GMT/BTC,5.32e-06,5.32e-06,5.26e-06,5.3e-06,0.0384356,7252.0
1662840000000,2022-09-10 20:00:00,GMT/BTC,5.35e-06,5.35e-06,5.29e-06,5.31e-06,0.03284766,6186.0
1662836400000,2022-09-10 19:00:00,GMT/BTC,5.32e-06,5.36e-06,5.32e-06,5.34e-06,0.029904,5600.0
1662832800000,2022-09-10 18:00:00,GMT/BTC,5.37e-06,5.37e-06,5.32e-06,5.32e-06,0.03320744,6242.0
1662829200000,2022-09-10 17:00:00,GMT/BTC,5.34e-06,5.37e-06,5.33e-06,5.37e-06,0.02966925,5525.0
1662825600000,2022-09-10 16:00:00,GMT/BTC,5.37e-06,5.38e-06,5.34e-06,5.36e-06,0.030273280000000003,5648.0
1662822000000,2022-09-10 15:00:00,GMT/BTC,5.36e-06,5.37e-06,5.34e-06,5.37e-06,0.028278420000000002,5266.0
1662818400000,2022-09-10 14:00:00,GMT/BTC,5.37e-06,5.37e-06,5.32e-06,5.35e-06,0.038471849999999995,7191.0
1662814800000,2022-09-10 13:00:00,GMT/BTC,5.33e-06,5.4e-06,5.33e-06,5.34e-06,0.023993064999982196,4493.08333333
1662811200000,2022-09-10 12:00:00,GMT/BTC,5.36e-06,5.36e-06,5.33e-06,5.35e-06,0.030008149999999997,5609.0
1662807600000,2022-09-10 11:00:00,GMT/BTC,5.34e-06,5.42e-06,5.32e-06,5.35e-06,0.031302886788204996,5851.0068763
1662804000000,2022-09-10 10:00:00,GMT/BTC,5.33e-06,5.35e-06,5.32e-06,5.34e-06,0.04237824,7936.0
1662800400000,2022-09-10 09:00:00,GMT/BTC,5.33e-06,5.35e-06,5.32e-06,5.35e-06,0.0353956,6616.0
1662796800000,2022-09-10 08:00:00,GMT/BTC,5.36e-06,5.36e-06,5.29e-06,5.34e-06,0.03544158,6637.0
1662793200000,2022-09-10 07:00:00,GMT/BTC,5.33e-06,5.35e-06,5.29e-06,5.33e-06,0.024715209999999998,4637.0
