https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HNT,Volume BTC
1663459200,2022-09-18 00:00:00,HNT/BTC,0.0002252,0.0002309,0.0002236,0.0002309,30.2983,0.00691292155
1663372800,2022-09-17 00:00:00,HNT/BTC,0.0002114,0.0002385,0.0002081,0.0002284,2474.3993,0.54214749981
1663286400,2022-09-16 00:00:00,HNT/BTC,0.0002068,0.0002149,0.0002026,0.0002115,1316.1961,0.27346247343
1663200000,2022-09-15 00:00:00,HNT/BTC,0.0002086,0.0002123,0.0001984,0.0002063,1613.8241,0.33095433254
1663113600,2022-09-14 00:00:00,HNT/BTC,0.0002222,0.0002298,0.0002082,0.0002093,8436.9378,1.87071121454
1663027200,2022-09-13 00:00:00,HNT/BTC,0.0002292,0.0002443,0.0002144,0.0002198,7667.7013,1.74687695555
1662940800,2022-09-12 00:00:00,HNT/BTC,0.0002366,0.0002551,0.0002225,0.0002289,4342.3966,1.01780274194
1662854400,2022-09-11 00:00:00,HNT/BTC,0.0002593,0.0002593,0.0002348,0.0002398,4033.9418,0.99261008558
1662768000,2022-09-10 00:00:00,HNT/BTC,0.0002192,0.0002816,0.000219,0.0002602,15279.7919,4.00400817256
1662681600,2022-09-09 00:00:00,HNT/BTC,0.0002485,0.0002541,0.0002153,0.0002193,7000.9942,1.63106558486
1662595200,2022-09-08 00:00:00,HNT/BTC,0.0002772,0.0002856,0.0002446,0.0002481,13868.0306,3.58838994879
1662508800,2022-09-07 00:00:00,HNT/BTC,0.0001813,0.0002891,0.0001812,0.0002757,28340.6737,6.81845517036
1662422400,2022-09-06 00:00:00,HNT/BTC,0.0002012,0.0002015,0.0001723,0.0001828,10119.3035,1.88322172608
1662336000,2022-09-05 00:00:00,HNT/BTC,0.000218,0.000219,0.000195,0.0001996,5857.3047,1.19078824421
1662249600,2022-09-04 00:00:00,HNT/BTC,0.0002129,0.0002267,0.0002085,0.0002181,5369.6747,1.15644954198
1662163200,2022-09-03 00:00:00,HNT/BTC,0.0002273,0.0002395,0.0002095,0.00021,6572.3255,1.4800373764
1662076800,2022-09-02 00:00:00,HNT/BTC,0.0002406,0.000245,0.0002245,0.0002253,5124.4971,1.20337815186
1661990400,2022-09-01 00:00:00,HNT/BTC,0.0002627,0.0002651,0.0002338,0.0002417,6267.4669,1.54808266142
1661904000,2022-08-31 00:00:00,HNT/BTC,0.0002796,0.0002831,0.00026,0.0002623,5099.8947,1.38181727227
1661817600,2022-08-30 00:00:00,HNT/BTC,0.0003046,0.0003079,0.0002762,0.0002797,6926.3683,1.99944584544
1661731200,2022-08-29 00:00:00,HNT/BTC,0.000366,0.0003736,0.0002965,0.0003045,3775.3803,1.18135204758
1661644800,2022-08-28 00:00:00,HNT/BTC,0.0003571,0.0003702,0.0003533,0.000368,228.9196,0.08256091018
1661558400,2022-08-27 00:00:00,HNT/BTC,0.000365,0.0003672,0.0003471,0.000358,390.3952,0.13858628548
1661472000,2022-08-26 00:00:00,HNT/BTC,0.0003615,0.0003723,0.0003562,0.0003652,397.2849,0.14469949639
1661385600,2022-08-25 00:00:00,HNT/BTC,0.0003688,0.0003964,0.000357,0.0003591,453.0972,0.16750845235
1661299200,2022-08-24 00:00:00,HNT/BTC,0.0003615,0.0004052,0.0003568,0.0003688,580.9445,0.21647767802
1661212800,2022-08-23 00:00:00,HNT/BTC,0.0003557,0.0003633,0.0003519,0.0003604,238.1119,0.08549329701
1661126400,2022-08-22 00:00:00,HNT/BTC,0.0003602,0.0003687,0.0003516,0.0003547,177.7162,0.06388506933
1661040000,2022-08-21 00:00:00,HNT/BTC,0.0003665,0.0003686,0.0003523,0.0003587,571.7917,0.20714532314
1660953600,2022-08-20 00:00:00,HNT/BTC,0.0003578,0.0003765,0.0003506,0.0003666,441.0778,0.16008898249
1660867200,2022-08-19 00:00:00,HNT/BTC,0.000347,0.0003962,0.000322,0.0003577,10353.6628,3.79648476944
1660780800,2022-08-18 00:00:00,HNT/BTC,0.000348,0.0003496,0.0003382,0.000347,124.3831,0.04291569392
1660694400,2022-08-17 00:00:00,HNT/BTC,0.0003487,0.0003526,0.0003434,0.0003488,148.8408,0.05191392444
1660608000,2022-08-16 00:00:00,HNT/BTC,0.0003566,0.0003577,0.0003451,0.000349,246.1474,0.08605893969
1660521600,2022-08-15 00:00:00,HNT/BTC,0.0003485,0.0003701,0.000345,0.0003557,1142.0636,0.40777837919
1660435200,2022-08-14 00:00:00,HNT/BTC,0.0003575,0.0003612,0.0003469,0.0003479,381.365,0.13409071548
1660348800,2022-08-13 00:00:00,HNT/BTC,0.0003565,0.0003575,0.00035,0.000356,928.0092,0.32880666024
1660262400,2022-08-12 00:00:00,HNT/BTC,0.0003602,0.0003687,0.000355,0.0003554,568.2719,0.20457075924
1660176000,2022-08-11 00:00:00,HNT/BTC,0.0003653,0.0003736,0.000355,0.000361,1556.1836,0.56372729755
1660089600,2022-08-10 00:00:00,HNT/BTC,0.0003677,0.0003736,0.0003581,0.0003663,1477.6802,0.53841003945
1660003200,2022-08-09 00:00:00,HNT/BTC,0.0003891,0.0003947,0.0003608,0.0003672,1845.9611,0.6893394879
1659916800,2022-08-08 00:00:00,HNT/BTC,0.0003852,0.0003915,0.000374,0.0003869,1141.4169,0.43400886683
1659830400,2022-08-07 00:00:00,HNT/BTC,0.0003853,0.0003871,0.0003723,0.0003871,1442.7369,0.54791030713
1659744000,2022-08-06 00:00:00,HNT/BTC,0.0003858,0.000398,0.0003796,0.000385,958.4052,0.37072522772
1659657600,2022-08-05 00:00:00,HNT/BTC,0.0003814,0.0003894,0.0003753,0.0003841,567.3657,0.21619840521
1659571200,2022-08-04 00:00:00,HNT/BTC,0.0003769,0.0003811,0.0003739,0.0003811,184.0045,0.06948861379
1659484800,2022-08-03 00:00:00,HNT/BTC,0.0003811,0.0003817,0.0003736,0.0003764,794.2695,0.29938242662
1659398400,2022-08-02 00:00:00,HNT/BTC,0.0003825,0.0003874,0.0003737,0.0003816,720.1379,0.27431729432
1659312000,2022-08-01 00:00:00,HNT/BTC,0.0003941,0.0004036,0.000381,0.0003828,553.7206,0.21865883596
1659225600,2022-07-31 00:00:00,HNT/BTC,0.0004078,0.0004092,0.0003932,0.0003943,629.7576,0.25216238224
1659139200,2022-07-30 00:00:00,HNT/BTC,0.0003857,0.0004072,0.0003829,0.0004072,1062.678,0.41454413918
1659052800,2022-07-29 00:00:00,HNT/BTC,0.0003849,0.0003951,0.0003772,0.0003867,605.4616,0.23241041212
1658966400,2022-07-28 00:00:00,HNT/BTC,0.0003982,0.0004015,0.0003848,0.0003866,271.2978,0.10623959838
1658880000,2022-07-27 00:00:00,HNT/BTC,0.0004064,0.000409,0.0003655,0.0003959,1734.0442,0.68730910907
1658793600,2022-07-26 00:00:00,HNT/BTC,0.0004064,0.0004152,0.0004021,0.0004059,404.5306,0.16624837976
1658707200,2022-07-25 00:00:00,HNT/BTC,0.000409,0.0004123,0.0004024,0.0004064,239.8549,0.09786095554
1658620800,2022-07-24 00:00:00,HNT/BTC,0.0004124,0.0004167,0.0004072,0.0004107,125.2943,0.05165264153
1658534400,2022-07-23 00:00:00,HNT/BTC,0.0004086,0.0004181,0.0004081,0.000414,644.5141,0.2651699674
1658448000,2022-07-22 00:00:00,HNT/BTC,0.0004104,0.0004252,0.0004044,0.0004102,1827.4188,0.7629703678
1658361600,2022-07-21 00:00:00,HNT/BTC,0.0004047,0.0004149,0.0003978,0.0004104,599.1958,0.24368298187
1658275200,2022-07-20 00:00:00,HNT/BTC,0.0004179,0.0004499,0.0003993,0.0004049,2445.7379,1.01998945357
1658188800,2022-07-19 00:00:00,HNT/BTC,0.000421,0.0004442,0.0004139,0.000417,1609.6075,0.68607462843
1658102400,2022-07-18 00:00:00,HNT/BTC,0.0004268,0.0004346,0.000417,0.0004209,754.4967,0.31999028736
1658016000,2022-07-17 00:00:00,HNT/BTC,0.0004236,0.0004296,0.0004121,0.000428,928.0061,0.39060456387
1657929600,2022-07-16 00:00:00,HNT/BTC,0.0004223,0.000425,0.0004153,0.0004224,432.7093,0.18159519223
1657843200,2022-07-15 00:00:00,HNT/BTC,0.0004338,0.0004398,0.0004192,0.0004232,555.2182,0.23635215818
1657756800,2022-07-14 00:00:00,HNT/BTC,0.0004386,0.0004403,0.000427,0.0004343,1832.6223,0.79366823184
1657670400,2022-07-13 00:00:00,HNT/BTC,0.0004409,0.0004473,0.000427,0.0004403,1025.595,0.44713671904
1657584000,2022-07-12 00:00:00,HNT/BTC,0.0004476,0.0004588,0.0004201,0.0004404,1641.4367,0.71712183523
1657497600,2022-07-11 00:00:00,HNT/BTC,0.0004492,0.0004551,0.0004441,0.0004486,774.375,0.34754745167
1657411200,2022-07-10 00:00:00,HNT/BTC,0.0004436,0.0004602,0.00044,0.0004498,904.5999,0.40946815801
1657324800,2022-07-09 00:00:00,HNT/BTC,0.0004274,0.0004474,0.0004271,0.0004451,612.2803,0.26571578092
1657238400,2022-07-08 00:00:00,HNT/BTC,0.0004359,0.0004384,0.0004205,0.0004274,899.2595,0.38578974787
1657152000,2022-07-07 00:00:00,HNT/BTC,0.0004495,0.0004591,0.0004313,0.0004344,607.62252262,0.269074752862794
1657065600,2022-07-06 00:00:00,HNT/BTC,0.0004522,0.000458,0.0004478,0.0004493,248.42011951,0.112238771234997
1656979200,2022-07-05 00:00:00,HNT/BTC,0.0004673,0.0004707,0.0004508,0.0004536,298.19329005,0.137288388308492
1656892800,2022-07-04 00:00:00,HNT/BTC,0.000475,0.0004848,0.0004647,0.0004685,986.61405802,0.468785205127052
1656806400,2022-07-03 00:00:00,HNT/BTC,0.0004713,0.0004797,0.0004657,0.0004743,748.64768921,0.352517469236351
1656720000,2022-07-02 00:00:00,HNT/BTC,0.0004725,0.0004781,0.0004634,0.0004712,1675.23907812,0.788326902960754
1656633600,2022-07-01 00:00:00,HNT/BTC,0.0004747,0.000484,0.0004633,0.0004689,1653.3962,0.78394113929
1656547200,2022-06-30 00:00:00,HNT/BTC,0.0004751,0.0004977,0.0004481,0.0004737,3059.30571147,1.440382128633358
1656460800,2022-06-29 00:00:00,HNT/BTC,0.0004968,0.0005015,0.0004734,0.0004745,630.24206041,0.305696452465301
1656374400,2022-06-28 00:00:00,HNT/BTC,0.0005251,0.000527,0.0004968,0.0004993,624.90772153,0.32167829781892
1656288000,2022-06-27 00:00:00,HNT/BTC,0.0005114,0.0005306,0.0005055,0.0005236,882.43682767,0.456025407722358
1656201600,2022-06-26 00:00:00,HNT/BTC,0.0005468,0.0005567,0.000508,0.0005112,1930.29848431,1.026205112401324
1656115200,2022-06-25 00:00:00,HNT/BTC,0.000535,0.0005641,0.0005256,0.0005449,2305.74341514,1.253472995445576
1656028800,2022-06-24 00:00:00,HNT/BTC,0.0005018,0.0005452,0.0004965,0.0005335,1529.91905726,0.802063997073955
1655942400,2022-06-23 00:00:00,HNT/BTC,0.0005115,0.0005189,0.0004963,0.0005005,867.02723592,0.440261324713889
1655856000,2022-06-22 00:00:00,HNT/BTC,0.0005054,0.0005162,0.000489,0.000511,1105.95274872,0.555882336870126
1655769600,2022-06-21 00:00:00,HNT/BTC,0.0005185,0.000527,0.0004995,0.000509,1606.93115655,0.829611501446288
1655683200,2022-06-20 00:00:00,HNT/BTC,0.0005475,0.0005809,0.0005068,0.0005186,2556.18341637,1.380329929619333
1655596800,2022-06-19 00:00:00,HNT/BTC,0.0005425,0.0005786,0.0005391,0.0005482,2361.59718603,1.325130159628461
1655510400,2022-06-18 00:00:00,HNT/BTC,0.0005521,0.0005757,0.0005153,0.0005422,4687.88749582,2.578197118584097
1655424000,2022-06-17 00:00:00,HNT/BTC,0.0004965,0.0005547,0.0004965,0.0005496,2575.56310982,1.365094839517154
1655337600,2022-06-16 00:00:00,HNT/BTC,0.0005062,0.0005192,0.0004737,0.000495,2421.67291344,1.207181614412318
1655251200,2022-06-15 00:00:00,HNT/BTC,0.0004347,0.0005087,0.0004254,0.0005083,3473.25201484,1.592206303623805
1655164800,2022-06-14 00:00:00,HNT/BTC,0.0003649,0.0004554,0.0003594,0.0004348,4795.16555451,1.993550185298771
1655078400,2022-06-13 00:00:00,HNT/BTC,0.0003435,0.0003791,0.0003173,0.000365,3519.3968406,1.210841184412019
1654992000,2022-06-12 00:00:00,HNT/BTC,0.0003454,0.0003952,0.0003335,0.0003435,1685.26740767,0.602994885393148
1654905600,2022-06-11 00:00:00,HNT/BTC,0.0003868,0.0004007,0.0003373,0.0003454,1520.99042886,0.554351842797478
1654819200,2022-06-10 00:00:00,HNT/BTC,0.0004072,0.0004174,0.0003844,0.0003875,1305.29035529,0.514968404485441
1654732800,2022-06-09 00:00:00,HNT/BTC,0.0003665,0.0004213,0.0003591,0.0004075,1009.03414563,0.400586731948101
1654646400,2022-06-08 00:00:00,HNT/BTC,0.0003347,0.0003798,0.0003287,0.0003653,1871.75496272,0.643220251716613
1654560000,2022-06-07 00:00:00,HNT/BTC,0.0003488,0.0003687,0.0003299,0.0003345,1802.43688465,0.617020084772885
1654473600,2022-06-06 00:00:00,HNT/BTC,0.0003144,0.0003758,0.0003093,0.0003501,2634.73901224,0.902069830366855
1654387200,2022-06-05 00:00:00,HNT/BTC,0.0003251,0.0003597,0.000314,0.0003146,609.28744773,0.196279142669992
1654300800,2022-06-04 00:00:00,HNT/BTC,0.000298,0.0003322,0.0002923,0.0003251,457.486,0.14497332575
1654214400,2022-06-03 00:00:00,HNT/BTC,0.0002954,0.0003305,0.0002902,0.0002902,716.08463277,0.216653808369207
1654128000,2022-06-02 00:00:00,HNT/BTC,0.0003063,0.0003177,0.0002851,0.0002961,585.20913456,0.177827567524807
1654041600,2022-06-01 00:00:00,HNT/BTC,0.0003156,0.0003177,0.0002957,0.0003072,646.83014324,0.198279280453263
1653955200,2022-05-31 00:00:00,HNT/BTC,0.0003114,0.0003403,0.0002984,0.0003156,2272.10854536,0.711208391918418
1653868800,2022-05-30 00:00:00,HNT/BTC,0.000253,0.0004678,0.0002515,0.0003099,5893.66554909,2.015353184476402
1653782400,2022-05-29 00:00:00,HNT/BTC,0.0002651,0.0002698,0.000244,0.0002532,278.29899996,0.071407409779408
1653696000,2022-05-28 00:00:00,HNT/BTC,0.0002654,0.0002891,0.0002553,0.0002648,1139.74116068,0.30618548782049
1653609600,2022-05-27 00:00:00,HNT/BTC,0.0002952,0.0003113,0.0002627,0.0002653,1359.91578509,0.391795614482881
1653523200,2022-05-26 00:00:00,HNT/BTC,0.000313,0.0003225,0.0002883,0.0002932,282.28299848,0.087422081189731
1653436800,2022-05-25 00:00:00,HNT/BTC,0.0003201,0.0003273,0.0002808,0.0003134,784.39618517,0.23354000018286
1653350400,2022-05-24 00:00:00,HNT/BTC,0.0003273,0.0003288,0.0003067,0.00032,246.72609884,0.078302696978018
1653264000,2022-05-23 00:00:00,HNT/BTC,0.0003183,0.0003389,0.0003099,0.0003238,885.47667996,0.280031704644672
1653177600,2022-05-22 00:00:00,HNT/BTC,0.0003405,0.0003468,0.0003093,0.0003193,626.23494773,0.203556189925439
1653091200,2022-05-21 00:00:00,HNT/BTC,0.0003192,0.0003529,0.0003123,0.0003405,787.56814408,0.25938958484806
1653004800,2022-05-20 00:00:00,HNT/BTC,0.0003046,0.0003309,0.0002873,0.0003186,1768.00639025,0.542824833261359
1652918400,2022-05-19 00:00:00,HNT/BTC,0.000305,0.0003249,0.0002752,0.0003033,2849.74103951,0.843050872492743
1652832000,2022-05-18 00:00:00,HNT/BTC,0.0003229,0.0003249,0.0003017,0.0003063,1357.92020189,0.424070120624583
1652745600,2022-05-17 00:00:00,HNT/BTC,0.0003024,0.0003398,0.0003,0.0003238,596.33272306,0.188912823272898
1652659200,2022-05-16 00:00:00,HNT/BTC,0.0003315,0.0003322,0.0003001,0.0003023,1548.84581058,0.497842771057765
1652572800,2022-05-15 00:00:00,HNT/BTC,0.00034,0.00035,0.0003229,0.0003315,609.41099233,0.20373647488836
1652486400,2022-05-14 00:00:00,HNT/BTC,0.0003383,0.0003499,0.000324,0.00034,710.89054663,0.24034323817889
1652400000,2022-05-13 00:00:00,HNT/BTC,0.0003392,0.0003852,0.0003316,0.0003384,3178.9469876,1.15280726126786
1652313600,2022-05-12 00:00:00,HNT/BTC,0.0003052,0.0003832,0.00029,0.0003366,3138.56435849,1.050443767981287
1652227200,2022-05-11 00:00:00,HNT/BTC,0.0003903,0.0003977,0.0002865,0.0003081,3170.24388725,1.042477536739549
1652140800,2022-05-10 00:00:00,HNT/BTC,0.0003867,0.0004249,0.000376,0.0003918,2693.9242512,1.068493019604658
1652054400,2022-05-09 00:00:00,HNT/BTC,0.0004125,0.0004208,0.0003823,0.0003867,2300.20245962,0.912231328332608
1651968000,2022-05-08 00:00:00,HNT/BTC,0.0004084,0.0004193,0.0003978,0.0004113,636.42025523,0.261865435628024
1651881600,2022-05-07 00:00:00,HNT/BTC,0.0004289,0.0004386,0.0004039,0.00041,1644.84545941,0.688132710985313
1651795200,2022-05-06 00:00:00,HNT/BTC,0.0004096,0.0004338,0.0004065,0.0004288,2483.88331436,1.046027484872535
1651708800,2022-05-05 00:00:00,HNT/BTC,0.0004344,0.0004407,0.0003908,0.0004112,3631.39506321,1.503110967815389
1651622400,2022-05-04 00:00:00,HNT/BTC,0.0004169,0.000443,0.0004035,0.0004343,1163.79181404,0.483272149443408
1651536000,2022-05-03 00:00:00,HNT/BTC,0.0003922,0.000465,0.0003901,0.0004176,1719.6760951,0.734653200887965
1651449600,2022-05-02 00:00:00,HNT/BTC,0.0003715,0.0004009,0.0003585,0.0003921,829.31805102,0.313977819722548
1651363200,2022-05-01 00:00:00,HNT/BTC,0.0003591,0.0003772,0.0003479,0.0003717,732.26454845,0.264301777147711
1651276800,2022-04-30 00:00:00,HNT/BTC,0.0004025,0.0004044,0.0003474,0.000359,652.3752762,0.245865593330741
1651190400,2022-04-29 00:00:00,HNT/BTC,0.0004089,0.0004231,0.0003829,0.0004031,1201.7048,0.48840788452
1651104000,2022-04-28 00:00:00,HNT/BTC,0.0004292,0.0004343,0.0004061,0.0004106,354.11281599,0.147909585864319
1651017600,2022-04-27 00:00:00,HNT/BTC,0.0004444,0.0004496,0.0004284,0.0004308,483.45883629,0.211248060162896
1650931200,2022-04-26 00:00:00,HNT/BTC,0.0004354,0.0004536,0.0004234,0.0004443,424.32478948,0.183446653205976
1650844800,2022-04-25 00:00:00,HNT/BTC,0.0004588,0.0004588,0.000425,0.0004359,356.37631783,0.15572201415073
1650758400,2022-04-24 00:00:00,HNT/BTC,0.0004518,0.0004599,0.0004423,0.0004591,167.28639975,0.075484412889425
1650672000,2022-04-23 00:00:00,HNT/BTC,0.0004592,0.0004801,0.0004505,0.0004555,501.88015555,0.231934823508283
1650585600,2022-04-22 00:00:00,HNT/BTC,0.0004542,0.0004668,0.0004518,0.0004592,313.4110554,0.144135020530096
1650499200,2022-04-21 00:00:00,HNT/BTC,0.0004686,0.0004936,0.0004526,0.000455,841.84738013,0.396093905167089
1650412800,2022-04-20 00:00:00,HNT/BTC,0.0004707,0.0004911,0.000458,0.0004669,1262.05062184,0.594318638643563
1650326400,2022-04-19 00:00:00,HNT/BTC,0.0004785,0.0004846,0.000468,0.0004706,631.56696645,0.300836410587045
1650240000,2022-04-18 00:00:00,HNT/BTC,0.0005037,0.0005112,0.0004707,0.0004801,1855.02082449,0.907470263846281
1650153600,2022-04-17 00:00:00,HNT/BTC,0.000506,0.0005109,0.0005025,0.0005055,351.11682455,0.177522257768765
1650067200,2022-04-16 00:00:00,HNT/BTC,0.0005055,0.000514,0.0005011,0.0005059,527.88543682,0.268180180377016
1649980800,2022-04-15 00:00:00,HNT/BTC,0.0005077,0.0005143,0.0005036,0.0005073,1347.75600777,0.685969653463703
1649894400,2022-04-14 00:00:00,HNT/BTC,0.0005102,0.0005195,0.0005046,0.0005083,1773.62825724,0.904853674613664
1649808000,2022-04-13 00:00:00,HNT/BTC,0.0005169,0.000527,0.0005054,0.0005099,631.31202963,0.325742519032556
1649721600,2022-04-12 00:00:00,HNT/BTC,0.0005119,0.0005285,0.0005109,0.0005158,2119.3265968,1.10175002987917
1649635200,2022-04-11 00:00:00,HNT/BTC,0.0005182,0.000521,0.0005011,0.0005119,1503.55976577,0.762538971522512
1649548800,2022-04-10 00:00:00,HNT/BTC,0.0005342,0.0005405,0.000517,0.0005185,708.93158408,0.374032771423572
1649462400,2022-04-09 00:00:00,HNT/BTC,0.0005205,0.0005419,0.0005194,0.000534,1752.95076729,0.932021698267686
1649376000,2022-04-08 00:00:00,HNT/BTC,0.0005349,0.0005617,0.0005134,0.0005212,2834.44031695,1.51076238206483
1649289600,2022-04-07 00:00:00,HNT/BTC,0.0005176,0.0005349,0.000515,0.0005348,1786.61503848,0.937950939961071
1649203200,2022-04-06 00:00:00,HNT/BTC,0.0005415,0.0005613,0.0005136,0.0005193,4208.40416888,2.215673965462406
1649116800,2022-04-05 00:00:00,HNT/BTC,0.0005432,0.0005763,0.0005305,0.0005392,2897.28001616,1.586256201274283
1649030400,2022-04-04 00:00:00,HNT/BTC,0.0005714,0.000611,0.0005329,0.0005432,6173.11901263,3.512786785048762
1648944000,2022-04-03 00:00:00,HNT/BTC,0.0005373,0.0005989,0.0005358,0.0005686,6862.33785171,3.925112769937429
1648857600,2022-04-02 00:00:00,HNT/BTC,0.0005331,0.0005523,0.0005253,0.0005366,1519.52243494,0.817930891469192
1648771200,2022-04-01 00:00:00,HNT/BTC,0.0005381,0.0005411,0.0005109,0.000534,4562.29108709,2.388806674869342
1648684800,2022-03-31 00:00:00,HNT/BTC,0.0005325,0.0005509,0.0005137,0.0005398,7231.19486374,3.879277099373873
1648598400,2022-03-30 00:00:00,HNT/BTC,0.0005051,0.0005838,0.0004968,0.0005324,13510.51891211,7.182798994351522
1648512000,2022-03-29 00:00:00,HNT/BTC,0.0005044,0.0005237,0.0004969,0.0005056,3372.63044624,1.715719196081934
1648425600,2022-03-28 00:00:00,HNT/BTC,0.0005309,0.0005395,0.0005044,0.0005067,4424.64611862,2.309654920224665
1648339200,2022-03-27 00:00:00,HNT/BTC,0.0005418,0.0005557,0.0005221,0.0005299,3674.20699926,1.976046761693071
1648252800,2022-03-26 00:00:00,HNT/BTC,0.0005307,0.0005438,0.0005239,0.0005418,1761.8446,0.9463805407
1648166400,2022-03-25 00:00:00,HNT/BTC,0.0005718,0.0005885,0.0005202,0.0005326,10948.19405465,6.128379626034217
1648080000,2022-03-24 00:00:00,HNT/BTC,0.0005902,0.0005902,0.0005576,0.0005722,2706.35090821,1.542628841687641
1647993600,2022-03-23 00:00:00,HNT/BTC,0.000595,0.0006118,0.0005769,0.0005882,2498.73738353,1.477291623044332
1647907200,2022-03-22 00:00:00,HNT/BTC,0.0005537,0.0005948,0.0005471,0.00059,4573.6108457,2.601932562857069
