https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ELF,Volume BTC
1663372800,2022-09-17 00:00:00,ELF/BTC,0.000006895,0.000006945,0.000006844,0.000006895,33804.7503,0.2329754464949
1663286400,2022-09-16 00:00:00,ELF/BTC,0.000006898,0.000006971,0.000006879,0.000006928,27726.3022,0.1918534508735
1663200000,2022-09-15 00:00:00,ELF/BTC,0.000007023,0.000007045,0.00000689,0.000006903,49737.276,0.3458939943341
1663113600,2022-09-14 00:00:00,ELF/BTC,0.000006926,0.000007097,0.000006915,0.000006991,87826.8323,0.6173729274084
1663027200,2022-09-13 00:00:00,ELF/BTC,0.000006882,0.000006985,0.00000668,0.000006957,57426.3448,0.3949618104439
1662940800,2022-09-12 00:00:00,ELF/BTC,0.000007031,0.000007378,0.000006867,0.000006914,284462.1508,2.0219731276012
1662854400,2022-09-11 00:00:00,ELF/BTC,0.00000684,0.000007179,0.000006804,0.00000701,119963.1482,0.8452237239236
1662768000,2022-09-10 00:00:00,ELF/BTC,0.000006896,0.000006938,0.000006797,0.000006803,59565.6779,0.4098222458129
1662681600,2022-09-09 00:00:00,ELF/BTC,0.00000738,0.000007543,0.00000683,0.000006895,160558.3785,1.1523713602949
1662595200,2022-09-08 00:00:00,ELF/BTC,0.000007012,0.00000806,0.000007011,0.000007385,581363.9417,4.4061166986804
1662508800,2022-09-07 00:00:00,ELF/BTC,0.000007077,0.000007077,0.000007004,0.000007036,13046.3026,0.0918212950176
1662422400,2022-09-06 00:00:00,ELF/BTC,0.000007092,0.000007236,0.000007077,0.000007101,40916.7883,0.2925450144776
1662336000,2022-09-05 00:00:00,ELF/BTC,0.000007102,0.000007131,0.000007084,0.000007126,3851.6606,0.0273684408335
1662249600,2022-09-04 00:00:00,ELF/BTC,0.000007117,0.00000715,0.000007093,0.000007131,12293.5119,0.0875035684728
1662163200,2022-09-03 00:00:00,ELF/BTC,0.000007065,0.00000715,0.000007064,0.00000714,11321.2264,0.0804644785798
1662076800,2022-09-02 00:00:00,ELF/BTC,0.000007107,0.000007239,0.000007062,0.000007096,71645.3489,0.5113229757903
