https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CVX,Volume USDT
1657756800,2022-07-14 00:00:00,CVX/USDT,6.183,6.6281,5.677,6.28,16246.95793643,99379.008300334273
1657670400,2022-07-13 00:00:00,CVX/USDT,5.1247,6.3843,5.121,6.1401,20560.29234731,118834.091547345592
1657584000,2022-07-12 00:00:00,CVX/USDT,5.3614,5.52,5.1298,5.1304,10074.28466554,53422.092596227944
1657497600,2022-07-11 00:00:00,CVX/USDT,5.883,5.883,5.3501,5.3839,9323.10869546,53134.484903418599
1657411200,2022-07-10 00:00:00,CVX/USDT,6.5554,6.5724,5.8491,5.8998,11637.71670929,71108.686781184112
1657324800,2022-07-09 00:00:00,CVX/USDT,5.866,7.0568,5.8504,6.55,11966.22167186,75930.580955045993
1657238400,2022-07-08 00:00:00,CVX/USDT,6.1261,6.1261,5.5708,5.8796,18664.84438869,108954.395496556261
1657152000,2022-07-07 00:00:00,CVX/USDT,5.919,6.4549,5.69,6.1107,14504.7264844,87604.304920235988
1657065600,2022-07-06 00:00:00,CVX/USDT,5.9046,6.2475,5.5052,5.9388,25669.08162667,148510.694044755009
1656979200,2022-07-05 00:00:00,CVX/USDT,4.575,6.4824,4.3005,5.9289,126938.87616782,684959.095285614155
1656892800,2022-07-04 00:00:00,CVX/USDT,4.0999,4.9837,4.012,4.575,8486.51274218,37004.189259238443
1656806400,2022-07-03 00:00:00,CVX/USDT,3.962,4.26,3.8989,4.0683,9687.48049519,39327.292300010002
1656720000,2022-07-02 00:00:00,CVX/USDT,4.1479,4.2677,3.8858,3.962,10951.9019146,43946.736060703734
1656633600,2022-07-01 00:00:00,CVX/USDT,4.32,4.8663,3.8734,4.126,33690.55069556,140766.027404051221
1656547200,2022-06-30 00:00:00,CVX/USDT,3.5851,4.7296,3.5134,4.3465,77571.04111059,311826.004852965009
1656460800,2022-06-29 00:00:00,CVX/USDT,3.8171,3.8974,3.5649,3.6052,13402.39947868,49561.280528750133
1656374400,2022-06-28 00:00:00,CVX/USDT,4.288,4.3327,3.7872,3.8173,9401.15843779,38892.737833222949
1656288000,2022-06-27 00:00:00,CVX/USDT,4.5787,4.7313,4.1675,4.288,16316.52564388,72453.364576782105
1656201600,2022-06-26 00:00:00,CVX/USDT,4.8814,5.5296,4.4864,4.5616,22077.0573976,108114.344183935468
1656115200,2022-06-25 00:00:00,CVX/USDT,5.0195,5.2499,4.6896,4.8982,11103.75155628,55483.321655447098
1656028800,2022-06-24 00:00:00,CVX/USDT,4.5115,5.22,4.4943,5.0095,20685.75948015,98685.432946451
1655942400,2022-06-23 00:00:00,CVX/USDT,4.2269,5.0024,4.2269,4.4978,12944.87848882,59121.186169005923
1655856000,2022-06-22 00:00:00,CVX/USDT,4.366,4.7297,4.0348,4.2351,28322.81367554,122035.400173845645
1655769600,2022-06-21 00:00:00,CVX/USDT,4.3117,5.3434,4.2622,4.3642,17392.23374746,80327.00110345592
1655683200,2022-06-20 00:00:00,CVX/USDT,4.0536,4.5336,3.7563,4.3182,17745.13384413,72741.540599719911
1655596800,2022-06-19 00:00:00,CVX/USDT,3.567,5.4317,3.2949,4.0349,32390.85121145,137308.615886013316
1655510400,2022-06-18 00:00:00,CVX/USDT,3.6354,4.2947,3.0612,3.5568,41717.57850957,143588.740942708901
1655424000,2022-06-17 00:00:00,CVX/USDT,3.4402,3.938,3.384,3.6383,6456.24584131,23343.717689975333
1655337600,2022-06-16 00:00:00,CVX/USDT,4.1016,4.2026,3.3531,3.4466,20634.66632326,77943.105032720399
1655251200,2022-06-15 00:00:00,CVX/USDT,4.0278,4.32,3.4375,4.0966,45239.69857525,171139.768980077835
1655164800,2022-06-14 00:00:00,CVX/USDT,4.1078,4.4999,3.6925,4.0427,20340.69632318,81729.027260145143
1655078400,2022-06-13 00:00:00,CVX/USDT,5.0706,5.2198,3.927,4.1078,51818.90613407,232456.813750437237
1654992000,2022-06-12 00:00:00,CVX/USDT,5.562,5.6521,4.89,5.0772,14577.66373673,74794.635784124347
1654905600,2022-06-11 00:00:00,CVX/USDT,6.1983,6.4241,5.389,5.5663,12391.99432002,71350.76150676445
1654819200,2022-06-10 00:00:00,CVX/USDT,7.4177,7.594,6.1409,6.2183,14299.13763022,97732.399598917049
1654732800,2022-06-09 00:00:00,CVX/USDT,7.5966,8.2268,7.2642,7.4256,8726.04472242,65723.138485596263
1654646400,2022-06-08 00:00:00,CVX/USDT,7.7453,7.8549,7.436,7.6155,3403.71784432,26034.615938498214
1654560000,2022-06-07 00:00:00,CVX/USDT,8.4101,8.6362,7.4441,7.7454,12919.83035498,100987.638143421481
1654473600,2022-06-06 00:00:00,CVX/USDT,8.4713,9.0465,8.3443,8.4187,4749.88609411,41310.382208785664
1654387200,2022-06-05 00:00:00,CVX/USDT,8.4788,8.8619,8.2874,8.4852,7274.79863225,61574.383465893138
1654300800,2022-06-04 00:00:00,CVX/USDT,8.4201,8.6,8.2927,8.4788,7700.10537825,64824.565232894951
1654214400,2022-06-03 00:00:00,CVX/USDT,8.9053,8.9713,8.3,8.4496,13962.06409149,118408.481766194087
1654128000,2022-06-02 00:00:00,CVX/USDT,9.2784,9.3232,8.5913,8.8607,11413.7394343,101354.534259590111
1654041600,2022-06-01 00:00:00,CVX/USDT,10.2925,10.3938,9.0754,9.2914,10125.20072743,99975.466680902844
1653955200,2022-05-31 00:00:00,CVX/USDT,10.7509,11.3139,10.1432,10.2925,9031.59814656,95010.651265378881
1653868800,2022-05-30 00:00:00,CVX/USDT,9.5316,10.8171,9.4095,10.6538,11548.93361488,116906.563809993047
1653782400,2022-05-29 00:00:00,CVX/USDT,9.345,9.7805,9.1711,9.5413,15342.95090071,145605.527336668363
1653696000,2022-05-28 00:00:00,CVX/USDT,9.1941,9.5503,9.0006,9.38,14476.48999272,134866.268970088503
1653609600,2022-05-27 00:00:00,CVX/USDT,9.7725,9.8633,9.0289,9.2181,17178.93952884,162443.883589062328
1653523200,2022-05-26 00:00:00,CVX/USDT,10.5932,10.8038,9.3694,9.7669,12742.74845831,127043.784318159571
1653436800,2022-05-25 00:00:00,CVX/USDT,10.5114,10.9458,10.1916,10.6567,8880.46814478,93936.74051633475
1653350400,2022-05-24 00:00:00,CVX/USDT,10.1648,10.5341,9.8808,10.5113,5951.9714417,61125.526739446249
1653264000,2022-05-23 00:00:00,CVX/USDT,10.5573,11.2364,10.0228,10.1506,10952.18274707,117586.681714094627
1653177600,2022-05-22 00:00:00,CVX/USDT,9.571,10.6618,9.484,10.558,6828.67468023,67758.143119029923
1653091200,2022-05-21 00:00:00,CVX/USDT,9.9117,10.0119,9.4548,9.591,5816.3721255,56485.537363798295
1653004800,2022-05-20 00:00:00,CVX/USDT,10.2477,10.8241,9.7402,9.9003,10502.90592317,106935.05400789051
1652918400,2022-05-19 00:00:00,CVX/USDT,10.6927,11.1588,9.9659,10.3068,20524.0964032,214652.170772572594
1652832000,2022-05-18 00:00:00,CVX/USDT,12.4368,12.9117,10.6618,10.7235,14483.44028439,170732.324759466361
1652745600,2022-05-17 00:00:00,CVX/USDT,11.0186,13.0114,10.6998,12.4368,23842.98487797,277118.059892998572
1652659200,2022-05-16 00:00:00,CVX/USDT,11.7977,11.7977,10.4927,11.0186,10324.84464916,113980.345712272001
1652572800,2022-05-15 00:00:00,CVX/USDT,11.7455,12.539,10.85,11.7978,11777.02834344,135053.47032658772
1652486400,2022-05-14 00:00:00,CVX/USDT,12.6576,13.0864,10.8337,11.7978,17964.76410071,214300.487702317632
1652400000,2022-05-13 00:00:00,CVX/USDT,11.4144,14.9332,10.3528,12.6576,27116.61996228,359831.559727391508
1652313600,2022-05-12 00:00:00,CVX/USDT,13.9805,15.3047,10.2204,11.4751,22502.67731803,283186.96325278409
1652227200,2022-05-11 00:00:00,CVX/USDT,21.0761,21.6384,12.8842,13.9252,23144.70487993,386406.993639328927
1652140800,2022-05-10 00:00:00,CVX/USDT,19.2077,22.6242,18.574,21.076,11449.60601622,235304.642453406683
1652054400,2022-05-09 00:00:00,CVX/USDT,21.6208,21.8492,19.0109,19.1982,14544.71338964,297485.731256892793
1651968000,2022-05-08 00:00:00,CVX/USDT,22.6008,22.6407,19.6175,21.5786,14079.52049318,302539.689638405871
1651881600,2022-05-07 00:00:00,CVX/USDT,23.0177,23.4027,22.1917,22.5947,4194.69513908,95737.716861359834
1651795200,2022-05-06 00:00:00,CVX/USDT,23.4125,25.3333,21.7276,23.0422,7351.64006507,166778.252821722186
1651708800,2022-05-05 00:00:00,CVX/USDT,25.3631,26.2127,22.1844,23.4445,7291.77658498,173056.896608451036
1651622400,2022-05-04 00:00:00,CVX/USDT,22.4588,27.2846,21.4762,25.3631,16370.93721673,397536.320695989102
1651536000,2022-05-03 00:00:00,CVX/USDT,22.471,23.9697,22.1411,22.44,8335.12779689,190020.654875645467
1651449600,2022-05-02 00:00:00,CVX/USDT,23.128,23.5862,21.9876,22.4422,3378.26310019,76491.722332312598
1651363200,2022-05-01 00:00:00,CVX/USDT,22.9659,24.2456,21.937,23.2133,7371.32649874,169536.850397708411
1651276800,2022-04-30 00:00:00,CVX/USDT,24.8573,27.259,22.69,22.9561,4023.14741983,99029.080051752353
1651190400,2022-04-29 00:00:00,CVX/USDT,26.9609,28.71,24.737,24.8573,3466.53748026,90611.067087260606
1651104000,2022-04-28 00:00:00,CVX/USDT,27.5665,27.831,26.54,26.961,2846.04025871,77529.322470627831
1651017600,2022-04-27 00:00:00,CVX/USDT,24.2,27.9,24.1598,27.5818,8895.41260588,233632.343824765317
1650931200,2022-04-26 00:00:00,CVX/USDT,26.19,26.5079,24.1396,24.1398,3428.89323191,86886.048775308308
1650844800,2022-04-25 00:00:00,CVX/USDT,25.2704,27.334,23.5,26.176,12775.4910664,320791.32054815835
1650758400,2022-04-24 00:00:00,CVX/USDT,25.4981,26.12,25.26,25.26,1909.35190087,49060.326794672796
1650672000,2022-04-23 00:00:00,CVX/USDT,26.0019,26.3106,25.3489,25.553,6582.68713427,170340.305358831145
1650585600,2022-04-22 00:00:00,CVX/USDT,28.24,28.9192,23.546,26.0322,22246.76303881,567752.616616342703
1650499200,2022-04-21 00:00:00,CVX/USDT,29.818,30.5633,28.0867,28.3279,5232.3896443,153331.431536097082
1650412800,2022-04-20 00:00:00,CVX/USDT,28.1942,29.9517,27.778,29.7084,7240.87618627,210231.354590046771
1650326400,2022-04-19 00:00:00,CVX/USDT,28.2777,29.2574,27.3331,28.1942,12069.81638914,340807.063130292006
1650240000,2022-04-18 00:00:00,CVX/USDT,26.0178,28.5739,25.3258,28.2645,4784.32503578,127025.883976591066
1650153600,2022-04-17 00:00:00,CVX/USDT,28.1134,28.132,25.9629,26.0531,3655.25484708,100799.256069015591
1650067200,2022-04-16 00:00:00,CVX/USDT,28.6111,28.6871,27.9571,28.1134,1926.96204005,54504.010236840165
1649980800,2022-04-15 00:00:00,CVX/USDT,28.2496,28.6925,28.088,28.6111,2443.6134272,69522.904414085661
1649894400,2022-04-14 00:00:00,CVX/USDT,29.7696,30.2686,28,28.2606,3848.23212089,111941.127776821926
1649808000,2022-04-13 00:00:00,CVX/USDT,28.6737,30.0939,28.2641,29.76,6611.96264787,193916.850911355737
1649721600,2022-04-12 00:00:00,CVX/USDT,29.62,30.7611,28.2767,28.697,11544.03898136,341032.761238297411
1649635200,2022-04-11 00:00:00,CVX/USDT,34.1698,34.5306,29.441,29.6198,16703.97201702,539503.03133278844
1649548800,2022-04-10 00:00:00,CVX/USDT,34.8688,35.9585,33.8002,34.293,5776.71850769,200835.126893862327
1649462400,2022-04-09 00:00:00,CVX/USDT,34.6187,35.0792,34.0911,34.9068,2519.60927681,87045.788243098759
1649376000,2022-04-08 00:00:00,CVX/USDT,34.5586,36.0924,34.2379,34.5972,14233.5411446,500619.002571555784
1649289600,2022-04-07 00:00:00,CVX/USDT,33.781,35.909,30.6543,34.56,14126.84327579,477934.700517870818
1649203200,2022-04-06 00:00:00,CVX/USDT,36.1207,36.157,33.5871,33.7636,12537.51722254,441841.519967480913
1649116800,2022-04-05 00:00:00,CVX/USDT,37.0796,38.4454,35.9879,36.1302,13787.87516363,509540.578885124869
1649030400,2022-04-04 00:00:00,CVX/USDT,38.7803,40.0362,35.2852,37.0544,16637.30371482,622560.281276595067
1648944000,2022-04-03 00:00:00,CVX/USDT,34.1436,40,32.614,38.7803,16943.29694094,610985.923473106387
1648857600,2022-04-02 00:00:00,CVX/USDT,30.0058,37.0027,29.96,34.1436,29681.14377119,980607.903686654779
1648771200,2022-04-01 00:00:00,CVX/USDT,28.7978,33.5615,27.4279,29.9501,12906.84664256,385082.796452461889
1648684800,2022-03-31 00:00:00,CVX/USDT,29.7412,31.4019,28.4605,28.7978,3347.11356389,99270.629556108421
1648598400,2022-03-30 00:00:00,CVX/USDT,29.2099,30.7507,28.3429,29.6484,5048.00005151,149548.425152623639
1648512000,2022-03-29 00:00:00,CVX/USDT,30.1122,31.5411,28.5532,29.24,4853.76712632,145286.335547907959
1648425600,2022-03-28 00:00:00,CVX/USDT,29.924,32.1366,26.9408,30.1251,11022.6890166,330329.30540456262
1648339200,2022-03-27 00:00:00,CVX/USDT,27.7725,32.5,27.5154,29.9472,17262.36630407,516188.876483752374
1648252800,2022-03-26 00:00:00,CVX/USDT,24.3151,29.87,24.08,27.7725,18631.34294695,501400.715470827704
1648166400,2022-03-25 00:00:00,CVX/USDT,23.2679,25.6929,23.16,24.3076,15032.06688667,364244.954498148196
1648080000,2022-03-24 00:00:00,CVX/USDT,21.2698,24.1568,21.1088,23.2679,9295.95643017,210882.585639556335
1647993600,2022-03-23 00:00:00,CVX/USDT,20.7683,21.8,20.1593,21.3232,4285.78816947,89689.388899053358
1647907200,2022-03-22 00:00:00,CVX/USDT,20.3143,21.5343,20.0422,20.7683,7081.7848714,146788.852934012417
1647820800,2022-03-21 00:00:00,CVX/USDT,18.8951,21.8168,18.8,20.3143,12654.2185922,259981.358360694795
1647734400,2022-03-20 00:00:00,CVX/USDT,19.7094,19.743,17.9747,18.9143,5548.85004017,103553.603226855869
1647648000,2022-03-19 00:00:00,CVX/USDT,19.9398,20.339,19.3441,19.7375,4743.61033351,94311.230468775923
1647561600,2022-03-18 00:00:00,CVX/USDT,18.6948,20.6813,18.2921,19.88,5780.00320057,111121.052339528409
1647475200,2022-03-17 00:00:00,CVX/USDT,18.4644,19.3545,18.1265,18.6544,6618.87017741,123608.708497945946
1647388800,2022-03-16 00:00:00,CVX/USDT,17.4076,20.6036,17.1218,18.4562,19950.25581582,366477.39364998382
1647302400,2022-03-15 00:00:00,CVX/USDT,16.3421,18.44,15.1577,17.36,26125.15157333,439887.697761934063
1647216000,2022-03-14 00:00:00,CVX/USDT,15.8229,16.3499,15.2,16.3499,5940.23635487,93160.840342370569
1647129600,2022-03-13 00:00:00,CVX/USDT,16.3996,16.7141,15.76,15.76,4096.66613883,66491.511254863788
1647043200,2022-03-12 00:00:00,CVX/USDT,16.0807,16.6838,16.0201,16.3996,3077.20941843,50494.989171081616
1646956800,2022-03-11 00:00:00,CVX/USDT,16.2183,16.8337,15.8301,16.08,7135.82296441,115300.054249897396
1646870400,2022-03-10 00:00:00,CVX/USDT,17.028,17.0556,15.7004,16.3055,12648.02556772,205378.678250793994
1646784000,2022-03-09 00:00:00,CVX/USDT,15.8789,17.4509,15.8436,17.0273,19577.9146927,330349.717920328608
1646697600,2022-03-08 00:00:00,CVX/USDT,15.6255,16.1921,15.4944,15.91,5422.58407113,86019.200599238387
1646611200,2022-03-07 00:00:00,CVX/USDT,16.4318,16.8184,15,15.6456,21222.87929288,334704.684429258179
1646524800,2022-03-06 00:00:00,CVX/USDT,17.4806,18.0831,16.1921,16.4119,17467.77235617,301998.965322905252
1646438400,2022-03-05 00:00:00,CVX/USDT,17.6,18.1813,16.5,17.4919,26832.69953086,469554.718342222824
1646352000,2022-03-04 00:00:00,CVX/USDT,19.8718,19.9436,15.4492,17.6244,69443.3717134,1176822.533103704243
1646265600,2022-03-03 00:00:00,CVX/USDT,21.0705,22.0579,19.5329,19.87,30343.87102109,631594.045906507375
1646179200,2022-03-02 00:00:00,CVX/USDT,18.9,32.2037,18.6303,21.0728,68445.95937746,1554630.229869559935
1646092800,2022-03-01 00:00:00,CVX/USDT,19.5868,19.9885,17.9,18.9,66777.34984817,1257305.285858906299
1646006400,2022-02-28 00:00:00,CVX/USDT,17.4609,25.8911,16.2102,19.4976,87462.82097124,1593024.631317192456
1645920000,2022-02-27 00:00:00,CVX/USDT,19.8984,19.9339,17.3568,17.497,3920.98090887,72643.545731881435
1645833600,2022-02-26 00:00:00,CVX/USDT,20,21.4999,19.7805,19.9339,1929.79173923,39378.531996941782
1645747200,2022-02-25 00:00:00,CVX/USDT,18.9244,22.2911,18.5001,19.9882,4879.36672142,96916.218381940448
1645660800,2022-02-24 00:00:00,CVX/USDT,20.1388,20.209,16.1608,18.8902,9307.57706507,165736.975433857773
1645574400,2022-02-23 00:00:00,CVX/USDT,20.6902,23.9284,20.1388,20.1388,5591.27604624,121411.204781638443
1645488000,2022-02-22 00:00:00,CVX/USDT,21.5969,22.8734,19.9381,20.7538,4411.99869952,93232.945647684807
1645401600,2022-02-21 00:00:00,CVX/USDT,23.2068,25.4238,20.3391,21.5968,4458.44089854,100180.640961650349
1645315200,2022-02-20 00:00:00,CVX/USDT,25.205,25.333,22.4616,23.2662,4134.07221322,97177.532455686964
1645228800,2022-02-19 00:00:00,CVX/USDT,26.0394,26.6795,25,25.3604,1129.90854677,28886.225463146831
1645142400,2022-02-18 00:00:00,CVX/USDT,26.4453,30.992,25.9197,25.9197,6373.46639382,178264.961808538729
1645056000,2022-02-17 00:00:00,CVX/USDT,29.2684,29.5135,26.3376,26.4844,4925.1835082,139158.607199501247
1644969600,2022-02-16 00:00:00,CVX/USDT,29.0045,29.8041,26.7916,29.2684,4244.37973844,122285.433853044419
1644883200,2022-02-15 00:00:00,CVX/USDT,26.12,29.89,25.9232,29,4771.70921942,132992.345462697495
1644796800,2022-02-14 00:00:00,CVX/USDT,25.6682,26.4348,24,26.1154,5074.45428786,129544.060354233194
1644710400,2022-02-13 00:00:00,CVX/USDT,25.8164,28.2022,25,25.5963,6656.04649405,174212.801709127424
1644624000,2022-02-12 00:00:00,CVX/USDT,24.3824,26.3716,24,25.8096,5786.60990732,144785.874151347771
1644537600,2022-02-11 00:00:00,CVX/USDT,26.2054,27.407,24.1,24.4747,4590.08917533,117162.525389026252
1644451200,2022-02-10 00:00:00,CVX/USDT,30.278,31.7893,25.9647,26.21,15989.24296017,455707.772251951887
1644364800,2022-02-09 00:00:00,CVX/USDT,28.0149,32.8507,28.0123,30.2877,13875.80573808,415454.106375397791
1644278400,2022-02-08 00:00:00,CVX/USDT,27.7073,29.98,26.343,28.0123,5812.44490652,161910.43503810907
1644192000,2022-02-07 00:00:00,CVX/USDT,26.3927,30.396,25.7954,27.75,6979.13248789,191596.855677905209
1644105600,2022-02-06 00:00:00,CVX/USDT,28.5404,29.358,25.5404,26.3927,3246.95674923,86232.443986095328
1644019200,2022-02-05 00:00:00,CVX/USDT,28.4441,30.9533,27.893,28.5424,2833.35936907,81405.791738115166
1643932800,2022-02-04 00:00:00,CVX/USDT,26.6923,30.99,25.4888,28.4379,8004.80171284,224878.00594244149
1643846400,2022-02-03 00:00:00,CVX/USDT,26.5372,30.063,23.8218,26.6919,7346.60337807,186361.82790258899
1643760000,2022-02-02 00:00:00,CVX/USDT,14,50,14,26.3775,17410.81022593,489272.264514910271
