https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TIDAL,Volume USDT
1663462800,2022-09-18 01:00:00,TIDAL/USDT,0.0003561,0.0003598,0.0003561,0.0003598,219194.9486,78.60901576697
1663459200,2022-09-18 00:00:00,TIDAL/USDT,0.0003311,0.0003602,0.0003311,0.000356,18941754.8481,6669.61802084366
1663455600,2022-09-17 23:00:00,TIDAL/USDT,0.0003276,0.0003276,0.0003276,0.0003276,0,0
1663452000,2022-09-17 22:00:00,TIDAL/USDT,0.00035,0.000366,0.0003276,0.0003276,48492206.1482,16965.26302125476
1663448400,2022-09-17 21:00:00,TIDAL/USDT,0.0003272,0.00035,0.0003227,0.00035,10076094.9309,3425.40713567213
1663444800,2022-09-17 20:00:00,TIDAL/USDT,0.000326,0.0003272,0.000326,0.0003272,1681873.9606,548.29551937544
1663441200,2022-09-17 19:00:00,TIDAL/USDT,0.0003232,0.000326,0.0003232,0.000326,156899.5719,50.99271003862
1663437600,2022-09-17 18:00:00,TIDAL/USDT,0.0003231,0.0003232,0.0003231,0.0003232,18495.787,5.97601972029
1663434000,2022-09-17 17:00:00,TIDAL/USDT,0.0003199,0.0003231,0.0003199,0.0003231,1829949.5075,590.90600086088
1663430400,2022-09-17 16:00:00,TIDAL/USDT,0.0003221,0.0003229,0.0003221,0.0003229,76998.0638,24.80992011781
1663426800,2022-09-17 15:00:00,TIDAL/USDT,0.0003189,0.0003189,0.000318,0.000318,210887.2158,67.1576443546
1663423200,2022-09-17 14:00:00,TIDAL/USDT,0.0003212,0.0003229,0.0003184,0.0003184,1424928.2626,459.87400120139
1663419600,2022-09-17 13:00:00,TIDAL/USDT,0.0003185,0.0003217,0.0003184,0.0003184,289727.9265,92.49418809511
1663416000,2022-09-17 12:00:00,TIDAL/USDT,0.0003172,0.0003185,0.0003138,0.0003185,2491505.7766,786.57842541403
1663412400,2022-09-17 11:00:00,TIDAL/USDT,0.000318,0.000318,0.0003171,0.0003171,131817.869,41.81358765011
1663408800,2022-09-17 10:00:00,TIDAL/USDT,0.0003192,0.0003192,0.000318,0.000318,3041342.9281,968.83813419304
1663405200,2022-09-17 09:00:00,TIDAL/USDT,0.0003191,0.0003191,0.0003191,0.0003191,0,0
1663401600,2022-09-17 08:00:00,TIDAL/USDT,0.0003256,0.0003256,0.0003191,0.0003191,1193651.2323,383.22251023409
1663398000,2022-09-17 07:00:00,TIDAL/USDT,0.0003256,0.0003256,0.0003256,0.0003256,1092.0623,0.35557548488
1663394400,2022-09-17 06:00:00,TIDAL/USDT,0.0003256,0.0003256,0.0003256,0.0003256,4251.7114,1.38435723184
1663390800,2022-09-17 05:00:00,TIDAL/USDT,0.0003256,0.0003256,0.0003256,0.0003256,20301.2624,6.61009103744
1663387200,2022-09-17 04:00:00,TIDAL/USDT,0.0003249,0.0003256,0.0003217,0.0003256,38407.1444,12.494799023
1663383600,2022-09-17 03:00:00,TIDAL/USDT,0.0003214,0.0003214,0.0003213,0.0003213,17875.2267,5.74395659274
1663380000,2022-09-17 02:00:00,TIDAL/USDT,0.0003244,0.0003276,0.0003213,0.0003213,390110.346,126.75538038821
1663376400,2022-09-17 01:00:00,TIDAL/USDT,0.0003211,0.0003211,0.0003211,0.0003211,0,0
1663372800,2022-09-17 00:00:00,TIDAL/USDT,0.0003211,0.0003211,0.0003211,0.0003211,0,0
1663369200,2022-09-16 23:00:00,TIDAL/USDT,0.0003212,0.0003212,0.0003211,0.0003211,241875.1199,77.66623699148
1663365600,2022-09-16 22:00:00,TIDAL/USDT,0.0003211,0.0003211,0.0003211,0.0003211,0,0
1663362000,2022-09-16 21:00:00,TIDAL/USDT,0.0003211,0.0003211,0.0003211,0.0003211,1431.4904,0.45965156744
1663358400,2022-09-16 20:00:00,TIDAL/USDT,0.0003253,0.0003276,0.000321,0.000321,256388.1268,83.13038070414
1663354800,2022-09-16 19:00:00,TIDAL/USDT,0.0003219,0.0003276,0.0003219,0.0003227,448630.3744,145.75443709303
1663351200,2022-09-16 18:00:00,TIDAL/USDT,0.0003257,0.0003259,0.0003226,0.0003226,44788.1919,14.50132472938
1663347600,2022-09-16 17:00:00,TIDAL/USDT,0.0003256,0.000326,0.0003213,0.0003213,472491.9851,153.28877429459
1663344000,2022-09-16 16:00:00,TIDAL/USDT,0.0003241,0.0003257,0.0003241,0.0003257,348088.5021,113.2979337163
1663340400,2022-09-16 15:00:00,TIDAL/USDT,0.0003241,0.0003256,0.0003221,0.0003241,291020.3412,93.93792301282
1663336800,2022-09-16 14:00:00,TIDAL/USDT,0.0003191,0.0003281,0.0003191,0.0003241,1254749.8893,410.99763569553
1663333200,2022-09-16 13:00:00,TIDAL/USDT,0.0003191,0.0003191,0.0003191,0.0003191,1849.9944,0.59033321304
1663329600,2022-09-16 12:00:00,TIDAL/USDT,0.0003241,0.0003241,0.0003191,0.0003191,3819716.0314,1230.15414330741
1663326000,2022-09-16 11:00:00,TIDAL/USDT,0.0003277,0.0003277,0.0003241,0.0003241,1026506.2735,334.03242199975
1663322400,2022-09-16 10:00:00,TIDAL/USDT,0.0003277,0.0003325,0.0003277,0.0003277,220697.3576,72.46674422093
1663318800,2022-09-16 09:00:00,TIDAL/USDT,0.0003277,0.0003277,0.0003276,0.0003276,11888.0539,3.89560597494
1663315200,2022-09-16 08:00:00,TIDAL/USDT,0.000324,0.0003331,0.000324,0.0003311,1865093.9533,618.09357571585
1663311600,2022-09-16 07:00:00,TIDAL/USDT,0.000324,0.000324,0.000324,0.000324,2271.3078,0.7359037272
1663308000,2022-09-16 06:00:00,TIDAL/USDT,0.0003248,0.0003295,0.000324,0.000324,635873.2443,206.10191402335
1663304400,2022-09-16 05:00:00,TIDAL/USDT,0.0003248,0.0003248,0.0003248,0.0003248,0,0
1663300800,2022-09-16 04:00:00,TIDAL/USDT,0.0003249,0.0003249,0.0003248,0.0003248,70150.2931,22.79058486727
1663297200,2022-09-16 03:00:00,TIDAL/USDT,0.000328,0.0003311,0.0003248,0.0003248,426177.4788,139.37552005596
1663293600,2022-09-16 02:00:00,TIDAL/USDT,0.0003293,0.0003293,0.0003276,0.0003276,50160.2574,16.45160433561
1663290000,2022-09-16 01:00:00,TIDAL/USDT,0.0003279,0.0003329,0.0003241,0.0003285,2334885.3092,772.06919258194
1663286400,2022-09-16 00:00:00,TIDAL/USDT,0.0003304,0.0003304,0.0003231,0.0003231,779307.2252,253.79500726856
1663282800,2022-09-15 23:00:00,TIDAL/USDT,0.0003328,0.0003328,0.0003304,0.0003304,189209.022,62.75524996996
1663279200,2022-09-15 22:00:00,TIDAL/USDT,0.0003311,0.0003368,0.0003311,0.0003368,189484.9652,63.6313297283
1663275600,2022-09-15 21:00:00,TIDAL/USDT,0.0003311,0.0003311,0.0003311,0.0003311,48316.0878,15.99745667058
1663272000,2022-09-15 20:00:00,TIDAL/USDT,0.0003311,0.0003311,0.0003311,0.0003311,32917.8273,10.89909261903
1663268400,2022-09-15 19:00:00,TIDAL/USDT,0.0003301,0.0003423,0.0003301,0.0003312,9514546.2566,3199.95512589512
1663264800,2022-09-15 18:00:00,TIDAL/USDT,0.0003286,0.0003322,0.0003286,0.0003301,472988.5207,156.10228523976
1663261200,2022-09-15 17:00:00,TIDAL/USDT,0.0003279,0.0003291,0.000323,0.0003248,550615.3393,179.58300771252
1663257600,2022-09-15 16:00:00,TIDAL/USDT,0.000324,0.0003279,0.0003235,0.0003279,312797.1055,102.24998323573
