https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume QUICK,Volume USDT
1661097600,2022-08-21 16:00:00,QUICK/USDT,72.2,72.44,72.2,72.21,0.9028,65.377398
1661094000,2022-08-21 15:00:00,QUICK/USDT,72.19,72.36,71.6,71.6,3.1904,229.78457
1661090400,2022-08-21 14:00:00,QUICK/USDT,71.86,72.2,71.75,71.75,4.2729,308.462127
1661086800,2022-08-21 13:00:00,QUICK/USDT,71.49,71.75,71.3,71.75,0.0381,2.721986
1661083200,2022-08-21 12:00:00,QUICK/USDT,71.86,72.46,71.38,71.49,4.7254,340.029697
1661079600,2022-08-21 11:00:00,QUICK/USDT,70.49,72.2,70.49,72.2,17.3467,1240.661266
1661076000,2022-08-21 10:00:00,QUICK/USDT,70.27,70.48,70.04,70.48,1.4133,99.217114
1661072400,2022-08-21 09:00:00,QUICK/USDT,69.64,70.47,69.59,69.73,21.7461,1526.248584
1661068800,2022-08-21 08:00:00,QUICK/USDT,68.78,70.99,68.78,69.71,13.1341,921.129877
1661065200,2022-08-21 07:00:00,QUICK/USDT,68.15,68.66,68.15,68.66,18.1595,1243.30248
1661061600,2022-08-21 06:00:00,QUICK/USDT,68.27,68.8,68.22,68.22,16.1441,1107.441604
1661058000,2022-08-21 05:00:00,QUICK/USDT,68.6,68.78,68.3,68.78,13.7526,941.587706
1661054400,2022-08-21 04:00:00,QUICK/USDT,68.78,68.78,68.76,68.78,0.5432,37.360649
1661050800,2022-08-21 03:00:00,QUICK/USDT,69.29,69.3,68.62,68.71,4.1903,289.382927
1661047200,2022-08-21 02:00:00,QUICK/USDT,69.2,69.3,69.2,69.3,0.1,6.92637
1661043600,2022-08-21 01:00:00,QUICK/USDT,69.04,69.07,69.04,69.07,0.1133,7.823207
1661040000,2022-08-21 00:00:00,QUICK/USDT,68.44,68.99,68.44,68.99,0.0647,4.448522
1661036400,2022-08-20 23:00:00,QUICK/USDT,68.87,68.87,68.87,68.87,0,0
1661032800,2022-08-20 22:00:00,QUICK/USDT,68.46,68.87,68.44,68.87,34.9965,2402.160497
1661029200,2022-08-20 21:00:00,QUICK/USDT,68.15,68.46,67.41,68.46,19.8059,1347.607414
1661025600,2022-08-20 20:00:00,QUICK/USDT,68.43,68.8,68.15,68.15,35.4578,2429.284464
1661022000,2022-08-20 19:00:00,QUICK/USDT,69,69,67.9,67.9,26.543,1815.145084
1661018400,2022-08-20 18:00:00,QUICK/USDT,70.6,70.6,69,69.11,12.3944,866.593948
1661014800,2022-08-20 17:00:00,QUICK/USDT,70.97,70.97,70,70.07,11.5818,814.301884
1661011200,2022-08-20 16:00:00,QUICK/USDT,71.32,71.7,70.4,70.66,22.9776,1635.090485
1661007600,2022-08-20 15:00:00,QUICK/USDT,71.86,71.86,71.21,71.32,1.2783,91.312156
1661004000,2022-08-20 14:00:00,QUICK/USDT,71.9,72.12,71.9,72.12,0.1837,13.213574
1661000400,2022-08-20 13:00:00,QUICK/USDT,72.24,72.26,71.9,71.9,2.0957,151.400884
1660996800,2022-08-20 12:00:00,QUICK/USDT,72.71,72.71,71.99,72.22,34.1831,2469.787507
1660993200,2022-08-20 11:00:00,QUICK/USDT,72.35,72.35,72.35,72.35,0.0037,0.267695
1660989600,2022-08-20 10:00:00,QUICK/USDT,72.87,72.87,72,72.7,6.3028,455.685956
1660986000,2022-08-20 09:00:00,QUICK/USDT,72.61,72.61,72.4,72.4,3.7631,272.954745
1660982400,2022-08-20 08:00:00,QUICK/USDT,73.53,74.2,72.61,72.63,17.3773,1281.921578
1660978800,2022-08-20 07:00:00,QUICK/USDT,72.18,73.8,71.8,73.8,46.4963,3366.093569
1660975200,2022-08-20 06:00:00,QUICK/USDT,71.55,72.28,71.55,72.17,0.5078,36.618454
1660971600,2022-08-20 05:00:00,QUICK/USDT,71.62,72.17,71.62,72.17,6.818,488.847663
1660968000,2022-08-20 04:00:00,QUICK/USDT,70.9,71.75,70.9,71.75,14.0356,1004.489088
1660964400,2022-08-20 03:00:00,QUICK/USDT,70.81,71.3,70.72,71.3,3.2264,229.573981
1660960800,2022-08-20 02:00:00,QUICK/USDT,69.74,71.14,69.31,70.81,12.8641,897.349523
1660957200,2022-08-20 01:00:00,QUICK/USDT,69.51,69.51,69.51,69.51,0.0015,0.104265
1660953600,2022-08-20 00:00:00,QUICK/USDT,68.6,70.03,68.59,69.44,12.4989,863.848564
1660950000,2022-08-19 23:00:00,QUICK/USDT,69.52,70.09,68.05,68.41,12.8483,889.127439
1660946400,2022-08-19 22:00:00,QUICK/USDT,69.89,70.01,69.55,69.55,1.502,104.77781
1660942800,2022-08-19 21:00:00,QUICK/USDT,71,71.18,69.95,69.96,16.2825,1156.051469
1660939200,2022-08-19 20:00:00,QUICK/USDT,71.86,71.86,70.33,70.66,19.389,1372.385748
1660935600,2022-08-19 19:00:00,QUICK/USDT,71.75,72,71.5,72,1.319,94.842414
1660932000,2022-08-19 18:00:00,QUICK/USDT,71.52,72.3,71.2,72.3,3.6322,259.259075
1660928400,2022-08-19 17:00:00,QUICK/USDT,72.01,72.2,71.52,71.52,13.6284,978.534802
1660924800,2022-08-19 16:00:00,QUICK/USDT,71.12,72.12,71.12,71.8,6.1927,442.443406
1660921200,2022-08-19 15:00:00,QUICK/USDT,70.4,71.25,70,70.71,7.8754,557.371513
1660917600,2022-08-19 14:00:00,QUICK/USDT,69.62,70.51,69.58,70.51,11.9053,833.950847
1660914000,2022-08-19 13:00:00,QUICK/USDT,70.08,70.16,69.31,69.96,39.4936,2760.552949
1660910400,2022-08-19 12:00:00,QUICK/USDT,68.97,69.99,68.97,69.99,8.2387,571.604102
1660906800,2022-08-19 11:00:00,QUICK/USDT,69.59,69.59,68.51,68.51,4.1698,286.669811
1660903200,2022-08-19 10:00:00,QUICK/USDT,70.23,70.3,69.64,69.64,0.7967,55.760817
1660899600,2022-08-19 09:00:00,QUICK/USDT,70.24,70.69,69.55,70.22,5.269,369.178226
1660896000,2022-08-19 08:00:00,QUICK/USDT,70.98,71.32,70.23,70.24,1.5513,109.513058
1660892400,2022-08-19 07:00:00,QUICK/USDT,71.02,71.43,70.34,71.08,13.2143,939.103377
1660888800,2022-08-19 06:00:00,QUICK/USDT,74.65,75.42,70.68,70.68,56.591,4075.494204
1660885200,2022-08-19 05:00:00,QUICK/USDT,74.82,74.82,74.82,74.82,0,0
1660881600,2022-08-19 04:00:00,QUICK/USDT,74.73,74.82,74.65,74.82,0.0179,1.337716
1660878000,2022-08-19 03:00:00,QUICK/USDT,74.76,75.02,74.65,75.02,0.1789,13.38659
1660874400,2022-08-19 02:00:00,QUICK/USDT,74.87,75.17,74.77,75.13,5.1863,389.027215
1660870800,2022-08-19 01:00:00,QUICK/USDT,76.34,76.34,74.77,74.77,27.9796,2108.342816
1660867200,2022-08-19 00:00:00,QUICK/USDT,79.1,79.97,75.86,76.34,41.9239,3243.853775
1660863600,2022-08-18 23:00:00,QUICK/USDT,81.61,81.61,79,79,19.2831,1550.204147
1660860000,2022-08-18 22:00:00,QUICK/USDT,82.12,82.12,81.65,82.09,3.3393,273.684101
1660856400,2022-08-18 21:00:00,QUICK/USDT,82.75,82.79,82.06,82.79,0.2182,17.985671
1660852800,2022-08-18 20:00:00,QUICK/USDT,82.74,82.74,82.13,82.13,0.6387,52.636076
1660849200,2022-08-18 19:00:00,QUICK/USDT,82.57,82.8,82.3,82.79,14.664,1209.756077
1660845600,2022-08-18 18:00:00,QUICK/USDT,82.3,82.55,82.1,82.54,3.9457,325.270738
1660842000,2022-08-18 17:00:00,QUICK/USDT,82.62,83.03,82.46,82.46,12.1483,1003.249846
1660838400,2022-08-18 16:00:00,QUICK/USDT,82.89,82.89,82.64,82.64,1.9648,162.774103
1660834800,2022-08-18 15:00:00,QUICK/USDT,83.11,83.39,83.1,83.1,0.2006,16.697011
1660831200,2022-08-18 14:00:00,QUICK/USDT,83.28,83.28,82.8,82.99,0.3574,29.708451
1660827600,2022-08-18 13:00:00,QUICK/USDT,83.09,83.3,83.03,83.09,5.2675,437.458519
1660824000,2022-08-18 12:00:00,QUICK/USDT,82.75,83.27,82.69,83.27,5.4013,447.99309
1660820400,2022-08-18 11:00:00,QUICK/USDT,82.34,82.75,82.31,82.42,2.2036,181.513015
1660816800,2022-08-18 10:00:00,QUICK/USDT,82.42,82.42,82.11,82.11,0.231,19.032451
1660813200,2022-08-18 09:00:00,QUICK/USDT,82.58,82.6,82.58,82.6,0.0178,1.470142
1660809600,2022-08-18 08:00:00,QUICK/USDT,82.49,82.55,82.48,82.48,0.3986,32.878116
1660806000,2022-08-18 07:00:00,QUICK/USDT,82.38,82.42,81.99,81.99,2.1965,180.527445
1660802400,2022-08-18 06:00:00,QUICK/USDT,82.43,82.58,82.37,82.37,2.3984,197.795358
1660798800,2022-08-18 05:00:00,QUICK/USDT,82,82,82,82,0,0
1660795200,2022-08-18 04:00:00,QUICK/USDT,81.24,82.49,81.24,82,23.1311,1897.87242
1660791600,2022-08-18 03:00:00,QUICK/USDT,81.18,81.25,81.14,81.14,6.1452,498.962749
1660788000,2022-08-18 02:00:00,QUICK/USDT,80.93,81.23,80.89,80.89,2.2073,178.912518
1660784400,2022-08-18 01:00:00,QUICK/USDT,80.8,80.87,80.72,80.87,0.1922,15.532969
1660780800,2022-08-18 00:00:00,QUICK/USDT,80.99,80.99,80.16,80.8,3.5134,282.816041
1660777200,2022-08-17 23:00:00,QUICK/USDT,81.2,81.21,80.41,80.91,3.6637,296.363137
1660773600,2022-08-17 22:00:00,QUICK/USDT,81.32,81.32,81.25,81.25,3.7285,303.198886
1660770000,2022-08-17 21:00:00,QUICK/USDT,81.49,81.49,81.25,81.31,4.3189,351.3151
1660766400,2022-08-17 20:00:00,QUICK/USDT,81.5,82.03,81.36,81.86,7.2068,587.96676
1660762800,2022-08-17 19:00:00,QUICK/USDT,82.44,82.78,81.5,81.96,15.6882,1287.978271
1660759200,2022-08-17 18:00:00,QUICK/USDT,82.01,82.8,81.95,82.44,14.5731,1198.519799
1660755600,2022-08-17 17:00:00,QUICK/USDT,81.84,82.01,81.83,82.01,6.9345,568.632941
1660752000,2022-08-17 16:00:00,QUICK/USDT,81.8,81.95,81.8,81.95,0.5339,43.733805
1660748400,2022-08-17 15:00:00,QUICK/USDT,82,82,81.25,81.64,14.79,1205.344877
1660744800,2022-08-17 14:00:00,QUICK/USDT,82.53,82.53,82.01,82.01,9.9116,814.217951
1660741200,2022-08-17 13:00:00,QUICK/USDT,84.35,84.35,82.5,82.5,19.1421,1595.568085
1660737600,2022-08-17 12:00:00,QUICK/USDT,84.75,84.97,83.96,84.42,16.3272,1374.678076
1660734000,2022-08-17 11:00:00,QUICK/USDT,84.71,84.8,84.27,84.8,0.6325,53.408318
1660730400,2022-08-17 10:00:00,QUICK/USDT,84.98,84.98,84.71,84.71,3.4424,292.236964
1660726800,2022-08-17 09:00:00,QUICK/USDT,84.61,85.44,84.61,85.02,5.4774,464.086573
1660723200,2022-08-17 08:00:00,QUICK/USDT,84.43,84.73,84.35,84.73,0.2979,25.147257
1660719600,2022-08-17 07:00:00,QUICK/USDT,86.24,86.42,84.43,84.43,11.6989,999.149137
1660716000,2022-08-17 06:00:00,QUICK/USDT,85.88,86.3,85.88,86.16,2.5225,217.056052
1660712400,2022-08-17 05:00:00,QUICK/USDT,85.64,86.02,85.25,85.97,25.8489,2216.814771
1660708800,2022-08-17 04:00:00,QUICK/USDT,85.22,85.64,85.02,85.64,6.7487,576.685357
1660705200,2022-08-17 03:00:00,QUICK/USDT,84.92,85.3,84.92,85.03,2.1927,186.794929
1660701600,2022-08-17 02:00:00,QUICK/USDT,84.58,84.91,84.58,84.91,0.0029,0.24581
1660698000,2022-08-17 01:00:00,QUICK/USDT,84.71,85.21,84.57,85.21,2.1207,180.031875
1660694400,2022-08-17 00:00:00,QUICK/USDT,84.27,84.58,84.27,84.58,0.1122,9.455714
1660690800,2022-08-16 23:00:00,QUICK/USDT,84.04,84.04,84.04,84.04,0,0
1660687200,2022-08-16 22:00:00,QUICK/USDT,84.3,84.3,84.04,84.04,0.4734,39.818187
1660683600,2022-08-16 21:00:00,QUICK/USDT,84.57,84.84,84.33,84.33,1.8776,158.609352
1660680000,2022-08-16 20:00:00,QUICK/USDT,84.44,84.44,84.44,84.44,0.0072,0.607968
1660676400,2022-08-16 19:00:00,QUICK/USDT,84.24,84.74,84.24,84.74,0.9322,78.909486
1660672800,2022-08-16 18:00:00,QUICK/USDT,84.16,84.8,83.83,83.83,2.1263,179.932941
1660669200,2022-08-16 17:00:00,QUICK/USDT,83.99,84.28,83.66,83.83,3.2609,274.580414
1660665600,2022-08-16 16:00:00,QUICK/USDT,84.1,84.1,83.54,83.96,0.9664,81.014311
1660662000,2022-08-16 15:00:00,QUICK/USDT,83.8,84.22,83.53,83.88,6.8643,575.30914
1660658400,2022-08-16 14:00:00,QUICK/USDT,84.09,84.29,83.84,84.29,7.4717,628.359039
1660654800,2022-08-16 13:00:00,QUICK/USDT,84.3,84.43,84.08,84.08,3.7736,317.98787
1660651200,2022-08-16 12:00:00,QUICK/USDT,84.81,84.82,84.3,84.43,16.3062,1381.829774
1660647600,2022-08-16 11:00:00,QUICK/USDT,84.53,85.37,84.53,85.02,7.0574,601.245689
1660644000,2022-08-16 10:00:00,QUICK/USDT,85.01,85.01,84.53,84.66,10.462,886.102867
1660640400,2022-08-16 09:00:00,QUICK/USDT,84.52,85.02,84.52,85.02,0.8973,76.282539
1660636800,2022-08-16 08:00:00,QUICK/USDT,84.5,84.5,84.5,84.5,0,0
1660633200,2022-08-16 07:00:00,QUICK/USDT,84.5,84.5,84.5,84.5,0,0
1660629600,2022-08-16 06:00:00,QUICK/USDT,84.71,84.92,84.5,84.5,3.177,269.062183
1660626000,2022-08-16 05:00:00,QUICK/USDT,84.88,85.07,84.8,84.8,2.1363,181.706063
1660622400,2022-08-16 04:00:00,QUICK/USDT,85.57,85.57,84.99,84.99,3.2756,278.587284
1660618800,2022-08-16 03:00:00,QUICK/USDT,84.73,85.5,84.68,85.5,1.8637,158.409588
1660615200,2022-08-16 02:00:00,QUICK/USDT,85.03,85.12,84.8,84.8,8.1837,695.362976
1660611600,2022-08-16 01:00:00,QUICK/USDT,85.04,85.34,85.04,85.25,0.2829,24.117968
1660608000,2022-08-16 00:00:00,QUICK/USDT,85.21,85.25,84.71,85.04,5.5499,471.02034
1660604400,2022-08-15 23:00:00,QUICK/USDT,85.25,85.25,84.39,85.23,75.1581,6360.075582
1660600800,2022-08-15 22:00:00,QUICK/USDT,85.82,86.25,85.34,85.34,3.507,300.962354
1660597200,2022-08-15 21:00:00,QUICK/USDT,86.79,86.79,85.23,86.17,87.7032,7537.013844
1660593600,2022-08-15 20:00:00,QUICK/USDT,86.99,87.43,86.33,86.34,9.5906,834.765274
1660590000,2022-08-15 19:00:00,QUICK/USDT,86.73,86.9,86.18,86.75,4.7241,409.757677
1660586400,2022-08-15 18:00:00,QUICK/USDT,86.79,86.87,86.48,86.48,0.408,35.391414
1660582800,2022-08-15 17:00:00,QUICK/USDT,86.75,86.9,86.66,86.86,2.99,259.345636
1660579200,2022-08-15 16:00:00,QUICK/USDT,86.57,86.75,86.16,86.66,0.8788,75.997495
1660575600,2022-08-15 15:00:00,QUICK/USDT,86.1,86.57,85.91,86.57,0.4928,42.554123
1660572000,2022-08-15 14:00:00,QUICK/USDT,86.27,86.27,85.91,86.23,0.6184,53.336406
1660568400,2022-08-15 13:00:00,QUICK/USDT,84.92,86.33,84.92,86.33,25.1101,2154.344823
1660564800,2022-08-15 12:00:00,QUICK/USDT,85.44,85.44,84.86,84.92,4.9835,423.401048
1660561200,2022-08-15 11:00:00,QUICK/USDT,85.7,86.02,85.34,85.49,13.0131,1114.905158
1660557600,2022-08-15 10:00:00,QUICK/USDT,85.34,85.8,85.13,85.65,8.2843,707.27481
1660554000,2022-08-15 09:00:00,QUICK/USDT,85.99,86,85.34,85.38,1.5171,130.191795
1660550400,2022-08-15 08:00:00,QUICK/USDT,84.5,85.84,84.39,85.84,19.9932,1707.421231
1660546800,2022-08-15 07:00:00,QUICK/USDT,84.81,84.81,84.58,84.58,1.2184,103.315886
1660543200,2022-08-15 06:00:00,QUICK/USDT,87.18,87.18,84.69,84.69,18.9901,1633.512405
1660539600,2022-08-15 05:00:00,QUICK/USDT,87.65,87.65,87.23,87.23,4.4216,386.722881
1660536000,2022-08-15 04:00:00,QUICK/USDT,87.93,87.93,87.59,87.76,2.7157,238.066476
1660532400,2022-08-15 03:00:00,QUICK/USDT,88.82,89.11,87.93,87.93,8.8495,787.268609
1660528800,2022-08-15 02:00:00,QUICK/USDT,88.34,88.85,88.29,88.29,8.2603,731.175986
1660525200,2022-08-15 01:00:00,QUICK/USDT,87.5,88.29,87.36,88.29,13.037,1144.180183
1660521600,2022-08-15 00:00:00,QUICK/USDT,86.51,87.85,85.98,87.63,13.1621,1138.952375
1660518000,2022-08-14 23:00:00,QUICK/USDT,86.6,86.8,86.6,86.8,0.1689,14.65934
1660514400,2022-08-14 22:00:00,QUICK/USDT,87.06,87.16,85.98,87.16,5.2796,457.162953
1660510800,2022-08-14 21:00:00,QUICK/USDT,86.95,87.24,86.92,87.24,13.9225,1210.896437
1660507200,2022-08-14 20:00:00,QUICK/USDT,86.27,87.06,86.27,87.06,11.8513,1029.954303
1660503600,2022-08-14 19:00:00,QUICK/USDT,87.15,87.43,86.3,86.83,2.6665,231.424886
1660500000,2022-08-14 18:00:00,QUICK/USDT,87.03,87.63,87.03,87.53,10.6238,927.264524
1660496400,2022-08-14 17:00:00,QUICK/USDT,86.2,87.15,84.2,86.75,77.1548,6626.46328
1660492800,2022-08-14 16:00:00,QUICK/USDT,89.81,91.36,85.61,86.51,71.5032,6247.327131
1660489200,2022-08-14 15:00:00,QUICK/USDT,89.35,89.87,89.05,89.73,4.1837,373.436673
1660485600,2022-08-14 14:00:00,QUICK/USDT,89.22,89.6,89.12,89.35,34.9858,3125.990219
1660482000,2022-08-14 13:00:00,QUICK/USDT,90,90,88.65,89.51,51.464,4594.037362
1660478400,2022-08-14 12:00:00,QUICK/USDT,90.65,90.65,90.03,90.03,7.5446,681.709636
1660474800,2022-08-14 11:00:00,QUICK/USDT,91,92.53,90.29,90.94,31.9382,2905.054178
1660471200,2022-08-14 10:00:00,QUICK/USDT,91.27,91.27,91.05,91.05,2.9753,271.453349
1660467600,2022-08-14 09:00:00,QUICK/USDT,90.2,91.64,90.2,91.64,18.1756,1651.269485
1660464000,2022-08-14 08:00:00,QUICK/USDT,91.93,91.93,89.62,89.86,31.0385,2809.402697
1660460400,2022-08-14 07:00:00,QUICK/USDT,92.03,92.22,91.93,92.19,2.5267,232.464186
1660456800,2022-08-14 06:00:00,QUICK/USDT,91.41,92.49,91.41,91.93,16.9066,1557.377474
1660453200,2022-08-14 05:00:00,QUICK/USDT,90.88,91.9,90.3,91.9,14.6376,1328.35073
1660449600,2022-08-14 04:00:00,QUICK/USDT,90.98,91.82,90.88,90.89,10.4419,954.526857
1660446000,2022-08-14 03:00:00,QUICK/USDT,91.82,92.13,90.74,90.95,26.7004,2437.615303
1660442400,2022-08-14 02:00:00,QUICK/USDT,92.1,92.68,91.83,91.83,7.9116,729.599986
1660438800,2022-08-14 01:00:00,QUICK/USDT,94.44,94.45,92.14,92.18,77.4398,7209.007709
1660435200,2022-08-14 00:00:00,QUICK/USDT,94.75,94.75,93.3,94.44,34.0551,3215.327085
1660431600,2022-08-13 23:00:00,QUICK/USDT,95.16,96.01,94.1,94.79,44.3455,4224.654879
1660428000,2022-08-13 22:00:00,QUICK/USDT,94.7,95.59,94.7,95.15,27.3943,2607.016145
1660424400,2022-08-13 21:00:00,QUICK/USDT,95.46,95.46,94.24,94.7,33.1847,3152.433683
1660420800,2022-08-13 20:00:00,QUICK/USDT,95.4,96.04,95.39,95.48,21.3438,2040.365514
1660417200,2022-08-13 19:00:00,QUICK/USDT,95.32,96.38,95.19,95.42,43.5188,4167.538434
1660413600,2022-08-13 18:00:00,QUICK/USDT,96.11,96.58,95.03,95.52,77.9491,7473.29156
1660410000,2022-08-13 17:00:00,QUICK/USDT,92.4,100.37,92.4,96.11,213.6786,20829.398135
1660406400,2022-08-13 16:00:00,QUICK/USDT,91.6,92.4,91.51,92.4,5.634,519.505279
1660402800,2022-08-13 15:00:00,QUICK/USDT,92.02,92.2,91.63,91.7,1.5055,138.737819
1660399200,2022-08-13 14:00:00,QUICK/USDT,92.11,92.8,92.01,92.02,2.3294,215.403028
1660395600,2022-08-13 13:00:00,QUICK/USDT,91.53,92.45,91.11,92.45,17.2653,1581.958729
1660392000,2022-08-13 12:00:00,QUICK/USDT,91.82,92.02,91.16,91.36,5.0561,462.790428
1660388400,2022-08-13 11:00:00,QUICK/USDT,91.36,92.95,91.33,92.44,15.2018,1401.795721
1660384800,2022-08-13 10:00:00,QUICK/USDT,91.85,92.02,91.25,91.74,1.3062,120.076958
1660381200,2022-08-13 09:00:00,QUICK/USDT,90.86,91.85,90.69,91.68,4.9716,454.76135
1660377600,2022-08-13 08:00:00,QUICK/USDT,91.46,91.76,90.26,90.26,6.0021,547.413329
1660374000,2022-08-13 07:00:00,QUICK/USDT,91.32,92.05,90.88,91.35,6.472,591.661672
1660370400,2022-08-13 06:00:00,QUICK/USDT,92.75,93.15,91.33,91.42,16.4877,1519.286826
1660366800,2022-08-13 05:00:00,QUICK/USDT,92.25,94.49,92.1,92.72,30.061,2790.824739
1660363200,2022-08-13 04:00:00,QUICK/USDT,94.49,94.49,91.11,92.27,70.1952,6516.484196
1660359600,2022-08-13 03:00:00,QUICK/USDT,89.74,94.99,89.44,94.9,76.4804,7098.060318
1660356000,2022-08-13 02:00:00,QUICK/USDT,88.25,89.95,88.25,89.72,18.4685,1648.15407
1660352400,2022-08-13 01:00:00,QUICK/USDT,87.95,88.18,87.8,88.08,9.402,828.53743
1660348800,2022-08-13 00:00:00,QUICK/USDT,88.4,88.46,88,88,9.3979,827.416712
1660345200,2022-08-12 23:00:00,QUICK/USDT,88,88.34,88,88.02,0.6999,61.69449
1660341600,2022-08-12 22:00:00,QUICK/USDT,87.62,87.63,87.62,87.63,0.4429,38.806927
1660338000,2022-08-12 21:00:00,QUICK/USDT,87.83,88,87.83,88,1.4575,128.035453
1660334400,2022-08-12 20:00:00,QUICK/USDT,87.93,87.93,87.63,87.63,0.0038,0.333594
1660330800,2022-08-12 19:00:00,QUICK/USDT,87.93,87.93,87.63,87.65,3.1262,274.110521
1660327200,2022-08-12 18:00:00,QUICK/USDT,87.64,87.8,87.39,87.41,8.2343,721.878081
1660323600,2022-08-12 17:00:00,QUICK/USDT,87.29,87.29,87.29,87.29,0.1815,15.843135
1660320000,2022-08-12 16:00:00,QUICK/USDT,88.26,88.26,87.13,87.45,3.1574,277.042909
1660316400,2022-08-12 15:00:00,QUICK/USDT,87.78,88.2,87.78,88.2,1.5234,134.047891
1660312800,2022-08-12 14:00:00,QUICK/USDT,87.77,87.78,87.77,87.78,0.5768,50.631472
1660309200,2022-08-12 13:00:00,QUICK/USDT,87.45,88,86.85,87.76,18.0432,1577.650195
1660305600,2022-08-12 12:00:00,QUICK/USDT,86.72,88,86.72,87.77,21.5215,1880.730054
1660302000,2022-08-12 11:00:00,QUICK/USDT,86.72,87.79,86.25,86.25,20.7169,1797.943251
1660298400,2022-08-12 10:00:00,QUICK/USDT,86.96,87.33,86.72,86.72,1.751,152.45067
1660294800,2022-08-12 09:00:00,QUICK/USDT,87.25,87.25,87.24,87.24,0.0088,0.767756
1660291200,2022-08-12 08:00:00,QUICK/USDT,87.23,87.34,87.23,87.34,1.3827,120.710549
1660287600,2022-08-12 07:00:00,QUICK/USDT,86.54,87.24,86.54,87.23,3.9893,347.668521
1660284000,2022-08-12 06:00:00,QUICK/USDT,87.43,87.53,86.56,86.56,21.5966,1871.034753
1660280400,2022-08-12 05:00:00,QUICK/USDT,87.95,87.95,87.18,87.34,6.1276,535.196078
1660276800,2022-08-12 04:00:00,QUICK/USDT,88.4,88.77,87.96,87.96,2.8939,254.921169
1660273200,2022-08-12 03:00:00,QUICK/USDT,87.92,89,87.58,88.79,19.7446,1746.88824
1660269600,2022-08-12 02:00:00,QUICK/USDT,86.49,87.92,86.49,87.92,3.5762,310.952367
1660266000,2022-08-12 01:00:00,QUICK/USDT,86.12,86.12,85.96,85.96,1.6733,143.939442
1660262400,2022-08-12 00:00:00,QUICK/USDT,86.6,86.6,86.6,86.6,0.0102,0.88332
1660258800,2022-08-11 23:00:00,QUICK/USDT,86.36,86.55,86.06,86.06,7.1662,619.634964
1660255200,2022-08-11 22:00:00,QUICK/USDT,86.01,86.22,85.87,85.87,1.6828,144.842702
1660251600,2022-08-11 21:00:00,QUICK/USDT,86.04,86.04,86.04,86.04,0.0065,0.55926
1660248000,2022-08-11 20:00:00,QUICK/USDT,86.49,86.49,85.9,85.9,4.7784,411.065049
1660244400,2022-08-11 19:00:00,QUICK/USDT,86.4,86.5,86.06,86.24,0.3398,29.320277
1660240800,2022-08-11 18:00:00,QUICK/USDT,86.6,86.6,85.88,86.01,17.2985,1486.347837
1660237200,2022-08-11 17:00:00,QUICK/USDT,86.7,86.7,86.19,86.19,1.0174,87.690318
1660233600,2022-08-11 16:00:00,QUICK/USDT,86.25,87.14,86.06,86.35,35.3535,3056.924919
1660230000,2022-08-11 15:00:00,QUICK/USDT,86.83,87.05,86.26,86.4,19.7303,1711.601703
1660226400,2022-08-11 14:00:00,QUICK/USDT,87.64,88,86.84,86.84,30.538,2675.717353
1660222800,2022-08-11 13:00:00,QUICK/USDT,88.56,88.56,86.8,87.64,76.6308,6676.653026
1660219200,2022-08-11 12:00:00,QUICK/USDT,88.52,89.13,88.11,88.77,27.2755,2415.9794
1660215600,2022-08-11 11:00:00,QUICK/USDT,88.02,88.52,88.02,88.52,27.0813,2393.475095
1660212000,2022-08-11 10:00:00,QUICK/USDT,87.75,87.75,87.64,87.64,0.4933,43.286668
1660208400,2022-08-11 09:00:00,QUICK/USDT,88.02,88.02,88.02,88.02,0.0064,0.563328
1660204800,2022-08-11 08:00:00,QUICK/USDT,87.83,88.28,87.57,88.28,1.521,133.702305
1660201200,2022-08-11 07:00:00,QUICK/USDT,89.12,89.43,87.64,87.97,15.9153,1405.250058
1660197600,2022-08-11 06:00:00,QUICK/USDT,88.5,89.64,88.5,89.08,12.8342,1139.583798
1660194000,2022-08-11 05:00:00,QUICK/USDT,88.83,88.91,88.5,88.5,26.5168,2349.699143
1660190400,2022-08-11 04:00:00,QUICK/USDT,88.99,89.1,88.67,88.72,7.1467,635.208534
1660186800,2022-08-11 03:00:00,QUICK/USDT,88.48,88.98,88.48,88.98,2.0601,182.771174
1660183200,2022-08-11 02:00:00,QUICK/USDT,89.01,89.01,87.79,88.47,11.325,1002.438422
1660179600,2022-08-11 01:00:00,QUICK/USDT,88.29,89.02,88.29,89,7.1123,632.048092
1660176000,2022-08-11 00:00:00,QUICK/USDT,87.92,88.29,87.92,88.29,1.3203,116.567511
1660172400,2022-08-10 23:00:00,QUICK/USDT,88.29,88.29,87.93,88.14,0.4807,42.325985
1660168800,2022-08-10 22:00:00,QUICK/USDT,88.34,88.38,88.16,88.38,0.1081,9.54308
1660165200,2022-08-10 21:00:00,QUICK/USDT,88.1,89.33,88.09,88.36,14.81,1316.586394
1660161600,2022-08-10 20:00:00,QUICK/USDT,88.48,88.82,88,88.16,21.1398,1864.275138
1660158000,2022-08-10 19:00:00,QUICK/USDT,88.1,88.7,87.95,88.51,10.422,920.012045
1660154400,2022-08-10 18:00:00,QUICK/USDT,88.99,88.99,88.12,88.12,33.5614,2981.840494
1660150800,2022-08-10 17:00:00,QUICK/USDT,88.22,89,88.22,88.99,1.0756,95.669248
