https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RBTC,Volume BTC
1644019200,2022-02-05 00:00:00,RBTC/BTC,0.99462052,0.9975,0.99461052,0.99462052,0.02588862,0.0257775340156168
1643932800,2022-02-04 00:00:00,RBTC/BTC,0.99355998,0.99768,0.99346063,0.99462052,0.24236406,0.2411258453035679
1643846400,2022-02-03 00:00:00,RBTC/BTC,0.9951,0.9981,0.97403333,0.99346063,1.50330881,1.4827746742600783
1643760000,2022-02-02 00:00:00,RBTC/BTC,0.99392059,0.99839999,0.99392059,0.9951,0.7468621,0.7443541901462465
1643673600,2022-02-01 00:00:00,RBTC/BTC,0.995,0.9954,0.98514,0.99401999,3.50234876,3.4762938401318524
1643587200,2022-01-31 00:00:00,RBTC/BTC,0.99501,0.99799,0.9912,0.9912,2.33801349,2.3211517077959275
1643500800,2022-01-30 00:00:00,RBTC/BTC,0.995,0.99999999,0.991501,0.99982333,2.03208892,2.0180188565758615
1643414400,2022-01-29 00:00:00,RBTC/BTC,0.9994,0.9994,0.99402,0.995,0.10343763,0.1029340118501
1643328000,2022-01-28 00:00:00,RBTC/BTC,0.99501,0.9995,0.995,0.995,0.08852709,0.0881245353629
1643241600,2022-01-27 00:00:00,RBTC/BTC,0.99501,0.99969999,0.995,0.995,0.14939516,0.1487458251168734
1643155200,2022-01-26 00:00:00,RBTC/BTC,0.99979,0.99999999,0.995,0.99501,0.15290438,0.1525678841770763
1643068800,2022-01-25 00:00:00,RBTC/BTC,0.9952,0.99999999,0.9920001,0.995,1.48493408,1.4784156547481842
1642982400,2022-01-24 00:00:00,RBTC/BTC,0.99981333,0.99999999,0.99200011,0.99200011,2.14397769,2.1300141447587824
1642896000,2022-01-23 00:00:00,RBTC/BTC,0.99499999,0.99999999,0.99490051,0.99601,0.63439718,0.6335810012444455
1642809600,2022-01-22 00:00:00,RBTC/BTC,0.99801004,0.99801004,0.9920001,0.995,1.59187582,1.5832636856876943
1642723200,2022-01-21 00:00:00,RBTC/BTC,0.99798,1.00199998,0.99797,0.99801004,0.43380029,0.433835884110783
1642636800,2022-01-20 00:00:00,RBTC/BTC,0.995,1.00199998,0.99301,0.99798,1.49144842,1.4898602588897276
1642550400,2022-01-19 00:00:00,RBTC/BTC,0.99501001,0.9979399,0.99321,0.9951,1.54601087,1.5373868813662626
1642464000,2022-01-18 00:00:00,RBTC/BTC,0.99500001,0.9979,0.995,0.99501001,0.16150391,0.1607273291089766
1642377600,2022-01-17 00:00:00,RBTC/BTC,0.9949005,0.99796,0.99340001,0.995,0.55340592,0.5503878936380414
1642291200,2022-01-16 00:00:00,RBTC/BTC,0.999,0.9995,0.99402,0.9949005,0.71737942,0.7137774951715587
1642204800,2022-01-15 00:00:00,RBTC/BTC,0.9995,1.0045,0.995,0.995,0.66269948,0.661279551917487
1642118400,2022-01-14 00:00:00,RBTC/BTC,0.99801,1.00499998,0.998,1.00499998,1.27117001,1.2693649425834067
1642032000,2022-01-13 00:00:00,RBTC/BTC,0.99999999,1,0.998,0.99801,0.26315909,0.2629806437383909
1641945600,2022-01-12 00:00:00,RBTC/BTC,0.99451,1,0.99330044,0.9999,0.52578855,0.524451295475297
1641859200,2022-01-11 00:00:00,RBTC/BTC,0.99451,0.9984,0.99320302,0.99799,1.80002058,1.7883030806291853
1641772800,2022-01-10 00:00:00,RBTC/BTC,0.99329879,0.9987,0.9932111,0.9983,0.50610087,0.5030997342590143
1641686400,2022-01-09 00:00:00,RBTC/BTC,0.99605025,0.99659,0.993201,0.99328879,0.19298774,0.1916850687561539
1641600000,2022-01-08 00:00:00,RBTC/BTC,0.99501,0.9988,0.993201,0.993201,0.5707154,0.5682311880327619
1641513600,2022-01-07 00:00:00,RBTC/BTC,0.99521,0.9989,0.99300002,0.995,0.94643754,0.9409147627244799
1641427200,2022-01-06 00:00:00,RBTC/BTC,0.99797001,1.0022,0.995,0.99521,0.56678671,0.564596588669448
1641340800,2022-01-05 00:00:00,RBTC/BTC,0.99601,1.0025,0.99500001,0.99797001,0.45781632,0.4566002660294919
1641254400,2022-01-04 00:00:00,RBTC/BTC,0.9951,1,0.9948,0.99601,0.66717722,0.6642162977005945
1641168000,2022-01-03 00:00:00,RBTC/BTC,0.99833131,1.00499999,0.995,0.99889999,1.05308335,1.0527615123118739
1641081600,2022-01-02 00:00:00,RBTC/BTC,0.997,1.01,0.99300005,1.00189001,3.30028103,3.2933328804514742
1640995200,2022-01-01 00:00:00,RBTC/BTC,0.99758,0.99758,0.99300005,0.99699,2.07065684,2.0567737611073704
1640908800,2021-12-31 00:00:00,RBTC/BTC,0.99500001,0.99780919,0.9932,0.99501001,0.72166277,0.7179676282287655
1640822400,2021-12-30 00:00:00,RBTC/BTC,0.99694924,0.99780919,0.995,0.99500001,0.38879532,0.3871573112341905
1640736000,2021-12-29 00:00:00,RBTC/BTC,0.99859,1.003,0.99300003,0.995,2.24627745,2.2403111176348391
1640649600,2021-12-28 00:00:00,RBTC/BTC,0.99552,0.9989,0.99510005,0.9951125,0.39855127,0.3968661936906483
