https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GLMR,Volume USDT
1663459200,2022-09-18 00:00:00,GLMR/USDT,0.5164,0.5414,0.5041,0.5093,130625.80119283,66982.024667218935
1663372800,2022-09-17 00:00:00,GLMR/USDT,0.4893,0.5506,0.4888,0.5162,1395625.17425834,715320.277539371233
1663286400,2022-09-16 00:00:00,GLMR/USDT,0.4851,0.4975,0.4748,0.489,1127255.55855538,546904.3567650135
1663200000,2022-09-15 00:00:00,GLMR/USDT,0.5129,0.5146,0.4827,0.4853,1314286.35266627,654973.561518656604
1663113600,2022-09-14 00:00:00,GLMR/USDT,0.5216,0.5304,0.4893,0.5121,2043290.38424236,1038376.33520475298
1663027200,2022-09-13 00:00:00,GLMR/USDT,0.5702,0.5715,0.5144,0.5212,2371782.35495459,1277440.736318962717
1662940800,2022-09-12 00:00:00,GLMR/USDT,0.5962,0.6312,0.5654,0.57,2114124.39574941,1257575.933822420249
1662854400,2022-09-11 00:00:00,GLMR/USDT,0.563,0.625,0.5608,0.5963,2087643.48037039,1223158.493766337492
1662768000,2022-09-10 00:00:00,GLMR/USDT,0.5595,0.6066,0.5397,0.5615,2672429.57614985,1517016.385333391385
1662681600,2022-09-09 00:00:00,GLMR/USDT,0.4991,0.6275,0.4977,0.5589,3142972.71456087,1740525.269159194219
1662595200,2022-09-08 00:00:00,GLMR/USDT,0.4972,0.5053,0.4805,0.4991,752605.09720544,372349.710435419923
1662508800,2022-09-07 00:00:00,GLMR/USDT,0.4759,0.505,0.4699,0.4957,760322.47349798,370311.875645304301
1662422400,2022-09-06 00:00:00,GLMR/USDT,0.5191,0.53,0.4754,0.4759,1136391.19901428,573367.025053280303
1662336000,2022-09-05 00:00:00,GLMR/USDT,0.5284,0.5303,0.5104,0.5192,461094.98405412,238913.428016180722
1662249600,2022-09-04 00:00:00,GLMR/USDT,0.5261,0.5385,0.517,0.5277,584514.70856428,305826.193568985353
1662163200,2022-09-03 00:00:00,GLMR/USDT,0.538,0.538,0.5201,0.5261,552405.24987779,290543.12208906067
1662076800,2022-09-02 00:00:00,GLMR/USDT,0.529,0.5742,0.5199,0.538,902670.93007517,490991.636206629936
1661990400,2022-09-01 00:00:00,GLMR/USDT,0.5279,0.5318,0.5113,0.529,629111.00594083,328539.842045591652
1661904000,2022-08-31 00:00:00,GLMR/USDT,0.5198,0.5353,0.5125,0.5281,724732.4858718,380728.031754917683
1661817600,2022-08-30 00:00:00,GLMR/USDT,0.5507,0.5598,0.5134,0.5169,870421.98502064,464001.26570527249
1661731200,2022-08-29 00:00:00,GLMR/USDT,0.5278,0.5564,0.5226,0.5503,867009.83521411,469723.460095408097
1661644800,2022-08-28 00:00:00,GLMR/USDT,0.5494,0.5569,0.524,0.5268,496548.35933906,270244.387690687273
1661558400,2022-08-27 00:00:00,GLMR/USDT,0.5501,0.5638,0.535,0.5501,1004835.87936068,550962.120755544471
1661472000,2022-08-26 00:00:00,GLMR/USDT,0.6012,0.6035,0.5436,0.551,1111338.89035847,638182.332220109588
1661385600,2022-08-25 00:00:00,GLMR/USDT,0.5996,0.6138,0.597,0.6033,547721.85849802,330776.676610270914
1661299200,2022-08-24 00:00:00,GLMR/USDT,0.6171,0.626,0.5802,0.599,923341.5031732,562592.839689624211
1661212800,2022-08-23 00:00:00,GLMR/USDT,0.6234,0.6246,0.5954,0.615,1125477.22393001,689197.335102338751
1661126400,2022-08-22 00:00:00,GLMR/USDT,0.6374,0.6385,0.5987,0.6242,657255.03733588,403822.30180840804
1661040000,2022-08-21 00:00:00,GLMR/USDT,0.6111,0.6439,0.6084,0.6375,619641.82599734,389563.475773246195
1660953600,2022-08-20 00:00:00,GLMR/USDT,0.6084,0.6392,0.5936,0.6092,772272.45385916,479639.827876419729
1660867200,2022-08-19 00:00:00,GLMR/USDT,0.6409,0.6463,0.5958,0.6086,1448318.53158794,887956.558515094861
1660780800,2022-08-18 00:00:00,GLMR/USDT,0.6725,0.6853,0.641,0.6413,1146281.37949375,765461.534028276919
1660694400,2022-08-17 00:00:00,GLMR/USDT,0.6985,0.729,0.6603,0.6726,917004.32337541,628072.385439251937
1660608000,2022-08-16 00:00:00,GLMR/USDT,0.7191,0.7414,0.6922,0.6975,1125042.59357221,797602.88536706161
1660521600,2022-08-15 00:00:00,GLMR/USDT,0.6993,0.749,0.6756,0.7197,1240253.31205349,879140.84104721565
1660435200,2022-08-14 00:00:00,GLMR/USDT,0.7325,0.75,0.6846,0.6986,3143312.08061977,2269039.461148387526
1660348800,2022-08-13 00:00:00,GLMR/USDT,0.7429,0.7722,0.73,0.7325,1080878.14715542,806242.138233426816
1660262400,2022-08-12 00:00:00,GLMR/USDT,0.7387,0.75,0.7111,0.7427,1276209.58705495,932592.310262398641
1660176000,2022-08-11 00:00:00,GLMR/USDT,0.7631,0.7898,0.7311,0.739,1380542.82697948,1051981.103530422569
1660089600,2022-08-10 00:00:00,GLMR/USDT,0.7132,0.7717,0.6927,0.7635,1495195.25519122,1104071.429326003678
1660003200,2022-08-09 00:00:00,GLMR/USDT,0.7676,0.7768,0.6928,0.7131,1570772.79742023,1145854.755582625132
1659916800,2022-08-08 00:00:00,GLMR/USDT,0.7632,0.8123,0.7578,0.7675,2191546.36844134,1711058.751583918651
1659830400,2022-08-07 00:00:00,GLMR/USDT,0.7562,0.8349,0.6843,0.7639,2392271.88921811,1820728.34003169558
1659744000,2022-08-06 00:00:00,GLMR/USDT,0.7637,0.87,0.737,0.7564,2046492.47366564,1583861.182424046574
1659657600,2022-08-05 00:00:00,GLMR/USDT,0.7288,0.7834,0.7249,0.7633,1781762.38016202,1331313.705767799855
1659571200,2022-08-04 00:00:00,GLMR/USDT,0.688,0.7357,0.6875,0.725,1852566.30239587,1319200.830280841236
1659484800,2022-08-03 00:00:00,GLMR/USDT,0.7057,0.7208,0.6701,0.688,1712623.76123379,1198505.109861046165
1659398400,2022-08-02 00:00:00,GLMR/USDT,0.7264,0.8111,0.6031,0.7041,8696405.25375352,6030868.625274051756
1659312000,2022-08-01 00:00:00,GLMR/USDT,0.799,0.8497,0.6866,0.7249,3265367.03132785,2533227.439012162775
1659225600,2022-07-31 00:00:00,GLMR/USDT,0.799,0.8613,0.7912,0.8004,1517990.59087406,1238312.341673814805
1659139200,2022-07-30 00:00:00,GLMR/USDT,0.7615,0.88,0.7609,0.7993,2699180.92786706,2226276.702723710787
1659052800,2022-07-29 00:00:00,GLMR/USDT,0.7495,0.7932,0.7305,0.7615,1492620.42021248,1137339.286466892853
1658966400,2022-07-28 00:00:00,GLMR/USDT,0.7118,0.77,0.6904,0.7502,1156145.9830371,838542.006267318917
1658880000,2022-07-27 00:00:00,GLMR/USDT,0.6514,0.717,0.6394,0.7104,1059687.13104229,707423.444109329438
1658793600,2022-07-26 00:00:00,GLMR/USDT,0.6635,0.6644,0.625,0.6513,901726.87810348,580366.421305268844
1658707200,2022-07-25 00:00:00,GLMR/USDT,0.7288,0.7322,0.6608,0.6632,922129.16226853,635459.492622346856
1658620800,2022-07-24 00:00:00,GLMR/USDT,0.6976,0.7421,0.6974,0.7295,789561.61107203,568864.888363355349
1658534400,2022-07-23 00:00:00,GLMR/USDT,0.7174,0.734,0.6772,0.6967,998522.19294921,702464.560525582857
1658448000,2022-07-22 00:00:00,GLMR/USDT,0.7266,0.7814,0.7101,0.7177,1495320.74319605,1115224.885183591456
1658361600,2022-07-21 00:00:00,GLMR/USDT,0.7052,0.7394,0.6763,0.7267,1118071.96994566,788781.286335468472
1658275200,2022-07-20 00:00:00,GLMR/USDT,0.7644,0.8033,0.6956,0.706,1900183.13510912,1418289.149911345535
1658188800,2022-07-19 00:00:00,GLMR/USDT,0.6859,0.84,0.6553,0.7644,2416027.17689446,1747745.660227944944
1658102400,2022-07-18 00:00:00,GLMR/USDT,0.6111,0.706,0.608,0.6877,1468714.44967339,972262.345018930054
