https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CEL,Volume EUR
1663545600,2022-09-19 00:00:00,CEL/EUR,1.39999,1.39999,1.39999,1.39999,0.00000000,0.0
1663459200,2022-09-18 00:00:00,CEL/EUR,1.60000,1.69951,1.39999,1.39999,23255.23806444,32557.100737835357
1663372800,2022-09-17 00:00:00,CEL/EUR,1.63860,1.67785,1.55001,1.60000,9439.86227524,15103.779640384002
1663286400,2022-09-16 00:00:00,CEL/EUR,1.80000,1.87439,1.46505,1.61505,29704.75218092,47974.66000979485
1663200000,2022-09-15 00:00:00,CEL/EUR,1.80850,2.50000,1.71354,1.80997,51617.53983299,93426.19857151691
1663113600,2022-09-14 00:00:00,CEL/EUR,1.46443,1.88000,1.42661,1.84618,55060.92644539,101652.3811849501
1663027200,2022-09-13 00:00:00,CEL/EUR,1.44443,1.59857,1.35851,1.46513,18601.98044719,27254.319612591484
1662940800,2022-09-12 00:00:00,CEL/EUR,1.56729,1.60099,1.40142,1.46959,32335.99594699,47520.65628373703
1662854400,2022-09-11 00:00:00,CEL/EUR,1.37063,1.69061,1.25099,1.55383,47631.17766696,74010.75279425246
1662768000,2022-09-10 00:00:00,CEL/EUR,1.35986,1.37000,1.31128,1.36856,13212.08363016,18081.52917289177
1662681600,2022-09-09 00:00:00,CEL/EUR,1.28800,1.36499,1.28800,1.31969,6721.31634175,8870.053963044058
1662595200,2022-09-08 00:00:00,CEL/EUR,1.33520,1.40847,1.25481,1.26538,32051.59404190,40557.44606873942
1662508800,2022-09-07 00:00:00,CEL/EUR,1.34000,1.34654,1.29400,1.33313,34915.44619169,46546.82878152769
1662422400,2022-09-06 00:00:00,CEL/EUR,1.45966,1.53181,1.33299,1.36735,22804.98747866,31182.399628945754
1662336000,2022-09-05 00:00:00,CEL/EUR,1.45511,1.54674,1.43218,1.49844,11613.22773688,17401.72497005047
1662249600,2022-09-04 00:00:00,CEL/EUR,1.49553,1.50080,1.41509,1.43770,5207.52233116,7486.854855508732
1662163200,2022-09-03 00:00:00,CEL/EUR,1.39170,1.50826,1.38039,1.46951,11781.16172475,17312.534966137373
1662076800,2022-09-02 00:00:00,CEL/EUR,1.39127,1.58787,1.38361,1.41555,92098.77015874,130370.4140982044
1661990400,2022-09-01 00:00:00,CEL/EUR,1.15230,1.44000,1.10000,1.39289,63094.20530085,87883.28762150096
1661904000,2022-08-31 00:00:00,CEL/EUR,1.11134,1.19992,1.09643,1.16730,26813.33424467,31299.205063803292
1661817600,2022-08-30 00:00:00,CEL/EUR,1.32000,1.40856,1.06001,1.12201,38870.30479103,43612.87067858357
1661731200,2022-08-29 00:00:00,CEL/EUR,1.13324,1.47800,1.13324,1.40859,58827.88869174,82864.37573229805
1661644800,2022-08-28 00:00:00,CEL/EUR,1.02998,1.46999,1.02998,1.20001,59472.20429829,71367.23987999099
1661558400,2022-08-27 00:00:00,CEL/EUR,0.95126,1.23992,0.89000,1.02995,29088.79799872,29960.007498781662
1661472000,2022-08-26 00:00:00,CEL/EUR,1.22000,1.29997,0.93000,0.93000,49163.91758682,45722.44335574261
1661385600,2022-08-25 00:00:00,CEL/EUR,1.44994,1.60129,1.15047,1.22621,28439.34331209,34872.60716271788
1661299200,2022-08-24 00:00:00,CEL/EUR,1.69161,1.69161,1.35003,1.43999,26451.03327023,38089.2233987985
1661212800,2022-08-23 00:00:00,CEL/EUR,1.74706,1.81258,1.65996,1.69000,29452.59229337,49774.8809757953
1661126400,2022-08-22 00:00:00,CEL/EUR,2.24500,2.51998,1.55000,1.68804,51236.58827611,86489.41047360473
1661040000,2022-08-21 00:00:00,CEL/EUR,2.50000,2.74993,2.16999,2.51999,7577.59446867,19095.462285103713
1660953600,2022-08-20 00:00:00,CEL/EUR,2.89999,2.89999,2.40000,2.50000,6937.35078887,17343.376972175
1660867200,2022-08-19 00:00:00,CEL/EUR,2.88216,2.97000,2.53000,2.90892,21318.35105323,62013.37774576181
1660780800,2022-08-18 00:00:00,CEL/EUR,2.71196,3.19997,2.60000,2.88216,19471.05650531,56118.70021734427
1660694400,2022-08-17 00:00:00,CEL/EUR,2.34999,3.00000,2.30000,2.74982,44292.47835825,121796.34283908302
1660608000,2022-08-16 00:00:00,CEL/EUR,2.73007,2.97000,2.17000,2.31406,32824.82162113,75958.6067205921
1660521600,2022-08-15 00:00:00,CEL/EUR,3.70000,4.36863,2.52870,2.76057,34203.71198806,94421.7412028788
1660435200,2022-08-14 00:00:00,CEL/EUR,3.60426,3.96999,1.30000,3.66000,33583.86068223,122916.9300969618
1660348800,2022-08-13 00:00:00,CEL/EUR,2.72000,3.99999,2.52871,3.60420,57442.74404070,207035.13807149095
1660262400,2022-08-12 00:00:00,CEL/EUR,2.22710,2.72000,2.22710,2.52870,5021.87153097,12698.80654036384
1660176000,2022-08-11 00:00:00,CEL/EUR,2.49999,2.49999,2.11000,2.40000,34529.89876983,82871.757047592
1660089600,2022-08-10 00:00:00,CEL/EUR,1.88000,3.04957,1.76000,2.39867,44377.77533221,106447.63835611218
1660003200,2022-08-09 00:00:00,CEL/EUR,1.73866,1.99000,1.67250,1.98989,26200.35359993,52135.82162496471
1659916800,2022-08-08 00:00:00,CEL/EUR,1.41912,1.77000,1.39003,1.77000,33861.88636956,59935.5388741212
1659830400,2022-08-07 00:00:00,CEL/EUR,1.31404,1.42660,1.22073,1.42636,5475.54436821,7810.097465040017
1659744000,2022-08-06 00:00:00,CEL/EUR,1.17064,1.36500,1.17063,1.32045,17924.23691092,23668.05862902431
1659657600,2022-08-05 00:00:00,CEL/EUR,1.15834,1.25260,1.15834,1.25159,11335.06608432,14186.855360474068
1659571200,2022-08-04 00:00:00,CEL/EUR,1.15615,1.21994,1.10583,1.15486,5983.59411576,6910.213500526594
1659484800,2022-08-03 00:00:00,CEL/EUR,1.15214,1.20270,1.13879,1.13879,14292.10424162,16275.705389314438
1659398400,2022-08-02 00:00:00,CEL/EUR,1.27000,1.31500,1.14090,1.15130,12523.26960639,14418.040297836807
1659312000,2022-08-01 00:00:00,CEL/EUR,1.09000,1.25714,1.01001,1.25714,13688.04140149,17207.784367469136
1659225600,2022-07-31 00:00:00,CEL/EUR,1.06945,1.09000,1.03724,1.05530,13810.69865359,14574.430289133525
1659139200,2022-07-30 00:00:00,CEL/EUR,1.16076,1.19074,1.05905,1.06944,13698.22462086,14649.429338532518
1659052800,2022-07-29 00:00:00,CEL/EUR,1.15990,1.35000,1.00100,1.13521,28573.00638093,32436.362573695547
1658966400,2022-07-28 00:00:00,CEL/EUR,1.07000,1.50000,0.95015,1.14636,55214.43361714,63295.61812134461
1658880000,2022-07-27 00:00:00,CEL/EUR,0.90000,1.10999,0.89026,1.10999,56182.04982866,62361.51348931431
1658793600,2022-07-26 00:00:00,CEL/EUR,0.91651,0.91651,0.76000,0.90000,36108.87467205,32497.987204844998
1658707200,2022-07-25 00:00:00,CEL/EUR,0.88393,0.91870,0.86024,0.91651,23791.59153446,21805.231557247935
1658620800,2022-07-24 00:00:00,CEL/EUR,0.89400,0.90999,0.85169,0.88393,1897.48376813,1677.2428271631509
1658534400,2022-07-23 00:00:00,CEL/EUR,0.89134,0.89400,0.85130,0.89400,6480.23028369,5793.32587361886
1658448000,2022-07-22 00:00:00,CEL/EUR,0.83004,0.92490,0.83000,0.84700,52576.21438760,44532.053586297196
1658361600,2022-07-21 00:00:00,CEL/EUR,0.79828,0.87629,0.76508,0.86313,50770.64519405,43821.66698634037
1658275200,2022-07-20 00:00:00,CEL/EUR,0.76001,0.82000,0.74500,0.79000,54786.74941073,43281.5320344767
1658188800,2022-07-19 00:00:00,CEL/EUR,0.79000,0.80000,0.74388,0.79329,26834.35228972,21287.42332791198
1658102400,2022-07-18 00:00:00,CEL/EUR,0.78372,0.80998,0.73617,0.80699,39921.26045392,32216.057973708896
1658016000,2022-07-17 00:00:00,CEL/EUR,0.79900,0.81000,0.73000,0.78337,33030.42143011,25875.04123570527
1657929600,2022-07-16 00:00:00,CEL/EUR,0.73207,0.81899,0.70000,0.79980,45149.24305222,36110.364593165556
1657843200,2022-07-15 00:00:00,CEL/EUR,0.76024,0.79400,0.71096,0.74001,42034.88131552,31106.23252229795
1657756800,2022-07-14 00:00:00,CEL/EUR,0.77896,0.83484,0.50000,0.76257,352352.21003085,268693.2248032253
1657670400,2022-07-13 00:00:00,CEL/EUR,0.70001,0.97000,0.69312,0.76304,134262.39949844,102447.58131328967
1657584000,2022-07-12 00:00:00,CEL/EUR,0.70026,0.77838,0.70000,0.73124,27811.32757440,20336.755175504255
1657497600,2022-07-11 00:00:00,CEL/EUR,0.79021,0.82973,0.70000,0.70926,72540.87944670,51450.34415636644
1657411200,2022-07-10 00:00:00,CEL/EUR,0.95819,0.98729,0.77415,0.78952,62771.83753833,49559.621173262305
1657324800,2022-07-09 00:00:00,CEL/EUR,0.76516,0.96500,0.73271,0.94436,169857.17760028,160406.3242386004
1657238400,2022-07-08 00:00:00,CEL/EUR,0.70885,0.79998,0.67500,0.78000,72876.32218524,56843.5313044872
1657152000,2022-07-07 00:00:00,CEL/EUR,0.83641,0.90850,0.67000,0.71159,136848.28280769,97379.86956312413
1657065600,2022-07-06 00:00:00,CEL/EUR,0.90448,0.91024,0.66666,0.82189,76296.26020165,62707.13329713412
1656979200,2022-07-05 00:00:00,CEL/EUR,1.01571,1.06900,0.86276,0.87900,29512.04052050,25941.0836175195
1656892800,2022-07-04 00:00:00,CEL/EUR,0.85941,1.03898,0.80863,1.00000,56780.91950125,56780.91950125
1656806400,2022-07-03 00:00:00,CEL/EUR,0.68850,0.97000,0.67355,0.87042,119672.11667933,104165.00380002242
1656720000,2022-07-02 00:00:00,CEL/EUR,0.60160,0.72897,0.54748,0.66152,33535.13751301,22184.164167606374
1656633600,2022-07-01 00:00:00,CEL/EUR,0.58691,0.67999,0.55778,0.58521,35476.12845553,20760.985133460712
1656547200,2022-06-30 00:00:00,CEL/EUR,0.70796,0.71937,0.52505,0.59426,51481.62770931,30593.47208253456
1656460800,2022-06-29 00:00:00,CEL/EUR,0.69374,0.74394,0.63183,0.74394,46841.59729627,34847.33789258711
1656374400,2022-06-28 00:00:00,CEL/EUR,0.69714,0.72794,0.65302,0.68650,26740.29310234,18357.21121475641
1656288000,2022-06-27 00:00:00,CEL/EUR,0.76180,0.80717,0.65876,0.71222,146678.27056046,104467.19785857081
1656201600,2022-06-26 00:00:00,CEL/EUR,0.99428,0.99428,0.75001,0.76895,65446.20595107,50324.86006607528
1656115200,2022-06-25 00:00:00,CEL/EUR,0.99994,1.09974,0.85303,0.94578,88803.66235606,83988.72778311442
1656028800,2022-06-24 00:00:00,CEL/EUR,1.00988,1.16000,0.90106,0.99688,42363.24736508,42231.07403330095
1655942400,2022-06-23 00:00:00,CEL/EUR,0.90321,1.00842,0.80001,1.00842,38062.04943248,38382.53188870149
1655856000,2022-06-22 00:00:00,CEL/EUR,1.10527,1.10527,0.86213,0.86517,48799.06869033,42219.49025881281
1655769600,2022-06-21 00:00:00,CEL/EUR,1.11335,1.60600,0.86000,1.02495,232193.82309103,237987.0589771512
1655683200,2022-06-20 00:00:00,CEL/EUR,0.62607,1.16000,0.60640,1.13733,154728.68531171,175977.57566556713
1655596800,2022-06-19 00:00:00,CEL/EUR,0.55690,0.66500,0.49194,0.62436,46623.34360496,29109.750813192826
1655510400,2022-06-18 00:00:00,CEL/EUR,0.55189,0.57957,0.45305,0.53857,44243.07057415,23827.990519119965
1655424000,2022-06-17 00:00:00,CEL/EUR,0.52691,0.66796,0.50501,0.55053,133436.60503872,73460.85417196652
1655337600,2022-06-16 00:00:00,CEL/EUR,0.55006,0.59499,0.45405,0.56200,149754.25803513,84161.89301574307
1655251200,2022-06-15 00:00:00,CEL/EUR,0.63102,0.66147,0.40003,0.58781,195084.30038870,114672.50261148176
1655164800,2022-06-14 00:00:00,CEL/EUR,0.27570,0.72500,0.25681,0.67074,314420.06443520,210894.11401926607
1655078400,2022-06-13 00:00:00,CEL/EUR,0.38723,0.40999,0.16558,0.26532,344233.79336204,91332.11005481645
1654992000,2022-06-12 00:00:00,CEL/EUR,0.40900,0.50000,0.31500,0.40000,211705.47828609,84682.191314436
1654905600,2022-06-11 00:00:00,CEL/EUR,0.38515,0.46000,0.23149,0.38682,369710.34152700,143011.35430947415
1654819200,2022-06-10 00:00:00,CEL/EUR,0.58827,0.59541,0.35888,0.36622,255397.73820748,93531.75968634333
1654732800,2022-06-09 00:00:00,CEL/EUR,0.61763,0.63424,0.60325,0.60325,10671.33053883,6437.480147549197
1654646400,2022-06-08 00:00:00,CEL/EUR,0.63288,0.64967,0.62158,0.63119,13260.50555038,8369.898498344352
1654560000,2022-06-07 00:00:00,CEL/EUR,0.62722,0.64814,0.59622,0.63367,43005.88736399,27251.540645939538
1654473600,2022-06-06 00:00:00,CEL/EUR,0.69352,0.73137,0.62134,0.65218,34120.20871484,22252.51771964435
1654387200,2022-06-05 00:00:00,CEL/EUR,0.74993,0.74993,0.69215,0.69215,9165.72828963,6344.058835667405
1654300800,2022-06-04 00:00:00,CEL/EUR,0.74484,0.76534,0.74484,0.75318,7471.21468268,5627.169474700922
1654214400,2022-06-03 00:00:00,CEL/EUR,0.75279,0.80000,0.71693,0.75903,24873.62338976,18879.826361529533
1654128000,2022-06-02 00:00:00,CEL/EUR,0.66214,0.77930,0.57166,0.75933,31993.07599724,24293.302396984247
1654041600,2022-06-01 00:00:00,CEL/EUR,0.76870,0.77125,0.66471,0.67412,11899.70591763,8021.8297531927365
1653955200,2022-05-31 00:00:00,CEL/EUR,0.70191,0.89000,0.51001,0.78052,70591.15685634,55097.8097495105
1653868800,2022-05-30 00:00:00,CEL/EUR,0.51411,0.74643,0.50783,0.74426,44517.63110483,33132.69212608077
1653782400,2022-05-29 00:00:00,CEL/EUR,0.49056,0.55000,0.48531,0.51272,43774.15607220,22443.88530133838
1653696000,2022-05-28 00:00:00,CEL/EUR,0.51386,0.55989,0.47500,0.49696,44341.08693977,22035.7465655881
1653609600,2022-05-27 00:00:00,CEL/EUR,0.60100,0.60100,0.46560,0.51016,62873.78910259,32075.692248577314
1653523200,2022-05-26 00:00:00,CEL/EUR,0.70001,0.70014,0.61000,0.61289,17489.57282945,10719.184291441612
1653436800,2022-05-25 00:00:00,CEL/EUR,0.72227,0.72430,0.70022,0.71033,12330.05566857,8758.408443055328
1653350400,2022-05-24 00:00:00,CEL/EUR,0.71390,0.72737,0.71045,0.72302,12282.58270133,8880.552944715617
1653264000,2022-05-23 00:00:00,CEL/EUR,0.73649,0.75497,0.68875,0.68875,25141.69594835,17316.343084426062
1653177600,2022-05-22 00:00:00,CEL/EUR,0.68136,0.72490,0.68136,0.72391,23335.51808701,16892.81489836741
1653091200,2022-05-21 00:00:00,CEL/EUR,0.72637,0.74490,0.68931,0.69003,8032.19515054,5542.455619727117
1653004800,2022-05-20 00:00:00,CEL/EUR,0.78245,0.79234,0.72512,0.74420,15119.25519182,11251.749713752444
1652918400,2022-05-19 00:00:00,CEL/EUR,0.71434,0.79058,0.71340,0.78434,9969.50719510,7819.483273404735
1652832000,2022-05-18 00:00:00,CEL/EUR,0.80166,0.81375,0.71393,0.71393,14456.34377431,10320.817510793138
1652745600,2022-05-17 00:00:00,CEL/EUR,0.80392,0.88000,0.77500,0.79961,18937.19055595,15142.36694044318
1652659200,2022-05-16 00:00:00,CEL/EUR,0.88546,0.89990,0.77004,0.82869,45794.49729304,37949.44196176932
1652572800,2022-05-15 00:00:00,CEL/EUR,0.72491,0.95106,0.64176,0.93929,63170.65705383,59335.56646409198
1652486400,2022-05-14 00:00:00,CEL/EUR,0.76097,1.00000,0.72208,0.76125,8999.75340736,6851.0622813528
1652400000,2022-05-13 00:00:00,CEL/EUR,0.95291,1.01249,0.66002,0.76500,39885.49629140,30512.404662921
1652313600,2022-05-12 00:00:00,CEL/EUR,0.71000,1.26000,0.45840,1.00250,19168.40956544,19216.330589353598
1652227200,2022-05-11 00:00:00,CEL/EUR,1.48097,1.48949,0.59011,0.73491,46758.85151203,34363.547564705965
1652140800,2022-05-10 00:00:00,CEL/EUR,1.51100,1.70001,1.44143,1.47888,27036.77588447,39984.147120024994
1652054400,2022-05-09 00:00:00,CEL/EUR,1.83263,1.83746,1.51680,1.54183,43463.79143566,67013.77754924366
1651968000,2022-05-08 00:00:00,CEL/EUR,1.86518,1.92065,1.79490,1.83201,15589.06133087,28559.316248767147
1651881600,2022-05-07 00:00:00,CEL/EUR,1.90177,1.91064,1.85296,1.85727,6103.33025221,11335.532177522067
1651795200,2022-05-06 00:00:00,CEL/EUR,1.92562,1.95794,1.90399,1.90399,16487.25692062,31391.572304291272
1651708800,2022-05-05 00:00:00,CEL/EUR,2.04953,2.05312,1.87400,1.92538,15921.21903944,30654.39671415699
1651622400,2022-05-04 00:00:00,CEL/EUR,1.99297,2.05801,1.98410,2.04733,13599.38735083,27842.433704974785
1651536000,2022-05-03 00:00:00,CEL/EUR,1.97849,2.03951,1.97710,1.99053,11252.74942698,22398.935316886502
1651449600,2022-05-02 00:00:00,CEL/EUR,1.98631,2.01731,1.97197,1.99681,24461.31496271,48844.598330688954
1651363200,2022-05-01 00:00:00,CEL/EUR,1.91473,1.98443,1.91158,1.98443,8398.24576948,16665.730852329194
1651276800,2022-04-30 00:00:00,CEL/EUR,1.95675,1.96154,1.90000,1.91914,4431.33823769,8504.358465480387
1651190400,2022-04-29 00:00:00,CEL/EUR,2.01472,2.06912,1.95899,1.96211,9081.31185143,17818.53279680932
1651104000,2022-04-28 00:00:00,CEL/EUR,2.00270,2.07152,1.96644,2.02821,13792.96354792,27975.026597526827
1651017600,2022-04-27 00:00:00,CEL/EUR,1.94197,2.01382,1.94197,2.00533,11136.97257813,22333.305220101432
1650931200,2022-04-26 00:00:00,CEL/EUR,2.01886,2.05515,1.88000,1.94111,20052.80858315,38924.70726883829
1650844800,2022-04-25 00:00:00,CEL/EUR,1.96928,2.02121,1.87430,2.01173,18385.34561150,36986.351327022894
1650758400,2022-04-24 00:00:00,CEL/EUR,1.97417,1.99388,1.93383,1.96546,19001.23750954,37346.17227550049
1650672000,2022-04-23 00:00:00,CEL/EUR,1.95053,1.97458,1.93200,1.96263,4785.96631905,9393.081076757102
1650585600,2022-04-22 00:00:00,CEL/EUR,1.94781,2.02973,1.91203,1.95266,31417.55238469,61347.797839488776
1650499200,2022-04-21 00:00:00,CEL/EUR,2.04326,2.06263,1.94290,1.94290,26393.22209768,51279.39121358248
1650412800,2022-04-20 00:00:00,CEL/EUR,2.06247,2.19989,2.01978,2.04308,39035.14642004,79751.92694785532
1650326400,2022-04-19 00:00:00,CEL/EUR,1.96750,2.16477,1.91779,2.08308,33737.76203065,70278.4573308064
