https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume POWR,Volume BTC
1663459200,2022-09-18 00:00:00,POWR/BTC,0.0000105,0.0000106,0.0000105,0.00001054,3707.824311,0.03910517130966
1663372800,2022-09-17 00:00:00,POWR/BTC,0.00001041,0.00001054,0.00001034,0.00001048,5312.825069,0.0555231118714
1663286400,2022-09-16 00:00:00,POWR/BTC,0.00001041,0.0000105,0.00001032,0.00001039,8240.754606,0.08566512313939
1663200000,2022-09-15 00:00:00,POWR/BTC,0.00001047,0.00001069,0.00001039,0.00001049,66294.77148,0.69893988617378
1663113600,2022-09-14 00:00:00,POWR/BTC,0.00001036,0.00001067,0.00001031,0.00001043,35583.868321,0.37222085187027
1663027200,2022-09-13 00:00:00,POWR/BTC,0.00001048,0.00001066,0.00001014,0.00001039,47571.417562,0.49768073986955
1662940800,2022-09-12 00:00:00,POWR/BTC,0.0000106,0.0000127,0.00001049,0.00001054,183826.392747,2.07719766034436
1662854400,2022-09-11 00:00:00,POWR/BTC,0.00001021,0.00001135,0.00001011,0.0000106,75649.392779,0.82323781892699
1662768000,2022-09-10 00:00:00,POWR/BTC,0.0000104,0.00001051,0.00001013,0.0000102,14332.442257,0.1481228243768
1662681600,2022-09-09 00:00:00,POWR/BTC,0.00001105,0.00001168,0.00001021,0.00001033,55586.419458,0.60611443160681
1662595200,2022-09-08 00:00:00,POWR/BTC,0.00001049,0.00001193,0.00001044,0.00001107,156237.568476,1.76345149474962
1662508800,2022-09-07 00:00:00,POWR/BTC,0.00001051,0.00001065,0.00001021,0.0000105,9407.639763,0.0976854920001
1662422400,2022-09-06 00:00:00,POWR/BTC,0.0000105,0.00001078,0.00001046,0.00001046,11755.929169,0.12501234600585
1662336000,2022-09-05 00:00:00,POWR/BTC,0.00001056,0.00001059,0.00001044,0.00001058,2720.828777,0.02859216175545
1662249600,2022-09-04 00:00:00,POWR/BTC,0.00001054,0.00001061,0.00001051,0.00001051,630.393637,0.00664540328555
1662163200,2022-09-03 00:00:00,POWR/BTC,0.00001047,0.00001061,0.00001041,0.00001056,1460.859466,0.01536275390163
