https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FET,Volume EUR
1663430400,2022-09-17 16:00:00,FET/EUR,0.08980,0.08980,0.08980,0.08980,0.00000000,0.0
1663426800,2022-09-17 15:00:00,FET/EUR,0.08980,0.08980,0.08980,0.08980,0.00000000,0.0
1663423200,2022-09-17 14:00:00,FET/EUR,0.08980,0.08980,0.08980,0.08980,0.00000000,0.0
1663419600,2022-09-17 13:00:00,FET/EUR,0.08980,0.08980,0.08980,0.08980,0.00000000,0.0
1663416000,2022-09-17 12:00:00,FET/EUR,0.08980,0.08980,0.08980,0.08980,0.00000000,0.0
1663412400,2022-09-17 11:00:00,FET/EUR,0.08980,0.08980,0.08980,0.08980,0.00000000,0.0
1663408800,2022-09-17 10:00:00,FET/EUR,0.08980,0.08980,0.08980,0.08980,0.00000000,0.0
1663405200,2022-09-17 09:00:00,FET/EUR,0.08980,0.08980,0.08980,0.08980,1257.46819813,112.92064419207401
1663401600,2022-09-17 08:00:00,FET/EUR,0.08889,0.08889,0.08889,0.08889,0.00000000,0.0
1663398000,2022-09-17 07:00:00,FET/EUR,0.08889,0.08889,0.08889,0.08889,609.48252511,54.1769016570279
1663394400,2022-09-17 06:00:00,FET/EUR,0.08861,0.08861,0.08836,0.08838,41388.32082718,3657.899794706169
1663390800,2022-09-17 05:00:00,FET/EUR,0.08786,0.08786,0.08786,0.08786,0.00000000,0.0
1663387200,2022-09-17 04:00:00,FET/EUR,0.08786,0.08786,0.08786,0.08786,0.00000000,0.0
1663383600,2022-09-17 03:00:00,FET/EUR,0.08786,0.08786,0.08786,0.08786,0.00000000,0.0
1663380000,2022-09-17 02:00:00,FET/EUR,0.08786,0.08786,0.08786,0.08786,0.00000000,0.0
1663376400,2022-09-17 01:00:00,FET/EUR,0.08786,0.08786,0.08786,0.08786,0.00000000,0.0
1663372800,2022-09-17 00:00:00,FET/EUR,0.08765,0.08786,0.08765,0.08786,39417.35752387,3463.209032047218
1663369200,2022-09-16 23:00:00,FET/EUR,0.08831,0.08831,0.08831,0.08831,0.00000000,0.0
1663365600,2022-09-16 22:00:00,FET/EUR,0.08831,0.08831,0.08831,0.08831,3402.94008976,300.5136393267056
1663362000,2022-09-16 21:00:00,FET/EUR,0.08880,0.08880,0.08880,0.08880,0.00000000,0.0
1663358400,2022-09-16 20:00:00,FET/EUR,0.08880,0.08880,0.08880,0.08880,10120.09372666,898.664322927408
1663354800,2022-09-16 19:00:00,FET/EUR,0.08799,0.08799,0.08799,0.08799,0.00000000,0.0
1663351200,2022-09-16 18:00:00,FET/EUR,0.08799,0.08799,0.08799,0.08799,150.00000000,13.1985
1663347600,2022-09-16 17:00:00,FET/EUR,0.08767,0.08767,0.08767,0.08767,0.00000000,0.0
1663344000,2022-09-16 16:00:00,FET/EUR,0.08767,0.08767,0.08767,0.08767,0.00000000,0.0
1663340400,2022-09-16 15:00:00,FET/EUR,0.08793,0.08793,0.08767,0.08767,928.02682958,81.3601121492786
1663336800,2022-09-16 14:00:00,FET/EUR,0.08707,0.08810,0.08707,0.08810,27108.17699452,2388.2303932172117
1663333200,2022-09-16 13:00:00,FET/EUR,0.08821,0.08821,0.08821,0.08821,0.00000000,0.0
1663329600,2022-09-16 12:00:00,FET/EUR,0.08833,0.08834,0.08821,0.08821,28050.61617025,2474.3448523777524
1663326000,2022-09-16 11:00:00,FET/EUR,0.08655,0.08655,0.08655,0.08655,0.00000000,0.0
1663322400,2022-09-16 10:00:00,FET/EUR,0.08655,0.08655,0.08655,0.08655,0.00000000,0.0
1663318800,2022-09-16 09:00:00,FET/EUR,0.08655,0.08655,0.08655,0.08655,0.00000000,0.0
1663315200,2022-09-16 08:00:00,FET/EUR,0.08685,0.08685,0.08655,0.08655,10581.63506966,915.8405152790731
1663311600,2022-09-16 07:00:00,FET/EUR,0.08871,0.08871,0.08871,0.08871,0.00000000,0.0
1663308000,2022-09-16 06:00:00,FET/EUR,0.08862,0.08871,0.08862,0.08871,2598.74680528,230.5348290963888
1663304400,2022-09-16 05:00:00,FET/EUR,0.08868,0.08926,0.08868,0.08926,2585.61274140,230.791793297364
1663300800,2022-09-16 04:00:00,FET/EUR,0.08895,0.08895,0.08895,0.08895,1286.28514230,114.415063407585
1663297200,2022-09-16 03:00:00,FET/EUR,0.08965,0.08965,0.08965,0.08965,0.00000000,0.0
1663293600,2022-09-16 02:00:00,FET/EUR,0.08965,0.08965,0.08965,0.08965,1601.18730495,143.54644188876748
1663290000,2022-09-16 01:00:00,FET/EUR,0.09080,0.09080,0.09080,0.09080,0.00000000,0.0
1663286400,2022-09-16 00:00:00,FET/EUR,0.09080,0.09080,0.09080,0.09080,0.00000000,0.0
1663282800,2022-09-15 23:00:00,FET/EUR,0.09080,0.09080,0.09080,0.09080,0.00000000,0.0
1663279200,2022-09-15 22:00:00,FET/EUR,0.09080,0.09080,0.09080,0.09080,0.00000000,0.0
1663275600,2022-09-15 21:00:00,FET/EUR,0.09080,0.09080,0.09080,0.09080,621.83495643,56.462614043844006
1663272000,2022-09-15 20:00:00,FET/EUR,0.09453,0.09453,0.09222,0.09222,2163.19369154,199.4897222338188
1663268400,2022-09-15 19:00:00,FET/EUR,0.09667,0.09755,0.09565,0.09565,1215.73453409,116.28500818570849
1663264800,2022-09-15 18:00:00,FET/EUR,0.08913,0.09342,0.08913,0.09261,5118.98191651,474.06891528799105
1663261200,2022-09-15 17:00:00,FET/EUR,0.08910,0.08910,0.08910,0.08910,0.00000000,0.0
1663257600,2022-09-15 16:00:00,FET/EUR,0.08910,0.08910,0.08910,0.08910,365.00000000,32.521499999999996
1663254000,2022-09-15 15:00:00,FET/EUR,0.08989,0.08989,0.08989,0.08989,0.00000000,0.0
1663250400,2022-09-15 14:00:00,FET/EUR,0.08989,0.08989,0.08989,0.08989,0.00000000,0.0
1663246800,2022-09-15 13:00:00,FET/EUR,0.08989,0.08989,0.08989,0.08989,2209.14450995,198.57999999940552
1663243200,2022-09-15 12:00:00,FET/EUR,0.08988,0.08988,0.08988,0.08988,0.00000000,0.0
1663239600,2022-09-15 11:00:00,FET/EUR,0.08988,0.08988,0.08988,0.08988,2277.52000000,204.7034976
1663236000,2022-09-15 10:00:00,FET/EUR,0.09001,0.09001,0.09001,0.09001,3200.00000000,288.03200000000004
1663232400,2022-09-15 09:00:00,FET/EUR,0.09123,0.09123,0.09123,0.09123,10975.20649910,1001.2680889128932
1663228800,2022-09-15 08:00:00,FET/EUR,0.09127,0.09127,0.09126,0.09126,11383.26394716,1038.8366678178215
1663225200,2022-09-15 07:00:00,FET/EUR,0.09184,0.09209,0.09184,0.09209,61955.40116297,5705.472893097908
1663221600,2022-09-15 06:00:00,FET/EUR,0.08921,0.08924,0.08918,0.08918,7322.53824742,653.0239609049155
1663218000,2022-09-15 05:00:00,FET/EUR,0.09007,0.09007,0.09007,0.09007,0.00000000,0.0
1663214400,2022-09-15 04:00:00,FET/EUR,0.09029,0.09029,0.09007,0.09007,2380.43612209,214.4058815166463
1663210800,2022-09-15 03:00:00,FET/EUR,0.09244,0.09244,0.09244,0.09244,1254.68971031,115.9835168210564
1663207200,2022-09-15 02:00:00,FET/EUR,0.09096,0.09096,0.09096,0.09096,1489.27627718,135.4645701722928
1663203600,2022-09-15 01:00:00,FET/EUR,0.09419,0.09419,0.09419,0.09419,0.00000000,0.0
1663200000,2022-09-15 00:00:00,FET/EUR,0.09419,0.09419,0.09419,0.09419,0.00000000,0.0
1663196400,2022-09-14 23:00:00,FET/EUR,0.09419,0.09419,0.09419,0.09419,0.00000000,0.0
1663192800,2022-09-14 22:00:00,FET/EUR,0.09342,0.09539,0.09342,0.09419,12502.85490873,1177.6439038532787
1663189200,2022-09-14 21:00:00,FET/EUR,0.09243,0.09244,0.09202,0.09202,12648.59446628,1163.9236627870855
1663185600,2022-09-14 20:00:00,FET/EUR,0.09238,0.09693,0.09238,0.09693,3225.65928814,312.6631547994102
1663182000,2022-09-14 19:00:00,FET/EUR,0.08612,0.08667,0.08612,0.08655,3857.68688883,333.88280022823653
1663178400,2022-09-14 18:00:00,FET/EUR,0.08450,0.08450,0.08427,0.08428,6226.74799193,524.7903207598604
1663174800,2022-09-14 17:00:00,FET/EUR,0.08640,0.08640,0.08640,0.08640,1343.41995866,116.07148442822401
1663171200,2022-09-14 16:00:00,FET/EUR,0.08578,0.08578,0.08548,0.08548,1094.54418279,93.5616367448892
1663167600,2022-09-14 15:00:00,FET/EUR,0.08589,0.08632,0.08589,0.08632,1746.79812643,150.7836142734376
1663164000,2022-09-14 14:00:00,FET/EUR,0.08512,0.08512,0.08512,0.08512,0.00000000,0.0
1663160400,2022-09-14 13:00:00,FET/EUR,0.08512,0.08512,0.08512,0.08512,0.00000000,0.0
1663156800,2022-09-14 12:00:00,FET/EUR,0.08512,0.08512,0.08512,0.08512,0.00000000,0.0
1663153200,2022-09-14 11:00:00,FET/EUR,0.08608,0.08608,0.08512,0.08512,18699.98362744,1591.7426063676928
1663149600,2022-09-14 10:00:00,FET/EUR,0.08634,0.08634,0.08634,0.08634,2081.12216980,179.684088140532
1663146000,2022-09-14 09:00:00,FET/EUR,0.08585,0.08585,0.08585,0.08585,0.00000000,0.0
1663142400,2022-09-14 08:00:00,FET/EUR,0.08585,0.08585,0.08585,0.08585,0.00000000,0.0
1663138800,2022-09-14 07:00:00,FET/EUR,0.08585,0.08585,0.08585,0.08585,2100.27710246,180.308789246191
1663135200,2022-09-14 06:00:00,FET/EUR,0.08746,0.08746,0.08746,0.08746,0.00000000,0.0
1663131600,2022-09-14 05:00:00,FET/EUR,0.08746,0.08746,0.08746,0.08746,0.00000000,0.0
1663128000,2022-09-14 04:00:00,FET/EUR,0.08746,0.08746,0.08746,0.08746,0.00000000,0.0
1663124400,2022-09-14 03:00:00,FET/EUR,0.08746,0.08746,0.08746,0.08746,0.00000000,0.0
1663120800,2022-09-14 02:00:00,FET/EUR,0.08746,0.08746,0.08746,0.08746,2263.40926348,197.9577741839608
1663117200,2022-09-14 01:00:00,FET/EUR,0.08756,0.08756,0.08756,0.08756,0.00000000,0.0
1663113600,2022-09-14 00:00:00,FET/EUR,0.08756,0.08756,0.08756,0.08756,0.00000000,0.0
1663110000,2022-09-13 23:00:00,FET/EUR,0.08756,0.08756,0.08756,0.08756,0.00000000,0.0
1663106400,2022-09-13 22:00:00,FET/EUR,0.08756,0.08756,0.08756,0.08756,0.00000000,0.0
1663102800,2022-09-13 21:00:00,FET/EUR,0.08756,0.08756,0.08756,0.08756,114.20740063,9.9999999991628
1663099200,2022-09-13 20:00:00,FET/EUR,0.08836,0.08836,0.08836,0.08836,0.00000000,0.0
1663095600,2022-09-13 19:00:00,FET/EUR,0.08836,0.08836,0.08836,0.08836,0.00000000,0.0
1663092000,2022-09-13 18:00:00,FET/EUR,0.08836,0.08836,0.08836,0.08836,0.00000000,0.0
1663088400,2022-09-13 17:00:00,FET/EUR,0.08836,0.08836,0.08836,0.08836,0.00000000,0.0
1663084800,2022-09-13 16:00:00,FET/EUR,0.08836,0.08836,0.08836,0.08836,0.00000000,0.0
1663081200,2022-09-13 15:00:00,FET/EUR,0.08836,0.08836,0.08836,0.08836,0.00000000,0.0
1663077600,2022-09-13 14:00:00,FET/EUR,0.08836,0.08836,0.08836,0.08836,0.00000000,0.0
1663074000,2022-09-13 13:00:00,FET/EUR,0.08833,0.08836,0.08826,0.08836,28911.99597426,2554.6639642856135
1663070400,2022-09-13 12:00:00,FET/EUR,0.08794,0.08809,0.08794,0.08809,42454.81536793,3739.844685760954
1663066800,2022-09-13 11:00:00,FET/EUR,0.08940,0.08940,0.08940,0.08940,0.00000000,0.0
1663063200,2022-09-13 10:00:00,FET/EUR,0.08940,0.08940,0.08940,0.08940,1267.83869238,113.34477909877201
1663059600,2022-09-13 09:00:00,FET/EUR,0.08972,0.08979,0.08972,0.08979,2524.53767082,226.6782374629278
1663056000,2022-09-13 08:00:00,FET/EUR,0.08981,0.08981,0.08981,0.08981,0.00000000,0.0
1663052400,2022-09-13 07:00:00,FET/EUR,0.08981,0.08981,0.08981,0.08981,0.00000000,0.0
1663048800,2022-09-13 06:00:00,FET/EUR,0.08980,0.08981,0.08980,0.08981,19000.00000000,1706.39
1663045200,2022-09-13 05:00:00,FET/EUR,0.08969,0.08969,0.08969,0.08969,0.00000000,0.0
1663041600,2022-09-13 04:00:00,FET/EUR,0.08969,0.08969,0.08969,0.08969,0.00000000,0.0
1663038000,2022-09-13 03:00:00,FET/EUR,0.08969,0.08969,0.08969,0.08969,7182.28081904,644.1787666596977
1663034400,2022-09-13 02:00:00,FET/EUR,0.08907,0.08907,0.08907,0.08907,0.00000000,0.0
1663030800,2022-09-13 01:00:00,FET/EUR,0.08907,0.08907,0.08907,0.08907,0.00000000,0.0
1663027200,2022-09-13 00:00:00,FET/EUR,0.08907,0.08907,0.08907,0.08907,3861.33305313,343.9289350422891
1663023600,2022-09-12 23:00:00,FET/EUR,0.09029,0.09029,0.09029,0.09029,1107.54236349,99.9999999995121
1663020000,2022-09-12 22:00:00,FET/EUR,0.08948,0.08948,0.08948,0.08948,0.00000000,0.0
1663016400,2022-09-12 21:00:00,FET/EUR,0.08972,0.08972,0.08943,0.08948,29888.92821702,2674.4612968589495
1663012800,2022-09-12 20:00:00,FET/EUR,0.09032,0.09032,0.09032,0.09032,3724.23408875,336.3728228959
1663009200,2022-09-12 19:00:00,FET/EUR,0.09028,0.09028,0.09028,0.09028,0.00000000,0.0
1663005600,2022-09-12 18:00:00,FET/EUR,0.09028,0.09028,0.09028,0.09028,0.00000000,0.0
1663002000,2022-09-12 17:00:00,FET/EUR,0.09028,0.09028,0.09028,0.09028,1832.60856335,165.44790109923798
1662998400,2022-09-12 16:00:00,FET/EUR,0.08999,0.08999,0.08913,0.08943,43442.67282951,3885.078231143079
1662994800,2022-09-12 15:00:00,FET/EUR,0.09003,0.09003,0.09003,0.09003,1260.43619856,113.47707095635681
1662991200,2022-09-12 14:00:00,FET/EUR,0.09599,0.09599,0.09599,0.09599,0.00000000,0.0
1662987600,2022-09-12 13:00:00,FET/EUR,0.09599,0.09599,0.09599,0.09599,0.00000000,0.0
1662984000,2022-09-12 12:00:00,FET/EUR,0.09599,0.09599,0.09599,0.09599,0.00000000,0.0
1662980400,2022-09-12 11:00:00,FET/EUR,0.09599,0.09599,0.09599,0.09599,4948.43212834,474.99999999935665
1662976800,2022-09-12 10:00:00,FET/EUR,0.09394,0.09394,0.09394,0.09394,0.00000000,0.0
1662973200,2022-09-12 09:00:00,FET/EUR,0.09394,0.09394,0.09394,0.09394,0.00000000,0.0
1662969600,2022-09-12 08:00:00,FET/EUR,0.09394,0.09394,0.09394,0.09394,0.00000000,0.0
1662966000,2022-09-12 07:00:00,FET/EUR,0.09394,0.09394,0.09394,0.09394,0.00000000,0.0
1662962400,2022-09-12 06:00:00,FET/EUR,0.09360,0.09394,0.09360,0.09394,12218.11952797,1147.7701484575018
1662958800,2022-09-12 05:00:00,FET/EUR,0.09311,0.09311,0.09311,0.09311,0.00000000,0.0
1662955200,2022-09-12 04:00:00,FET/EUR,0.09311,0.09311,0.09311,0.09311,0.00000000,0.0
1662951600,2022-09-12 03:00:00,FET/EUR,0.09311,0.09311,0.09311,0.09311,0.00000000,0.0
1662948000,2022-09-12 02:00:00,FET/EUR,0.09311,0.09311,0.09311,0.09311,1218.11952797,113.4191092492867
1662944400,2022-09-12 01:00:00,FET/EUR,0.09639,0.09639,0.09639,0.09639,0.00000000,0.0
1662940800,2022-09-12 00:00:00,FET/EUR,0.09639,0.09639,0.09639,0.09639,0.00000000,0.0
1662937200,2022-09-11 23:00:00,FET/EUR,0.09639,0.09639,0.09639,0.09639,0.00000000,0.0
1662933600,2022-09-11 22:00:00,FET/EUR,0.09639,0.09639,0.09639,0.09639,0.00000000,0.0
1662930000,2022-09-11 21:00:00,FET/EUR,0.09639,0.09639,0.09639,0.09639,0.00000000,0.0
1662926400,2022-09-11 20:00:00,FET/EUR,0.09639,0.09639,0.09639,0.09639,0.00000000,0.0
1662922800,2022-09-11 19:00:00,FET/EUR,0.09639,0.09639,0.09639,0.09639,1703.85467117,164.2345517540763
1662919200,2022-09-11 18:00:00,FET/EUR,0.09562,0.09562,0.09562,0.09562,1042.67830997,99.70089999933141
1662915600,2022-09-11 17:00:00,FET/EUR,0.09579,0.09579,0.09579,0.09579,0.00000000,0.0
1662912000,2022-09-11 16:00:00,FET/EUR,0.09579,0.09579,0.09579,0.09579,0.00000000,0.0
1662908400,2022-09-11 15:00:00,FET/EUR,0.09579,0.09579,0.09579,0.09579,0.00000000,0.0
1662904800,2022-09-11 14:00:00,FET/EUR,0.09579,0.09579,0.09579,0.09579,0.00000000,0.0
1662901200,2022-09-11 13:00:00,FET/EUR,0.09579,0.09579,0.09579,0.09579,1000.00000000,95.79
1662897600,2022-09-11 12:00:00,FET/EUR,0.09534,0.09534,0.09534,0.09534,0.00000000,0.0
1662894000,2022-09-11 11:00:00,FET/EUR,0.09534,0.09534,0.09534,0.09534,0.00000000,0.0
1662890400,2022-09-11 10:00:00,FET/EUR,0.09534,0.09534,0.09534,0.09534,0.00000000,0.0
1662886800,2022-09-11 09:00:00,FET/EUR,0.09534,0.09534,0.09534,0.09534,0.00000000,0.0
1662883200,2022-09-11 08:00:00,FET/EUR,0.09534,0.09534,0.09534,0.09534,0.00000000,0.0
1662879600,2022-09-11 07:00:00,FET/EUR,0.09534,0.09534,0.09534,0.09534,0.00000000,0.0
1662876000,2022-09-11 06:00:00,FET/EUR,0.09534,0.09534,0.09534,0.09534,0.00000000,0.0
1662872400,2022-09-11 05:00:00,FET/EUR,0.09534,0.09534,0.09534,0.09534,0.00000000,0.0
1662868800,2022-09-11 04:00:00,FET/EUR,0.09534,0.09534,0.09534,0.09534,0.00000000,0.0
1662865200,2022-09-11 03:00:00,FET/EUR,0.09557,0.09557,0.09534,0.09534,4120.34449783,392.8336444231122
1662861600,2022-09-11 02:00:00,FET/EUR,0.09942,0.09942,0.09942,0.09942,0.00000000,0.0
1662858000,2022-09-11 01:00:00,FET/EUR,0.09942,0.09942,0.09942,0.09942,0.00000000,0.0
1662854400,2022-09-11 00:00:00,FET/EUR,0.09838,0.09942,0.09838,0.09942,6950.91545571,691.0600146066881
1662850800,2022-09-10 23:00:00,FET/EUR,0.09810,0.09810,0.09809,0.09809,10300.17227549,1010.3438985028141
1662847200,2022-09-10 22:00:00,FET/EUR,0.09880,0.09880,0.09880,0.09880,0.00000000,0.0
1662843600,2022-09-10 21:00:00,FET/EUR,0.09920,0.09920,0.09880,0.09880,47038.42495481,4647.396385535228
1662840000,2022-09-10 20:00:00,FET/EUR,0.09656,0.10150,0.09656,0.10150,2453.20257389,249.00006124983503
1662836400,2022-09-10 19:00:00,FET/EUR,0.09496,0.09496,0.09496,0.09496,0.00000000,0.0
1662832800,2022-09-10 18:00:00,FET/EUR,0.09496,0.09496,0.09496,0.09496,0.00000000,0.0
1662829200,2022-09-10 17:00:00,FET/EUR,0.09496,0.09496,0.09496,0.09496,0.00000000,0.0
1662825600,2022-09-10 16:00:00,FET/EUR,0.09496,0.09496,0.09496,0.09496,0.00000000,0.0
1662822000,2022-09-10 15:00:00,FET/EUR,0.09496,0.09496,0.09496,0.09496,12573.93770159,1194.0211241429865
1662818400,2022-09-10 14:00:00,FET/EUR,0.09581,0.09581,0.09510,0.09510,7642.31844804,726.784484408604
1662814800,2022-09-10 13:00:00,FET/EUR,0.09751,0.09751,0.09751,0.09751,0.00000000,0.0
1662811200,2022-09-10 12:00:00,FET/EUR,0.09751,0.09751,0.09751,0.09751,0.00000000,0.0
1662807600,2022-09-10 11:00:00,FET/EUR,0.09751,0.09751,0.09751,0.09751,0.00000000,0.0
1662804000,2022-09-10 10:00:00,FET/EUR,0.09751,0.09751,0.09751,0.09751,0.00000000,0.0
1662800400,2022-09-10 09:00:00,FET/EUR,0.09755,0.09755,0.09751,0.09751,8868.87389324,864.8038933298324
1662796800,2022-09-10 08:00:00,FET/EUR,0.10063,0.10063,0.10063,0.10063,0.00000000,0.0
1662793200,2022-09-10 07:00:00,FET/EUR,0.10063,0.10063,0.10063,0.10063,0.00000000,0.0
1662789600,2022-09-10 06:00:00,FET/EUR,0.10226,0.10242,0.10063,0.10063,18607.35978677,1872.458615342665
1662786000,2022-09-10 05:00:00,FET/EUR,0.09639,0.10053,0.09639,0.10053,29021.92653265,2917.574274327304
1662782400,2022-09-10 04:00:00,FET/EUR,0.09216,0.09216,0.09216,0.09216,0.00000000,0.0
1662778800,2022-09-10 03:00:00,FET/EUR,0.09216,0.09216,0.09216,0.09216,0.00000000,0.0
1662775200,2022-09-10 02:00:00,FET/EUR,0.09303,0.09303,0.09216,0.09216,2327.08568004,214.46421627248642
1662771600,2022-09-10 01:00:00,FET/EUR,0.09218,0.09218,0.09218,0.09218,0.00000000,0.0
1662768000,2022-09-10 00:00:00,FET/EUR,0.09218,0.09218,0.09218,0.09218,0.00000000,0.0
1662764400,2022-09-09 23:00:00,FET/EUR,0.09218,0.09218,0.09218,0.09218,0.00000000,0.0
1662760800,2022-09-09 22:00:00,FET/EUR,0.09388,0.09484,0.09218,0.09218,7618.18514895,702.2443070302111
1662757200,2022-09-09 21:00:00,FET/EUR,0.09214,0.09214,0.09214,0.09214,0.00000000,0.0
1662753600,2022-09-09 20:00:00,FET/EUR,0.09214,0.09214,0.09214,0.09214,0.00000000,0.0
1662750000,2022-09-09 19:00:00,FET/EUR,0.09149,0.09214,0.09149,0.09214,5901.21037083,543.7375235682762
1662746400,2022-09-09 18:00:00,FET/EUR,0.09288,0.09288,0.09288,0.09288,0.00000000,0.0
1662742800,2022-09-09 17:00:00,FET/EUR,0.09288,0.09288,0.09288,0.09288,0.00000000,0.0
1662739200,2022-09-09 16:00:00,FET/EUR,0.09181,0.09288,0.09181,0.09288,3710.76244644,344.65561602534723
1662735600,2022-09-09 15:00:00,FET/EUR,0.09023,0.09023,0.09023,0.09023,0.00000000,0.0
1662732000,2022-09-09 14:00:00,FET/EUR,0.09023,0.09023,0.09023,0.09023,0.00000000,0.0
1662728400,2022-09-09 13:00:00,FET/EUR,0.09190,0.09190,0.09023,0.09023,30538.00857483,2755.444513706911
1662724800,2022-09-09 12:00:00,FET/EUR,0.09322,0.09385,0.09179,0.09385,14985.29094366,1406.3695550624911
1662721200,2022-09-09 11:00:00,FET/EUR,0.09294,0.09294,0.09273,0.09273,3688.44304188,342.0293232735324
1662717600,2022-09-09 10:00:00,FET/EUR,0.09404,0.09404,0.09266,0.09266,1294.89768624,119.98521960699841
1662714000,2022-09-09 09:00:00,FET/EUR,0.09437,0.09437,0.09437,0.09437,0.00000000,0.0
1662710400,2022-09-09 08:00:00,FET/EUR,0.09437,0.09437,0.09437,0.09437,0.00000000,0.0
1662706800,2022-09-09 07:00:00,FET/EUR,0.09424,0.09449,0.09424,0.09437,21405.77973820,2020.0634338939337
1662703200,2022-09-09 06:00:00,FET/EUR,0.09470,0.09470,0.09467,0.09467,1756.93486511,166.3290236799637
1662699600,2022-09-09 05:00:00,FET/EUR,0.09424,0.09424,0.09424,0.09424,0.00000000,0.0
1662696000,2022-09-09 04:00:00,FET/EUR,0.09424,0.09424,0.09424,0.09424,0.00000000,0.0
1662692400,2022-09-09 03:00:00,FET/EUR,0.09424,0.09424,0.09424,0.09424,0.00000000,0.0
1662688800,2022-09-09 02:00:00,FET/EUR,0.09424,0.09424,0.09424,0.09424,0.00000000,0.0
1662685200,2022-09-09 01:00:00,FET/EUR,0.09424,0.09424,0.09424,0.09424,0.00000000,0.0
1662681600,2022-09-09 00:00:00,FET/EUR,0.09180,0.09424,0.09180,0.09424,8853.52628624,834.3563172152576
1662678000,2022-09-08 23:00:00,FET/EUR,0.09275,0.09275,0.09265,0.09265,3077.20853453,285.1033707242045
1662674400,2022-09-08 22:00:00,FET/EUR,0.09095,0.09124,0.09095,0.09124,2723.31000000,248.4748044
1662670800,2022-09-08 21:00:00,FET/EUR,0.09180,0.09180,0.09180,0.09180,1200.00000000,110.16000000000001
