https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GMB,Volume USDT
1663459200,2022-09-18 00:00:00,GMB/USDT,0.000217,0.000217,0.0002091,0.0002109,1839418.0258,386.88101812939
1663372800,2022-09-17 00:00:00,GMB/USDT,0.000197,0.000217,0.0001941,0.000217,55268413.0397,11507.25398262071
1663286400,2022-09-16 00:00:00,GMB/USDT,0.0002036,0.000206,0.000191,0.0001963,24451921.5233,4862.14142415704
1663200000,2022-09-15 00:00:00,GMB/USDT,0.00021,0.0002148,0.0001975,0.0002035,28432009.5131,5893.12621397331
1663113600,2022-09-14 00:00:00,GMB/USDT,0.0002142,0.0002142,0.000201,0.0002065,30339419.0399,6225.09129537247
1663027200,2022-09-13 00:00:00,GMB/USDT,0.0002239,0.000228,0.000209,0.0002124,32298219.2214,7005.48207318146
1662940800,2022-09-12 00:00:00,GMB/USDT,0.0002313,0.0002474,0.000211,0.0002239,142151494.4954,32375.764129835
1662854400,2022-09-11 00:00:00,GMB/USDT,0.0002343,0.0002493,0.0002233,0.0002313,69930305.236,16326.04651530977
1662768000,2022-09-10 00:00:00,GMB/USDT,0.0002442,0.0002458,0.000219,0.0002326,82474784.6472,19074.26691021186
1662681600,2022-09-09 00:00:00,GMB/USDT,0.0002159,0.000296,0.0002087,0.0002442,424919764.4125,107700.49771544272
1662595200,2022-09-08 00:00:00,GMB/USDT,0.0002161,0.0002326,0.0002134,0.0002157,40015559.1204,8943.5556598254
1662508800,2022-09-07 00:00:00,GMB/USDT,0.0002002,0.00023,0.0001951,0.0002164,77062186.1368,16413.82814700453
1662422400,2022-09-06 00:00:00,GMB/USDT,0.0002174,0.0002233,0.000199,0.0002002,51402161.0692,10604.32854702749
1662336000,2022-09-05 00:00:00,GMB/USDT,0.0002223,0.0002299,0.000216,0.0002185,10722982.6064,2390.65614139821
1662249600,2022-09-04 00:00:00,GMB/USDT,0.0002208,0.000228,0.0002136,0.0002221,17906732.3224,3937.84455523439
1662163200,2022-09-03 00:00:00,GMB/USDT,0.0002229,0.0002279,0.000217,0.0002207,5218376.8638,1173.82052241392
1662076800,2022-09-02 00:00:00,GMB/USDT,0.0002149,0.0002249,0.0002149,0.0002215,11078286.851,2442.15531716013
1661990400,2022-09-01 00:00:00,GMB/USDT,0.0002158,0.0002268,0.0002101,0.000214,19079506.3637,4152.05365079273
1661904000,2022-08-31 00:00:00,GMB/USDT,0.0002212,0.0002349,0.0002125,0.0002171,35778421.2855,7993.94142723801
1661817600,2022-08-30 00:00:00,GMB/USDT,0.0002203,0.000231,0.00022,0.0002214,13904833.4348,3140.56375759758
1661731200,2022-08-29 00:00:00,GMB/USDT,0.0002295,0.0002302,0.0002175,0.0002198,14801738.0885,3313.0741576372
1661644800,2022-08-28 00:00:00,GMB/USDT,0.0002236,0.0002549,0.0002235,0.000228,42172435.3937,10085.6783018951
1661558400,2022-08-27 00:00:00,GMB/USDT,0.0002211,0.0002374,0.0002139,0.0002253,41884987.9759,9559.17559011323
1661472000,2022-08-26 00:00:00,GMB/USDT,0.0002419,0.0002419,0.0002209,0.0002214,20124828.731,4682.19642446147
1661385600,2022-08-25 00:00:00,GMB/USDT,0.0002513,0.0002518,0.0002389,0.0002415,27895060.2115,6845.29269855912
1661299200,2022-08-24 00:00:00,GMB/USDT,0.0002625,0.0002638,0.0002472,0.0002515,12903380.2863,3309.24749743323
1661212800,2022-08-23 00:00:00,GMB/USDT,0.0002657,0.0002673,0.00026,0.0002638,17391494.3263,4540.31446565779
1661126400,2022-08-22 00:00:00,GMB/USDT,0.000266,0.0002759,0.000261,0.0002672,41228196.7131,11043.76890793348
1661040000,2022-08-21 00:00:00,GMB/USDT,0.0002633,0.0002686,0.0002614,0.000266,12583639.0379,3326.6039612867
1660953600,2022-08-20 00:00:00,GMB/USDT,0.0002623,0.0002693,0.00026,0.0002621,32964692.0184,8703.61969080049
1660867200,2022-08-19 00:00:00,GMB/USDT,0.0002805,0.0002926,0.000255,0.0002602,87415800.70444245,23548.255612649759535
1660780800,2022-08-18 00:00:00,GMB/USDT,0.0002866,0.000301,0.000279,0.0002805,111627996.4469,32237.07899607391
1660694400,2022-08-17 00:00:00,GMB/USDT,0.0002844,0.0002876,0.000276,0.0002866,45677910.5459,12866.31983767114
1660608000,2022-08-16 00:00:00,GMB/USDT,0.0002761,0.0002999,0.0002702,0.0002837,71401233.0501,20389.6407366715
1660521600,2022-08-15 00:00:00,GMB/USDT,0.0002812,0.0002909,0.0002741,0.0002762,50687088.0007,14409.69913015688
1660435200,2022-08-14 00:00:00,GMB/USDT,0.0002854,0.0002888,0.0002801,0.0002812,12082277.0388,3433.19954850305
1660348800,2022-08-13 00:00:00,GMB/USDT,0.0002762,0.0002867,0.0002759,0.0002853,20899835.5397,5911.74549867806
1660262400,2022-08-12 00:00:00,GMB/USDT,0.000285,0.0002925,0.0002731,0.0002772,79558224.488,22306.03798161799
1660176000,2022-08-11 00:00:00,GMB/USDT,0.0002951,0.0002973,0.0002706,0.0002844,143258169.6838,40415.97282465732
1660089600,2022-08-10 00:00:00,GMB/USDT,0.0002861,0.000302,0.0002771,0.0002952,17995514.2272,5199.75698660853
1660003200,2022-08-09 00:00:00,GMB/USDT,0.0002925,0.000303,0.0002806,0.0002861,49003586.6792,14283.61944093179
1659916800,2022-08-08 00:00:00,GMB/USDT,0.0003231,0.0003285,0.000288,0.0002941,129880693.2571,38858.03642336235
1659830400,2022-08-07 00:00:00,GMB/USDT,0.0003036,0.0003688,0.000292,0.0003236,632237165.8408,206549.11049008594
1659744000,2022-08-06 00:00:00,GMB/USDT,0.0002814,0.0003036,0.0002737,0.0003036,33878544.3914,9713.98893024491
1659657600,2022-08-05 00:00:00,GMB/USDT,0.0002686,0.0002878,0.0002682,0.0002807,44867124.2096,12564.30973408707
1659571200,2022-08-04 00:00:00,GMB/USDT,0.0002717,0.0002829,0.0002613,0.0002686,48159963.3228,13154.26310745132
1659484800,2022-08-03 00:00:00,GMB/USDT,0.000269,0.000281,0.0002664,0.0002749,32120709.3703,8815.3248929837
1659398400,2022-08-02 00:00:00,GMB/USDT,0.0002756,0.0002798,0.000266,0.0002691,27275315.0231,7460.38298888259
1659312000,2022-08-01 00:00:00,GMB/USDT,0.0002803,0.0002869,0.000267,0.0002756,47514784.3013,13223.73715574207
1659225600,2022-07-31 00:00:00,GMB/USDT,0.0002876,0.000289,0.0002736,0.0002806,19650604.157,5500.95262344971
1659139200,2022-07-30 00:00:00,GMB/USDT,0.0002896,0.000294,0.0002802,0.0002869,26476047.1077,7597.94765516533
1659052800,2022-07-29 00:00:00,GMB/USDT,0.0002898,0.0003046,0.000277,0.0002878,53381996.5412,15548.6616485802
1658966400,2022-07-28 00:00:00,GMB/USDT,0.000285,0.000294,0.0002792,0.0002896,20850914.2791,6020.31657352724
1658880000,2022-07-27 00:00:00,GMB/USDT,0.0002767,0.000293,0.0002682,0.000285,23699977.3769,6617.59360679452
1658793600,2022-07-26 00:00:00,GMB/USDT,0.0002968,0.0002968,0.000262,0.0002744,37582268.03352182,10292.73234806066049
1658707200,2022-07-25 00:00:00,GMB/USDT,0.000303,0.000305,0.0002928,0.0002967,18928682.307,5670.20928090164
1658620800,2022-07-24 00:00:00,GMB/USDT,0.0003136,0.0003243,0.0002985,0.000303,44562292.7348,13796.72647344462
1658534400,2022-07-23 00:00:00,GMB/USDT,0.0003071,0.000314,0.000298,0.0003101,14825939.3505,4519.39270203559
1658448000,2022-07-22 00:00:00,GMB/USDT,0.0003017,0.000317,0.0002975,0.0003071,65997372.3121,20266.42967991126
1658361600,2022-07-21 00:00:00,GMB/USDT,0.0003098,0.00031,0.0002919,0.0003017,54510030.9409,16372.2760521868
1658275200,2022-07-20 00:00:00,GMB/USDT,0.0003213,0.000331,0.0003025,0.000307,357486462.3196272,111669.806879091901086
1658188800,2022-07-19 00:00:00,GMB/USDT,0.0003057,0.0003457,0.000295,0.0003183,543690731.5329327,174833.014211072243371
1658102400,2022-07-18 00:00:00,GMB/USDT,0.0002939,0.0003096,0.0002939,0.000303,126996065.23610512,38406.956940361416822
1658016000,2022-07-17 00:00:00,GMB/USDT,0.0003024,0.000308,0.0002917,0.0002938,783924825.87403021,234204.512739369107938
1657929600,2022-07-16 00:00:00,GMB/USDT,0.0003076,0.000309,0.0002931,0.0003024,214916794.90251838,64444.786090211597698
1657843200,2022-07-15 00:00:00,GMB/USDT,0.0003076,0.0003169,0.0003,0.0003045,390082560.51832203,120104.610255883161309
1657756800,2022-07-14 00:00:00,GMB/USDT,0.0003157,0.0003219,0.0003012,0.0003069,200355675.64082424,61280.170931618296498
1657670400,2022-07-13 00:00:00,GMB/USDT,0.000321,0.000343,0.000301,0.0003194,700217389.88916597,222570.212165074066511
1657584000,2022-07-12 00:00:00,GMB/USDT,0.000305,0.000321,0.0002758,0.000321,288884971.74465754,85028.666888230278273
1657497600,2022-07-11 00:00:00,GMB/USDT,0.0003015,0.0003169,0.000296,0.000305,197121438.54358512,60729.932145299180216
1657411200,2022-07-10 00:00:00,GMB/USDT,0.000318,0.0003244,0.000301,0.0003032,47937020.23826869,15043.689738208333227
1657324800,2022-07-09 00:00:00,GMB/USDT,0.0003317,0.000336,0.000318,0.000318,21621890.92044826,7031.250398017236887
1657238400,2022-07-08 00:00:00,GMB/USDT,0.0003337,0.000339,0.000312,0.0003317,105853219.14635944,34527.775436763742786
1657152000,2022-07-07 00:00:00,GMB/USDT,0.0003244,0.000337,0.0003092,0.00033,55527509.9005695,17841.461207519944148
1657065600,2022-07-06 00:00:00,GMB/USDT,0.0003067,0.000355,0.0003006,0.0003211,190198732.85097854,63205.467748905014041
1656979200,2022-07-05 00:00:00,GMB/USDT,0.0003134,0.0003409,0.0003008,0.0003039,43322080.53370481,13630.072409708244872
1656892800,2022-07-04 00:00:00,GMB/USDT,0.0003094,0.0003229,0.0002995,0.000311,34878642.63910471,10698.757771788757235
1656806400,2022-07-03 00:00:00,GMB/USDT,0.0003146,0.000319,0.000283,0.0003089,64111167.85504574,19272.437186514659151
1656720000,2022-07-02 00:00:00,GMB/USDT,0.000317,0.0003211,0.000306,0.000313,19947459.72106453,6185.871248205447681
1656633600,2022-07-01 00:00:00,GMB/USDT,0.0003449,0.000359,0.0003051,0.000317,64769407.71068071,20830.74271898002786
1656547200,2022-06-30 00:00:00,GMB/USDT,0.000339,0.000356,0.000315,0.0003449,136366249.95832069,45311.098333705275788
1656460800,2022-06-29 00:00:00,GMB/USDT,0.000327,0.0004093,0.0003133,0.00034,132397195.58101374,47351.325442048076596
1656374400,2022-06-28 00:00:00,GMB/USDT,0.0003271,0.000354,0.000314,0.0003262,50666097.96512141,17118.012625188798788
1656288000,2022-06-27 00:00:00,GMB/USDT,0.0003315,0.0003569,0.00032,0.0003307,39485508.89754465,13346.754108401880704
1656201600,2022-06-26 00:00:00,GMB/USDT,0.0003251,0.0004109,0.0003194,0.0003315,155378646.98986788,53634.809767761797783
1656115200,2022-06-25 00:00:00,GMB/USDT,0.000346,0.0003467,0.000311,0.0003288,64359720.06558236,20975.467250285216239
1656028800,2022-06-24 00:00:00,GMB/USDT,0.0003288,0.0003555,0.0003252,0.000346,63492716.03218466,21659.040575725719298
1655942400,2022-06-23 00:00:00,GMB/USDT,0.0003114,0.0003522,0.0003038,0.0003288,116690611.55775903,38757.88646749686014
