https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LOKI,Volume BTC
1663459200,2022-09-18 00:00:00,LOKI/BTC,0.0000106,0.00001061,0.00001054,0.00001057,13899.4484,0.146959889892
1663372800,2022-09-17 00:00:00,LOKI/BTC,0.00001059,0.00001066,0.00001044,0.0000106,472781.3555,4.988586462189
1663286400,2022-09-16 00:00:00,LOKI/BTC,0.00001045,0.00001073,0.00001036,0.00001054,510735.7107,5.388161334736
1663200000,2022-09-15 00:00:00,LOKI/BTC,0.00001067,0.00001091,0.0000104,0.00001044,515325.9255,5.470747572101
1663113600,2022-09-14 00:00:00,LOKI/BTC,0.00001046,0.00001069,0.0000103,0.00001066,514261.3201,5.398777800763
1663027200,2022-09-13 00:00:00,LOKI/BTC,0.00001012,0.00001057,0.00001,0.00001046,506476.0388,5.185722992876
1662940800,2022-09-12 00:00:00,LOKI/BTC,0.00001029,0.00001059,0.00001011,0.00001013,516242.3413,5.315592117561
1662854400,2022-09-11 00:00:00,LOKI/BTC,0.00001068,0.00001087,0.00001028,0.00001028,475920.4578,5.041054285875
1662768000,2022-09-10 00:00:00,LOKI/BTC,0.00001046,0.00001099,0.00001042,0.0000107,493635.2482,5.237429835974
1662681600,2022-09-09 00:00:00,LOKI/BTC,0.00001088,0.0000109,0.00001039,0.00001049,485028.3453,5.136830554763
1662595200,2022-09-08 00:00:00,LOKI/BTC,0.00001082,0.00001095,0.00001074,0.00001087,489657.0616,5.312575795059
1662508800,2022-09-07 00:00:00,LOKI/BTC,0.00001074,0.00001094,0.00001062,0.00001082,533388.3733,5.726229393453
1662422400,2022-09-06 00:00:00,LOKI/BTC,0.0000106,0.00001122,0.0000105,0.00001073,513540.2743,5.472952210006
1662336000,2022-09-05 00:00:00,LOKI/BTC,0.00001059,0.00001078,0.00001045,0.0000106,473071.9647,5.02407536788
1662249600,2022-09-04 00:00:00,LOKI/BTC,0.00001066,0.00001073,0.00001051,0.00001057,434244.5389,4.619667963733
1662163200,2022-09-03 00:00:00,LOKI/BTC,0.00001063,0.00001072,0.00001046,0.00001062,437472.2588,4.6275943711
1662076800,2022-09-02 00:00:00,LOKI/BTC,0.00001053,0.00001071,0.00001048,0.00001064,460812.8424,4.876489108281
