https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume USDT
1663545600000.0,2022-09-19 00:00:00,ETH/USDT,1334.8,1340.1,1331.8,1334.4,376.18780463129497,501985.0065
1663459200000.0,2022-09-18 00:00:00,ETH/USDT,1469.2,1469.6,1324.4,1334.8,50928.96090710219,67979977.0188
1663372800000.0,2022-09-17 00:00:00,ETH/USDT,1433.8,1475.8,1409.4,1469.2,18473.048306289136,27140602.5716
1663286400000.0,2022-09-16 00:00:00,ETH/USDT,1472.7,1483.1,1405.6,1433.8,33908.88045152741,48618552.7914
1663200000000.0,2022-09-15 00:00:00,ETH/USDT,1638.4,1654.2,1458.4,1472.7,144293.53024757246,212501081.9956
1663113600000.0,2022-09-14 00:00:00,ETH/USDT,1574.2,1646.8,1552.8,1638.4,45732.14813604736,74927551.5061
1663027200000.0,2022-09-13 00:00:00,ETH/USDT,1716.4,1760.0,1561.0,1574.2,95967.58419146233,151072171.0342
1662940800000.0,2022-09-12 00:00:00,ETH/USDT,1766.2,1783.3,1693.5,1716.4,43122.773152237234,74015927.8385
1662854400000.0,2022-09-11 00:00:00,ETH/USDT,1774.2,1789.5,1721.2,1766.2,22294.055590363492,39375760.9837
1662768000000.0,2022-09-10 00:00:00,ETH/USDT,1718.4,1789.3,1706.5,1774.2,22349.71714947582,39652868.1666
1662681600000.0,2022-09-09 00:00:00,ETH/USDT,1635.5,1747.3,1630.4,1718.4,50874.905242783985,87423437.1692
1662595200000.0,2022-09-08 00:00:00,ETH/USDT,1630.1,1663.6,1595.0,1635.5,36458.45941608071,59627810.375
1662508800000.0,2022-09-07 00:00:00,ETH/USDT,1559.3,1657.3,1491.0,1630.1,51744.007383228025,84347906.4354
1662422400000.0,2022-09-06 00:00:00,ETH/USDT,1618.4,1687.1,1554.5,1559.3,101247.22277406529,157874794.4716
1662336000000.0,2022-09-05 00:00:00,ETH/USDT,1578.9,1631.2,1557.5,1618.4,31300.88869605783,50657358.2657
1662249600000.0,2022-09-04 00:00:00,ETH/USDT,1557.5,1583.1,1540.9,1578.9,14179.499898156942,22388012.3892
1662163200000.0,2022-09-03 00:00:00,ETH/USDT,1575.3,1582.4,1534.4,1557.5,14794.784089309791,23042876.2191
1662076800000.0,2022-09-02 00:00:00,ETH/USDT,1586.1,1649.0,1546.7,1575.3,34781.053225861746,54790593.1467
1661990400000.0,2022-09-01 00:00:00,ETH/USDT,1554.1,1599.0,1513.1,1586.1,38571.35197080891,61178021.3609
1661904000000.0,2022-08-31 00:00:00,ETH/USDT,1524.5,1619.4,1524.4,1554.1,42582.40342204492,66177313.1582
1661817600000.0,2022-08-30 00:00:00,ETH/USDT,1552.0,1605.8,1474.2,1524.5,39517.475012922274,60244390.6572
1661731200000.0,2022-08-29 00:00:00,ETH/USDT,1427.2,1559.9,1422.4,1552.0,28933.35083563144,44904560.4969
1661644800000.0,2022-08-28 00:00:00,ETH/USDT,1491.0,1510.9,1424.4,1427.1,24731.954962090953,35294972.9264
1661558400000.0,2022-08-27 00:00:00,ETH/USDT,1508.2,1518.3,1447.6,1491.0,26399.472914151578,39361614.115
1661472000000.0,2022-08-26 00:00:00,ETH/USDT,1694.9,1706.1,1487.3,1508.2,67928.51752353799,102449790.129
1661385600000.0,2022-08-25 00:00:00,ETH/USDT,1656.7,1721.9,1653.1,1694.9,17798.852002006017,30167274.2582
1661299200000.0,2022-08-24 00:00:00,ETH/USDT,1665.4,1695.2,1605.5,1656.6,27411.589368103345,45410038.9472
1661212800000.0,2022-08-23 00:00:00,ETH/USDT,1624.8,1675.7,1563.6,1665.4,30912.217467515307,51481206.9704
1661126400000.0,2022-08-22 00:00:00,ETH/USDT,1618.0,1629.2,1529.8,1624.8,41565.95824162974,67536368.951
1661040000000.0,2022-08-21 00:00:00,ETH/USDT,1575.8,1646.0,1562.7,1618.0,33869.371935043266,54800643.7909
1660953600000.0,2022-08-20 00:00:00,ETH/USDT,1609.2,1656.8,1524.4,1575.8,46938.6627936921,73965944.8303
1660867200000.0,2022-08-19 00:00:00,ETH/USDT,1846.4,1847.9,1603.2,1609.2,71536.25563161819,115116142.5624
1660780800000.0,2022-08-18 00:00:00,ETH/USDT,1834.2,1882.7,1821.4,1846.4,22498.69800081239,41541595.9887
1660694400000.0,2022-08-17 00:00:00,ETH/USDT,1876.9,1957.4,1818.9,1834.2,44057.63064158761,80810506.1228
1660608000000.0,2022-08-16 00:00:00,ETH/USDT,1898.7,1914.6,1852.8,1876.9,27762.7063280942,52107823.5072
1660521600000.0,2022-08-15 00:00:00,ETH/USDT,1935.7,2012.4,1873.0,1898.7,35753.4806425449,67885133.696
1660435200000.0,2022-08-14 00:00:00,ETH/USDT,1983.7,2030.1,1905.0,1935.7,20687.90413870951,40045576.0413
1660348800000.0,2022-08-13 00:00:00,ETH/USDT,1958.5,2019.4,1946.7,1983.7,20996.975515803802,41651700.3307
1660262400000.0,2022-08-12 00:00:00,ETH/USDT,1880.3,1964.8,1853.1,1958.5,27445.250430942047,53751522.969
1660176000000.0,2022-08-11 00:00:00,ETH/USDT,1853.9,1942.1,1849.9,1880.3,40209.62452714993,75606156.9984
1660089600000.0,2022-08-10 00:00:00,ETH/USDT,1702.8,1886.5,1657.0,1853.9,35831.01260035601,66427114.2598
1660003200000.0,2022-08-09 00:00:00,ETH/USDT,1777.1,1790.9,1669.8,1702.9,29756.0123407129,50671513.415
1659916800000.0,2022-08-08 00:00:00,ETH/USDT,1700.3,1819.1,1694.0,1777.1,27727.787469022565,49275051.1112
1659830400000.0,2022-08-07 00:00:00,ETH/USDT,1690.8,1729.8,1669.0,1700.3,20034.34628300888,34064398.985
1659744000000.0,2022-08-06 00:00:00,ETH/USDT,1736.8,1750.1,1685.8,1690.8,25427.91480104093,42993518.3456
1659657600000.0,2022-08-05 00:00:00,ETH/USDT,1608.4,1741.9,1606.0,1736.8,42375.71508809305,73598141.965
1659571200000.0,2022-08-04 00:00:00,ETH/USDT,1618.3,1663.1,1580.8,1608.4,32269.44474297438,51902174.9246
1659484800000.0,2022-08-03 00:00:00,ETH/USDT,1630.8,1685.6,1589.8,1618.3,26154.944438237657,42326546.5844
1659398400000.0,2022-08-02 00:00:00,ETH/USDT,1630.4,1678.2,1559.6,1630.8,39790.86487785136,64890942.4428
1659312000000.0,2022-08-01 00:00:00,ETH/USDT,1678.4,1705.1,1606.1,1630.4,27316.54882887635,44536901.2106
1659225600000.0,2022-07-31 00:00:00,ETH/USDT,1696.9,1754.1,1666.5,1678.4,37221.70650911582,62472912.2049
1659139200000.0,2022-07-30 00:00:00,ETH/USDT,1721.9,1744.6,1673.2,1696.9,36003.90332417939,61095023.5508
1659052800000.0,2022-07-29 00:00:00,ETH/USDT,1724.9,1766.4,1656.8,1721.9,50099.140493814964,86265710.0163
1658966400000.0,2022-07-28 00:00:00,ETH/USDT,1636.1,1785.0,1596.0,1724.9,64620.90213409473,111464594.0911
1658880000000.0,2022-07-27 00:00:00,ETH/USDT,1449.0,1644.5,1420.9,1636.1,43963.517240144254,71928710.5566
1658793600000.0,2022-07-26 00:00:00,ETH/USDT,1440.3,1454.1,1356.5,1449.0,49450.713584126985,71654083.9834
1658707200000.0,2022-07-25 00:00:00,ETH/USDT,1597.8,1609.3,1434.9,1440.2,48564.98356756006,69943289.334
1658620800000.0,2022-07-24 00:00:00,ETH/USDT,1549.2,1664.1,1546.1,1597.8,37478.35869551884,59882921.5237
1658534400000.0,2022-07-23 00:00:00,ETH/USDT,1535.4,1596.5,1488.0,1549.2,32555.159286793183,50434452.7671
1658448000000.0,2022-07-22 00:00:00,ETH/USDT,1575.2,1646.0,1516.8,1535.4,49010.679198254526,75250996.841
1658361600000.0,2022-07-21 00:00:00,ETH/USDT,1521.5,1605.8,1464.2,1575.2,49206.193509395634,77509596.016
1658275200000.0,2022-07-20 00:00:00,ETH/USDT,1542.5,1620.5,1480.5,1521.5,62301.228540322045,94791319.2241
1658188800000.0,2022-07-19 00:00:00,ETH/USDT,1581.5,1631.6,1493.4,1542.5,70661.9892971799,108996118.4909
1658102400000.0,2022-07-18 00:00:00,ETH/USDT,1338.5,1596.9,1336.0,1581.5,56065.65270787227,88667829.7575
1658016000000.0,2022-07-17 00:00:00,ETH/USDT,1355.6,1386.9,1319.6,1338.5,32839.755669480764,43956012.9636
1657929600000.0,2022-07-16 00:00:00,ETH/USDT,1231.2,1430.5,1191.8,1355.6,48439.00958498082,65663921.3934
1657843200000.0,2022-07-15 00:00:00,ETH/USDT,1193.4,1289.5,1180.9,1231.2,51083.431098927875,62893920.369
1657756800000.0,2022-07-14 00:00:00,ETH/USDT,1115.0,1214.5,1070.8,1193.4,56056.51166683425,66897841.0232
1657670400000.0,2022-07-13 00:00:00,ETH/USDT,1038.4,1119.2,1006.6,1115.0,72988.4834904036,81382159.0918
1657584000000.0,2022-07-12 00:00:00,ETH/USDT,1096.5,1098.6,1033.7,1038.4,52157.77757954545,54160636.2386
1657497600000.0,2022-07-11 00:00:00,ETH/USDT,1168.3,1171.2,1091.8,1096.5,45222.83505782034,49586838.6409
1657411200000.0,2022-07-10 00:00:00,ETH/USDT,1216.9,1220.0,1153.7,1168.3,32630.407272960714,38122104.817
1657324800000.0,2022-07-09 00:00:00,ETH/USDT,1214.1,1235.5,1204.5,1216.9,25792.510765469633,31386906.3505
1657238400000.0,2022-07-08 00:00:00,ETH/USDT,1237.3,1276.5,1193.2,1214.1,53598.52569788321,65073970.0498
1657152000000.0,2022-07-07 00:00:00,ETH/USDT,1186.5,1254.0,1163.4,1237.3,45212.447619978986,55941361.4402
1657065600000.0,2022-07-06 00:00:00,ETH/USDT,1132.5,1204.4,1111.3,1186.5,78241.28293822166,92833282.2062
1656979200000.0,2022-07-05 00:00:00,ETH/USDT,1150.9,1174.8,1077.4,1132.5,50678.28051408388,57393152.6822
1656892800000.0,2022-07-04 00:00:00,ETH/USDT,1074.3,1160.7,1045.4,1151.0,42947.578357949606,49432662.69
1656806400000.0,2022-07-03 00:00:00,ETH/USDT,1066.9,1087.8,1040.8,1074.3,33300.61027124639,35774845.6144
1656720000000.0,2022-07-02 00:00:00,ETH/USDT,1059.7,1079.0,1028.2,1066.9,39402.52240369294,42038551.1525
1656633600000.0,2022-07-01 00:00:00,ETH/USDT,1071.4,1116.3,1033.3,1059.7,83255.71877370954,88226085.1845
