https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DAI,Volume USDT
1663545600000.0,2022-09-19 00:00:00,DAI/USDT,0.9995,0.9997,0.9995,0.9997,19.9,19.89403
1663459200000.0,2022-09-18 00:00:00,DAI/USDT,0.9997,1.0002,0.9984,0.9995,73563.89102551274,73527.10908
1663372800000.0,2022-09-17 00:00:00,DAI/USDT,0.9997,1.0001,0.9996,0.9997,6965.478893668101,6963.38925
1663286400000.0,2022-09-16 00:00:00,DAI/USDT,0.9999,1.0,0.9995,0.9997,21227.552605781733,21221.18434
1663200000000.0,2022-09-15 00:00:00,DAI/USDT,0.9994,0.9999,0.9994,0.9999,112965.48730873087,112954.19076
1663113600000.0,2022-09-14 00:00:00,DAI/USDT,0.9996,1.0001,0.9994,0.9994,60039.611466880124,60003.5877
1663027200000.0,2022-09-13 00:00:00,DAI/USDT,0.9995,1.0005,0.9995,0.9996,25459.364295718286,25449.18055
1662940800000.0,2022-09-12 00:00:00,DAI/USDT,0.9994,1.0002,0.9993,0.9995,56650.79878939469,56622.47339
1662854400000.0,2022-09-11 00:00:00,DAI/USDT,0.9996,0.9998,0.9992,0.9994,72640.76382829699,72597.17937
1662768000000.0,2022-09-10 00:00:00,DAI/USDT,0.9997,0.9997,0.9984,0.9996,122105.78849539816,122056.94618
1662681600000.0,2022-09-09 00:00:00,DAI/USDT,0.9996,0.9997,0.9996,0.9997,36632.4433129939,36621.45358
1662595200000.0,2022-09-08 00:00:00,DAI/USDT,0.9997,0.9997,0.9995,0.9996,284737.91866746696,284624.0235
1662508800000.0,2022-09-07 00:00:00,DAI/USDT,1.0006,1.0006,0.9994,0.9997,206847.31174352305,206785.25755
1662422400000.0,2022-09-06 00:00:00,DAI/USDT,0.9997,1.0011,0.9997,1.0006,396390.65365780535,396628.48805
1662336000000.0,2022-09-05 00:00:00,DAI/USDT,0.9995,0.9998,0.9995,0.9997,23743.490037011103,23736.36699
1662249600000.0,2022-09-04 00:00:00,DAI/USDT,0.9996,0.9998,0.9995,0.9995,12496.405932966483,12490.15773
1662163200000.0,2022-09-03 00:00:00,DAI/USDT,0.9997,0.9998,0.9996,0.9996,11166.92205882353,11162.45529
1662076800000.0,2022-09-02 00:00:00,DAI/USDT,0.9997,0.9998,0.9994,0.9997,31862.79134740422,31853.23251
1661990400000.0,2022-09-01 00:00:00,DAI/USDT,0.9996,0.9998,0.9995,0.9997,56396.00384115234,56379.08504
1661904000000.0,2022-08-31 00:00:00,DAI/USDT,0.9996,0.9998,0.9992,0.9996,185099.62862144856,185025.58877
1661817600000.0,2022-08-30 00:00:00,DAI/USDT,0.9997,0.9998,0.9991,0.9996,186905.5706082433,186830.80838
1661731200000.0,2022-08-29 00:00:00,DAI/USDT,0.9994,1.0,0.9994,0.9997,347874.94620386115,347770.58372
1661644800000.0,2022-08-28 00:00:00,DAI/USDT,0.9997,1.0,0.9991,0.9994,80079.92502501502,80031.87707
1661558400000.0,2022-08-27 00:00:00,DAI/USDT,0.9998,1.0,0.9996,0.9997,94210.68691607482,94182.42371
1661472000000.0,2022-08-26 00:00:00,DAI/USDT,0.9997,1.0,0.9997,0.9998,114952.85307061412,114929.8625
1661385600000.0,2022-08-25 00:00:00,DAI/USDT,0.9997,1.0,0.9997,0.9997,33534.26585975793,33524.20558
1661299200000.0,2022-08-24 00:00:00,DAI/USDT,0.9997,1.0,0.9996,0.9997,59181.16034810443,59163.406
1661212800000.0,2022-08-23 00:00:00,DAI/USDT,0.9996,1.0,0.9995,0.9997,143870.9310793238,143827.7698
1661126400000.0,2022-08-22 00:00:00,DAI/USDT,0.9995,0.9998,0.9993,0.9996,311928.44618847535,311803.67481
1661040000000.0,2022-08-21 00:00:00,DAI/USDT,0.9995,0.9998,0.9991,0.9995,214007.27256628312,213900.26893
1660953600000.0,2022-08-20 00:00:00,DAI/USDT,0.9997,0.9997,0.9987,0.9995,154165.87694847424,154088.79401
1660867200000.0,2022-08-19 00:00:00,DAI/USDT,0.9994,0.9997,0.9986,0.9997,273015.1501850555,272933.24564
1660780800000.0,2022-08-18 00:00:00,DAI/USDT,0.9994,0.9996,0.9993,0.9994,52839.20288172904,52807.49936
1660694400000.0,2022-08-17 00:00:00,DAI/USDT,0.9995,0.9996,0.9994,0.9994,121624.37923754253,121551.40461
1660608000000.0,2022-08-16 00:00:00,DAI/USDT,0.9994,0.9996,0.9992,0.9995,129397.86054027012,129333.16161
1660521600000.0,2022-08-15 00:00:00,DAI/USDT,0.9993,0.9994,0.999,0.9994,183458.33761256756,183348.26261
1660435200000.0,2022-08-14 00:00:00,DAI/USDT,0.999,0.9993,0.999,0.9993,70689.20545381767,70639.72301
1660348800000.0,2022-08-13 00:00:00,DAI/USDT,0.9994,0.9994,0.999,0.999,76834.02349349349,76757.18947
1660262400000.0,2022-08-12 00:00:00,DAI/USDT,0.9989,0.9995,0.9989,0.9994,140153.89949969982,140069.80716
1660176000000.0,2022-08-11 00:00:00,DAI/USDT,0.9996,0.9997,0.9987,0.9989,1956547.5798177996,1954395.37748
1660089600000.0,2022-08-10 00:00:00,DAI/USDT,1.0002,1.0005,0.9993,0.9996,203485.27971188477,203403.8856
1660003200000.0,2022-08-09 00:00:00,DAI/USDT,0.9996,1.0004,0.9995,1.0002,107354.30181963606,107375.77268
1659916800000.0,2022-08-08 00:00:00,DAI/USDT,0.9996,0.9997,0.9994,0.9996,216096.67809123648,216010.23942
1659830400000.0,2022-08-07 00:00:00,DAI/USDT,0.9994,0.9998,0.9994,0.9996,31974.181272509002,31961.3916
1659744000000.0,2022-08-06 00:00:00,DAI/USDT,1.0,1.0,0.9988,0.9994,1099278.1373023815,1098618.57042
1659657600000.0,2022-08-05 00:00:00,DAI/USDT,0.9991,1.0001,0.9991,1.0,59855.50161,59855.50161
1659571200000.0,2022-08-04 00:00:00,DAI/USDT,0.9993,1.0003,0.9987,0.9991,626379.4416875187,625815.70019
1659484800000.0,2022-08-03 00:00:00,DAI/USDT,0.9991,0.9996,0.999,0.9993,31028.44913439408,31006.72922
1659398400000.0,2022-08-02 00:00:00,DAI/USDT,0.9997,0.9999,0.9983,0.9991,118318.68884996496,118212.20203
1659312000000.0,2022-08-01 00:00:00,DAI/USDT,0.9994,1.0,0.9986,0.9997,201342.0379413824,201281.63533
1659225600000.0,2022-07-31 00:00:00,DAI/USDT,0.9994,0.9996,0.9987,0.9994,120343.69622773664,120271.49001
1659139200000.0,2022-07-30 00:00:00,DAI/USDT,0.9999,0.9999,0.9992,0.9994,16385.079317590556,16375.24827
1659052800000.0,2022-07-29 00:00:00,DAI/USDT,0.9999,1.0001,0.999,0.9999,43492.58754875488,43488.23829
1658966400000.0,2022-07-28 00:00:00,DAI/USDT,0.9991,1.0006,0.9991,0.9999,129311.93515351535,129299.00396
1658880000000.0,2022-07-27 00:00:00,DAI/USDT,0.9998,0.9999,0.9885,0.9991,200411.3704634171,200231.00023
1658793600000.0,2022-07-26 00:00:00,DAI/USDT,1.0001,1.0002,0.9997,0.9998,75602.96614322864,75587.84555
1658707200000.0,2022-07-25 00:00:00,DAI/USDT,0.9999,1.0004,0.9992,1.0001,106042.58853114689,106053.19279
1658620800000.0,2022-07-24 00:00:00,DAI/USDT,0.9997,0.9999,0.9996,0.9999,42630.98634863486,42626.72325
1658534400000.0,2022-07-23 00:00:00,DAI/USDT,0.9997,0.9998,0.9993,0.9997,21646.875852755824,21640.38179
1658448000000.0,2022-07-22 00:00:00,DAI/USDT,1.0001,1.0003,0.9997,0.9997,112685.46308892667,112651.65745
1658361600000.0,2022-07-21 00:00:00,DAI/USDT,1.0001,1.0005,1.0,1.0001,87172.58460153986,87181.30186
1658275200000.0,2022-07-20 00:00:00,DAI/USDT,1.0001,1.0004,0.9999,1.0001,32022.580571942806,32025.78283
1658188800000.0,2022-07-19 00:00:00,DAI/USDT,1.0002,1.0006,0.9999,1.0001,71061.76784321568,71068.87402
1658102400000.0,2022-07-18 00:00:00,DAI/USDT,1.0,1.0004,0.9999,1.0002,126354.33605278945,126379.60692
1658016000000.0,2022-07-17 00:00:00,DAI/USDT,1.0004,1.0004,0.9996,1.0,21938.71548,21938.71548
1657929600000.0,2022-07-16 00:00:00,DAI/USDT,1.0002,1.0005,1.0,1.0004,28194.04631147541,28205.32393
1657843200000.0,2022-07-15 00:00:00,DAI/USDT,1.0004,1.0008,1.0002,1.0002,47396.82576484703,47406.30513
1657756800000.0,2022-07-14 00:00:00,DAI/USDT,1.0004,1.001,1.0003,1.0004,24638.202459016396,24648.05774
1657670400000.0,2022-07-13 00:00:00,DAI/USDT,1.0005,1.0008,1.0003,1.0004,139678.18208716513,139734.05336
1657584000000.0,2022-07-12 00:00:00,DAI/USDT,1.0002,1.0007,1.0001,1.0005,25894.512933533235,25907.46019
1657497600000.0,2022-07-11 00:00:00,DAI/USDT,0.9999,1.0011,0.9998,1.0002,234677.3603079384,234724.29578
1657411200000.0,2022-07-10 00:00:00,DAI/USDT,0.9999,1.0006,0.9996,0.9999,48325.34862486248,48320.51609
1657324800000.0,2022-07-09 00:00:00,DAI/USDT,1.001,1.0011,0.9997,0.9999,93411.22524252425,93401.88412
1657238400000.0,2022-07-08 00:00:00,DAI/USDT,1.0008,1.0014,0.9995,1.001,225793.97400599404,226019.76798
1657152000000.0,2022-07-07 00:00:00,DAI/USDT,1.0008,1.0014,1.0005,1.0008,289406.3298161471,289637.85488
1657065600000.0,2022-07-06 00:00:00,DAI/USDT,1.0008,1.0012,1.0005,1.0008,134438.53305355716,134546.08388
1656979200000.0,2022-07-05 00:00:00,DAI/USDT,1.0013,1.0016,1.0005,1.0008,157270.74050759393,157396.5571
1656892800000.0,2022-07-04 00:00:00,DAI/USDT,1.0012,1.0016,1.0002,1.0013,130727.64724857685,130897.59319
1656806400000.0,2022-07-03 00:00:00,DAI/USDT,1.0011,1.0014,1.0008,1.0012,153343.13289053136,153527.14465
1656720000000.0,2022-07-02 00:00:00,DAI/USDT,1.0002,1.0011,1.0,1.0011,138027.24038557586,138179.07035
1656633600000.0,2022-07-01 00:00:00,DAI/USDT,1.0017,1.0096,0.9997,1.0002,987274.5714357129,987472.02635
1656547200000.0,2022-06-30 00:00:00,DAI/USDT,1.0009,1.0017,1.0001,1.0017,299036.64975541574,299545.01206
1656460800000.0,2022-06-29 00:00:00,DAI/USDT,1.0011,1.007,1.0005,1.0009,2107624.4535717857,2109521.31558
1656374400000.0,2022-06-28 00:00:00,DAI/USDT,1.0005,1.0026,0.9996,1.0011,308592.0092398362,308931.46045
1656288000000.0,2022-06-27 00:00:00,DAI/USDT,1.0,1.0027,0.998,1.0005,440680.2077461269,440900.54785
1656201600000.0,2022-06-26 00:00:00,DAI/USDT,1.0003,1.0008,0.9996,1.0,83416.27291,83416.27291
1656115200000.0,2022-06-25 00:00:00,DAI/USDT,1.0006,1.0012,0.9982,1.0003,413896.20733779867,414020.3762
1656028800000.0,2022-06-24 00:00:00,DAI/USDT,1.001,1.0013,1.0003,1.0006,172600.75658604837,172704.31704
1655942400000.0,2022-06-23 00:00:00,DAI/USDT,1.0004,1.002,1.0002,1.001,118692.70464535466,118811.39735
1655856000000.0,2022-06-22 00:00:00,DAI/USDT,1.001,1.002,1.0,1.0004,168890.58602558976,168958.14226
1655769600000.0,2022-06-21 00:00:00,DAI/USDT,1.001,1.0069,1.0004,1.001,247229.62177822183,247476.8514
