https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EQZ,Volume BTC
1648857600,2022-04-02 00:00:00,EQZ/BTC,0.00000261,0.00000274,0.00000257,0.00000269,35739.18233,0.0946869670345
1648771200,2022-04-01 00:00:00,EQZ/BTC,0.00000246,0.00000262,0.00000245,0.0000026,31035.3688,0.077926127784
1648684800,2022-03-31 00:00:00,EQZ/BTC,0.00000261,0.00000265,0.00000241,0.00000246,30401.9306,0.075879205486
1648598400,2022-03-30 00:00:00,EQZ/BTC,0.00000248,0.00000262,0.00000248,0.0000026,38508.747,0.098286160929
1648512000,2022-03-29 00:00:00,EQZ/BTC,0.00000237,0.0000026,0.00000235,0.00000249,38971.30353,0.095858238954
1648425600,2022-03-28 00:00:00,EQZ/BTC,0.00000233,0.00000251,0.00000227,0.00000237,64240.2594,0.153374903268
1648339200,2022-03-27 00:00:00,EQZ/BTC,0.0000024,0.00000248,0.00000229,0.00000232,29243.67419431,0.0695312550220026
1648252800,2022-03-26 00:00:00,EQZ/BTC,0.00000235,0.0000024,0.00000226,0.00000238,23894.4542,0.055775362675
1648166400,2022-03-25 00:00:00,EQZ/BTC,0.00000257,0.00000257,0.00000231,0.00000235,22561.08090569,0.0548101228979974
1648080000,2022-03-24 00:00:00,EQZ/BTC,0.00000241,0.00000264,0.00000238,0.00000258,32854.87235721,0.0818657876020203
1647993600,2022-03-23 00:00:00,EQZ/BTC,0.00000245,0.00000246,0.00000241,0.00000241,5779.15094279,0.0140616824469797
1647907200,2022-03-22 00:00:00,EQZ/BTC,0.00000248,0.00000248,0.00000239,0.00000245,18390.9211,0.044543260333
1647820800,2022-03-21 00:00:00,EQZ/BTC,0.00000253,0.00000258,0.00000245,0.00000248,17199.9506,0.043132528933
1647734400,2022-03-20 00:00:00,EQZ/BTC,0.00000258,0.00000268,0.00000248,0.00000253,23042.5057,0.0598579627
1647648000,2022-03-19 00:00:00,EQZ/BTC,0.0000025,0.00000268,0.00000248,0.00000258,46298.8301,0.118918226772
1647561600,2022-03-18 00:00:00,EQZ/BTC,0.00000253,0.00000309,0.00000245,0.0000025,231291.58161707,0.6347460796591724
1647475200,2022-03-17 00:00:00,EQZ/BTC,0.00000224,0.00000268,0.00000219,0.00000252,117426.1572,0.2896376321639352
1647388800,2022-03-16 00:00:00,EQZ/BTC,0.0000023,0.00000241,0.00000212,0.00000224,191479.92796512,0.4305245794289856
1647302400,2022-03-15 00:00:00,EQZ/BTC,0.00000224,0.00000247,0.00000223,0.00000229,51419.7851,0.121056062467
1647216000,2022-03-14 00:00:00,EQZ/BTC,0.00000236,0.00000236,0.00000221,0.00000224,28174.5976,0.063948647829
1647129600,2022-03-13 00:00:00,EQZ/BTC,0.00000243,0.00000245,0.00000232,0.00000235,17351.0127,0.041452957089
1647043200,2022-03-12 00:00:00,EQZ/BTC,0.00000243,0.00000246,0.00000238,0.00000244,19506.20740995,0.0470151611049629
1646956800,2022-03-11 00:00:00,EQZ/BTC,0.00000266,0.00000271,0.00000237,0.00000242,66029.6852,0.165048622795
1646870400,2022-03-10 00:00:00,EQZ/BTC,0.00000251,0.00000266,0.0000025,0.00000265,137680.204,0.362975363982
1646784000,2022-03-09 00:00:00,EQZ/BTC,0.00000266,0.00000268,0.0000025,0.00000253,23444.2526,0.060472302688
1646697600,2022-03-08 00:00:00,EQZ/BTC,0.00000269,0.00000283,0.00000262,0.00000267,24392.99637526,0.0659974930549858
1646611200,2022-03-07 00:00:00,EQZ/BTC,0.00000279,0.00000281,0.00000268,0.00000269,30537.7278,0.084252459298
1646524800,2022-03-06 00:00:00,EQZ/BTC,0.00000281,0.00000286,0.00000275,0.0000028,11904.8069,0.033225856758
1646438400,2022-03-05 00:00:00,EQZ/BTC,0.00000285,0.00000289,0.00000274,0.00000282,16716.79371468,0.0471420359569848
1646352000,2022-03-04 00:00:00,EQZ/BTC,0.00000281,0.00000303,0.00000276,0.00000284,44534.42826369,0.1287907145809807
1646265600,2022-03-03 00:00:00,EQZ/BTC,0.00000304,0.00000313,0.00000278,0.0000028,36821.38002427,0.1101573854099651
1646179200,2022-03-02 00:00:00,EQZ/BTC,0.0000029,0.00000303,0.00000282,0.00000303,40250.7011,0.118267553024
1646092800,2022-03-01 00:00:00,EQZ/BTC,0.00000292,0.00000305,0.00000283,0.00000289,25646.6531,0.075742029368
1646006400,2022-02-28 00:00:00,EQZ/BTC,0.00000316,0.00000331,0.0000029,0.00000293,144873.1904,0.450819024085
1645920000,2022-02-27 00:00:00,EQZ/BTC,0.00000305,0.00000337,0.00000298,0.00000316,152002.17610658,0.4861506565929902
1645833600,2022-02-26 00:00:00,EQZ/BTC,0.00000247,0.00000359,0.00000244,0.00000305,269536.35477045,0.8438676729589225
1645747200,2022-02-25 00:00:00,EQZ/BTC,0.00000248,0.00000265,0.0000024,0.00000249,48950.63977019,0.1226119843859845
1645660800,2022-02-24 00:00:00,EQZ/BTC,0.00000271,0.00000282,0.00000232,0.00000249,141870.0265,0.353693169384
1645574400,2022-02-23 00:00:00,EQZ/BTC,0.00000286,0.00000292,0.0000027,0.00000271,72571.70196829,0.2021422939413581
1645488000,2022-02-22 00:00:00,EQZ/BTC,0.00000302,0.00000307,0.00000277,0.00000286,61202.80435491,0.1792920856079845
1645401600,2022-02-21 00:00:00,EQZ/BTC,0.00000277,0.00000319,0.00000269,0.00000303,156172.69314584,0.4456888767849768
1645315200,2022-02-20 00:00:00,EQZ/BTC,0.00000295,0.00000302,0.00000271,0.00000276,77816.99974256,0.2245387378009984
1645228800,2022-02-19 00:00:00,EQZ/BTC,0.00000302,0.0000031,0.00000293,0.00000295,34428.9998,0.104288486004
1645142400,2022-02-18 00:00:00,EQZ/BTC,0.00000341,0.00000344,0.000003,0.00000301,70750.31567726,0.2251162825949483
1645056000,2022-02-17 00:00:00,EQZ/BTC,0.00000349,0.00000353,0.00000326,0.00000339,120804.59475632,0.4118610848769649
1644969600,2022-02-16 00:00:00,EQZ/BTC,0.00000302,0.00000392,0.00000296,0.00000349,429397.48278636,1.4762254354894738
1644883200,2022-02-15 00:00:00,EQZ/BTC,0.00000286,0.00000301,0.00000278,0.000003,26104.00846894,0.0754514953129916
1644796800,2022-02-14 00:00:00,EQZ/BTC,0.00000277,0.00000292,0.00000273,0.00000287,25835.8746,0.072691878212
1644710400,2022-02-13 00:00:00,EQZ/BTC,0.00000293,0.00000293,0.00000277,0.00000277,12312.4275,0.035210309546
1644624000,2022-02-12 00:00:00,EQZ/BTC,0.00000301,0.00000302,0.00000287,0.00000293,15651.86435384,0.0464879498039816
1644537600,2022-02-11 00:00:00,EQZ/BTC,0.00000308,0.00000315,0.00000298,0.00000301,42958.734,0.132203438162
1644451200,2022-02-10 00:00:00,EQZ/BTC,0.00000319,0.00000321,0.00000294,0.00000309,114522.74048044,0.3526124382249728
1644364800,2022-02-09 00:00:00,EQZ/BTC,0.00000296,0.00000327,0.00000293,0.00000317,115118.90301538,0.356810484868985
1644278400,2022-02-08 00:00:00,EQZ/BTC,0.00000308,0.00000315,0.00000289,0.00000297,117540.9072,0.356987194541
1644192000,2022-02-07 00:00:00,EQZ/BTC,0.000003,0.00000343,0.00000299,0.00000308,107903.99046952,0.336380155470988
1644105600,2022-02-06 00:00:00,EQZ/BTC,0.00000304,0.00000318,0.00000294,0.00000299,39899.6449,0.120782979583
1644019200,2022-02-05 00:00:00,EQZ/BTC,0.00000312,0.00000313,0.00000295,0.00000303,31454.86,0.095770678828
1643932800,2022-02-04 00:00:00,EQZ/BTC,0.00000313,0.00000322,0.00000295,0.00000311,39861.8542421,0.122571782045984
1643846400,2022-02-03 00:00:00,EQZ/BTC,0.00000322,0.00000334,0.00000305,0.00000314,70892.26066261,0.2254843487109781
1643760000,2022-02-02 00:00:00,EQZ/BTC,0.00000319,0.00000337,0.00000311,0.00000321,78832.825,0.255638945396
1643673600,2022-02-01 00:00:00,EQZ/BTC,0.00000307,0.0000032,0.00000294,0.0000032,60769.79053935,0.184475682183985
1643587200,2022-01-31 00:00:00,EQZ/BTC,0.00000298,0.00000307,0.00000292,0.00000306,16731.469262,0.050143504969
1643500800,2022-01-30 00:00:00,EQZ/BTC,0.00000312,0.00000321,0.00000296,0.00000297,19322.2875,0.059663251073
1643414400,2022-01-29 00:00:00,EQZ/BTC,0.00000315,0.00000321,0.00000302,0.00000311,16943.8855,0.052870497826
1643328000,2022-01-28 00:00:00,EQZ/BTC,0.00000299,0.00000328,0.00000297,0.00000314,78373.1106,0.246300572027
1643241600,2022-01-27 00:00:00,EQZ/BTC,0.00000313,0.00000324,0.00000293,0.000003,29794.929,0.092116621279
1643155200,2022-01-26 00:00:00,EQZ/BTC,0.0000032,0.00000331,0.0000031,0.00000312,61211.285,0.195830088227
1643068800,2022-01-25 00:00:00,EQZ/BTC,0.00000307,0.0000038,0.00000307,0.00000321,341703.3525,1.154035167834
1642982400,2022-01-24 00:00:00,EQZ/BTC,0.00000319,0.00000331,0.00000304,0.00000307,177541.3443,0.561632114918
1642896000,2022-01-23 00:00:00,EQZ/BTC,0.00000327,0.00000341,0.00000315,0.00000318,93458.8124,0.304863976671
1642809600,2022-01-22 00:00:00,EQZ/BTC,0.00000344,0.000004,0.00000314,0.00000328,397471.0048,1.368867961768
1642723200,2022-01-21 00:00:00,EQZ/BTC,0.00000414,0.00000422,0.00000345,0.00000345,302554.4147,1.136132336736
1642636800,2022-01-20 00:00:00,EQZ/BTC,0.00000414,0.00000421,0.00000394,0.00000414,146165.0289,0.594408707568
1642550400,2022-01-19 00:00:00,EQZ/BTC,0.00000442,0.00000444,0.00000405,0.00000414,153308.00003235,0.640373256512988
1642464000,2022-01-18 00:00:00,EQZ/BTC,0.00000454,0.00000469,0.00000416,0.00000441,177593.1272,0.784689439274
1642377600,2022-01-17 00:00:00,EQZ/BTC,0.00000414,0.00000479,0.00000411,0.00000454,363195.81247099,1.6219861068666768
1642291200,2022-01-16 00:00:00,EQZ/BTC,0.00000413,0.0000043,0.00000406,0.00000415,122623.5241,0.511232637582
1642204800,2022-01-15 00:00:00,EQZ/BTC,0.00000399,0.00000418,0.00000399,0.00000413,92996.6922,0.380792731608
1642118400,2022-01-14 00:00:00,EQZ/BTC,0.00000421,0.00000421,0.00000395,0.000004,251695.7747,1.017406676999
1642032000,2022-01-13 00:00:00,EQZ/BTC,0.00000431,0.00000432,0.00000403,0.00000419,202271.09778154,0.8455028766622528
1641945600,2022-01-12 00:00:00,EQZ/BTC,0.0000043,0.00000435,0.00000416,0.00000431,70278.5682,0.300528479593
1641859200,2022-01-11 00:00:00,EQZ/BTC,0.00000409,0.00000435,0.00000409,0.0000043,73745.35554056,0.3126798665629744
1641772800,2022-01-10 00:00:00,EQZ/BTC,0.00000447,0.00000451,0.00000407,0.00000409,90023.4721,0.376703077373
1641686400,2022-01-09 00:00:00,EQZ/BTC,0.00000426,0.00000462,0.000004,0.00000448,127217.09974697,0.540138503188001
1641600000,2022-01-08 00:00:00,EQZ/BTC,0.00000469,0.00000488,0.00000424,0.00000424,188857.55052933,0.875812183830985
1641513600,2022-01-07 00:00:00,EQZ/BTC,0.00000462,0.00000478,0.0000046,0.00000469,53314.71094086,0.250113494667999
1641427200,2022-01-06 00:00:00,EQZ/BTC,0.00000492,0.00000492,0.0000046,0.0000046,159891.32064427,0.7528042314979701
1641340800,2022-01-05 00:00:00,EQZ/BTC,0.00000509,0.00000516,0.00000473,0.0000049,127246.0759,0.61950272457
1641254400,2022-01-04 00:00:00,EQZ/BTC,0.00000493,0.00000524,0.00000474,0.00000508,140898.2312,0.703160263332
1641168000,2022-01-03 00:00:00,EQZ/BTC,0.00000514,0.00000519,0.00000492,0.00000493,29626.2209,0.148862323607
1641081600,2022-01-02 00:00:00,EQZ/BTC,0.00000502,0.00000529,0.00000502,0.00000514,49832.463,0.25929731912
1640995200,2022-01-01 00:00:00,EQZ/BTC,0.00000496,0.00000512,0.00000488,0.00000503,43523.9918,0.2171797459
1640908800,2021-12-31 00:00:00,EQZ/BTC,0.00000491,0.00000514,0.00000477,0.00000494,77905.87472254,0.3880760582490238
1640822400,2021-12-30 00:00:00,EQZ/BTC,0.00000494,0.00000502,0.00000483,0.00000491,32954.62952036,0.1623540054709022
1640736000,2021-12-29 00:00:00,EQZ/BTC,0.00000523,0.00000526,0.00000487,0.00000492,73223.69675361,0.3704870575909886
1640649600,2021-12-28 00:00:00,EQZ/BTC,0.00000542,0.00000561,0.00000518,0.00000523,114847.03752513,0.6135269882759793
