https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XRP,Volume USDT
1663545600,2022-09-19 00:00:00,XRP/USDT,0.35646,0.35646,0.35646,0.35646,0.00000000,0.0
1663542000,2022-09-18 23:00:00,XRP/USDT,0.35881,0.35881,0.35646,0.35646,29026.11705344,10346.649684869222
1663538400,2022-09-18 22:00:00,XRP/USDT,0.36889,0.36889,0.36328,0.36328,286.72620892,104.16189717645759
1663534800,2022-09-18 21:00:00,XRP/USDT,0.39268,0.39268,0.38276,0.38276,10495.11348207,4017.1096363971133
1663531200,2022-09-18 20:00:00,XRP/USDT,0.39273,0.39459,0.39257,0.39459,1714.91729516,676.6892154971845
1663527600,2022-09-18 19:00:00,XRP/USDT,0.39254,0.39744,0.39253,0.39744,4185.78981896,1663.6003056474624
1663524000,2022-09-18 18:00:00,XRP/USDT,0.39039,0.39544,0.38886,0.39544,6585.94873468,2604.3475676418593
1663520400,2022-09-18 17:00:00,XRP/USDT,0.38599,0.39065,0.38501,0.38998,22897.75664485,8929.667136358603
1663516800,2022-09-18 16:00:00,XRP/USDT,0.38544,0.38659,0.38544,0.38639,226269.23643249,87428.1702651498
1663513200,2022-09-18 15:00:00,XRP/USDT,0.38415,0.38555,0.38415,0.38555,3662.03205070,1411.896457147385
1663509600,2022-09-18 14:00:00,XRP/USDT,0.38253,0.38253,0.38253,0.38253,0.00000000,0.0
1663506000,2022-09-18 13:00:00,XRP/USDT,0.38148,0.38253,0.38148,0.38253,76296.90713131,29185.855884940014
1663502400,2022-09-18 12:00:00,XRP/USDT,0.37577,0.37577,0.37577,0.37577,416.65606972,156.5668513186844
1663498800,2022-09-18 11:00:00,XRP/USDT,0.38415,0.38415,0.38415,0.38415,0.00000000,0.0
1663495200,2022-09-18 10:00:00,XRP/USDT,0.38327,0.38415,0.38327,0.38415,298.16136315,114.5386876540725
1663491600,2022-09-18 09:00:00,XRP/USDT,0.39068,0.39200,0.38083,0.38144,5686.44184418,2169.036377044019
1663488000,2022-09-18 08:00:00,XRP/USDT,0.38679,0.38679,0.38679,0.38679,0.00000000,0.0
1663484400,2022-09-18 07:00:00,XRP/USDT,0.37190,0.38721,0.37190,0.38679,6196.39263615,2396.7027077364587
1663480800,2022-09-18 06:00:00,XRP/USDT,0.36988,0.37241,0.36988,0.37241,5996.43271802,2233.131508517828
1663477200,2022-09-18 05:00:00,XRP/USDT,0.36820,0.36951,0.36820,0.36951,21663.44422712,8004.85927636311
1663473600,2022-09-18 04:00:00,XRP/USDT,0.36845,0.36846,0.36775,0.36807,16866.34432219,6207.995354668474
1663470000,2022-09-18 03:00:00,XRP/USDT,0.36988,0.36988,0.36988,0.36988,0.00000000,0.0
1663466400,2022-09-18 02:00:00,XRP/USDT,0.36922,0.36988,0.36922,0.36988,9693.42837225,3585.40528632783
1663462800,2022-09-18 01:00:00,XRP/USDT,0.37250,0.37250,0.37250,0.37250,0.00000000,0.0
1663459200,2022-09-18 00:00:00,XRP/USDT,0.37300,0.37313,0.37250,0.37250,16046.27405070,5977.23708388575
1663455600,2022-09-17 23:00:00,XRP/USDT,0.37288,0.37288,0.37288,0.37288,0.00000000,0.0
