https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNX,Volume USDT
1663394400,2022-09-17 06:00:00,BNX/USDT,140.14,140.268,140.14,140.141,1.921,269.2171706
1663390800,2022-09-17 05:00:00,BNX/USDT,140.498,140.499,140.14,140.272,1.8423,258.5667835
1663387200,2022-09-17 04:00:00,BNX/USDT,141.92,141.92,140.499,140.499,0.1101,15.4905992
1663383600,2022-09-17 03:00:00,BNX/USDT,141.926,141.926,141.92,141.92,1.7227,244.4889808
1663380000,2022-09-17 02:00:00,BNX/USDT,144.2,144.2,141.928,141.928,0.4404,62.7259693
1663376400,2022-09-17 01:00:00,BNX/USDT,145.018,145.018,144.834,144.834,0.0196,2.8403231
1663372800,2022-09-17 00:00:00,BNX/USDT,146.3,146.3,143.277,145.3,1.7796,257.4046857
1663369200,2022-09-16 23:00:00,BNX/USDT,145.505,147.281,145.505,146.394,0.1165,16.9791279
1663365600,2022-09-16 22:00:00,BNX/USDT,151.074,151.074,144.994,145.6,9.9646,1461.8847267
1663362000,2022-09-16 21:00:00,BNX/USDT,152.147,152.322,151.716,151.716,0.0129,1.9599007
1663358400,2022-09-16 20:00:00,BNX/USDT,152.634,152.634,151.716,151.717,3.0458,464.2809052
1663354800,2022-09-16 19:00:00,BNX/USDT,146.265,154.919,146.265,153.652,5.5494,830.7691392
1663351200,2022-09-16 18:00:00,BNX/USDT,147.298,149.815,144.214,146.3,8.1862,1208.9762773
1663347600,2022-09-16 17:00:00,BNX/USDT,152.544,152.544,143.273,147.298,48.4202,7040.3554456
1663344000,2022-09-16 16:00:00,BNX/USDT,152.127,153.652,152.127,153.411,1.0446,159.4938347
1663340400,2022-09-16 15:00:00,BNX/USDT,147.002,153.327,147.002,151.854,5.0695,762.7708662
1663336800,2022-09-16 14:00:00,BNX/USDT,151.526,164.979,144.283,147.954,95.6221,14349.9306228
1663333200,2022-09-16 13:00:00,BNX/USDT,154.62,154.62,151.526,151.526,0.6184,93.8643377
1663329600,2022-09-16 12:00:00,BNX/USDT,158.131,158.132,154.621,154.622,5.8181,910.348063
1663326000,2022-09-16 11:00:00,BNX/USDT,149.78,158.131,146.011,158.131,15.7666,2380.9032075
1663322400,2022-09-16 10:00:00,BNX/USDT,151.628,151.628,146.029,150.553,1.7344,257.3078044
1663318800,2022-09-16 09:00:00,BNX/USDT,154.62,154.62,146.396,151.647,15.6579,2343.9398246
1663315200,2022-09-16 08:00:00,BNX/USDT,155.999,155.999,151.075,155.577,6.6398,1013.7129014
1663311600,2022-09-16 07:00:00,BNX/USDT,157.19,157.19,152.688,155.999,3.7338,577.2513806
1663308000,2022-09-16 06:00:00,BNX/USDT,159.222,159.222,157.144,157.144,65.494,10316.6886561
1663304400,2022-09-16 05:00:00,BNX/USDT,159.856,160.123,159.46,159.46,0.038,6.0722966
1663300800,2022-09-16 04:00:00,BNX/USDT,160.062,160.608,159.879,160.608,1.2043,192.7268277
1663297200,2022-09-16 03:00:00,BNX/USDT,160.459,160.621,160.459,160.621,0.0065,1.0438259
1663293600,2022-09-16 02:00:00,BNX/USDT,160.53,160.587,160.237,160.459,1.3014,208.8225224
1663290000,2022-09-16 01:00:00,BNX/USDT,159.93,160.434,159.561,160.434,1.8198,290.3892525
1663286400,2022-09-16 00:00:00,BNX/USDT,161.424,161.424,159,160.22,178.3763,28376.7172506
1663282800,2022-09-15 23:00:00,BNX/USDT,162.226,162.231,161.424,161.424,7.1506,1160.0449891
1663279200,2022-09-15 22:00:00,BNX/USDT,163,163,161.24,161.861,78.9623,12868.1772089
1663275600,2022-09-15 21:00:00,BNX/USDT,160.938,163.07,160.658,163,115.4529,18765.4296759
1663272000,2022-09-15 20:00:00,BNX/USDT,161.076,161.541,160.359,160.359,0.153,24.6089804
1663268400,2022-09-15 19:00:00,BNX/USDT,160.759,160.958,160.759,160.958,0.1042,16.7708684
1663264800,2022-09-15 18:00:00,BNX/USDT,160.831,160.831,160.806,160.806,0.0036,0.5789641
1663261200,2022-09-15 17:00:00,BNX/USDT,161.533,161.533,160.434,160.434,0.0608,9.7865671
1663257600,2022-09-15 16:00:00,BNX/USDT,160.919,161.27,160.919,160.927,0.0071,1.1441156
1663254000,2022-09-15 15:00:00,BNX/USDT,161.214,161.214,160.459,160.758,0.6976,112.0022481
1663250400,2022-09-15 14:00:00,BNX/USDT,161.214,162.431,161.214,162.255,0.8048,130.6494609
1663246800,2022-09-15 13:00:00,BNX/USDT,161.939,162.555,161.756,161.756,0.2941,47.5834931
1663243200,2022-09-15 12:00:00,BNX/USDT,161.922,161.922,160.658,160.658,0.2132,34.2561537
1663239600,2022-09-15 11:00:00,BNX/USDT,161.357,161.357,160.658,160.658,0.6165,99.2299851
1663236000,2022-09-15 10:00:00,BNX/USDT,160.758,161.332,160.658,161.332,0.2836,45.7234601
1663232400,2022-09-15 09:00:00,BNX/USDT,160.251,160.369,160.251,160.369,0.3165,50.735095
1663228800,2022-09-15 08:00:00,BNX/USDT,160.877,161.994,159.76,159.78,38.0995,6145.6865189
1663225200,2022-09-15 07:00:00,BNX/USDT,160.259,160.479,160.259,160.459,0.3941,63.191896
1663221600,2022-09-15 06:00:00,BNX/USDT,158.918,160.478,158.1,160.478,83.8819,13339.8993952
1663218000,2022-09-15 05:00:00,BNX/USDT,156.299,160.678,152.634,159.049,28.711,4564.5764383
1663214400,2022-09-15 04:00:00,BNX/USDT,156.534,157.099,123.5,156.3,412.8748,62791.1057224
1663210800,2022-09-15 03:00:00,BNX/USDT,157.166,158.094,156.719,156.719,0.9084,143.3680593
1663207200,2022-09-15 02:00:00,BNX/USDT,158.463,158.463,157.314,157.465,2.6481,419.2517267
1663203600,2022-09-15 01:00:00,BNX/USDT,159.161,159.461,159.161,159.461,0.0122,1.9443442
1663200000,2022-09-15 00:00:00,BNX/USDT,158.874,159.361,158.874,158.962,0.0067,1.0654204
1663196400,2022-09-14 23:00:00,BNX/USDT,160.326,160.326,159.737,159.737,0.0027,0.4319967
1663192800,2022-09-14 22:00:00,BNX/USDT,159.115,159.654,158.862,159.654,5.8481,932.7461283
1663189200,2022-09-14 21:00:00,BNX/USDT,158.146,158.404,158.146,158.404,3.5228,558.0253274
1663185600,2022-09-14 20:00:00,BNX/USDT,159.022,159.022,159.022,159.022,0.0011,0.1749242
1663182000,2022-09-14 19:00:00,BNX/USDT,157.965,159.503,157.964,158.662,6.508,1028.5742316
1663178400,2022-09-14 18:00:00,BNX/USDT,158.874,158.874,157.314,157.668,0.1031,16.2600594
1663174800,2022-09-14 17:00:00,BNX/USDT,159.919,159.919,159.654,159.827,0.007,1.1182983
1663171200,2022-09-14 16:00:00,BNX/USDT,159.96,160.741,159.84,160.741,0.0351,5.6257613
1663167600,2022-09-14 15:00:00,BNX/USDT,160.972,161.214,159.062,159.062,0.0582,9.3237181
1663164000,2022-09-14 14:00:00,BNX/USDT,160.769,160.769,159.277,160.434,26.7487,4275.5228999
1663160400,2022-09-14 13:00:00,BNX/USDT,161.93,161.93,160.969,161.229,64.6074,10445.7738682
1663156800,2022-09-14 12:00:00,BNX/USDT,159.662,161.53,159.161,161.53,6.1627,994.2234041
1663153200,2022-09-14 11:00:00,BNX/USDT,158.09,161.429,158.09,159.547,63.0302,10140.1895648
1663149600,2022-09-14 10:00:00,BNX/USDT,156.866,157.655,156.866,157.655,3.792,594.9401344
1663146000,2022-09-14 09:00:00,BNX/USDT,157.695,157.824,156.866,156.866,21.7627,3428.875755
1663142400,2022-09-14 08:00:00,BNX/USDT,156.467,157.695,155.023,157.695,24.0107,3736.1652874
1663138800,2022-09-14 07:00:00,BNX/USDT,158.122,158.125,156.054,156.054,83.7288,13082.4605302
1663135200,2022-09-14 06:00:00,BNX/USDT,158.874,158.874,157.735,157.738,0.9369,148.1933331
1663131600,2022-09-14 05:00:00,BNX/USDT,160.12,160.12,159.427,159.427,3.0017,480.6310259
1663128000,2022-09-14 04:00:00,BNX/USDT,158.874,160.239,158.662,160.239,4.114,657.1840114
1663124400,2022-09-14 03:00:00,BNX/USDT,158.064,158.064,157.585,157.585,0.1223,19.2740825
1663120800,2022-09-14 02:00:00,BNX/USDT,156.885,158.312,156.885,158.312,3.6449,575.5447878
1663117200,2022-09-14 01:00:00,BNX/USDT,158.124,158.124,156.14,156.14,2.8249,441.6466708
1663113600,2022-09-14 00:00:00,BNX/USDT,159.888,159.888,156.695,158.312,3.3533,530.4645771
1663110000,2022-09-13 23:00:00,BNX/USDT,160.435,160.435,159.888,159.889,1.8211,291.3604581
1663106400,2022-09-13 22:00:00,BNX/USDT,160.794,161.73,160.181,161.542,3.6118,582.9933551
1663102800,2022-09-13 21:00:00,BNX/USDT,160.468,160.572,160.365,160.365,0.0121,1.9414999
1663099200,2022-09-13 20:00:00,BNX/USDT,161.214,161.83,160.305,160.305,3.5663,576.778011
1663095600,2022-09-13 19:00:00,BNX/USDT,160.819,161.214,159.693,161.214,0.0137,2.2005237
1663092000,2022-09-13 18:00:00,BNX/USDT,162,162.544,160.437,160.437,9.5599,1547.3893445
1663088400,2022-09-13 17:00:00,BNX/USDT,161.227,162,161.227,162,2.5637,415.0706064
1663084800,2022-09-13 16:00:00,BNX/USDT,160.617,161.743,160.434,161.228,0.9629,155.3337399
1663081200,2022-09-13 15:00:00,BNX/USDT,160.08,160.978,159.078,160.978,2.7178,434.4631151
1663077600,2022-09-13 14:00:00,BNX/USDT,159.924,161.994,159.475,159.475,0.6173,98.7318098
1663074000,2022-09-13 13:00:00,BNX/USDT,160.228,161.329,159.76,159.87,13.0161,2086.5420423
1663070400,2022-09-13 12:00:00,BNX/USDT,161.141,166.999,158.562,160.758,105.9133,16918.0436194
1663066800,2022-09-13 11:00:00,BNX/USDT,157.314,161.955,157.314,161.057,42.8767,6819.7060272
1663063200,2022-09-13 10:00:00,BNX/USDT,156.722,157.623,155.236,157.313,69.0173,10781.3639775
1663059600,2022-09-13 09:00:00,BNX/USDT,156.722,156.722,156.667,156.722,0.5621,88.0773102
1663056000,2022-09-13 08:00:00,BNX/USDT,157.133,157.133,155.994,155.994,0.0146,2.2850588
1663052400,2022-09-13 07:00:00,BNX/USDT,157.022,157.314,156.073,157.314,1.9217,299.9297859
1663048800,2022-09-13 06:00:00,BNX/USDT,156.596,157.8,156.596,157.424,5.4197,854.6281578
1663045200,2022-09-13 05:00:00,BNX/USDT,155.903,158.048,155.903,158.048,2.4218,381.1691084
1663041600,2022-09-13 04:00:00,BNX/USDT,156.487,156.534,156.487,156.534,0.003,0.4695456
1663038000,2022-09-13 03:00:00,BNX/USDT,154.312,155.754,154.186,155.754,5.7572,890.1994296
1663034400,2022-09-13 02:00:00,BNX/USDT,154.046,154.974,154.046,154.619,4.4692,688.4696009
1663030800,2022-09-13 01:00:00,BNX/USDT,154.884,154.884,153.521,154.468,6.1758,950.945233
1663027200,2022-09-13 00:00:00,BNX/USDT,155.871,155.871,154.881,154.884,0.4055,62.9987244
1663023600,2022-09-12 23:00:00,BNX/USDT,156.623,156.623,156.623,156.623,10,1566.23
1663020000,2022-09-12 22:00:00,BNX/USDT,156.72,156.866,156.62,156.866,4.3829,687.3820058
1663016400,2022-09-12 21:00:00,BNX/USDT,156.574,157.424,156.467,156.534,4.4028,692.3139456
1663012800,2022-09-12 20:00:00,BNX/USDT,156.487,157.033,155.868,157.033,1.4231,223.4685746
1663009200,2022-09-12 19:00:00,BNX/USDT,155.788,156.322,155.788,156.322,5.3952,840.937149
1663005600,2022-09-12 18:00:00,BNX/USDT,154.974,155.754,154.974,155.754,0.1138,17.7035076
1663002000,2022-09-12 17:00:00,BNX/USDT,155.589,156.244,155.556,155.667,20.6073,3207.8470499
1662998400,2022-09-12 16:00:00,BNX/USDT,154.717,156.122,147.5,155.567,69.9905,10756.1431952
1662994800,2022-09-12 15:00:00,BNX/USDT,154.35,154.517,154.35,154.35,2.1382,330.3861716
1662991200,2022-09-12 14:00:00,BNX/USDT,155.569,155.569,154.353,154.353,1.6854,261.3253376
1662987600,2022-09-12 13:00:00,BNX/USDT,155.922,155.922,155.369,155.369,5.6883,884.0036297
1662984000,2022-09-12 12:00:00,BNX/USDT,155.821,155.821,155.469,155.469,0.004,0.622404
1662980400,2022-09-12 11:00:00,BNX/USDT,155.721,156.732,155.17,155.469,8.8706,1379.6211804
1662976800,2022-09-12 10:00:00,BNX/USDT,155,155,154.852,154.852,0.6498,100.6471312
1662973200,2022-09-12 09:00:00,BNX/USDT,155.664,155.73,155.075,155.521,0.0224,3.4824721
1662969600,2022-09-12 08:00:00,BNX/USDT,155.703,155.703,155.421,155.421,0.4934,76.8049628
1662966000,2022-09-12 07:00:00,BNX/USDT,155.53,155.53,155.1,155.421,11.7262,1821.1240922
1662962400,2022-09-12 06:00:00,BNX/USDT,155.02,155.12,154.671,154.671,6.7965,1051.9594453
1662958800,2022-09-12 05:00:00,BNX/USDT,155,155.12,154.491,155.12,1.6427,254.401736
1662955200,2022-09-12 04:00:00,BNX/USDT,154.194,154.982,154.194,154.772,0.1136,17.5992038
1662951600,2022-09-12 03:00:00,BNX/USDT,154.977,155.12,154.194,154.194,3.4079,526.0654158
1662948000,2022-09-12 02:00:00,BNX/USDT,156.108,156.108,154.982,154.982,1.0078,156.5261482
1662944400,2022-09-12 01:00:00,BNX/USDT,154.974,156.932,154.673,156.222,1.1201,173.2964844
1662940800,2022-09-12 00:00:00,BNX/USDT,155.915,155.915,154.075,154.075,11.0067,1709.8829218
1662937200,2022-09-11 23:00:00,BNX/USDT,153.673,157.333,153.673,156.135,3.8558,598.452994
1662933600,2022-09-11 22:00:00,BNX/USDT,153.573,154.728,153.573,154.728,1.9374,299.7535585
1662930000,2022-09-11 21:00:00,BNX/USDT,152.634,153.414,152.634,152.91,0.4054,61.8836808
1662926400,2022-09-11 20:00:00,BNX/USDT,152.717,153.124,152.298,152.298,3.1749,485.1679911
1662922800,2022-09-11 19:00:00,BNX/USDT,152.634,154.327,152.634,152.634,53.5999,8263.0818014
1662919200,2022-09-11 18:00:00,BNX/USDT,152.476,152.548,152.476,152.548,0.0099,1.5097414
1662915600,2022-09-11 17:00:00,BNX/USDT,152.417,152.417,152.417,152.417,0.0028,0.4267676
1662912000,2022-09-11 16:00:00,BNX/USDT,151.854,153.124,151.677,151.677,4.6821,713.3090179
1662908400,2022-09-11 15:00:00,BNX/USDT,151.182,151.853,151.182,151.853,0.1309,19.8398192
1662904800,2022-09-11 14:00:00,BNX/USDT,150.981,151.515,150.981,151.515,1.0664,161.5589887
1662901200,2022-09-11 13:00:00,BNX/USDT,150.38,151.443,150.28,151.181,12.5358,1885.9363482
1662897600,2022-09-11 12:00:00,BNX/USDT,150.294,150.92,149.981,150.92,10.659,1598.6526402
1662894000,2022-09-11 11:00:00,BNX/USDT,151.015,151.321,151.015,151.321,0.0059,0.8920157
1662890400,2022-09-11 10:00:00,BNX/USDT,151.115,151.115,151.115,151.115,0.0013,0.1964495
1662886800,2022-09-11 09:00:00,BNX/USDT,151.074,151.12,151.074,151.12,2.9594,447.2243486
1662883200,2022-09-11 08:00:00,BNX/USDT,151.079,152.295,150.28,150.28,5.8766,886.108238
1662879600,2022-09-11 07:00:00,BNX/USDT,149.739,151.912,149.739,151.079,32.4708,4918.4734533
1662876000,2022-09-11 06:00:00,BNX/USDT,149.296,149.296,148.734,148.985,0.0094,1.4004746
1662872400,2022-09-11 05:00:00,BNX/USDT,149.186,149.812,148.94,149.083,0.1446,21.5575192
1662868800,2022-09-11 04:00:00,BNX/USDT,149.998,149.998,149.083,149.183,6.9889,1042.145882
1662865200,2022-09-11 03:00:00,BNX/USDT,149.713,149.918,149.514,149.514,6.0556,906.6014742
1662861600,2022-09-11 02:00:00,BNX/USDT,149.829,150.2,149.739,149.739,6.5706,986.7407778
1662858000,2022-09-11 01:00:00,BNX/USDT,150.286,150.286,150.17,150.17,0.0261,3.9208929
1662854400,2022-09-11 00:00:00,BNX/USDT,150.65,150.65,150.288,150.288,0.0568,8.5416885
1662850800,2022-09-10 23:00:00,BNX/USDT,151.074,151.721,151.042,151.042,0.2463,37.2134129
1662847200,2022-09-10 22:00:00,BNX/USDT,151.522,151.522,151.074,151.115,0.0087,1.3174111
1662843600,2022-09-10 21:00:00,BNX/USDT,152.295,152.416,152.116,152.416,3.5294,536.9590783
1662840000,2022-09-10 20:00:00,BNX/USDT,150.814,157.314,150.814,151.215,7.8932,1203.7072181
1662836400,2022-09-10 19:00:00,BNX/USDT,150.614,150.814,150.28,150.814,0.3335,50.1282186
1662832800,2022-09-10 18:00:00,BNX/USDT,150.414,150.619,150.294,150.294,0.0108,1.6248977
1662829200,2022-09-10 17:00:00,BNX/USDT,150.216,151.074,150.216,151.074,10.8397,1637.2380587
1662825600,2022-09-10 16:00:00,BNX/USDT,149.754,149.754,149.742,149.742,0.0021,0.3144714
1662822000,2022-09-10 15:00:00,BNX/USDT,149.482,150.819,149.482,150.083,11.8932,1792.4563548
1662818400,2022-09-10 14:00:00,BNX/USDT,149.403,150.117,149.403,150.117,0.1972,29.523739
1662814800,2022-09-10 13:00:00,BNX/USDT,149.74,149.815,149.4,149.4,0.2032,30.3837583
1662811200,2022-09-10 12:00:00,BNX/USDT,151.443,151.615,150.294,150.294,15.1344,2292.0421743
1662807600,2022-09-10 11:00:00,BNX/USDT,149.351,151.44,149.351,151.44,2.2483,339.5635777
1662804000,2022-09-10 10:00:00,BNX/USDT,148.887,149.739,148.39,149.184,0.2834,42.3042414
1662800400,2022-09-10 09:00:00,BNX/USDT,148.2,148.887,148.2,148.8,0.0885,13.1607357
1662796800,2022-09-10 08:00:00,BNX/USDT,147.954,148.189,147.954,148.189,0.0053,0.7850257
1662793200,2022-09-10 07:00:00,BNX/USDT,149.312,149.312,148.035,148.035,1.6453,245.0229721
1662789600,2022-09-10 06:00:00,BNX/USDT,147.6,149.514,147.6,149.514,0.3024,44.907768
1662786000,2022-09-10 05:00:00,BNX/USDT,147,147.209,146.488,147.209,2.2412,328.3266069
1662782400,2022-09-10 04:00:00,BNX/USDT,147.6,147.953,147,147.204,0.8658,127.7727935
1662778800,2022-09-10 03:00:00,BNX/USDT,148.2,148.2,147.609,147.703,0.0811,12.015651
1662775200,2022-09-10 02:00:00,BNX/USDT,148.311,148.311,148.311,148.311,0.0013,0.1928043
1662771600,2022-09-10 01:00:00,BNX/USDT,148.715,148.715,148.714,148.714,0.0073,1.0856162
1662768000,2022-09-10 00:00:00,BNX/USDT,148.518,149.115,148.211,148.211,1.2796,190.61779
1662764400,2022-09-09 23:00:00,BNX/USDT,150.294,150.914,148.454,149.111,14.0171,2089.174263
1662760800,2022-09-09 22:00:00,BNX/USDT,150.294,150.294,150.093,150.093,0.0035,0.5256873
1662757200,2022-09-09 21:00:00,BNX/USDT,150.118,150.118,149.282,150,0.2488,37.2090259
1662753600,2022-09-09 20:00:00,BNX/USDT,150.814,150.814,150.081,150.719,0.1753,26.4356112
1662750000,2022-09-09 19:00:00,BNX/USDT,150.591,150.814,150.081,150.814,0.0054,0.8131225
1662746400,2022-09-09 18:00:00,BNX/USDT,149.409,150.82,149.17,150.714,0.638,95.8634279
1662742800,2022-09-09 17:00:00,BNX/USDT,150.631,150.631,149.4,149.4,3.4881,522.4262829
1662739200,2022-09-09 16:00:00,BNX/USDT,149.739,150.619,149.739,150.619,3.4075,513.2320411
1662735600,2022-09-09 15:00:00,BNX/USDT,150.327,150.614,149.913,149.913,0.0973,14.6186033
1662732000,2022-09-09 14:00:00,BNX/USDT,151.015,151.074,150.18,150.327,6.6339,998.1310967
1662728400,2022-09-09 13:00:00,BNX/USDT,150.591,165.114,149.781,149.781,62.9046,9559.8319902
1662724800,2022-09-09 12:00:00,BNX/USDT,151.854,153.147,150.591,150.611,9.3625,1423.3030578
1662721200,2022-09-09 11:00:00,BNX/USDT,146.05,153.999,145.291,151.854,80.9681,12309.0192462
1662717600,2022-09-09 10:00:00,BNX/USDT,146.403,147,146.252,147,1.7011,248.8628848
1662714000,2022-09-09 09:00:00,BNX/USDT,147.183,147.212,146.46,146.46,0.2851,41.900811
1662710400,2022-09-09 08:00:00,BNX/USDT,147.721,148.2,147,148.2,0.3581,52.7524631
1662706800,2022-09-09 07:00:00,BNX/USDT,147.41,147.75,146.588,147.75,0.7004,103.3727245
1662703200,2022-09-09 06:00:00,BNX/USDT,142.102,150.294,141.01,147,39.3232,5773.5804519
1662699600,2022-09-09 05:00:00,BNX/USDT,142.1,142.202,141.686,141.686,0.148,21.0383479
1662696000,2022-09-09 04:00:00,BNX/USDT,142.2,142.2,141,141.396,0.159,22.4759912
1662692400,2022-09-09 03:00:00,BNX/USDT,141.221,142.2,141.201,141.566,0.2649,37.5841021
1662688800,2022-09-09 02:00:00,BNX/USDT,142.2,142.2,141.31,141.31,0.2757,39.1049576
1662685200,2022-09-09 01:00:00,BNX/USDT,142.443,142.443,142.2,142.2,0.0139,1.9779165
1662681600,2022-09-09 00:00:00,BNX/USDT,142.75,142.803,142.603,142.803,0.3836,54.7749247
1662678000,2022-09-08 23:00:00,BNX/USDT,142.271,142.302,142.271,142.302,0.0045,0.640297
1662674400,2022-09-08 22:00:00,BNX/USDT,142.271,142.271,142.271,142.271,0.1383,19.6760793
1662670800,2022-09-08 21:00:00,BNX/USDT,142.96,143.003,142.098,142.098,1.2728,181.1957727
1662667200,2022-09-08 20:00:00,BNX/USDT,143.894,143.894,142.96,143.304,0.698,100.2694054
1662663600,2022-09-08 19:00:00,BNX/USDT,143.694,143.694,143.694,143.694,0,0
1662660000,2022-09-08 18:00:00,BNX/USDT,144.005,144.005,143.694,143.694,1.4654,210.6922066
1662656400,2022-09-08 17:00:00,BNX/USDT,144.205,144.61,143.697,144.605,3.808,547.3601727
1662652800,2022-09-08 16:00:00,BNX/USDT,144.049,144.506,143.402,144.405,4.3479,627.6152657
1662649200,2022-09-08 15:00:00,BNX/USDT,144.9,144.9,143.905,143.905,1.4079,202.8466506
1662645600,2022-09-08 14:00:00,BNX/USDT,145.196,145.875,144.909,144.909,5.2387,760.7380194
1662642000,2022-09-08 13:00:00,BNX/USDT,140.246,146.934,140.2,144.629,130.86290219,19062.89344103295
1662638400,2022-09-08 12:00:00,BNX/USDT,141.301,141.301,139.4,140.2,76.7181,10758.0124249
1662634800,2022-09-08 11:00:00,BNX/USDT,139.782,141.601,139.782,141.601,9.1888,1297.4895244
1662631200,2022-09-08 10:00:00,BNX/USDT,139.408,140.493,139.316,139.996,2.8704,402.9476787
1662627600,2022-09-08 09:00:00,BNX/USDT,139.2,139.8,139,139.8,0.2694,37.554855
1662624000,2022-09-08 08:00:00,BNX/USDT,138.594,140.1,138.594,139.3,16.2472,2275.4240958
1662620400,2022-09-08 07:00:00,BNX/USDT,138,138.47,137.75,138.206,9.9271,1374.5043128
1662616800,2022-09-08 06:00:00,BNX/USDT,138.485,138.658,138.243,138.243,16.4404,2277.5044833
1662613200,2022-09-08 05:00:00,BNX/USDT,137.807,138.485,137.807,138.485,0.0932,12.8452428
1662609600,2022-09-08 04:00:00,BNX/USDT,138.065,138.383,138.065,138.383,0.727,100.3741136
1662606000,2022-09-08 03:00:00,BNX/USDT,138.375,138.375,138.375,138.375,0.0563,7.7905125
1662602400,2022-09-08 02:00:00,BNX/USDT,137.75,138.464,137.707,138.106,2.5707,354.919273
1662598800,2022-09-08 01:00:00,BNX/USDT,137.4,137.67,137.108,137.208,0.1534,21.093879
1662595200,2022-09-08 00:00:00,BNX/USDT,137.034,137.309,136.609,136.809,0.1268,17.3947282
1662591600,2022-09-07 23:00:00,BNX/USDT,136.832,136.832,136.2,136.828,0.0884,12.0537026
1662588000,2022-09-07 22:00:00,BNX/USDT,137.2,137.2,136.5,136.5,0.4557,62.3192108
1662584400,2022-09-07 21:00:00,BNX/USDT,137.4,137.977,137.2,137.977,0.0903,12.4107707
1662580800,2022-09-07 20:00:00,BNX/USDT,138,138.375,137.629,137.629,14.3433,1982.934676
1662577200,2022-09-07 19:00:00,BNX/USDT,138,138,137.832,137.832,0.0041,0.5655627
1662573600,2022-09-07 18:00:00,BNX/USDT,137.748,138,137.208,137.507,1.5669,215.3819999
1662570000,2022-09-07 17:00:00,BNX/USDT,138,138.006,138,138.006,1.3602,187.7150262
1662566400,2022-09-07 16:00:00,BNX/USDT,137.512,137.512,137.408,137.408,1.2726,174.9915752
1662562800,2022-09-07 15:00:00,BNX/USDT,137.512,138,137.512,137.907,0.3739,51.4928754
1662559200,2022-09-07 14:00:00,BNX/USDT,137.573,138,137.4,138,6.5994,906.7985874
1662555600,2022-09-07 13:00:00,BNX/USDT,138.375,138.594,137.637,137.637,21.9338,3025.9060983
1662552000,2022-09-07 12:00:00,BNX/USDT,137.4,137.4,137.4,137.4,0.0018,0.24732
1662548400,2022-09-07 11:00:00,BNX/USDT,137.125,138.6,136.8,137.507,1.1009,151.4420985
1662544800,2022-09-07 10:00:00,BNX/USDT,137.391,137.592,137.125,137.125,1.5655,214.7261685
1662541200,2022-09-07 09:00:00,BNX/USDT,136.903,137.792,136.21,137.495,4.4528,612.6949204
1662537600,2022-09-07 08:00:00,BNX/USDT,137.734,138,137.034,137.034,0.3703,50.8969518
1662534000,2022-09-07 07:00:00,BNX/USDT,137.4,137.696,137.4,137.55,0.6263,86.1449874
1662530400,2022-09-07 06:00:00,BNX/USDT,137.116,137.4,136.609,137.088,0.1113,15.2719657
1662526800,2022-09-07 05:00:00,BNX/USDT,136.979,136.979,136.509,136.509,0.5244,71.7085536
1662523200,2022-09-07 04:00:00,BNX/USDT,135.877,137.125,135.499,136.5,0.8083,110.4536064
1662519600,2022-09-07 03:00:00,BNX/USDT,135.55,136.2,135.55,136.2,0.1787,24.2528474
