https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SC,Volume USDT,tradecount
1655078400000,2022-06-13 00:00:00,SC/USDT,0.00405000,0.00412000,0.00343000,0.00359000,1040779073.00000000,3849637.04193000,17701
1654992000000,2022-06-12 00:00:00,SC/USDT,0.00450000,0.00455000,0.00405000,0.00405000,534606764.00000000,2255276.44189000,10189
1654905600000,2022-06-11 00:00:00,SC/USDT,0.00492000,0.00507000,0.00444000,0.00450000,536744685.00000000,2518003.71041000,9500
1654819200000,2022-06-10 00:00:00,SC/USDT,0.00536000,0.00540000,0.00485000,0.00493000,608447211.00000000,3105324.35909000,11398
1654732800000,2022-06-09 00:00:00,SC/USDT,0.00555000,0.00560000,0.00532000,0.00536000,317141303.00000000,1734302.10960000,8604
1654646400000,2022-06-08 00:00:00,SC/USDT,0.00563000,0.00571000,0.00545000,0.00556000,203875824.00000000,1139359.45708000,5872
1654560000000,2022-06-07 00:00:00,SC/USDT,0.00581000,0.00582000,0.00536000,0.00563000,339946818.00000000,1884860.88839000,10152
1654473600000,2022-06-06 00:00:00,SC/USDT,0.00559000,0.00594000,0.00557000,0.00582000,263168151.00000000,1521425.61524000,9399
1654387200000,2022-06-05 00:00:00,SC/USDT,0.00547000,0.00567000,0.00533000,0.00559000,166904991.00000000,920338.55624000,5044
1654300800000,2022-06-04 00:00:00,SC/USDT,0.00545000,0.00551000,0.00528000,0.00547000,145489607.00000000,782140.27325000,4230
1654214400000,2022-06-03 00:00:00,SC/USDT,0.00574000,0.00574000,0.00532000,0.00545000,203923752.00000000,1113408.11969000,7047
1654128000000,2022-06-02 00:00:00,SC/USDT,0.00538000,0.00575000,0.00527000,0.00574000,353454108.00000000,1959565.87797000,11401
1654041600000,2022-06-01 00:00:00,SC/USDT,0.00565000,0.00597000,0.00523000,0.00536000,447430520.00000000,2534798.69890000,14393
1653955200000,2022-05-31 00:00:00,SC/USDT,0.00579000,0.00588000,0.00545000,0.00565000,294726649.00000000,1673627.76200000,9302
1653868800000,2022-05-30 00:00:00,SC/USDT,0.00541000,0.00580000,0.00533000,0.00580000,355016686.00000000,1985405.06529000,9751
1653782400000,2022-05-29 00:00:00,SC/USDT,0.00537000,0.00543000,0.00520000,0.00541000,279784451.00000000,1482895.36829000,7125
1653696000000,2022-05-28 00:00:00,SC/USDT,0.00544000,0.00580000,0.00532000,0.00537000,517236089.00000000,2883125.44069000,12046
1653609600000,2022-05-27 00:00:00,SC/USDT,0.00567000,0.00595000,0.00515000,0.00543000,1462722361.00000000,7976321.32057000,26490
1653523200000,2022-05-26 00:00:00,SC/USDT,0.00538000,0.00601000,0.00504000,0.00566000,1337095962.00000000,7359146.37195000,29723
1653436800000,2022-05-25 00:00:00,SC/USDT,0.00549000,0.00558000,0.00522000,0.00538000,441918393.00000000,2366993.94387000,10908
1653350400000,2022-05-24 00:00:00,SC/USDT,0.00515000,0.00556000,0.00507000,0.00549000,407008855.00000000,2162018.03524000,10359
1653264000000,2022-05-23 00:00:00,SC/USDT,0.00542000,0.00559000,0.00506000,0.00515000,362155616.00000000,1956298.54439000,12564
1653177600000,2022-05-22 00:00:00,SC/USDT,0.00508000,0.00558000,0.00503000,0.00542000,329504729.00000000,1757343.93406000,10252
1653091200000,2022-05-21 00:00:00,SC/USDT,0.00499000,0.00521000,0.00483000,0.00508000,291629625.00000000,1458896.78829000,8990
1653004800000,2022-05-20 00:00:00,SC/USDT,0.00528000,0.00540000,0.00486000,0.00499000,325738397.00000000,1675245.19328000,9302
1652918400000,2022-05-19 00:00:00,SC/USDT,0.00490000,0.00539000,0.00470000,0.00528000,405512418.00000000,2063767.06393000,10817
1652832000000,2022-05-18 00:00:00,SC/USDT,0.00559000,0.00564000,0.00488000,0.00489000,259786350.00000000,1359073.74963000,7774
1652745600000,2022-05-17 00:00:00,SC/USDT,0.00521000,0.00569000,0.00512000,0.00558000,255529007.00000000,1384378.80956000,7908
1652659200000,2022-05-16 00:00:00,SC/USDT,0.00570000,0.00570000,0.00503000,0.00520000,219784548.00000000,1162323.01349000,6286
1652572800000,2022-05-15 00:00:00,SC/USDT,0.00515000,0.00573000,0.00508000,0.00569000,285517025.00000000,1516404.18429000,9603
1652486400000,2022-05-14 00:00:00,SC/USDT,0.00467000,0.00520000,0.00453000,0.00514000,470070316.00000000,2269443.27567000,12175
1652400000000,2022-05-13 00:00:00,SC/USDT,0.00425000,0.00515000,0.00421000,0.00467000,625764697.00000000,3017040.66092000,18397
1652313600000,2022-05-12 00:00:00,SC/USDT,0.00447000,0.00475000,0.00350000,0.00425000,1418349624.00000000,5821529.42554200,33064
1652227200000,2022-05-11 00:00:00,SC/USDT,0.00616000,0.00633000,0.00423000,0.00445000,1623467613.00000000,8437062.33329200,39212
1652140800000,2022-05-10 00:00:00,SC/USDT,0.00594000,0.00675000,0.00568000,0.00617000,865191586.00000000,5452464.61233500,21787
1652054400000,2022-05-09 00:00:00,SC/USDT,0.00742000,0.00758000,0.00589000,0.00594000,665662833.00000000,4444458.09547600,18489
1651968000000,2022-05-08 00:00:00,SC/USDT,0.00757000,0.00772000,0.00730000,0.00741000,220406791.00000000,1653729.88642000,9724
1651881600000,2022-05-07 00:00:00,SC/USDT,0.00790000,0.00794000,0.00738000,0.00757000,233081663.00000000,1805373.56667000,8695
1651795200000,2022-05-06 00:00:00,SC/USDT,0.00803000,0.00809000,0.00766000,0.00790000,337199603.00000000,2659522.40408000,12548
1651708800000,2022-05-05 00:00:00,SC/USDT,0.00897000,0.00913000,0.00781000,0.00804000,381163980.00000000,3180729.36247000,14308
1651622400000,2022-05-04 00:00:00,SC/USDT,0.00823000,0.00899000,0.00815000,0.00897000,313782650.00000000,2673202.07955000,10462
1651536000000,2022-05-03 00:00:00,SC/USDT,0.00838000,0.00852000,0.00811000,0.00823000,237419315.00000000,1975075.56512000,7679
1651449600000,2022-05-02 00:00:00,SC/USDT,0.00850000,0.00864000,0.00812000,0.00838000,280080176.00000000,2357213.00763000,9289
1651363200000,2022-05-01 00:00:00,SC/USDT,0.00818000,0.00857000,0.00789000,0.00850000,354883081.00000000,2921339.88454000,12206
1651276800000,2022-04-30 00:00:00,SC/USDT,0.00904000,0.00915000,0.00818000,0.00819000,309723887.00000000,2682431.14548000,13022
1651190400000,2022-04-29 00:00:00,SC/USDT,0.00962000,0.00967000,0.00881000,0.00905000,269022523.00000000,2468510.79385000,12428
1651104000000,2022-04-28 00:00:00,SC/USDT,0.00953000,0.00976000,0.00932000,0.00961000,297946651.00000000,2845011.26876000,11108
1651017600000,2022-04-27 00:00:00,SC/USDT,0.00933000,0.00965000,0.00919000,0.00954000,254297988.00000000,2409259.16471000,10236
1650931200000,2022-04-26 00:00:00,SC/USDT,0.01015000,0.01021000,0.00915000,0.00935000,310231510.00000000,3000855.21766000,12676
1650844800000,2022-04-25 00:00:00,SC/USDT,0.01015000,0.01018000,0.00932000,0.01013000,465522357.00000000,4541737.41418000,19328
1650758400000,2022-04-24 00:00:00,SC/USDT,0.01035000,0.01053000,0.01006000,0.01017000,234195637.00000000,2404137.53879000,8923
1650672000000,2022-04-23 00:00:00,SC/USDT,0.01059000,0.01066000,0.01027000,0.01034000,233160769.00000000,2431306.36685000,13524
1650585600000,2022-04-22 00:00:00,SC/USDT,0.01052000,0.01087000,0.01037000,0.01059000,293206937.00000000,3124872.68456000,12819
1650499200000,2022-04-21 00:00:00,SC/USDT,0.01085000,0.01120000,0.01031000,0.01051000,428822527.00000000,4669553.82402000,18229
1650412800000,2022-04-20 00:00:00,SC/USDT,0.01087000,0.01113000,0.01047000,0.01085000,425457875.00000000,4603051.19566000,17994
1650326400000,2022-04-19 00:00:00,SC/USDT,0.01045000,0.01091000,0.01023000,0.01087000,313264386.00000000,3291044.62387000,12195
1650240000000,2022-04-18 00:00:00,SC/USDT,0.01013000,0.01088000,0.00962000,0.01044000,487754057.00000000,4923699.07256000,17903
1650153600000,2022-04-17 00:00:00,SC/USDT,0.01067000,0.01086000,0.01008000,0.01013000,163763687.00000000,1719264.03729000,7230
1650067200000,2022-04-16 00:00:00,SC/USDT,0.01068000,0.01072000,0.01035000,0.01066000,127314328.00000000,1343438.68825000,5997
1649980800000,2022-04-15 00:00:00,SC/USDT,0.01053000,0.01068000,0.01036000,0.01067000,166046783.00000000,1751235.95477000,7846
1649894400000,2022-04-14 00:00:00,SC/USDT,0.01069000,0.01089000,0.01026000,0.01053000,227012620.00000000,2412380.56704000,10193
1649808000000,2022-04-13 00:00:00,SC/USDT,0.01008000,0.01083000,0.01003000,0.01070000,421546185.00000000,4399038.83387000,15823
1649721600000,2022-04-12 00:00:00,SC/USDT,0.00971000,0.01028000,0.00949000,0.01008000,373722702.00000000,3713389.70368000,15327
1649635200000,2022-04-11 00:00:00,SC/USDT,0.01088000,0.01095000,0.00954000,0.00971000,381191130.00000000,3885606.44022000,16111
1649548800000,2022-04-10 00:00:00,SC/USDT,0.01131000,0.01138000,0.01086000,0.01088000,139249706.00000000,1549808.26164000,8032
1649462400000,2022-04-09 00:00:00,SC/USDT,0.01086000,0.01139000,0.01084000,0.01130000,244324240.00000000,2708868.74909000,10003
1649376000000,2022-04-08 00:00:00,SC/USDT,0.01160000,0.01169000,0.01070000,0.01085000,477854754.00000000,5348495.38765000,20280
1649289600000,2022-04-07 00:00:00,SC/USDT,0.01104000,0.01170000,0.01091000,0.01162000,370334097.00000000,4199579.15957000,15801
1649203200000,2022-04-06 00:00:00,SC/USDT,0.01264000,0.01264000,0.01100000,0.01104000,511990974.00000000,5975608.43591000,25664
1649116800000,2022-04-05 00:00:00,SC/USDT,0.01285000,0.01332000,0.01251000,0.01264000,458666024.00000000,5921949.11475000,19765
1649030400000,2022-04-04 00:00:00,SC/USDT,0.01402000,0.01402000,0.01224000,0.01284000,633233501.00000000,8237510.22823000,24664
1648944000000,2022-04-03 00:00:00,SC/USDT,0.01410000,0.01472000,0.01336000,0.01402000,566316795.00000000,7857463.50167000,25285
1648857600000,2022-04-02 00:00:00,SC/USDT,0.01354000,0.01474000,0.01314000,0.01410000,1190364559.00000000,16802873.84097000,55697
1648771200000,2022-04-01 00:00:00,SC/USDT,0.01208000,0.01374000,0.01193000,0.01355000,895156367.00000000,11497297.77541000,44305
1648684800000,2022-03-31 00:00:00,SC/USDT,0.01253000,0.01350000,0.01189000,0.01208000,1021708773.00000000,13045972.90680000,50946
1648598400000,2022-03-30 00:00:00,SC/USDT,0.01179000,0.01289000,0.01134000,0.01253000,505814607.00000000,6093515.34941000,26189
1648512000000,2022-03-29 00:00:00,SC/USDT,0.01182000,0.01236000,0.01145000,0.01180000,466947164.00000000,5573633.30313000,21294
1648425600000,2022-03-28 00:00:00,SC/USDT,0.01239000,0.01247000,0.01169000,0.01181000,883560092.00000000,10758201.98172000,32512
1648339200000,2022-03-27 00:00:00,SC/USDT,0.01082000,0.01263000,0.01082000,0.01240000,3133409108.00000000,37005340.00267000,111890
1648252800000,2022-03-26 00:00:00,SC/USDT,0.00998000,0.01083000,0.00994000,0.01082000,339368906.00000000,3508035.65800000,12869
1648166400000,2022-03-25 00:00:00,SC/USDT,0.01032000,0.01058000,0.00995000,0.00998000,348425227.00000000,3575935.43947000,14059
1648080000000,2022-03-24 00:00:00,SC/USDT,0.01019000,0.01034000,0.00977000,0.01031000,289487648.00000000,2912851.17159000,12679
1647993600000,2022-03-23 00:00:00,SC/USDT,0.00961000,0.01020000,0.00953000,0.01019000,284207722.00000000,2804520.72219000,11806
1647907200000,2022-03-22 00:00:00,SC/USDT,0.00957000,0.01007000,0.00945000,0.00960000,398751520.00000000,3885482.46048000,13613
1647820800000,2022-03-21 00:00:00,SC/USDT,0.00920000,0.00960000,0.00901000,0.00957000,319757740.00000000,2977482.26358000,12561
1647734400000,2022-03-20 00:00:00,SC/USDT,0.00983000,0.00984000,0.00916000,0.00920000,342951462.00000000,3237990.38722000,14737
1647648000000,2022-03-19 00:00:00,SC/USDT,0.00920000,0.00985000,0.00916000,0.00983000,311115658.00000000,2965840.22192000,15916
1647561600000,2022-03-18 00:00:00,SC/USDT,0.00886000,0.00921000,0.00863000,0.00920000,163741210.00000000,1455903.26764000,7545
1647475200000,2022-03-17 00:00:00,SC/USDT,0.00898000,0.00901000,0.00873000,0.00886000,164751530.00000000,1463247.17019000,6245
1647388800000,2022-03-16 00:00:00,SC/USDT,0.00864000,0.00898000,0.00850000,0.00896000,293917830.00000000,2568226.03504000,9689
1647302400000,2022-03-15 00:00:00,SC/USDT,0.00876000,0.00878000,0.00836000,0.00863000,203090329.00000000,1748124.82700000,8810
1647216000000,2022-03-14 00:00:00,SC/USDT,0.00828000,0.00880000,0.00817000,0.00876000,214153075.00000000,1825688.08734000,8638
1647129600000,2022-03-13 00:00:00,SC/USDT,0.00872000,0.00896000,0.00824000,0.00829000,289549761.00000000,2485022.49609000,9023
1647043200000,2022-03-12 00:00:00,SC/USDT,0.00877000,0.00905000,0.00871000,0.00872000,96954197.00000000,860658.31194000,4466
1646956800000,2022-03-11 00:00:00,SC/USDT,0.00903000,0.00909000,0.00864000,0.00877000,162793078.00000000,1441030.62476000,6455
1646870400000,2022-03-10 00:00:00,SC/USDT,0.00949000,0.00950000,0.00869000,0.00903000,235076518.00000000,2106396.59915000,8571
1646784000000,2022-03-09 00:00:00,SC/USDT,0.00890000,0.00957000,0.00888000,0.00947000,423752144.00000000,3930780.95334000,13163
1646697600000,2022-03-08 00:00:00,SC/USDT,0.00868000,0.00891000,0.00856000,0.00891000,231230389.00000000,2028325.48702000,9998
1646611200000,2022-03-07 00:00:00,SC/USDT,0.00846000,0.00900000,0.00816000,0.00868000,358044122.00000000,3073161.44873000,12340
1646524800000,2022-03-06 00:00:00,SC/USDT,0.00863000,0.00970000,0.00839000,0.00845000,380302283.00000000,3290592.23442000,12966
1646438400000,2022-03-05 00:00:00,SC/USDT,0.00845000,0.00873000,0.00824000,0.00864000,198291375.00000000,1705104.85897000,7471
1646352000000,2022-03-04 00:00:00,SC/USDT,0.00903000,0.00908000,0.00831000,0.00846000,236887026.00000000,2059217.51141000,9816
1646265600000,2022-03-03 00:00:00,SC/USDT,0.00957000,0.00962000,0.00884000,0.00903000,235358460.00000000,2148247.43140000,9505
1646179200000,2022-03-02 00:00:00,SC/USDT,0.00976000,0.00984000,0.00931000,0.00957000,210854342.00000000,2021530.56786000,9738
