https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SC,Volume USDT,tradecount
1663545600000,2022-09-19 00:00:00,SC/USDT,0.00355000,0.00356000,0.00354000,0.00355000,3793371.00000000,13471.82887000,89
1663459200000,2022-09-18 00:00:00,SC/USDT,0.00378000,0.00382000,0.00351000,0.00354000,154319228.00000000,565923.62842000,3681
1663372800000,2022-09-17 00:00:00,SC/USDT,0.00375000,0.00380000,0.00373000,0.00379000,104280067.00000000,392283.72935000,2966
1663286400000,2022-09-16 00:00:00,SC/USDT,0.00376000,0.00378000,0.00367000,0.00374000,102160364.00000000,380936.12535000,3251
1663200000000,2022-09-15 00:00:00,SC/USDT,0.00388000,0.00390000,0.00372000,0.00375000,139204626.00000000,530450.19183000,3584
1663113600000,2022-09-14 00:00:00,SC/USDT,0.00382000,0.00396000,0.00377000,0.00389000,167592421.00000000,647313.83969000,4095
1663027200000,2022-09-13 00:00:00,SC/USDT,0.00421000,0.00421000,0.00379000,0.00382000,223614055.00000000,888996.80206000,5524
1662940800000,2022-09-12 00:00:00,SC/USDT,0.00420000,0.00425000,0.00411000,0.00421000,173922786.00000000,727635.64418000,6821
1662854400000,2022-09-11 00:00:00,SC/USDT,0.00415000,0.00428000,0.00406000,0.00420000,142315757.00000000,594741.25343000,3439
1662768000000,2022-09-10 00:00:00,SC/USDT,0.00416000,0.00417000,0.00407000,0.00414000,101165161.00000000,417135.85375000,2728
1662681600000,2022-09-09 00:00:00,SC/USDT,0.00401000,0.00418000,0.00400000,0.00416000,106650084.00000000,437503.67033000,3141
1662595200000,2022-09-08 00:00:00,SC/USDT,0.00388000,0.00403000,0.00384000,0.00401000,126275989.00000000,496293.73052000,3335
1662508800000,2022-09-07 00:00:00,SC/USDT,0.00380000,0.00393000,0.00368000,0.00388000,93626744.00000000,353741.95138000,2566
1662422400000,2022-09-06 00:00:00,SC/USDT,0.00402000,0.00410000,0.00375000,0.00380000,174675303.00000000,691281.37198000,4222
1662336000000,2022-09-05 00:00:00,SC/USDT,0.00402000,0.00406000,0.00391000,0.00401000,106231052.00000000,422063.65614000,2533
1662249600000,2022-09-04 00:00:00,SC/USDT,0.00396000,0.00403000,0.00392000,0.00402000,36844589.00000000,146446.43547000,1290
1662163200000,2022-09-03 00:00:00,SC/USDT,0.00396000,0.00400000,0.00394000,0.00396000,71219592.00000000,282804.79434000,1713
1662076800000,2022-09-02 00:00:00,SC/USDT,0.00404000,0.00408000,0.00391000,0.00397000,103989291.00000000,415222.37674000,2614
1661990400000,2022-09-01 00:00:00,SC/USDT,0.00405000,0.00413000,0.00387000,0.00403000,108153790.00000000,430511.00859000,2872
1661904000000,2022-08-31 00:00:00,SC/USDT,0.00402000,0.00433000,0.00399000,0.00404000,320196915.00000000,1316202.48341000,6225
1661817600000,2022-08-30 00:00:00,SC/USDT,0.00407000,0.00432000,0.00391000,0.00401000,206450148.00000000,845987.56676000,5303
1661731200000,2022-08-29 00:00:00,SC/USDT,0.00393000,0.00407000,0.00385000,0.00406000,168486671.00000000,669449.46461000,3997
1661644800000,2022-08-28 00:00:00,SC/USDT,0.00390000,0.00440000,0.00387000,0.00392000,614302225.00000000,2538104.41263000,13509
1661558400000,2022-08-27 00:00:00,SC/USDT,0.00392000,0.00393000,0.00381000,0.00390000,70651243.00000000,274206.15817000,2269
1661472000000,2022-08-26 00:00:00,SC/USDT,0.00420000,0.00442000,0.00386000,0.00392000,414411766.00000000,1744993.87077000,9448
1661385600000,2022-08-25 00:00:00,SC/USDT,0.00410000,0.00438000,0.00407000,0.00420000,190023616.00000000,802531.06739000,4750
1661299200000,2022-08-24 00:00:00,SC/USDT,0.00409000,0.00424000,0.00397000,0.00409000,146415099.00000000,597857.54124000,3643
1661212800000,2022-08-23 00:00:00,SC/USDT,0.00410000,0.00411000,0.00391000,0.00409000,101837791.00000000,411330.42816000,3274
1661126400000,2022-08-22 00:00:00,SC/USDT,0.00423000,0.00424000,0.00383000,0.00411000,179151718.00000000,720826.75814000,4365
1661040000000,2022-08-21 00:00:00,SC/USDT,0.00416000,0.00431000,0.00410000,0.00424000,118460782.00000000,497730.79487000,3110
1660953600000,2022-08-20 00:00:00,SC/USDT,0.00412000,0.00430000,0.00403000,0.00416000,159560324.00000000,666781.17584000,4276
1660867200000,2022-08-19 00:00:00,SC/USDT,0.00466000,0.00468000,0.00411000,0.00412000,275775481.00000000,1185680.30759000,6480
1660780800000,2022-08-18 00:00:00,SC/USDT,0.00470000,0.00479000,0.00455000,0.00467000,116044247.00000000,545858.61420000,3563
1660694400000,2022-08-17 00:00:00,SC/USDT,0.00478000,0.00490000,0.00465000,0.00469000,146095033.00000000,695380.59291000,4472
1660608000000,2022-08-16 00:00:00,SC/USDT,0.00490000,0.00490000,0.00471000,0.00478000,164210823.00000000,789824.07573000,4764
1660521600000,2022-08-15 00:00:00,SC/USDT,0.00499000,0.00509000,0.00484000,0.00490000,205388785.00000000,1019203.62580000,5364
1660435200000,2022-08-14 00:00:00,SC/USDT,0.00506000,0.00513000,0.00495000,0.00500000,188464624.00000000,951643.79272000,5232
1660348800000,2022-08-13 00:00:00,SC/USDT,0.00517000,0.00522000,0.00501000,0.00506000,317478903.00000000,1613219.28457000,8726
1660262400000,2022-08-12 00:00:00,SC/USDT,0.00518000,0.00522000,0.00499000,0.00517000,393138773.00000000,2007445.21175000,8804
1660176000000,2022-08-11 00:00:00,SC/USDT,0.00486000,0.00526000,0.00480000,0.00518000,774286380.00000000,3963427.97494000,18187
1660089600000,2022-08-10 00:00:00,SC/USDT,0.00451000,0.00512000,0.00443000,0.00486000,991012083.00000000,4794212.27392000,20760
1660003200000,2022-08-09 00:00:00,SC/USDT,0.00475000,0.00476000,0.00444000,0.00452000,116426302.00000000,535212.70786000,3443
1659916800000,2022-08-08 00:00:00,SC/USDT,0.00472000,0.00483000,0.00468000,0.00475000,119092983.00000000,566354.94925000,3806
1659830400000,2022-08-07 00:00:00,SC/USDT,0.00470000,0.00475000,0.00463000,0.00471000,74554733.00000000,349429.98668000,2702
1659744000000,2022-08-06 00:00:00,SC/USDT,0.00471000,0.00477000,0.00468000,0.00470000,101605491.00000000,480663.27438000,2973
1659657600000,2022-08-05 00:00:00,SC/USDT,0.00454000,0.00472000,0.00454000,0.00472000,112157046.00000000,521322.50224000,3971
1659571200000,2022-08-04 00:00:00,SC/USDT,0.00456000,0.00465000,0.00449000,0.00455000,119165385.00000000,542530.54458000,4210
1659484800000,2022-08-03 00:00:00,SC/USDT,0.00461000,0.00469000,0.00448000,0.00456000,139262776.00000000,638823.22594000,4105
1659398400000,2022-08-02 00:00:00,SC/USDT,0.00476000,0.00494000,0.00450000,0.00461000,400153186.00000000,1875948.98567000,9824
1659312000000,2022-08-01 00:00:00,SC/USDT,0.00453000,0.00519000,0.00453000,0.00476000,770543057.00000000,3707215.63807000,17751
1659225600000,2022-07-31 00:00:00,SC/USDT,0.00438000,0.00482000,0.00435000,0.00453000,488249471.00000000,2267444.58569000,10980
1659139200000,2022-07-30 00:00:00,SC/USDT,0.00439000,0.00458000,0.00435000,0.00438000,224626062.00000000,1003791.35927000,5586
1659052800000,2022-07-29 00:00:00,SC/USDT,0.00442000,0.00448000,0.00427000,0.00439000,197007423.00000000,861352.54731000,4954
1658966400000,2022-07-28 00:00:00,SC/USDT,0.00427000,0.00445000,0.00416000,0.00443000,192061536.00000000,827656.28820000,4545
1658880000000,2022-07-27 00:00:00,SC/USDT,0.00398000,0.00427000,0.00392000,0.00427000,166351985.00000000,674144.90983000,4068
1658793600000,2022-07-26 00:00:00,SC/USDT,0.00395000,0.00408000,0.00380000,0.00398000,237158656.00000000,931746.31337000,4919
1658707200000,2022-07-25 00:00:00,SC/USDT,0.00426000,0.00428000,0.00395000,0.00396000,161964374.00000000,665310.28390000,3768
1658620800000,2022-07-24 00:00:00,SC/USDT,0.00426000,0.00435000,0.00422000,0.00426000,111395723.00000000,477739.92991000,3235
1658534400000,2022-07-23 00:00:00,SC/USDT,0.00426000,0.00433000,0.00415000,0.00425000,94666212.00000000,400015.46704000,2756
1658448000000,2022-07-22 00:00:00,SC/USDT,0.00435000,0.00446000,0.00421000,0.00425000,134586436.00000000,586178.10028000,3853
1658361600000,2022-07-21 00:00:00,SC/USDT,0.00442000,0.00447000,0.00416000,0.00435000,293398821.00000000,1257904.98864000,6585
1658275200000,2022-07-20 00:00:00,SC/USDT,0.00449000,0.00500000,0.00435000,0.00441000,931199671.00000000,4365807.77888000,20978
1658188800000,2022-07-19 00:00:00,SC/USDT,0.00427000,0.00457000,0.00415000,0.00450000,787609916.00000000,3446399.13883000,15713
1658102400000,2022-07-18 00:00:00,SC/USDT,0.00396000,0.00462000,0.00396000,0.00428000,1726754412.00000000,7505851.24785000,31042
1658016000000,2022-07-17 00:00:00,SC/USDT,0.00400000,0.00416000,0.00391000,0.00396000,156298965.00000000,629840.16488000,4345
1657929600000,2022-07-16 00:00:00,SC/USDT,0.00391000,0.00406000,0.00389000,0.00401000,206218255.00000000,819500.32936000,4797
1657843200000,2022-07-15 00:00:00,SC/USDT,0.00389000,0.00396000,0.00384000,0.00390000,171356724.00000000,667667.84360000,3958
1657756800000,2022-07-14 00:00:00,SC/USDT,0.00390000,0.00391000,0.00373000,0.00389000,146642832.00000000,560464.77641000,3614
1657670400000,2022-07-13 00:00:00,SC/USDT,0.00363000,0.00401000,0.00360000,0.00389000,404656570.00000000,1534443.85795000,7685
1657584000000,2022-07-12 00:00:00,SC/USDT,0.00376000,0.00388000,0.00362000,0.00365000,168859751.00000000,627231.41077000,3579
1657497600000,2022-07-11 00:00:00,SC/USDT,0.00409000,0.00409000,0.00375000,0.00376000,160255560.00000000,626043.66775000,3658
1657411200000,2022-07-10 00:00:00,SC/USDT,0.00417000,0.00450000,0.00405000,0.00408000,776640334.00000000,3324138.55268000,15408
1657324800000,2022-07-09 00:00:00,SC/USDT,0.00399000,0.00425000,0.00395000,0.00416000,210478030.00000000,866896.51632000,4927
1657238400000,2022-07-08 00:00:00,SC/USDT,0.00402000,0.00410000,0.00388000,0.00399000,151204735.00000000,601334.48678000,3766
1657152000000,2022-07-07 00:00:00,SC/USDT,0.00386000,0.00410000,0.00385000,0.00401000,256533483.00000000,1012384.20294000,5598
1657065600000,2022-07-06 00:00:00,SC/USDT,0.00380000,0.00391000,0.00374000,0.00385000,142941444.00000000,545161.36728000,3405
1656979200000,2022-07-05 00:00:00,SC/USDT,0.00390000,0.00394000,0.00368000,0.00380000,148835035.00000000,566157.13834000,3336
1656892800000,2022-07-04 00:00:00,SC/USDT,0.00388000,0.00393000,0.00370000,0.00389000,133782913.00000000,510951.93807000,3416
1656806400000,2022-07-03 00:00:00,SC/USDT,0.00385000,0.00415000,0.00374000,0.00388000,372572143.00000000,1464648.39529000,7522
1656720000000,2022-07-02 00:00:00,SC/USDT,0.00369000,0.00400000,0.00366000,0.00385000,287759542.00000000,1096130.62352000,6716
1656633600000,2022-07-01 00:00:00,SC/USDT,0.00370000,0.00388000,0.00363000,0.00368000,246202893.00000000,918184.65371000,5862
1656547200000,2022-06-30 00:00:00,SC/USDT,0.00383000,0.00384000,0.00345000,0.00370000,213731900.00000000,766007.11514000,4618
1656460800000,2022-06-29 00:00:00,SC/USDT,0.00394000,0.00398000,0.00376000,0.00384000,162524900.00000000,626126.69982000,3589
1656374400000,2022-06-28 00:00:00,SC/USDT,0.00408000,0.00422000,0.00390000,0.00393000,258505693.00000000,1058124.81249000,6120
1656288000000,2022-06-27 00:00:00,SC/USDT,0.00398000,0.00416000,0.00392000,0.00407000,280658831.00000000,1141008.63715000,6828
1656201600000,2022-06-26 00:00:00,SC/USDT,0.00417000,0.00418000,0.00397000,0.00398000,142486995.00000000,583269.53220000,4111
1656115200000,2022-06-25 00:00:00,SC/USDT,0.00423000,0.00424000,0.00400000,0.00417000,177041670.00000000,729677.52437000,4600
1656028800000,2022-06-24 00:00:00,SC/USDT,0.00408000,0.00428000,0.00402000,0.00424000,302444211.00000000,1249477.23185000,6237
1655942400000,2022-06-23 00:00:00,SC/USDT,0.00383000,0.00423000,0.00383000,0.00408000,435640474.00000000,1757707.07572000,10755
1655856000000,2022-06-22 00:00:00,SC/USDT,0.00402000,0.00402000,0.00379000,0.00383000,275203506.00000000,1066069.80281000,6170
1655769600000,2022-06-21 00:00:00,SC/USDT,0.00397000,0.00432000,0.00396000,0.00402000,526680765.00000000,2169808.45678000,10736
1655683200000,2022-06-20 00:00:00,SC/USDT,0.00370000,0.00427000,0.00365000,0.00398000,1338439105.00000000,5393256.88917000,24447
1655596800000,2022-06-19 00:00:00,SC/USDT,0.00340000,0.00403000,0.00323000,0.00369000,816446151.00000000,3028552.97630000,16170
1655510400000,2022-06-18 00:00:00,SC/USDT,0.00357000,0.00370000,0.00312000,0.00340000,433805090.00000000,1483267.66085000,7840
1655424000000,2022-06-17 00:00:00,SC/USDT,0.00342000,0.00373000,0.00338000,0.00357000,531081782.00000000,1887842.55749000,11275
1655337600000,2022-06-16 00:00:00,SC/USDT,0.00381000,0.00409000,0.00334000,0.00342000,1249820382.00000000,4669328.07049000,22462
1655251200000,2022-06-15 00:00:00,SC/USDT,0.00358000,0.00382000,0.00320000,0.00381000,646521119.00000000,2228282.17474000,12422
1655164800000,2022-06-14 00:00:00,SC/USDT,0.00358000,0.00374000,0.00328000,0.00359000,556755304.00000000,1978882.84482000,10277
