https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XHV,Volume BTC
1663459200,2022-09-18 00:00:00,XHV/BTC,0.00002491,0.00002506,0.00002482,0.00002482,47.7911,0.00119147166
1663372800,2022-09-17 00:00:00,XHV/BTC,0.00002547,0.00002565,0.00002411,0.00002463,17652.7941,0.440797881811
1663286400,2022-09-16 00:00:00,XHV/BTC,0.00002591,0.00002676,0.00002509,0.00002544,20771.0635,0.538606859871
1663200000,2022-09-15 00:00:00,XHV/BTC,0.00002528,0.00002619,0.00002499,0.00002591,11237.978,0.28906255524
1663113600,2022-09-14 00:00:00,XHV/BTC,0.00002471,0.00002588,0.00002413,0.00002543,30478.822,0.771491104515
1663027200,2022-09-13 00:00:00,XHV/BTC,0.00002375,0.00002496,0.00002307,0.00002457,28862.2497,0.691079083865
1662940800,2022-09-12 00:00:00,XHV/BTC,0.0000245,0.00002503,0.0000235,0.00002374,15894.2872,0.383513398194
1662854400,2022-09-11 00:00:00,XHV/BTC,0.00002443,0.00002546,0.0000242,0.00002453,19316.572,0.479354066516
1662768000,2022-09-10 00:00:00,XHV/BTC,0.0000251,0.00002554,0.00002419,0.00002439,7874.5561,0.194302092906
1662681600,2022-09-09 00:00:00,XHV/BTC,0.00002679,0.00002699,0.00002488,0.00002527,17599.2963,0.452149146723
1662595200,2022-09-08 00:00:00,XHV/BTC,0.00002644,0.0000274,0.00002611,0.00002667,23582.0198,0.634120311114
1662508800,2022-09-07 00:00:00,XHV/BTC,0.00002625,0.00002714,0.00002333,0.00002648,39194.8335,1.000979137883
1662422400,2022-09-06 00:00:00,XHV/BTC,0.00002679,0.00002748,0.00002555,0.0000261,25747.2764,0.682663815992
1662336000,2022-09-05 00:00:00,XHV/BTC,0.00002617,0.00002769,0.00002617,0.00002698,21119.7398,0.570517283169
1662249600,2022-09-04 00:00:00,XHV/BTC,0.00002655,0.00002685,0.00002572,0.0000262,4337.6741,0.113793023569
1662163200,2022-09-03 00:00:00,XHV/BTC,0.00002737,0.00002738,0.00002577,0.00002643,17065.7139,0.450756194827
1662076800,2022-09-02 00:00:00,XHV/BTC,0.00002879,0.00002898,0.00002446,0.00002727,88848.9764,2.297949891081
1661990400,2022-09-01 00:00:00,XHV/BTC,0.00002909,0.00002939,0.00002595,0.00002863,92784.4751,2.53096712667
1661904000,2022-08-31 00:00:00,XHV/BTC,0.00002587,0.00003121,0.0000253,0.00002901,89132.8026,2.586874891591
1661817600,2022-08-30 00:00:00,XHV/BTC,0.00002608,0.00002652,0.00002518,0.0000258,14513.0599,0.377511748072
1661731200,2022-08-29 00:00:00,XHV/BTC,0.00002605,0.00002685,0.00002471,0.00002604,36090.1418,0.924233683784
1661644800,2022-08-28 00:00:00,XHV/BTC,0.00002624,0.00002731,0.00002581,0.00002613,17279.8234,0.4593661822
1661558400,2022-08-27 00:00:00,XHV/BTC,0.00002512,0.0000268,0.00002461,0.0000262,45173.8581,1.159796377394
1661472000,2022-08-26 00:00:00,XHV/BTC,0.000027,0.00002798,0.0000245,0.00002517,39154.6834,1.016896356886
1661385600,2022-08-25 00:00:00,XHV/BTC,0.00002825,0.00002838,0.00002602,0.000027,27795.0688,0.752737118541
1661299200,2022-08-24 00:00:00,XHV/BTC,0.00002804,0.00002925,0.00002687,0.00002825,24462.7513,0.695236178883
1661212800,2022-08-23 00:00:00,XHV/BTC,0.00002524,0.00002811,0.00002452,0.00002781,34428.2207,0.906547943062
1661126400,2022-08-22 00:00:00,XHV/BTC,0.00002397,0.00002662,0.00002287,0.00002522,57126.9424,1.436175015856
1661040000,2022-08-21 00:00:00,XHV/BTC,0.00002321,0.00002489,0.00002274,0.00002413,25187.5517,0.603361857031
1660953600,2022-08-20 00:00:00,XHV/BTC,0.00002352,0.00002397,0.00002212,0.0000233,24903.9311,0.577318526358
1660867200,2022-08-19 00:00:00,XHV/BTC,0.00002104,0.00002545,0.00002022,0.00002359,81353.0767,1.823214160786
1660780800,2022-08-18 00:00:00,XHV/BTC,0.00002166,0.0000223,0.00002088,0.00002103,44004.8736,0.945248839045
1660694400,2022-08-17 00:00:00,XHV/BTC,0.00002236,0.00002348,0.00002149,0.0000218,34409.243,0.768194797121
1660608000,2022-08-16 00:00:00,XHV/BTC,0.00002303,0.00002328,0.00002208,0.00002236,39545.8827,0.895894454307
1660521600,2022-08-15 00:00:00,XHV/BTC,0.00002513,0.0000254,0.00002289,0.00002303,67451.6679,1.632267939281
