https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HTR,Volume USDT
1657238400,2022-07-08 00:00:00,HTR/USDT,0.1178,0.1212,0.1119,0.113,2627924.19513149,303217.706296589996
1657152000,2022-07-07 00:00:00,HTR/USDT,0.1157,0.12,0.1113,0.1182,3183866.39761339,373477.721294045555
1657065600,2022-07-06 00:00:00,HTR/USDT,0.1149,0.1179,0.109,0.1157,3317494.73725013,376778.610265147355
1656979200,2022-07-05 00:00:00,HTR/USDT,0.1191,0.1204,0.11,0.1148,4190976.69771976,483289.375617304202
1656892800,2022-07-04 00:00:00,HTR/USDT,0.1132,0.1199,0.1101,0.1187,3184959.09388668,368429.827773794808
1656806400,2022-07-03 00:00:00,HTR/USDT,0.1155,0.1177,0.11,0.1132,2857179.00276317,324635.188301531715
1656720000,2022-07-02 00:00:00,HTR/USDT,0.1132,0.118,0.1081,0.1155,4447846.35467818,496423.311398654877
1656633600,2022-07-01 00:00:00,HTR/USDT,0.1238,0.1269,0.1128,0.113,4505269.40199288,535493.85277481541
1656547200,2022-06-30 00:00:00,HTR/USDT,0.1251,0.1265,0.1159,0.1241,3585987.86772687,429245.516060295741
1656460800,2022-06-29 00:00:00,HTR/USDT,0.132,0.133,0.1231,0.125,3838975.33588046,487854.006952652501
1656374400,2022-06-28 00:00:00,HTR/USDT,0.1344,0.1419,0.131,0.1319,3758292.0219065,512880.905113336759
1656288000,2022-06-27 00:00:00,HTR/USDT,0.1308,0.1437,0.1301,0.1341,4494707.71706082,611585.565801813137
1656201600,2022-06-26 00:00:00,HTR/USDT,0.141,0.1448,0.1302,0.1308,4574102.26232048,637848.693663250803
1656115200,2022-06-25 00:00:00,HTR/USDT,0.1409,0.1469,0.1344,0.141,4667492.36132635,658357.825610319023
1656028800,2022-06-24 00:00:00,HTR/USDT,0.1431,0.1479,0.1371,0.141,5325477.21659211,762771.689551318022
1655942400,2022-06-23 00:00:00,HTR/USDT,0.1312,0.1444,0.1303,0.1435,4713480.33767053,645519.498057300626
1655856000,2022-06-22 00:00:00,HTR/USDT,0.1357,0.1392,0.128,0.1312,4977865.93084958,659899.48192655738
1655769600,2022-06-21 00:00:00,HTR/USDT,0.1331,0.151,0.1325,0.1357,7073995.19593911,998134.244068321389
1655683200,2022-06-20 00:00:00,HTR/USDT,0.1332,0.14,0.1251,0.1327,5366542.73078654,714211.047418264938
1655596800,2022-06-19 00:00:00,HTR/USDT,0.124,0.135,0.1201,0.133,5530277.60870653,700107.672441137342
1655510400,2022-06-18 00:00:00,HTR/USDT,0.13,0.1323,0.1128,0.124,14994731.42003531,1837568.967916612811
1655424000,2022-06-17 00:00:00,HTR/USDT,0.1306,0.1378,0.1259,0.1303,9371735.25301145,1224759.597381380725
1655337600,2022-06-16 00:00:00,HTR/USDT,0.1535,0.156,0.1275,0.13,8755725.34566196,1192896.15156527573
1655251200,2022-06-15 00:00:00,HTR/USDT,0.1461,0.1559,0.1264,0.1535,13395261.51435117,1832601.430709121423
1655164800,2022-06-14 00:00:00,HTR/USDT,0.1458,0.1599,0.1366,0.1457,7807284.80716738,1159546.305965123157
1655078400,2022-06-13 00:00:00,HTR/USDT,0.1531,0.154,0.1331,0.146,12226079.00950136,1760089.11424307857
1654992000,2022-06-12 00:00:00,HTR/USDT,0.1693,0.1702,0.1522,0.1524,6687579.37809172,1078325.003072132567
1654905600,2022-06-11 00:00:00,HTR/USDT,0.1763,0.1821,0.1621,0.1685,5481459.15530793,942104.736757976112
1654819200,2022-06-10 00:00:00,HTR/USDT,0.1905,0.1957,0.174,0.1762,6106011.82310739,1114883.260781259661
1654732800,2022-06-09 00:00:00,HTR/USDT,0.1978,0.2143,0.1876,0.1904,7017663.2241152,1413393.219275661624
1654646400,2022-06-08 00:00:00,HTR/USDT,0.1881,0.2222,0.183,0.1978,9714691.89645928,1908840.528295472616
1654560000,2022-06-07 00:00:00,HTR/USDT,0.1833,0.1954,0.1737,0.1876,7435702.13307485,1368627.832998647021
1654473600,2022-06-06 00:00:00,HTR/USDT,0.1695,0.205,0.1691,0.1831,9187295.44159942,1740561.086215459515
1654387200,2022-06-05 00:00:00,HTR/USDT,0.1799,0.1809,0.1682,0.1697,2744919.15883193,475840.468717225012
1654300800,2022-06-04 00:00:00,HTR/USDT,0.1697,0.1806,0.1685,0.18,2111357.62615585,367421.873545277398
1654214400,2022-06-03 00:00:00,HTR/USDT,0.1762,0.1789,0.1644,0.1697,5592133.65567679,954337.368161616224
1654128000,2022-06-02 00:00:00,HTR/USDT,0.1722,0.1803,0.1696,0.176,6135180.28966639,1069527.368789450759
1654041600,2022-06-01 00:00:00,HTR/USDT,0.1883,0.204,0.1665,0.1722,7528168.71145792,1360005.010898793104
1653955200,2022-05-31 00:00:00,HTR/USDT,0.1917,0.1958,0.1785,0.1883,5668794.34955121,1064344.961041101429
1653868800,2022-05-30 00:00:00,HTR/USDT,0.168,0.2029,0.1652,0.192,7419731.47909937,1345643.60302435479
1653782400,2022-05-29 00:00:00,HTR/USDT,0.1643,0.1737,0.157,0.168,3475313.03101108,575139.928359543988
1653696000,2022-05-28 00:00:00,HTR/USDT,0.1589,0.1658,0.1567,0.1645,5168569.50820286,831152.236314984695
1653609600,2022-05-27 00:00:00,HTR/USDT,0.1715,0.1739,0.1531,0.1589,8107947.54526086,1318733.221471291723
1653523200,2022-05-26 00:00:00,HTR/USDT,0.1899,0.1938,0.165,0.1715,7635134.66906297,1351805.393819300843
1653436800,2022-05-25 00:00:00,HTR/USDT,0.1962,0.202,0.1864,0.1897,4847231.21238915,929017.884636224088
1653350400,2022-05-24 00:00:00,HTR/USDT,0.1917,0.2084,0.1777,0.1968,6370876.21321544,1214783.162570052076
1653264000,2022-05-23 00:00:00,HTR/USDT,0.1931,0.2283,0.1864,0.1916,8318249.89790801,1674077.777678373216
1653177600,2022-05-22 00:00:00,HTR/USDT,0.1872,0.1997,0.182,0.1929,5056626.89436525,963926.279212789947
1653091200,2022-05-21 00:00:00,HTR/USDT,0.1764,0.1939,0.1714,0.1877,5640940.99553293,1037150.450618371084
1653004800,2022-05-20 00:00:00,HTR/USDT,0.1889,0.1995,0.1722,0.1764,7972131.56543651,1471816.228697640834
1652918400,2022-05-19 00:00:00,HTR/USDT,0.1705,0.2008,0.1651,0.1888,6927266.35713101,1278440.262274337752
1652832000,2022-05-18 00:00:00,HTR/USDT,0.2091,0.219,0.1689,0.1704,10420573.07252626,1933027.326306258694
1652745600,2022-05-17 00:00:00,HTR/USDT,0.1979,0.2354,0.1947,0.2093,8619757.8769825,1840208.034145808853
1652659200,2022-05-16 00:00:00,HTR/USDT,0.2258,0.229,0.1833,0.1981,8883478.82307747,1796907.630513364041
1652572800,2022-05-15 00:00:00,HTR/USDT,0.1774,0.2295,0.1726,0.2258,10179197.3999639,2020851.03667990435
1652486400,2022-05-14 00:00:00,HTR/USDT,0.167,0.1859,0.1503,0.178,8156097.92278578,1367117.73767233163
1652400000,2022-05-13 00:00:00,HTR/USDT,0.1615,0.2253,0.1573,0.1673,10798207.40252004,2058813.886560607107
1652313600,2022-05-12 00:00:00,HTR/USDT,0.173,0.1979,0.1231,0.161,16825303.28707462,2700882.480026083647
1652227200,2022-05-11 00:00:00,HTR/USDT,0.2679,0.2754,0.16,0.1723,19916714.91439435,4047161.980557663959
1652140800,2022-05-10 00:00:00,HTR/USDT,0.2509,0.3,0.238,0.2669,10166080.5216511,2758187.15061159557
1652054400,2022-05-09 00:00:00,HTR/USDT,0.2854,0.2999,0.2507,0.2509,10957870.72500129,3007783.16423405735
1651968000,2022-05-08 00:00:00,HTR/USDT,0.3081,0.3153,0.2837,0.2855,5741488.2551346,1736847.098968695735
1651881600,2022-05-07 00:00:00,HTR/USDT,0.3239,0.3248,0.296,0.3079,3429400.917975,1056810.244316084561
1651795200,2022-05-06 00:00:00,HTR/USDT,0.3303,0.3457,0.3092,0.3237,5201751.68279545,1677495.575442569839
1651708800,2022-05-05 00:00:00,HTR/USDT,0.3709,0.4073,0.31,0.331,7991925.39505564,2826548.440324514285
1651622400,2022-05-04 00:00:00,HTR/USDT,0.3359,0.408,0.3233,0.3706,8268254.22583751,2936892.388521237714
1651536000,2022-05-03 00:00:00,HTR/USDT,0.359,0.381,0.3233,0.3357,5720409.81559608,2017447.217418877372
1651449600,2022-05-02 00:00:00,HTR/USDT,0.3236,0.41,0.3173,0.3585,8822632.65485236,3046728.681819096087
1651363200,2022-05-01 00:00:00,HTR/USDT,0.3038,0.335,0.295,0.3237,5926375.15281938,1859820.837084405042
1651276800,2022-04-30 00:00:00,HTR/USDT,0.3389,0.363,0.2911,0.3029,5669887.58715856,1863203.931082721187
1651190400,2022-04-29 00:00:00,HTR/USDT,0.3681,0.3705,0.3316,0.3389,5751181.26655204,2015506.393526078276
1651104000,2022-04-28 00:00:00,HTR/USDT,0.377,0.39,0.3528,0.3686,5994955.85831629,2235558.886261940108
1651017600,2022-04-27 00:00:00,HTR/USDT,0.3835,0.41,0.3715,0.3771,4916656.81870024,1900127.04063251908
1650931200,2022-04-26 00:00:00,HTR/USDT,0.4379,0.446,0.3715,0.3838,8549599.41899088,3398092.804084948947
1650844800,2022-04-25 00:00:00,HTR/USDT,0.4478,0.4499,0.4001,0.4371,6826600.89770306,2871900.892521849986
1650758400,2022-04-24 00:00:00,HTR/USDT,0.476,0.4829,0.4256,0.4481,5540381.69512106,2495192.578671047053
1650672000,2022-04-23 00:00:00,HTR/USDT,0.4705,0.487,0.4538,0.4763,2826030.70316576,1328153.473962078227
1650585600,2022-04-22 00:00:00,HTR/USDT,0.4871,0.51,0.46,0.4705,4032650.85232267,1931583.474909446445
1650499200,2022-04-21 00:00:00,HTR/USDT,0.5167,0.5421,0.4765,0.487,5103728.58742396,2619821.67403461762
1650412800,2022-04-20 00:00:00,HTR/USDT,0.5198,0.5622,0.5031,0.5174,6280896.34952094,3324517.906832514698
1650326400,2022-04-19 00:00:00,HTR/USDT,0.5159,0.5433,0.5119,0.5198,3377796.31358119,1772438.010519846911
1650240000,2022-04-18 00:00:00,HTR/USDT,0.4941,0.531,0.47,0.516,4300110.04233889,2116063.840430702914
1650153600,2022-04-17 00:00:00,HTR/USDT,0.518,0.5199,0.4906,0.4942,2686457.00319723,1356546.965280678077
1650067200,2022-04-16 00:00:00,HTR/USDT,0.5172,0.5245,0.5001,0.5174,1898864.25743539,970028.936787170699
1649980800,2022-04-15 00:00:00,HTR/USDT,0.4992,0.5284,0.4925,0.5178,3556866.50249018,1819281.373141748399
1649894400,2022-04-14 00:00:00,HTR/USDT,0.5338,0.5543,0.495,0.4988,4539325.92058483,2378667.54127246752
1649808000,2022-04-13 00:00:00,HTR/USDT,0.5268,0.5534,0.5013,0.5338,5836069.28495646,3095908.60197533587
1649721600,2022-04-12 00:00:00,HTR/USDT,0.4884,0.5815,0.4872,0.5268,8802894.60879802,4607280.180131303438
1649635200,2022-04-11 00:00:00,HTR/USDT,0.5767,0.58,0.4703,0.488,13052802.49510685,6743042.046453307556
1649548800,2022-04-10 00:00:00,HTR/USDT,0.5968,0.639,0.5651,0.5787,6723212.14736034,4016563.783611365704
1649462400,2022-04-09 00:00:00,HTR/USDT,0.6282,0.6585,0.5761,0.5974,6171788.57357614,3761578.970977123438
1649376000,2022-04-08 00:00:00,HTR/USDT,0.7015,0.7264,0.6263,0.629,6637660.03831756,4502601.604002863843
1649289600,2022-04-07 00:00:00,HTR/USDT,0.695,0.7386,0.68,0.7003,5886238.23566901,4163909.456964746349
1649203200,2022-04-06 00:00:00,HTR/USDT,0.7291,0.8007,0.6773,0.695,10599033.21536471,7670658.055879833405
1649116800,2022-04-05 00:00:00,HTR/USDT,0.7962,0.835,0.724,0.7291,7016355.65186117,5508924.271487141507
1649030400,2022-04-04 00:00:00,HTR/USDT,0.7846,0.81,0.7144,0.7973,10110376.15698294,7712135.319975942643
1648944000,2022-04-03 00:00:00,HTR/USDT,0.6787,0.8349,0.67,0.7834,11718915.337232,8977719.444835494976
1648857600,2022-04-02 00:00:00,HTR/USDT,0.6669,0.73,0.6555,0.6799,8502876.76192207,5919562.804746986448
1648771200,2022-04-01 00:00:00,HTR/USDT,0.5881,0.6796,0.565,0.6669,7659817.40901495,4734845.43803695979
1648684800,2022-03-31 00:00:00,HTR/USDT,0.6211,0.6637,0.5854,0.5872,6745824.54365501,4208875.974553337536
1648598400,2022-03-30 00:00:00,HTR/USDT,0.6328,0.6637,0.614,0.623,4873815.2671668,3097108.136946600341
1648512000,2022-03-29 00:00:00,HTR/USDT,0.6277,0.6776,0.619,0.633,4432401.99111313,2874279.107302213901
1648425600,2022-03-28 00:00:00,HTR/USDT,0.6435,0.6975,0.6224,0.6269,6309304.3465771,4207124.771401453183
1648339200,2022-03-27 00:00:00,HTR/USDT,0.6035,0.65,0.5941,0.6443,3412640.60378323,2112916.010689065973
1648252800,2022-03-26 00:00:00,HTR/USDT,0.5879,0.612,0.582,0.6035,2328570.20109408,1388496.367978846697
1648166400,2022-03-25 00:00:00,HTR/USDT,0.6195,0.66,0.5861,0.5886,6866251.7430438,4260726.22354371707
1648080000,2022-03-24 00:00:00,HTR/USDT,0.5935,0.6641,0.5876,0.6185,7186037.95189912,4565714.457515263417
1647993600,2022-03-23 00:00:00,HTR/USDT,0.5974,0.6173,0.5623,0.5931,5090950.28186988,3002940.435128971115
1647907200,2022-03-22 00:00:00,HTR/USDT,0.5691,0.617,0.5669,0.5974,5675647.03366059,3387767.518677111482
1647820800,2022-03-21 00:00:00,HTR/USDT,0.5314,0.5974,0.5241,0.5682,5123285.222294,2925486.698832920423
1647734400,2022-03-20 00:00:00,HTR/USDT,0.5616,0.563,0.5198,0.5315,3694907.7431262,1985190.527454084311
1647648000,2022-03-19 00:00:00,HTR/USDT,0.5406,0.5902,0.5247,0.5617,6315987.73961967,3529040.878286898688
1647561600,2022-03-18 00:00:00,HTR/USDT,0.481,0.5499,0.465,0.54,6523742.86211441,3280972.542743713783
1647475200,2022-03-17 00:00:00,HTR/USDT,0.4963,0.52,0.4741,0.4812,3950206.90500632,1946764.299616392363
1647388800,2022-03-16 00:00:00,HTR/USDT,0.4426,0.5012,0.4301,0.4968,6678355.30976777,3091497.271201292969
1647302400,2022-03-15 00:00:00,HTR/USDT,0.4491,0.47,0.43,0.4434,5725943.8470319,2562861.590831008244
1647216000,2022-03-14 00:00:00,HTR/USDT,0.4373,0.45,0.4201,0.45,6227948.14472676,2722542.167259903583
1647129600,2022-03-13 00:00:00,HTR/USDT,0.4855,0.49,0.42,0.4373,4449821.43699934,2050726.388262989029
1647043200,2022-03-12 00:00:00,HTR/USDT,0.4928,0.5176,0.4811,0.4855,3223599.22192732,1601638.43416028967
1646956800,2022-03-11 00:00:00,HTR/USDT,0.483,0.5117,0.465,0.4944,6259744.08008107,3052382.735116247361
1646870400,2022-03-10 00:00:00,HTR/USDT,0.5155,0.518,0.4694,0.4825,6909960.44826713,3367248.122112388646
1646784000,2022-03-09 00:00:00,HTR/USDT,0.4679,0.5399,0.4657,0.5155,9077690.25413581,4666833.915325190053
1646697600,2022-03-08 00:00:00,HTR/USDT,0.4624,0.4947,0.4556,0.4687,5087085.57192111,2423854.476402461022
1646611200,2022-03-07 00:00:00,HTR/USDT,0.4889,0.52,0.45,0.4624,7594685.48692986,3627364.95233561466
1646524800,2022-03-06 00:00:00,HTR/USDT,0.5237,0.5484,0.4823,0.4869,5611002.55252913,2826889.756173943764
1646438400,2022-03-05 00:00:00,HTR/USDT,0.5176,0.5368,0.5097,0.5231,3482046.15836948,1818250.077863287424
1646352000,2022-03-04 00:00:00,HTR/USDT,0.5648,0.5675,0.4963,0.5159,7886319.44241148,4207908.739447921
1646265600,2022-03-03 00:00:00,HTR/USDT,0.5792,0.598,0.5334,0.5644,6281439.4395953,3551886.377279953763
1646179200,2022-03-02 00:00:00,HTR/USDT,0.613,0.6211,0.563,0.5792,7941795.44160901,4706820.110366786831
1646092800,2022-03-01 00:00:00,HTR/USDT,0.576,0.6361,0.5505,0.6138,10884480.51449679,6400927.734816195259
1646006400,2022-02-28 00:00:00,HTR/USDT,0.4546,0.5785,0.4472,0.5755,9444213.46769611,4797714.978243759169
1645920000,2022-02-27 00:00:00,HTR/USDT,0.4994,0.5103,0.4401,0.4536,7685304.09903228,3647366.248333384042
1645833600,2022-02-26 00:00:00,HTR/USDT,0.5178,0.5407,0.4804,0.4971,6677713.0236165,3383159.236419419737
1645747200,2022-02-25 00:00:00,HTR/USDT,0.4826,0.5333,0.4551,0.5178,10213587.95268166,4975436.947007236526
1645660800,2022-02-24 00:00:00,HTR/USDT,0.5162,0.5348,0.4011,0.483,20871031.81894005,9320499.134784541802
1645574400,2022-02-23 00:00:00,HTR/USDT,0.5567,0.6049,0.507,0.5154,9871660.56438376,5505722.240083270828
1645488000,2022-02-22 00:00:00,HTR/USDT,0.5153,0.5771,0.501,0.5561,7829159.83988795,4191916.186964183109
1645401600,2022-02-21 00:00:00,HTR/USDT,0.5913,0.6375,0.513,0.5159,11832102.16971992,6794614.152177834501
1645315200,2022-02-20 00:00:00,HTR/USDT,0.6607,0.6688,0.5503,0.5901,10403405.56359579,6133682.356743423047
1645228800,2022-02-19 00:00:00,HTR/USDT,0.6587,0.68,0.6301,0.6603,4956896.7394169,3243622.270402808253
1645142400,2022-02-18 00:00:00,HTR/USDT,0.759,0.7747,0.63,0.6585,15131996.34821183,10588167.706465818306
1645056000,2022-02-17 00:00:00,HTR/USDT,0.7333,0.7995,0.7299,0.7596,12312329.56931397,9433683.147122149676
1644969600,2022-02-16 00:00:00,HTR/USDT,0.7639,0.7664,0.7054,0.7319,5444340.41300694,4031598.428855108275
1644883200,2022-02-15 00:00:00,HTR/USDT,0.6843,0.78,0.6813,0.7639,7272401.36070214,5402720.457930333971
1644796800,2022-02-14 00:00:00,HTR/USDT,0.6808,0.717,0.65,0.6855,5531291.43489058,3724212.819818037515
1644710400,2022-02-13 00:00:00,HTR/USDT,0.7068,0.7339,0.665,0.6808,4150750.25410342,2901129.609522432057
1644624000,2022-02-12 00:00:00,HTR/USDT,0.7168,0.74,0.6811,0.706,5716196.65417538,4069756.309020791951
1644537600,2022-02-11 00:00:00,HTR/USDT,0.8122,0.84,0.6861,0.7163,11200003.52701801,8517933.984462497131
1644451200,2022-02-10 00:00:00,HTR/USDT,0.8474,0.8926,0.785,0.8102,9622054.83406213,8057719.402993779021
1644364800,2022-02-09 00:00:00,HTR/USDT,0.8697,0.947,0.8025,0.8465,12981363.68153321,11284291.064630802513
1644278400,2022-02-08 00:00:00,HTR/USDT,0.9029,0.965,0.783,0.8693,13647064.68841848,11716753.873075669342
1644192000,2022-02-07 00:00:00,HTR/USDT,0.8369,0.9574,0.8,0.9022,12584619.3328384,11206829.439888159687
1644105600,2022-02-06 00:00:00,HTR/USDT,0.7958,0.859,0.766,0.8391,7832767.67665892,6335359.799103668248
1644019200,2022-02-05 00:00:00,HTR/USDT,0.7914,0.865,0.7594,0.7954,9764998.46503746,7913542.097070474774
