https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume QTUM,Volume BTC
1663462800,2022-09-18 01:00:00,QTUM/BTC,0.00015282,0.00015282,0.00015282,0.00015282,0.0168,0.000002567376
1663459200,2022-09-18 00:00:00,QTUM/BTC,0.00015353,0.00015353,0.00015242,0.00015265,0.1588,0.000024261421
1663455600,2022-09-17 23:00:00,QTUM/BTC,0.00015254,0.00015367,0.00015254,0.00015367,1.488,0.00022784571
1663452000,2022-09-17 22:00:00,QTUM/BTC,0.00015268,0.00015289,0.0001523,0.0001523,0.047,0.000007175001
1663448400,2022-09-17 21:00:00,QTUM/BTC,0.00015285,0.00015357,0.00015263,0.00015263,16.9647,0.002603538172
1663444800,2022-09-17 20:00:00,QTUM/BTC,0.00015379,0.0001538,0.00015279,0.00015279,33.2596,0.005095156375
1663441200,2022-09-17 19:00:00,QTUM/BTC,0.00015299,0.00015328,0.00015237,0.00015283,17.2238,0.002624445475
1663437600,2022-09-17 18:00:00,QTUM/BTC,0.00015311,0.00015335,0.00015271,0.00015335,1.0777,0.000165232178
1663434000,2022-09-17 17:00:00,QTUM/BTC,0.00015325,0.00015325,0.00015208,0.00015304,12.35,0.001892570648
1663430400,2022-09-17 16:00:00,QTUM/BTC,0.00015328,0.00015342,0.00015211,0.00015211,153.5633,0.023483687858
1663426800,2022-09-17 15:00:00,QTUM/BTC,0.00015316,0.00015384,0.00015259,0.00015259,20.321,0.003114213348
1663423200,2022-09-17 14:00:00,QTUM/BTC,0.00015288,0.00015341,0.00015278,0.00015341,335.5645,0.051478877503
1663419600,2022-09-17 13:00:00,QTUM/BTC,0.00015219,0.00015271,0.00015202,0.00015209,0.2214,0.000033698674
1663416000,2022-09-17 12:00:00,QTUM/BTC,0.0001521,0.00015268,0.00015169,0.00015259,0.8314,0.000126547387
1663412400,2022-09-17 11:00:00,QTUM/BTC,0.00015204,0.00015285,0.00015177,0.00015231,0.256,0.000038945768
1663408800,2022-09-17 10:00:00,QTUM/BTC,0.00015267,0.00015267,0.00015178,0.00015191,80.1498,0.012185995717
1663405200,2022-09-17 09:00:00,QTUM/BTC,0.00015285,0.00015285,0.000152,0.000152,118.3942,0.018076883771
1663401600,2022-09-17 08:00:00,QTUM/BTC,0.00015243,0.000153,0.00015202,0.00015244,473.745,0.072246475581
1663398000,2022-09-17 07:00:00,QTUM/BTC,0.00015231,0.00015245,0.00015169,0.00015239,40.7202,0.006207696907
1663394400,2022-09-17 06:00:00,QTUM/BTC,0.00015173,0.00015245,0.00015151,0.00015245,9.8598,0.001502890394
1663390800,2022-09-17 05:00:00,QTUM/BTC,0.00015114,0.00015114,0.00015104,0.00015104,0.0449,0.000006784516
1663387200,2022-09-17 04:00:00,QTUM/BTC,0.00015224,0.00015245,0.00015195,0.00015195,4.2276,0.000644470978
1663383600,2022-09-17 03:00:00,QTUM/BTC,0.00015234,0.00015245,0.00015209,0.00015209,0.1351,0.000020572476
1663380000,2022-09-17 02:00:00,QTUM/BTC,0.0001515,0.00015245,0.0001515,0.0001523,197.0315,0.030037404208
1663376400,2022-09-17 01:00:00,QTUM/BTC,0.00015097,0.00015136,0.00015097,0.00015127,0.1127,0.000017040964
1663372800,2022-09-17 00:00:00,QTUM/BTC,0.00015195,0.00015276,0.00015156,0.00015156,26.339,0.00401132081
1663369200,2022-09-16 23:00:00,QTUM/BTC,0.00015157,0.00015312,0.00015157,0.00015165,40.4393,0.006175138697
1663365600,2022-09-16 22:00:00,QTUM/BTC,0.00015238,0.00015238,0.00015143,0.00015143,11.3538,0.001720026897
1663362000,2022-09-16 21:00:00,QTUM/BTC,0.00015242,0.00015284,0.00015173,0.00015284,6.6323,0.001006634161
1663358400,2022-09-16 20:00:00,QTUM/BTC,0.00015178,0.00015283,0.00015178,0.000152,16.4688,0.002516730736
1663354800,2022-09-16 19:00:00,QTUM/BTC,0.00015159,0.00015283,0.00015149,0.00015236,10.9848,0.001672848024
1663351200,2022-09-16 18:00:00,QTUM/BTC,0.00015184,0.00015308,0.00015153,0.00015162,23.1337,0.003535014955
1663347600,2022-09-16 17:00:00,QTUM/BTC,0.00015123,0.00015263,0.00015123,0.00015184,368.7103,0.055935382089
1663344000,2022-09-16 16:00:00,QTUM/BTC,0.00015146,0.00015149,0.00014984,0.00015106,652.5146,0.098412350875
1663340400,2022-09-16 15:00:00,QTUM/BTC,0.00015102,0.00015226,0.00014991,0.00015104,2666.9303,0.403853875953
1663336800,2022-09-16 14:00:00,QTUM/BTC,0.00015002,0.00015126,0.00014983,0.00015126,409.1028,0.061424585899
1663333200,2022-09-16 13:00:00,QTUM/BTC,0.00015016,0.00015049,0.00014958,0.00015007,0.2872,0.000043102169
1663329600,2022-09-16 12:00:00,QTUM/BTC,0.00015014,0.00015054,0.00015013,0.00015054,39.8245,0.005979159876
1663326000,2022-09-16 11:00:00,QTUM/BTC,0.00014962,0.00015037,0.00014962,0.0001503,129.1248,0.01939194265
1663322400,2022-09-16 10:00:00,QTUM/BTC,0.0001493,0.00015019,0.00014916,0.00015019,0.2631,0.000039333883
1663318800,2022-09-16 09:00:00,QTUM/BTC,0.00014884,0.0001497,0.00014884,0.00014929,32.6107,0.004874452722
1663315200,2022-09-16 08:00:00,QTUM/BTC,0.00015039,0.00015084,0.0001487,0.0001487,598.1554,0.089609581703
1663311600,2022-09-16 07:00:00,QTUM/BTC,0.00015048,0.00015103,0.0001504,0.0001504,4.83,0.000728349634
1663308000,2022-09-16 06:00:00,QTUM/BTC,0.00015111,0.0001512,0.00015039,0.00015039,275.0183,0.041430869195
1663304400,2022-09-16 05:00:00,QTUM/BTC,0.00015058,0.00015151,0.00015039,0.00015118,141.8265,0.021387024226
1663300800,2022-09-16 04:00:00,QTUM/BTC,0.00015113,0.00015148,0.00015044,0.00015058,13.4812,0.002032156367
1663297200,2022-09-16 03:00:00,QTUM/BTC,0.00015022,0.00015125,0.0001497,0.00015109,30.6093,0.004612091688
1663293600,2022-09-16 02:00:00,QTUM/BTC,0.00015069,0.00015069,0.0001497,0.0001503,376.4947,0.056561633344
1663290000,2022-09-16 01:00:00,QTUM/BTC,0.00015208,0.00015208,0.00015027,0.00015034,25.8981,0.003910204032
1663286400,2022-09-16 00:00:00,QTUM/BTC,0.00015158,0.00015158,0.00015012,0.0001511,896.473,0.135009296283
1663282800,2022-09-15 23:00:00,QTUM/BTC,0.00015116,0.00015146,0.00015076,0.00015122,0.2621,0.000039601947
1663279200,2022-09-15 22:00:00,QTUM/BTC,0.0001514,0.00015227,0.00015099,0.00015099,0.164,0.000024863154
1663275600,2022-09-15 21:00:00,QTUM/BTC,0.00015213,0.00015231,0.00015115,0.00015155,16.4259,0.002493055064
1663272000,2022-09-15 20:00:00,QTUM/BTC,0.00015186,0.00015268,0.00015127,0.00015236,33.0647,0.00504531502
1663268400,2022-09-15 19:00:00,QTUM/BTC,0.00015203,0.00015277,0.00015107,0.00015142,317.6646,0.048294447789
1663264800,2022-09-15 18:00:00,QTUM/BTC,0.00015184,0.00015203,0.00015139,0.00015203,3.1835,0.000482138332
1663261200,2022-09-15 17:00:00,QTUM/BTC,0.00015144,0.00015263,0.00015141,0.00015169,17.2916,0.002629162093
1663257600,2022-09-15 16:00:00,QTUM/BTC,0.00015126,0.00015177,0.00015098,0.00015108,512.7504,0.077436155189
1663254000,2022-09-15 15:00:00,QTUM/BTC,0.00015055,0.00015177,0.00015012,0.00015118,60.0188,0.009075138624
1663250400,2022-09-15 14:00:00,QTUM/BTC,0.00015134,0.00015205,0.00015005,0.00015114,30.1181,0.004545704312
1663246800,2022-09-15 13:00:00,QTUM/BTC,0.0001517,0.00015195,0.00015074,0.0001518,8.212,0.001239890305
1663243200,2022-09-15 12:00:00,QTUM/BTC,0.00015115,0.0001516,0.00015054,0.00015094,20.0879,0.003034818617
1663239600,2022-09-15 11:00:00,QTUM/BTC,0.00015016,0.00015143,0.00014977,0.0001511,282.495,0.04251037868
