https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HARD,Volume USDT
1663459200,2022-09-18 00:00:00,HARD/USDT,0.19854,0.19857,0.19736,0.19813,130601.2668,25903.708864266
1663372800,2022-09-17 00:00:00,HARD/USDT,0.18726,0.21261,0.18689,0.19852,2407207.3655,467810.023553787
1663286400,2022-09-16 00:00:00,HARD/USDT,0.19126,0.19127,0.18631,0.18677,1481134.735,280905.747864466
1663200000,2022-09-15 00:00:00,HARD/USDT,0.19829,0.19837,0.19004,0.19122,3004703.3321,581812.243371329
1663113600,2022-09-14 00:00:00,HARD/USDT,0.19817,0.20062,0.19255,0.19828,3071879.2067,601375.531428423
1663027200,2022-09-13 00:00:00,HARD/USDT,0.20446,0.21161,0.19572,0.19744,2980394.3999,603592.483408073
1662940800,2022-09-12 00:00:00,HARD/USDT,0.20776,0.21447,0.20365,0.20446,2914720.537,607008.66388194
1662854400,2022-09-11 00:00:00,HARD/USDT,0.20482,0.21373,0.2013,0.20773,2814277.4642,585283.303171517
1662768000,2022-09-10 00:00:00,HARD/USDT,0.20749,0.20845,0.2015,0.20482,2651208.5416,545798.091469253
1662681600,2022-09-09 00:00:00,HARD/USDT,0.19773,0.21213,0.19765,0.20738,2786827.9784,569259.827333261
1662595200,2022-09-08 00:00:00,HARD/USDT,0.19154,0.2002,0.1882,0.19773,2881811.2741,558453.961106906
1662508800,2022-09-07 00:00:00,HARD/USDT,0.18892,0.19287,0.18519,0.1916,2729880.4797,513757.185448823
1662422400,2022-09-06 00:00:00,HARD/USDT,0.19964,0.20183,0.18598,0.18904,2825759.235,557709.693403336
1662336000,2022-09-05 00:00:00,HARD/USDT,0.20169,0.20321,0.1976,0.19965,2437422.1568,485897.542714968
1662249600,2022-09-04 00:00:00,HARD/USDT,0.20119,0.206,0.20006,0.20173,2734286.8003,551690.826735931
1662163200,2022-09-03 00:00:00,HARD/USDT,0.20185,0.20329,0.19998,0.20112,2702667.3469,544271.994378692
1662076800,2022-09-02 00:00:00,HARD/USDT,0.20282,0.21036,0.20047,0.20171,2698552.2085,552407.194130956
1661990400,2022-09-01 00:00:00,HARD/USDT,0.20477,0.20649,0.19554,0.20289,2825874.3894,564062.774065175
1661904000,2022-08-31 00:00:00,HARD/USDT,0.20436,0.21054,0.20183,0.20363,2587975.8165,531303.446564361
1661817600,2022-08-30 00:00:00,HARD/USDT,0.20232,0.2184,0.20198,0.20446,2821604.7303,581520.509356221
1661731200,2022-08-29 00:00:00,HARD/USDT,0.19405,0.20552,0.19331,0.2023,2932285.4702,581623.984254206
1661644800,2022-08-28 00:00:00,HARD/USDT,0.19968,0.20684,0.19405,0.19548,2593158.1798,518457.966112164
1661558400,2022-08-27 00:00:00,HARD/USDT,0.1975,0.21419,0.19554,0.1999,2870195.8202,574440.754025203
1661472000,2022-08-26 00:00:00,HARD/USDT,0.21893,0.21899,0.19616,0.19736,2569011.1213,542468.999212427
1661385600,2022-08-25 00:00:00,HARD/USDT,0.21741,0.22629,0.21648,0.21881,2533656.9194,557075.963560977
1661299200,2022-08-24 00:00:00,HARD/USDT,0.21085,0.24,0.20688,0.21741,2736456.1582,587835.302005585
1661212800,2022-08-23 00:00:00,HARD/USDT,0.20976,0.21213,0.20557,0.2109,2610961.7761,548795.67537098
1661126400,2022-08-22 00:00:00,HARD/USDT,0.21626,0.21659,0.20795,0.20968,2558254.5678,541267.255387888
1661040000,2022-08-21 00:00:00,HARD/USDT,0.21107,0.21821,0.2101,0.21619,2639664.6965,563352.445088225
