https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DRGN,Volume BTC
1663459200,2022-09-18 00:00:00,DRGN/BTC,0.00000092,0.00000092,0.00000092,0.00000092,1540.3632,0.001417134144
1663372800,2022-09-17 00:00:00,DRGN/BTC,0.00000092,0.00000096,0.00000089,0.00000093,609880.4646,0.566702492608
1663286400,2022-09-16 00:00:00,DRGN/BTC,0.00000086,0.00000096,0.00000086,0.00000092,675105.6249,0.614521097492
1663200000,2022-09-15 00:00:00,DRGN/BTC,0.00000092,0.00000093,0.00000085,0.00000087,550023.7353,0.492112166333
1663113600,2022-09-14 00:00:00,DRGN/BTC,0.00000094,0.00000095,0.00000092,0.00000093,216945.0934,0.202350319194
1663027200,2022-09-13 00:00:00,DRGN/BTC,0.00000093,0.00000096,0.00000089,0.00000093,675101.0617,0.625415103237
1662940800,2022-09-12 00:00:00,DRGN/BTC,0.00000095,0.00000096,0.00000089,0.00000093,1223706.6449,1.138257978415
1662854400,2022-09-11 00:00:00,DRGN/BTC,0.00000085,0.00000107,0.00000083,0.00000096,2015246.4394,1.904394086635
1662768000,2022-09-10 00:00:00,DRGN/BTC,0.00000083,0.00000085,0.00000079,0.00000085,843111.8267,0.694134148858
1662681600,2022-09-09 00:00:00,DRGN/BTC,0.00000085,0.00000088,0.00000083,0.00000084,1243866.4676,1.064626021647
1662595200,2022-09-08 00:00:00,DRGN/BTC,0.00000089,0.0000009,0.00000084,0.00000086,807932.501,0.702164701568
1662508800,2022-09-07 00:00:00,DRGN/BTC,0.00000089,0.00000092,0.00000085,0.00000088,964981.0363,0.860197845564
1662422400,2022-09-06 00:00:00,DRGN/BTC,0.00000092,0.00000094,0.00000082,0.0000009,1740826.6627,1.507894727442
1662336000,2022-09-05 00:00:00,DRGN/BTC,0.00000091,0.00000094,0.00000088,0.00000092,362806.0929,0.329614439684
1662249600,2022-09-04 00:00:00,DRGN/BTC,0.00000098,0.00000098,0.00000089,0.0000009,338824.4738,0.315878914652
1662163200,2022-09-03 00:00:00,DRGN/BTC,0.0000009,0.00000104,0.0000009,0.00000099,803924.5435,0.78878041066
1662076800,2022-09-02 00:00:00,DRGN/BTC,0.00000091,0.00000095,0.00000089,0.00000091,221928.1467,0.20299827329
1661990400,2022-09-01 00:00:00,DRGN/BTC,0.0000009,0.00000092,0.00000086,0.0000009,238573.2725,0.213015676813
1661904000,2022-08-31 00:00:00,DRGN/BTC,0.00000088,0.00000093,0.00000085,0.00000089,574896.681,0.511817468294
1661817600,2022-08-30 00:00:00,DRGN/BTC,0.00000091,0.00000092,0.00000087,0.00000088,220504.2872,0.197745666428
1661731200,2022-08-29 00:00:00,DRGN/BTC,0.0000009,0.00000093,0.00000089,0.00000092,448407.6035,0.40454647122
1661644800,2022-08-28 00:00:00,DRGN/BTC,0.00000087,0.00000091,0.00000086,0.0000009,147230.004,0.131101890463
1661558400,2022-08-27 00:00:00,DRGN/BTC,0.00000088,0.00000091,0.00000084,0.00000086,1610089.128,1.376432247402
1661472000,2022-08-26 00:00:00,DRGN/BTC,0.00000093,0.00000096,0.00000089,0.00000089,553865.8587,0.51951895267
1661385600,2022-08-25 00:00:00,DRGN/BTC,0.000001,0.000001,0.00000084,0.00000093,1711036.6945,1.544353532835
1661299200,2022-08-24 00:00:00,DRGN/BTC,0.00000095,0.00000106,0.00000089,0.00000099,853543.2367,0.824679235347
1661212800,2022-08-23 00:00:00,DRGN/BTC,0.00000094,0.00000097,0.00000093,0.00000095,463329.7182,0.434110360752
1661126400,2022-08-22 00:00:00,DRGN/BTC,0.00000092,0.00000094,0.00000089,0.00000094,597678.814,0.545891858468
1661040000,2022-08-21 00:00:00,DRGN/BTC,0.00000091,0.00000096,0.00000087,0.00000093,472521.5482,0.432526918028
1660953600,2022-08-20 00:00:00,DRGN/BTC,0.00000093,0.00000099,0.00000089,0.00000091,691328.3804,0.65176734798
1660867200,2022-08-19 00:00:00,DRGN/BTC,0.00000087,0.00000097,0.00000085,0.00000092,1523777.3781,1.374125879003
1660780800,2022-08-18 00:00:00,DRGN/BTC,0.00000091,0.00000093,0.00000084,0.00000086,1821700.1214,1.589901785407
1660694400,2022-08-17 00:00:00,DRGN/BTC,0.00000089,0.00000099,0.00000087,0.00000092,2328823.9752,2.186212496237
1660608000,2022-08-16 00:00:00,DRGN/BTC,0.00000108,0.00000112,0.00000086,0.00000089,3499926.5975,3.343870384745
1660521600,2022-08-15 00:00:00,DRGN/BTC,0.00000113,0.00000119,0.00000106,0.00000107,1031382.4368,1.162301220783
1660435200,2022-08-14 00:00:00,DRGN/BTC,0.00000095,0.00000115,0.0000009,0.00000113,4038131.56640851,4.1617745627147014
1660348800,2022-08-13 00:00:00,DRGN/BTC,0.00000091,0.00000095,0.00000089,0.00000094,537270.3727,0.492502546075
1660262400,2022-08-12 00:00:00,DRGN/BTC,0.00000088,0.00000092,0.00000087,0.00000091,479181.1908,0.426898305965
1660176000,2022-08-11 00:00:00,DRGN/BTC,0.00000087,0.00000093,0.00000085,0.00000088,800913.4818,0.710995603639
1660089600,2022-08-10 00:00:00,DRGN/BTC,0.00000088,0.00000091,0.00000084,0.00000086,597022.123,0.522008661732
1660003200,2022-08-09 00:00:00,DRGN/BTC,0.0000009,0.00000092,0.0000008,0.00000089,2167623.9683,1.82258862356
1659916800,2022-08-08 00:00:00,DRGN/BTC,0.00000092,0.00000094,0.00000088,0.00000088,385127.262,0.350402095402
1659830400,2022-08-07 00:00:00,DRGN/BTC,0.00000095,0.00000097,0.00000089,0.00000092,512710.2703,0.472665147646
1659744000,2022-08-06 00:00:00,DRGN/BTC,0.00000095,0.00000099,0.00000092,0.00000095,437268.3643,0.410199152511
1659657600,2022-08-05 00:00:00,DRGN/BTC,0.00000093,0.000001,0.00000089,0.00000095,857479.6055,0.804534753251
1659571200,2022-08-04 00:00:00,DRGN/BTC,0.00000093,0.00000096,0.00000086,0.00000093,558314.3623,0.504887460482
1659484800,2022-08-03 00:00:00,DRGN/BTC,0.00000097,0.00000098,0.0000009,0.00000093,456176.6571,0.425762650678
1659398400,2022-08-02 00:00:00,DRGN/BTC,0.00000092,0.00000105,0.00000091,0.00000098,695342.8122,0.672328949345
1659312000,2022-08-01 00:00:00,DRGN/BTC,0.00000091,0.00000098,0.0000009,0.00000093,696643.403,0.653644025243
