https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AAVE3S,Volume USDT
1661904000,2022-08-31 00:00:00,AAVE3S/USDT,0.0755,0.076,0.067,0.0748,1681163.71772366,120446.337018507192
1661817600,2022-08-30 00:00:00,AAVE3S/USDT,0.0723,0.0833,0.0662,0.0761,3142532.08131737,234969.044143018587
1661731200,2022-08-29 00:00:00,AAVE3S/USDT,0.0992,0.101,0.0707,0.0719,3635752.72289164,295739.012264953523
1661644800,2022-08-28 00:00:00,AAVE3S/USDT,0.0878,0.0999,0.0833,0.0998,1728406.49949773,155624.30916507515
1661558400,2022-08-27 00:00:00,AAVE3S/USDT,0.0863,0.0931,0.083,0.0882,2837606.14840579,249413.932243528752
1661472000,2022-08-26 00:00:00,AAVE3S/USDT,0.0651,0.0886,0.0623,0.0857,5068872.50245506,370821.838418396945
1661385600,2022-08-25 00:00:00,AAVE3S/USDT,0.0769,0.0792,0.0583,0.0648,3678704.87887508,250297.468862942707
1661299200,2022-08-24 00:00:00,AAVE3S/USDT,0.0753,0.0813,0.069,0.0775,1637935.22518239,122986.709319846652
1661212800,2022-08-23 00:00:00,AAVE3S/USDT,0.0773,0.0867,0.0706,0.0753,1953778.69881497,150740.68311702426
1661126400,2022-08-22 00:00:00,AAVE3S/USDT,0.0851,0.0974,0.0776,0.0776,2661560.19460577,234430.439557904299
1661040000,2022-08-21 00:00:00,AAVE3S/USDT,0.096,0.0998,0.0816,0.0849,1157263.25340107,103348.489580922709
1660953600,2022-08-20 00:00:00,AAVE3S/USDT,0.094,0.1058,0.0817,0.0961,2546291.46638288,236253.945953323472
1660867200,2022-08-19 00:00:00,AAVE3S/USDT,0.07,0.0951,0.0692,0.0948,4827511.85000745,409263.00362005524
1660780800,2022-08-18 00:00:00,AAVE3S/USDT,0.0598,0.07,0.0578,0.0696,2844883.22607224,176077.716229660499
1660694400,2022-08-17 00:00:00,AAVE3S/USDT,0.0479,0.0612,0.0445,0.06,5961071.55573708,311440.004521492685
1660608000,2022-08-16 00:00:00,AAVE3S/USDT,0.0516,0.0536,0.047,0.0479,3467394.97513299,174715.75218813686
1660521600,2022-08-15 00:00:00,AAVE3S/USDT,0.0506,0.0563,0.0439,0.0509,4299887.08326241,219763.368820162529
1660435200,2022-08-14 00:00:00,AAVE3S/USDT,0.0475,0.0538,0.0438,0.0507,3349683.01946001,161167.779543408597
1660348800,2022-08-13 00:00:00,AAVE3S/USDT,0.0436,0.0489,0.0414,0.0472,4413067.12090466,202126.328978859768
1660262400,2022-08-12 00:00:00,AAVE3S/USDT,0.0521,0.0552,0.042,0.0429,5251099.84129017,251622.88293432331
1660176000,2022-08-11 00:00:00,AAVE3S/USDT,0.0482,0.0545,0.0448,0.0521,7784750.42355716,383660.631552042485
1660089600,2022-08-10 00:00:00,AAVE3S/USDT,0.082,0.0893,0.0459,0.0477,7182649.22408526,399250.148730557233
1660003200,2022-08-09 00:00:00,AAVE3S/USDT,0.072,0.0863,0.0694,0.0817,2154597.23064169,167973.077006383086
1659916800,2022-08-08 00:00:00,AAVE3S/USDT,0.0742,0.0749,0.0623,0.0717,2447883.65814197,168186.034196299834
1659830400,2022-08-07 00:00:00,AAVE3S/USDT,0.0799,0.085,0.0678,0.074,1536703.17078371,115710.811574183575
1659744000,2022-08-06 00:00:00,AAVE3S/USDT,0.0723,0.0816,0.0714,0.0799,1332307.93552532,101954.077821710479
1659657600,2022-08-05 00:00:00,AAVE3S/USDT,0.0893,0.0902,0.0705,0.0722,3222493.02248278,247855.791801240118
1659571200,2022-08-04 00:00:00,AAVE3S/USDT,0.0938,0.0989,0.0811,0.0892,2571019.08466347,232698.389101525079
1659484800,2022-08-03 00:00:00,AAVE3S/USDT,0.0995,0.1047,0.0767,0.0938,4011780.52576111,355867.549726013635
1659398400,2022-08-02 00:00:00,AAVE3S/USDT,0.0893,0.1129,0.0826,0.0984,5786299.86194736,581731.562615499422
1659312000,2022-08-01 00:00:00,AAVE3S/USDT,0.0881,0.0963,0.0807,0.0893,5405615.57401,479627.569716650215
1659225600,2022-07-31 00:00:00,AAVE3S/USDT,0.1152,0.1192,0.0655,0.0875,6594756.49680354,552509.147815288962
1659139200,2022-07-30 00:00:00,AAVE3S/USDT,0.1143,0.1202,0.0969,0.1149,3521209.25135141,384094.895189312087
1659052800,2022-07-29 00:00:00,AAVE3S/USDT,0.099,0.12,0.0936,0.1153,3950241.8441969,426886.933637704256
1658966400,2022-07-28 00:00:00,AAVE3S/USDT,0.1206,0.1406,0.0884,0.0991,3829603.15947369,434235.96378834213
1658880000,2022-07-27 00:00:00,AAVE3S/USDT,0.2246,0.2441,0.1187,0.1217,2500985.54024169,408119.381224942303
1658793600,2022-07-26 00:00:00,AAVE3S/USDT,0.2234,0.265,0.2139,0.2248,1375074.72193,327711.075564218845
1658707200,2022-07-25 00:00:00,AAVE3S/USDT,0.1713,0.2244,0.1672,0.2235,1533669.43517626,305783.448010146261
1658620800,2022-07-24 00:00:00,AAVE3S/USDT,0.1785,0.1898,0.1557,0.1715,1062181.09638176,181063.633243179773
1658534400,2022-07-23 00:00:00,AAVE3S/USDT,0.1802,0.2093,0.1583,0.1798,1511744.16601043,280140.800099887956
1658448000,2022-07-22 00:00:00,AAVE3S/USDT,0.1538,0.189,0.1465,0.1808,2281551.50612128,382659.675500530954
1658361600,2022-07-21 00:00:00,AAVE3S/USDT,0.1814,0.197,0.1428,0.1532,3587562.47734362,618023.204728252203
1658275200,2022-07-20 00:00:00,AAVE3S/USDT,0.1548,0.1874,0.1301,0.1805,3755848.55612995,600777.480106607185
1658188800,2022-07-19 00:00:00,AAVE3S/USDT,0.1539,0.1729,0.1251,0.155,2287112.82695308,333994.812971392438
1658102400,2022-07-18 00:00:00,AAVE3S/USDT,0.2048,0.2086,0.1342,0.1539,3219653.25031269,536516.691850200508
1658016000,2022-07-17 00:00:00,AAVE3S/USDT,0.1779,0.2186,0.1744,0.2045,2909778.94928827,575632.880767633474
1657929600,2022-07-16 00:00:00,AAVE3S/USDT,0.1942,0.2168,0.1601,0.1776,6883834.52548666,1332317.2770654305
1657843200,2022-07-15 00:00:00,AAVE3S/USDT,0.1901,0.2201,0.165,0.1965,4415380.1986765,847754.738669973951
1657756800,2022-07-14 00:00:00,AAVE3S/USDT,0.3343,0.3633,0.186,0.191,4405156.09661969,1216327.939888857258
1657670400,2022-07-13 00:00:00,AAVE3S/USDT,0.6233,0.6574,0.3273,0.3325,2603712.05055914,1234192.850735575408
1657584000,2022-07-12 00:00:00,AAVE3S/USDT,0.5932,0.6898,0.5357,0.6288,1040748.51888918,641022.557577898831
1657497600,2022-07-11 00:00:00,AAVE3S/USDT,0.4539,0.5978,0.4444,0.5908,1258283.73970592,631971.784205671082
1657411200,2022-07-10 00:00:00,AAVE3S/USDT,0.3935,0.498,0.3894,0.4553,1728754.68733826,773985.430859345726
1657324800,2022-07-09 00:00:00,AAVE3S/USDT,0.6432,0.6713,0.3732,0.3946,892042.82137794,455289.965030251028
1657238400,2022-07-08 00:00:00,AAVE3S/USDT,0.6701,0.7626,0.5543,0.6465,1147260.00369549,761440.582201120789
1657152000,2022-07-07 00:00:00,AAVE3S/USDT,1.1256,1.1787,0.6553,0.6707,720491.10403069,564143.862387825322
1657065600,2022-07-06 00:00:00,AAVE3S/USDT,1.2827,1.3406,1.0782,1.1319,150692.22407461,183649.092036599723
1656979200,2022-07-05 00:00:00,AAVE3S/USDT,1.1443,1.4303,1.0985,1.2698,228505.90627399,289685.090885026268
1656892800,2022-07-04 00:00:00,AAVE3S/USDT,1.5963,1.7075,1.1205,1.1516,148878.13365509,209099.823138333979
1656806400,2022-07-03 00:00:00,AAVE3S/USDT,1.5995,1.8596,1.528,1.5961,72530.10524571,120339.492754581847
1656720000,2022-07-02 00:00:00,AAVE3S/USDT,1.7179,1.8523,1.5191,1.5844,93705.44234261,157821.295620395598
1656633600,2022-07-01 00:00:00,AAVE3S/USDT,1.6718,1.9172,1.468,1.7221,175664.26501376,298985.313409957942
1656547200,2022-06-30 00:00:00,AAVE3S/USDT,1.5187,2.0651,1.4783,1.6565,294246.68074461,538124.278874145271
1656460800,2022-06-29 00:00:00,AAVE3S/USDT,1.5193,1.7238,1.3483,1.4992,235126.68571284,352498.905352590148
1656374400,2022-06-28 00:00:00,AAVE3S/USDT,1.2101,1.5501,1,1.5046,274037.87975117,331762.846039295157
1656288000,2022-06-27 00:00:00,AAVE3S/USDT,1.23,1.3703,1.0702,1.2095,185783.61695701,226108.82745677616
1656201600,2022-06-26 00:00:00,AAVE3S/USDT,1.0156,1.2376,0.8852,1.2102,190164.08332028,198140.312732368827
1656115200,2022-06-25 00:00:00,AAVE3S/USDT,0.9965,1.1863,0.8,1.0158,242663.87412154,243323.55078345678
1656028800,2022-06-24 00:00:00,AAVE3S/USDT,1.1347,1.2748,0.9142,0.9813,190648.12883835,216347.819113079266
1655942400,2022-06-23 00:00:00,AAVE3S/USDT,1.6196,1.6267,1.0543,1.1303,276802.25432768,360276.110870223597
1655856000,2022-06-22 00:00:00,AAVE3S/USDT,1.3299,1.65,1.2527,1.6196,424222.17888471,629363.988435316055
1655769600,2022-06-21 00:00:00,AAVE3S/USDT,2.0194,2.1973,0.8127,1.3458,723517.51902407,936474.200289461857
1655683200,2022-06-20 00:00:00,AAVE3S/USDT,3.52,4.2494,1.86,2.0157,271518.20967194,650928.294980288626
1655596800,2022-06-19 00:00:00,AAVE3S/USDT,4.8027,5.8963,3.1508,3.498,167914.78912918,789362.010024471573
1655510400,2022-06-18 00:00:00,AAVE3S/USDT,3.492,5.581,3.2605,4.805,210280.72748203,997794.577942453093
1655424000,2022-06-17 00:00:00,AAVE3S/USDT,3.7094,3.9081,3.0585,3.461,88525.35921822,301345.907278958509
1655337600,2022-06-16 00:00:00,AAVE3S/USDT,2.5897,4.0303,2.358,3.7096,147164.92319332,490247.716052406374
1655251200,2022-06-15 00:00:00,AAVE3S/USDT,3.2995,4.7788,2.518,2.5897,167581.61529073,634407.755861001078
1655164800,2022-06-14 00:00:00,AAVE3S/USDT,3.8461,5.2443,2.9191,3.2995,156801.76699664,606941.668063404835
1655078400,2022-06-13 00:00:00,AAVE3S/USDT,2.8459,4.6226,2.82,3.8461,209883.79837494,816620.463685637817
1654992000,2022-06-12 00:00:00,AAVE3S/USDT,2.2656,2.9513,2.196,2.8638,225924.11233496,578234.146873351725
1654905600,2022-06-11 00:00:00,AAVE3S/USDT,1.6386,2.3597,1.5574,2.2664,158610.57920751,318371.173392310806
1654819200,2022-06-10 00:00:00,AAVE3S/USDT,1.3188,1.7442,1.275,1.6387,157746.61429855,243485.322882422757
1654732800,2022-06-09 00:00:00,AAVE3S/USDT,1.2978,1.3772,1.1817,1.3321,84794.6560073,109420.856120513429
1654646400,2022-06-08 00:00:00,AAVE3S/USDT,1.2049,1.341,1.1274,1.2914,120961.71340025,151658.875523457334
1654560000,2022-06-07 00:00:00,AAVE3S/USDT,1.0153,1.3172,1.0093,1.2048,222392.52362627,264317.497011043885
1654473600,2022-06-06 00:00:00,AAVE3S/USDT,1.0805,1.0823,0.8305,1.0127,232786.72796915,219143.262745293693
1654387200,2022-06-05 00:00:00,AAVE3S/USDT,0.99,1.0913,0.978,1.0817,140444.11165711,144036.824485779572
1654300800,2022-06-04 00:00:00,AAVE3S/USDT,0.9872,1.11,0.9624,0.997,200908.92291348,209186.773038590051
1654214400,2022-06-03 00:00:00,AAVE3S/USDT,0.8967,1.0771,0.8364,0.99,228832.01488671,225740.133031304081
1654128000,2022-06-02 00:00:00,AAVE3S/USDT,1.0314,1.1181,0.8622,0.8964,237190.13936821,240371.492031891273
1654041600,2022-06-01 00:00:00,AAVE3S/USDT,0.8729,1.1455,0.6964,1.03,531473.00159379,481467.610440386993
1653955200,2022-05-31 00:00:00,AAVE3S/USDT,0.7725,0.89,0.6395,0.8762,532724.89287517,421761.684486968317
1653868800,2022-05-30 00:00:00,AAVE3S/USDT,1.7538,1.8002,0.62,0.7736,647131.56520793,625665.342133636204
1653782400,2022-05-29 00:00:00,AAVE3S/USDT,1.7438,1.9599,1.6814,1.7481,120876.43237529,218667.113467693719
1653696000,2022-05-28 00:00:00,AAVE3S/USDT,1.9575,2.0538,1.6842,1.7562,147323.80758511,274657.906610309758
1653609600,2022-05-27 00:00:00,AAVE3S/USDT,1.5631,2.0973,1.5314,1.9575,327005.09073574,612902.41033534491
1653523200,2022-05-26 00:00:00,AAVE3S/USDT,1.5285,1.9272,1.3601,1.571,356149.5759984,566909.552808303725
1653436800,2022-05-25 00:00:00,AAVE3S/USDT,1.369,1.6664,1.3075,1.5307,206444.33174134,312125.717920979688
1653350400,2022-05-24 00:00:00,AAVE3S/USDT,1.7381,2.0476,1.2801,1.3651,214211.58491787,355660.697704835281
1653264000,2022-05-23 00:00:00,AAVE3S/USDT,2.4463,2.6,1.3123,1.7262,197587.22719321,337140.042683229002
1653177600,2022-05-22 00:00:00,AAVE3S/USDT,2.6903,2.7715,2.2001,2.4361,44055.29821971,112193.246622806288
1653091200,2022-05-21 00:00:00,AAVE3S/USDT,2.805,2.952,2.5201,2.6585,37202.01818429,100237.950292207028
1653004800,2022-05-20 00:00:00,AAVE3S/USDT,2.6615,3.3,2.0895,2.8132,113364.0439684,307540.438443427393
1652918400,2022-05-19 00:00:00,AAVE3S/USDT,4.1074,4.49,2.609,2.6677,79468.49741772,274189.773629491506
1652832000,2022-05-18 00:00:00,AAVE3S/USDT,3.0389,4.1999,2.6608,4.1075,71327.36493458,243933.751937681121
1652745600,2022-05-17 00:00:00,AAVE3S/USDT,4.3029,4.3115,2.8387,2.994,70655.38519217,244097.320230619568
1652659200,2022-05-16 00:00:00,AAVE3S/USDT,3.3512,4.5795,3.3512,4.3488,41245.91163696,172002.227797555516
1652572800,2022-05-15 00:00:00,AAVE3S/USDT,4.1302,4.7862,3.2676,3.3653,41148.5492627,164807.794536355906
1652486400,2022-05-14 00:00:00,AAVE3S/USDT,4.8439,5.7452,4.0134,4.1236,69713.38869258,351196.412325484667
1652400000,2022-05-13 00:00:00,AAVE3S/USDT,7.1416,7.4715,3.4649,4.8501,123738.11768709,604888.358720107553
1652313600,2022-05-12 00:00:00,AAVE3S/USDT,5.9287,9.2662,5.0569,7.1614,390584.90358085,2764264.198791568393
1652227200,2022-05-11 00:00:00,AAVE3S/USDT,3.5981,6.6982,3.2705,5.9293,1070214.11892097,5134962.146486397043
1652140800,2022-05-10 00:00:00,AAVE3S/USDT,5.0656,5.5513,2.6716,3.5874,758076.21915844,2755889.299959519468
1652054400,2022-05-09 00:00:00,AAVE3S/USDT,3.092,5.1075,2.9007,5.0656,543622.76885218,2264604.979650729241
1651968000,2022-05-08 00:00:00,AAVE3S/USDT,2.7273,3.1532,2.6798,3.0909,196900.39345453,567803.70072102576
1651881600,2022-05-07 00:00:00,AAVE3S/USDT,2.4145,2.8995,2.3831,2.7354,160663.08587808,410281.78865900385
1651795200,2022-05-06 00:00:00,AAVE3S/USDT,2.2707,2.6608,2.2005,2.4223,150079.78111573,363856.037142961451
1651708800,2022-05-05 00:00:00,AAVE3S/USDT,1.6819,2.45,1.596,2.2693,234794.42717318,486314.923206094827
1651622400,2022-05-04 00:00:00,AAVE3S/USDT,2.7418,2.7604,1.679,1.6821,256987.36419654,575545.032470596532
1651536000,2022-05-03 00:00:00,AAVE3S/USDT,2.5811,2.85,2.4627,2.75,155385.58316713,409581.833686025262
1651449600,2022-05-02 00:00:00,AAVE3S/USDT,2.4487,2.8477,2.3456,2.5704,171563.55373518,442632.456003751921
1651363200,2022-05-01 00:00:00,AAVE3S/USDT,2.698,2.8951,2.3478,2.4614,221922.09099793,584936.620940314727
1651276800,2022-04-30 00:00:00,AAVE3S/USDT,2.0876,2.7,1.8656,2.698,367932.56857613,828306.567104606522
1651190400,2022-04-29 00:00:00,AAVE3S/USDT,1.8001,2.2798,1.7351,2.0993,322846.80112574,648681.807047648459
1651104000,2022-04-28 00:00:00,AAVE3S/USDT,1.7327,1.8725,1.513,1.8048,522110.99624255,885989.215791672433
1651017600,2022-04-27 00:00:00,AAVE3S/USDT,2.1564,2.2194,1.4631,1.7333,694983.51237577,1176801.052659186175
1650931200,2022-04-26 00:00:00,AAVE3S/USDT,1.8084,2.263,1.5,2.1629,409809.08149134,757340.210553337704
1650844800,2022-04-25 00:00:00,AAVE3S/USDT,1.8853,2.3251,1.761,1.8084,206308.59874329,425151.568739397405
1650758400,2022-04-24 00:00:00,AAVE3S/USDT,1.6801,1.916,1.6516,1.8872,120938.17330141,218723.936147902811
1650672000,2022-04-23 00:00:00,AAVE3S/USDT,1.5929,1.7059,1.53,1.6884,173977.13200908,280776.964099748764
1650585600,2022-04-22 00:00:00,AAVE3S/USDT,1.6853,1.7563,1.4799,1.5881,268111.25824443,431400.667964650755
1650499200,2022-04-21 00:00:00,AAVE3S/USDT,1.3978,1.7951,1.1773,1.6802,569012.76334692,810446.207337174824
1650412800,2022-04-20 00:00:00,AAVE3S/USDT,1.4758,1.5729,1.1203,1.3903,540101.7640249,723386.85631385317
1650326400,2022-04-19 00:00:00,AAVE3S/USDT,1.9743,2.0569,1.4483,1.4707,139687.41750368,236704.227191037647
1650240000,2022-04-18 00:00:00,AAVE3S/USDT,2.0564,2.3924,1.9386,1.9805,142722.0121578,308277.993011751909
1650153600,2022-04-17 00:00:00,AAVE3S/USDT,1.88,2.0831,1.7099,2.0462,87825.39918542,161864.441298552627
1650067200,2022-04-16 00:00:00,AAVE3S/USDT,1.7586,1.9449,1.758,1.8777,66246.38250278,122878.311919656097
1649980800,2022-04-15 00:00:00,AAVE3S/USDT,1.9101,1.9999,1.7401,1.769,125229.72550539,233591.158539464404
1649894400,2022-04-14 00:00:00,AAVE3S/USDT,1.7281,2.05,1.6625,1.9086,213134.68588305,397889.999009352258
1649808000,2022-04-13 00:00:00,AAVE3S/USDT,2.2998,2.4,1.6842,1.7304,243874.03748022,489647.320692515013
1649721600,2022-04-12 00:00:00,AAVE3S/USDT,2.6699,2.6839,1.974,2.2911,272071.15976302,628448.050948246928
1649635200,2022-04-11 00:00:00,AAVE3S/USDT,2.0503,2.7099,1.9832,2.6656,246164.44134376,596570.128844282402
1649548800,2022-04-10 00:00:00,AAVE3S/USDT,1.7804,2.0746,1.6746,2.0442,237869.56017446,443126.455925627635
1649462400,2022-04-09 00:00:00,AAVE3S/USDT,1.8272,2.0312,1.7476,1.7804,305832.7183933,569870.083654379238
1649376000,2022-04-08 00:00:00,AAVE3S/USDT,1.4405,1.8989,1.4403,1.82,495123.149234,808673.379383890714
1649289600,2022-04-07 00:00:00,AAVE3S/USDT,1.7237,1.7499,1.3187,1.4254,545548.32831812,815026.509242366925
1649203200,2022-04-06 00:00:00,AAVE3S/USDT,1.222,1.7267,1.2202,1.722,718009.93860409,1069731.655300749516
1649116800,2022-04-05 00:00:00,AAVE3S/USDT,0.9966,1.2446,0.9909,1.2225,651204.25412614,720929.272676835493
1649030400,2022-04-04 00:00:00,AAVE3S/USDT,0.9483,1.1544,0.9472,1.0014,717856.50256053,742036.154406346993
1648944000,2022-04-03 00:00:00,AAVE3S/USDT,1.0061,1.092,0.8239,0.9474,862392.21005199,818694.976835390639
1648857600,2022-04-02 00:00:00,AAVE3S/USDT,0.9445,1.05,0.7964,1.0096,932066.69321221,887148.001453393071
1648771200,2022-04-01 00:00:00,AAVE3S/USDT,1.8267,1.8522,0.7096,0.9445,1588010.69136418,1637175.596479290509
1648684800,2022-03-31 00:00:00,AAVE3S/USDT,1.5242,1.9435,1.4289,1.8367,543842.12812518,898395.799636516748
1648598400,2022-03-30 00:00:00,AAVE3S/USDT,1.5571,1.8285,1.1,1.5232,1008643.88493481,1420370.333240640919
1648512000,2022-03-29 00:00:00,AAVE3S/USDT,4.6551,4.6823,1.5149,1.548,531495.25762885,1093482.675308914973
1648425600,2022-03-28 00:00:00,AAVE3S/USDT,4.5559,4.7762,3.7669,4.6871,51118.50420497,217540.929234577644
1648339200,2022-03-27 00:00:00,AAVE3S/USDT,5.0691,5.44,4.5245,4.5532,36368.85940514,182662.650968457182
1648252800,2022-03-26 00:00:00,AAVE3S/USDT,5.1556,5.2851,4.7486,5.0439,44657.43949651,223678.384348306122
1648166400,2022-03-25 00:00:00,AAVE3S/USDT,4.6883,5.3707,4.1735,5.1452,69147.699455,329252.578186386348
1648080000,2022-03-24 00:00:00,AAVE3S/USDT,6.0734,6.4172,4.1862,4.674,63188.67120932,324773.515493158223
1647993600,2022-03-23 00:00:00,AAVE3S/USDT,6.481,6.9613,5.9442,6.0777,27379.95299741,176967.447414400246
1647907200,2022-03-22 00:00:00,AAVE3S/USDT,6.37,6.6139,5.3744,6.481,39492.8659825,235699.657107410858
1647820800,2022-03-21 00:00:00,AAVE3S/USDT,6.5366,7.2315,5.3361,6.3582,91736.53073285,576725.78336236362
1647734400,2022-03-20 00:00:00,AAVE3S/USDT,5.9933,7.2,5.7233,6.5511,76980.953043,492622.537013530973
1647648000,2022-03-19 00:00:00,AAVE3S/USDT,5.7245,6.2473,5.17,6.0001,56316.56777179,319673.042272772218
1647561600,2022-03-18 00:00:00,AAVE3S/USDT,6.3668,7.272,5.21,5.7158,100780.8872801,633237.295962613158
1647475200,2022-03-17 00:00:00,AAVE3S/USDT,9.0921,10.0946,6.0954,6.3582,78776.04682348,623145.482398155222
1647388800,2022-03-16 00:00:00,AAVE3S/USDT,16.2816,16.6839,9,9.0841,30442.25269365,360644.782478349839
1647302400,2022-03-15 00:00:00,AAVE3S/USDT,17.8899,19.8595,15.9382,16.3615,5839.87135148,104333.953502709587
1647216000,2022-03-14 00:00:00,AAVE3S/USDT,19.2,20.4037,16.5133,17.8512,8210.73362505,152608.790819300939
1647129600,2022-03-13 00:00:00,AAVE3S/USDT,17.3611,19.619,17.0699,19.1763,5718.85747987,102587.593287478764
1647043200,2022-03-12 00:00:00,AAVE3S/USDT,18.9369,18.9866,16.6578,17.2406,4948.5126424,86092.433865030718
1646956800,2022-03-11 00:00:00,AAVE3S/USDT,17.7984,19.8153,16.9626,18.8233,10372.40994942,192029.218062742955
1646870400,2022-03-10 00:00:00,AAVE3S/USDT,14.9868,18.5205,14.6286,17.7983,14958.41192828,255476.732012805934
1646784000,2022-03-09 00:00:00,AAVE3S/USDT,17.4441,17.5347,13.833,14.8768,7522.47926865,113417.04152667107
1646697600,2022-03-08 00:00:00,AAVE3S/USDT,19.7772,20.1,15.6581,17.4477,28554.34666613,502069.232872486863
1646611200,2022-03-07 00:00:00,AAVE3S/USDT,19.779,21.76,16.2418,19.6999,21534.31852734,411482.562324451677
1646524800,2022-03-06 00:00:00,AAVE3S/USDT,16.6332,19.9122,16.2418,19.7591,17871.68302913,328502.566494628819
1646438400,2022-03-05 00:00:00,AAVE3S/USDT,16.8531,17.6651,15.9765,16.612,20726.14297865,349058.461214045853
1646352000,2022-03-04 00:00:00,AAVE3S/USDT,15.0021,17.5347,14.2877,16.8531,33151.52953592,517254.285475752826
1646265600,2022-03-03 00:00:00,AAVE3S/USDT,12.7071,15.8899,12.6996,14.8456,30409.69578642,439447.692273713801
1646179200,2022-03-02 00:00:00,AAVE3S/USDT,11.35,13.2303,10.7766,12.7262,29389.7006383,354079.390620629697
1646092800,2022-03-01 00:00:00,AAVE3S/USDT,10.7425,12.1391,9.7385,11.4436,34386.1087912,387984.915354724041
1646006400,2022-02-28 00:00:00,AAVE3S/USDT,15.8931,17.0346,10.475,10.7489,37218.47849457,524696.565243397395
1645920000,2022-02-27 00:00:00,AAVE3S/USDT,14.2695,16.5776,11.7007,15.7857,29571.60969947,434433.872554404151
1645833600,2022-02-26 00:00:00,AAVE3S/USDT,13.3272,15.0228,12.1996,14.2866,24323.34517524,332523.76041278989
1645747200,2022-02-25 00:00:00,AAVE3S/USDT,21.4567,23.3277,12.4494,13.4526,20109.567358,338918.583676785553
1645660800,2022-02-24 00:00:00,AAVE3S/USDT,19.3296,27.399,19.043,21.5637,22371.60965579,530425.469144020432
1645574400,2022-02-23 00:00:00,AAVE3S/USDT,17.8599,19.6022,14.6246,19.3296,12889.57998311,216673.044842573954
1645488000,2022-02-22 00:00:00,AAVE3S/USDT,20.7909,22.1506,16.9815,17.9075,17198.94183348,331487.416221026124
1645401600,2022-02-21 00:00:00,AAVE3S/USDT,17.4288,21.0789,14.9702,20.7732,15231.22476048,264494.360830554034
1645315200,2022-02-20 00:00:00,AAVE3S/USDT,14.8459,18.33,14.7993,17.3729,17599.9245087,299272.754206817711
1645228800,2022-02-19 00:00:00,AAVE3S/USDT,15.0418,16.3552,13.9938,14.8905,10590.5905322,159542.636920441314
1645142400,2022-02-18 00:00:00,AAVE3S/USDT,13.1071,15.7623,12.4298,15.087,20363.1191983,284985.306485330604
1645056000,2022-02-17 00:00:00,AAVE3S/USDT,10.1339,13.548,9.5783,13.1453,26369.59066246,313915.963612194971
1644969600,2022-02-16 00:00:00,AAVE3S/USDT,9.8475,11.3846,9.4746,10.1442,19296.95120395,195838.514770185704
1644883200,2022-02-15 00:00:00,AAVE3S/USDT,12.4137,12.6267,9.7028,9.818,11681.75635036,130537.434588962717
1644796800,2022-02-14 00:00:00,AAVE3S/USDT,13.0246,14.418,12.1643,12.4137,24799.00746824,331730.917429504128
1644710400,2022-02-13 00:00:00,AAVE3S/USDT,12.0557,13.5846,11.4367,13.0376,14374.62034802,177996.563448710833
