https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume QKC,Volume BTC
1663171200,2022-09-14 16:00:00,QKC/BTC,0.0000005663,0.0000005663,0.000000565,0.000000565,68210.2952,0.03856032581397
1663167600,2022-09-14 15:00:00,QKC/BTC,0.0000005651,0.0000005799,0.000000565,0.0000005704,141456.0101,0.08036698777757
1663164000,2022-09-14 14:00:00,QKC/BTC,0.0000005532,0.00000057,0.0000005532,0.000000565,433119.1793,0.24507390682438
1663160400,2022-09-14 13:00:00,QKC/BTC,0.0000005504,0.00000057,0.0000005501,0.0000005501,257793.6377,0.14277506164673
1663156800,2022-09-14 12:00:00,QKC/BTC,0.000000558,0.000000558,0.0000005501,0.0000005501,41358.0819,0.02282914698793
1663153200,2022-09-14 11:00:00,QKC/BTC,0.0000005662,0.0000005662,0.0000005503,0.0000005549,413125.6951,0.23117609455875
1663149600,2022-09-14 10:00:00,QKC/BTC,0.0000005557,0.00000058,0.0000005501,0.0000005661,1386458.831,0.78382121455259
1663146000,2022-09-14 09:00:00,QKC/BTC,0.0000005765,0.0000005895,0.0000005509,0.0000005557,812942.6306,0.46628242666015
1663142400,2022-09-14 08:00:00,QKC/BTC,0.000000567,0.0000005796,0.0000005649,0.0000005796,298556.8382,0.17039499499773
1663138800,2022-09-14 07:00:00,QKC/BTC,0.00000055,0.0000005697,0.00000055,0.0000005697,156086.0625,0.08749182322727
1663135200,2022-09-14 06:00:00,QKC/BTC,0.0000005432,0.000000554,0.0000005432,0.00000055,19768.0471,0.01092598767646
1663131600,2022-09-14 05:00:00,QKC/BTC,0.0000005382,0.0000005457,0.0000005382,0.0000005404,10228.5303,0.00553727772515
1663128000,2022-09-14 04:00:00,QKC/BTC,0.0000005382,0.0000005382,0.000000534,0.000000534,26437.26,0.01414981453304
1663124400,2022-09-14 03:00:00,QKC/BTC,0.0000005386,0.000000541,0.0000005336,0.000000541,11300.6268,0.0060792041319
1663120800,2022-09-14 02:00:00,QKC/BTC,0.0000005386,0.0000005399,0.0000005386,0.0000005399,51387.5153,0.02774410737822
1663117200,2022-09-14 01:00:00,QKC/BTC,0.0000005399,0.0000005399,0.0000005386,0.0000005386,4448.366,0.00240166943732
1663113600,2022-09-14 00:00:00,QKC/BTC,0.0000005396,0.0000005396,0.0000005396,0.0000005396,0,0
1663110000,2022-09-13 23:00:00,QKC/BTC,0.0000005399,0.0000005399,0.0000005394,0.0000005396,397.8211,0.00021458612606
1663106400,2022-09-13 22:00:00,QKC/BTC,0.0000005432,0.0000005433,0.0000005394,0.0000005394,8029.1201,0.00436084522568
1663102800,2022-09-13 21:00:00,QKC/BTC,0.0000005394,0.0000005479,0.0000005394,0.00000054,11981.6829,0.00653326881318
1663099200,2022-09-13 20:00:00,QKC/BTC,0.0000005357,0.0000005451,0.0000005341,0.0000005382,35889.9234,0.01939917817306
1663095600,2022-09-13 19:00:00,QKC/BTC,0.0000005347,0.0000005381,0.0000005332,0.0000005332,94023.6789,0.050262973084
1663092000,2022-09-13 18:00:00,QKC/BTC,0.0000005332,0.0000005354,0.0000005303,0.0000005349,36169.9275,0.01919186735421
1663088400,2022-09-13 17:00:00,QKC/BTC,0.0000005368,0.0000005368,0.0000005333,0.0000005362,3766.5635,0.00202042274471
1663084800,2022-09-13 16:00:00,QKC/BTC,0.0000005211,0.0000005374,0.0000005209,0.0000005369,34190.5315,0.01808001963707
1663081200,2022-09-13 15:00:00,QKC/BTC,0.00000053,0.00000053,0.0000005202,0.0000005236,81780.1641,0.04273569312154
1663077600,2022-09-13 14:00:00,QKC/BTC,0.0000005308,0.0000005308,0.0000005265,0.00000053,136704.5908,0.07242297649608
1663074000,2022-09-13 13:00:00,QKC/BTC,0.00000053,0.0000005332,0.0000005294,0.0000005332,113985.0829,0.06035927223673
1663070400,2022-09-13 12:00:00,QKC/BTC,0.0000005408,0.0000005454,0.0000005239,0.00000053,463021.5146,0.24657524782246
1663066800,2022-09-13 11:00:00,QKC/BTC,0.0000005551,0.0000005551,0.0000005303,0.0000005434,575574.8459,0.31366859438676
1663063200,2022-09-13 10:00:00,QKC/BTC,0.0000005534,0.0000005599,0.0000005488,0.0000005551,249192.8498,0.13878460225258
1663059600,2022-09-13 09:00:00,QKC/BTC,0.00000053,0.0000005563,0.00000053,0.0000005488,365006.8718,0.20193674972446
1663056000,2022-09-13 08:00:00,QKC/BTC,0.0000005332,0.0000005376,0.00000052,0.0000005332,235426.8379,0.12395725107985
1663052400,2022-09-13 07:00:00,QKC/BTC,0.0000005331,0.0000005331,0.000000527,0.0000005301,2171.4875,0.0011486443387
1663048800,2022-09-13 06:00:00,QKC/BTC,0.0000005299,0.0000005302,0.0000005279,0.0000005302,35538.4426,0.01883147162142
1663045200,2022-09-13 05:00:00,QKC/BTC,0.0000005363,0.0000005363,0.0000005299,0.0000005299,119133.9361,0.06318348255169
1663041600,2022-09-13 04:00:00,QKC/BTC,0.0000005426,0.0000005426,0.00000053,0.0000005363,261044.2999,0.13900232444747
1663038000,2022-09-13 03:00:00,QKC/BTC,0.0000005236,0.00000055,0.0000005236,0.0000005426,1398436.8408,0.75750259869648
1663034400,2022-09-13 02:00:00,QKC/BTC,0.000000527,0.000000527,0.0000005001,0.0000005224,379024.4077,0.19417296184044
1663030800,2022-09-13 01:00:00,QKC/BTC,0.00000053,0.0000005325,0.000000525,0.00000053,193902.251,0.10276288502527
1663027200,2022-09-13 00:00:00,QKC/BTC,0.0000005311,0.0000005363,0.00000053,0.00000053,258275.1629,0.13692594530431
1663023600,2022-09-12 23:00:00,QKC/BTC,0.000000546,0.00000055,0.0000005301,0.0000005363,1306349.8384,0.71056719705879
1663020000,2022-09-12 22:00:00,QKC/BTC,0.0000005314,0.0000005496,0.0000005302,0.0000005456,272680.3421,0.14743671540907
1663016400,2022-09-12 21:00:00,QKC/BTC,0.00000056,0.00000056,0.00000053,0.0000005328,895039.7238,0.47986973626507
1663012800,2022-09-12 20:00:00,QKC/BTC,0.0000005518,0.0000005611,0.00000054,0.000000561,388941.5612,0.21138181482244
1663009200,2022-09-12 19:00:00,QKC/BTC,0.0000005557,0.0000005587,0.00000054,0.0000005518,467299.9592,0.25497728595295
1663005600,2022-09-12 18:00:00,QKC/BTC,0.0000005335,0.0000005565,0.0000005301,0.0000005565,719135.286,0.39004976575622
1663002000,2022-09-12 17:00:00,QKC/BTC,0.00000055,0.0000005598,0.0000005304,0.0000005386,838849.9186,0.45948265953801
1662998400,2022-09-12 16:00:00,QKC/BTC,0.0000005533,0.0000005533,0.0000005406,0.00000055,502046.2734,0.27466016602664
1662994800,2022-09-12 15:00:00,QKC/BTC,0.0000005601,0.0000005758,0.00000055,0.0000005539,681267.8942,0.37689387323461
1662991200,2022-09-12 14:00:00,QKC/BTC,0.000000555,0.0000005642,0.00000055,0.0000005641,618621.8256,0.34426214541583
1662987600,2022-09-12 13:00:00,QKC/BTC,0.000000565,0.0000005788,0.0000005501,0.0000005549,1020521.8552,0.57054846406079
1662984000,2022-09-12 12:00:00,QKC/BTC,0.0000005632,0.0000005798,0.0000005501,0.000000565,947533.3773,0.53150651802103
1662980400,2022-09-12 11:00:00,QKC/BTC,0.0000005766,0.00000058,0.0000005549,0.0000005611,256969.5048,0.14699837464193
1662976800,2022-09-12 10:00:00,QKC/BTC,0.0000005743,0.00000058,0.0000005501,0.0000005766,765911.2786,0.43527401961349
1662973200,2022-09-12 09:00:00,QKC/BTC,0.0000005322,0.000000576,0.0000005322,0.0000005706,1190917.4084,0.66067718520142
1662969600,2022-09-12 08:00:00,QKC/BTC,0.0000005325,0.0000005363,0.000000519,0.0000005321,327703.7293,0.1708320226499
1662966000,2022-09-12 07:00:00,QKC/BTC,0.0000005325,0.00000055,0.0000005239,0.0000005325,134377.2426,0.07338341696492
1662962400,2022-09-12 06:00:00,QKC/BTC,0.0000005325,0.0000005325,0.0000005302,0.0000005302,1090.1268,0.00058032635313
1662958800,2022-09-12 05:00:00,QKC/BTC,0.0000005325,0.0000005325,0.0000005325,0.0000005325,420.645,0.0002239934625
1662955200,2022-09-12 04:00:00,QKC/BTC,0.0000005285,0.0000005399,0.000000527,0.0000005325,290647.071,0.15409235367269
1662951600,2022-09-12 03:00:00,QKC/BTC,0.0000005301,0.0000005301,0.0000005301,0.0000005301,175.2574,0.00009290394774
1662948000,2022-09-12 02:00:00,QKC/BTC,0.0000005301,0.0000005356,0.0000005301,0.0000005352,273.669,0.00014510224544
1662944400,2022-09-12 01:00:00,QKC/BTC,0.0000005356,0.0000005363,0.0000005301,0.0000005363,18261.816,0.00978808280143
1662940800,2022-09-12 00:00:00,QKC/BTC,0.0000005335,0.000000534,0.000000525,0.000000534,95162.3514,0.05004817294305
1662937200,2022-09-11 23:00:00,QKC/BTC,0.00000054,0.0000005414,0.0000005337,0.0000005337,11950.3063,0.00638932341742
1662933600,2022-09-11 22:00:00,QKC/BTC,0.0000005421,0.00000055,0.0000005367,0.00000054,214958.317,0.11623531511979
1662930000,2022-09-11 21:00:00,QKC/BTC,0.0000005399,0.0000005421,0.0000005333,0.0000005364,318786.5728,0.17214774109546
1662926400,2022-09-11 20:00:00,QKC/BTC,0.0000005399,0.00000054,0.0000005399,0.00000054,204801.2113,0.11059174045846
1662922800,2022-09-11 19:00:00,QKC/BTC,0.000000539,0.00000054,0.0000005363,0.00000054,555013.0799,0.29969026487554
1662919200,2022-09-11 18:00:00,QKC/BTC,0.00000056,0.00000056,0.00000052,0.000000536,3789963.8632,2.03499746463049
1662915600,2022-09-11 17:00:00,QKC/BTC,0.000000545,0.0000005666,0.000000545,0.00000056,2792256.9348,1.56350614088138
1662912000,2022-09-11 16:00:00,QKC/BTC,0.0000005302,0.0000005519,0.0000005301,0.0000005456,206540.8627,0.11333152681853
1662908400,2022-09-11 15:00:00,QKC/BTC,0.0000005301,0.0000005399,0.0000005239,0.0000005332,276272.0555,0.14651792355651
1662904800,2022-09-11 14:00:00,QKC/BTC,0.0000005263,0.00000055,0.0000005263,0.00000053,472904.6189,0.25503696198569
1662901200,2022-09-11 13:00:00,QKC/BTC,0.0000005177,0.00000053,0.00000051,0.0000005239,333765.9699,0.17153648363563
1662897600,2022-09-11 12:00:00,QKC/BTC,0.0000005336,0.0000005336,0.0000005187,0.00000052,168722.0706,0.08836021748142
1662894000,2022-09-11 11:00:00,QKC/BTC,0.0000005394,0.0000005496,0.00000053,0.0000005363,335289.4399,0.17897048454427
1662890400,2022-09-11 10:00:00,QKC/BTC,0.0000005263,0.0000005424,0.00000051,0.0000005363,621462.5231,0.33129512260879
1662886800,2022-09-11 09:00:00,QKC/BTC,0.0000005169,0.00000053,0.0000005169,0.0000005227,476068.2672,0.25010208852701
1662883200,2022-09-11 08:00:00,QKC/BTC,0.0000005188,0.0000005269,0.0000005067,0.0000005138,218859.8304,0.11232387103625
1662879600,2022-09-11 07:00:00,QKC/BTC,0.0000005239,0.00000053,0.00000051,0.0000005208,340733.8757,0.17706960595739
1662876000,2022-09-11 06:00:00,QKC/BTC,0.0000005187,0.0000005299,0.0000005091,0.00000052,643114.9265,0.333995782664
1662872400,2022-09-11 05:00:00,QKC/BTC,0.0000005154,0.0000005299,0.0000005154,0.00000052,89735.0006,0.04675286980612
1662868800,2022-09-11 04:00:00,QKC/BTC,0.0000005163,0.0000005163,0.000000509,0.000000516,3946.5568,0.00203032504439
1662865200,2022-09-11 03:00:00,QKC/BTC,0.00000051,0.000000517,0.00000051,0.0000005115,294025.3559,0.15001230489203
1662861600,2022-09-11 02:00:00,QKC/BTC,0.0000005199,0.0000005199,0.00000051,0.00000051,43725.5573,0.02251628570618
1662858000,2022-09-11 01:00:00,QKC/BTC,0.0000005187,0.00000052,0.0000005,0.0000005175,1402350.8757,0.71992125977354
1662854400,2022-09-11 00:00:00,QKC/BTC,0.0000005239,0.000000527,0.0000005187,0.0000005239,65342.5598,0.03400236857532
1662850800,2022-09-10 23:00:00,QKC/BTC,0.0000005332,0.0000005332,0.0000005102,0.0000005205,503561.6241,0.25984134339001
1662847200,2022-09-10 22:00:00,QKC/BTC,0.000000528,0.0000005386,0.000000526,0.0000005332,16346.642,0.00868627808246
1662843600,2022-09-10 21:00:00,QKC/BTC,0.0000005296,0.0000005332,0.0000005201,0.0000005332,256752.8956,0.13392841844842
1662840000,2022-09-10 20:00:00,QKC/BTC,0.0000005398,0.00000054,0.000000527,0.0000005301,53204.4172,0.02859102755716
1662836400,2022-09-10 19:00:00,QKC/BTC,0.0000005177,0.0000005398,0.0000005177,0.0000005363,266243.078,0.1412965414839
1662832800,2022-09-10 18:00:00,QKC/BTC,0.00000052,0.0000005208,0.0000005123,0.0000005123,23169.6788,0.01188491865798
1662829200,2022-09-10 17:00:00,QKC/BTC,0.0000005299,0.0000005299,0.0000005147,0.00000052,6151.1944,0.00319645997401
1662825600,2022-09-10 16:00:00,QKC/BTC,0.0000005208,0.0000005382,0.0000005143,0.0000005301,391799.346,0.20715402331126
1662822000,2022-09-10 15:00:00,QKC/BTC,0.0000005209,0.000000527,0.00000052,0.000000527,39562.6998,0.0205779974906
1662818400,2022-09-10 14:00:00,QKC/BTC,0.0000005238,0.0000005269,0.0000005115,0.0000005257,38077.0612,0.01983251350452
1662814800,2022-09-10 13:00:00,QKC/BTC,0.000000524,0.00000053,0.0000005,0.00000052,2679567.8214,1.38058840961613
1662811200,2022-09-10 12:00:00,QKC/BTC,0.0000005145,0.0000005296,0.0000005145,0.0000005293,239172.3824,0.12489079199196
1662807600,2022-09-10 11:00:00,QKC/BTC,0.00000051,0.00000051,0.00000051,0.00000051,560.0028,0.000285601428
1662804000,2022-09-10 10:00:00,QKC/BTC,0.000000514,0.000000514,0.0000005096,0.0000005096,56.2301,0.00002886028968
1662800400,2022-09-10 09:00:00,QKC/BTC,0.0000005096,0.00000051,0.0000005096,0.00000051,817.9358,0.00041698237176
1662796800,2022-09-10 08:00:00,QKC/BTC,0.0000005096,0.00000051,0.0000005096,0.0000005096,200380.5769,0.1021140930084
1662793200,2022-09-10 07:00:00,QKC/BTC,0.0000005096,0.0000005096,0.0000005096,0.0000005096,151081.3368,0.07699104923328
1662789600,2022-09-10 06:00:00,QKC/BTC,0.0000005096,0.0000005096,0.0000005096,0.0000005096,137755.169,0.0702000341224
1662786000,2022-09-10 05:00:00,QKC/BTC,0.0000005096,0.0000005096,0.0000005096,0.0000005096,348351.4942,0.17751992144432
1662782400,2022-09-10 04:00:00,QKC/BTC,0.0000005137,0.0000005137,0.0000005096,0.00000051,178208.8866,0.0911066728986
1662778800,2022-09-10 03:00:00,QKC/BTC,0.0000005116,0.0000005146,0.0000005111,0.0000005111,573812.6281,0.29327818909939
1662775200,2022-09-10 02:00:00,QKC/BTC,0.0000005129,0.0000005146,0.0000005111,0.0000005146,661436.2995,0.3388856355444
1662771600,2022-09-10 01:00:00,QKC/BTC,0.0000005133,0.0000005133,0.0000005129,0.0000005129,794207.7147,0.40744826968376
1662768000,2022-09-10 00:00:00,QKC/BTC,0.0000005133,0.0000005133,0.0000005132,0.0000005132,539386.8916,0.27681456618856
1662764400,2022-09-09 23:00:00,QKC/BTC,0.0000005189,0.0000005208,0.0000005132,0.0000005132,143932.2994,0.07391423615398
1662760800,2022-09-09 22:00:00,QKC/BTC,0.00000052,0.00000053,0.000000509,0.00000052,1346913.5127,0.6969409143336
1662757200,2022-09-09 21:00:00,QKC/BTC,0.0000005,0.00000053,0.0000005,0.00000052,1938812.9707,1.01025426078487
1662753600,2022-09-09 20:00:00,QKC/BTC,0.000000496,0.0000005,0.000000496,0.000000496,164223.6989,0.08210483003059
1662750000,2022-09-09 19:00:00,QKC/BTC,0.000000499,0.0000005,0.000000496,0.0000004999,435086.7886,0.21742085610433
1662746400,2022-09-09 18:00:00,QKC/BTC,0.0000004956,0.0000004998,0.0000004929,0.0000004993,156454.2901,0.07792881567563
1662742800,2022-09-09 17:00:00,QKC/BTC,0.000000493,0.000000501,0.00000048,0.0000004956,992522.139,0.47935630213005
1662739200,2022-09-09 16:00:00,QKC/BTC,0.0000005,0.0000005046,0.00000049,0.0000004991,169543.3286,0.08317907273108
1662735600,2022-09-09 15:00:00,QKC/BTC,0.0000005022,0.0000005022,0.0000005,0.0000005,492.3513,0.00024617566078
1662732000,2022-09-09 14:00:00,QKC/BTC,0.00000051,0.00000051,0.0000005022,0.0000005022,3265.6227,0.00165057592015
1662728400,2022-09-09 13:00:00,QKC/BTC,0.0000005199,0.0000005199,0.0000005,0.00000051,728451.5306,0.36459334034817
1662724800,2022-09-09 12:00:00,QKC/BTC,0.0000005177,0.0000005207,0.0000005103,0.0000005204,305635.6779,0.15870427118573
1662721200,2022-09-09 11:00:00,QKC/BTC,0.0000005266,0.0000005266,0.0000005139,0.0000005177,3464.2468,0.00179473781051
1662717600,2022-09-09 10:00:00,QKC/BTC,0.0000005202,0.000000527,0.0000005127,0.0000005267,428967.3067,0.22087309347801
1662714000,2022-09-09 09:00:00,QKC/BTC,0.0000005363,0.0000005394,0.0000005202,0.0000005202,150075.529,0.07889225623731
