https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume JPY
1663545600000.0,2022-09-19 00:00:00,BTC/JPY,2773441.3,2782121.35,2770455.81,2781743.48,0.10124752987108647,281644.656085
1663542000000.0,2022-09-18 23:00:00,BTC/JPY,2778000.0,2790514.34,2766257.29,2773441.3,0.504842273097325,1400150.410194
1663538400000.0,2022-09-18 22:00:00,BTC/JPY,2784366.17,2785633.91,2765883.72,2778000.0,0.44908150686069115,1247548.426059
1663534800000.0,2022-09-18 21:00:00,BTC/JPY,2820520.62,2821046.12,2773635.99,2784366.17,0.2798411020975736,779180.097656
1663531200000.0,2022-09-18 20:00:00,BTC/JPY,2821222.61,2823536.66,2812118.67,2820520.62,0.007100763627815633,20027.85023
1663527600000.0,2022-09-18 19:00:00,BTC/JPY,2802735.7,2821222.61,2800720.2,2821222.61,0.009868147333471144,27840.240376
1663524000000.0,2022-09-18 18:00:00,BTC/JPY,2806982.94,2816497.38,2795771.94,2802735.7,0.09834120613727508,275624.409222
1663520400000.0,2022-09-18 17:00:00,BTC/JPY,2819036.65,2820625.92,2802157.25,2806982.94,0.4166726589959253,1169593.045366
1663516800000.0,2022-09-18 16:00:00,BTC/JPY,2833579.1,2839368.57,2806054.7,2819036.65,1.52893677284295,4310128.798177
1663513200000.0,2022-09-18 15:00:00,BTC/JPY,2832752.64,2841597.78,2826000.42,2832712.45,0.39794041208630265,1127250.759675
1663509600000.0,2022-09-18 14:00:00,BTC/JPY,2855444.67,2855444.67,2820293.77,2832752.64,0.491169207982805,1391360.8706
1663506000000.0,2022-09-18 13:00:00,BTC/JPY,2859376.74,2859564.62,2849555.92,2855444.67,0.07698393848724093,219823.376829
1663502400000.0,2022-09-18 12:00:00,BTC/JPY,2849703.81,2859999.99,2838498.16,2859376.74,0.03995105186838723,114235.108451
1663498800000.0,2022-09-18 11:00:00,BTC/JPY,2845902.7,2852122.61,2842000.01,2849703.81,0.2068750937547436,589532.742867
1663495200000.0,2022-09-18 10:00:00,BTC/JPY,2834401.0,2860999.99,2815853.35,2845902.7,0.40081581425781,1140682.807999
1663491600000.0,2022-09-18 09:00:00,BTC/JPY,2866029.24,2869895.27,2833062.76,2834401.0,1.0930262465307485,3098074.686193
1663488000000.0,2022-09-18 08:00:00,BTC/JPY,2865394.0,2870999.99,2862888.91,2866029.24,1.2565115559093178,3601198.859634
1663484400000.0,2022-09-18 07:00:00,BTC/JPY,2859957.68,2870425.64,2859957.68,2865394.0,1.1206095113097885,3210987.77005
1663480800000.0,2022-09-18 06:00:00,BTC/JPY,2866852.05,2872215.07,2859957.68,2859957.68,2.635684456281185,7537946.002798
1663477200000.0,2022-09-18 05:00:00,BTC/JPY,2862025.16,2868999.99,2857827.08,2866852.05,0.33628403719508304,964076.581415
1663473600000.0,2022-09-18 04:00:00,BTC/JPY,2860600.58,2862629.92,2853437.67,2862025.16,1.9752933611981245,5653339.29813
1663470000000.0,2022-09-18 03:00:00,BTC/JPY,2865258.55,2865258.55,2852000.01,2860600.58,0.6354176303218816,1817676.041841
