https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SYNR,Volume USDT
1662076800,2022-09-02 00:00:00,SYNR/USDT,0.0137,0.01387,0.01361,0.0137,6886803.4632,94323.288547862
1661990400,2022-09-01 00:00:00,SYNR/USDT,0.01388,0.01399,0.01361,0.0137,7363739.7205,101048.428941588
1661904000,2022-08-31 00:00:00,SYNR/USDT,0.0137,0.01399,0.01364,0.01395,7765750.965,107506.606261636
1661817600,2022-08-30 00:00:00,SYNR/USDT,0.01393,0.01409,0.01361,0.01374,7656094.4535,106182.605530555
1661731200,2022-08-29 00:00:00,SYNR/USDT,0.01394,0.01426,0.01386,0.01393,7647830.1785,106935.605392469
1661644800,2022-08-28 00:00:00,SYNR/USDT,0.01467,0.01469,0.01379,0.01394,7608839.6443,108686.349434412
1661558400,2022-08-27 00:00:00,SYNR/USDT,0.01553,0.01596,0.01449,0.01466,9246635.2348,137703.813607008
1661472000,2022-08-26 00:00:00,SYNR/USDT,0.014,0.0369,0.01395,0.01553,29950842.3981506,525641.417258998282
1661385600,2022-08-25 00:00:00,SYNR/USDT,0.01384,0.01425,0.01361,0.01401,7620671.614,105463.806243071
1661299200,2022-08-24 00:00:00,SYNR/USDT,0.0141,0.01422,0.01346,0.01386,6907971.7852,96180.134840301
1661212800,2022-08-23 00:00:00,SYNR/USDT,0.01417,0.01443,0.01382,0.01415,7195835.4708,101797.00081879
1661126400,2022-08-22 00:00:00,SYNR/USDT,0.01422,0.01423,0.01416,0.01417,4512445.9741,64020.73714752
1661040000,2022-08-21 00:00:00,SYNR/USDT,0.01446,0.01458,0.0141,0.01422,6221201.9513,89508.96286533
1660953600,2022-08-20 00:00:00,SYNR/USDT,0.01442,0.0145,0.01416,0.01446,7620795.5888,109737.564438789
1660867200,2022-08-19 00:00:00,SYNR/USDT,0.01425,0.0167,0.0141,0.01445,11875175.9894,174915.314665637
1660780800,2022-08-18 00:00:00,SYNR/USDT,0.01429,0.01435,0.01421,0.01428,5345561.311,76082.43430581
1660694400,2022-08-17 00:00:00,SYNR/USDT,0.01405,0.02,0.0138,0.01426,9054251.44807729,133099.032511111995
1660608000,2022-08-16 00:00:00,SYNR/USDT,0.01449,0.01454,0.01403,0.01413,6370265.9145,91341.611148118
1660521600,2022-08-15 00:00:00,SYNR/USDT,0.01467,0.01487,0.01429,0.01445,7409590.2887,107933.031414511
1660435200,2022-08-14 00:00:00,SYNR/USDT,0.01478,0.01497,0.01435,0.01466,7055792.9147,104369.528818399
1660348800,2022-08-13 00:00:00,SYNR/USDT,0.01511,0.01528,0.01478,0.01478,7459441.5919,112177.871686082
1660262400,2022-08-12 00:00:00,SYNR/USDT,0.01488,0.01549,0.01449,0.01513,8548746.6186,127706.152165305
1660176000,2022-08-11 00:00:00,SYNR/USDT,0.01404,0.0161,0.01399,0.01485,11419561.3074,169493.428116642
1660089600,2022-08-10 00:00:00,SYNR/USDT,0.01361,0.01411,0.01357,0.01404,7652150.4888,105669.745865621
1660003200,2022-08-09 00:00:00,SYNR/USDT,0.0139,0.01396,0.01353,0.01363,7422475.8693,101922.240717294
1659916800,2022-08-08 00:00:00,SYNR/USDT,0.01494,0.01502,0.01365,0.01389,8351674.8515,120087.273018361
1659830400,2022-08-07 00:00:00,SYNR/USDT,0.01477,0.015,0.01422,0.01492,7778411.6774,113096.577770603
1659744000,2022-08-06 00:00:00,SYNR/USDT,0.01482,0.01507,0.0142,0.01482,7784316.2132,113958.567976809
1659657600,2022-08-05 00:00:00,SYNR/USDT,0.01583,0.01626,0.0147,0.0148,9506447.9813,144329.988442418
1659571200,2022-08-04 00:00:00,SYNR/USDT,0.01452,0.02323,0.01364,0.01576,20686752.328,323666.154721244
1659484800,2022-08-03 00:00:00,SYNR/USDT,0.01466,0.0149,0.01399,0.01449,8327438.8571,119781.359958992
1659398400,2022-08-02 00:00:00,SYNR/USDT,0.01498,0.01503,0.01455,0.01466,7308369.9917,108244.877786186
1659312000,2022-08-01 00:00:00,SYNR/USDT,0.01504,0.01515,0.01485,0.01495,7244813.8926,108740.106391975
1659225600,2022-07-31 00:00:00,SYNR/USDT,0.0155,0.01553,0.01498,0.01508,7416868.1498,113328.55782446
1659139200,2022-07-30 00:00:00,SYNR/USDT,0.0157,0.01612,0.01542,0.01547,7415348.4525,116043.876786458
1659052800,2022-07-29 00:00:00,SYNR/USDT,0.01551,0.01596,0.01541,0.01569,7128523.8286,111252.357134883
1658966400,2022-07-28 00:00:00,SYNR/USDT,0.01532,0.01616,0.0151,0.01543,7751452.5291,118972.346098553
1658880000,2022-07-27 00:00:00,SYNR/USDT,0.01474,0.01543,0.01465,0.01531,7110860.3508,106296.123516708
1658793600,2022-07-26 00:00:00,SYNR/USDT,0.01539,0.01574,0.01463,0.01476,7730170.1431,117988.755736216
1658707200,2022-07-25 00:00:00,SYNR/USDT,0.0158,0.01583,0.01532,0.01541,7484009.418,116526.208466662
1658620800,2022-07-24 00:00:00,SYNR/USDT,0.01631,0.01789,0.01528,0.01581,11286655.952,184324.718749248
1658534400,2022-07-23 00:00:00,SYNR/USDT,0.01659,0.01659,0.0161,0.01631,7088221.831,115982.153746117
1658448000,2022-07-22 00:00:00,SYNR/USDT,0.01649,0.01713,0.01648,0.01659,7265223.9362,121700.339404939
1658361600,2022-07-21 00:00:00,SYNR/USDT,0.01644,0.01697,0.0161,0.01652,7315441.462,119429.979104749
1658275200,2022-07-20 00:00:00,SYNR/USDT,0.01635,0.01715,0.01599,0.0164,7205542.16619268,119153.7475357144479
1658188800,2022-07-19 00:00:00,SYNR/USDT,0.016,0.01646,0.01567,0.01639,8131246.84406593,131061.6150884273528
1658102400,2022-07-18 00:00:00,SYNR/USDT,0.01664,0.0475,0.01521,0.01597,14040316.21463311,243995.9280475298702
1658016000,2022-07-17 00:00:00,SYNR/USDT,0.0168,0.01729,0.01618,0.01664,8487981.13875672,142599.629084148536
1657929600,2022-07-16 00:00:00,SYNR/USDT,0.01659,0.05708,0.0165,0.01683,13363406.26454897,247495.4150949594671
1657843200,2022-07-15 00:00:00,SYNR/USDT,0.01653,0.01801,0.0165,0.01653,7045263.06100895,117892.8672566900255
1657756800,2022-07-14 00:00:00,SYNR/USDT,0.01691,0.01707,0.01647,0.01653,5751782.25357838,96641.8666156937213
1657670400,2022-07-13 00:00:00,SYNR/USDT,0.01712,0.01717,0.01686,0.0169,7048312.37257977,120138.8583825098992
1657584000,2022-07-12 00:00:00,SYNR/USDT,0.01734,0.01737,0.0171,0.01715,7035658.6567,121061.283044492
1657497600,2022-07-11 00:00:00,SYNR/USDT,0.01723,0.01737,0.01719,0.01733,7175535.77904586,123875.3939010338432
1657411200,2022-07-10 00:00:00,SYNR/USDT,0.01736,0.01739,0.01723,0.01724,6943458.74336071,120155.1234758174069
1657324800,2022-07-09 00:00:00,SYNR/USDT,0.01744,0.0177,0.01704,0.01737,7197431.20254401,125266.910599420977
1657238400,2022-07-08 00:00:00,SYNR/USDT,0.01767,0.01768,0.01739,0.01744,7171194.47338523,125445.7102307670989
1657152000,2022-07-07 00:00:00,SYNR/USDT,0.01801,0.01801,0.01735,0.01764,6701213.45146888,118448.6463594669712
1657065600,2022-07-06 00:00:00,SYNR/USDT,0.01887,0.01887,0.01739,0.01801,7049757.64171312,129816.1867893787945
1656979200,2022-07-05 00:00:00,SYNR/USDT,0.01882,0.01889,0.01875,0.01887,7243574.73732001,136563.5001409646241
1656892800,2022-07-04 00:00:00,SYNR/USDT,0.01838,0.01889,0.01838,0.0188,7594744.79452953,142247.3449000358217
1656806400,2022-07-03 00:00:00,SYNR/USDT,0.01942,0.01947,0.01834,0.01846,7544272.80875292,145075.9810643278374
1656720000,2022-07-02 00:00:00,SYNR/USDT,0.01946,0.01946,0.0189,0.01938,7412289.38545799,142259.3433309627276
1656633600,2022-07-01 00:00:00,SYNR/USDT,0.0196,0.01967,0.01913,0.01946,7146036.76688636,138590.030756048591
1656547200,2022-06-30 00:00:00,SYNR/USDT,0.01997,0.02001,0.01908,0.0196,6433264.02927372,126346.5189371364616
1656460800,2022-06-29 00:00:00,SYNR/USDT,0.01998,0.02004,0.01917,0.01998,6449175.20600979,127947.7155800265462
1656374400,2022-06-28 00:00:00,SYNR/USDT,0.02005,0.02005,0.01996,0.01998,6598767.58329647,132017.8528206144
1656288000,2022-06-27 00:00:00,SYNR/USDT,0.02011,0.02012,0.02001,0.02004,6179825.28197717,123933.2173131288019
1656201600,2022-06-26 00:00:00,SYNR/USDT,0.02011,0.02027,0.02002,0.0201,7351744.8259197,147719.5595772084694
1656115200,2022-06-25 00:00:00,SYNR/USDT,0.02012,0.02022,0.02007,0.02011,7216247.44183766,145342.3387812689788
1656028800,2022-06-24 00:00:00,SYNR/USDT,0.02031,0.02032,0.01994,0.0202,6857890.78038368,138204.7305366427776
1655942400,2022-06-23 00:00:00,SYNR/USDT,0.02026,0.02032,0.02018,0.02031,7029045.34599055,142636.587332747976
1655856000,2022-06-22 00:00:00,SYNR/USDT,0.02042,0.02042,0.02021,0.02028,5940098.3647,120755.423815942
1655769600,2022-06-21 00:00:00,SYNR/USDT,0.02039,0.02047,0.02034,0.02042,6790241.29053314,138474.052031157713
1655683200,2022-06-20 00:00:00,SYNR/USDT,0.02131,0.02137,0.02023,0.02037,6679547.90808475,139064.4405075458071
1655596800,2022-06-19 00:00:00,SYNR/USDT,0.02023,0.02151,0.02019,0.0213,7014895.23881496,145206.9665699474362
1655510400,2022-06-18 00:00:00,SYNR/USDT,0.02216,0.02219,0.01975,0.02023,7903608.86977548,165555.8279355461809
1655424000,2022-06-17 00:00:00,SYNR/USDT,0.02186,0.02231,0.02178,0.02213,6781841.64211841,149548.1828632323724
1655337600,2022-06-16 00:00:00,SYNR/USDT,0.0226,0.02266,0.02181,0.02189,7337953.11524991,162927.4150375968031
1655251200,2022-06-15 00:00:00,SYNR/USDT,0.02249,0.02324,0.02233,0.02262,6898639.68421787,156345.0484352280591
1655164800,2022-06-14 00:00:00,SYNR/USDT,0.02217,0.02333,0.02215,0.02246,7757804.32562601,175897.5859196087617
1655078400,2022-06-13 00:00:00,SYNR/USDT,0.02324,0.02435,0.022,0.0222,7520487.85408134,171703.4864495331613
1654992000,2022-06-12 00:00:00,SYNR/USDT,0.02325,0.02362,0.02291,0.02324,7146720.86640158,166363.6239829916261
1654905600,2022-06-11 00:00:00,SYNR/USDT,0.02283,0.02374,0.02245,0.02326,6360712.14880031,146259.6976856144773
1654819200,2022-06-10 00:00:00,SYNR/USDT,0.02316,0.02426,0.02261,0.02282,7422324.69173274,173859.4737380484746
1654732800,2022-06-09 00:00:00,SYNR/USDT,0.02406,0.0241,0.022,0.02313,8051248.43103381,186811.4482819310178
1654646400,2022-06-08 00:00:00,SYNR/USDT,0.02257,0.02426,0.02235,0.02397,7808724.27179538,181159.8894097154375
1654560000,2022-06-07 00:00:00,SYNR/USDT,0.02358,0.02379,0.02128,0.02252,8172216.7443319,184372.3160560686702
1654473600,2022-06-06 00:00:00,SYNR/USDT,0.02193,0.02359,0.02156,0.02358,7473856.29472538,168644.7009276046501
1654387200,2022-06-05 00:00:00,SYNR/USDT,0.02106,0.02398,0.01997,0.02187,10255024.05126083,216347.2624591940972
1654300800,2022-06-04 00:00:00,SYNR/USDT,0.01854,0.02114,0.01823,0.02105,8065029.43564043,157046.4710245011901
1654214400,2022-06-03 00:00:00,SYNR/USDT,0.02055,0.02114,0.01733,0.01854,11035674.00327139,210214.8686874262646
1654128000,2022-06-02 00:00:00,SYNR/USDT,0.02213,0.02248,0.01954,0.02047,9048405.08479795,193003.8147252392024
1654041600,2022-06-01 00:00:00,SYNR/USDT,0.02671,0.02672,0.02122,0.02203,8891080.29534732,220653.2178192588052
1653955200,2022-05-31 00:00:00,SYNR/USDT,0.02686,0.02701,0.02665,0.02667,7629232.46863406,204677.458685208501
1653868800,2022-05-30 00:00:00,SYNR/USDT,0.02741,0.0277,0.016,0.02686,9064943.18911247,240570.7880538496129
1653782400,2022-05-29 00:00:00,SYNR/USDT,0.02791,0.02795,0.02648,0.02742,7548246.38029246,207987.8365584492954
1653696000,2022-05-28 00:00:00,SYNR/USDT,0.02747,0.02807,0.0273,0.02789,7549538.7471762,209205.6133105996141
1653609600,2022-05-27 00:00:00,SYNR/USDT,0.02669,0.02753,0.02533,0.02751,7623067.47962205,203450.9765248643549
1653523200,2022-05-26 00:00:00,SYNR/USDT,0.02732,0.02737,0.02568,0.02669,7420623.70302138,197190.1667138571985
1653436800,2022-05-25 00:00:00,SYNR/USDT,0.0286,0.02862,0.02634,0.02733,7127485.7539919,199226.9657116448968
1653350400,2022-05-24 00:00:00,SYNR/USDT,0.02804,0.02886,0.02768,0.0286,7060492.00921496,199875.6089743559298
1653264000,2022-05-23 00:00:00,SYNR/USDT,0.02833,0.02886,0.02697,0.02804,7855035.67446068,219806.8626040072248
1653177600,2022-05-22 00:00:00,SYNR/USDT,0.02853,0.02932,0.02775,0.02829,7140579.84995111,204015.2080681810865
1653091200,2022-05-21 00:00:00,SYNR/USDT,0.02936,0.02952,0.02847,0.02855,6538205.7452981,190601.0694278826142
1653004800,2022-05-20 00:00:00,SYNR/USDT,0.03,0.03208,0.02857,0.02935,8628284.04596872,259983.756319132607
1652918400,2022-05-19 00:00:00,SYNR/USDT,0.02938,0.03151,0.02895,0.03,9332095.02275339,280866.6244191825368
1652832000,2022-05-18 00:00:00,SYNR/USDT,0.0287,0.03322,0.0285,0.02938,9729013.73464231,286101.734036361413
1652745600,2022-05-17 00:00:00,SYNR/USDT,0.02913,0.02958,0.02827,0.02873,8161613.50811958,236327.849501265879
1652659200,2022-05-16 00:00:00,SYNR/USDT,0.02866,0.03024,0.02731,0.02913,6881767.16026789,196484.6647809832756
1652572800,2022-05-15 00:00:00,SYNR/USDT,0.0283,0.02876,0.02701,0.02873,4670915.01119291,131977.3128065474332
1652486400,2022-05-14 00:00:00,SYNR/USDT,0.02829,0.02924,0.02687,0.02826,5267280.75169287,147337.3842734568091
1652400000,2022-05-13 00:00:00,SYNR/USDT,0.02724,0.02907,0.02715,0.02836,4615712.70339831,130185.3283773576372
1652313600,2022-05-12 00:00:00,SYNR/USDT,0.02624,0.02838,0.02557,0.02727,6252990.12923223,170030.2053338385755
1652227200,2022-05-11 00:00:00,SYNR/USDT,0.02833,0.02892,0.0231,0.02634,7275251.27870168,190003.4518945682349
1652140800,2022-05-10 00:00:00,SYNR/USDT,0.03888,0.03912,0.023,0.02835,12128292.55317682,352229.8361625551276
1652054400,2022-05-09 00:00:00,SYNR/USDT,0.04494,0.04549,0.03872,0.03889,4962046.12841706,215654.1345474006018
1651968000,2022-05-08 00:00:00,SYNR/USDT,0.05072,0.05098,0.04222,0.04486,5719725.64088504,265432.0594066332504
1651881600,2022-05-07 00:00:00,SYNR/USDT,0.04793,0.05222,0.04793,0.05071,4449669.01250272,223633.2892682483086
1651795200,2022-05-06 00:00:00,SYNR/USDT,0.05109,0.05255,0.04535,0.04793,5486897.10084792,269723.6282982782604
1651708800,2022-05-05 00:00:00,SYNR/USDT,0.05126,0.0518,0.04801,0.05109,4938247.86910037,247312.4422375464551
1651622400,2022-05-04 00:00:00,SYNR/USDT,0.05064,0.05141,0.04788,0.05116,4858510.77237721,244787.1289091801511
1651536000,2022-05-03 00:00:00,SYNR/USDT,0.05096,0.05201,0.04999,0.05067,4360654.72157452,223138.9902941360891
1651449600,2022-05-02 00:00:00,SYNR/USDT,0.04998,0.05151,0.04973,0.05101,4343532.00584475,221166.987243602606
1651363200,2022-05-01 00:00:00,SYNR/USDT,0.05179,0.05408,0.04814,0.05017,4630886.81486796,239000.5429299711867
1651276800,2022-04-30 00:00:00,SYNR/USDT,0.05502,0.05695,0.05144,0.05178,4658995.54358962,255802.9658243138174
1651190400,2022-04-29 00:00:00,SYNR/USDT,0.05825,0.05903,0.05472,0.05514,15009715.65423335,861767.8377143699802
1651104000,2022-04-28 00:00:00,SYNR/USDT,0.05122,0.06116,0.05122,0.05825,11682616.8060932,663037.0837286388954
1651017600,2022-04-27 00:00:00,SYNR/USDT,0.05077,0.05216,0.0451,0.05147,5072517.90680594,255428.3656807488894
1650931200,2022-04-26 00:00:00,SYNR/USDT,0.05967,0.06099,0.05001,0.0507,2460879.89590224,134310.9931187350385
1650844800,2022-04-25 00:00:00,SYNR/USDT,0.06676,0.0678,0.05759,0.05927,3493843.97994892,213517.7541831847221
1650758400,2022-04-24 00:00:00,SYNR/USDT,0.066,0.06997,0.06502,0.06642,938600.19257456,62782.6913573704302
1650672000,2022-04-23 00:00:00,SYNR/USDT,0.06742,0.07069,0.065,0.066,2157733.61097597,144893.6200839542633
1650585600,2022-04-22 00:00:00,SYNR/USDT,0.06664,0.08433,0.0643,0.06742,7810967.8340578,567243.2131451831234
1650499200,2022-04-21 00:00:00,SYNR/USDT,0.07202,0.07532,0.06,0.06664,6435577.13598026,437474.36266693601
1650412800,2022-04-20 00:00:00,SYNR/USDT,0.05361,0.1,0.05361,0.07193,18129883.52008812,1364506.1723708464215
