https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume 1EARTH,Volume USDT
1663459200,2022-09-18 00:00:00,1EARTH/USDT,0.002208,0.002229,0.002155,0.002203,6757959.40608993,14854.39049868886748
1663372800,2022-09-17 00:00:00,1EARTH/USDT,0.001791,0.0028,0.001785,0.002209,328399827.58473859,727488.667663613445
1663286400,2022-09-16 00:00:00,1EARTH/USDT,0.001946,0.002199,0.001662,0.001792,164028878.84386905,310636.42405733740247
1663200000,2022-09-15 00:00:00,1EARTH/USDT,0.00223,0.002231,0.001877,0.001941,121409520.8888597,248430.35094524295142
1663113600,2022-09-14 00:00:00,1EARTH/USDT,0.002159,0.002343,0.002122,0.002229,118992727.64787422,259747.71132594651471
1663027200,2022-09-13 00:00:00,1EARTH/USDT,0.002457,0.002459,0.002071,0.002159,120600262.56113881,273209.23638764448115
1662940800,2022-09-12 00:00:00,1EARTH/USDT,0.00253,0.002589,0.002314,0.002455,119482777.89887485,293526.29598815719574
1662854400,2022-09-11 00:00:00,1EARTH/USDT,0.002491,0.002653,0.00247,0.002528,77813869.41121145,197507.88826143791006
1662768000,2022-09-10 00:00:00,1EARTH/USDT,0.002575,0.00275,0.002448,0.002493,86144931.92690542,223631.7229403831967
1662681600,2022-09-09 00:00:00,1EARTH/USDT,0.002576,0.002846,0.002399,0.002574,132758366.25263248,342652.74211475023013
1662595200,2022-09-08 00:00:00,1EARTH/USDT,0.002535,0.002778,0.002367,0.00258,92619588.15322742,233142.6874206365016
1662508800,2022-09-07 00:00:00,1EARTH/USDT,0.002437,0.002572,0.002303,0.002534,104147129.15729569,255996.07287802967143
1662422400,2022-09-06 00:00:00,1EARTH/USDT,0.002868,0.002933,0.0023,0.002432,103845305.71301621,273347.3493916933524
1662336000,2022-09-05 00:00:00,1EARTH/USDT,0.002705,0.00295,0.002553,0.002865,86955398.53317048,233896.4950690603617
1662249600,2022-09-04 00:00:00,1EARTH/USDT,0.002637,0.0028,0.002584,0.002709,83265827.60554733,221895.31741625543743
1662163200,2022-09-03 00:00:00,1EARTH/USDT,0.002728,0.002784,0.00255,0.002637,89248129.60867961,238177.71133440991274
1662076800,2022-09-02 00:00:00,1EARTH/USDT,0.002909,0.002967,0.002659,0.002731,121553522.35722537,339244.60365365380354
1661990400,2022-09-01 00:00:00,1EARTH/USDT,0.003183,0.003224,0.002822,0.002909,97770553.28422369,298003.02496072163055
1661904000,2022-08-31 00:00:00,1EARTH/USDT,0.002975,0.003269,0.002953,0.003177,366470133.21268844,1116052.4500499387427
1661817600,2022-08-30 00:00:00,1EARTH/USDT,0.003255,0.003308,0.002875,0.002992,298652992.26085749,960695.75948223122625
1661731200,2022-08-29 00:00:00,1EARTH/USDT,0.003164,0.003266,0.003147,0.003255,340564650.89279634,1084319.43717249628613
1661644800,2022-08-28 00:00:00,1EARTH/USDT,0.003168,0.003314,0.003136,0.003157,373720120.28953674,1192244.19837565966752
1661558400,2022-08-27 00:00:00,1EARTH/USDT,0.003201,0.003305,0.00313,0.003169,488067402.47979919,1566457.70095694389554
1661472000,2022-08-26 00:00:00,1EARTH/USDT,0.003502,0.003528,0.003122,0.0032,462396384.71638958,1566186.68273148472398
1661385600,2022-08-25 00:00:00,1EARTH/USDT,0.00351,0.003607,0.003475,0.003503,477742285.02113117,1687560.79136111583032
1661299200,2022-08-24 00:00:00,1EARTH/USDT,0.003538,0.0036,0.003437,0.00351,494603927.29822632,1725696.06161524309587
1661212800,2022-08-23 00:00:00,1EARTH/USDT,0.003416,0.003611,0.003415,0.003535,484067182.28654499,1682344.15678959468365
1661126400,2022-08-22 00:00:00,1EARTH/USDT,0.003491,0.003529,0.003379,0.003414,446922678.43291286,1543584.81900681874339
1661040000,2022-08-21 00:00:00,1EARTH/USDT,0.003525,0.00357,0.003402,0.003488,462864619.027638,1615770.1741170459832
1660953600,2022-08-20 00:00:00,1EARTH/USDT,0.003545,0.003663,0.003378,0.003528,440659808.4643331,1556477.45256598798133
1660867200,2022-08-19 00:00:00,1EARTH/USDT,0.00389,0.003918,0.003514,0.003546,432167310.68692308,1574728.98084378642443
1660780800,2022-08-18 00:00:00,1EARTH/USDT,0.004169,0.004231,0.003859,0.003893,419140975.49260717,1716113.70759540654175
1660694400,2022-08-17 00:00:00,1EARTH/USDT,0.004205,0.004511,0.00409,0.004167,352735646.24546539,1496591.53587818009176
1660608000,2022-08-16 00:00:00,1EARTH/USDT,0.004141,0.004294,0.004,0.004207,320968765.64928377,1323015.60631123905135
1660521600,2022-08-15 00:00:00,1EARTH/USDT,0.004227,0.004681,0.004048,0.004138,379831848.92113026,1607921.34782868798347
1660435200,2022-08-14 00:00:00,1EARTH/USDT,0.004052,0.005299,0.00404,0.004246,501352939.51643698,2273438.07110329716581
1660348800,2022-08-13 00:00:00,1EARTH/USDT,0.004028,0.004095,0.003923,0.004051,403223717.07894469,1617352.87934998523386
1660262400,2022-08-12 00:00:00,1EARTH/USDT,0.003933,0.004157,0.003896,0.004024,405288613.96666511,1614529.14638820049138
1660176000,2022-08-11 00:00:00,1EARTH/USDT,0.004246,0.00478,0.003905,0.003936,407145987.83079427,1704721.71271048529818
1660089600,2022-08-10 00:00:00,1EARTH/USDT,0.004032,0.004491,0.0039,0.004243,428812106.30253433,1801109.07311209710458
1660003200,2022-08-09 00:00:00,1EARTH/USDT,0.003922,0.0051,0.003889,0.004032,507755758.07702344,2165229.85457291283997
1659916800,2022-08-08 00:00:00,1EARTH/USDT,0.003813,0.004693,0.003615,0.003921,487825703.29617184,1953939.60168835878717
1659830400,2022-08-07 00:00:00,1EARTH/USDT,0.003593,0.003813,0.003535,0.003813,474776284.11027396,1734572.63790558224539
1659744000,2022-08-06 00:00:00,1EARTH/USDT,0.003655,0.00381,0.003578,0.00359,420485266.83981283,1544900.48958041522566
1659657600,2022-08-05 00:00:00,1EARTH/USDT,0.003569,0.003887,0.003551,0.003653,385562755.86388046,1409446.08706471877932
1659571200,2022-08-04 00:00:00,1EARTH/USDT,0.003633,0.003695,0.00354,0.003569,452587685.77403439,1629088.64339497357127
1659484800,2022-08-03 00:00:00,1EARTH/USDT,0.003619,0.003809,0.003513,0.003636,405403082.46609657,1473795.23831076911039
1659398400,2022-08-02 00:00:00,1EARTH/USDT,0.003649,0.003948,0.003425,0.00362,458575197.16545137,1649795.7668649353478
1659312000,2022-08-01 00:00:00,1EARTH/USDT,0.003626,0.003806,0.0035,0.003649,463294356.27267463,1682304.32328662508463
1659225600,2022-07-31 00:00:00,1EARTH/USDT,0.003721,0.00383,0.003602,0.00362,440443508.08750201,1646815.99797345110612
1659139200,2022-07-30 00:00:00,1EARTH/USDT,0.003766,0.00405,0.003644,0.003726,431840416.33253869,1625799.53235351484702
1659052800,2022-07-29 00:00:00,1EARTH/USDT,0.004085,0.004087,0.003609,0.003768,352360536.09056754,1356904.93050517022347
1658966400,2022-07-28 00:00:00,1EARTH/USDT,0.003698,0.004138,0.00363,0.00408,366808495.11485273,1392143.84946446435577
1658880000,2022-07-27 00:00:00,1EARTH/USDT,0.003493,0.00377,0.003377,0.003699,404589468.58735954,1450548.53065324272988
1658793600,2022-07-26 00:00:00,1EARTH/USDT,0.003587,0.003655,0.0034,0.003491,397774244.02767093,1406129.36718560179484
1658707200,2022-07-25 00:00:00,1EARTH/USDT,0.003743,0.003788,0.003356,0.003588,436892913.75668414,1578888.70701686491524
1658620800,2022-07-24 00:00:00,1EARTH/USDT,0.003802,0.004097,0.003719,0.003743,432219442.27473903,1694985.44871154355438
1658534400,2022-07-23 00:00:00,1EARTH/USDT,0.00376,0.0039,0.003693,0.003804,417859800.25867696,1584024.26164900711463
1658448000,2022-07-22 00:00:00,1EARTH/USDT,0.003932,0.004163,0.0037,0.003758,406177091.57075118,1586072.60952767768526
1658361600,2022-07-21 00:00:00,1EARTH/USDT,0.00403,0.004098,0.003725,0.003929,355556910.67426782,1411237.61966277529474
1658275200,2022-07-20 00:00:00,1EARTH/USDT,0.004469,0.004759,0.003872,0.004028,350292399.19359751,1540714.45148011441679
1658188800,2022-07-19 00:00:00,1EARTH/USDT,0.004077,0.00485,0.003851,0.004469,393655085.59735303,1668755.99781318247818
1658102400,2022-07-18 00:00:00,1EARTH/USDT,0.003914,0.00425,0.003825,0.004074,310186982.19180224,1235443.8356373816205
1658016000,2022-07-17 00:00:00,1EARTH/USDT,0.003818,0.004005,0.003724,0.003909,315363901.99129975,1218163.31938037058624
1657929600,2022-07-16 00:00:00,1EARTH/USDT,0.003829,0.00403,0.003658,0.003821,308187017.47271702,1169222.71151800263399
1657843200,2022-07-15 00:00:00,1EARTH/USDT,0.003801,0.003999,0.003661,0.003828,323879699.01285395,1236743.71310145445089
1657756800,2022-07-14 00:00:00,1EARTH/USDT,0.003762,0.003923,0.00362,0.003788,320336309.64617288,1209992.68373675486539
1657670400,2022-07-13 00:00:00,1EARTH/USDT,0.003978,0.00408,0.003609,0.003762,362970236.05681638,1406805.64162398889963
