https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume UST
1651536000,2022-05-03 00:00:00,BTC/UST,38499.1,38647.6,37538.7,37735.6,62.32847684,2373916.416203149
1651449600,2022-05-02 00:00:00,BTC/UST,38485.1,39138.1,38073.7,38501.1,73.50154057,2839471.360632708
1651363200,2022-05-01 00:00:00,BTC/UST,37668.5,38668,37447.1,38477.3,68.33141137,2602824.921723786
1651276800,2022-04-30 00:00:00,BTC/UST,38606.3,38775.1,37590.8,37637.8,53.75010929,2056308.03636383
1651190400,2022-04-29 00:00:00,BTC/UST,39768.8,39930.2,37019.6,38619.3,125.21767189,4880629.12156926
1651104000,2022-04-28 00:00:00,BTC/UST,39185.1,40350,38919.6,39803.1,111.41304163,4422373.757588618
1651017600,2022-04-27 00:00:00,BTC/UST,38078.3,39430,37866.7,39205.6,65.39618367,2542044.903327096
1650931200,2022-04-26 00:00:00,BTC/UST,40374.8,40734.9,37707.7,38102.2,94.70071966,3676486.666904838
1650844800,2022-04-25 00:00:00,BTC/UST,39427.9,40537.3,38183.5,40402.3,110.61658995,4333491.558352419
1650758400,2022-04-24 00:00:00,BTC/UST,39360.6,39896.2,38909.4,39397.6,36.09525504,1426940.081660312
1650672000,2022-04-23 00:00:00,BTC/UST,39635.3,39891.9,39210.4,39348.3,37.45880199,1483275.000321378
1650585600,2022-04-22 00:00:00,BTC/UST,40285.7,40711.6,39113.8,39601.4,55.49182962,2230577.680666586
1650499200,2022-04-21 00:00:00,BTC/UST,41188.5,42815.1,39683.7,40317,49.54425486,2052895.673122292
1650412800,2022-04-20 00:00:00,BTC/UST,41352.3,42045.7,40748.4,41201.4,51.75640655,2139203.512586049
1650326400,2022-04-19 00:00:00,BTC/UST,40696.4,41596.5,40453.3,41337.3,67.3902084,2771115.240720414
1650240000,2022-04-18 00:00:00,BTC/UST,39550.8,40953,38457.2,40670.7,89.22614738,3521233.804279077
1650153600,2022-04-17 00:00:00,BTC/UST,40261.5,40470.5,39450.7,39578.2,55.89280857,2242971.991889242
1650067200,2022-04-16 00:00:00,BTC/UST,40477.1,40564.9,39913.5,40262.2,23.74386635,956115.561933493
1649980800,2022-04-15 00:00:00,BTC/UST,39849.2,40719.6,39707,40460.5,109.46680028,4395775.14964154
1649894400,2022-04-14 00:00:00,BTC/UST,41113.2,41442,39528.8,39853.9,46.73785478,1893219.211548644
1649808000,2022-04-13 00:00:00,BTC/UST,40045.3,41488.8,39615.7,41147.4,61.25191013,2491461.268969852
1649721600,2022-04-12 00:00:00,BTC/UST,39608.3,40655.7,39259.2,40045.3,75.56776312,3025619.489506743
1649635200,2022-04-11 00:00:00,BTC/UST,42053.9,42414,39216.7,39508.9,117.91796257,4803365.271634956
1649548800,2022-04-10 00:00:00,BTC/UST,42716.7,43378,41870,42131.2,40.64175115,1728380.076291366
1649462400,2022-04-09 00:00:00,BTC/UST,42213.2,42788.2,42131.2,42784.3,45.9292612,1945645.110858412
1649376000,2022-04-08 00:00:00,BTC/UST,43423.7,43949.2,42123,42250.3,119.41650208,5159210.026391537
1649289600,2022-04-07 00:00:00,BTC/UST,43213.5,43894.9,42759,43420.1,91.97546502,3992499.758852341
1649203200,2022-04-06 00:00:00,BTC/UST,45461.9,45483.6,43133.9,43146.3,109.38967647,4856273.179918981
1649116800,2022-04-05 00:00:00,BTC/UST,46594.3,47156.8,45410.1,45459.5,97.09088719,4486090.898736614
1649030400,2022-04-04 00:00:00,BTC/UST,46449.3,46897.8,45142.4,46589,196.83638921,9019276.702930784
1648944000,2022-04-03 00:00:00,BTC/UST,45881.1,47476.2,45520.7,46446.2,65.65987905,3055442.753665088
1648857600,2022-04-02 00:00:00,BTC/UST,46164.6,47500.2,45646.3,45825.6,71.04763662,3298016.436290078
1648771200,2022-04-01 00:00:00,BTC/UST,45576.8,46824.2,44228.3,46248.4,86.3562625,3936284.164299144
1648684800,2022-03-31 00:00:00,BTC/UST,46998.1,47589.1,45231,45475.1,87.94424431,4079147.887370417
1648598400,2022-03-30 00:00:00,BTC/UST,47381.3,47815.7,46549.8,46971.2,59.84771896,2822822.741996175
1648512000,2022-03-29 00:00:00,BTC/UST,47128.2,48080.8,46968.2,47394.7,80.17081549,3812418.939389148
1648425600,2022-03-28 00:00:00,BTC/UST,46864.1,48200,46630.1,47074,63.7375133,3020622.788714028
1648339200,2022-03-27 00:00:00,BTC/UST,44527.3,46890.3,44401,46871.1,62.10279293,2809910.443843514
1648252800,2022-03-26 00:00:00,BTC/UST,44288.6,44752.8,44054.3,44478.4,36.64988164,1624509.447315389
1648166400,2022-03-25 00:00:00,BTC/UST,43937.5,45176.4,43601.8,44234.8,67.30061984,2991336.598255928
1648080000,2022-03-24 00:00:00,BTC/UST,42729.6,44181.1,42534,43990.1,86.84689976,3770164.646703909
1647993600,2022-03-23 00:00:00,BTC/UST,42263,42870.2,41609,42730.1,47.07113848,1985368.37915066
1647907200,2022-03-22 00:00:00,BTC/UST,40860,43148.1,40765.1,42220,72.81023342,3086056.319598762
1647820800,2022-03-21 00:00:00,BTC/UST,41102.8,41396.1,40378,40957.9,46.6686979,1912027.898919937
1647734400,2022-03-20 00:00:00,BTC/UST,42111,42186.5,40763.1,41146.1,26.72147452,1106787.323642178
1647648000,2022-03-19 00:00:00,BTC/UST,41685.6,42284.6,41380.3,42054.1,42.75085837,1786015.131370741
1647561600,2022-03-18 00:00:00,BTC/UST,40738.9,42182.9,40056.6,41581,49.43655175,2024194.491636938
1647475200,2022-03-17 00:00:00,BTC/UST,40935.5,41290.3,40387.7,40737.4,41.82688694,1704496.243618045
1647388800,2022-03-16 00:00:00,BTC/UST,39154.5,41548,36373.2,40939.9,140.49291234,5625025.023407675
1647302400,2022-03-15 00:00:00,BTC/UST,39467.9,39711.9,37988.2,39169,59.85080845,2319776.765864885
1647216000,2022-03-14 00:00:00,BTC/UST,37617.6,39703.6,37459.3,39493.6,63.45407023,2457588.46879465
1647129600,2022-03-13 00:00:00,BTC/UST,38582.2,39160,37468.3,37661.8,33.20828652,1281029.818732495
1647043200,2022-03-12 00:00:00,BTC/UST,38547.4,39241,38516.4,38623.6,36.58122238,1424859.041557395
1646956800,2022-03-11 00:00:00,BTC/UST,39197.7,40043.2,38083.5,38547.4,36.38510839,1415633.817668786
1646870400,2022-03-10 00:00:00,BTC/UST,41683,42152.6,38416.9,39249,58.37853566,2325061.558508432
1646784000,2022-03-09 00:00:00,BTC/UST,38577,42345.7,38448.1,41744.4,93.59482837,3882530.208954824
1646697600,2022-03-08 00:00:00,BTC/UST,37864.9,39244.4,37734,38593.7,67.28294526,2596495.063407424
1646611200,2022-03-07 00:00:00,BTC/UST,38294.5,39362.8,36988.4,37900,46.67022939,1776455.392371955
1646524800,2022-03-06 00:00:00,BTC/UST,39248.3,39504,37952,38241,36.73573018,1425152.782546536
1646438400,2022-03-05 00:00:00,BTC/UST,38914.5,39424.3,38445.5,39256.2,33.88096843,1318662.149200067
1646352000,2022-03-04 00:00:00,BTC/UST,42294.2,42373.7,38278.7,38955.9,49.10935865,1992472.889316099
1646265600,2022-03-03 00:00:00,BTC/UST,43719.6,43908,41700,42315.9,51.61535598,2207263.944448964
1646179200,2022-03-02 00:00:00,BTC/UST,44210.1,45084.5,43181.4,43650,54.596712,2393464.898531249
1646092800,2022-03-01 00:00:00,BTC/UST,43011.7,44802,42712.4,44220.1,62.71832136,2729288.298593929
1646006400,2022-02-28 00:00:00,BTC/UST,37532.4,43876,37304.5,42959.5,65.42135567,2648329.602747416
1645920000,2022-02-27 00:00:00,BTC/UST,38920.9,39696.4,36896.1,37587.7,41.89982888,1609411.095476409
1645833600,2022-02-26 00:00:00,BTC/UST,39009.8,40076.6,38436.3,39011.9,34.47274594,1349186.501660627
1645747200,2022-02-25 00:00:00,BTC/UST,38202.4,39525.7,37895.6,39083.3,82.01677411,3171020.137283904
1645660800,2022-02-24 00:00:00,BTC/UST,37088.5,39615,34211.8,38205.6,236.56361676,8551666.588022121
1645574400,2022-02-23 00:00:00,BTC/UST,38022,39094,36949.7,37132.3,40.97009562,1563358.047614491
1645488000,2022-02-22 00:00:00,BTC/UST,37073.5,38250,36275.6,38037.2,51.35886891,1918693.235137135
1645401600,2022-02-21 00:00:00,BTC/UST,38264.9,39413.5,36408.2,36927.3,93.73261446,3570871.088039461
1645315200,2022-02-20 00:00:00,BTC/UST,39997.6,40070.4,37982.6,38295.9,88.3354283,3397003.935915418
1645228800,2022-02-19 00:00:00,BTC/UST,39928.9,40400.4,39564.1,40075.4,30.56538805,1221295.015372187
1645142400,2022-02-18 00:00:00,BTC/UST,40525.5,40918.8,39482,39910.1,210.19402396,8506744.168451588
1645056000,2022-02-17 00:00:00,BTC/UST,43881.4,44139,40026.6,40548.4,120.44954161,5027175.144162234
1644969600,2022-02-16 00:00:00,BTC/UST,44507.1,44507.1,43350.2,43826.7,54.69132216,2400509.17460453
1644883200,2022-02-15 00:00:00,BTC/UST,42556.8,46546.3,42447.1,44503.5,63.89302009,2816844.848189698
1644796800,2022-02-14 00:00:00,BTC/UST,42042.6,42803.8,41556.7,42521.4,71.7473464,3022848.177725478
1644710400,2022-02-13 00:00:00,BTC/UST,42220.7,42747.8,41886.2,42042.6,35.04091356,1484293.917902544
1644624000,2022-02-12 00:00:00,BTC/UST,42358.6,43016.4,41675.1,42178.6,43.22385105,1826639.607977405
1644537600,2022-02-11 00:00:00,BTC/UST,43472.2,43900,41976.8,42417.2,35.85698279,1539750.402167132
1644451200,2022-02-10 00:00:00,BTC/UST,44365.9,45999,43188.8,43507.7,45.11378731,2011189.883200682
1644364800,2022-02-09 00:00:00,BTC/UST,44053.9,44768.1,43159.9,44303.8,29.02000926,1279538.033833326
1644278400,2022-02-08 00:00:00,BTC/UST,43904.3,45483.5,42680.1,44053.7,35.10112669,1539843.746637439
1644192000,2022-02-07 00:00:00,BTC/UST,42441.2,48612.4,41675.7,43900.5,60.94071845,2657671.845427331
1644105600,2022-02-06 00:00:00,BTC/UST,41459.6,42630.9,41167,42455.1,32.4777355,1355608.5616953
1644019200,2022-02-05 00:00:00,BTC/UST,41606.3,42150,39766.2,41430.2,41.14492263,1707410.786406366
1643932800,2022-02-04 00:00:00,BTC/UST,37243.1,41706,37044.7,41515.2,57.31734009,2248938.446949485
1643846400,2022-02-03 00:00:00,BTC/UST,36922.3,37315.3,36275.7,37309.8,39.99423105,1470566.761453118
1643760000,2022-02-02 00:00:00,BTC/UST,38751.5,38848.3,36669.5,36906.9,63.12893901,2381709.93382242
1643673600,2022-02-01 00:00:00,BTC/UST,38413.8,39300,38050.3,38744,54.81432482,2116414.380481693
1643587200,2022-01-31 00:00:00,BTC/UST,37946.9,38761.6,36646,38492.5,40.80709256,1543142.591563308
1643500800,2022-01-30 00:00:00,BTC/UST,38148.8,38340.2,37373.3,37898.9,24.85745017,942635.909980212
1643414400,2022-01-29 00:00:00,BTC/UST,37807.5,38770.6,37363,38175.7,34.31619142,1301583.356638508
1643328000,2022-01-28 00:00:00,BTC/UST,37110.1,38480.3,36432.9,37886,104.94258541,3889040.223569168
1643241600,2022-01-27 00:00:00,BTC/UST,36756.9,37525,35532.7,37149.3,160.51138267,5894243.114372439
1643155200,2022-01-26 00:00:00,BTC/UST,36967.7,39243.1,36283.9,36829.7,219.58884051,8252926.629362097
1643068800,2022-01-25 00:00:00,BTC/UST,36651.8,37800.1,35706.5,36927.3,189.36723356,7046496.02472991
1642982400,2022-01-24 00:00:00,BTC/UST,36263.4,39437.9,32967.6,36674.4,123.09906323,4314267.441554078
1642896000,2022-01-23 00:00:00,BTC/UST,35092.8,36465.3,34637.6,36268.8,85.52268952,3038019.187286253
1642809600,2022-01-22 00:00:00,BTC/UST,36348.1,39086.2,34052.3,35057.9,237.48958964,8495310.579380193
1642723200,2022-01-21 00:00:00,BTC/UST,40583.5,41046.5,35412.8,36450.9,113.19873837,4338990.847819612
1642636800,2022-01-20 00:00:00,BTC/UST,41649.7,43410.2,40500,40724.2,36.27829553,1523247.961886403
1642550400,2022-01-19 00:00:00,BTC/UST,42350.5,44510.4,41137.6,41630.1,33.87271791,1421237.010723827
1642464000,2022-01-18 00:00:00,BTC/UST,42225.3,44510.4,41224.2,42352.9,33.52237121,1415436.95025312
1642377600,2022-01-17 00:00:00,BTC/UST,43024.4,43148.8,41552.3,42163.1,24.10813687,1019769.099116656
1642291200,2022-01-16 00:00:00,BTC/UST,43000,43393.5,42556.2,43020.5,21.1816824,911598.731813198
1642204800,2022-01-15 00:00:00,BTC/UST,43043.6,43717.1,39700,43018.6,26.46030544,1135055.024872845
1642118400,2022-01-14 00:00:00,BTC/UST,42460.2,43390.5,41776.2,42977,150.74403985,6400849.478958187
1642032000,2022-01-13 00:00:00,BTC/UST,43850.3,44382.3,42296.9,42468,34.42631288,1492796.177704039
1641945600,2022-01-12 00:00:00,BTC/UST,42759.6,46788.7,42378.1,43917.7,79.50391304,3460335.699071915
1641859200,2022-01-11 00:00:00,BTC/UST,41751.6,43336.5,40000,42675.2,51.51357357,2179207.096656694
1641772800,2022-01-10 00:00:00,BTC/UST,41814.8,42259.1,39700,41787.6,54.68780112,2241702.991101483
1641686400,2022-01-09 00:00:00,BTC/UST,41513.2,42714.4,41000.3,41855.3,55.3173222,2331839.906946417
1641600000,2022-01-08 00:00:00,BTC/UST,41573.2,42247.6,40511.4,41707.8,47.83615592,1985654.935240126
1641513600,2022-01-07 00:00:00,BTC/UST,43043.9,43086.3,40680.3,41542.3,86.751261,3635678.961039999
1641427200,2022-01-06 00:00:00,BTC/UST,43407.1,44500,42417.5,43043.9,61.788758,2661550.965974949
1641340800,2022-01-05 00:00:00,BTC/UST,45790,47042.7,42432.2,43327.1,84.10170552,3814323.983081826
1641254400,2022-01-04 00:00:00,BTC/UST,46368.2,47490,45530,45843.4,120.79983241,5588624.50238866
1641168000,2022-01-03 00:00:00,BTC/UST,47215,47509.6,45616.8,46317.3,34.4518144,1609806.346492064
1641081600,2022-01-02 00:00:00,BTC/UST,47664.1,47917.2,46600,47222,21.26478968,1004000.242333113
1640995200,2022-01-01 00:00:00,BTC/UST,46164.3,47898.2,46158.3,47660.8,33.76593503,1583804.368026632
1640908800,2021-12-31 00:00:00,BTC/UST,47132.9,48520.6,45661,46113.8,45.69233775,2157230.112857449
1640822400,2021-12-30 00:00:00,BTC/UST,46395.7,47859.6,45911,47043.4,40.37108879,1901532.378961161
1640736000,2021-12-29 00:00:00,BTC/UST,47560.9,48088.7,46043.3,46374.7,52.35510983,2485993.739748217
1640649600,2021-12-28 00:00:00,BTC/UST,50641.2,50641.2,47275.5,47527.7,44.96267175,2201070.160595669
