https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOL,Volume USDT
1663459200,2022-09-18 00:00:00,SOL/USDT,33.694,33.785,33.42,33.723,21079.55115987,708500.51064476862
1663372800,2022-09-17 00:00:00,SOL/USDT,32.247,33.893,32.229,33.678,267404.08096264,8848420.80378494955
1663286400,2022-09-16 00:00:00,SOL/USDT,33.084,33.257,31.502,32.248,396379.34306964,12837839.79808458447
1663200000,2022-09-15 00:00:00,SOL/USDT,34.123,34.849,32.393,33.065,613515.17374505,20587080.16426279398
1663113600,2022-09-14 00:00:00,SOL/USDT,32.983,34.352,32.653,34.117,466150.89865914,15585303.91629475731
1663027200,2022-09-13 00:00:00,SOL/USDT,37.441,38.999,32.92,32.981,978068.08677185,35221082.98392183648
1662940800,2022-09-12 00:00:00,SOL/USDT,35.001,38.38,34.409,37.443,764152.72977776,28158672.55655368348
1662854400,2022-09-11 00:00:00,SOL/USDT,35.039,36.021,34.055,35.01,312068.36390991,10930874.54546380751
1662768000,2022-09-10 00:00:00,SOL/USDT,34.681,35.401,34.263,35.041,280626.90409344,9756101.52359406541
1662681600,2022-09-09 00:00:00,SOL/USDT,33.61,35.954,33.594,34.68,665740.90159534,23262616.19544455515
1662595200,2022-09-08 00:00:00,SOL/USDT,32.696,33.969,31.997,33.605,799606.09697559,26348709.57304503418
1662508800,2022-09-07 00:00:00,SOL/USDT,30.883,32.948,30.308,32.695,584926.61689006,18483122.592920806
1662422400,2022-09-06 00:00:00,SOL/USDT,32.17,33.874,30.397,30.883,778150.68532177,25136686.76285344951
1662336000,2022-09-05 00:00:00,SOL/USDT,32.165,32.505,31.15,32.159,269600.69581466,8577420.71722970934
1662249600,2022-09-04 00:00:00,SOL/USDT,31.126,32.203,31.03,32.165,263873.66930146,8341421.42271919177
1662163200,2022-09-03 00:00:00,SOL/USDT,31.227,31.3,30.778,31.126,184292.15403386,5729674.0897787035
1662076800,2022-09-02 00:00:00,SOL/USDT,31.623,32.381,30.78,31.229,467333.41365521,14721381.03762761244
1661990400,2022-09-01 00:00:00,SOL/USDT,31.505,31.78,30.254,31.621,421196.91393735,13125999.41009129998
1661904000,2022-08-31 00:00:00,SOL/USDT,31.476,32.957,31.185,31.506,585710.42204292,18811613.90558359319
1661817600,2022-08-30 00:00:00,SOL/USDT,32.419,33.153,30.62,31.468,599929.29253283,19136585.95785675577
1661731200,2022-08-29 00:00:00,SOL/USDT,30.421,32.639,30,32.421,513901.9180111,16063324.41314271295
1661644800,2022-08-28 00:00:00,SOL/USDT,31.526,32.2,30.2,30.428,357086.74654153,11252575.70441064107
1661558400,2022-08-27 00:00:00,SOL/USDT,31.723,32.25,30.867,31.513,473944.74507541,14953738.23809946161
1661472000,2022-08-26 00:00:00,SOL/USDT,35.27,35.798,31.37,31.729,787749.459236,26619347.20233226253
1661385600,2022-08-25 00:00:00,SOL/USDT,34.88,36.501,34.864,35.268,363736.56305961,13004067.60264057997
1661299200,2022-08-24 00:00:00,SOL/USDT,35.688,36.405,34.317,34.88,483818.29791414,17107639.2879418092
1661212800,2022-08-23 00:00:00,SOL/USDT,35.423,36.106,34.251,35.665,418844.35612083,14821151.55594746975
1661126400,2022-08-22 00:00:00,SOL/USDT,36.477,36.563,33.75,35.425,663306.12718009,23147115.30734935951
1661040000,2022-08-21 00:00:00,SOL/USDT,35.29,37.061,34.52,36.473,458387.13014372,16462264.75760929341
