https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LINK3S,Volume USDT
1657929600,2022-07-16 00:00:00,LINK3S/USDT,2.3173,2.5156,2.0134,2.0419,14840.11641401,34042.814318046235
1657843200,2022-07-15 00:00:00,LINK3S/USDT,2.3725,2.6218,2.1905,2.3382,22555.82800985,53756.989250955215
1657756800,2022-07-14 00:00:00,LINK3S/USDT,2.5258,2.729,2.2564,2.3881,20469.02435788,50451.51978967675
1657670400,2022-07-13 00:00:00,LINK3S/USDT,2.8463,3.1888,2.4886,2.4886,36404.71691181,100523.135481305298
1657584000,2022-07-12 00:00:00,LINK3S/USDT,2.7075,2.8558,2.4472,2.8019,23952.84431719,62127.534961145218
1657497600,2022-07-11 00:00:00,LINK3S/USDT,2.5037,2.7766,2.233,2.6828,43672.08396516,107991.173556407721
1657411200,2022-07-10 00:00:00,LINK3S/USDT,2.2259,2.6081,2.2259,2.5109,13934.91244745,34310.770719471292
1657324800,2022-07-09 00:00:00,LINK3S/USDT,2.3798,2.3836,2.1322,2.215,10279.06138151,23142.839316192741
1657238400,2022-07-08 00:00:00,LINK3S/USDT,2.0895,2.3737,1.9364,2.3729,27747.00638555,61113.563127078101
1657152000,2022-07-07 00:00:00,LINK3S/USDT,2.4301,2.4717,1.9838,2.0894,52258.89313616,114952.310778078866
1657065600,2022-07-06 00:00:00,LINK3S/USDT,2.4429,2.6083,2.3502,2.4425,18349.28499818,45490.850103089949
1656979200,2022-07-05 00:00:00,LINK3S/USDT,2.3497,2.73,2.1961,2.4606,46792.82918984,113374.983538647417
1656892800,2022-07-04 00:00:00,LINK3S/USDT,2.6116,2.8502,2.3173,2.3174,27457.4056325,69933.171754098097
1656806400,2022-07-03 00:00:00,LINK3S/USDT,2.634,2.8472,2.5786,2.6304,18890.34323412,51130.394812960946
1656720000,2022-07-02 00:00:00,LINK3S/USDT,2.8217,2.9254,2.5543,2.6031,23007.66674365,62880.406555780841
1656633600,2022-07-01 00:00:00,LINK3S/USDT,2.5601,2.9907,2.3545,2.8591,43245.21757001,116656.939283646956
1656547200,2022-06-30 00:00:00,LINK3S/USDT,2.6433,3.0545,2.5227,2.5571,55159.59282831,154915.645082147306
1656460800,2022-06-29 00:00:00,LINK3S/USDT,2.506,2.739,2.3011,2.6164,49279.25121051,122715.72752640033
1656374400,2022-06-28 00:00:00,LINK3S/USDT,2.2531,2.583,1.5533,2.506,124183.32637746,253532.528482143638
1656288000,2022-06-27 00:00:00,LINK3S/USDT,2.1465,2.414,1.8691,2.2687,64470.14233487,137519.100486990876
1656201600,2022-06-26 00:00:00,LINK3S/USDT,1.7409,2.1618,1.5943,2.1482,60731.27425256,111668.277007202141
1656115200,2022-06-25 00:00:00,LINK3S/USDT,1.7383,2.067,1.6552,1.7241,61892.80011026,114401.392785147965
1656028800,2022-06-24 00:00:00,LINK3S/USDT,1.9419,2.0153,1.6136,1.7366,72776.7337514,132634.912184017
1655942400,2022-06-23 00:00:00,LINK3S/USDT,2.3829,2.3837,1.9,1.9855,71090.33630311,149156.581905882303
1655856000,2022-06-22 00:00:00,LINK3S/USDT,2.2021,2.5252,1.9816,2.3837,75077.54006291,170295.163212786484
1655769600,2022-06-21 00:00:00,LINK3S/USDT,2.042,2.28,1.5784,2.1443,103873.76399953,192280.503590954182
1655683200,2022-06-20 00:00:00,LINK3S/USDT,2.4893,2.8651,1.7343,2.0425,124182.49261803,279533.630032868572
1655596800,2022-06-19 00:00:00,LINK3S/USDT,4.0532,4.2722,2.301,2.4965,108302.49019953,363083.690797086284
1655510400,2022-06-18 00:00:00,LINK3S/USDT,3.4405,4.8999,3.2612,4.0628,91716.83549645,390708.266317976724
1655424000,2022-06-17 00:00:00,LINK3S/USDT,3.4561,3.6012,2.8197,3.403,55982.50788682,182531.532847101904
1655337600,2022-06-16 00:00:00,LINK3S/USDT,2.5071,3.725,2.3197,3.4376,107475.84309528,340382.401420804718
1655251200,2022-06-15 00:00:00,LINK3S/USDT,3.4825,4.9785,2.4318,2.4808,203921.31094891,758653.486154797795
1655164800,2022-06-14 00:00:00,LINK3S/USDT,6.0469,7.7839,3.2903,3.4811,109534.1079735,526218.846091268632
1655078400,2022-06-13 00:00:00,LINK3S/USDT,5.28,7.5093,5.1211,6.0049,120556.05548046,769098.377447054976
1654992000,2022-06-12 00:00:00,LINK3S/USDT,3.9366,5.28,3.7444,5.28,106183.0982074,470745.008026387657
1654905600,2022-06-11 00:00:00,LINK3S/USDT,2.8933,4.1,2.513,3.9182,118060.38302026,390018.385982602551
1654819200,2022-06-10 00:00:00,LINK3S/USDT,2.0947,2.9639,1.9201,2.8934,193652.17275817,471833.709956956383
1654732800,2022-06-09 00:00:00,LINK3S/USDT,2.6007,2.7851,1.7822,2.0947,200721.02912729,439543.770151984288
1654646400,2022-06-08 00:00:00,LINK3S/USDT,2.5989,2.99,2.419,2.6227,123783.41560915,336647.252794469372
1654560000,2022-06-07 00:00:00,LINK3S/USDT,3.7095,4.5973,2.3,2.5772,103750.59427101,321954.016411148915
1654473600,2022-06-06 00:00:00,LINK3S/USDT,4.2908,4.3205,3.3459,3.7095,60244.97863554,229588.758427585092
1654387200,2022-06-05 00:00:00,LINK3S/USDT,4.711,5.0597,3.9,4.3297,45032.46862171,206836.112958428673
1654300800,2022-06-04 00:00:00,LINK3S/USDT,6.1703,6.612,4.6291,4.754,7858.86064602,43035.358356535392
1654214400,2022-06-03 00:00:00,LINK3S/USDT,5.474,6.5729,5.3225,6.2764,3130.28981167,19223.053540626471
1654128000,2022-06-02 00:00:00,LINK3S/USDT,6.203,6.4589,5.307,5.4355,3389.65464655,20630.88641445795
1654041600,2022-06-01 00:00:00,LINK3S/USDT,4.9215,6.4166,4.5657,6.0797,9791.77559794,53038.172002329009
1653955200,2022-05-31 00:00:00,LINK3S/USDT,5.1741,5.7452,4.5715,4.8523,6147.77521633,31276.59351985504
1653868800,2022-05-30 00:00:00,LINK3S/USDT,7.9586,8.0548,4.9925,5.1663,10105.82298986,61193.058753639775
1653782400,2022-05-29 00:00:00,LINK3S/USDT,8.4381,9.2259,7.6793,7.7759,2439.713118,20202.473081615064
1653696000,2022-05-28 00:00:00,LINK3S/USDT,9.7616,10.0373,8.0178,8.3637,5318.31254281,47788.923627504784
1653609600,2022-05-27 00:00:00,LINK3S/USDT,8.7117,9.9998,8.1424,9.8619,12812.46530259,117256.212690511677
1653523200,2022-05-26 00:00:00,LINK3S/USDT,7.4852,9.8574,7.0846,8.6918,9892.91951651,83604.943406848327
1653436800,2022-05-25 00:00:00,LINK3S/USDT,6.6773,7.4376,6.2115,7.4067,4398.36709828,30504.623634300458
1653350400,2022-05-24 00:00:00,LINK3S/USDT,7.3561,8.21,6.4083,6.6801,7007.69761813,51350.579945408209
1653264000,2022-05-23 00:00:00,LINK3S/USDT,6.5415,7.3685,5.5812,7.2515,10157.30635557,64958.543357798149
1653177600,2022-05-22 00:00:00,LINK3S/USDT,7.3559,7.8551,6.2977,6.4083,3915.8533787,26647.107020621779
1653091200,2022-05-21 00:00:00,LINK3S/USDT,8.1158,8.4,7.1767,7.3557,2278.00225249,17387.90039763504
1653004800,2022-05-20 00:00:00,LINK3S/USDT,7.1274,8.4,6.6643,8.0918,5977.86280446,45279.767353391531
1652918400,2022-05-19 00:00:00,LINK3S/USDT,8.4583,9.2266,6.8545,7.0755,7378.8624637,59606.713411206544
1652832000,2022-05-18 00:00:00,LINK3S/USDT,6.3411,8.5804,6.0779,8.5385,5949.47644684,44822.179131029458
1652745600,2022-05-17 00:00:00,LINK3S/USDT,7.1563,7.6039,5.6892,6.27,6654.01977338,43842.296314559074
1652659200,2022-05-16 00:00:00,LINK3S/USDT,5.9942,7.8659,5.9942,7.2324,8071.87841473,58327.461426996486
1652572800,2022-05-15 00:00:00,LINK3S/USDT,8.1958,9.0154,5.841,5.8895,6189.24626542,46345.035208598119
1652486400,2022-05-14 00:00:00,LINK3S/USDT,8.7659,10.6694,7.585,8.1921,21361.98257656,202177.828460559189
1652400000,2022-05-13 00:00:00,LINK3S/USDT,13.4286,14.09,7.2404,8.7178,16999.49303054,163783.465706179626
1652313600,2022-05-12 00:00:00,LINK3S/USDT,11.7227,17.9838,9.379,13.4755,51629.37776155,699170.167739854167
1652227200,2022-05-11 00:00:00,LINK3S/USDT,7.4718,12.9666,6.8638,11.7768,109038.85434151,1071537.934475740062
1652140800,2022-05-10 00:00:00,LINK3S/USDT,8.8851,10.2205,5.215,7.5241,90037.24517314,625144.186888750404
1652054400,2022-05-09 00:00:00,LINK3S/USDT,5.5241,8.8999,5.2837,8.8855,107992.8954406,747358.247631857375
1651968000,2022-05-08 00:00:00,LINK3S/USDT,5.183,5.7421,4.9944,5.5383,62549.45176022,338065.890933580629
1651881600,2022-05-07 00:00:00,LINK3S/USDT,4.4991,5.4368,4.4481,5.2418,22333.04194937,109613.490332865168
1651795200,2022-05-06 00:00:00,LINK3S/USDT,4.3841,4.9999,4.249,4.4958,45867.14496662,212503.798816601312
1651708800,2022-05-05 00:00:00,LINK3S/USDT,3.2798,4.5998,3.2519,4.3769,35215.62171157,148017.219541770749
1651622400,2022-05-04 00:00:00,LINK3S/USDT,4.6312,4.6312,3.2971,3.2971,47120.47842322,194124.610612082902
1651536000,2022-05-03 00:00:00,LINK3S/USDT,4.5539,5.0193,4.165,4.6173,65850.65902188,302026.13452550004
1651449600,2022-05-02 00:00:00,LINK3S/USDT,4.3768,5.0863,4.249,4.5614,105564.82892817,497187.41565277211
1651363200,2022-05-01 00:00:00,LINK3S/USDT,4.8315,4.9699,4.1821,4.3943,27989.97962455,128601.570043234069
1651276800,2022-04-30 00:00:00,LINK3S/USDT,3.8606,4.9699,3.6084,4.8555,24923.2705598,103041.515304306555
1651190400,2022-04-29 00:00:00,LINK3S/USDT,3.2755,3.956,3.2571,3.809,20036.18042825,72193.99716051048
1651104000,2022-04-28 00:00:00,LINK3S/USDT,3.2436,3.4982,3.0496,3.2992,30251.99502753,98768.450674865922
1651017600,2022-04-27 00:00:00,LINK3S/USDT,3.5379,3.6147,3.1689,3.2323,15999.70325245,53704.309998465354
1650931200,2022-04-26 00:00:00,LINK3S/USDT,2.855,3.6758,2.8313,3.5397,16088.49593243,53346.662748954123
1650844800,2022-04-25 00:00:00,LINK3S/USDT,2.9719,3.4743,2.8387,2.8604,45975.98696976,145267.758250273438
1650758400,2022-04-24 00:00:00,LINK3S/USDT,2.924,2.9997,2.7459,2.9678,10478.68014394,30374.918051579897
1650672000,2022-04-23 00:00:00,LINK3S/USDT,2.7835,3,2.7279,2.9352,15566.23355443,44589.170606825673
1650585600,2022-04-22 00:00:00,LINK3S/USDT,2.7936,2.8463,2.6065,2.7745,18177.39404603,49703.133652749882
1650499200,2022-04-21 00:00:00,LINK3S/USDT,2.5486,2.8834,2.3539,2.7903,9603.70353486,24756.227096012092
1650412800,2022-04-20 00:00:00,LINK3S/USDT,2.4208,2.6983,2.3079,2.5379,14821.51393326,36826.581614843297
1650326400,2022-04-19 00:00:00,LINK3S/USDT,2.53,2.6364,2.3403,2.4134,13676.27144295,34092.253365460167
1650240000,2022-04-18 00:00:00,LINK3S/USDT,2.7186,3.0527,2.5122,2.5316,21948.83104542,62215.917863286551
1650153600,2022-04-17 00:00:00,LINK3S/USDT,2.4739,2.7623,2.2556,2.7178,30338.50388697,73704.245759727528
1650067200,2022-04-16 00:00:00,LINK3S/USDT,2.5273,2.648,2.421,2.475,11756.48505297,29934.259556594754
1649980800,2022-04-15 00:00:00,LINK3S/USDT,2.7898,2.803,2.4637,2.5217,16600.49662774,43610.707567707859
1649894400,2022-04-14 00:00:00,LINK3S/USDT,2.5114,2.9734,2.4202,2.8207,21252.99997464,57830.59376323148
1649808000,2022-04-13 00:00:00,LINK3S/USDT,2.6146,2.7817,2.478,2.4974,23295.50925903,60127.814529209015
1649721600,2022-04-12 00:00:00,LINK3S/USDT,2.729,2.8162,2.3712,2.5978,54532.26450866,142108.804995894294
1649635200,2022-04-11 00:00:00,LINK3S/USDT,2.1673,2.8445,2.1389,2.7396,76325.07889962,197401.220311180396
1649548800,2022-04-10 00:00:00,LINK3S/USDT,2.0706,2.1799,1.877,2.1604,33369.43411058,68067.880342017152
1649462400,2022-04-09 00:00:00,LINK3S/USDT,2.188,2.2033,2.0423,2.0777,27047.60909442,56832.621799402418
1649376000,2022-04-08 00:00:00,LINK3S/USDT,1.981,2.2437,1.9131,2.2006,66879.5273892,137230.336533633181
1649289600,2022-04-07 00:00:00,LINK3S/USDT,2.1237,2.22,1.9163,1.9477,40386.85895852,84182.20060338058
1649203200,2022-04-06 00:00:00,LINK3S/USDT,1.7182,2.148,1.693,2.1077,68859.79297993,133607.649630302794
1649116800,2022-04-05 00:00:00,LINK3S/USDT,1.5012,1.7408,1.4696,1.7132,36371.36026856,58134.78685510435
1649030400,2022-04-04 00:00:00,LINK3S/USDT,1.3878,1.6647,1.3878,1.515,61393.02937682,93324.763819535964
1648944000,2022-04-03 00:00:00,LINK3S/USDT,1.5446,1.6207,1.3159,1.3836,58416.80547939,83630.107439567783
1648857600,2022-04-02 00:00:00,LINK3S/USDT,1.5767,1.6292,1.4255,1.5501,42931.33753877,65557.572366127672
1648771200,2022-04-01 00:00:00,LINK3S/USDT,1.6873,1.9169,1.5572,1.5727,63939.25963857,112264.215991443483
1648684800,2022-03-31 00:00:00,LINK3S/USDT,1.6186,1.7656,1.3768,1.7024,94311.2327982,149872.032123439531
1648598400,2022-03-30 00:00:00,LINK3S/USDT,1.6906,1.8239,1.5052,1.6285,71192.33044985,114495.849125463619
1648512000,2022-03-29 00:00:00,LINK3S/USDT,1.8154,1.8184,1.5168,1.6787,53309.93327243,89477.34841381292
1648425600,2022-03-28 00:00:00,LINK3S/USDT,1.7318,1.8605,1.5677,1.8276,86672.26827796,145478.65980680131
1648339200,2022-03-27 00:00:00,LINK3S/USDT,2.1226,2.2113,1.702,1.7232,44734.30638354,88109.412955599232
1648252800,2022-03-26 00:00:00,LINK3S/USDT,2.2253,2.2654,2.0807,2.1148,30398.86649199,65834.925087933274
1648166400,2022-03-25 00:00:00,LINK3S/USDT,2.036,2.321,1.919,2.2298,49129.83394061,104585.504086095891
1648080000,2022-03-24 00:00:00,LINK3S/USDT,2.1405,2.2547,1.9037,2.0229,22170.04935789,45911.615266801155
1647993600,2022-03-23 00:00:00,LINK3S/USDT,2.3313,2.4433,2.098,2.1418,40825.71389282,93681.695784364413
1647907200,2022-03-22 00:00:00,LINK3S/USDT,2.5556,2.5877,2.1156,2.3098,52495.02154775,119870.454634073829
1647820800,2022-03-21 00:00:00,LINK3S/USDT,2.7931,2.943,2.3871,2.5401,35324.65208834,91434.620183504085
1647734400,2022-03-20 00:00:00,LINK3S/USDT,2.5711,2.8672,2.5016,2.8166,31115.42103843,84917.453159903301
1647648000,2022-03-19 00:00:00,LINK3S/USDT,2.5446,2.6514,2.3711,2.558,28595.03965902,72278.033466688167
1647561600,2022-03-18 00:00:00,LINK3S/USDT,2.9377,3.0905,2.43,2.5434,50868.27686459,139692.815914785881
1647475200,2022-03-17 00:00:00,LINK3S/USDT,2.7827,3.02,2.6393,2.915,25604.73282416,71918.461563166069
1647388800,2022-03-16 00:00:00,LINK3S/USDT,3.4869,3.6389,2.7147,2.7446,70882.58458265,223857.490089652097
1647302400,2022-03-15 00:00:00,LINK3S/USDT,3.7132,4.1676,3.3955,3.4884,26123.13252572,99396.299722017838
1647216000,2022-03-14 00:00:00,LINK3S/USDT,4.4514,4.5807,3.7005,3.7365,39063.52188017,157826.408153301936
1647129600,2022-03-13 00:00:00,LINK3S/USDT,4.0687,4.5493,3.815,4.4294,15156.62666859,62140.215437090782
1647043200,2022-03-12 00:00:00,LINK3S/USDT,4.1429,4.1536,3.7706,4.0248,11679.98195053,45536.712199239727
1646956800,2022-03-11 00:00:00,LINK3S/USDT,3.9933,4.3212,3.6048,4.1068,28698.15628503,115636.20811196074
1646870400,2022-03-10 00:00:00,LINK3S/USDT,3.4634,4.1994,3.3419,3.9982,38262.18954554,150475.326877304698
1646784000,2022-03-09 00:00:00,LINK3S/USDT,4.3,4.3212,2.9889,3.409,29652.82261,103003.405125795465
1646697600,2022-03-08 00:00:00,LINK3S/USDT,4.7476,4.8205,3.812,4.3,69590.230422,297501.505038394675
1646611200,2022-03-07 00:00:00,LINK3S/USDT,4.1999,5.0488,3.8372,4.7146,49204.59452303,222443.320695580428
1646524800,2022-03-06 00:00:00,LINK3S/USDT,3.5943,4.1999,3.5407,4.1999,26698.61472883,103558.778165468782
1646438400,2022-03-05 00:00:00,LINK3S/USDT,3.8372,4.0721,3.3988,3.5896,22154.16604608,82605.600580444762
1646352000,2022-03-04 00:00:00,LINK3S/USDT,3.1122,3.9448,3.0764,3.8699,63284.85593481,227068.675898989841
1646265600,2022-03-03 00:00:00,LINK3S/USDT,2.9402,3.3568,2.8389,3.0745,39216.39429137,121730.848841224791
1646179200,2022-03-02 00:00:00,LINK3S/USDT,2.8675,3.0753,2.5678,2.879,74597.90291922,210665.093136532536
1646092800,2022-03-01 00:00:00,LINK3S/USDT,2.9636,3.2014,2.638,2.8543,70659.5889607,208475.072431887435
1646006400,2022-02-28 00:00:00,LINK3S/USDT,4.4243,4.7329,2.932,2.9873,113631.48745304,452653.497466632507
1645920000,2022-02-27 00:00:00,LINK3S/USDT,3.5998,4.5267,3.4771,4.395,130249.40562108,529420.296442682385
1645833600,2022-02-26 00:00:00,LINK3S/USDT,3.8747,4.0466,3.3471,3.5848,50091.80039051,187317.293911092818
1645747200,2022-02-25 00:00:00,LINK3S/USDT,5.1618,5.3467,3.7163,3.8656,79998.50732619,360888.445611591213
1645660800,2022-02-24 00:00:00,LINK3S/USDT,5.07,7.29,4.4205,5.1265,153246.77225053,935682.329643700626
1645574400,2022-02-23 00:00:00,LINK3S/USDT,4.4004,5.0867,3.8367,5.0767,55623.73290251,248512.637393728761
1645488000,2022-02-22 00:00:00,LINK3S/USDT,4.9883,5.4314,4.249,4.4318,52556.31732167,251671.675603309143
1645401600,2022-02-21 00:00:00,LINK3S/USDT,4.0545,5.0599,3.5155,4.9631,81520.84658748,343969.980583553017
1645315200,2022-02-20 00:00:00,LINK3S/USDT,3.4753,4.25,3.4753,4.0822,78918.59951033,312032.582355396665
1645228800,2022-02-19 00:00:00,LINK3S/USDT,3.6859,3.9096,3.3508,3.4661,39549.58277751,143046.917344816133
1645142400,2022-02-18 00:00:00,LINK3S/USDT,3.4334,3.8233,3.1352,3.6859,38426.20078097,133021.636467417985
1645056000,2022-02-17 00:00:00,LINK3S/USDT,2.7004,3.48,2.5691,3.4144,45284.48595045,143332.484990442675
1644969600,2022-02-16 00:00:00,LINK3S/USDT,2.6206,2.9887,2.5924,2.7215,53297.57806615,147947.442600314071
1644883200,2022-02-15 00:00:00,LINK3S/USDT,3.583,3.6171,2.5638,2.6103,63141.01771453,189343.372473953886
1644796800,2022-02-14 00:00:00,LINK3S/USDT,3.7606,4.174,3.4355,3.5514,53933.75123718,205775.316251783245
1644710400,2022-02-13 00:00:00,LINK3S/USDT,3.5507,3.8181,3.2904,3.7681,33837.9334067,119331.02752928821
1644624000,2022-02-12 00:00:00,LINK3S/USDT,3.4422,3.7992,3.2864,3.5586,70514.45907727,248363.463463437118
1644537600,2022-02-11 00:00:00,LINK3S/USDT,2.8062,3.5176,2.637,3.3932,90830.65657267,278338.403944506095
1644451200,2022-02-10 00:00:00,LINK3S/USDT,2.3589,2.863,2.311,2.7501,130962.17042713,336033.188823794791
1644364800,2022-02-09 00:00:00,LINK3S/USDT,2.4508,2.7,2.3015,2.3546,81892.22190949,201977.485286564013
1644278400,2022-02-08 00:00:00,LINK3S/USDT,2.2846,2.7911,2.047,2.4628,205308.3315161,504922.269504274579
