https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOGE3L,Volume USDT
1663459200,2022-09-18 00:00:00,DOGE3L/USDT,0.001363,0.001364,0.001337,0.001348,4182261.0633,5623.3708272947
1663372800,2022-09-17 00:00:00,DOGE3L/USDT,0.001259,0.001383,0.001249,0.001371,18364370.8865,24084.943230147
1663286400,2022-09-16 00:00:00,DOGE3L/USDT,0.001152,0.001273,0.001133,0.001266,28227957.0509,33827.7650248152
1663200000,2022-09-15 00:00:00,DOGE3L/USDT,0.001322,0.00133,0.00115,0.00117,33919353.0801,42759.4539751321
1663113600,2022-09-14 00:00:00,DOGE3L/USDT,0.001243,0.001349,0.00122,0.001326,29192781.6341,37955.3919997549
1663027200,2022-09-13 00:00:00,DOGE3L/USDT,0.001534,0.00155,0.001206,0.00122,62160252.3846397,84998.3803964899381
1662940800,2022-09-12 00:00:00,DOGE3L/USDT,0.001528,0.001647,0.001442,0.001545,23816496.8024,36734.1758070576
1662854400,2022-09-11 00:00:00,DOGE3L/USDT,0.001627,0.00164,0.00146,0.001528,14764379.9083,22868.8968705471
1662768000,2022-09-10 00:00:00,DOGE3L/USDT,0.001558,0.001662,0.001495,0.001612,28138048.1392,43941.161998376
1662681600,2022-09-09 00:00:00,DOGE3L/USDT,0.001362,0.00162,0.001362,0.001567,63733471.2078,96571.1046515353
1662595200,2022-09-08 00:00:00,DOGE3L/USDT,0.001372,0.001439,0.001281,0.001356,17831323.7742,24188.1086991825
1662508800,2022-09-07 00:00:00,DOGE3L/USDT,0.001223,0.001402,0.001149,0.001364,27517832.9645,35991.6112656988
1662422400,2022-09-06 00:00:00,DOGE3L/USDT,0.001544,0.0017,0.001196,0.001235,45096793.44798972,66809.25798845890156
1662336000,2022-09-05 00:00:00,DOGE3L/USDT,0.001562,0.001599,0.001419,0.001521,19602107.8029,29117.3899983289
1662249600,2022-09-04 00:00:00,DOGE3L/USDT,0.001523,0.001605,0.001478,0.001561,23184457.5663,35804.8178313046
1662163200,2022-09-03 00:00:00,DOGE3L/USDT,0.001447,0.001625,0.00143,0.00152,12771865.1733,19205.9934051719
1662076800,2022-09-02 00:00:00,DOGE3L/USDT,0.001519,0.001563,0.001387,0.001453,23206022.0215,34349.0888067241
1661990400,2022-09-01 00:00:00,DOGE3L/USDT,0.001457,0.001531,0.001351,0.001513,25643285.4154,36727.8402581869
1661904000,2022-08-31 00:00:00,DOGE3L/USDT,0.001462,0.001594,0.0014,0.001452,27755246.67290347,42302.75517012817865
1661817600,2022-08-30 00:00:00,DOGE3L/USDT,0.00164,0.001695,0.001351,0.001454,36775719.85211002,56405.70550708142972
1661731200,2022-08-29 00:00:00,DOGE3L/USDT,0.001479,0.001673,0.001428,0.001629,21762623.52301904,34138.37921456454749
1661644800,2022-08-28 00:00:00,DOGE3L/USDT,0.001645,0.001685,0.00146,0.001486,27419195.35855879,43875.40436183937265
1661558400,2022-08-27 00:00:00,DOGE3L/USDT,0.001624,0.001675,0.001517,0.001643,29140021.22347126,47473.60438511763589
1661472000,2022-08-26 00:00:00,DOGE3L/USDT,0.002137,0.002187,0.001566,0.00163,52565514.02522423,99218.82792268110114
1661385600,2022-08-25 00:00:00,DOGE3L/USDT,0.002051,0.002384,0.002035,0.002153,40064584.17895302,86631.63198116561947
1661299200,2022-08-24 00:00:00,DOGE3L/USDT,0.002167,0.002216,0.001973,0.00205,53956236.08046388,112794.46882467716073
1661212800,2022-08-23 00:00:00,DOGE3L/USDT,0.002118,0.002185,0.001972,0.002163,56227556.89469058,118793.4704906473183
1661126400,2022-08-22 00:00:00,DOGE3L/USDT,0.002224,0.002224,0.001807,0.002113,43328126.23974453,87999.95871322710155
1661040000,2022-08-21 00:00:00,DOGE3L/USDT,0.002226,0.00234,0.002026,0.002228,64826546.12951591,141480.63302170252676
1660953600,2022-08-20 00:00:00,DOGE3L/USDT,0.002109,0.002376,0.002061,0.002206,67850413.05397789,150859.24472263249923
1660867200,2022-08-19 00:00:00,DOGE3L/USDT,0.002878,0.002954,0.002007,0.002054,112338788.83361555,270404.73055623747287
1660780800,2022-08-18 00:00:00,DOGE3L/USDT,0.003634,0.003901,0.002779,0.002874,63951319.9583608,223482.63989216504248
1660694400,2022-08-17 00:00:00,DOGE3L/USDT,0.004711,0.005097,0.003477,0.003629,100544820.1400183,426304.53455629380884
1660608000,2022-08-16 00:00:00,DOGE3L/USDT,0.003263,0.00495,0.003238,0.004705,147133288.41491134,652771.60208555509266
1660521600,2022-08-15 00:00:00,DOGE3L/USDT,0.004036,0.004098,0.00302,0.003284,81647444.78300946,281181.36923684478209
1660435200,2022-08-14 00:00:00,DOGE3L/USDT,0.002961,0.00443,0.002939,0.004024,154340334.88694866,578143.12881798661315
1660348800,2022-08-13 00:00:00,DOGE3L/USDT,0.002911,0.003241,0.002867,0.002966,61875801.89091821,187562.72132830713853
1660262400,2022-08-12 00:00:00,DOGE3L/USDT,0.002748,0.002978,0.002631,0.002922,32356030.81820988,90298.47157617877378
1660176000,2022-08-11 00:00:00,DOGE3L/USDT,0.002798,0.00327,0.002704,0.00275,50495638.47841785,145444.67788203188405
1660089600,2022-08-10 00:00:00,DOGE3L/USDT,0.002553,0.002859,0.002299,0.002788,56182911.38099911,144707.75544047027119
1660003200,2022-08-09 00:00:00,DOGE3L/USDT,0.002663,0.003195,0.002441,0.002577,62808176.41187497,173744.9153204591546
1659916800,2022-08-08 00:00:00,DOGE3L/USDT,0.002571,0.00295,0.002564,0.00269,46100120.00142232,125862.59483041540081
1659830400,2022-08-07 00:00:00,DOGE3L/USDT,0.002552,0.002695,0.0024,0.002577,44138336.51682902,112073.14210901487548
1659744000,2022-08-06 00:00:00,DOGE3L/USDT,0.002679,0.00286,0.002535,0.00254,22618711.00620698,61377.98869776121765
1659657600,2022-08-05 00:00:00,DOGE3L/USDT,0.002455,0.002748,0.00241,0.002692,23196955.70305195,60394.31828402747269
1659571200,2022-08-04 00:00:00,DOGE3L/USDT,0.002313,0.002465,0.002266,0.002429,15643228.51741872,37093.95244109883133
1659484800,2022-08-03 00:00:00,DOGE3L/USDT,0.002369,0.002564,0.002202,0.002315,26529995.36444005,64822.33849288930306
1659398400,2022-08-02 00:00:00,DOGE3L/USDT,0.002581,0.002667,0.002271,0.00236,42701837.22970115,102307.99772514460719
