https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AURORA,Volume USDT
1663174800,2022-09-14 17:00:00,AURORA/USDT,1.3229,1.3287,1.3229,1.3287,15.0656,19.99988389
1663171200,2022-09-14 16:00:00,AURORA/USDT,1.33,1.3343,1.3141,1.3141,200.2121,265.0865793
1663167600,2022-09-14 15:00:00,AURORA/USDT,1.3214,1.3313,1.3159,1.33,172.5539,227.76228304
1663164000,2022-09-14 14:00:00,AURORA/USDT,1.3246,1.335,1.3141,1.3229,2404.27,3199.16656808
1663160400,2022-09-14 13:00:00,AURORA/USDT,1.3297,1.3357,1.3061,1.3291,2748.783,3607.48370545
1663156800,2022-09-14 12:00:00,AURORA/USDT,1.3187,1.3297,1.3056,1.3266,1883.8541,2473.28367801
1663153200,2022-09-14 11:00:00,AURORA/USDT,1.32,1.3291,1.3083,1.3232,424.8293,558.47251102
1663149600,2022-09-14 10:00:00,AURORA/USDT,1.3229,1.3313,1.3045,1.32,778.3871,1021.12265202
1663146000,2022-09-14 09:00:00,AURORA/USDT,1.3157,1.3295,1.3127,1.3127,72.6172,96.08222499
1663142400,2022-09-14 08:00:00,AURORA/USDT,1.3276,1.33,1.3209,1.3209,92.3788,122.73910228
1663138800,2022-09-14 07:00:00,AURORA/USDT,1.3334,1.3359,1.31,1.3147,777.3933,1027.1367685
1663135200,2022-09-14 06:00:00,AURORA/USDT,1.3299,1.34,1.313,1.3336,4316.3461,5679.07024325
1663131600,2022-09-14 05:00:00,AURORA/USDT,1.3291,1.345,1.329,1.329,334.7924,446.85675593
1663128000,2022-09-14 04:00:00,AURORA/USDT,1.335,1.335,1.313,1.3242,1026.3443,1349.60235786
1663124400,2022-09-14 03:00:00,AURORA/USDT,1.3356,1.3373,1.32,1.3253,241.0653,320.51537194
1663120800,2022-09-14 02:00:00,AURORA/USDT,1.3313,1.3464,1.3146,1.323,1179.197,1570.0309408
1663117200,2022-09-14 01:00:00,AURORA/USDT,1.3218,1.343,1.313,1.3209,715.1746,951.67166124
1663113600,2022-09-14 00:00:00,AURORA/USDT,1.313,1.313,1.313,1.313,3881.6518,5096.6088134
1663110000,2022-09-13 23:00:00,AURORA/USDT,1.3147,1.33,1.313,1.313,1865.2904,2451.001522
1663106400,2022-09-13 22:00:00,AURORA/USDT,1.33,1.35,1.313,1.313,1280.3579,1696.21559765
1663102800,2022-09-13 21:00:00,AURORA/USDT,1.3247,1.33,1.321,1.33,743.349,982.13854983
1663099200,2022-09-13 20:00:00,AURORA/USDT,1.3291,1.33,1.324,1.33,132.9912,176.40184906
1663095600,2022-09-13 19:00:00,AURORA/USDT,1.3209,1.3429,1.313,1.3229,2367.4252,3127.71763958
1663092000,2022-09-13 18:00:00,AURORA/USDT,1.3255,1.33,1.325,1.33,50.5374,67.077655
1663088400,2022-09-13 17:00:00,AURORA/USDT,1.3256,1.33,1.3132,1.33,125.9968,166.75404708
1663084800,2022-09-13 16:00:00,AURORA/USDT,1.3291,1.3291,1.32,1.32,60.6807,80.17839766
1663081200,2022-09-13 15:00:00,AURORA/USDT,1.3373,1.3373,1.32,1.32,14.0171,18.54334269
1663077600,2022-09-13 14:00:00,AURORA/USDT,1.3168,1.3469,1.313,1.329,3015.2178,3981.21626744
1663074000,2022-09-13 13:00:00,AURORA/USDT,1.3472,1.3473,1.3114,1.313,2887.0282,3807.55151573
1663070400,2022-09-13 12:00:00,AURORA/USDT,1.4029,1.4117,1.34,1.3403,16252.9577,22099.88167898
1663066800,2022-09-13 11:00:00,AURORA/USDT,1.3929,1.4107,1.3929,1.4044,1196.6544,1677.9380609
1663063200,2022-09-13 10:00:00,AURORA/USDT,1.3901,1.3947,1.3801,1.3915,126.633,175.57968382
1663059600,2022-09-13 09:00:00,AURORA/USDT,1.397,1.4,1.38,1.38,1108.1581,1549.0328653
1663056000,2022-09-13 08:00:00,AURORA/USDT,1.3985,1.4,1.3914,1.394,325.2398,455.08105701
1663052400,2022-09-13 07:00:00,AURORA/USDT,1.3817,1.398,1.3817,1.398,438.9699,611.47200426
1663048800,2022-09-13 06:00:00,AURORA/USDT,1.3833,1.39,1.3644,1.38,3432.5016,4714.91946947
1663045200,2022-09-13 05:00:00,AURORA/USDT,1.3896,1.3945,1.3896,1.3945,68.5519,95.47231287
1663041600,2022-09-13 04:00:00,AURORA/USDT,1.3885,1.3885,1.3885,1.3885,3.969,5.5109565
1663038000,2022-09-13 03:00:00,AURORA/USDT,1.3833,1.3885,1.3833,1.3885,39.6875,55.07042435
1663034400,2022-09-13 02:00:00,AURORA/USDT,1.3907,1.3934,1.3885,1.3893,20.7388,28.84041535
1663030800,2022-09-13 01:00:00,AURORA/USDT,1.3897,1.3976,1.3833,1.3833,149.7259,208.55627943
1663027200,2022-09-13 00:00:00,AURORA/USDT,1.396,1.3965,1.38,1.3929,210.383,292.072087
1663023600,2022-09-12 23:00:00,AURORA/USDT,1.3908,1.4,1.3762,1.4,1181.1469,1644.91818489
1663020000,2022-09-12 22:00:00,AURORA/USDT,1.4,1.4,1.4,1.4,5539.4394,7755.21516
1663016400,2022-09-12 21:00:00,AURORA/USDT,1.3968,1.4,1.3768,1.3902,5207.9512,7280.65803564
1663012800,2022-09-12 20:00:00,AURORA/USDT,1.3985,1.4,1.3902,1.3902,255.9854,357.37094495
1663009200,2022-09-12 19:00:00,AURORA/USDT,1.3833,1.3983,1.3833,1.3983,78.7887,110.01812668
1663005600,2022-09-12 18:00:00,AURORA/USDT,1.3773,1.3941,1.37,1.3871,644.5971,893.55438875
1663002000,2022-09-12 17:00:00,AURORA/USDT,1.3663,1.3742,1.3559,1.3686,790.0919,1080.47816763
1662998400,2022-09-12 16:00:00,AURORA/USDT,1.3865,1.3865,1.3537,1.3662,4323.2766,5896.06565354
1662994800,2022-09-12 15:00:00,AURORA/USDT,1.3947,1.4,1.3688,1.386,2844.9874,3940.89509663
1662991200,2022-09-12 14:00:00,AURORA/USDT,1.4059,1.4069,1.3708,1.4,8855.381,12356.33972353
1662987600,2022-09-12 13:00:00,AURORA/USDT,1.3946,1.4059,1.3946,1.4059,56.174,78.67726401
1662984000,2022-09-12 12:00:00,AURORA/USDT,1.4069,1.4314,1.3833,1.3946,5769.175,8135.36186939
1662980400,2022-09-12 11:00:00,AURORA/USDT,1.3913,1.41,1.3913,1.4064,1196.5986,1682.64656614
1662976800,2022-09-12 10:00:00,AURORA/USDT,1.3865,1.4026,1.3803,1.3902,8170.5777,11343.09520407
1662973200,2022-09-12 09:00:00,AURORA/USDT,1.373,1.3861,1.3466,1.386,2810.9396,3839.72243505
1662969600,2022-09-12 08:00:00,AURORA/USDT,1.3517,1.379,1.3254,1.379,3741.4244,5029.28506155
1662966000,2022-09-12 07:00:00,AURORA/USDT,1.3501,1.3517,1.3497,1.3517,44.2569,59.76449583
1662962400,2022-09-12 06:00:00,AURORA/USDT,1.3455,1.35,1.3365,1.342,330.0081,443.02945704
1662958800,2022-09-12 05:00:00,AURORA/USDT,1.34,1.3495,1.337,1.337,84.8535,114.14643806
1662955200,2022-09-12 04:00:00,AURORA/USDT,1.3279,1.3383,1.3241,1.3383,69.0616,91.89315368
1662951600,2022-09-12 03:00:00,AURORA/USDT,1.346,1.346,1.32,1.3276,1259.3065,1676.41380534
1662948000,2022-09-12 02:00:00,AURORA/USDT,1.357,1.3672,1.346,1.346,664.3536,901.61477545
1662944400,2022-09-12 01:00:00,AURORA/USDT,1.3764,1.3764,1.35,1.3619,1361.2101,1841.95320931
1662940800,2022-09-12 00:00:00,AURORA/USDT,1.3638,1.39,1.3559,1.3764,892.5889,1226.60784301
1662937200,2022-09-11 23:00:00,AURORA/USDT,1.3507,1.3653,1.35,1.3646,276.1748,375.49484642
1662933600,2022-09-11 22:00:00,AURORA/USDT,1.3507,1.3573,1.3507,1.3573,13.2894,17.97615952
1662930000,2022-09-11 21:00:00,AURORA/USDT,1.3591,1.3701,1.3507,1.3517,255.5892,347.65988017
1662926400,2022-09-11 20:00:00,AURORA/USDT,1.3678,1.3892,1.3591,1.3591,2719.4231,3715.76191506
1662922800,2022-09-11 19:00:00,AURORA/USDT,1.3661,1.3736,1.35,1.3736,677.1706,923.6682084
1662919200,2022-09-11 18:00:00,AURORA/USDT,1.357,1.3722,1.35,1.3619,2499.7675,3414.76322052
1662915600,2022-09-11 17:00:00,AURORA/USDT,1.346,1.3653,1.346,1.3473,1796.3661,2446.92244222
1662912000,2022-09-11 16:00:00,AURORA/USDT,1.3458,1.3537,1.3424,1.3424,269.9169,363.91384085
1662908400,2022-09-11 15:00:00,AURORA/USDT,1.3333,1.3517,1.3276,1.3517,2893.3605,3867.08348079
1662904800,2022-09-11 14:00:00,AURORA/USDT,1.3273,1.3344,1.3273,1.3344,9.1897,12.20891271
1662901200,2022-09-11 13:00:00,AURORA/USDT,1.3273,1.335,1.3144,1.335,989.0274,1309.78177344
1662897600,2022-09-11 12:00:00,AURORA/USDT,1.3216,1.33,1.3155,1.33,242.3471,319.60235789
1662894000,2022-09-11 11:00:00,AURORA/USDT,1.3424,1.346,1.3146,1.3282,1538.5711,2032.09255537
1662890400,2022-09-11 10:00:00,AURORA/USDT,1.3287,1.36,1.327,1.3424,2216.305,2974.25608784
1662886800,2022-09-11 09:00:00,AURORA/USDT,1.3287,1.3287,1.3287,1.3287,11.823,15.7092201
1662883200,2022-09-11 08:00:00,AURORA/USDT,1.3427,1.3606,1.3223,1.334,1026.0654,1378.12806904
1662879600,2022-09-11 07:00:00,AURORA/USDT,1.3233,1.35,1.3233,1.3427,407.6009,545.14750611
1662876000,2022-09-11 06:00:00,AURORA/USDT,1.3379,1.3696,1.32,1.3233,2269.6911,3063.58295454
1662872400,2022-09-11 05:00:00,AURORA/USDT,1.3363,1.359,1.3183,1.346,1182.7429,1583.74859539
1662868800,2022-09-11 04:00:00,AURORA/USDT,1.3282,1.345,1.328,1.328,251.894,335.70177385
1662865200,2022-09-11 03:00:00,AURORA/USDT,1.346,1.346,1.3283,1.3283,668.9836,895.2266571
1662861600,2022-09-11 02:00:00,AURORA/USDT,1.34,1.3899,1.34,1.34,4831.1661,6525.5613303
1662858000,2022-09-11 01:00:00,AURORA/USDT,1.3231,1.34,1.3228,1.34,173.9869,230.87106615
1662854400,2022-09-11 00:00:00,AURORA/USDT,1.3282,1.3471,1.3207,1.3232,577.999,770.51334911
1662850800,2022-09-10 23:00:00,AURORA/USDT,1.3282,1.3282,1.32,1.327,63.0582,83.3530206
1662847200,2022-09-10 22:00:00,AURORA/USDT,1.3372,1.3372,1.3372,1.3372,1,1.3372
1662843600,2022-09-10 21:00:00,AURORA/USDT,1.3371,1.34,1.3262,1.3282,156.9335,209.14369533
1662840000,2022-09-10 20:00:00,AURORA/USDT,1.3467,1.3537,1.3217,1.3283,946.9811,1269.35340962
1662836400,2022-09-10 19:00:00,AURORA/USDT,1.3165,1.3758,1.3165,1.3517,2341.6278,3160.31379121
1662832800,2022-09-10 18:00:00,AURORA/USDT,1.333,1.3383,1.3127,1.3213,2761.9393,3629.7382411
1662829200,2022-09-10 17:00:00,AURORA/USDT,1.3175,1.3329,1.3147,1.3329,1197.0798,1575.0179701
1662825600,2022-09-10 16:00:00,AURORA/USDT,1.3295,1.34,1.3125,1.3267,3182.8421,4204.95519579
1662822000,2022-09-10 15:00:00,AURORA/USDT,1.329,1.3383,1.3276,1.3383,101.1646,134.90177708
1662818400,2022-09-10 14:00:00,AURORA/USDT,1.3291,1.355,1.329,1.329,527.4039,708.52928324
1662814800,2022-09-10 13:00:00,AURORA/USDT,1.35,1.3501,1.32,1.3202,2056.6013,2754.10105555
1662811200,2022-09-10 12:00:00,AURORA/USDT,1.35,1.36,1.3491,1.36,1038.0324,1400.63514364
1662807600,2022-09-10 11:00:00,AURORA/USDT,1.3524,1.3524,1.35,1.35,423.8817,572.27173346
1662804000,2022-09-10 10:00:00,AURORA/USDT,1.3573,1.3758,1.3507,1.3507,618.4372,847.26021004
1662800400,2022-09-10 09:00:00,AURORA/USDT,1.36,1.36,1.3507,1.3507,43.6995,59.25018204
1662796800,2022-09-10 08:00:00,AURORA/USDT,1.35,1.3612,1.35,1.3599,478.746,647.13094717
1662793200,2022-09-10 07:00:00,AURORA/USDT,1.365,1.3653,1.3507,1.3507,162.109,219.78191642
1662789600,2022-09-10 06:00:00,AURORA/USDT,1.3669,1.3669,1.3669,1.3669,0.1153,0.15760357
1662786000,2022-09-10 05:00:00,AURORA/USDT,1.3696,1.3696,1.3515,1.3559,1035.4544,1400.99398335
1662782400,2022-09-10 04:00:00,AURORA/USDT,1.3607,1.38,1.3607,1.3775,1145.6692,1577.54584037
1662778800,2022-09-10 03:00:00,AURORA/USDT,1.36,1.38,1.3559,1.3559,2681.6293,3666.65874326
1662775200,2022-09-10 02:00:00,AURORA/USDT,1.36,1.3739,1.3584,1.36,417.0319,570.49200135
1662771600,2022-09-10 01:00:00,AURORA/USDT,1.35,1.36,1.35,1.36,808.663,1099.03400716
1662768000,2022-09-10 00:00:00,AURORA/USDT,1.3517,1.3585,1.35,1.3585,92.436,124.98232557
1662764400,2022-09-09 23:00:00,AURORA/USDT,1.351,1.351,1.3375,1.35,1751.2278,2363.30572095
1662760800,2022-09-09 22:00:00,AURORA/USDT,1.3309,1.3696,1.33,1.3455,1283.1403,1737.16012888
1662757200,2022-09-09 21:00:00,AURORA/USDT,1.3183,1.378,1.3104,1.332,3377.1143,4557.89342783
1662753600,2022-09-09 20:00:00,AURORA/USDT,1.3475,1.3501,1.3104,1.3218,3447.9017,4565.84632809
1662750000,2022-09-09 19:00:00,AURORA/USDT,1.352,1.3604,1.3475,1.3537,147.5904,199.7348939
1662746400,2022-09-09 18:00:00,AURORA/USDT,1.3665,1.378,1.3477,1.3477,680.4521,925.89702719
1662742800,2022-09-09 17:00:00,AURORA/USDT,1.3757,1.3781,1.3619,1.3781,1391.1032,1912.177229
1662739200,2022-09-09 16:00:00,AURORA/USDT,1.3449,1.4094,1.3449,1.3695,8196.2584,11257.23946165
1662735600,2022-09-09 15:00:00,AURORA/USDT,1.3431,1.3517,1.34,1.3449,264.5346,356.13896321
1662732000,2022-09-09 14:00:00,AURORA/USDT,1.3323,1.3454,1.3309,1.34,151.5919,203.24323494
1662728400,2022-09-09 13:00:00,AURORA/USDT,1.3415,1.3555,1.332,1.333,665.4126,893.11319446
1662724800,2022-09-09 12:00:00,AURORA/USDT,1.33,1.3447,1.3196,1.3447,1550.0627,2062.49750113
1662721200,2022-09-09 11:00:00,AURORA/USDT,1.3424,1.3424,1.3021,1.33,2607.2381,3440.82918413
1662717600,2022-09-09 10:00:00,AURORA/USDT,1.3383,1.3535,1.3374,1.3535,320.6116,431.74867238
1662714000,2022-09-09 09:00:00,AURORA/USDT,1.332,1.34,1.3221,1.3383,1099.8681,1464.59488153
1662710400,2022-09-09 08:00:00,AURORA/USDT,1.3373,1.3406,1.3108,1.3319,2523.2594,3321.77923137
1662706800,2022-09-09 07:00:00,AURORA/USDT,1.33,1.3658,1.3234,1.3326,4249.5527,5742.23917935
1662703200,2022-09-09 06:00:00,AURORA/USDT,1.3269,1.33,1.3,1.3297,2106.7424,2757.67809995
1662699600,2022-09-09 05:00:00,AURORA/USDT,1.3226,1.33,1.3146,1.33,717.7124,952.12483461
1662696000,2022-09-09 04:00:00,AURORA/USDT,1.2989,1.333,1.2989,1.3209,3133.9268,4153.9848181
1662692400,2022-09-09 03:00:00,AURORA/USDT,1.2963,1.305,1.29,1.3032,652.8019,846.8730716
1662688800,2022-09-09 02:00:00,AURORA/USDT,1.2879,1.3062,1.2823,1.3009,541.8264,699.7678822
1662685200,2022-09-09 01:00:00,AURORA/USDT,1.2872,1.288,1.2861,1.288,159.9922,206.01090604
1662681600,2022-09-09 00:00:00,AURORA/USDT,1.28,1.28,1.2778,1.2778,10,12.79586959
1662678000,2022-09-08 23:00:00,AURORA/USDT,1.2886,1.3,1.2723,1.2889,797.6083,1029.32914243
1662674400,2022-09-08 22:00:00,AURORA/USDT,1.29,1.293,1.2838,1.2844,59.4771,76.62307834
1662670800,2022-09-08 21:00:00,AURORA/USDT,1.2929,1.3099,1.28,1.2955,921.5974,1195.44089538
1662667200,2022-09-08 20:00:00,AURORA/USDT,1.3148,1.3148,1.1815,1.2929,25343.3088,31920.5662301
1662663600,2022-09-08 19:00:00,AURORA/USDT,1.3125,1.3297,1.3125,1.3148,138.9237,183.69333284
1662660000,2022-09-08 18:00:00,AURORA/USDT,1.3338,1.3365,1.3013,1.3013,3282.3623,4349.81831829
1662656400,2022-09-08 17:00:00,AURORA/USDT,1.3145,1.3336,1.3062,1.3303,627.2435,829.91643332
1662652800,2022-09-08 16:00:00,AURORA/USDT,1.3292,1.332,1.3116,1.3145,557.6486,739.89065325
1662649200,2022-09-08 15:00:00,AURORA/USDT,1.3256,1.3336,1.3134,1.3292,476.1819,632.16190439
1662645600,2022-09-08 14:00:00,AURORA/USDT,1.3148,1.3295,1.3041,1.3256,2103.1442,2766.73841382
1662642000,2022-09-08 13:00:00,AURORA/USDT,1.3067,1.32,1.3062,1.3062,1242.4043,1623.34945553
1662638400,2022-09-08 12:00:00,AURORA/USDT,1.3098,1.3201,1.2983,1.3201,456.3864,596.40894211
1662634800,2022-09-08 11:00:00,AURORA/USDT,1.3025,1.3148,1.2957,1.3148,995.1099,1291.21451211
1662631200,2022-09-08 10:00:00,AURORA/USDT,1.3207,1.3208,1.2993,1.3127,89.1796,116.14788834
1662627600,2022-09-08 09:00:00,AURORA/USDT,1.3148,1.3207,1.3062,1.3207,1470.9534,1921.57602771
1662624000,2022-09-08 08:00:00,AURORA/USDT,1.3014,1.3148,1.3014,1.3062,314.7373,409.8615195
1662620400,2022-09-08 07:00:00,AURORA/USDT,1.3291,1.3372,1.3014,1.3042,2185.0509,2851.85777101
1662616800,2022-09-08 06:00:00,AURORA/USDT,1.3291,1.3338,1.3173,1.3173,131.3127,174.66481069
1662613200,2022-09-08 05:00:00,AURORA/USDT,1.325,1.3297,1.3209,1.3209,1011.7442,1339.38433643
1662609600,2022-09-08 04:00:00,AURORA/USDT,1.3148,1.3262,1.3062,1.3262,146.4945,192.01760594
1662606000,2022-09-08 03:00:00,AURORA/USDT,1.3208,1.3297,1.305,1.305,783.0073,1023.84858454
1662602400,2022-09-08 02:00:00,AURORA/USDT,1.2964,1.3208,1.2964,1.3062,91.155,119.34354563
1662598800,2022-09-08 01:00:00,AURORA/USDT,1.2868,1.3234,1.2868,1.2964,2365.9925,3072.76651207
