https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BURGER,Volume USDT
1663344000,2022-09-16 16:00:00,BURGER/USDT,1.0292,1.0292,1.0155,1.021,5639.97762363,5763.033802610202
1663340400,2022-09-16 15:00:00,BURGER/USDT,1.0298,1.034,1.0268,1.0296,1312.39663127,1350.115205378614
1663336800,2022-09-16 14:00:00,BURGER/USDT,1.0189,1.0331,1.0189,1.0268,4875.606,4993.90005004
1663333200,2022-09-16 13:00:00,BURGER/USDT,1.0262,1.0301,1.0091,1.018,8304.67084664,8454.29943269928
1663329600,2022-09-16 12:00:00,BURGER/USDT,1.034,1.034,1.028,1.028,1682.756,1735.37048558
1663326000,2022-09-16 11:00:00,BURGER/USDT,1.0292,1.0374,1.0292,1.0374,1012.0313,1046.94629238
1663322400,2022-09-16 10:00:00,BURGER/USDT,1.033,1.034,1.0269,1.0289,5897.3463,6075.46481559
1663318800,2022-09-16 09:00:00,BURGER/USDT,1.0298,1.0341,1.0287,1.032,1927.19198138,1988.37733145416
1663315200,2022-09-16 08:00:00,BURGER/USDT,1.0408,1.0409,1.0202,1.0287,8768.48963873,9016.500606208313
1663311600,2022-09-16 07:00:00,BURGER/USDT,1.055,1.0566,1.0409,1.0409,6563.9983974,6889.93246582038
1663308000,2022-09-16 06:00:00,BURGER/USDT,1.0465,1.0554,1.0421,1.0549,3840.1844,4029.92545693
1663304400,2022-09-16 05:00:00,BURGER/USDT,1.0541,1.0627,1.0467,1.0467,1811.7384,1914.62428041
1663300800,2022-09-16 04:00:00,BURGER/USDT,1.0537,1.0551,1.0522,1.0522,719.5432,758.5974824
1663297200,2022-09-16 03:00:00,BURGER/USDT,1.0518,1.0572,1.0518,1.0537,1521.22342115,1602.90239787978
1663293600,2022-09-16 02:00:00,BURGER/USDT,1.041,1.0572,1.0375,1.0529,2316.4790086,2431.2281364826
1663290000,2022-09-16 01:00:00,BURGER/USDT,1.0413,1.0471,1.0409,1.0411,1377.79253178,1436.332680550163
1663286400,2022-09-16 00:00:00,BURGER/USDT,1.036,1.0408,1.0282,1.0408,1300.62546859,1349.79165893065
1663282800,2022-09-15 23:00:00,BURGER/USDT,1.0341,1.0489,1.032,1.0367,2432.27619837,2538.405018445631
1663279200,2022-09-15 22:00:00,BURGER/USDT,1.042,1.042,1.0333,1.0333,881.3831,913.53736373
1663275600,2022-09-15 21:00:00,BURGER/USDT,1.051,1.051,1.0423,1.044,1170.55931324,1225.053580204476
1663272000,2022-09-15 20:00:00,BURGER/USDT,1.0514,1.0555,1.0479,1.048,2822.2518,2965.88155013
1663268400,2022-09-15 19:00:00,BURGER/USDT,1.0412,1.0514,1.0396,1.0512,1497.85751055,1566.24907612869
1663264800,2022-09-15 18:00:00,BURGER/USDT,1.0451,1.0453,1.0388,1.0388,7091.0614,7406.10245709
1663261200,2022-09-15 17:00:00,BURGER/USDT,1.0568,1.0584,1.0453,1.0465,2786.4279,2922.72747548
1663257600,2022-09-15 16:00:00,BURGER/USDT,1.045,1.0566,1.045,1.0566,2278.9741,2392.30540931
1663254000,2022-09-15 15:00:00,BURGER/USDT,1.0555,1.0559,1.0266,1.043,8836.17252164,9182.28099704904
1663250400,2022-09-15 14:00:00,BURGER/USDT,1.077,1.0784,1.051,1.051,1993.7897,2114.83453442
1663246800,2022-09-15 13:00:00,BURGER/USDT,1.0762,1.077,1.0692,1.0719,1417.27150938,1521.040374394756
1663243200,2022-09-15 12:00:00,BURGER/USDT,1.0711,1.0769,1.0672,1.0728,1645.16322499,1764.656586935108
1663239600,2022-09-15 11:00:00,BURGER/USDT,1.0692,1.0784,1.0662,1.0738,2490.051,2670.17453203
1663236000,2022-09-15 10:00:00,BURGER/USDT,1.0672,1.0805,1.067,1.0709,3192.83015916,3429.08437914742
1663232400,2022-09-15 09:00:00,BURGER/USDT,1.0693,1.071,1.0671,1.0687,1498.25929365,1600.35292543573
1663228800,2022-09-15 08:00:00,BURGER/USDT,1.0708,1.073,1.0664,1.0674,2532.57939126,2707.83777091198
1663225200,2022-09-15 07:00:00,BURGER/USDT,1.0732,1.0788,1.0672,1.0705,2476.15590015,2658.998141141061
1663221600,2022-09-15 06:00:00,BURGER/USDT,1.0651,1.0783,1.053,1.07,6295.38402958,6706.053148413055
1663218000,2022-09-15 05:00:00,BURGER/USDT,1.0565,1.0646,1.0489,1.0646,3487.44381506,3686.283420358174
1663214400,2022-09-15 04:00:00,BURGER/USDT,1.0617,1.063,1.0521,1.0549,2217.24409774,2348.18750551762
1663210800,2022-09-15 03:00:00,BURGER/USDT,1.0784,1.0784,1.0601,1.0601,3373.7934,3600.64516045
1663207200,2022-09-15 02:00:00,BURGER/USDT,1.0825,1.0825,1.0753,1.0757,2084.9394568,2244.63367637256
1663203600,2022-09-15 01:00:00,BURGER/USDT,1.081,1.083,1.076,1.083,1012.4321,1092.6180193
1663200000,2022-09-15 00:00:00,BURGER/USDT,1.1006,1.1036,1.0815,1.0816,2763.01343214,3006.036095639704
1663196400,2022-09-14 23:00:00,BURGER/USDT,1.1096,1.1124,1.0929,1.1006,2640.8427,2910.50598698
1663192800,2022-09-14 22:00:00,BURGER/USDT,1.1065,1.1161,1.0991,1.1096,2396.71071381,2646.881238828817
1663189200,2022-09-14 21:00:00,BURGER/USDT,1.1209,1.1213,1.0969,1.104,5559.23098468,6161.017609815818
1663185600,2022-09-14 20:00:00,BURGER/USDT,1.0765,1.1351,1.0751,1.1228,11285.69672681,12468.291130584593
1663182000,2022-09-14 19:00:00,BURGER/USDT,1.0924,1.0972,1.0711,1.0767,6009.20104227,6508.296800645964
1663178400,2022-09-14 18:00:00,BURGER/USDT,1.0722,1.0994,1.0629,1.099,11616.79073237,12511.587785000396
1663174800,2022-09-14 17:00:00,BURGER/USDT,1.0669,1.1052,1.063,1.0731,21186.43810671,22907.997121696006
1663171200,2022-09-14 16:00:00,BURGER/USDT,1.0829,1.09,1.0544,1.0672,6020.16558067,6461.224805758417
1663167600,2022-09-14 15:00:00,BURGER/USDT,1.1251,1.1282,1.0789,1.0829,24193.22220121,26677.916678559634
1663164000,2022-09-14 14:00:00,BURGER/USDT,1.1452,1.225,1.1096,1.1298,54927.63435298,63851.167246125322
1663160400,2022-09-14 13:00:00,BURGER/USDT,1.0647,1.17,1.0647,1.1451,30284.67158988,33921.25734380548
1663156800,2022-09-14 12:00:00,BURGER/USDT,1.0571,1.0698,1.0523,1.0663,8067.28996998,8581.765499589674
1663153200,2022-09-14 11:00:00,BURGER/USDT,1.0581,1.061,1.0544,1.0555,4713.4411,4992.68490665
1663149600,2022-09-14 10:00:00,BURGER/USDT,1.0605,1.0605,1.0547,1.0584,708.1461,748.68806399
1663146000,2022-09-14 09:00:00,BURGER/USDT,1.063,1.0639,1.0547,1.0608,3639.2767,3858.15844094
1663142400,2022-09-14 08:00:00,BURGER/USDT,1.0627,1.0633,1.0439,1.0625,9793.8862785,10371.03523589855
1663138800,2022-09-14 07:00:00,BURGER/USDT,1.0691,1.072,1.0593,1.0665,4629.93431389,4932.795933827571
1663135200,2022-09-14 06:00:00,BURGER/USDT,1.0809,1.0844,1.0643,1.0678,3683.9696,3956.02040452
1663131600,2022-09-14 05:00:00,BURGER/USDT,1.0819,1.091,1.0764,1.0818,4411.3028,4780.87227432
1663128000,2022-09-14 04:00:00,BURGER/USDT,1.077,1.081,1.0712,1.081,715.1015,768.8403085
1663124400,2022-09-14 03:00:00,BURGER/USDT,1.0947,1.1044,1.076,1.0779,8453.85412541,9196.528223221409
1663120800,2022-09-14 02:00:00,BURGER/USDT,1.0876,1.1047,1.0775,1.0888,3524.96823043,3853.119884617807
1663117200,2022-09-14 01:00:00,BURGER/USDT,1.0791,1.09,1.0688,1.0812,2691.4167,2908.29315455
1663113600,2022-09-14 00:00:00,BURGER/USDT,1.05,1.0852,1.048,1.083,2699.64821713,2864.64582379206
1663110000,2022-09-13 23:00:00,BURGER/USDT,1.0494,1.05,1.0462,1.0483,769.9713,808.01341135
1663106400,2022-09-13 22:00:00,BURGER/USDT,1.0465,1.05,1.036,1.0499,3269.98293331,3426.772369885521
1663102800,2022-09-13 21:00:00,BURGER/USDT,1.048,1.048,1.0382,1.0423,673.6895,702.55630237
1663099200,2022-09-13 20:00:00,BURGER/USDT,1.0555,1.0566,1.0491,1.0529,2904.35502164,3052.546553244756
1663095600,2022-09-13 19:00:00,BURGER/USDT,1.0472,1.0555,1.0408,1.0542,2450.96404282,2565.399244070844
1663092000,2022-09-13 18:00:00,BURGER/USDT,1.0652,1.066,1.0472,1.0472,2391.89,2542.41026145
1663088400,2022-09-13 17:00:00,BURGER/USDT,1.067,1.0724,1.0627,1.0665,2000.9895,2139.14708204
1663084800,2022-09-13 16:00:00,BURGER/USDT,1.0487,1.0873,1.043,1.0671,8084.73366377,8568.646556468749
1663081200,2022-09-13 15:00:00,BURGER/USDT,1.0586,1.0602,1.045,1.0481,6946.68436859,7301.843457720929
