https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MATIC3L,Volume USDT
1663462800,2022-09-18 01:00:00,MATIC3L/USDT,0.009157,0.009157,0.009139,0.009139,5250.2447,48.0201459422
1663459200,2022-09-18 00:00:00,MATIC3L/USDT,0.00941,0.009411,0.009155,0.009155,918422.7529,8530.5409878738
1663455600,2022-09-17 23:00:00,MATIC3L/USDT,0.009317,0.009466,0.009317,0.0094,348393.6022,3262.7228035381
1663452000,2022-09-17 22:00:00,MATIC3L/USDT,0.009259,0.009371,0.009235,0.009318,564354.576,5251.393941537
1663448400,2022-09-17 21:00:00,MATIC3L/USDT,0.00934,0.00934,0.009235,0.009235,927072.1614,8592.949001708
1663444800,2022-09-17 20:00:00,MATIC3L/USDT,0.009197,0.009373,0.009186,0.009372,276410.0345,2565.995532951
1663441200,2022-09-17 19:00:00,MATIC3L/USDT,0.009249,0.009278,0.009185,0.009263,197395.3333,1822.8915684718
1663437600,2022-09-17 18:00:00,MATIC3L/USDT,0.009316,0.009347,0.009242,0.009302,521298.6504,4848.8240481594
1663434000,2022-09-17 17:00:00,MATIC3L/USDT,0.009341,0.0095,0.009235,0.009317,1319767.2201,12290.0063507534
1663430400,2022-09-17 16:00:00,MATIC3L/USDT,0.009281,0.009481,0.009255,0.00939,940081.2903,8782.1399524859
1663426800,2022-09-17 15:00:00,MATIC3L/USDT,0.009203,0.009283,0.009124,0.009283,723448.757,6667.0014362948
1663423200,2022-09-17 14:00:00,MATIC3L/USDT,0.008979,0.009203,0.008931,0.009154,1004157.9621,9087.1974456123
1663419600,2022-09-17 13:00:00,MATIC3L/USDT,0.008936,0.009,0.008871,0.008936,352991.6252,3157.7290740915
1663416000,2022-09-17 12:00:00,MATIC3L/USDT,0.008854,0.008983,0.008788,0.008983,210766.8329,1867.6470383633
1663412400,2022-09-17 11:00:00,MATIC3L/USDT,0.008937,0.008999,0.00881,0.008876,143717.6408,1277.0370607783
1663408800,2022-09-17 10:00:00,MATIC3L/USDT,0.009077,0.009087,0.008927,0.009,567700.0989,5129.2457334753
1663405200,2022-09-17 09:00:00,MATIC3L/USDT,0.009041,0.009096,0.009,0.009087,170020.8414,1538.5447094451
1663401600,2022-09-17 08:00:00,MATIC3L/USDT,0.00891,0.009068,0.008871,0.009067,546576.2445,4913.9105348828
1663398000,2022-09-17 07:00:00,MATIC3L/USDT,0.008884,0.008953,0.008822,0.008953,60167.1839,535.0473725207
1663394400,2022-09-17 06:00:00,MATIC3L/USDT,0.008863,0.008949,0.00883,0.008936,128403.1382,1142.9793492738
1663390800,2022-09-17 05:00:00,MATIC3L/USDT,0.009052,0.009064,0.008858,0.008858,358757.3385,3210.2899691753
1663387200,2022-09-17 04:00:00,MATIC3L/USDT,0.009055,0.009159,0.009034,0.009052,1215200.5859,11056.7228517362
1663383600,2022-09-17 03:00:00,MATIC3L/USDT,0.00903,0.009055,0.008964,0.00903,75186.6286,679.039434667
1663380000,2022-09-17 02:00:00,MATIC3L/USDT,0.009097,0.009165,0.00895,0.009028,1056816.0395,9556.770094167
1663376400,2022-09-17 01:00:00,MATIC3L/USDT,0.008876,0.009097,0.008876,0.009097,795486.1628,7170.343548848
1663372800,2022-09-17 00:00:00,MATIC3L/USDT,0.008684,0.009083,0.008684,0.008876,1717929.1908,15359.024738779
1663369200,2022-09-16 23:00:00,MATIC3L/USDT,0.008775,0.008775,0.008645,0.008725,270098.9099,2347.8341578253
1663365600,2022-09-16 22:00:00,MATIC3L/USDT,0.008733,0.008881,0.008733,0.008733,264163.0974,2320.8680035356
1663362000,2022-09-16 21:00:00,MATIC3L/USDT,0.008796,0.008858,0.008728,0.008758,870056.6428,7679.5677144631
1663358400,2022-09-16 20:00:00,MATIC3L/USDT,0.008687,0.008845,0.008683,0.008845,666633.8564,5824.5398526217
1663354800,2022-09-16 19:00:00,MATIC3L/USDT,0.008561,0.008763,0.008561,0.00869,741413.614,6424.7232945867
1663351200,2022-09-16 18:00:00,MATIC3L/USDT,0.008381,0.008564,0.008239,0.008561,803497.8592,6807.3484675625
1663347600,2022-09-16 17:00:00,MATIC3L/USDT,0.008446,0.008517,0.008202,0.008374,1686194.63,14099.5036963147
1663344000,2022-09-16 16:00:00,MATIC3L/USDT,0.008694,0.008759,0.00823,0.008523,1562902.6727,13296.3530039585
1663340400,2022-09-16 15:00:00,MATIC3L/USDT,0.008646,0.009054,0.008582,0.008739,1606839.5336,14152.4525563325
1663336800,2022-09-16 14:00:00,MATIC3L/USDT,0.008522,0.008846,0.008469,0.008658,1648390.7715,14308.4230920828
1663333200,2022-09-16 13:00:00,MATIC3L/USDT,0.00885,0.00889,0.008427,0.008522,3038334.735,26319.1331319763
1663329600,2022-09-16 12:00:00,MATIC3L/USDT,0.009249,0.009249,0.008796,0.008796,1312184.0357,11831.1407525228
1663326000,2022-09-16 11:00:00,MATIC3L/USDT,0.00911,0.009397,0.009078,0.009317,925426.2944,8550.7816696926
1663322400,2022-09-16 10:00:00,MATIC3L/USDT,0.009,0.009193,0.00889,0.009117,957984.0939,8603.7869346616
1663318800,2022-09-16 09:00:00,MATIC3L/USDT,0.008693,0.009136,0.008687,0.009,1087734.0408,9755.5773821326
1663315200,2022-09-16 08:00:00,MATIC3L/USDT,0.009094,0.009106,0.008693,0.008693,2001473.1328,17739.9099571649
1663311600,2022-09-16 07:00:00,MATIC3L/USDT,0.009294,0.009325,0.009095,0.009106,481808.4636,4435.4271820995
1663308000,2022-09-16 06:00:00,MATIC3L/USDT,0.009277,0.009388,0.009195,0.009232,494421.0951,4594.2289426711
1663304400,2022-09-16 05:00:00,MATIC3L/USDT,0.00932,0.009604,0.009221,0.009299,1278651.3409,11978.0938315797
1663300800,2022-09-16 04:00:00,MATIC3L/USDT,0.009397,0.009418,0.009275,0.009275,181716.1753,1700.8681742049
1663297200,2022-09-16 03:00:00,MATIC3L/USDT,0.009226,0.009397,0.009092,0.009397,585718.7741,5392.6986557093
1663293600,2022-09-16 02:00:00,MATIC3L/USDT,0.009405,0.009463,0.009078,0.009234,973537.63,8936.247733268
1663290000,2022-09-16 01:00:00,MATIC3L/USDT,0.009545,0.009545,0.009373,0.009405,334653.1203,3162.4427805282
1663286400,2022-09-16 00:00:00,MATIC3L/USDT,0.009347,0.009724,0.009,0.009571,1759632.7792,16518.5183453684
1663282800,2022-09-15 23:00:00,MATIC3L/USDT,0.0096,0.0096,0.009277,0.009297,1590309.8982,14910.758289783
1663279200,2022-09-15 22:00:00,MATIC3L/USDT,0.009835,0.009835,0.009416,0.009638,814683.8229,7823.5832056015
1663275600,2022-09-15 21:00:00,MATIC3L/USDT,0.009994,0.009994,0.009711,0.009823,458075.235,4517.3411561686
1663272000,2022-09-15 20:00:00,MATIC3L/USDT,0.009786,0.010027,0.009785,0.010027,864516.5435,8571.332195092
1663268400,2022-09-15 19:00:00,MATIC3L/USDT,0.009701,0.009889,0.009592,0.009786,612163.1973,5968.4740481404
1663264800,2022-09-15 18:00:00,MATIC3L/USDT,0.009782,0.009886,0.009628,0.009654,872291.5182,8541.7444448284
1663261200,2022-09-15 17:00:00,MATIC3L/USDT,0.009714,0.009842,0.009658,0.009781,1399726.1519,13663.4307630837
1663257600,2022-09-15 16:00:00,MATIC3L/USDT,0.009454,0.009714,0.009337,0.009714,1354814.5215,12925.0278260198
1663254000,2022-09-15 15:00:00,MATIC3L/USDT,0.009801,0.00986,0.009305,0.009439,3709419.3567,35405.4468271407
1663250400,2022-09-15 14:00:00,MATIC3L/USDT,0.010634,0.010644,0.009767,0.009832,2872927.2742,28901.8500227409
1663246800,2022-09-15 13:00:00,MATIC3L/USDT,0.01065,0.010721,0.010373,0.01058,2090096.1105,22062.7577988906
1663243200,2022-09-15 12:00:00,MATIC3L/USDT,0.010687,0.010813,0.010502,0.010626,1001638.2288,10687.6105856308
1663239600,2022-09-15 11:00:00,MATIC3L/USDT,0.010453,0.010694,0.01039,0.010694,331228.0578,3490.7738189127
1663236000,2022-09-15 10:00:00,MATIC3L/USDT,0.010712,0.010833,0.010397,0.010453,1306279.7603,13881.4030398718
1663232400,2022-09-15 09:00:00,MATIC3L/USDT,0.01075,0.010783,0.010616,0.010715,167666.5118,1795.1343630944
1663228800,2022-09-15 08:00:00,MATIC3L/USDT,0.011025,0.011025,0.010567,0.010738,2537008.4031,27323.9499558466
1663225200,2022-09-15 07:00:00,MATIC3L/USDT,0.010528,0.01125,0.010375,0.011075,3920225.9239,43075.4954991108
