https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MFT,Volume USDT
1663009200,2022-09-12 19:00:00,MFT/USDT,0.00634,0.00637,0.00631,0.00637,26974.0473,170.508467469
1663005600,2022-09-12 18:00:00,MFT/USDT,0.00635,0.00636,0.00633,0.00633,695.8221,4.415786222
1663002000,2022-09-12 17:00:00,MFT/USDT,0.00637,0.00638,0.00634,0.00638,82751.5107,526.811763365
1662998400,2022-09-12 16:00:00,MFT/USDT,0.00641,0.00644,0.00622,0.00636,383092.461,2402.985210315
1662994800,2022-09-12 15:00:00,MFT/USDT,0.00654,0.00654,0.00639,0.00639,438095.6274,2838.280768917
1662991200,2022-09-12 14:00:00,MFT/USDT,0.00653,0.00659,0.0065,0.00656,104371.7385,679.164875998
1662987600,2022-09-12 13:00:00,MFT/USDT,0.00657,0.00658,0.00652,0.00655,30929.2536,202.568038805
1662984000,2022-09-12 12:00:00,MFT/USDT,0.00665,0.00665,0.00658,0.00658,7579.9198,49.975977021
1662980400,2022-09-12 11:00:00,MFT/USDT,0.00664,0.00671,0.00664,0.00665,221984.011,1485.444432281
1662976800,2022-09-12 10:00:00,MFT/USDT,0.00659,0.00669,0.00659,0.00665,22488.142,149.519103817
1662973200,2022-09-12 09:00:00,MFT/USDT,0.0067,0.0067,0.0066,0.0066,158728.0013,1054.655576162
1662969600,2022-09-12 08:00:00,MFT/USDT,0.00683,0.00683,0.00665,0.00674,223191.6436,1500.474497752
1662966000,2022-09-12 07:00:00,MFT/USDT,0.00665,0.00687,0.00663,0.00682,329059.3566,2239.882596976
1662962400,2022-09-12 06:00:00,MFT/USDT,0.00665,0.00666,0.00661,0.00666,49533.8288,327.878468086
1662958800,2022-09-12 05:00:00,MFT/USDT,0.00662,0.00664,0.0066,0.00662,46982.4927,310.99669885
1662955200,2022-09-12 04:00:00,MFT/USDT,0.00656,0.00667,0.00656,0.00663,77141.0846,513.745724129
1662951600,2022-09-12 03:00:00,MFT/USDT,0.00654,0.0066,0.00654,0.0066,168400.7285,1110.84621164
1662948000,2022-09-12 02:00:00,MFT/USDT,0.00656,0.00656,0.00649,0.00649,9189.7661,60.185197678
1662944400,2022-09-12 01:00:00,MFT/USDT,0.00648,0.00657,0.00644,0.00657,126204.3375,816.116413414
1662940800,2022-09-12 00:00:00,MFT/USDT,0.00654,0.00654,0.00648,0.00648,63845.1063,416.470654213
1662937200,2022-09-11 23:00:00,MFT/USDT,0.00654,0.00659,0.00654,0.00655,25776.2927,169.451084916
1662933600,2022-09-11 22:00:00,MFT/USDT,0.00648,0.00653,0.00648,0.0065,45581.0631,296.815401241
1662930000,2022-09-11 21:00:00,MFT/USDT,0.00651,0.00652,0.00648,0.00649,44523.0789,289.020058516
1662926400,2022-09-11 20:00:00,MFT/USDT,0.00654,0.00658,0.00649,0.00649,5027.0581,32.805765737
1662922800,2022-09-11 19:00:00,MFT/USDT,0.00653,0.00657,0.0065,0.00653,190646.1229,1244.611277864
1662919200,2022-09-11 18:00:00,MFT/USDT,0.00655,0.00659,0.00654,0.00654,32477.2826,212.868680639
1662915600,2022-09-11 17:00:00,MFT/USDT,0.00672,0.00673,0.00655,0.00656,259785.7517,1719.050017219
1662912000,2022-09-11 16:00:00,MFT/USDT,0.00659,0.00673,0.00658,0.00673,7442.7278,49.702738735
1662908400,2022-09-11 15:00:00,MFT/USDT,0.00661,0.00664,0.00658,0.0066,184209.1785,1218.762900075
1662904800,2022-09-11 14:00:00,MFT/USDT,0.00663,0.00666,0.00658,0.00659,36950.3622,244.969927438
1662901200,2022-09-11 13:00:00,MFT/USDT,0.0067,0.0067,0.00662,0.00662,20411.9456,135.646694893
1662897600,2022-09-11 12:00:00,MFT/USDT,0.00667,0.00673,0.00665,0.00672,758836.4967,5094.07968057
1662894000,2022-09-11 11:00:00,MFT/USDT,0.0067,0.00671,0.00668,0.00671,54888.0992,367.397703564
1662890400,2022-09-11 10:00:00,MFT/USDT,0.00673,0.00677,0.00671,0.00673,40103.5918,269.802058275
1662886800,2022-09-11 09:00:00,MFT/USDT,0.00675,0.00677,0.00669,0.00677,50773.9318,341.488757655
1662883200,2022-09-11 08:00:00,MFT/USDT,0.00671,0.00677,0.0067,0.00677,37255.0911,250.929074399
1662879600,2022-09-11 07:00:00,MFT/USDT,0.0067,0.0067,0.00659,0.0067,431090.1689,2855.309277152
1662876000,2022-09-11 06:00:00,MFT/USDT,0.00679,0.00679,0.00666,0.0067,142357.0806,956.032021954
1662872400,2022-09-11 05:00:00,MFT/USDT,0.00678,0.00679,0.00677,0.00677,12264.9679,83.164947437
1662868800,2022-09-11 04:00:00,MFT/USDT,0.00677,0.0068,0.00677,0.0068,1066.9671,7.245639132
1662865200,2022-09-11 03:00:00,MFT/USDT,0.00677,0.0068,0.00675,0.0068,54494.0547,369.500612938
1662861600,2022-09-11 02:00:00,MFT/USDT,0.00677,0.00681,0.00676,0.00676,196055.5721,1329.882370504
1662858000,2022-09-11 01:00:00,MFT/USDT,0.00673,0.00679,0.00672,0.00679,119915.3604,806.460989424
1662854400,2022-09-11 00:00:00,MFT/USDT,0.00694,0.00694,0.0067,0.00672,454169.2137,3096.165135904
1662850800,2022-09-10 23:00:00,MFT/USDT,0.00692,0.00696,0.00692,0.00693,33076.4148,229.890560649
1662847200,2022-09-10 22:00:00,MFT/USDT,0.00694,0.00695,0.00688,0.00695,39745.1242,273.81166203
1662843600,2022-09-10 21:00:00,MFT/USDT,0.00695,0.007,0.00692,0.00694,33427.3543,232.432244773
1662840000,2022-09-10 20:00:00,MFT/USDT,0.00697,0.00699,0.00696,0.00698,32812.2065,228.499818826
1662836400,2022-09-10 19:00:00,MFT/USDT,0.00707,0.0071,0.00697,0.00697,237133.429,1666.663233052
1662832800,2022-09-10 18:00:00,MFT/USDT,0.0071,0.00713,0.00708,0.00708,13805.4509,98.073996055
1662829200,2022-09-10 17:00:00,MFT/USDT,0.007,0.0071,0.00697,0.0071,190286.6215,1336.57359139
1662825600,2022-09-10 16:00:00,MFT/USDT,0.00693,0.00701,0.00688,0.00701,82438.9666,571.422650475
1662822000,2022-09-10 15:00:00,MFT/USDT,0.00695,0.00697,0.0069,0.00697,19617.4738,136.2996805
1662818400,2022-09-10 14:00:00,MFT/USDT,0.00693,0.00696,0.00689,0.00696,17698.0514,122.478529007
1662814800,2022-09-10 13:00:00,MFT/USDT,0.00699,0.00701,0.0069,0.0069,199999.366,1384.376537673
1662811200,2022-09-10 12:00:00,MFT/USDT,0.00701,0.00705,0.00697,0.00697,76836.1434,537.026127686
1662807600,2022-09-10 11:00:00,MFT/USDT,0.00709,0.00709,0.00701,0.00701,8913.7413,62.720096446
1662804000,2022-09-10 10:00:00,MFT/USDT,0.00729,0.00732,0.00701,0.00706,1266580.7358,9011.105278899
1662800400,2022-09-10 09:00:00,MFT/USDT,0.00699,0.00745,0.00697,0.0073,1494452.2501,10884.141622108
1662796800,2022-09-10 08:00:00,MFT/USDT,0.00692,0.00708,0.00688,0.00698,577665.2093,4031.639807371
1662793200,2022-09-10 07:00:00,MFT/USDT,0.00703,0.00703,0.00692,0.00692,101440.6554,707.021895834
1662789600,2022-09-10 06:00:00,MFT/USDT,0.00699,0.00703,0.00697,0.00703,222453.0697,1557.621849199
1662786000,2022-09-10 05:00:00,MFT/USDT,0.00705,0.00707,0.007,0.00703,89175.7333,626.553823179
1662782400,2022-09-10 04:00:00,MFT/USDT,0.00706,0.00706,0.00702,0.00702,68072.9243,479.540526962
1662778800,2022-09-10 03:00:00,MFT/USDT,0.00706,0.00713,0.00706,0.00707,144830.5382,1024.827125912
1662775200,2022-09-10 02:00:00,MFT/USDT,0.00717,0.00725,0.00706,0.00706,1262737.6947,9100.819788397
1662771600,2022-09-10 01:00:00,MFT/USDT,0.00714,0.00719,0.0071,0.00716,927409.2112,6636.345790655
1662768000,2022-09-10 00:00:00,MFT/USDT,0.007,0.00728,0.00699,0.0071,382840.7716,2719.18269995
1662764400,2022-09-09 23:00:00,MFT/USDT,0.00702,0.00706,0.00697,0.007,145657.307,1023.869733004
1662760800,2022-09-09 22:00:00,MFT/USDT,0.00699,0.00707,0.00698,0.00698,52582.0679,369.372268499
1662757200,2022-09-09 21:00:00,MFT/USDT,0.00697,0.00728,0.0069,0.00698,594682.8872,4232.324080767
1662753600,2022-09-09 20:00:00,MFT/USDT,0.00698,0.00698,0.0069,0.00696,52910.2424,366.367542896
1662750000,2022-09-09 19:00:00,MFT/USDT,0.00698,0.00699,0.00692,0.00699,191017.6512,1332.154360051
1662746400,2022-09-09 18:00:00,MFT/USDT,0.00732,0.00732,0.00696,0.00697,535417.328,3801.623228789
1662742800,2022-09-09 17:00:00,MFT/USDT,0.00728,0.00766,0.00717,0.00729,1279230.1114,9555.070323812
1662739200,2022-09-09 16:00:00,MFT/USDT,0.00718,0.00737,0.00701,0.00726,501531.0856,3579.001420275
1662735600,2022-09-09 15:00:00,MFT/USDT,0.00716,0.00741,0.00703,0.00719,459414.0244,3318.673157037
1662732000,2022-09-09 14:00:00,MFT/USDT,0.00705,0.00741,0.00705,0.00712,1590734.534,11494.172713541
1662728400,2022-09-09 13:00:00,MFT/USDT,0.00711,0.0072,0.0068,0.00705,2254900.3542,15613.30032113
1662724800,2022-09-09 12:00:00,MFT/USDT,0.00741,0.00742,0.007,0.00712,1844861.0743,13143.874061875
1662721200,2022-09-09 11:00:00,MFT/USDT,0.00778,0.00786,0.00722,0.0074,4292822.2041,31774.827066774
1662717600,2022-09-09 10:00:00,MFT/USDT,0.008,0.00827,0.00765,0.00775,3925887.9676,31331.680286725
1662714000,2022-09-09 09:00:00,MFT/USDT,0.00805,0.00931,0.0076,0.008,16741115.6678,140644.53624656
1662710400,2022-09-09 08:00:00,MFT/USDT,0.00667,0.014,0.00667,0.00803,35543222.3858315,337088.619797856871
1662706800,2022-09-09 07:00:00,MFT/USDT,0.00647,0.00666,0.00647,0.00664,77761.3467,513.391795111
1662703200,2022-09-09 06:00:00,MFT/USDT,0.00639,0.0065,0.00639,0.0065,105872.662,679.621649188
1662699600,2022-09-09 05:00:00,MFT/USDT,0.00642,0.00645,0.00639,0.00641,71103.8677,455.836770123
1662696000,2022-09-09 04:00:00,MFT/USDT,0.00637,0.00644,0.00637,0.00644,364234.0856,2321.061418327
1662692400,2022-09-09 03:00:00,MFT/USDT,0.00635,0.00638,0.00634,0.00636,111410.9685,707.611252882
1662688800,2022-09-09 02:00:00,MFT/USDT,0.00635,0.00635,0.00635,0.00635,22258.9908,141.34459158
1662685200,2022-09-09 01:00:00,MFT/USDT,0.00637,0.00637,0.00635,0.00635,101312.1385,644.057862921
1662681600,2022-09-09 00:00:00,MFT/USDT,0.00646,0.00649,0.00635,0.00636,578111.7259,3705.650142308
1662678000,2022-09-08 23:00:00,MFT/USDT,0.00641,0.00646,0.00641,0.00646,14210.8193,91.421451638
1662674400,2022-09-08 22:00:00,MFT/USDT,0.00638,0.00644,0.00638,0.0064,167038.5266,1071.874306003
1662670800,2022-09-08 21:00:00,MFT/USDT,0.00635,0.00637,0.00631,0.00633,63267.191,401.578167707
1662667200,2022-09-08 20:00:00,MFT/USDT,0.00639,0.0064,0.00633,0.00633,119019.1085,758.567050737
1662663600,2022-09-08 19:00:00,MFT/USDT,0.0063,0.00638,0.0063,0.00638,259550.6574,1646.380454858
1662660000,2022-09-08 18:00:00,MFT/USDT,0.00627,0.00651,0.00626,0.00629,1065510.2498,6801.466062272
1662656400,2022-09-08 17:00:00,MFT/USDT,0.00624,0.00628,0.00621,0.00626,51098.47,319.571128153
1662652800,2022-09-08 16:00:00,MFT/USDT,0.00621,0.00625,0.0062,0.00622,163640.3984,1016.587194968
1662649200,2022-09-08 15:00:00,MFT/USDT,0.00625,0.00626,0.00621,0.00621,93286.7185,582.59010638
1662645600,2022-09-08 14:00:00,MFT/USDT,0.00618,0.00624,0.00615,0.00624,205391.8258,1271.063703281
1662642000,2022-09-08 13:00:00,MFT/USDT,0.00616,0.00622,0.0061,0.00622,114456.672,704.158075203
1662638400,2022-09-08 12:00:00,MFT/USDT,0.00627,0.00627,0.00617,0.00617,40307.4861,249.40177784
1662634800,2022-09-08 11:00:00,MFT/USDT,0.00626,0.00628,0.00624,0.00625,273898.9817,1712.694795601
1662631200,2022-09-08 10:00:00,MFT/USDT,0.00623,0.00627,0.00623,0.00625,90372.6505,563.860866357
1662627600,2022-09-08 09:00:00,MFT/USDT,0.00625,0.00626,0.00625,0.00625,82274.2664,514.661954861
1662624000,2022-09-08 08:00:00,MFT/USDT,0.00624,0.00625,0.00621,0.00624,24124.8925,150.200323458
1662620400,2022-09-08 07:00:00,MFT/USDT,0.0063,0.0063,0.00616,0.00622,1121045.5093,6939.633952877
1662616800,2022-09-08 06:00:00,MFT/USDT,0.00635,0.00636,0.0063,0.0063,25451.2054,161.01569213
1662613200,2022-09-08 05:00:00,MFT/USDT,0.00639,0.0064,0.00631,0.00631,346184.8233,2199.189532411
1662609600,2022-09-08 04:00:00,MFT/USDT,0.00645,0.00645,0.00639,0.00642,120906.4685,776.003739243
1662606000,2022-09-08 03:00:00,MFT/USDT,0.0064,0.00644,0.00639,0.00643,34882.0979,223.749775987
1662602400,2022-09-08 02:00:00,MFT/USDT,0.00639,0.00643,0.00636,0.0064,81228.1125,518.983201163
1662598800,2022-09-08 01:00:00,MFT/USDT,0.0065,0.00655,0.00639,0.0064,329744.0711,2128.558182849
1662595200,2022-09-08 00:00:00,MFT/USDT,0.00641,0.00675,0.00641,0.00649,6407236.9312,42278.499028211
1662591600,2022-09-07 23:00:00,MFT/USDT,0.00641,0.00643,0.00635,0.00638,17018.1567,108.81743063
1662588000,2022-09-07 22:00:00,MFT/USDT,0.0063,0.0064,0.0063,0.0064,112839.8469,715.568795321
1662584400,2022-09-07 21:00:00,MFT/USDT,0.00633,0.00633,0.00628,0.00628,23442.4142,147.455526687
1662580800,2022-09-07 20:00:00,MFT/USDT,0.00626,0.00635,0.00626,0.00632,116658.4015,739.31821187
1662577200,2022-09-07 19:00:00,MFT/USDT,0.00626,0.00626,0.00622,0.00625,15748.906,98.476939109
1662573600,2022-09-07 18:00:00,MFT/USDT,0.00622,0.00627,0.00622,0.00623,75471.3137,470.622352887
1662570000,2022-09-07 17:00:00,MFT/USDT,0.00618,0.00621,0.00617,0.00621,54529.2265,337.918815601
1662566400,2022-09-07 16:00:00,MFT/USDT,0.00616,0.00619,0.00613,0.00615,198758.8459,1220.042697955
1662562800,2022-09-07 15:00:00,MFT/USDT,0.00618,0.00628,0.00615,0.00619,236401.6937,1474.114401251
1662559200,2022-09-07 14:00:00,MFT/USDT,0.00619,0.00621,0.00611,0.00617,1302756.5441,8050.715411698
1662555600,2022-09-07 13:00:00,MFT/USDT,0.00623,0.00625,0.00617,0.00618,860497.4103,5328.545869161
1662552000,2022-09-07 12:00:00,MFT/USDT,0.00635,0.00635,0.00624,0.00624,21207.2267,132.750382608
1662548400,2022-09-07 11:00:00,MFT/USDT,0.00638,0.00641,0.00632,0.00632,306818.8602,1951.465578729
1662544800,2022-09-07 10:00:00,MFT/USDT,0.00642,0.00643,0.00634,0.00637,842761.5698,5360.169128977
1662541200,2022-09-07 09:00:00,MFT/USDT,0.00636,0.00648,0.00636,0.00642,638483.1743,4118.984915967
1662537600,2022-09-07 08:00:00,MFT/USDT,0.00638,0.00638,0.00632,0.00635,21828.1563,138.707748967
1662534000,2022-09-07 07:00:00,MFT/USDT,0.00644,0.00651,0.00634,0.00637,263622.2003,1686.096083225
1662530400,2022-09-07 06:00:00,MFT/USDT,0.00635,0.0065,0.00634,0.00644,325752.31,2099.486790624
