https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ICP
1663545600000,2022-09-19 00:00:00,ICP/BTC,0.00030105,0.00030781,0.00029998,0.00030078,0.0233598447803862,77.66422229
1663542000000,2022-09-18 23:00:00,ICP/BTC,0.00029187,0.00030274,0.00029187,0.00030171,0.0550549010542698,182.47622238
1663538400000,2022-09-18 22:00:00,ICP/BTC,0.00029083,0.00029378,0.00029083,0.00029187,0.0020957572380933,7.18044759
1663534800000,2022-09-18 21:00:00,ICP/BTC,0.00030414,0.00030475,0.00028295,0.00029171,0.1646821533382152,564.54065112
1663531200000,2022-09-18 20:00:00,ICP/BTC,0.00030634,0.00030643,0.00030404,0.00030484,0.0017634556615568002,5.78485652
1663527600000,2022-09-18 19:00:00,ICP/BTC,0.00030704,0.00030704,0.00030631,0.00030658,0.0003716346940472,1.21219484
1663524000000,2022-09-18 18:00:00,ICP/BTC,0.00030549,0.00030725,0.00030524,0.00030651,0.0014851630819746001,4.84539846
1663520400000,2022-09-18 17:00:00,ICP/BTC,0.00030644,0.00030743,0.00030537,0.00030671,0.0015712245449582003,5.12283442
1663516800000,2022-09-18 16:00:00,ICP/BTC,0.0003063,0.00030778,0.00030427,0.00030686,0.0018785430016294,6.12182429
1663513200000,2022-09-18 15:00:00,ICP/BTC,0.00030697,0.00030811,0.00030628,0.00030705,0.0013904531449605,4.52842581
1663509600000,2022-09-18 14:00:00,ICP/BTC,0.00030792,0.0003088,0.00030613,0.00030755,0.0016069883501380004,5.2251287600000005
1663506000000,2022-09-18 13:00:00,ICP/BTC,0.00030732,0.00030867,0.00030682,0.00030794,0.0010664976246419998,3.4633293
1663502400000,2022-09-18 12:00:00,ICP/BTC,0.00030976,0.00030976,0.0003052,0.00030703,0.0070662881334751,23.01497617
1663498800000,2022-09-18 11:00:00,ICP/BTC,0.00030898,0.00030993,0.00030848,0.00030993,0.0009676567267176,3.12217832
1663495200000,2022-09-18 10:00:00,ICP/BTC,0.00030847,0.0003091,0.00030774,0.00030905,0.0011424093112985,3.6965193700000003
1663491600000,2022-09-18 09:00:00,ICP/BTC,0.00031262,0.00031376,0.00030891,0.00030907,0.0009418457069614001,3.04735402
1663488000000,2022-09-18 08:00:00,ICP/BTC,0.00031004,0.00031294,0.00030937,0.00031257,0.0057184583009193,18.29496849
1663484400000,2022-09-18 07:00:00,ICP/BTC,0.00030991,0.00031009,0.00030952,0.00031009,0.00025387705534950006,0.8187205500000001
1663480800000,2022-09-18 06:00:00,ICP/BTC,0.00031106,0.00031106,0.00030983,0.00030983,0.005574694228227999,17.9927516
1663477200000,2022-09-18 05:00:00,ICP/BTC,0.00031133,0.00031133,0.00031019,0.00031019,0.0006248370549701001,2.0143687900000002
1663473600000,2022-09-18 04:00:00,ICP/BTC,0.00031064,0.0003112,0.00031,0.00031116,0.0009489373335168,3.04967648
1663470000000,2022-09-18 03:00:00,ICP/BTC,0.00031057,0.00031101,0.00030983,0.00031064,0.0009537984870304,3.07043036
1663466400000,2022-09-18 02:00:00,ICP/BTC,0.00031212,0.0003122,0.00031117,0.00031132,0.0009461864423412001,3.03927291
1663462800000,2022-09-18 01:00:00,ICP/BTC,0.00031124,0.00031217,0.00031124,0.00031217,0.0005097479402609,1.6329177700000002
