https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETHO,Volume BTC
1663459200,2022-09-18 00:00:00,ETHO/BTC,0.000001312,0.000001331,0.000001312,0.000001331,176.6642,0.0002345037621
1663372800,2022-09-17 00:00:00,ETHO/BTC,0.000001417,0.000001422,0.0000013,0.000001308,68905.4101,0.0924033837876
1663286400,2022-09-16 00:00:00,ETHO/BTC,0.000001412,0.000001441,0.000001335,0.000001408,79312.7204,0.1097416723157
1663200000,2022-09-15 00:00:00,ETHO/BTC,0.000001329,0.00000151,0.000001312,0.00000142,116261.9095,0.1659222615297
1663113600,2022-09-14 00:00:00,ETHO/BTC,0.000001339,0.000001385,0.000001294,0.000001331,58871.497,0.0779478143365
1663027200,2022-09-13 00:00:00,ETHO/BTC,0.00000124,0.00000136,0.00000116,0.000001352,204336.1548,0.2530044601619
1662940800,2022-09-12 00:00:00,ETHO/BTC,0.00000123,0.000001397,0.000001209,0.000001225,201651.8768,0.2587589098931
1662854400,2022-09-11 00:00:00,ETHO/BTC,0.000001266,0.000001441,0.000001223,0.000001223,243970.3096,0.3234301576174
1662768000,2022-09-10 00:00:00,ETHO/BTC,0.000001248,0.000001284,0.000001214,0.000001273,61133.5067,0.0762889640376
1662681600,2022-09-09 00:00:00,ETHO/BTC,0.000001333,0.000001346,0.000001214,0.000001237,210977.5672,0.2681051482778
1662595200,2022-09-08 00:00:00,ETHO/BTC,0.000001285,0.000001379,0.000001285,0.000001344,58945.9014,0.0796739516834
1662508800,2022-09-07 00:00:00,ETHO/BTC,0.000001358,0.000001431,0.00000128,0.00000128,103584.2405,0.138558499404
1662422400,2022-09-06 00:00:00,ETHO/BTC,0.000001422,0.000001473,0.000001336,0.000001369,135829.2816,0.1873530012068
1662336000,2022-09-05 00:00:00,ETHO/BTC,0.000001295,0.000001458,0.000001295,0.000001422,144461.0171,0.1989222092297
1662249600,2022-09-04 00:00:00,ETHO/BTC,0.00000133,0.000001353,0.000001266,0.000001304,40494.4496,0.0530054237299
1662163200,2022-09-03 00:00:00,ETHO/BTC,0.000001307,0.000001354,0.000001294,0.000001322,68537.8553,0.0909898687611
1662076800,2022-09-02 00:00:00,ETHO/BTC,0.000001356,0.00000137,0.000001256,0.000001309,108078.2936,0.1402310893285
1661990400,2022-09-01 00:00:00,ETHO/BTC,0.00000124,0.000001632,0.000001219,0.000001355,602588.3624,0.851240989349
1661904000,2022-08-31 00:00:00,ETHO/BTC,0.000001244,0.000001269,0.000001215,0.000001241,26091.4521,0.0322424001816
1661817600,2022-08-30 00:00:00,ETHO/BTC,0.0000013,0.000001391,0.000001217,0.000001254,148283.5517,0.1897292516256
1661731200,2022-08-29 00:00:00,ETHO/BTC,0.000001322,0.000001355,0.000001194,0.000001288,189164.3533,0.2356324296679
1661644800,2022-08-28 00:00:00,ETHO/BTC,0.000001318,0.0000014,0.000001258,0.000001324,125995.4194,0.1675337568715
1661558400,2022-08-27 00:00:00,ETHO/BTC,0.000001375,0.00000139,0.000001299,0.000001318,39304.3767,0.0524499679702
1661472000,2022-08-26 00:00:00,ETHO/BTC,0.000001298,0.000001407,0.00000124,0.000001391,85920.9056,0.1145051107334
1661385600,2022-08-25 00:00:00,ETHO/BTC,0.000001358,0.000001364,0.000001266,0.000001289,17003.8591,0.022444102951
1661299200,2022-08-24 00:00:00,ETHO/BTC,0.000001344,0.000001358,0.000001274,0.000001351,70829.0784,0.0919300228102
1661212800,2022-08-23 00:00:00,ETHO/BTC,0.000001364,0.000001377,0.000001291,0.000001337,79474.5211,0.1064925739255
1661126400,2022-08-22 00:00:00,ETHO/BTC,0.00000136,0.000001413,0.000001318,0.000001377,60849.4834,0.0827482094168
1661040000,2022-08-21 00:00:00,ETHO/BTC,0.000001392,0.000001485,0.000001352,0.000001352,89373.1832,0.1263445795464
1660953600,2022-08-20 00:00:00,ETHO/BTC,0.000001387,0.000001404,0.000001333,0.000001373,75722.7406,0.1059139336171
1660867200,2022-08-19 00:00:00,ETHO/BTC,0.0000014,0.000001442,0.000001323,0.000001405,219954.62000073,0.30496229919268842
1660780800,2022-08-18 00:00:00,ETHO/BTC,0.000001457,0.000001492,0.000001367,0.000001395,175964.0987,0.24997346579
1660694400,2022-08-17 00:00:00,ETHO/BTC,0.000001731,0.000001798,0.00000142,0.000001456,813885.6405,1.262749133956
1660608000,2022-08-16 00:00:00,ETHO/BTC,0.000001318,0.000002045,0.000001307,0.000001739,807396.5587,1.3346081193854
1660521600,2022-08-15 00:00:00,ETHO/BTC,0.000001287,0.000001427,0.000001251,0.000001318,163299.1242,0.2198420256822
