https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOGE3S,Volume USDT
1663358400,2022-09-16 20:00:00,DOGE3S/USDT,1.4673,1.4673,1.4565,1.4565,54.4412,79.63406312
1663354800,2022-09-16 19:00:00,DOGE3S/USDT,1.4642,1.4851,1.4626,1.4851,1307.7318,1912.76006509
1663351200,2022-09-16 18:00:00,DOGE3S/USDT,1.497,1.497,1.4881,1.4917,6.2213,9.28534686
1663347600,2022-09-16 17:00:00,DOGE3S/USDT,1.5,1.5349,1.4914,1.5031,1084.8384,1633.52778546
1663344000,2022-09-16 16:00:00,DOGE3S/USDT,1.4915,1.5333,1.4876,1.5039,1578.544,2404.07113906
1663340400,2022-09-16 15:00:00,DOGE3S/USDT,1.4882,1.4944,1.4626,1.4944,19.554,28.94887756
1663336800,2022-09-16 14:00:00,DOGE3S/USDT,1.5113,1.5117,1.4694,1.4708,1177.8514,1748.81509282
1663333200,2022-09-16 13:00:00,DOGE3S/USDT,1.465,1.5223,1.4595,1.5198,193.9654,288.76042299
1663329600,2022-09-16 12:00:00,DOGE3S/USDT,1.4427,1.4734,1.4374,1.4734,64.7478,93.32620818
1663326000,2022-09-16 11:00:00,DOGE3S/USDT,1.4519,1.4519,1.4376,1.44,606.5095,873.28622773
1663322400,2022-09-16 10:00:00,DOGE3S/USDT,1.4645,1.4823,1.4502,1.4502,1036.3029,1520.48049228
1663318800,2022-09-16 09:00:00,DOGE3S/USDT,1.5212,1.5212,1.4556,1.4556,187.1422,275.04291205
1663315200,2022-09-16 08:00:00,DOGE3S/USDT,1.5,1.5268,1.4884,1.5258,231.8951,350.87824424
1663311600,2022-09-16 07:00:00,DOGE3S/USDT,1.4709,1.48,1.4709,1.48,7.3309,10.81345336
1663308000,2022-09-16 06:00:00,DOGE3S/USDT,1.4892,1.4892,1.4892,1.4892,0,0
1663304400,2022-09-16 05:00:00,DOGE3S/USDT,1.4892,1.4892,1.4892,1.4892,9.4118,14.01605256
1663300800,2022-09-16 04:00:00,DOGE3S/USDT,1.4927,1.4927,1.4699,1.4741,3972.2144,5858.95632131
1663297200,2022-09-16 03:00:00,DOGE3S/USDT,1.5066,1.5246,1.487,1.4956,1448.4306,2175.02467784
1663293600,2022-09-16 02:00:00,DOGE3S/USDT,1.5333,1.5541,1.5152,1.5176,1531.2104,2334.46450457
1663290000,2022-09-16 01:00:00,DOGE3S/USDT,1.5328,1.5333,1.5072,1.5333,64.711,98.32403348
1663286400,2022-09-16 00:00:00,DOGE3S/USDT,1.5475,1.607,1.5423,1.5423,357.8162,559.96793247
1663282800,2022-09-15 23:00:00,DOGE3S/USDT,1.5303,1.5676,1.5158,1.5676,1206.9585,1857.93891595
1663279200,2022-09-15 22:00:00,DOGE3S/USDT,1.5182,1.5612,1.5057,1.5379,196.8641,302.85916423
1663275600,2022-09-15 21:00:00,DOGE3S/USDT,1.4821,1.5058,1.4792,1.4964,283.2409,422.03953758
1663272000,2022-09-15 20:00:00,DOGE3S/USDT,1.4853,1.5002,1.4828,1.4891,114.9938,171.2670614
1663268400,2022-09-15 19:00:00,DOGE3S/USDT,1.5002,1.5071,1.4972,1.5024,25.0579,37.53889369
1663264800,2022-09-15 18:00:00,DOGE3S/USDT,1.5159,1.5182,1.4927,1.5116,248.3442,371.75519704
1663261200,2022-09-15 17:00:00,DOGE3S/USDT,1.5031,1.5093,1.488,1.5065,502.963,753.29879203
1663257600,2022-09-15 16:00:00,DOGE3S/USDT,1.5481,1.5481,1.5079,1.509,1043.9816,1588.13722221
1663254000,2022-09-15 15:00:00,DOGE3S/USDT,1.4922,1.5651,1.4784,1.53,1199.3424,1797.37147654
1663250400,2022-09-15 14:00:00,DOGE3S/USDT,1.4443,1.5154,1.4421,1.5154,1546.3152,2291.41452847
1663246800,2022-09-15 13:00:00,DOGE3S/USDT,1.4261,1.4443,1.4261,1.4272,555.0749,795.56805241
1663243200,2022-09-15 12:00:00,DOGE3S/USDT,1.4318,1.4318,1.4131,1.43,60.2865,86.01101585
1663239600,2022-09-15 11:00:00,DOGE3S/USDT,1.4497,1.4497,1.4176,1.4325,20.0685,28.78049254
1663236000,2022-09-15 10:00:00,DOGE3S/USDT,1.4248,1.4515,1.4248,1.4515,21.0804,30.12577347
1663232400,2022-09-15 09:00:00,DOGE3S/USDT,1.4131,1.43,1.4131,1.43,5.2136,7.41139308
1663228800,2022-09-15 08:00:00,DOGE3S/USDT,1.4209,1.4389,1.4209,1.4281,28.3826,40.69469022
1663225200,2022-09-15 07:00:00,DOGE3S/USDT,1.4195,1.4195,1.3948,1.3991,16.6974,23.53972862
1663221600,2022-09-15 06:00:00,DOGE3S/USDT,1.435,1.4868,1.3773,1.4394,1758.6411,2506.65187675
1663218000,2022-09-15 05:00:00,DOGE3S/USDT,1.4486,1.4526,1.4209,1.4354,87.5361,125.84391095
1663214400,2022-09-15 04:00:00,DOGE3S/USDT,1.4304,1.4534,1.4223,1.4311,75.0886,107.69504279
1663210800,2022-09-15 03:00:00,DOGE3S/USDT,1.4285,1.48,1.4285,1.441,4006.6199,5816.67076761
1663207200,2022-09-15 02:00:00,DOGE3S/USDT,1.4133,1.4589,1.4133,1.4285,2446.7282,3527.17746664
1663203600,2022-09-15 01:00:00,DOGE3S/USDT,1.396,1.429,1.3946,1.3996,676.7742,947.49395508
1663200000,2022-09-15 00:00:00,DOGE3S/USDT,1.3851,1.4158,1.3851,1.403,63.0476,87.55110051
1663196400,2022-09-14 23:00:00,DOGE3S/USDT,1.3614,1.3756,1.3614,1.3756,693.6948,946.4690362
1663192800,2022-09-14 22:00:00,DOGE3S/USDT,1.3772,1.3795,1.36,1.3688,7245.9005,9871.22189566
1663189200,2022-09-14 21:00:00,DOGE3S/USDT,1.3944,1.3967,1.3667,1.3764,303.0348,417.71909993
1663185600,2022-09-14 20:00:00,DOGE3S/USDT,1.3996,1.3996,1.3865,1.3922,315.9109,441.43144242
1663182000,2022-09-14 19:00:00,DOGE3S/USDT,1.4134,1.4226,1.4005,1.4008,5030.305,7114.55133933
1663178400,2022-09-14 18:00:00,DOGE3S/USDT,1.3894,1.4898,1.3894,1.4134,4551.6038,6463.27113166
1663174800,2022-09-14 17:00:00,DOGE3S/USDT,1.4204,1.4206,1.3705,1.3894,899.2935,1254.38789313
1663171200,2022-09-14 16:00:00,DOGE3S/USDT,1.4017,1.4262,1.4017,1.425,216.5486,306.92746983
1663167600,2022-09-14 15:00:00,DOGE3S/USDT,1.3908,1.3908,1.3824,1.3824,18.1242,25.06324984
1663164000,2022-09-14 14:00:00,DOGE3S/USDT,1.39,1.4251,1.3883,1.3971,1401.2223,1958.86966391
1663160400,2022-09-14 13:00:00,DOGE3S/USDT,1.3859,1.4252,1.385,1.39,1122.3753,1566.59403933
1663156800,2022-09-14 12:00:00,DOGE3S/USDT,1.4271,1.4552,1.3715,1.3879,204.2167,287.23657647
1663153200,2022-09-14 11:00:00,DOGE3S/USDT,1.428,1.44,1.4131,1.4131,49.1486,69.83567097
1663149600,2022-09-14 10:00:00,DOGE3S/USDT,1.4154,1.4154,1.4039,1.4057,305.2072,429.38957525
1663146000,2022-09-14 09:00:00,DOGE3S/USDT,1.4249,1.4249,1.4249,1.4249,0,0
1663142400,2022-09-14 08:00:00,DOGE3S/USDT,1.4702,1.4702,1.419,1.4249,175.3409,256.61452664
1663138800,2022-09-14 07:00:00,DOGE3S/USDT,1.4156,1.5001,1.36,1.479,815.9405,1159.0800573
1663135200,2022-09-14 06:00:00,DOGE3S/USDT,1.4078,1.4178,1.4073,1.4156,40.4909,57.13432181
1663131600,2022-09-14 05:00:00,DOGE3S/USDT,1.4163,1.4163,1.4064,1.415,370.4814,524.14866878
1663128000,2022-09-14 04:00:00,DOGE3S/USDT,1.4209,1.4228,1.4103,1.4163,529.5015,751.44790369
1663124400,2022-09-14 03:00:00,DOGE3S/USDT,1.4429,1.4521,1.4173,1.428,73.8955,106.4352222
1663120800,2022-09-14 02:00:00,DOGE3S/USDT,1.4525,1.4525,1.4372,1.4429,145.9033,211.19798293
1663117200,2022-09-14 01:00:00,DOGE3S/USDT,1.4672,1.4672,1.4389,1.4556,254.1103,368.13902248
1663113600,2022-09-14 00:00:00,DOGE3S/USDT,1.4888,1.5209,1.466,1.4705,891.8236,1343.6619705
1663110000,2022-09-13 23:00:00,DOGE3S/USDT,1.4607,1.5123,1.4131,1.5013,8523.8086,12497.86828326
1663106400,2022-09-13 22:00:00,DOGE3S/USDT,1.4766,1.494,1.458,1.458,109.9333,162.50744135
1663102800,2022-09-13 21:00:00,DOGE3S/USDT,1.466,1.4933,1.459,1.459,125.2046,184.04659736
1663099200,2022-09-13 20:00:00,DOGE3S/USDT,1.4578,1.4697,1.449,1.4546,1441.9533,2103.16273259
1663095600,2022-09-13 19:00:00,DOGE3S/USDT,1.4842,1.5286,1.4582,1.4693,5647.7826,8346.87759136
1663092000,2022-09-13 18:00:00,DOGE3S/USDT,1.4427,1.488,1.4427,1.488,4576.0294,6670.19128087
1663088400,2022-09-13 17:00:00,DOGE3S/USDT,1.4373,1.4373,1.4373,1.4373,0.08,0.114984
1663084800,2022-09-13 16:00:00,DOGE3S/USDT,1.4428,1.4428,1.4428,1.4428,14,20.1992
1663081200,2022-09-13 15:00:00,DOGE3S/USDT,1.4534,1.4593,1.4346,1.4407,385.7897,558.98854865
1663077600,2022-09-13 14:00:00,DOGE3S/USDT,1.4392,1.4825,1.4154,1.4825,1202.982,1740.05874265
1663074000,2022-09-13 13:00:00,DOGE3S/USDT,1.3932,1.4419,1.3924,1.4259,2791.182,3946.73826044
1663070400,2022-09-13 12:00:00,DOGE3S/USDT,1.2464,1.4566,1.2432,1.392,4583.1238,6194.26848422
1663066800,2022-09-13 11:00:00,DOGE3S/USDT,1.249,1.2562,1.2352,1.2559,203.311,255.11996743
1663063200,2022-09-13 10:00:00,DOGE3S/USDT,1.2758,1.2758,1.2758,1.2758,0.0786,0.10027788
1663059600,2022-09-13 09:00:00,DOGE3S/USDT,1.2682,1.2726,1.2682,1.2726,339.7521,430.87395906
1663056000,2022-09-13 08:00:00,DOGE3S/USDT,1.2533,1.2592,1.2533,1.2556,21.9375,27.4951389
1663052400,2022-09-13 07:00:00,DOGE3S/USDT,1.2572,1.2626,1.2475,1.2475,87.7972,110.18673159
1663048800,2022-09-13 06:00:00,DOGE3S/USDT,1.2606,1.2766,1.2429,1.2766,1120.635,1412.75539547
1663045200,2022-09-13 05:00:00,DOGE3S/USDT,1.2628,1.2732,1.2628,1.2732,766.7351,975.58091096
1663041600,2022-09-13 04:00:00,DOGE3S/USDT,1.2612,1.2628,1.257,1.2628,60.5359,76.35922298
1663038000,2022-09-13 03:00:00,DOGE3S/USDT,1.2737,1.2746,1.2569,1.2653,124.3904,157.11369375
1663034400,2022-09-13 02:00:00,DOGE3S/USDT,1.3037,1.3038,1.259,1.2643,736.8043,951.9508343
1663030800,2022-09-13 01:00:00,DOGE3S/USDT,1.2776,1.3037,1.2709,1.2956,596.7045,767.14223328
1663027200,2022-09-13 00:00:00,DOGE3S/USDT,1.2536,1.294,1.246,1.2721,1232.8852,1565.38857941
1663023600,2022-09-12 23:00:00,DOGE3S/USDT,1.2368,1.268,1.2345,1.2499,6971.7384,8740.78854462
1663020000,2022-09-12 22:00:00,DOGE3S/USDT,1.2558,1.2558,1.2465,1.2486,55.0328,68.67292658
1663016400,2022-09-12 21:00:00,DOGE3S/USDT,1.2406,1.248,1.227,1.248,441.6005,549.90070286
1663012800,2022-09-12 20:00:00,DOGE3S/USDT,1.233,1.2438,1.233,1.2372,26.5985,33.02192482
1663009200,2022-09-12 19:00:00,DOGE3S/USDT,1.243,1.2535,1.238,1.2423,639.2221,793.39533766
1663005600,2022-09-12 18:00:00,DOGE3S/USDT,1.2606,1.2689,1.2519,1.259,1673.1817,2107.92853091
1663002000,2022-09-12 17:00:00,DOGE3S/USDT,1.2699,1.27,1.2495,1.2541,112.8246,142.79291252
1662998400,2022-09-12 16:00:00,DOGE3S/USDT,1.283,1.304,1.2651,1.2669,1921.9854,2454.32837182
1662994800,2022-09-12 15:00:00,DOGE3S/USDT,1.2324,1.2904,1.2324,1.2632,1326.6285,1664.73496673
1662991200,2022-09-12 14:00:00,DOGE3S/USDT,1.2103,1.2273,1.1984,1.2273,47.9655,57.77761286
1662987600,2022-09-12 13:00:00,DOGE3S/USDT,1.1878,1.2135,1.1851,1.1984,669.3359,797.26534491
1662984000,2022-09-12 12:00:00,DOGE3S/USDT,1.208,1.208,1.1597,1.2012,560.1768,663.76504609
1662980400,2022-09-12 11:00:00,DOGE3S/USDT,1.21,1.2361,1.1988,1.2021,1040.6076,1256.69614612
1662976800,2022-09-12 10:00:00,DOGE3S/USDT,1.2168,1.2456,1.2097,1.2182,2104.7604,2578.91370974
1662973200,2022-09-12 09:00:00,DOGE3S/USDT,1.2236,1.23,1.2017,1.2017,797.2641,977.11386489
1662969600,2022-09-12 08:00:00,DOGE3S/USDT,1.2443,1.2496,1.2272,1.232,124.5834,154.89414026
1662966000,2022-09-12 07:00:00,DOGE3S/USDT,1.2681,1.2717,1.2413,1.2503,2025.2237,2561.79254606
1662962400,2022-09-12 06:00:00,DOGE3S/USDT,1.2788,1.2788,1.2733,1.2741,0.3375,0.43041986
1662958800,2022-09-12 05:00:00,DOGE3S/USDT,1.2849,1.2849,1.2752,1.2752,515.0788,656.85455968
1662955200,2022-09-12 04:00:00,DOGE3S/USDT,1.293,1.2943,1.2804,1.2804,112.6939,144.82451064
1662951600,2022-09-12 03:00:00,DOGE3S/USDT,1.2738,1.3089,1.2724,1.3089,140.6699,182.67070993
1662948000,2022-09-12 02:00:00,DOGE3S/USDT,1.2389,1.3019,1.2389,1.2912,1018.9653,1318.84080164
1662944400,2022-09-12 01:00:00,DOGE3S/USDT,1.2961,1.3045,1.2026,1.2212,2962.2541,3626.80034715
1662940800,2022-09-12 00:00:00,DOGE3S/USDT,1.2618,1.2913,1.2541,1.2713,3384.1725,4324.72950909
1662937200,2022-09-11 23:00:00,DOGE3S/USDT,1.265,1.2651,1.2442,1.2624,569.376,719.14294952
1662933600,2022-09-11 22:00:00,DOGE3S/USDT,1.2957,1.2957,1.265,1.265,636.5114,809.97985919
1662930000,2022-09-11 21:00:00,DOGE3S/USDT,1.2416,1.3229,1.2416,1.297,1094.0377,1395.08033812
1662926400,2022-09-11 20:00:00,DOGE3S/USDT,1.2501,1.2711,1.2233,1.2609,596.6661,746.33613018
1662922800,2022-09-11 19:00:00,DOGE3S/USDT,1.2515,1.2515,1.2515,1.2515,39.5375,49.48118125
1662919200,2022-09-11 18:00:00,DOGE3S/USDT,1.2373,1.2402,1.2373,1.2402,8.3503,10.33516495
1662915600,2022-09-11 17:00:00,DOGE3S/USDT,1.2107,1.2288,1.2075,1.2263,82.1706,100.24250152
1662912000,2022-09-11 16:00:00,DOGE3S/USDT,1.2191,1.2205,1.2113,1.2113,679.8613,826.19947142
1662908400,2022-09-11 15:00:00,DOGE3S/USDT,1.2344,1.2344,1.215,1.2311,83.8577,102.71362043
1662904800,2022-09-11 14:00:00,DOGE3S/USDT,1.2305,1.2595,1.2302,1.2401,1046.4425,1300.44549107
1662901200,2022-09-11 13:00:00,DOGE3S/USDT,1.2262,1.2569,1.2262,1.2479,906.208,1133.30279369
1662897600,2022-09-11 12:00:00,DOGE3S/USDT,1.2415,1.2427,1.1966,1.22,414.1108,503.44607557
1662894000,2022-09-11 11:00:00,DOGE3S/USDT,1.2478,1.2478,1.243,1.243,260.7689,324.23949123
1662890400,2022-09-11 10:00:00,DOGE3S/USDT,1.2517,1.2519,1.2517,1.2519,35.9221,44.96531703
1662886800,2022-09-11 09:00:00,DOGE3S/USDT,1.25,1.25,1.25,1.25,0,0
1662883200,2022-09-11 08:00:00,DOGE3S/USDT,1.25,1.2519,1.2487,1.25,93.2654,116.6944127
1662879600,2022-09-11 07:00:00,DOGE3S/USDT,1.2742,1.2742,1.2517,1.2517,16.9074,21.22418912
1662876000,2022-09-11 06:00:00,DOGE3S/USDT,1.2353,1.302,1.2338,1.2798,628.5253,792.87644771
1662872400,2022-09-11 05:00:00,DOGE3S/USDT,1.2208,1.2282,1.2199,1.2275,175.1754,213.75019308
1662868800,2022-09-11 04:00:00,DOGE3S/USDT,1.2247,1.2373,1.2202,1.2319,115.8201,141.60232999
1662865200,2022-09-11 03:00:00,DOGE3S/USDT,1.2179,1.2179,1.2179,1.2179,0,0
1662861600,2022-09-11 02:00:00,DOGE3S/USDT,1.203,1.2179,1.203,1.2179,85.6289,103.96655667
1662858000,2022-09-11 01:00:00,DOGE3S/USDT,1.1876,1.1972,1.1876,1.1972,21.7547,25.99625548
1662854400,2022-09-11 00:00:00,DOGE3S/USDT,1.1905,1.1905,1.1905,1.1905,0,0
1662850800,2022-09-10 23:00:00,DOGE3S/USDT,1.1907,1.1907,1.1578,1.1905,511.0415,597.7509742
1662847200,2022-09-10 22:00:00,DOGE3S/USDT,1.2382,1.2382,1.1959,1.2089,421.1413,507.20038284
1662843600,2022-09-10 21:00:00,DOGE3S/USDT,1.2511,1.2511,1.2261,1.2271,258.9649,317.93251082
1662840000,2022-09-10 20:00:00,DOGE3S/USDT,1.2327,1.2593,1.224,1.2511,4.0404,5.02210992
1662836400,2022-09-10 19:00:00,DOGE3S/USDT,1.2314,1.2369,1.2248,1.2248,584.3095,720.3527681
1662832800,2022-09-10 18:00:00,DOGE3S/USDT,1.231,1.2373,1.2309,1.2309,8.257,10.16565955
1662829200,2022-09-10 17:00:00,DOGE3S/USDT,1.2467,1.2467,1.2145,1.234,403.6886,493.49390754
1662825600,2022-09-10 16:00:00,DOGE3S/USDT,1.2583,1.2624,1.2364,1.2364,264.229,330.11540507
1662822000,2022-09-10 15:00:00,DOGE3S/USDT,1.2426,1.2426,1.2414,1.2421,6.973,8.65742745
1662818400,2022-09-10 14:00:00,DOGE3S/USDT,1.2569,1.2606,1.2421,1.251,73.6182,92.13916353
1662814800,2022-09-10 13:00:00,DOGE3S/USDT,1.2642,1.2642,1.235,1.2581,12.548,15.5604404
1662811200,2022-09-10 12:00:00,DOGE3S/USDT,1.2499,1.2647,1.2216,1.2291,879.6897,1096.23422228
1662807600,2022-09-10 11:00:00,DOGE3S/USDT,1.251,1.2544,1.2494,1.2517,1.6602,2.07867443
1662804000,2022-09-10 10:00:00,DOGE3S/USDT,1.2302,1.2593,1.2302,1.2593,106.3154,132.3770362
1662800400,2022-09-10 09:00:00,DOGE3S/USDT,1.2416,1.2437,1.2268,1.2369,746.8126,920.44601049
1662796800,2022-09-10 08:00:00,DOGE3S/USDT,1.2748,1.2748,1.2366,1.244,105.5251,132.19579026
1662793200,2022-09-10 07:00:00,DOGE3S/USDT,1.2136,1.2876,1.2136,1.2876,1617.6065,2043.16991105
1662789600,2022-09-10 06:00:00,DOGE3S/USDT,1.2146,1.2146,1.1838,1.2067,936.5154,1119.06471066
1662786000,2022-09-10 05:00:00,DOGE3S/USDT,1.2409,1.2409,1.2027,1.2212,11.0373,13.42421898
1662782400,2022-09-10 04:00:00,DOGE3S/USDT,1.2356,1.2503,1.2039,1.2492,1048.7369,1289.81506874
1662778800,2022-09-10 03:00:00,DOGE3S/USDT,1.2419,1.2419,1.2419,1.2419,0.2075,0.25769425
1662775200,2022-09-10 02:00:00,DOGE3S/USDT,1.2649,1.2649,1.2322,1.2451,327.5679,406.23058137
1662771600,2022-09-10 01:00:00,DOGE3S/USDT,1.2617,1.2686,1.2388,1.2686,240.9769,299.86927094
1662768000,2022-09-10 00:00:00,DOGE3S/USDT,1.2571,1.2876,1.2454,1.2684,368.7089,463.4404985
1662764400,2022-09-09 23:00:00,DOGE3S/USDT,1.2766,1.3016,1.2119,1.2492,990.6529,1245.68746141
1662760800,2022-09-09 22:00:00,DOGE3S/USDT,1.2967,1.2967,1.269,1.2847,349.6699,446.18762154
1662757200,2022-09-09 21:00:00,DOGE3S/USDT,1.2757,1.2958,1.2757,1.2958,13.5865,17.36511766
1662753600,2022-09-09 20:00:00,DOGE3S/USDT,1.3076,1.308,1.2643,1.2821,384.9141,502.21387534
1662750000,2022-09-09 19:00:00,DOGE3S/USDT,1.3069,1.3069,1.286,1.286,42.3978,54.61690861
1662746400,2022-09-09 18:00:00,DOGE3S/USDT,1.333,1.3374,1.3016,1.3122,1269.2038,1685.13402908
1662742800,2022-09-09 17:00:00,DOGE3S/USDT,1.2682,1.3357,1.2631,1.3348,6771.2151,8822.93155953
1662739200,2022-09-09 16:00:00,DOGE3S/USDT,1.279,1.2973,1.2586,1.2732,355.9778,453.68666215
1662735600,2022-09-09 15:00:00,DOGE3S/USDT,1.2525,1.2631,1.2525,1.2631,0.4083,0.51354755
1662732000,2022-09-09 14:00:00,DOGE3S/USDT,1.2782,1.2782,1.2539,1.2613,523.404,656.3327268
1662728400,2022-09-09 13:00:00,DOGE3S/USDT,1.2548,1.3051,1.2413,1.2794,719.108,924.21143003
1662724800,2022-09-09 12:00:00,DOGE3S/USDT,1.2666,1.2685,1.2132,1.2462,611.1517,762.28113911
1662721200,2022-09-09 11:00:00,DOGE3S/USDT,1.2783,1.2954,1.2473,1.2606,619.092,799.45686988
1662717600,2022-09-09 10:00:00,DOGE3S/USDT,1.274,1.2869,1.2638,1.267,897.5211,1143.42947487
1662714000,2022-09-09 09:00:00,DOGE3S/USDT,1.2326,1.2869,1.2216,1.2617,1206.3544,1518.09362613
1662710400,2022-09-09 08:00:00,DOGE3S/USDT,1.3084,1.3117,1.1751,1.1958,163.5057,200.72353574
1662706800,2022-09-09 07:00:00,DOGE3S/USDT,1.2936,1.3256,1.2936,1.3256,77.098,101.73051967
1662703200,2022-09-09 06:00:00,DOGE3S/USDT,1.3161,1.3161,1.2931,1.2931,443.1623,580.82646465
1662699600,2022-09-09 05:00:00,DOGE3S/USDT,1.3328,1.3485,1.2836,1.319,546.6534,717.74153155
1662696000,2022-09-09 04:00:00,DOGE3S/USDT,1.3615,1.3621,1.3135,1.3185,1517.8386,2015.92527796
1662692400,2022-09-09 03:00:00,DOGE3S/USDT,1.4037,1.4079,1.3401,1.3591,844.9701,1157.54121243
1662688800,2022-09-09 02:00:00,DOGE3S/USDT,1.4156,1.4242,1.4055,1.4109,17.9992,25.57477308
1662685200,2022-09-09 01:00:00,DOGE3S/USDT,1.4127,1.4343,1.4127,1.4343,3.5528,5.06754891
1662681600,2022-09-09 00:00:00,DOGE3S/USDT,1.4582,1.4582,1.3982,1.3982,6.2684,8.89558106
1662678000,2022-09-08 23:00:00,DOGE3S/USDT,1.4606,1.4712,1.4481,1.4481,254.6088,371.28374939
1662674400,2022-09-08 22:00:00,DOGE3S/USDT,1.47,1.4793,1.4523,1.4523,324.7078,473.90722278
1662670800,2022-09-08 21:00:00,DOGE3S/USDT,1.4702,1.4744,1.4597,1.4597,451.0596,661.50082464
1662667200,2022-09-08 20:00:00,DOGE3S/USDT,1.465,1.465,1.4221,1.4551,1424.8892,2051.42711517
1662663600,2022-09-08 19:00:00,DOGE3S/USDT,1.4943,1.4943,1.463,1.4704,911.7561,1352.54762976
1662660000,2022-09-08 18:00:00,DOGE3S/USDT,1.4938,1.4977,1.4938,1.4977,8.7929,13.16623536
1662656400,2022-09-08 17:00:00,DOGE3S/USDT,1.5105,1.512,1.4775,1.5078,5637.1877,8382.91048254
1662652800,2022-09-08 16:00:00,DOGE3S/USDT,1.4738,1.5172,1.4738,1.5149,838.7281,1255.38932834
1662649200,2022-09-08 15:00:00,DOGE3S/USDT,1.4535,1.4645,1.4485,1.456,291.499,424.24197294
1662645600,2022-09-08 14:00:00,DOGE3S/USDT,1.5013,1.5013,1.4472,1.4601,103.1279,151.8173998
1662642000,2022-09-08 13:00:00,DOGE3S/USDT,1.5133,1.5452,1.4628,1.4866,1353.8682,2057.06933409
1662638400,2022-09-08 12:00:00,DOGE3S/USDT,1.4862,1.5158,1.4862,1.5053,159.9861,241.9265756
1662634800,2022-09-08 11:00:00,DOGE3S/USDT,1.463,1.463,1.463,1.463,0,0
1662631200,2022-09-08 10:00:00,DOGE3S/USDT,1.4954,1.4954,1.4441,1.463,16.9455,24.61090149
1662627600,2022-09-08 09:00:00,DOGE3S/USDT,1.5071,1.5071,1.5071,1.5071,0.101,0.1522171
