https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ENJ,Volume EUR
1653177600,2022-05-22 00:00:00,ENJ/EUR,0.66208,0.69018,0.66208,0.67709,16272.50081559,11017.947577227833
1653091200,2022-05-21 00:00:00,ENJ/EUR,0.62965,0.65616,0.62963,0.63607,23293.23586692,14816.128537871806
1653004800,2022-05-20 00:00:00,ENJ/EUR,0.66061,0.66497,0.62000,0.63283,8261.67420198,5228.235285239004
1652918400,2022-05-19 00:00:00,ENJ/EUR,0.62000,0.67437,0.59424,0.66179,28429.87832006,18814.60917343251
1652832000,2022-05-18 00:00:00,ENJ/EUR,0.70802,0.71068,0.62064,0.62064,49045.81616832,30439.795346706123
1652745600,2022-05-17 00:00:00,ENJ/EUR,0.69515,0.71321,0.66000,0.68853,10465.86080652,7206.059141113215
1652659200,2022-05-16 00:00:00,ENJ/EUR,0.73064,0.73064,0.66232,0.68308,13396.66693224,9150.9952480745
1652572800,2022-05-15 00:00:00,ENJ/EUR,0.69677,0.72857,0.67591,0.72565,14709.97121061,10674.290608979147
1652486400,2022-05-14 00:00:00,ENJ/EUR,0.64792,0.74041,0.62062,0.68836,17500.59768413,12046.711421847725
1652400000,2022-05-13 00:00:00,ENJ/EUR,0.56664,0.73337,0.56664,0.65532,44262.61903099,29006.179503388365
1652313600,2022-05-12 00:00:00,ENJ/EUR,0.61788,1.43314,0.42721,0.55936,80728.73965102,45156.427811194546
1652227200,2022-05-11 00:00:00,ENJ/EUR,0.77634,0.78532,0.53345,0.58487,149956.60098371,87705.11721734247
1652140800,2022-05-10 00:00:00,ENJ/EUR,0.72355,0.84572,0.69900,0.77487,74756.64834797,57926.684105391505
1652054400,2022-05-09 00:00:00,ENJ/EUR,0.91365,0.93212,0.72459,0.72459,50929.14481655,36902.74904262396
1651968000,2022-05-08 00:00:00,ENJ/EUR,0.94113,0.94527,0.89469,0.90834,9121.55018439,8285.468894488813
1651881600,2022-05-07 00:00:00,ENJ/EUR,0.97974,0.99547,0.94705,0.94705,8415.48608297,7969.886094876737
1651795200,2022-05-06 00:00:00,ENJ/EUR,1.00961,1.00961,0.78000,0.99377,31206.55319427,31012.136367869698
1651708800,2022-05-05 00:00:00,ENJ/EUR,1.10555,1.13234,0.98200,1.01101,31086.03334455,31428.290571673493
1651622400,2022-05-04 00:00:00,ENJ/EUR,1.01122,1.11966,1.01122,1.11188,24674.73455433,27435.34385626844
1651536000,2022-05-03 00:00:00,ENJ/EUR,1.01493,1.06951,0.99667,1.00738,6366.22454775,6413.207284912394
1651449600,2022-05-02 00:00:00,ENJ/EUR,1.04968,1.05738,0.97455,1.01127,16774.47106615,16963.51935506551
1651363200,2022-05-01 00:00:00,ENJ/EUR,0.99646,1.06678,0.97785,1.03827,19808.62980956,20566.70607237186
1651276800,2022-04-30 00:00:00,ENJ/EUR,1.14819,1.15151,0.99491,0.99500,23986.67086016,23866.7375058592
1651190400,2022-04-29 00:00:00,ENJ/EUR,1.23352,1.23352,1.12615,1.15294,9941.98241079,11462.509200696224
1651104000,2022-04-28 00:00:00,ENJ/EUR,1.23810,1.25655,1.21430,1.22992,6477.95786442,7967.369936607446
1651017600,2022-04-27 00:00:00,ENJ/EUR,1.19470,1.24068,1.19470,1.23122,7209.92538597,8877.004333713983
1650931200,2022-04-26 00:00:00,ENJ/EUR,1.29379,1.32558,1.19416,1.19416,22070.64777804,26355.884750624245
1650844800,2022-04-25 00:00:00,ENJ/EUR,1.24900,1.28434,1.19702,1.28416,38202.97936308,49058.73797889281
1650758400,2022-04-24 00:00:00,ENJ/EUR,1.31154,1.31407,1.26919,1.29171,12266.87463469,15845.24463437542
1650672000,2022-04-23 00:00:00,ENJ/EUR,1.33735,1.33827,1.30443,1.30443,9424.11501036,12293.098342963895
1650585600,2022-04-22 00:00:00,ENJ/EUR,1.32411,1.37284,1.31785,1.34162,11125.12868993,14925.695152983886
1650499200,2022-04-21 00:00:00,ENJ/EUR,1.40800,1.42827,1.32125,1.32321,12504.44154956,16546.00210279329
1650412800,2022-04-20 00:00:00,ENJ/EUR,1.40396,1.46000,1.36945,1.39615,21674.68390724,30261.109937093126
1650326400,2022-04-19 00:00:00,ENJ/EUR,1.35236,1.40582,1.34277,1.38656,16566.43474377,22970.355758321733
1650240000,2022-04-18 00:00:00,ENJ/EUR,1.31739,1.34347,1.25000,1.34347,30880.08203299,41486.46380886107
1650153600,2022-04-17 00:00:00,ENJ/EUR,1.39338,1.40712,1.35000,1.35000,13847.49663464,18694.120456764
1650067200,2022-04-16 00:00:00,ENJ/EUR,1.41736,1.42209,1.36700,1.39297,17635.29992066,24565.443730481762
1649980800,2022-04-15 00:00:00,ENJ/EUR,1.40860,1.40966,1.37601,1.39890,8410.90080378,11766.009134407841
1649894400,2022-04-14 00:00:00,ENJ/EUR,1.46666,1.47000,1.37654,1.40550,15217.36122629,21388.001203550597
1649808000,2022-04-13 00:00:00,ENJ/EUR,1.44413,1.46974,1.41405,1.45945,19563.65255722,28552.17272463473
1649721600,2022-04-12 00:00:00,ENJ/EUR,1.39452,1.48189,1.37952,1.43318,28044.79728908,40193.242578763675
1649635200,2022-04-11 00:00:00,ENJ/EUR,1.50000,1.51535,1.34876,1.38241,81285.86879245,112370.3978773708
1649548800,2022-04-10 00:00:00,ENJ/EUR,1.63607,1.63704,1.54188,1.54556,47883.64052057,74007.03944297216
1649462400,2022-04-09 00:00:00,ENJ/EUR,1.52837,1.68000,1.52837,1.65640,30894.05992015,51172.92085173647
1649376000,2022-04-08 00:00:00,ENJ/EUR,1.54275,1.61772,1.50568,1.50568,28967.35483071,43615.56682150343
1649289600,2022-04-07 00:00:00,ENJ/EUR,1.38630,1.59410,1.38630,1.53326,80250.94255246,123045.56017798482
1649203200,2022-04-06 00:00:00,ENJ/EUR,1.55593,1.55593,1.39611,1.45133,31564.40917233,45810.3739640777
1649116800,2022-04-05 00:00:00,ENJ/EUR,1.64700,1.65000,1.56613,1.56613,10691.10185017,16743.655340606743
1649030400,2022-04-04 00:00:00,ENJ/EUR,1.66948,1.68882,1.53655,1.62372,41249.44480224,66977.54851429314
1648944000,2022-04-03 00:00:00,ENJ/EUR,1.68408,1.71400,1.63782,1.70510,71584.81608573,122059.26990777822
1648857600,2022-04-02 00:00:00,ENJ/EUR,1.69585,1.74642,1.65000,1.69366,80030.72785298,135544.8425354781
1648771200,2022-04-01 00:00:00,ENJ/EUR,1.67000,1.72133,1.57300,1.67375,80414.22564652,134593.31017586286
1648684800,2022-03-31 00:00:00,ENJ/EUR,1.68000,1.76685,1.58105,1.61888,77529.94321424,125511.67447066886
1648598400,2022-03-30 00:00:00,ENJ/EUR,1.56749,1.63900,1.50406,1.61458,69681.04384521,112505.61977159916
1648512000,2022-03-29 00:00:00,ENJ/EUR,1.55749,1.63562,1.54300,1.57585,64732.70510303,102009.03333660982
1648425600,2022-03-28 00:00:00,ENJ/EUR,1.61779,1.68271,1.54580,1.54580,127462.62733385,197031.72933266533
