https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SWINGBY,Volume BTC
1663365600,2022-09-16 22:00:00,SWINGBY/BTC,0.00000015,0.00000015,0.00000014,0.00000015,4578.5974,0.00065706961
1663362000,2022-09-16 21:00:00,SWINGBY/BTC,0.00000014,0.00000014,0.00000014,0.00000014,0,0
1663358400,2022-09-16 20:00:00,SWINGBY/BTC,0.00000014,0.00000014,0.00000014,0.00000014,0,0
1663354800,2022-09-16 19:00:00,SWINGBY/BTC,0.00000014,0.00000014,0.00000014,0.00000014,0,0
1663351200,2022-09-16 18:00:00,SWINGBY/BTC,0.00000015,0.00000015,0.00000014,0.00000014,457818.0901,0.064302261709
1663347600,2022-09-16 17:00:00,SWINGBY/BTC,0.00000015,0.00000015,0.00000015,0.00000015,1668.3263,0.000250248945
1663344000,2022-09-16 16:00:00,SWINGBY/BTC,0.00000015,0.00000015,0.00000015,0.00000015,3431.1225,0.000514668375
1663340400,2022-09-16 15:00:00,SWINGBY/BTC,0.00000015,0.00000015,0.00000015,0.00000015,5231.1593,0.000784673895
1663336800,2022-09-16 14:00:00,SWINGBY/BTC,0.00000015,0.00000015,0.00000015,0.00000015,284.985,0.00004274775
1663333200,2022-09-16 13:00:00,SWINGBY/BTC,0.00000015,0.00000015,0.00000015,0.00000015,83835.2827,0.012575292405
1663329600,2022-09-16 12:00:00,SWINGBY/BTC,0.00000015,0.00000015,0.00000015,0.00000015,0,0
1663326000,2022-09-16 11:00:00,SWINGBY/BTC,0.00000015,0.00000015,0.00000015,0.00000015,0,0
1663322400,2022-09-16 10:00:00,SWINGBY/BTC,0.00000015,0.00000015,0.00000015,0.00000015,0,0
1663318800,2022-09-16 09:00:00,SWINGBY/BTC,0.00000015,0.00000015,0.00000014,0.00000015,8838.8861,0.001293153178
1663315200,2022-09-16 08:00:00,SWINGBY/BTC,0.00000015,0.00000015,0.00000015,0.00000015,4950.4324,0.00074256486
1663311600,2022-09-16 07:00:00,SWINGBY/BTC,0.00000016,0.00000016,0.00000015,0.00000015,1366.2049,0.000216966039
1663308000,2022-09-16 06:00:00,SWINGBY/BTC,0.00000014,0.00000014,0.00000014,0.00000014,0,0
1663304400,2022-09-16 05:00:00,SWINGBY/BTC,0.00000014,0.00000014,0.00000014,0.00000014,0,0
1663300800,2022-09-16 04:00:00,SWINGBY/BTC,0.00000015,0.00000015,0.00000014,0.00000014,216413.9998,0.032123046837
