https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume EUR
1663473600000,2022-09-18 04:00:00,BTC/EUR,19971.75,20073.32,19359.2,19445.09,12.94616013,251739.24888226172
1663387200000,2022-09-17 04:00:00,BTC/EUR,19873.72,20120.72,19781.1,19971.75,1.97529158,39450.029612865
1663300800000,2022-09-16 04:00:00,BTC/EUR,19784.23,20021.41,19344.0,19873.72,4.27500861,84960.32411272921
1663214400000,2022-09-15 04:00:00,BTC/EUR,20069.45,20453.81,19500.0,19784.23,11.73605128,232188.73781531438
1663128000000,2022-09-14 04:00:00,BTC/EUR,20343.33,20410.19,19734.96,20069.45,28.26500285,567263.0614479325
1663041600000,2022-09-13 04:00:00,BTC/EUR,22095.48,22365.37,20000.0,20343.33,24.80319426,504579.56588528585
1662955200000,2022-09-12 04:00:00,BTC/EUR,21476.73,22205.33,21476.73,22095.48,14.00600047,309469.3032648756
1662868800000,2022-09-11 04:00:00,BTC/EUR,21440.83,22115.87,21317.1,21476.73,15.27119189,327975.2649997197
1662782400000,2022-09-10 04:00:00,BTC/EUR,21200.12,21641.51,21019.37,21440.83,7.56145996,162123.9775541668
1662696000000,2022-09-09 04:00:00,BTC/EUR,19749.1,21396.74,19749.1,21200.12,33.46194742,709397.3007376904
1662609600000,2022-09-08 04:00:00,BTC/EUR,19253.35,19749.1,19084.07,19749.1,19.95025961,393999.672063851
1662523200000,2022-09-07 04:00:00,BTC/EUR,18938.84,19415.42,18938.84,19253.35,21.92117754,422056.1035897589
1662436800000,2022-09-06 04:00:00,BTC/EUR,19885.18,20340.0,18850.35,18938.84,22.90337463,433763.34757762915
1662350400000,2022-09-05 04:00:00,BTC/EUR,20060.95,20226.66,19787.87,19885.18,6.85348502,136282.7832500036
1662264000000,2022-09-04 04:00:00,BTC/EUR,19873.08,20436.86,19718.33,20060.95,70.7179978,1418670.2179659102
1662177600000,2022-09-03 04:00:00,BTC/EUR,19985.39,20055.76,19783.44,19873.08,4.46568118,88746.8393446344
1662091200000,2022-09-02 04:00:00,BTC/EUR,20383.58,20383.58,19872.24,19985.39,6.27858503,125479.9704727117
1662004800000,2022-09-01 04:00:00,BTC/EUR,19962.04,20789.47,19703.45,20383.58,13.4259718,273669.370263044
1661918400000,2022-08-31 04:00:00,BTC/EUR,20325.44,20325.44,19668.32,19962.04,4.81564774,96130.15281178961
1661832000000,2022-08-30 04:00:00,BTC/EUR,20248.89,20535.87,19566.33,20325.44,12.67705704,257666.76224309756
1661745600000,2022-08-29 04:00:00,BTC/EUR,20006.56,20388.2,19819.61,20248.89,12.53158822,253750.7513920758
1661659200000,2022-08-28 04:00:00,BTC/EUR,20087.68,20228.21,19720.01,20006.56,12.9687555,259460.18503608002
1661572800000,2022-08-27 04:00:00,BTC/EUR,20813.93,20813.93,19946.29,20087.68,1.92655954,38700.1115404672
1661486400000,2022-08-26 04:00:00,BTC/EUR,21650.9,21758.59,20275.07,20813.93,25.7807232,536598.168034176
1661400000000,2022-08-25 04:00:00,BTC/EUR,21495.71,21809.27,21495.71,21650.9,4.61442486,99906.451201374
1661313600000,2022-08-24 04:00:00,BTC/EUR,21396.84,21875.39,21259.88,21495.71,2.35829008,50693.1196555568
1661227200000,2022-08-23 04:00:00,BTC/EUR,21415.94,21706.91,21100.0,21396.84,15.53419294,332382.64086630964
1661140800000,2022-08-22 04:00:00,BTC/EUR,21348.92,21612.38,20924.02,21415.94,12.66750701,271286.57007573935
1661054400000,2022-08-21 04:00:00,BTC/EUR,21119.53,21672.8,21011.32,21348.92,7.9802117,170368.901166364
1660968000000,2022-08-20 04:00:00,BTC/EUR,21016.44,21284.68,20708.45,21119.53,13.39335022,282861.26177179656
1660881600000,2022-08-19 04:00:00,BTC/EUR,22620.24,22646.63,20721.04,21016.44,17.01210774,357533.9415912456
1660795200000,2022-08-18 04:00:00,BTC/EUR,23072.89,23234.54,22559.73,22620.24,5.95342843,134667.97990942321
1660708800000,2022-08-17 04:00:00,BTC/EUR,23629.08,24033.99,22791.91,23072.89,6.58990992,152048.2666940688
1660622400000,2022-08-16 04:00:00,BTC/EUR,23738.84,23796.56,23298.89,23629.08,9.92918922,234617.60641451762
1660536000000,2022-08-15 04:00:00,BTC/EUR,24259.63,24262.94,23377.1,23738.84,9.96179047,236481.3500808548
1660449600000,2022-08-14 04:00:00,BTC/EUR,23985.14,24584.0,23593.56,24259.63,14.09577737,341958.3435585731
1660363200000,2022-08-13 04:00:00,BTC/EUR,24156.73,24156.73,23758.51,23985.14,0.43289103,10382.9519592942
1660276800000,2022-08-12 04:00:00,BTC/EUR,23294.86,24156.73,22955.05,24156.73,11.69746255,282572.4445054615
1660190400000,2022-08-11 04:00:00,BTC/EUR,23699.25,23758.75,23078.44,23294.86,1.28233196,29871.743481725603
1660104000000,2022-08-10 04:00:00,BTC/EUR,22433.33,23777.82,22385.33,23699.25,9.34706647,221518.4650391475
1660017600000,2022-08-09 04:00:00,BTC/EUR,23386.97,23441.02,22265.62,22433.33,7.27374633,163174.3517571789
1659931200000,2022-08-08 04:00:00,BTC/EUR,22896.14,23766.18,22894.97,23386.97,13.83052988,323454.18738766364
1659844800000,2022-08-07 04:00:00,BTC/EUR,22485.39,22972.01,22485.39,22896.14,6.06482029,138860.9744346806
1659758400000,2022-08-06 04:00:00,BTC/EUR,22763.73,22968.15,22448.09,22485.39,1.47713949,33214.0575170511
1659672000000,2022-08-05 04:00:00,BTC/EUR,22659.38,22968.13,22400.0,22763.73,10.47383171,238423.4771118783
1659585600000,2022-08-04 04:00:00,BTC/EUR,22718.73,22774.09,21917.62,22659.38,17.92644717,406202.1784749546
