https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume STORJ,Volume EUR
1656288000,2022-06-27 00:00:00,STORJ/EUR,0.78468,0.78610,0.72646,0.74559,7202.23696903,5369.915861739078
1656201600,2022-06-26 00:00:00,STORJ/EUR,0.82649,0.82897,0.77858,0.78747,20885.57125293,16446.760794544785
1656115200,2022-06-25 00:00:00,STORJ/EUR,0.91191,0.91191,0.83713,0.87350,3323.79007764,2903.3306328185404
1656028800,2022-06-24 00:00:00,STORJ/EUR,0.89810,0.92416,0.85549,0.92416,17692.22151915,16350.443439137664
1655942400,2022-06-23 00:00:00,STORJ/EUR,0.64716,0.92019,0.64716,0.90989,15444.74853265,14053.022242372906
1655856000,2022-06-22 00:00:00,STORJ/EUR,0.65599,0.69348,0.58529,0.58529,8524.90151792,4989.5396094233965
1655769600,2022-06-21 00:00:00,STORJ/EUR,0.60954,0.73536,0.60954,0.67537,28010.31872698,18917.328958640483
1655683200,2022-06-20 00:00:00,STORJ/EUR,0.53281,0.63000,0.53281,0.60963,13446.70624007,8197.515525133875
1655596800,2022-06-19 00:00:00,STORJ/EUR,0.43264,0.56506,0.42606,0.52246,14778.61969153,7721.237644036764
1655510400,2022-06-18 00:00:00,STORJ/EUR,0.44448,0.45016,0.38698,0.40077,5902.06355295,2365.3700101157715
1655424000,2022-06-17 00:00:00,STORJ/EUR,0.40640,0.50500,0.40640,0.45269,19057.08473801,8626.951690049746
1655337600,2022-06-16 00:00:00,STORJ/EUR,0.36858,0.45920,0.36293,0.43915,40948.55885202,17982.559619864584
1655251200,2022-06-15 00:00:00,STORJ/EUR,0.35256,0.37346,0.32364,0.37346,9273.12528868,3463.1413703104326
1655164800,2022-06-14 00:00:00,STORJ/EUR,0.34000,0.36040,0.32569,0.34518,6280.06829896,2167.7539754350128
1655078400,2022-06-13 00:00:00,STORJ/EUR,0.39287,0.39287,0.34207,0.34992,6122.24477872,2142.2958929697024
1654992000,2022-06-12 00:00:00,STORJ/EUR,0.42729,0.43117,0.40771,0.40868,3816.66657170,1559.795294522356
1654905600,2022-06-11 00:00:00,STORJ/EUR,0.49939,0.49939,0.44100,0.44988,2999.77052204,1349.536762455355
1654819200,2022-06-10 00:00:00,STORJ/EUR,0.52572,0.52572,0.49305,0.49387,2083.98220565,1029.2162919043656
1654732800,2022-06-09 00:00:00,STORJ/EUR,0.52642,0.54715,0.52642,0.52881,2064.57508835,1091.7679524703635
1654646400,2022-06-08 00:00:00,STORJ/EUR,0.53303,0.55196,0.53303,0.54599,2206.17324889,1204.5485321614512
1654560000,2022-06-07 00:00:00,STORJ/EUR,0.53271,0.53778,0.52526,0.52526,1977.89025656,1038.9066361607054
1654473600,2022-06-06 00:00:00,STORJ/EUR,0.54765,0.58000,0.54765,0.56604,3381.78977915,1914.2282865900659
1654387200,2022-06-05 00:00:00,STORJ/EUR,0.51851,0.54431,0.51851,0.54431,2194.63489892,1194.5617218311452
1654300800,2022-06-04 00:00:00,STORJ/EUR,0.51000,0.51847,0.51000,0.51847,767.40656204,397.8772802208788
1654214400,2022-06-03 00:00:00,STORJ/EUR,0.54269,0.54269,0.52000,0.52283,2089.92032599,1092.6730440373517
1654128000,2022-06-02 00:00:00,STORJ/EUR,0.54266,0.56987,0.52892,0.54955,5295.64907050,2910.2239466932747
1654041600,2022-06-01 00:00:00,STORJ/EUR,0.55688,0.55788,0.53037,0.53037,1948.55614036,1033.4557201627333
1653955200,2022-05-31 00:00:00,STORJ/EUR,0.54462,0.54605,0.52386,0.54535,3248.67072309,1771.6625788371316
1653868800,2022-05-30 00:00:00,STORJ/EUR,0.52912,0.55257,0.52041,0.55257,3531.68603967,1951.503754940452
1653782400,2022-05-29 00:00:00,STORJ/EUR,0.47581,0.50611,0.47581,0.49857,3052.67506544,1521.9722073764208
1653696000,2022-05-28 00:00:00,STORJ/EUR,0.48023,0.49350,0.47683,0.48811,6173.81417399,3013.500436466259
1653609600,2022-05-27 00:00:00,STORJ/EUR,0.48110,0.48780,0.46000,0.47824,5421.21866089,2592.6436123840335
1653523200,2022-05-26 00:00:00,STORJ/EUR,0.52330,0.52330,0.47000,0.50569,13580.86972810,6867.710012802889
1653436800,2022-05-25 00:00:00,STORJ/EUR,0.52588,0.52661,0.51482,0.52625,6943.10011509,3653.8064355661127
1653350400,2022-05-24 00:00:00,STORJ/EUR,0.53830,0.53830,0.50995,0.53812,2831.14194202,1523.4941018398026
1653264000,2022-05-23 00:00:00,STORJ/EUR,0.58007,0.58007,0.52500,0.52603,5181.53397251,2725.6423155594352
1653177600,2022-05-22 00:00:00,STORJ/EUR,0.52642,0.60900,0.52080,0.55937,9120.79669940,5101.900049743378
1653091200,2022-05-21 00:00:00,STORJ/EUR,0.49108,0.53108,0.49108,0.52568,3640.48764250,1913.7315439094002
1653004800,2022-05-20 00:00:00,STORJ/EUR,0.51618,0.54402,0.50831,0.51359,3962.28975144,2034.9923934420697
1652918400,2022-05-19 00:00:00,STORJ/EUR,0.50666,0.53550,0.47930,0.52457,4480.81789339,2350.502642335592
1652832000,2022-05-18 00:00:00,STORJ/EUR,0.55890,0.56164,0.50792,0.51000,7047.12189943,3594.0321687093
1652745600,2022-05-17 00:00:00,STORJ/EUR,0.52054,0.59604,0.51700,0.58405,10559.78384971,6167.441757423125
1652659200,2022-05-16 00:00:00,STORJ/EUR,0.56536,0.56536,0.50762,0.51174,25325.74448974,12960.196485179546
1652572800,2022-05-15 00:00:00,STORJ/EUR,0.52373,0.57068,0.52016,0.56831,15210.21561531,8644.117636336827
1652486400,2022-05-14 00:00:00,STORJ/EUR,0.52500,0.52600,0.46000,0.50287,15798.71677649,7944.700705393527
1652400000,2022-05-13 00:00:00,STORJ/EUR,0.44438,0.52308,0.44438,0.48579,13253.60314788,6438.467873208625
1652313600,2022-05-12 00:00:00,STORJ/EUR,0.44792,0.47907,0.35500,0.41376,56140.68723958,23228.770752248623
1652227200,2022-05-11 00:00:00,STORJ/EUR,0.63105,0.63437,0.46100,0.48736,12432.65559267,6059.179029643651
1652140800,2022-05-10 00:00:00,STORJ/EUR,0.57400,0.67943,0.57400,0.62313,27638.02113723,17222.08011124213
1652054400,2022-05-09 00:00:00,STORJ/EUR,0.76293,0.76293,0.61010,0.61165,24490.15998387,14979.406354134086
1651968000,2022-05-08 00:00:00,STORJ/EUR,0.76986,0.77099,0.73789,0.74138,8349.29106800,6189.997411993841
1651881600,2022-05-07 00:00:00,STORJ/EUR,0.80228,0.80711,0.75000,0.76580,3466.92199406,2654.968863051148
1651795200,2022-05-06 00:00:00,STORJ/EUR,0.81343,0.81375,0.76544,0.81375,10997.89445632,8949.5366138304
1651708800,2022-05-05 00:00:00,STORJ/EUR,0.90519,0.90519,0.79430,0.81340,17177.42126991,13972.114460944793
1651622400,2022-05-04 00:00:00,STORJ/EUR,0.83211,0.89558,0.82994,0.89250,12200.14796697,10888.632060520724
1651536000,2022-05-03 00:00:00,STORJ/EUR,0.84039,1.03100,0.80930,0.82343,18498.14839908,15231.930336254445
1651449600,2022-05-02 00:00:00,STORJ/EUR,0.85602,0.86452,0.81483,0.83965,7369.53321556,6187.828564444954
1651363200,2022-05-01 00:00:00,STORJ/EUR,0.78990,0.86410,0.78990,0.84826,9261.59065410,7856.236888246866
1651276800,2022-04-30 00:00:00,STORJ/EUR,0.88539,0.90135,0.79612,0.79612,1879.64138709,1496.420101090091
1651190400,2022-04-29 00:00:00,STORJ/EUR,0.94481,0.94481,0.87500,0.89039,7835.92738999,6977.031388773196
1651104000,2022-04-28 00:00:00,STORJ/EUR,0.94397,0.97657,0.94333,0.95838,7210.68654580,6910.577771763804
1651017600,2022-04-27 00:00:00,STORJ/EUR,0.91643,0.93980,0.91643,0.93533,5238.50667698,4899.732450179703
1650931200,2022-04-26 00:00:00,STORJ/EUR,0.98293,0.98431,0.89812,0.89812,13903.32854195,12486.857430096135
1650844800,2022-04-25 00:00:00,STORJ/EUR,0.97695,0.97695,0.91856,0.96533,9861.04517339,9519.16273722857
1650758400,2022-04-24 00:00:00,STORJ/EUR,1.01862,1.07442,1.00868,1.00868,2763.07499960,2787.058490596528
1650672000,2022-04-23 00:00:00,STORJ/EUR,1.00296,1.01075,0.99158,1.00500,2519.86967063,2532.46901898315
1650585600,2022-04-22 00:00:00,STORJ/EUR,1.03645,1.04832,1.00000,1.00000,14222.66709196,14222.66709196
1650499200,2022-04-21 00:00:00,STORJ/EUR,1.10382,1.10470,1.01826,1.02198,15970.40725621,16321.436807701497
1650412800,2022-04-20 00:00:00,STORJ/EUR,1.16910,1.26500,1.09390,1.09390,59682.01577673,65286.15705816495
1650326400,2022-04-19 00:00:00,STORJ/EUR,0.99750,1.17018,0.98135,1.16808,30966.60630222,36171.47348949714
1650240000,2022-04-18 00:00:00,STORJ/EUR,0.95000,0.97404,0.91485,0.97242,17642.29830688,17155.723719576246
1650153600,2022-04-17 00:00:00,STORJ/EUR,0.99942,1.00343,0.99942,1.00343,1646.86763666,1652.5163926537439
1650067200,2022-04-16 00:00:00,STORJ/EUR,0.99638,1.01075,0.98742,1.01075,1019.18081719,1030.1370109747925
1649980800,2022-04-15 00:00:00,STORJ/EUR,0.99637,1.02634,0.98068,0.98531,3798.06307874,3742.2695321133097
1649894400,2022-04-14 00:00:00,STORJ/EUR,1.03937,1.03937,0.98638,0.98986,5911.34802799,5851.406958986182
1649808000,2022-04-13 00:00:00,STORJ/EUR,0.97699,1.03436,0.97231,1.03299,34109.59640157,35234.8719868578
1649721600,2022-04-12 00:00:00,STORJ/EUR,0.93438,1.02309,0.93438,0.96438,27983.60381144,26986.827843676507
1649635200,2022-04-11 00:00:00,STORJ/EUR,0.99100,0.99100,0.90000,0.91804,21511.49722890,19748.414916019356
1649548800,2022-04-10 00:00:00,STORJ/EUR,1.05045,1.06338,1.03111,1.06314,6803.80892591,7233.401421491957
1649462400,2022-04-09 00:00:00,STORJ/EUR,1.03453,1.05931,1.03391,1.05931,2592.72696629,2746.5016026606595
1649376000,2022-04-08 00:00:00,STORJ/EUR,1.05929,1.08949,1.04827,1.04827,10268.94475672,10764.626720126875
1649289600,2022-04-07 00:00:00,STORJ/EUR,1.02368,1.06407,0.99000,1.04574,12388.47157961,12955.120269661362
1649203200,2022-04-06 00:00:00,STORJ/EUR,1.14118,1.14175,1.02098,1.02098,17589.03981946,17958.05787487227
1649116800,2022-04-05 00:00:00,STORJ/EUR,1.22481,1.24500,1.17012,1.17012,28681.19077688,33560.43495184283
1649030400,2022-04-04 00:00:00,STORJ/EUR,1.28697,1.47466,1.17606,1.23092,41362.14442994,50913.49082170175
1648944000,2022-04-03 00:00:00,STORJ/EUR,1.27621,1.31680,1.26332,1.31680,6309.14187528,8307.878021368704
1648857600,2022-04-02 00:00:00,STORJ/EUR,1.25618,1.32669,1.25048,1.27451,59089.60579938,75310.2934873678
1648771200,2022-04-01 00:00:00,STORJ/EUR,1.20884,1.23993,1.16216,1.23993,22408.48479018,27784.952545887885
1648684800,2022-03-31 00:00:00,STORJ/EUR,1.26809,1.31205,1.18240,1.20464,36476.69128242,43941.28138645442
1648598400,2022-03-30 00:00:00,STORJ/EUR,1.19402,1.35253,1.17229,1.25765,25158.82188519,31640.992343909198
1648512000,2022-03-29 00:00:00,STORJ/EUR,1.20686,1.24070,1.17613,1.21846,12478.78978716,15204.906204062974
1648425600,2022-03-28 00:00:00,STORJ/EUR,1.21099,1.25249,1.17814,1.17814,8710.77928774,10262.517510058004
