https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UNO,Volume BTC
1663372800,2022-09-17 00:00:00,UNO/BTC,0.000001988,0.000002005,0.000001985,0.000002005,380.4532,0.0007557153904
1663286400,2022-09-16 00:00:00,UNO/BTC,0.000002083,0.000002396,0.000001968,0.000001988,97825.6747,0.2163202834768
1663200000,2022-09-15 00:00:00,UNO/BTC,0.000001959,0.000002305,0.000001914,0.000002085,76903.1524,0.1578709084377
1663113600,2022-09-14 00:00:00,UNO/BTC,0.000001927,0.000001999,0.000001895,0.000001979,28177.734,0.0549549945133
1663027200,2022-09-13 00:00:00,UNO/BTC,0.000001875,0.000002009,0.000001852,0.000001928,39390.7609,0.076021542036
1662940800,2022-09-12 00:00:00,UNO/BTC,0.000001929,0.000001996,0.000001847,0.000001868,43409.6416,0.0829228047884
1662854400,2022-09-11 00:00:00,UNO/BTC,0.000001991,0.000002034,0.00000193,0.00000193,16690.2923,0.033061234119
1662768000,2022-09-10 00:00:00,UNO/BTC,0.000001885,0.000002035,0.000001783,0.000001991,58946.2814,0.1142886769483
1662681600,2022-09-09 00:00:00,UNO/BTC,0.000002079,0.000002125,0.000001861,0.000001892,86220.3044,0.1700179422233
1662595200,2022-09-08 00:00:00,UNO/BTC,0.000002061,0.000002113,0.000001991,0.000002091,26000.4387,0.0531941279435
1662508800,2022-09-07 00:00:00,UNO/BTC,0.000002039,0.000002162,0.000002015,0.000002064,32481.1089,0.0682747235969
1662422400,2022-09-06 00:00:00,UNO/BTC,0.000002023,0.000002124,0.000001984,0.000002037,32788.8088,0.0665090865978
1662336000,2022-09-05 00:00:00,UNO/BTC,0.00000202,0.000002117,0.000001988,0.000002015,27859.4903,0.0572639479611
1662249600,2022-09-04 00:00:00,UNO/BTC,0.000002025,0.000002041,0.000001995,0.000002026,3975.4267,0.0080335031969
1662163200,2022-09-03 00:00:00,UNO/BTC,0.000001965,0.000002096,0.000001956,0.00000201,18590.8397,0.037701016987
1662076800,2022-09-02 00:00:00,UNO/BTC,0.000001977,0.00000215,0.000001907,0.000001959,56411.0774,0.1126229226833
1661990400,2022-09-01 00:00:00,UNO/BTC,0.000001999,0.000002009,0.000001911,0.00000197,14693.1378,0.028782384714
1661904000,2022-08-31 00:00:00,UNO/BTC,0.000001996,0.00000202,0.000001928,0.000001994,17279.0274,0.0341069178532
1661817600,2022-08-30 00:00:00,UNO/BTC,0.000001943,0.000002022,0.000001915,0.000001992,10385.2926,0.020527267961
1661731200,2022-08-29 00:00:00,UNO/BTC,0.000002047,0.00000207,0.000001907,0.000001937,13193.931,0.0261163472154
1661644800,2022-08-28 00:00:00,UNO/BTC,0.000002091,0.000002091,0.000001986,0.000002047,26581.4715,0.0541313384223
1661558400,2022-08-27 00:00:00,UNO/BTC,0.000002079,0.000002107,0.000001972,0.000002094,61719.0277,0.1236189703763
1661472000,2022-08-26 00:00:00,UNO/BTC,0.000002051,0.000002134,0.000002,0.000002082,13671.3123,0.0282281516457
1661385600,2022-08-25 00:00:00,UNO/BTC,0.000002118,0.00000214,0.00000204,0.000002046,6070.8411,0.0126894315288
1661299200,2022-08-24 00:00:00,UNO/BTC,0.000002079,0.000002147,0.000002054,0.000002113,17895.2786,0.0377276416381
1661212800,2022-08-23 00:00:00,UNO/BTC,0.000002046,0.000002283,0.000002011,0.000002074,39415.9176,0.0838377319047
1661126400,2022-08-22 00:00:00,UNO/BTC,0.000002059,0.00000209,0.000002036,0.00000205,6582.7743,0.0135631104279
1661040000,2022-08-21 00:00:00,UNO/BTC,0.000002116,0.000002147,0.00000204,0.00000206,42810.5933,0.0887689383037
