https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GALAX,Volume USDT
1663459200,2022-09-18 00:00:00,GALAX/USDT,0.04908,0.04917,0.04848,0.04868,833450.18391388,40572.4516811442679
1663372800,2022-09-17 00:00:00,GALAX/USDT,0.0477,0.0529,0.0477,0.04909,26652209.20827826,1293051.5168819227461
1663286400,2022-09-16 00:00:00,GALAX/USDT,0.04716,0.0481,0.04658,0.0477,24310832.32790403,1150140.7311013178219
1663200000,2022-09-15 00:00:00,GALAX/USDT,0.04864,0.04873,0.04655,0.04719,34817254.48320005,1655068.1404513676478
1663113600,2022-09-14 00:00:00,GALAX/USDT,0.04785,0.04903,0.04721,0.04867,19259629.5662179,930407.0375943452913
1663027200,2022-09-13 00:00:00,GALAX/USDT,0.05111,0.05164,0.04735,0.04789,40434712.27984206,2000954.7935425366156
1662940800,2022-09-12 00:00:00,GALAX/USDT,0.05206,0.05313,0.05007,0.05127,39477819.67566921,2036833.65432802009
1662854400,2022-09-11 00:00:00,GALAX/USDT,0.05212,0.05376,0.05049,0.05206,24403359.40220841,1268592.5358770833073
1662768000,2022-09-10 00:00:00,GALAX/USDT,0.05199,0.05328,0.05108,0.05208,32993221.03438076,1717268.6440352220908
1662681600,2022-09-09 00:00:00,GALAX/USDT,0.04911,0.053,0.04899,0.05198,45497390.90175339,2338069.5420855743544
1662595200,2022-09-08 00:00:00,GALAX/USDT,0.04873,0.04933,0.04754,0.0491,30456363.10277587,1478334.1532925549404
1662508800,2022-09-07 00:00:00,GALAX/USDT,0.04736,0.04948,0.04634,0.04868,32863600.56082875,1576878.5926681701169
1662422400,2022-09-06 00:00:00,GALAX/USDT,0.05101,0.05201,0.04663,0.04727,43833456.32902074,2147381.5410457620202
1662336000,2022-09-05 00:00:00,GALAX/USDT,0.05163,0.05211,0.04968,0.05095,16990338.05723615,858882.8913024362824
1662249600,2022-09-04 00:00:00,GALAX/USDT,0.05023,0.05191,0.04997,0.05166,21270330.38329672,1084674.5770380384231
1662163200,2022-09-03 00:00:00,GALAX/USDT,0.04983,0.05047,0.04934,0.05021,17768840.32455252,887777.8314799313212
1662076800,2022-09-02 00:00:00,GALAX/USDT,0.05056,0.0514,0.04911,0.04984,26473698.52515356,1334480.0393232677564
1661990400,2022-09-01 00:00:00,GALAX/USDT,0.05041,0.05073,0.04867,0.05059,17394367.60869253,868400.779464432301
