https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CRPT,Volume BTC
1663462800,2022-09-18 01:00:00,CRPT/BTC,0.000006773,0.000006773,0.000006739,0.000006739,65,0.0004390432855
1663459200,2022-09-18 00:00:00,CRPT/BTC,0.000006819,0.000007092,0.000006744,0.000006773,30255.872,0.2086122457848
1663455600,2022-09-17 23:00:00,CRPT/BTC,0.000006925,0.000006925,0.000006749,0.000006749,10988.5804,0.0748556062569
1663452000,2022-09-17 22:00:00,CRPT/BTC,0.000007111,0.000007111,0.00000691,0.000006925,7658.7582,0.0538398002449
1663448400,2022-09-17 21:00:00,CRPT/BTC,0.000007133,0.000007241,0.00000698,0.00000712,15913.0203,0.1132382167911
1663444800,2022-09-17 20:00:00,CRPT/BTC,0.000007158,0.000007241,0.000007082,0.000007084,930.5128,0.006651540102
1663441200,2022-09-17 19:00:00,CRPT/BTC,0.000006672,0.000007676,0.000006612,0.000007159,90316.764,0.652846223064
1663437600,2022-09-17 18:00:00,CRPT/BTC,0.000006649,0.000006755,0.000006593,0.000006718,5669.3449,0.0378418822142
1663434000,2022-09-17 17:00:00,CRPT/BTC,0.000006567,0.00000665,0.000006507,0.00000665,2131.5056,0.0140229606593
1663430400,2022-09-17 16:00:00,CRPT/BTC,0.000006579,0.000006625,0.000006509,0.000006567,2763.1502,0.0182767247354
1663426800,2022-09-17 15:00:00,CRPT/BTC,0.00000665,0.00000665,0.000006508,0.000006508,2218.2243,0.0146693392546
1663423200,2022-09-17 14:00:00,CRPT/BTC,0.000006572,0.000006649,0.00000651,0.0000066,5473.6758,0.0360468574527
1663419600,2022-09-17 13:00:00,CRPT/BTC,0.000006786,0.000006819,0.000006546,0.000006572,21283.0189,0.1415539759891
1663416000,2022-09-17 12:00:00,CRPT/BTC,0.000006812,0.00000682,0.00000665,0.000006786,8569.5087,0.0574570345735
1663412400,2022-09-17 11:00:00,CRPT/BTC,0.000007207,0.000007207,0.000006766,0.000006766,12245.8989,0.0842574340371
1663408800,2022-09-17 10:00:00,CRPT/BTC,0.000006909,0.000007766,0.000006854,0.000007228,49222.2545,0.3595062670519
1663405200,2022-09-17 09:00:00,CRPT/BTC,0.000007049,0.000007192,0.00000689,0.00000689,8478.508,0.0599734783111
1663401600,2022-09-17 08:00:00,CRPT/BTC,0.000007267,0.000007306,0.000007054,0.000007054,9275.1616,0.0663606540779
1663398000,2022-09-17 07:00:00,CRPT/BTC,0.000007053,0.000007366,0.000006791,0.000007206,34649.8965,0.2473574807611
1663394400,2022-09-17 06:00:00,CRPT/BTC,0.000007065,0.000007166,0.00000678,0.00000703,22789.1562,0.1576200566914
1663390800,2022-09-17 05:00:00,CRPT/BTC,0.000007642,0.000008335,0.000007049,0.000007066,119019.369,0.9174508779518
1663387200,2022-09-17 04:00:00,CRPT/BTC,0.000006264,0.000007792,0.000006247,0.000007642,99510.9435,0.7010423409742
1663383600,2022-09-17 03:00:00,CRPT/BTC,0.000006235,0.000006264,0.000006235,0.000006264,29.2798,0.0001833885441
1663380000,2022-09-17 02:00:00,CRPT/BTC,0.000006139,0.000006367,0.000006131,0.0000062,5782.4387,0.0362887602275
1663376400,2022-09-17 01:00:00,CRPT/BTC,0.000006127,0.000006138,0.000006089,0.000006138,95.3648,0.0005852080371
1663372800,2022-09-17 00:00:00,CRPT/BTC,0.000006073,0.000006109,0.000006037,0.000006075,126.7765,0.0007699185025
1663369200,2022-09-16 23:00:00,CRPT/BTC,0.000006073,0.000006227,0.000006073,0.000006097,6161.3067,0.0380568155969
1663365600,2022-09-16 22:00:00,CRPT/BTC,0.000006106,0.000006139,0.000006007,0.000006015,7910.8774,0.0477134643857
1663362000,2022-09-16 21:00:00,CRPT/BTC,0.000006122,0.000006131,0.000006075,0.000006131,2013.4695,0.0123427210448
1663358400,2022-09-16 20:00:00,CRPT/BTC,0.000006109,0.000006129,0.000006067,0.000006127,1602.4223,0.0098091670229
1663354800,2022-09-16 19:00:00,CRPT/BTC,0.000006115,0.000006133,0.000006041,0.000006041,151.1399,0.0009184648533
1663351200,2022-09-16 18:00:00,CRPT/BTC,0.000006128,0.000006134,0.000006097,0.000006097,31.1275,0.0001907075053
1663347600,2022-09-16 17:00:00,CRPT/BTC,0.000006326,0.000006363,0.000006128,0.000006162,19673.6237,0.1217237010588
1663344000,2022-09-16 16:00:00,CRPT/BTC,0.000006221,0.000006324,0.000006199,0.000006292,1363.5748,0.0085913195373
1663340400,2022-09-16 15:00:00,CRPT/BTC,0.000006283,0.000006325,0.000006221,0.000006221,3941.6209,0.0246026808969
