https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOGE,Volume BTC
1663473600000,2022-09-18 04:00:00,DOGE/BTC,3.06e-06,3.08e-06,2.91e-06,2.97e-06,73017.83464005,0.2168629688809485
1663387200000,2022-09-17 04:00:00,DOGE/BTC,3.05e-06,3.12e-06,3.03e-06,3.06e-06,22613.91136245,0.069198568769097
1663300800000,2022-09-16 04:00:00,DOGE/BTC,3e-06,3.06e-06,3e-06,3.05e-06,4837.79409474,0.014755271988957
1663214400000,2022-09-15 04:00:00,DOGE/BTC,2.99e-06,3.02e-06,2.97e-06,3e-06,40417.27616728,0.12125182850183999
1663128000000,2022-09-14 04:00:00,DOGE/BTC,2.97e-06,3.07e-06,2.97e-06,2.99e-06,15349.08645388,0.0458937684971012
1663041600000,2022-09-13 04:00:00,DOGE/BTC,2.85e-06,3.01e-06,2.79e-06,2.97e-06,85781.86592056,0.2547721417840632
1662955200000,2022-09-12 04:00:00,DOGE/BTC,2.9e-06,2.92e-06,2.84e-06,2.85e-06,63464.25075855,0.18087311466186748
1662868800000,2022-09-11 04:00:00,DOGE/BTC,2.99e-06,2.99e-06,2.89e-06,2.9e-06,10042132.14572006,29.122183222588177
1662782400000,2022-09-10 04:00:00,DOGE/BTC,3e-06,3.03e-06,2.96e-06,2.99e-06,75391.25649098,0.2254198569080302
1662696000000,2022-09-09 04:00:00,DOGE/BTC,3.12e-06,3.12e-06,2.95e-06,3e-06,1548923.93589002,4.646771807670061
1662609600000,2022-09-08 04:00:00,DOGE/BTC,3.17e-06,3.21e-06,3.12e-06,3.12e-06,68357.19787842,0.2132744573806704
1662523200000,2022-09-07 04:00:00,DOGE/BTC,3.11e-06,3.2e-06,3.11e-06,3.17e-06,39127.17248245,0.1240331367693665
1662436800000,2022-09-06 04:00:00,DOGE/BTC,3.19e-06,3.21e-06,3.1e-06,3.11e-06,98263.6859817,0.305600063403087
1662350400000,2022-09-05 04:00:00,DOGE/BTC,3.18e-06,3.26e-06,3.11e-06,3.19e-06,54695.11931824,0.17447743062518561
1662264000000,2022-09-04 04:00:00,DOGE/BTC,3.17e-06,3.22e-06,3.15e-06,3.18e-06,42823.7794521,0.13617961865767803
1662177600000,2022-09-03 04:00:00,DOGE/BTC,3.08e-06,3.2e-06,3.08e-06,3.17e-06,121200.69086063,0.3842061900281971
1662091200000,2022-09-02 04:00:00,DOGE/BTC,3.09e-06,3.11e-06,3.06e-06,3.08e-06,45752.00450398,0.1409161738722584
1662004800000,2022-09-01 04:00:00,DOGE/BTC,3.03e-06,3.12e-06,3.01e-06,3.09e-06,47390.77291026,0.1464374882927034
1661918400000,2022-08-31 04:00:00,DOGE/BTC,3.1e-06,3.1e-06,3.03e-06,3.03e-06,30668.0117924,0.092924075730972
1661832000000,2022-08-30 04:00:00,DOGE/BTC,3.13e-06,3.15e-06,3.07e-06,3.1e-06,48756.95533121,0.15114656152675102
1661745600000,2022-08-29 04:00:00,DOGE/BTC,3.13e-06,3.16e-06,3.1e-06,3.13e-06,21270.4672965,0.066576562638045
1661659200000,2022-08-28 04:00:00,DOGE/BTC,3.17e-06,3.2e-06,3.11e-06,3.13e-06,55311.8653628,0.17312613858556403
1661572800000,2022-08-27 04:00:00,DOGE/BTC,3.15e-06,3.19e-06,3.12e-06,3.17e-06,39248.42395943,0.12441750395139312
1661486400000,2022-08-26 04:00:00,DOGE/BTC,3.21e-06,3.23e-06,3.1e-06,3.15e-06,175642.12326741,0.5532726882923414
1661400000000,2022-08-25 04:00:00,DOGE/BTC,3.18e-06,3.3e-06,3.16e-06,3.21e-06,101326.10930148,0.3252568108577508
1661313600000,2022-08-24 04:00:00,DOGE/BTC,3.16e-06,3.2e-06,3.15e-06,3.18e-06,31037.87804775,0.098700452191845
1661227200000,2022-08-23 04:00:00,DOGE/BTC,3.23e-06,3.23e-06,3.16e-06,3.16e-06,80474.37086037,0.2542990119187692
1661140800000,2022-08-22 04:00:00,DOGE/BTC,3.19e-06,3.23e-06,3.11e-06,3.23e-06,182173.11117488,0.5884191490948624
1661054400000,2022-08-21 04:00:00,DOGE/BTC,3.23e-06,3.26e-06,3.19e-06,3.19e-06,188589.37934063,0.6016001200966097
1660968000000,2022-08-20 04:00:00,DOGE/BTC,3.29e-06,3.34e-06,3.22e-06,3.23e-06,186617.99968855,0.6027761389940165
1660881600000,2022-08-19 04:00:00,DOGE/BTC,3.25e-06,3.3e-06,3.15e-06,3.29e-06,411949.55108037,1.3553140230544172
1660795200000,2022-08-18 04:00:00,DOGE/BTC,3.45e-06,3.51e-06,3.18e-06,3.25e-06,290612.33186089,0.9444900785478924
1660708800000,2022-08-17 04:00:00,DOGE/BTC,3.54e-06,3.65e-06,3.42e-06,3.45e-06,218428.43137897,0.7535780882574465
1660622400000,2022-08-16 04:00:00,DOGE/BTC,3.3e-06,3.75e-06,3.29e-06,3.54e-06,436111.05074905,1.543833119651637
1660536000000,2022-08-15 04:00:00,DOGE/BTC,3.23e-06,3.32e-06,3.12e-06,3.3e-06,8771940.08778635,28.947402289694956
1660449600000,2022-08-14 04:00:00,DOGE/BTC,3.02e-06,3.44e-06,3.02e-06,3.23e-06,10910657.27216292,35.24142298908623
1660363200000,2022-08-13 04:00:00,DOGE/BTC,2.96e-06,3.05e-06,2.96e-06,3.02e-06,48868.04861362,0.1475815068131324
1660276800000,2022-08-12 04:00:00,DOGE/BTC,2.98e-06,3.01e-06,2.95e-06,2.96e-06,258855.22758686,0.7662114736571056
1660190400000,2022-08-11 04:00:00,DOGE/BTC,2.95e-06,2.98e-06,2.93e-06,2.98e-06,45295.180699,0.13497963848301997
1660104000000,2022-08-10 04:00:00,DOGE/BTC,2.97e-06,3e-06,2.93e-06,2.95e-06,140929.36072443,0.41574161413706856
1660017600000,2022-08-09 04:00:00,DOGE/BTC,2.96e-06,3.11e-06,2.94e-06,2.97e-06,312071.10402803,0.9268511789632491
1659931200000,2022-08-08 04:00:00,DOGE/BTC,3e-06,3e-06,2.92e-06,2.96e-06,10085420.36996255,29.85284429508915
1659844800000,2022-08-07 04:00:00,DOGE/BTC,2.97e-06,3.02e-06,2.96e-06,3e-06,18098.50094268,0.05429550282804
1659758400000,2022-08-06 04:00:00,DOGE/BTC,3.02e-06,3.03e-06,2.95e-06,2.97e-06,68034.64294204,0.20206288953785878
1659672000000,2022-08-05 04:00:00,DOGE/BTC,2.95e-06,3.07e-06,2.94e-06,3.02e-06,132445.04156114,0.3999840255146428
1659585600000,2022-08-04 04:00:00,DOGE/BTC,2.89e-06,2.98e-06,2.89e-06,2.95e-06,94936.1220767,0.28006156012626504
1659499200000,2022-08-03 04:00:00,DOGE/BTC,2.91e-06,2.92e-06,2.88e-06,2.89e-06,23000.29207013,0.0664708440826757
1659412800000,2022-08-02 04:00:00,DOGE/BTC,2.89e-06,2.93e-06,2.87e-06,2.91e-06,45128.92185819,0.1313251626073329
1659326400000,2022-08-01 04:00:00,DOGE/BTC,3e-06,3.01e-06,2.88e-06,2.89e-06,231866.12890578,0.6700931125377042
1659240000000,2022-07-31 04:00:00,DOGE/BTC,2.96e-06,3.03e-06,2.91e-06,3e-06,144959.86634527,0.43487959903581
1659153600000,2022-07-30 04:00:00,DOGE/BTC,2.89e-06,3.11e-06,2.88e-06,2.96e-06,251640.8292702,0.744856854639792
1659067200000,2022-07-29 04:00:00,DOGE/BTC,2.98e-06,3e-06,2.86e-06,2.89e-06,75244.90995003,0.21745778975558672
1658980800000,2022-07-28 04:00:00,DOGE/BTC,2.89e-06,3e-06,2.88e-06,2.98e-06,174106.14475776,0.5188363113781247
1658894400000,2022-07-27 04:00:00,DOGE/BTC,2.95e-06,2.96e-06,2.86e-06,2.89e-06,364243.24409419,1.052662975432209
1658808000000,2022-07-26 04:00:00,DOGE/BTC,2.91e-06,2.95e-06,2.89e-06,2.95e-06,11823.50105672,0.034879328117324006
1658721600000,2022-07-25 04:00:00,DOGE/BTC,2.95e-06,2.98e-06,2.91e-06,2.91e-06,57292.27407432,0.1667205175562712
