https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VRA,Volume USDT
1663459200,2022-09-18 00:00:00,VRA/USDT,0.00452567,0.00453228,0.0044664,0.00447177,10834454.36792301,48625.1088065174069328
1663372800,2022-09-17 00:00:00,VRA/USDT,0.00430245,0.00467966,0.0042756,0.00452565,416768718.99839653,1835825.6814081024980913
1663286400,2022-09-16 00:00:00,VRA/USDT,0.00424685,0.00441823,0.00419019,0.00430356,509111070.15918941,2183129.8824265700570228
1663200000,2022-09-15 00:00:00,VRA/USDT,0.00441343,0.0045066,0.00418865,0.00424436,581360121.43355089,2525421.6269937606208484
1663113600,2022-09-14 00:00:00,VRA/USDT,0.00436272,0.00458375,0.0043,0.00441678,587692499.80493829,2601020.9070847264777141
1663027200,2022-09-13 00:00:00,VRA/USDT,0.00481779,0.005,0.00425,0.00435736,1334845020.11943421,6129217.5334352282344647
1662940800,2022-09-12 00:00:00,VRA/USDT,0.00482667,0.0051,0.00462679,0.00481947,919012083.33220166,4438441.3869996937329535
1662854400,2022-09-11 00:00:00,VRA/USDT,0.00487014,0.005037,0.00471,0.00482907,587321000.70507991,2844164.729962145713302
1662768000,2022-09-10 00:00:00,VRA/USDT,0.00502707,0.00505626,0.00471,0.00487536,919378438.64773338,4464679.6236052160030128
1662681600,2022-09-09 00:00:00,VRA/USDT,0.00448045,0.0052,0.00447893,0.00502307,1410955885.26738944,6771888.6554720024683818
1662595200,2022-09-08 00:00:00,VRA/USDT,0.0045103,0.004536,0.004334,0.00447942,835847473.52349888,3702429.4486654237526572
1662508800,2022-09-07 00:00:00,VRA/USDT,0.00434039,0.00474549,0.00426,0.00450758,707923462.77118681,3136994.4289699102012457
1662422400,2022-09-06 00:00:00,VRA/USDT,0.00465664,0.00473,0.004156,0.00433939,1092936081.9703477,4882190.5235459446038369
1662336000,2022-09-05 00:00:00,VRA/USDT,0.00467345,0.00469905,0.00457327,0.00465638,370391817.82202484,1712116.9804069695101428
1662249600,2022-09-04 00:00:00,VRA/USDT,0.00463581,0.00472222,0.00451291,0.00467346,449966509.24932504,2082889.7537681942717454
1662163200,2022-09-03 00:00:00,VRA/USDT,0.00465963,0.00471,0.00455584,0.00463242,255028337.388726,1180782.414223855533887
1662076800,2022-09-02 00:00:00,VRA/USDT,0.00473074,0.00479923,0.004601,0.00465782,542035270.54583214,2547156.9102686851997453
1661990400,2022-09-01 00:00:00,VRA/USDT,0.0047168,0.0048998,0.00458,0.00473515,607113188.66833836,2835965.6793661898585381
1661904000,2022-08-31 00:00:00,VRA/USDT,0.00468458,0.00495217,0.00467,0.00471874,705150364.58647443,3382528.2042009954812076
1661817600,2022-08-30 00:00:00,VRA/USDT,0.00486445,0.004988,0.004604,0.00468434,774652207.4750206,3697345.750805365130779
1661731200,2022-08-29 00:00:00,VRA/USDT,0.00458994,0.00503,0.00456172,0.00485977,646391731.48223635,3073948.1701598285438572
1661644800,2022-08-28 00:00:00,VRA/USDT,0.00474793,0.00495763,0.00456001,0.00459815,606221360.93962045,2885760.3300900974164262
1661558400,2022-08-27 00:00:00,VRA/USDT,0.00464167,0.00485001,0.0046,0.00474414,636979002.10858132,3008080.7693033262982592
1661472000,2022-08-26 00:00:00,VRA/USDT,0.00517272,0.00526,0.0045,0.00464068,1004582241.45692728,4993846.1505638224873251
1661385600,2022-08-25 00:00:00,VRA/USDT,0.00524508,0.005395,0.005,0.00517215,588154641.14431793,3090952.8677699801646362
1661299200,2022-08-24 00:00:00,VRA/USDT,0.00524192,0.00545,0.005135,0.00524508,540872269.11595971,2856595.3747121806957655
1661212800,2022-08-23 00:00:00,VRA/USDT,0.00518968,0.00539177,0.00506098,0.00524089,609517990.25975837,3178278.9741854073859803
1661126400,2022-08-22 00:00:00,VRA/USDT,0.00540114,0.00540168,0.005,0.0051899,932178182.57172637,4779123.7877164568390125
1661040000,2022-08-21 00:00:00,VRA/USDT,0.00529882,0.00550263,0.00529029,0.00539949,668898373.36018186,3602428.4767050356780542
1660953600,2022-08-20 00:00:00,VRA/USDT,0.00520283,0.00548209,0.00518451,0.00529665,731533867.50908428,3896762.3458142155907692
1660867200,2022-08-19 00:00:00,VRA/USDT,0.00555383,0.00559294,0.00505784,0.00520723,1653138105.10283787,8775763.7205988244882191
1660780800,2022-08-18 00:00:00,VRA/USDT,0.00583876,0.006,0.00544125,0.00556073,879786220.07115584,5085639.2625740834333794
1660694400,2022-08-17 00:00:00,VRA/USDT,0.00602956,0.00649,0.00581,0.00584536,1095627741.71768743,6705267.5504169361356984
1660608000,2022-08-16 00:00:00,VRA/USDT,0.00651858,0.00659186,0.005905,0.00603728,1216944737.18280224,7574537.6106770287526619
1660521600,2022-08-15 00:00:00,VRA/USDT,0.00671026,0.00697693,0.0064,0.00651851,1085049794.37677426,7144994.6526038422780605
1660435200,2022-08-14 00:00:00,VRA/USDT,0.00701783,0.00719989,0.00657,0.00670968,976136985.074217,6714505.1539235041473142
1660348800,2022-08-13 00:00:00,VRA/USDT,0.00727388,0.00738994,0.00693001,0.00701783,836831797.12871807,5997293.4787361904484121
1660262400,2022-08-12 00:00:00,VRA/USDT,0.00697656,0.00745,0.00685976,0.00727388,1390464924.68485099,9881772.0675199943020972
