https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PAXG,Volume BTC
1659052800,2022-07-29 00:00:00,PAXG/BTC,0.0732,0.074718,0.072315,0.074308,9.8202,0.7229099788
1658966400,2022-07-28 00:00:00,PAXG/BTC,0.075422,0.076777,0.072628,0.073358,23.6304,1.7549758395
1658880000,2022-07-27 00:00:00,PAXG/BTC,0.08096,0.081365,0.075127,0.075599,24.9156,1.9554597309
1658793600,2022-07-26 00:00:00,PAXG/BTC,0.080475,0.082768,0.080246,0.080713,30.3557,2.4760457577
1658707200,2022-07-25 00:00:00,PAXG/BTC,0.076242,0.080493,0.076021,0.080161,13.6401,1.0691390731
1658620800,2022-07-24 00:00:00,PAXG/BTC,0.07672,0.077357,0.0752,0.076201,7.1341,0.542710708
1658534400,2022-07-23 00:00:00,PAXG/BTC,0.076075,0.078386,0.075253,0.077177,10.3002,0.7971031422
1658448000,2022-07-22 00:00:00,PAXG/BTC,0.074397,0.077309,0.072364,0.07607,16.0774,1.2035951142
1658361600,2022-07-21 00:00:00,PAXG/BTC,0.073033,0.0761,0.07236,0.073976,17.6556,1.305659615
1658275200,2022-07-20 00:00:00,PAXG/BTC,0.073,0.07425,0.070416,0.073039,23.0651,1.6655013564
1658188800,2022-07-19 00:00:00,PAXG/BTC,0.076032,0.078784,0.071748,0.072939,37.10344151,2.80757300958484
1658102400,2022-07-18 00:00:00,PAXG/BTC,0.081845,0.081854,0.075393,0.076,69.82054505,5.46916473302915
1658016000,2022-07-17 00:00:00,PAXG/BTC,0.079995,0.08208,0.07835,0.08197,16.78886121,1.33615159392674
1657929600,2022-07-16 00:00:00,PAXG/BTC,0.081847,0.083107,0.078884,0.080228,24.90187231,2.01876655733769
1657843200,2022-07-15 00:00:00,PAXG/BTC,0.083431,0.084574,0.08064,0.081808,27.10878848,2.22966847593072
1657756800,2022-07-14 00:00:00,PAXG/BTC,0.085789,0.093,0.082101,0.083235,39.93172014,3.46689645979084
1657670400,2022-07-13 00:00:00,PAXG/BTC,0.089379,0.09045,0.085632,0.08568,25.31098769,2.23192097176911
1657584000,2022-07-12 00:00:00,PAXG/BTC,0.086565,0.089478,0.084652,0.08922,31.9560542,2.78293152553085
1657497600,2022-07-11 00:00:00,PAXG/BTC,0.083758,0.087,0.083592,0.086756,22.01636479,1.87532577831882
1657411200,2022-07-10 00:00:00,PAXG/BTC,0.080637,0.084,0.080637,0.083508,20.79955065,1.7122142397288
1657324800,2022-07-09 00:00:00,PAXG/BTC,0.080503,0.081465,0.0793,0.080623,7.62819942,0.61337165315824
1657238400,2022-07-08 00:00:00,PAXG/BTC,0.080571,0.081909,0.078,0.08066,17.92909783,1.43464835947538
1657152000,2022-07-07 00:00:00,PAXG/BTC,0.084693,0.086108,0.07985,0.080534,9.57071796,0.79066860509113
1657065600,2022-07-06 00:00:00,PAXG/BTC,0.087582,0.089692,0.084427,0.084733,20.42737847,1.78020906431924
1656979200,2022-07-05 00:00:00,PAXG/BTC,0.08954,0.09328,0.085585,0.087895,36.16493805,3.22614599564388
1656892800,2022-07-04 00:00:00,PAXG/BTC,0.094097,0.09525,0.0892,0.089542,30.14696016,2.7743916479745
1656806400,2022-07-03 00:00:00,PAXG/BTC,0.093984,0.096276,0.09215,0.09377,18.33291358,1.73196847421216
1656720000,2022-07-02 00:00:00,PAXG/BTC,0.093889,0.095306,0.084646,0.09422,91.89558071,8.45431389541348
1656633600,2022-07-01 00:00:00,PAXG/BTC,0.091112,0.094451,0.0875,0.093969,45.32020144,4.13366562593442
1656547200,2022-06-30 00:00:00,PAXG/BTC,0.090549,0.097292,0.0904,0.091169,62.72285959,5.92854474027276
1656460800,2022-06-29 00:00:00,PAXG/BTC,0.089819,0.09185,0.08942,0.090846,82.63483302,7.43737385892251
1656374400,2022-06-28 00:00:00,PAXG/BTC,0.088034,0.090229,0.08645,0.089835,24.39605488,2.1614084348112
1656288000,2022-06-27 00:00:00,PAXG/BTC,0.086933,0.089009,0.085405,0.088243,23.60540815,2.06528512348828
1656201600,2022-06-26 00:00:00,PAXG/BTC,0.084894,0.087302,0.083573,0.086993,18.25278472,1.56142146961349
1656115200,2022-06-25 00:00:00,PAXG/BTC,0.085868,0.087108,0.078664,0.084454,79.9083515,6.72217919665963
1656028800,2022-06-24 00:00:00,PAXG/BTC,0.086522,0.088059,0.084681,0.086075,45.59897087,3.94854015340998
1655942400,2022-06-23 00:00:00,PAXG/BTC,0.09222,0.092546,0.086277,0.086733,36.30620137,3.22216588177047
1655856000,2022-06-22 00:00:00,PAXG/BTC,0.088525,0.093069,0.088311,0.091949,32.57649897,2.94504029871085
1655769600,2022-06-21 00:00:00,PAXG/BTC,0.089811,0.09075,0.08515,0.08847,42.9589359,3.75049806407289
1655683200,2022-06-20 00:00:00,PAXG/BTC,0.089443,0.093794,0.087835,0.08975,48.96209494,4.45534443419921
1655596800,2022-06-19 00:00:00,PAXG/BTC,0.096132,0.1013,0.088472,0.089443,91.2796272,8.66629392037457
1655510400,2022-06-18 00:00:00,PAXG/BTC,0.089666,0.103431,0.08891,0.096132,166.5181861,16.25530918375216
1655424000,2022-06-17 00:00:00,PAXG/BTC,0.091029,0.092308,0.087047,0.089908,146.23825901,13.08141387212811
1655337600,2022-06-16 00:00:00,PAXG/BTC,0.081346,0.091784,0.080191,0.091075,105.43278546,9.15390946526332
1655251200,2022-06-15 00:00:00,PAXG/BTC,0.08196,0.090876,0.0808,0.081553,158.91054523,13.70003012345699
1655164800,2022-06-14 00:00:00,PAXG/BTC,0.081449,0.0876,0.078199,0.081912,237.02549371,19.45146823288353
1655078400,2022-06-13 00:00:00,PAXG/BTC,0.070807,0.086684,0.070027,0.081451,443.78199672,34.11721299052754
1654992000,2022-06-12 00:00:00,PAXG/BTC,0.066135,0.0708,0.065888,0.0708,128.6962449,8.87933948477884
1654905600,2022-06-11 00:00:00,PAXG/BTC,0.06438,0.066744,0.063769,0.066179,53.81718541,3.52714372219875
1654819200,2022-06-10 00:00:00,PAXG/BTC,0.061373,0.065068,0.060838,0.064385,40.5850627,2.5615778564854
1654732800,2022-06-09 00:00:00,PAXG/BTC,0.061375,0.061667,0.0604,0.061455,64.62314249,3.9124535027023
1654646400,2022-06-08 00:00:00,PAXG/BTC,0.059613,0.062,0.059241,0.061347,71.21920805,4.32420426481425
1654560000,2022-06-07 00:00:00,PAXG/BTC,0.058764,0.063164,0.05875,0.059607,55.46383732,3.37448710424929
1654473600,2022-06-06 00:00:00,PAXG/BTC,0.061942,0.061943,0.058363,0.058815,34.93820472,2.07818310905367
1654387200,2022-06-05 00:00:00,PAXG/BTC,0.062444,0.063255,0.061648,0.062047,26.7036,1.6628363676
1654300800,2022-06-04 00:00:00,PAXG/BTC,0.062398,0.062929,0.0621,0.062305,12.63526,0.78897036046188
1654214400,2022-06-03 00:00:00,PAXG/BTC,0.06145,0.063378,0.061,0.062397,20.09122283,1.24739582588859
1654128000,2022-06-02 00:00:00,PAXG/BTC,0.062082,0.062741,0.061005,0.061444,23.01117391,1.42576857733317
1654041600,2022-06-01 00:00:00,PAXG/BTC,0.057589,0.062897,0.057371,0.062031,84.4653983,5.11793475472563
1653955200,2022-05-31 00:00:00,PAXG/BTC,0.05849,0.059189,0.05708,0.057719,116.08238214,6.76775203184177
1653868800,2022-05-30 00:00:00,PAXG/BTC,0.062712,0.06305,0.057883,0.05859,197.45031674,12.03648898514309
1653782400,2022-05-29 00:00:00,PAXG/BTC,0.063828,0.064203,0.0621,0.062627,50.30850237,3.15978073628372
1653696000,2022-05-28 00:00:00,PAXG/BTC,0.064826,0.064973,0.063053,0.063626,20.88568883,1.3321080511328
1653609600,2022-05-27 00:00:00,PAXG/BTC,0.063207,0.065475,0.06297,0.064656,59.77578174,3.84151854309051
1653523200,2022-05-26 00:00:00,PAXG/BTC,0.062834,0.065644,0.062182,0.063382,155.59120952,9.86499885924132
1653436800,2022-05-25 00:00:00,PAXG/BTC,0.063155,0.063276,0.061809,0.062824,23.73481103,1.4829294696938
1653350400,2022-05-24 00:00:00,PAXG/BTC,0.063719,0.065001,0.06279,0.063038,25.5879307,1.63317985182536
1653264000,2022-05-23 00:00:00,PAXG/BTC,0.061174,0.064155,0.0581,0.063578,79.87560931,4.88091781357134
1653177600,2022-05-22 00:00:00,PAXG/BTC,0.063036,0.063358,0.060641,0.061131,114.24212365,7.0692356498786
1653091200,2022-05-21 00:00:00,PAXG/BTC,0.063392,0.063856,0.062665,0.063003,12.62007276,0.79799419761624
1653004800,2022-05-20 00:00:00,PAXG/BTC,0.061131,0.064274,0.060174,0.0634,86.91804303,5.41105436453112
1652918400,2022-05-19 00:00:00,PAXG/BTC,0.0632,0.065734,0.060365,0.060959,144.61390376,9.06545337167453
1652832000,2022-05-18 00:00:00,PAXG/BTC,0.059649,0.06425,0.059338,0.063373,75.70969666,4.72540303686513
1652745600,2022-05-17 00:00:00,PAXG/BTC,0.061034,0.06175,0.059352,0.059804,111.98297552,6.77178870005868
1652659200,2022-05-16 00:00:00,PAXG/BTC,0.057952,0.0638,0.057952,0.061105,66.8680296,4.0732633323313
1652572800,2022-05-15 00:00:00,PAXG/BTC,0.060226,0.06127,0.057786,0.057788,30.96386005,1.85928974994523
1652486400,2022-05-14 00:00:00,PAXG/BTC,0.061724,0.063136,0.059871,0.060064,33.71672006,2.07839653662809
1652400000,2022-05-13 00:00:00,PAXG/BTC,0.063435,0.070085,0.058432,0.061732,176.07228783,10.99268785845059
1652313600,2022-05-12 00:00:00,PAXG/BTC,0.064,0.0824,0.058,0.063435,1217.81279795,83.78996438854592
1652227200,2022-05-11 00:00:00,PAXG/BTC,0.059202,0.066757,0.05775,0.064,394.86255934,24.07116392149046
1652140800,2022-05-10 00:00:00,PAXG/BTC,0.061542,0.062522,0.054894,0.05909,221.7184535,13.08821424647707
1652054400,2022-05-09 00:00:00,PAXG/BTC,0.055304,0.064,0.055016,0.06163,225.05207626,13.32156842765736
1651968000,2022-05-08 00:00:00,PAXG/BTC,0.053289,0.056789,0.050646,0.055328,350.26139028,18.9480706485267
1651881600,2022-05-07 00:00:00,PAXG/BTC,0.052493,0.054977,0.052332,0.053279,54.44838553,2.89278061347201
1651795200,2022-05-06 00:00:00,PAXG/BTC,0.05133,0.053098,0.051183,0.052345,100.44163382,5.24065222148367
1651708800,2022-05-05 00:00:00,PAXG/BTC,0.047608,0.052598,0.047562,0.05133,103.23339261,5.15742447990938
1651622400,2022-05-04 00:00:00,PAXG/BTC,0.049588,0.049588,0.047,0.047601,77.2758702,3.73849413534969
1651536000,2022-05-03 00:00:00,PAXG/BTC,0.04856,0.049856,0.04709,0.049557,53.57365417,2.60113590587715
1651449600,2022-05-02 00:00:00,PAXG/BTC,0.049472,0.049472,0.047815,0.048559,52.40505565,2.54653170879606
1651363200,2022-05-01 00:00:00,PAXG/BTC,0.050502,0.050778,0.049273,0.04949,26.53148238,1.32600809155889
1651276800,2022-04-30 00:00:00,PAXG/BTC,0.049391,0.050624,0.04909,0.050502,15.88912082,0.79066774758298
1651190400,2022-04-29 00:00:00,PAXG/BTC,0.047845,0.05,0.047736,0.049273,49.92400869,2.45747464637095
1651104000,2022-04-28 00:00:00,PAXG/BTC,0.048371,0.049265,0.04715,0.047833,60.03739622,2.88257558278084
1651017600,2022-04-27 00:00:00,PAXG/BTC,0.050062,0.050317,0.048092,0.048275,36.62752326,1.79046341210146
1650931200,2022-04-26 00:00:00,PAXG/BTC,0.04714,0.051,0.046823,0.05012,119.1512647,5.82996680657065
1650844800,2022-04-25 00:00:00,PAXG/BTC,0.049027,0.051,0.04714,0.04714,115.5634639,5.67715012977014
1650758400,2022-04-24 00:00:00,PAXG/BTC,0.048895,0.049492,0.0485,0.049128,24.51903856,1.19971706102684
1650672000,2022-04-23 00:00:00,PAXG/BTC,0.048643,0.049282,0.048419,0.048938,26.37454784,1.28902949342628
1650585600,2022-04-22 00:00:00,PAXG/BTC,0.048481,0.051872,0.047838,0.048649,86.93172828,4.26118523924011
1650499200,2022-04-21 00:00:00,PAXG/BTC,0.047422,0.049,0.045377,0.048342,49.31787322,2.33193706630859
1650412800,2022-04-20 00:00:00,PAXG/BTC,0.047296,0.048078,0.043829,0.047559,229.58421777,10.8459847718311
1650326400,2022-04-19 00:00:00,PAXG/BTC,0.048539,0.048754,0.047136,0.047225,26.54019444,1.26918883315374
1650240000,2022-04-18 00:00:00,PAXG/BTC,0.050086,0.05187,0.045647,0.048423,188.24279328,9.22994072576315
1650153600,2022-04-17 00:00:00,PAXG/BTC,0.049069,0.050311,0.048865,0.050204,105.32402101,5.20703350228
1650067200,2022-04-16 00:00:00,PAXG/BTC,0.048865,0.049504,0.048738,0.049069,22.96216409,1.12678421792286
1649980800,2022-04-15 00:00:00,PAXG/BTC,0.049504,0.04962,0.048231,0.048865,30.30518429,1.48620112554894
1649894400,2022-04-14 00:00:00,PAXG/BTC,0.04819,0.049736,0.047258,0.049504,100.65528521,4.8802568019048
1649808000,2022-04-13 00:00:00,PAXG/BTC,0.049252,0.050129,0.04757,0.048236,78.21795166,3.81030886592648
1649721600,2022-04-12 00:00:00,PAXG/BTC,0.049529,0.051864,0.048216,0.049153,130.25590628,6.43341039738709
1649635200,2022-04-11 00:00:00,PAXG/BTC,0.046123,0.049773,0.04585,0.049529,108.15186695,5.19669722274945
1649548800,2022-04-10 00:00:00,PAXG/BTC,0.045615,0.046324,0.044814,0.046111,32.83752809,1.4948629924711
1649462400,2022-04-09 00:00:00,PAXG/BTC,0.045962,0.046156,0.045527,0.045527,13.23424964,0.60828705214884
1649376000,2022-04-08 00:00:00,PAXG/BTC,0.0444,0.0462,0.043899,0.045973,45.3672459,2.0418865313912
1649289600,2022-04-07 00:00:00,PAXG/BTC,0.044416,0.044957,0.04384,0.04439,47.64102968,2.11272491377568
1649203200,2022-04-06 00:00:00,PAXG/BTC,0.042164,0.044545,0.042164,0.044537,54.24146366,2.34977277663971
1649116800,2022-04-05 00:00:00,PAXG/BTC,0.04146,0.042223,0.040844,0.042164,35.64453509,1.48347011514421
1649030400,2022-04-04 00:00:00,PAXG/BTC,0.041487,0.042749,0.041231,0.041378,32.30520955,1.35446014158241
1648944000,2022-04-03 00:00:00,PAXG/BTC,0.041877,0.042179,0.040595,0.041396,61.51214107,2.54465378058846
1648857600,2022-04-02 00:00:00,PAXG/BTC,0.041638,0.042127,0.040065,0.0419,54.53722082,2.25112717289406
1648771200,2022-04-01 00:00:00,PAXG/BTC,0.042456,0.043676,0.041215,0.041606,59.05417304,2.51789917792467
1648684800,2022-03-31 00:00:00,PAXG/BTC,0.041037,0.042721,0.040311,0.042456,68.68684079,2.85426996269218
1648598400,2022-03-30 00:00:00,PAXG/BTC,0.040471,0.041272,0.040348,0.041024,41.28939985,1.68897998628127
1648512000,2022-03-29 00:00:00,PAXG/BTC,0.040801,0.040924,0.03943,0.040467,33.54193481,1.34892381156587
1648425600,2022-03-28 00:00:00,PAXG/BTC,0.04184,0.04184,0.03992,0.040798,91.72177879,3.74676263608725
1648339200,2022-03-27 00:00:00,PAXG/BTC,0.044234,0.044234,0.041623,0.04165,23.44392954,1.0123047687844
1648252800,2022-03-26 00:00:00,PAXG/BTC,0.044068,0.0444,0.04364,0.044094,30.26583402,1.33473587501175
1648166400,2022-03-25 00:00:00,PAXG/BTC,0.044704,0.044807,0.043247,0.044083,52.29429041,2.30298576570761
1648080000,2022-03-24 00:00:00,PAXG/BTC,0.04527,0.046199,0.044399,0.044702,108.16297008,4.88257602461402
1647993600,2022-03-23 00:00:00,PAXG/BTC,0.04527,0.046128,0.045102,0.045291,103.21859834,4.692305254326
1647907200,2022-03-22 00:00:00,PAXG/BTC,0.047155,0.047269,0.044201,0.04527,82.37259773,3.7322825238338
1647820800,2022-03-21 00:00:00,PAXG/BTC,0.046704,0.047763,0.0441,0.047155,115.77407887,5.38632833574942
1647734400,2022-03-20 00:00:00,PAXG/BTC,0.04541,0.046935,0.04535,0.0467,22.4267329,1.04082663560361
1647648000,2022-03-19 00:00:00,PAXG/BTC,0.046108,0.046283,0.045332,0.045427,29.16716507,1.33979579723661
1647561600,2022-03-18 00:00:00,PAXG/BTC,0.047626,0.048351,0.045455,0.045997,126.81092879,6.04371728017162
1647475200,2022-03-17 00:00:00,PAXG/BTC,0.047258,0.048289,0.043,0.04763,126.60937457,5.90888066422555
1647388800,2022-03-16 00:00:00,PAXG/BTC,0.04886,0.04946,0.046116,0.047013,105.84873323,5.04987948075743
1647302400,2022-03-15 00:00:00,PAXG/BTC,0.049402,0.05064,0.046116,0.048989,74.43989092,3.65911484379466
1647216000,2022-03-14 00:00:00,PAXG/BTC,0.0525,0.052775,0.049291,0.049408,35.75368943,1.81546785672762
1647129600,2022-03-13 00:00:00,PAXG/BTC,0.051513,0.052826,0.050852,0.052537,30.04133041,1.55232840914942
1647043200,2022-03-12 00:00:00,PAXG/BTC,0.051241,0.05151,0.050534,0.05151,16.77697295,0.85535962799558
1646956800,2022-03-11 00:00:00,PAXG/BTC,0.05066,0.052597,0.04915,0.051226,91.94613962,4.67628933626869
1646870400,2022-03-10 00:00:00,PAXG/BTC,0.047497,0.052075,0.0474,0.05066,99.753254,5.02199448804157
1646784000,2022-03-09 00:00:00,PAXG/BTC,0.05326,0.053393,0.046921,0.04735,189.48001555,9.24146681297753
1646697600,2022-03-08 00:00:00,PAXG/BTC,0.052995,0.054201,0.046648,0.053309,177.20701946,9.28280491871846
1646611200,2022-03-07 00:00:00,PAXG/BTC,0.0521,0.055,0.050277,0.052995,323.56809556,16.95759867542542
1646524800,2022-03-06 00:00:00,PAXG/BTC,0.050323,0.052363,0.049785,0.05206,53.91309271,2.74893858311586
1646438400,2022-03-05 00:00:00,PAXG/BTC,0.050397,0.053467,0.049311,0.050062,59.59458235,3.00878290618688
1646352000,2022-03-04 00:00:00,PAXG/BTC,0.045594,0.0509,0.045594,0.050378,77.51986694,3.76484210999964
1646265600,2022-03-03 00:00:00,PAXG/BTC,0.043807,0.04636,0.043666,0.045594,106.66427005,4.83252667687451
1646179200,2022-03-02 00:00:00,PAXG/BTC,0.0435,0.044331,0.042493,0.043779,24.75749886,1.07830695022254
1646092800,2022-03-01 00:00:00,PAXG/BTC,0.043666,0.04455,0.042518,0.043502,67.86168233,2.96689798099214
1646006400,2022-02-28 00:00:00,PAXG/BTC,0.050816,0.051357,0.043129,0.043761,133.93855904,6.55456259454227
1645920000,2022-02-27 00:00:00,PAXG/BTC,0.048316,0.051571,0.04749,0.050888,80.49294064,4.02048376805342
1645833600,2022-02-26 00:00:00,PAXG/BTC,0.048273,0.048907,0.04741,0.048316,93.05694544,4.47343895378388
1645747200,2022-02-25 00:00:00,PAXG/BTC,0.050287,0.050748,0.046715,0.048269,161.11996975,7.88984317442643
1645660800,2022-02-24 00:00:00,PAXG/BTC,0.0517,0.061,0.0488,0.050342,721.00937061,40.10829323887883
1645574400,2022-02-23 00:00:00,PAXG/BTC,0.049983,0.051812,0.048532,0.051693,73.47164304,3.69019942950541
1645488000,2022-02-22 00:00:00,PAXG/BTC,0.052833,0.055381,0.0486,0.049967,166.45876881,8.62465599717044
1645401600,2022-02-21 00:00:00,PAXG/BTC,0.050347,0.058314,0.048489,0.05295,157.8438064,8.06869899870427
1645315200,2022-02-20 00:00:00,PAXG/BTC,0.047901,0.052037,0.047819,0.050339,60.36931205,3.02342162519042
1645228800,2022-02-19 00:00:00,PAXG/BTC,0.047807,0.048612,0.047085,0.047771,64.19945047,3.07595098505062
1645142400,2022-02-18 00:00:00,PAXG/BTC,0.047442,0.05,0.046534,0.047807,211.08077507,10.03135586825439
1645056000,2022-02-17 00:00:00,PAXG/BTC,0.04275,0.047912,0.042456,0.047442,152.52244126,7.02697221735429
1644969600,2022-02-16 00:00:00,PAXG/BTC,0.041698,0.043092,0.041698,0.04273,26.22828144,1.1121731532454
1644883200,2022-02-15 00:00:00,PAXG/BTC,0.044209,0.04435,0.0415,0.041668,68.34304739,2.93307780018384
1644796800,2022-02-14 00:00:00,PAXG/BTC,0.0448,0.045288,0.043917,0.044274,60.07454368,2.66473439332868
1644710400,2022-02-13 00:00:00,PAXG/BTC,0.044696,0.045282,0.044069,0.044784,25.88785003,1.15584385559709
1644624000,2022-02-12 00:00:00,PAXG/BTC,0.044309,0.047812,0.043473,0.0448,67.81191126,3.02282206315948
1644537600,2022-02-11 00:00:00,PAXG/BTC,0.042299,0.046199,0.04189,0.044421,31.63926353,1.37996280129544
1644451200,2022-02-10 00:00:00,PAXG/BTC,0.04132,0.042524,0.040282,0.042156,15.10933415,0.62322902781486
1644364800,2022-02-09 00:00:00,PAXG/BTC,0.041474,0.04662,0.040897,0.041449,20.30440613,0.86458408129905
1644278400,2022-02-08 00:00:00,PAXG/BTC,0.041629,0.043801,0.040293,0.041625,18.92034311,0.79245123042802
1644192000,2022-02-07 00:00:00,PAXG/BTC,0.042902,0.043645,0.040592,0.041629,14.19953704,0.59883215092202
1644105600,2022-02-06 00:00:00,PAXG/BTC,0.043955,0.0476,0.042714,0.042902,22.2768082,0.99001903314813
1644019200,2022-02-05 00:00:00,PAXG/BTC,0.043858,0.045549,0.043424,0.043837,12.33449377,0.54141596308334
1643932800,2022-02-04 00:00:00,PAXG/BTC,0.048558,0.049023,0.043532,0.043858,19.52399027,0.90188521010506
1643846400,2022-02-03 00:00:00,PAXG/BTC,0.049112,0.049998,0.048558,0.048558,14.56930929,0.71934741294178
1643760000,2022-02-02 00:00:00,PAXG/BTC,0.046606,0.049465,0.04644,0.049106,22.96559553,1.1115210716564
1643673600,2022-02-01 00:00:00,PAXG/BTC,0.047089,0.047527,0.046205,0.04662,31.00577444,1.44902592518818
