https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ROSN,Volume USDT
1659052800,2022-07-29 00:00:00,ROSN/USDT,0.01944,0.0214,0.0188,0.01982,15758360.3697,310215.86098716
1658966400,2022-07-28 00:00:00,ROSN/USDT,0.01917,0.022,0.0182,0.01944,18198680.7882,345091.216598739
1658880000,2022-07-27 00:00:00,ROSN/USDT,0.0178,0.01941,0.0157,0.01939,20659158.0529,356325.026838078
1658793600,2022-07-26 00:00:00,ROSN/USDT,0.01748,0.028,0.01672,0.0178,25133697.8811,476203.671030326
1658707200,2022-07-25 00:00:00,ROSN/USDT,0.01962,0.01962,0.01687,0.0175,16838058.1792,304372.321909434
1658620800,2022-07-24 00:00:00,ROSN/USDT,0.01941,0.02089,0.01907,0.01961,15563531.8309,308466.860134198
1658534400,2022-07-23 00:00:00,ROSN/USDT,0.01853,0.02024,0.0184,0.01956,15580810.8841,298765.293604284
1658448000,2022-07-22 00:00:00,ROSN/USDT,0.02124,0.02131,0.01838,0.01839,16234943.0704,316909.283685091
1658361600,2022-07-21 00:00:00,ROSN/USDT,0.02374,0.025,0.02056,0.02123,17821949.9573,383196.626205372
1658275200,2022-07-20 00:00:00,ROSN/USDT,0.02072,0.026,0.0194,0.02374,16475905.09771096,362805.2754531694226
1658188800,2022-07-19 00:00:00,ROSN/USDT,0.01861,0.021,0.01838,0.02083,16282119.63073767,317741.8371111217378
1658102400,2022-07-18 00:00:00,ROSN/USDT,0.01723,0.019,0.0167,0.01852,17961354.41122593,316853.8288305962819
1658016000,2022-07-17 00:00:00,ROSN/USDT,0.0175,0.01806,0.01708,0.01723,17242455.20061896,301830.5266246914732
1657929600,2022-07-16 00:00:00,ROSN/USDT,0.01751,0.01856,0.0166,0.01764,17774956.75728956,307495.7792348381584
1657843200,2022-07-15 00:00:00,ROSN/USDT,0.01867,0.0191,0.01728,0.01751,16435091.547768,297026.7757990325782
1657756800,2022-07-14 00:00:00,ROSN/USDT,0.01691,0.02099,0.01671,0.01865,18186973.69501522,330033.0155916761507
1657670400,2022-07-13 00:00:00,ROSN/USDT,0.01676,0.01806,0.01593,0.01692,18560039.69716522,307039.2073350647575
1657584000,2022-07-12 00:00:00,ROSN/USDT,0.01695,0.01859,0.01622,0.01676,18078629.42631908,307960.1678409747246
1657497600,2022-07-11 00:00:00,ROSN/USDT,0.01622,0.0207,0.01605,0.01701,20178928.33724869,345265.7221275364311
1657411200,2022-07-10 00:00:00,ROSN/USDT,0.01667,0.0167,0.0154,0.01633,14250497.27913651,231766.9063367238903
1657324800,2022-07-09 00:00:00,ROSN/USDT,0.01673,0.01697,0.0163,0.01668,407652.50250871,6772.1984964932547
1657238400,2022-07-08 00:00:00,ROSN/USDT,0.01849,0.0185,0.01661,0.01673,818713.58727739,14322.2729015054646
1657152000,2022-07-07 00:00:00,ROSN/USDT,0.01739,0.02106,0.01671,0.01849,13587703.73356976,244463.2267566851298
1657065600,2022-07-06 00:00:00,ROSN/USDT,0.0161,0.023,0.01601,0.01739,9452956.28892616,174950.8902573554327
1656979200,2022-07-05 00:00:00,ROSN/USDT,0.01522,0.017,0.0152,0.01611,8434071.44649886,132104.7671767469452
1656892800,2022-07-04 00:00:00,ROSN/USDT,0.01594,0.0167,0.01449,0.01531,19868880.78034291,315629.6528131351441
1656806400,2022-07-03 00:00:00,ROSN/USDT,0.016,0.0178,0.01562,0.01594,17895274.3320393,294011.7004503342146
1656720000,2022-07-02 00:00:00,ROSN/USDT,0.01725,0.01725,0.01552,0.01597,18417366.61917904,298580.9035251640287
1656633600,2022-07-01 00:00:00,ROSN/USDT,0.01561,0.01853,0.01553,0.01727,18578580.33702134,307424.4407611050739
1656547200,2022-06-30 00:00:00,ROSN/USDT,0.01902,0.01925,0.0152,0.01561,17480238.139562,286371.8297328454253
1656460800,2022-06-29 00:00:00,ROSN/USDT,0.01592,0.0247,0.0154,0.01903,21972737.99536544,430296.140424912368
1656374400,2022-06-28 00:00:00,ROSN/USDT,0.01511,0.01729,0.01471,0.01592,2118260.13127742,34123.4216415641972
1656288000,2022-06-27 00:00:00,ROSN/USDT,0.01568,0.0166,0.01482,0.01511,1112767.7667034,17534.698457707145
1656201600,2022-06-26 00:00:00,ROSN/USDT,0.01642,0.01889,0.01568,0.01568,3991166.75818797,67052.3892435551404
1656115200,2022-06-25 00:00:00,ROSN/USDT,0.0163,0.01729,0.01584,0.01642,720190.67684325,11772.2605837951277
1656028800,2022-06-24 00:00:00,ROSN/USDT,0.01489,0.0178,0.0148,0.01631,7383095.65071107,112286.9919427930041
1655942400,2022-06-23 00:00:00,ROSN/USDT,0.0143,0.0153,0.01392,0.01489,20532410.13554146,299762.7267330092204
1655856000,2022-06-22 00:00:00,ROSN/USDT,0.01634,0.01719,0.01399,0.0143,10026880.64284289,156341.9496749531639
1655769600,2022-06-21 00:00:00,ROSN/USDT,0.01625,0.01784,0.0157,0.01634,19198371.90334256,313664.2810000797122
1655683200,2022-06-20 00:00:00,ROSN/USDT,0.0161,0.01933,0.01548,0.0162,20555037.57540196,334037.601732654874
1655596800,2022-06-19 00:00:00,ROSN/USDT,0.01367,0.0175,0.0135,0.0162,19504208.44933542,292955.678202984792
1655510400,2022-06-18 00:00:00,ROSN/USDT,0.0158,0.0162,0.01185,0.01367,2393449.17988882,33628.375837681267
1655424000,2022-06-17 00:00:00,ROSN/USDT,0.01473,0.021,0.01461,0.0158,3351620.24057565,54672.1191634166129
1655337600,2022-06-16 00:00:00,ROSN/USDT,0.0162,0.0176,0.01473,0.01473,1448741.0883699,23682.2627293184243
1655251200,2022-06-15 00:00:00,ROSN/USDT,0.0164,0.0169,0.0148,0.0162,3061439.47376598,49070.0889486397486
1655164800,2022-06-14 00:00:00,ROSN/USDT,0.0166,0.0191,0.0158,0.0164,9477858.08262446,160130.764932147159
1655078400,2022-06-13 00:00:00,ROSN/USDT,0.0192,0.0194,0.0145,0.0166,10488036.1269167,182125.029519093466
1654992000,2022-06-12 00:00:00,ROSN/USDT,0.0212,0.0213,0.0186,0.0192,10531266.9079969,209515.418899769193
1654905600,2022-06-11 00:00:00,ROSN/USDT,0.0235,0.0253,0.0211,0.0212,9892388.2058074,224655.749006232946
1654819200,2022-06-10 00:00:00,ROSN/USDT,0.0265,0.0333,0.0234,0.0235,14900641.38604289,410046.311426629342
1654732800,2022-06-09 00:00:00,ROSN/USDT,0.0233,0.0295,0.0221,0.0265,13844607.2660223,352288.046766244475
1654646400,2022-06-08 00:00:00,ROSN/USDT,0.023,0.0255,0.0216,0.0234,6606260.3160528,158532.507360086973
1654560000,2022-06-07 00:00:00,ROSN/USDT,0.0227,0.0259,0.0206,0.023,3915827.13828587,90289.742713266297
1654473600,2022-06-06 00:00:00,ROSN/USDT,0.0227,0.026,0.0216,0.0228,7121506.08072713,166951.568013288353
1654387200,2022-06-05 00:00:00,ROSN/USDT,0.0223,0.0254,0.0215,0.0227,8130388.86615467,188731.172694422441
1654300800,2022-06-04 00:00:00,ROSN/USDT,0.0201,0.028,0.0199,0.0223,13537665.86018085,309110.095703191741
1654214400,2022-06-03 00:00:00,ROSN/USDT,0.0199,0.0204,0.0184,0.0202,10048036.057334,195256.774654114734
1654128000,2022-06-02 00:00:00,ROSN/USDT,0.0186,0.0203,0.018,0.02,6322563.98905311,118031.609272519031
1654041600,2022-06-01 00:00:00,ROSN/USDT,0.0206,0.0228,0.0181,0.0188,13037161.23069541,261583.124527544376
1653955200,2022-05-31 00:00:00,ROSN/USDT,0.0216,0.0233,0.0195,0.0206,12816589.94495913,275318.551958703232
1653868800,2022-05-30 00:00:00,ROSN/USDT,0.0194,0.0243,0.0192,0.0215,12672012.45364452,273772.371077942963
1653782400,2022-05-29 00:00:00,ROSN/USDT,0.019,0.0208,0.0189,0.0193,8464717.01195783,166733.152119052434
1653696000,2022-05-28 00:00:00,ROSN/USDT,0.0177,0.0243,0.0177,0.0191,17648342.30413741,348933.838384031891
1653609600,2022-05-27 00:00:00,ROSN/USDT,0.0202,0.0204,0.0173,0.0177,12485926.40187397,229112.509907798905
1653523200,2022-05-26 00:00:00,ROSN/USDT,0.0209,0.0211,0.0165,0.0203,5091815.60622287,98172.990256848221
1653436800,2022-05-25 00:00:00,ROSN/USDT,0.0223,0.023,0.0206,0.0212,1833225.69358617,40371.21712070929
1653350400,2022-05-24 00:00:00,ROSN/USDT,0.0217,0.025,0.0209,0.0223,12607168.79844811,280453.664043675425
1653264000,2022-05-23 00:00:00,ROSN/USDT,0.0237,0.0246,0.0214,0.0217,11111359.75596509,252812.909179488422
1653177600,2022-05-22 00:00:00,ROSN/USDT,0.0254,0.0284,0.0225,0.0237,4807818.44182484,121549.294901732387
1653091200,2022-05-21 00:00:00,ROSN/USDT,0.0215,0.03,0.0212,0.0254,9538211.8391691,230851.721400740302
1653004800,2022-05-20 00:00:00,ROSN/USDT,0.0225,0.0236,0.0184,0.0215,4351763.63213031,90248.705209514586
1652918400,2022-05-19 00:00:00,ROSN/USDT,0.0212,0.0363,0.0182,0.0225,24235505.676107,602339.296137359775
1652832000,2022-05-18 00:00:00,ROSN/USDT,0.0177,0.0323,0.0161,0.0213,14217351.99088576,293456.945748855496
1652745600,2022-05-17 00:00:00,ROSN/USDT,0.0179,0.0206,0.0161,0.0175,9107510.89806189,170101.98702665612
1652659200,2022-05-16 00:00:00,ROSN/USDT,0.0189,0.0196,0.0175,0.018,8141444.17652153,150066.304738899095
1652572800,2022-05-15 00:00:00,ROSN/USDT,0.0185,0.0209,0.0174,0.0189,6439472.35937447,119984.163019688836
1652486400,2022-05-14 00:00:00,ROSN/USDT,0.0182,0.0232,0.0163,0.0186,11369493.26956906,203127.80562882357
1652400000,2022-05-13 00:00:00,ROSN/USDT,0.0155,0.0212,0.0151,0.0182,18431029.40131929,326123.213101152745
1652313600,2022-05-12 00:00:00,ROSN/USDT,0.019,0.0198,0.0152,0.0155,4029882.83562009,70007.72331785366
1652227200,2022-05-11 00:00:00,ROSN/USDT,0.0366,0.0375,0.0183,0.019,10032863.15417225,263308.852631324462
1652140800,2022-05-10 00:00:00,ROSN/USDT,0.0344,0.042,0.0313,0.0366,9768677.61081805,359833.425532225462
1652054400,2022-05-09 00:00:00,ROSN/USDT,0.046,0.0469,0.0333,0.0343,8097925.08979818,318215.370500025804
1651968000,2022-05-08 00:00:00,ROSN/USDT,0.0504,0.0504,0.045,0.0461,6394528.09346002,302631.541533602206
1651881600,2022-05-07 00:00:00,ROSN/USDT,0.0532,0.0565,0.05,0.0504,1847079.49556492,97271.068453747778
1651795200,2022-05-06 00:00:00,ROSN/USDT,0.0581,0.0587,0.0531,0.0532,4436257.76924096,244978.163998938611
1651708800,2022-05-05 00:00:00,ROSN/USDT,0.061,0.0624,0.0568,0.0584,2770322.86484322,167070.657933094555
1651622400,2022-05-04 00:00:00,ROSN/USDT,0.0586,0.0629,0.0567,0.0609,2549249.25058711,150557.627114125929
1651536000,2022-05-03 00:00:00,ROSN/USDT,0.0633,0.0643,0.058,0.0586,2411324.05844358,149093.097135959473
1651449600,2022-05-02 00:00:00,ROSN/USDT,0.0601,0.068,0.0575,0.0632,4085900.15542069,248256.767623176628
1651363200,2022-05-01 00:00:00,ROSN/USDT,0.0612,0.0619,0.0586,0.0598,4380743.25080335,265029.22795585775
1651276800,2022-04-30 00:00:00,ROSN/USDT,0.0665,0.0669,0.0603,0.0612,3907110.93573644,253291.219786576108
1651190400,2022-04-29 00:00:00,ROSN/USDT,0.0701,0.0721,0.063,0.0667,3134889.09361573,209730.496031221583
1651104000,2022-04-28 00:00:00,ROSN/USDT,0.0699,0.0737,0.0684,0.0698,4155401.86594072,292423.88080960287
1651017600,2022-04-27 00:00:00,ROSN/USDT,0.0706,0.0748,0.0693,0.0701,4078190.88112352,291387.558072604362
1650931200,2022-04-26 00:00:00,ROSN/USDT,0.0782,0.0797,0.0702,0.0706,733027.94383503,54795.242993833799
1650844800,2022-04-25 00:00:00,ROSN/USDT,0.0802,0.0925,0.0765,0.0786,4325609.96987097,366971.144899749581
1650758400,2022-04-24 00:00:00,ROSN/USDT,0.0776,0.0829,0.0743,0.08,3725095.28075591,288842.282912541949
1650672000,2022-04-23 00:00:00,ROSN/USDT,0.0833,0.0857,0.075,0.0773,2777567.05632821,219754.606958397044
1650585600,2022-04-22 00:00:00,ROSN/USDT,0.0794,0.087,0.0775,0.0836,1230505.05452474,101149.335535622333
1650499200,2022-04-21 00:00:00,ROSN/USDT,0.0829,0.0832,0.0775,0.0796,3936857.06195084,318806.189190499357
1650412800,2022-04-20 00:00:00,ROSN/USDT,0.0828,0.088,0.08,0.083,3368624.4373396,279584.135858714517
1650326400,2022-04-19 00:00:00,ROSN/USDT,0.0803,0.0939,0.0792,0.0827,4507818.90217412,387206.607036470814
1650240000,2022-04-18 00:00:00,ROSN/USDT,0.0818,0.0827,0.0741,0.0804,3963299.37481873,309572.584453125967
1650153600,2022-04-17 00:00:00,ROSN/USDT,0.0859,0.0872,0.0802,0.0818,2715628.99477171,227993.151963903456
1650067200,2022-04-16 00:00:00,ROSN/USDT,0.0957,0.0964,0.0823,0.0858,4125899.29486624,362770.458170971782
1649980800,2022-04-15 00:00:00,ROSN/USDT,0.0876,0.1045,0.0858,0.0958,3029631.56910562,289483.427007123248
1649894400,2022-04-14 00:00:00,ROSN/USDT,0.0859,0.0929,0.0831,0.0878,2776966.24423637,243673.97857679084
1649808000,2022-04-13 00:00:00,ROSN/USDT,0.0806,0.0879,0.0773,0.0859,3246308.79799035,265828.64520163406
1649721600,2022-04-12 00:00:00,ROSN/USDT,0.0845,0.0854,0.0773,0.0805,2226307.96866874,181219.984741532139
1649635200,2022-04-11 00:00:00,ROSN/USDT,0.0906,0.0917,0.0828,0.0845,423914.97037309,37304.440506271249
1649548800,2022-04-10 00:00:00,ROSN/USDT,0.0924,0.0954,0.0878,0.0908,2316590.07008234,211566.444975194235
1649462400,2022-04-09 00:00:00,ROSN/USDT,0.0861,0.0976,0.0851,0.0922,2571104.48476909,235788.214022927859
1649376000,2022-04-08 00:00:00,ROSN/USDT,0.0937,0.0997,0.0844,0.0856,2128870.65230505,194951.441690717495
1649289600,2022-04-07 00:00:00,ROSN/USDT,0.1111,0.1128,0.0919,0.0937,1008195.04655065,103470.245745070181
1649203200,2022-04-06 00:00:00,ROSN/USDT,0.1355,0.1357,0.1053,0.1105,1061586.94502109,128775.072294636616
1649116800,2022-04-05 00:00:00,ROSN/USDT,0.1398,0.1508,0.1352,0.1356,1828938.01511649,256863.549172204988
1649030400,2022-04-04 00:00:00,ROSN/USDT,0.1422,0.163,0.132,0.1397,3306789.27342678,471172.351087469692
1648944000,2022-04-03 00:00:00,ROSN/USDT,0.1523,0.1532,0.1355,0.142,1019534.60356402,143592.471669029944
1648857600,2022-04-02 00:00:00,ROSN/USDT,0.1491,0.1654,0.1444,0.1523,2809532.45836182,426965.854452544166
1648771200,2022-04-01 00:00:00,ROSN/USDT,0.1304,0.1955,0.1261,0.149,4347600.63925883,651522.02090038723
1648684800,2022-03-31 00:00:00,ROSN/USDT,0.1254,0.1594,0.1201,0.1304,3812505.85530225,526914.478386832499
1648598400,2022-03-30 00:00:00,ROSN/USDT,0.1103,0.1349,0.1082,0.1253,2302411.84594983,284048.716894959401
1648512000,2022-03-29 00:00:00,ROSN/USDT,0.1144,0.1216,0.108,0.1103,1486426.01615681,171612.236130958347
1648425600,2022-03-28 00:00:00,ROSN/USDT,0.1042,0.134,0.1033,0.1143,3960287.34393845,452413.532177149189
1648339200,2022-03-27 00:00:00,ROSN/USDT,0.1038,0.1091,0.1,0.1041,4191575.10901274,433240.350508107952
1648252800,2022-03-26 00:00:00,ROSN/USDT,0.1008,0.1053,0.1003,0.1031,283606.33859396,29117.366376918877
1648166400,2022-03-25 00:00:00,ROSN/USDT,0.1031,0.1074,0.0976,0.1009,1608332.41242826,166223.700854010969
1648080000,2022-03-24 00:00:00,ROSN/USDT,0.1025,0.1091,0.1007,0.1031,2872644.57835773,300580.987270371254
1647993600,2022-03-23 00:00:00,ROSN/USDT,0.1148,0.116,0.1024,0.1025,3014970.69753915,337289.647421379007
1647907200,2022-03-22 00:00:00,ROSN/USDT,0.1103,0.1212,0.108,0.1146,1804587.42573982,208993.961953635451
1647820800,2022-03-21 00:00:00,ROSN/USDT,0.1131,0.1153,0.1088,0.1099,1440283.0983093,162685.444129023503
1647734400,2022-03-20 00:00:00,ROSN/USDT,0.1211,0.1213,0.1107,0.1129,2338874.06873992,273022.070644968752
1647648000,2022-03-19 00:00:00,ROSN/USDT,0.1219,0.1264,0.1183,0.121,952968.47146267,115288.490769572203
1647561600,2022-03-18 00:00:00,ROSN/USDT,0.1229,0.1274,0.116,0.1219,2361359.60055171,286938.77151010091
1647475200,2022-03-17 00:00:00,ROSN/USDT,0.111,0.134,0.1104,0.1229,3549031.35632791,437041.824740964425
1647388800,2022-03-16 00:00:00,ROSN/USDT,0.1111,0.1131,0.1088,0.1112,2601537.02494508,287239.72580873364
1647302400,2022-03-15 00:00:00,ROSN/USDT,0.1098,0.1131,0.1088,0.1111,2628784.54198868,289926.01961896808
1647216000,2022-03-14 00:00:00,ROSN/USDT,0.1083,0.1126,0.1055,0.11,2679561.03250025,292216.964523601915
1647129600,2022-03-13 00:00:00,ROSN/USDT,0.1113,0.1161,0.1068,0.1093,136906.08239136,15230.248858955525
1647043200,2022-03-12 00:00:00,ROSN/USDT,0.1053,0.1162,0.1044,0.1113,1146931.46830795,123875.495594764777
1646956800,2022-03-11 00:00:00,ROSN/USDT,0.0977,0.1139,0.096,0.1054,2783887.08651991,287010.696861597664
1646870400,2022-03-10 00:00:00,ROSN/USDT,0.1035,0.106,0.0964,0.0978,3014160.0774516,301117.410470711845
1646784000,2022-03-09 00:00:00,ROSN/USDT,0.0963,0.1053,0.0962,0.1034,2991503.13221957,302217.327454930759
1646697600,2022-03-08 00:00:00,ROSN/USDT,0.0981,0.1061,0.0956,0.0961,3005458.35159545,297493.485333306833
1646611200,2022-03-07 00:00:00,ROSN/USDT,0.1035,0.107,0.097,0.0982,3012893.12500651,305476.987535057638
1646524800,2022-03-06 00:00:00,ROSN/USDT,0.1024,0.1102,0.1009,0.1034,2407412.95679201,252637.007759105562
1646438400,2022-03-05 00:00:00,ROSN/USDT,0.1033,0.1046,0.0977,0.1023,2258888.40824432,226965.374868217254
1646352000,2022-03-04 00:00:00,ROSN/USDT,0.1092,0.1121,0.1017,0.1043,2380928.23313366,257944.087737838859
1646265600,2022-03-03 00:00:00,ROSN/USDT,0.1132,0.1204,0.1086,0.1093,2422032.07932299,272709.479601995448
1646179200,2022-03-02 00:00:00,ROSN/USDT,0.1152,0.1183,0.1107,0.1133,1311500.84676875,150119.124573924488
1646092800,2022-03-01 00:00:00,ROSN/USDT,0.1212,0.1253,0.1136,0.1152,2218774.09859294,262630.430731656573
1646006400,2022-02-28 00:00:00,ROSN/USDT,0.1112,0.122,0.1099,0.1212,2250173.11571888,256439.375538175167
1645920000,2022-02-27 00:00:00,ROSN/USDT,0.1173,0.1223,0.1101,0.1113,2280489.97252841,263595.733715065125
1645833600,2022-02-26 00:00:00,ROSN/USDT,0.1139,0.1241,0.1111,0.1174,2447937.06295905,283233.230536690169
1645747200,2022-02-25 00:00:00,ROSN/USDT,0.1082,0.1159,0.1012,0.114,2614575.37800902,276700.8998385852
1645660800,2022-02-24 00:00:00,ROSN/USDT,0.1093,0.1753,0.097,0.1082,3682361.13995487,404307.320040640091
1645574400,2022-02-23 00:00:00,ROSN/USDT,0.1101,0.117,0.1085,0.1094,2430270.95454676,269962.47900669235
1645488000,2022-02-22 00:00:00,ROSN/USDT,0.117,0.1194,0.105,0.1101,2271469.72370356,255534.932076957595
1645401600,2022-02-21 00:00:00,ROSN/USDT,0.1224,0.189,0.1164,0.1172,3238611.83827673,420907.957542593035
1645315200,2022-02-20 00:00:00,ROSN/USDT,0.1301,0.1312,0.12,0.1223,2290066.68113077,289959.167409029967
1645228800,2022-02-19 00:00:00,ROSN/USDT,0.132,0.1346,0.129,0.1302,2076795.17529317,272772.95816474842
1645142400,2022-02-18 00:00:00,ROSN/USDT,0.1365,0.1373,0.1306,0.132,1861569.71847999,250104.29216756883
1645056000,2022-02-17 00:00:00,ROSN/USDT,0.1586,0.16,0.1346,0.1365,1660774.17243873,247580.471444293799
1644969600,2022-02-16 00:00:00,ROSN/USDT,0.164,0.1718,0.1549,0.1585,2043557.76331336,328263.781907855544
1644883200,2022-02-15 00:00:00,ROSN/USDT,0.1358,0.1928,0.1346,0.1641,3096621.35422951,496866.559626279788
1644796800,2022-02-14 00:00:00,ROSN/USDT,0.1461,0.1468,0.1338,0.1358,2030436.91794708,281923.58624592
1644710400,2022-02-13 00:00:00,ROSN/USDT,0.1527,0.1533,0.1458,0.1461,1598541.40743622,239688.682772504774
1644624000,2022-02-12 00:00:00,ROSN/USDT,0.1547,0.1554,0.1502,0.1527,1683357.1531398,256023.25577562195
1644537600,2022-02-11 00:00:00,ROSN/USDT,0.1633,0.1638,0.1543,0.1549,1685935.89960317,267185.975944620543
1644451200,2022-02-10 00:00:00,ROSN/USDT,0.1666,0.1678,0.158,0.1622,1727529.72522302,280616.522120613892
1644364800,2022-02-09 00:00:00,ROSN/USDT,0.1763,0.1777,0.1665,0.1668,1649275.88096182,284630.417885472304
1644278400,2022-02-08 00:00:00,ROSN/USDT,0.1911,0.1917,0.1707,0.1765,1499996.60537838,271524.923865117294
