https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume BTC,tradecount
1661040000000,2022-08-21 00:00:00,LTC/BTC,0.00256000,0.00258700,0.00254300,0.00258700,43842.71000000,112.46230972,14771
1660953600000,2022-08-20 00:00:00,LTC/BTC,0.00259300,0.00264000,0.00252400,0.00256000,81888.50600000,211.40090539,23363
1660867200000,2022-08-19 00:00:00,LTC/BTC,0.00258800,0.00260600,0.00253000,0.00259200,98027.79500000,251.27564243,28012
1660780800000,2022-08-18 00:00:00,LTC/BTC,0.00259200,0.00263000,0.00255600,0.00258700,60578.91900000,157.38800327,19311
1660694400000,2022-08-17 00:00:00,LTC/BTC,0.00257100,0.00267600,0.00255500,0.00259200,117418.66900000,307.34798841,31674
1660608000000,2022-08-16 00:00:00,LTC/BTC,0.00251700,0.00258000,0.00250500,0.00256900,64358.65600000,163.66961245,19945
1660521600000,2022-08-15 00:00:00,LTC/BTC,0.00259900,0.00261600,0.00249700,0.00251800,90325.49000000,230.55025617,24860
1660435200000,2022-08-14 00:00:00,LTC/BTC,0.00261000,0.00268200,0.00258100,0.00259700,76900.82500000,202.30789784,26373
1660348800000,2022-08-13 00:00:00,LTC/BTC,0.00257700,0.00267500,0.00256200,0.00261100,76718.19200000,200.49781781,23091
1660262400000,2022-08-12 00:00:00,LTC/BTC,0.00258500,0.00260100,0.00255500,0.00257700,62702.53200000,161.58523123,17327
1660176000000,2022-08-11 00:00:00,LTC/BTC,0.00257200,0.00259400,0.00251500,0.00258400,82188.91600000,209.55478756,20951
1660089600000,2022-08-10 00:00:00,LTC/BTC,0.00255600,0.00260400,0.00253300,0.00257100,104903.95700000,269.16867007,24571
1660003200000,2022-08-09 00:00:00,LTC/BTC,0.00262900,0.00263500,0.00254200,0.00255600,85018.90000000,219.27001489,21336
1659916800000,2022-08-08 00:00:00,LTC/BTC,0.00263700,0.00265300,0.00260100,0.00262900,61282.12600000,161.13398154,19442
1659830400000,2022-08-07 00:00:00,LTC/BTC,0.00265000,0.00268700,0.00261400,0.00263700,47561.37500000,126.02044859,15498
1659744000000,2022-08-06 00:00:00,LTC/BTC,0.00268000,0.00268300,0.00262900,0.00265100,38218.69600000,101.34625794,14221
1659657600000,2022-08-05 00:00:00,LTC/BTC,0.00263700,0.00268500,0.00263000,0.00268000,89197.00300000,237.01298058,24365
1659571200000,2022-08-04 00:00:00,LTC/BTC,0.00253100,0.00265000,0.00252500,0.00263700,98699.08300000,255.38756709,25914
1659484800000,2022-08-03 00:00:00,LTC/BTC,0.00252600,0.00256000,0.00249600,0.00252900,78944.85300000,199.79041023,20282
1659398400000,2022-08-02 00:00:00,LTC/BTC,0.00255600,0.00256600,0.00248700,0.00252600,73084.69900000,184.57502304,20718
1659312000000,2022-08-01 00:00:00,LTC/BTC,0.00256300,0.00258900,0.00254300,0.00255600,61718.98400000,158.01927971,18567
1659225600000,2022-07-31 00:00:00,LTC/BTC,0.00255500,0.00263200,0.00254900,0.00256500,59194.36900000,153.12848922,21295
1659139200000,2022-07-30 00:00:00,LTC/BTC,0.00255200,0.00261700,0.00253900,0.00255500,110367.88500000,284.39776988,31013
1659052800000,2022-07-29 00:00:00,LTC/BTC,0.00266000,0.00268400,0.00254300,0.00255100,94382.82600000,245.32649210,31525
1658966400000,2022-07-28 00:00:00,LTC/BTC,0.00257100,0.00269800,0.00254900,0.00265900,112765.77100000,294.97513320,33493
1658880000000,2022-07-27 00:00:00,LTC/BTC,0.00253600,0.00258200,0.00249700,0.00257000,73164.24100000,185.66893304,21882
1658793600000,2022-07-26 00:00:00,LTC/BTC,0.00253400,0.00255700,0.00249400,0.00253600,68564.03400000,172.75956472,19198
1658707200000,2022-07-25 00:00:00,LTC/BTC,0.00258600,0.00260300,0.00253100,0.00253400,57395.12200000,147.18363845,21050
1658620800000,2022-07-24 00:00:00,LTC/BTC,0.00251000,0.00262000,0.00250800,0.00258600,72433.04500000,186.01801067,22342
1658534400000,2022-07-23 00:00:00,LTC/BTC,0.00247200,0.00252400,0.00245100,0.00251000,43507.30100000,108.13971602,16619
1658448000000,2022-07-22 00:00:00,LTC/BTC,0.00250800,0.00252800,0.00245000,0.00247200,63185.07700000,157.57252099,19642
1658361600000,2022-07-21 00:00:00,LTC/BTC,0.00246300,0.00253100,0.00243200,0.00250600,61548.78200000,152.40168938,21404
1658275200000,2022-07-20 00:00:00,LTC/BTC,0.00247500,0.00256000,0.00244300,0.00246300,120146.21100000,299.83361464,37151
1658188800000,2022-07-19 00:00:00,LTC/BTC,0.00261200,0.00261800,0.00246900,0.00247500,110284.36100000,280.31487072,31478
1658102400000,2022-07-18 00:00:00,LTC/BTC,0.00268100,0.00274100,0.00257800,0.00261100,129336.27900000,342.27802082,33826
1658016000000,2022-07-17 00:00:00,LTC/BTC,0.00259800,0.00271200,0.00257600,0.00268100,102333.46600000,268.83767339,25249
1657929600000,2022-07-16 00:00:00,LTC/BTC,0.00248600,0.00261900,0.00247500,0.00259800,77912.14200000,197.47006149,19811
1657843200000,2022-07-15 00:00:00,LTC/BTC,0.00249200,0.00252100,0.00244100,0.00248500,82095.36800000,203.47165911,21425
1657756800000,2022-07-14 00:00:00,LTC/BTC,0.00244800,0.00249300,0.00242900,0.00249300,73050.86800000,179.42712131,16481
1657670400000,2022-07-13 00:00:00,LTC/BTC,0.00244900,0.00249600,0.00242700,0.00244900,93244.88800000,229.24003074,22023
1657584000000,2022-07-12 00:00:00,LTC/BTC,0.00244100,0.00248600,0.00242000,0.00245000,71882.48100000,176.03599285,17619
1657497600000,2022-07-11 00:00:00,LTC/BTC,0.00249900,0.00251900,0.00242500,0.00244000,74502.98200000,184.76340580,19710
1657411200000,2022-07-10 00:00:00,LTC/BTC,0.00250500,0.00259700,0.00244000,0.00249800,160390.62000000,405.52461285,37470
1657324800000,2022-07-09 00:00:00,LTC/BTC,0.00237800,0.00253600,0.00237800,0.00250500,75119.36300000,183.00515931,18967
1657238400000,2022-07-08 00:00:00,LTC/BTC,0.00241200,0.00244300,0.00236000,0.00237800,126448.09200000,303.45152081,22550
1657152000000,2022-07-07 00:00:00,LTC/BTC,0.00244800,0.00247000,0.00238000,0.00241100,89796.32700000,218.89380272,19207
1657065600000,2022-07-06 00:00:00,LTC/BTC,0.00246200,0.00252900,0.00244400,0.00244800,76207.96500000,188.79111254,18082
1656979200000,2022-07-05 00:00:00,LTC/BTC,0.00258200,0.00258800,0.00244800,0.00246300,128085.58400000,320.60773367,25719
1656892800000,2022-07-04 00:00:00,LTC/BTC,0.00263800,0.00264500,0.00257100,0.00258200,70088.21900000,182.33151002,16486
1656806400000,2022-07-03 00:00:00,LTC/BTC,0.00262500,0.00270100,0.00259200,0.00263800,77718.54400000,203.89181123,18862
1656720000000,2022-07-02 00:00:00,LTC/BTC,0.00265500,0.00267200,0.00259700,0.00262600,100981.24700000,266.24505736,21515
1656633600000,2022-07-01 00:00:00,LTC/BTC,0.00270100,0.00277700,0.00259800,0.00265500,160417.40600000,426.33657736,37626
1656547200000,2022-06-30 00:00:00,LTC/BTC,0.00266800,0.00276100,0.00262100,0.00270100,102086.46300000,273.27258598,31220
1656460800000,2022-06-29 00:00:00,LTC/BTC,0.00259900,0.00267200,0.00257600,0.00266700,89582.03300000,234.84384531,27499
1656374400000,2022-06-28 00:00:00,LTC/BTC,0.00269600,0.00271000,0.00259600,0.00259900,91410.91800000,241.88651687,25476
1656288000000,2022-06-27 00:00:00,LTC/BTC,0.00269100,0.00274900,0.00266000,0.00269500,75089.75400000,202.88034855,20445
1656201600000,2022-06-26 00:00:00,LTC/BTC,0.00274000,0.00282400,0.00269100,0.00269100,92539.39500000,254.61341381,27525
1656115200000,2022-06-25 00:00:00,LTC/BTC,0.00263000,0.00279800,0.00259500,0.00273900,123840.97000000,332.97621346,32413
1656028800000,2022-06-24 00:00:00,LTC/BTC,0.00264100,0.00269000,0.00260600,0.00262900,121726.31300000,322.23811781,28238
1655942400000,2022-06-23 00:00:00,LTC/BTC,0.00260900,0.00272600,0.00260600,0.00264100,174627.24800000,465.97058825,39357
1655856000000,2022-06-22 00:00:00,LTC/BTC,0.00258300,0.00263300,0.00250900,0.00260800,125014.07900000,319.09828572,29294
1655769600000,2022-06-21 00:00:00,LTC/BTC,0.00256400,0.00262600,0.00249500,0.00258200,188892.98300000,480.85533109,37796
1655683200000,2022-06-20 00:00:00,LTC/BTC,0.00263800,0.00266300,0.00252000,0.00256400,272377.46300000,706.38572844,52845
1655596800000,2022-06-19 00:00:00,LTC/BTC,0.00248600,0.00280100,0.00243100,0.00263700,690542.12500000,1797.77864173,140484
1655510400000,2022-06-18 00:00:00,LTC/BTC,0.00232600,0.00249700,0.00228900,0.00248600,342233.60200000,810.05452330,82897
1655424000000,2022-06-17 00:00:00,LTC/BTC,0.00219500,0.00236200,0.00218700,0.00232500,208921.43500000,470.60575926,41759
1655337600000,2022-06-16 00:00:00,LTC/BTC,0.00224200,0.00225900,0.00212700,0.00219500,258344.80500000,565.06736831,43328
1655251200000,2022-06-15 00:00:00,LTC/BTC,0.00208500,0.00225400,0.00202900,0.00224300,348557.72600000,735.38332472,60833
1655164800000,2022-06-14 00:00:00,LTC/BTC,0.00193300,0.00210500,0.00191000,0.00208600,628614.64100000,1254.33765131,94919
1655078400000,2022-06-13 00:00:00,LTC/BTC,0.00180300,0.00193800,0.00171600,0.00193400,664011.45900000,1192.90819437,109786
1654992000000,2022-06-12 00:00:00,LTC/BTC,0.00183500,0.00187300,0.00177000,0.00180300,281945.48700000,511.68371293,50067
1654905600000,2022-06-11 00:00:00,LTC/BTC,0.00194900,0.00197200,0.00182700,0.00183400,393101.92500000,743.60789857,61573
1654819200000,2022-06-10 00:00:00,LTC/BTC,0.00200000,0.00200800,0.00191400,0.00194900,233873.40000000,459.69407514,44310
1654732800000,2022-06-09 00:00:00,LTC/BTC,0.00203200,0.00204400,0.00197000,0.00200000,133981.89400000,270.33048895,27717
1654646400000,2022-06-08 00:00:00,LTC/BTC,0.00205200,0.00208900,0.00202100,0.00203100,163025.86500000,334.00434745,31600
1654560000000,2022-06-07 00:00:00,LTC/BTC,0.00205400,0.00209400,0.00202000,0.00205200,129228.60600000,266.91932108,32062
1654473600000,2022-06-06 00:00:00,LTC/BTC,0.00211000,0.00212700,0.00203300,0.00205400,116678.29400000,242.55878109,26601
1654387200000,2022-06-05 00:00:00,LTC/BTC,0.00213500,0.00213900,0.00207800,0.00211100,67938.48500000,143.24199820,19958
1654300800000,2022-06-04 00:00:00,LTC/BTC,0.00210700,0.00214900,0.00207900,0.00213500,78490.26600000,165.89677234,19321
1654214400000,2022-06-03 00:00:00,LTC/BTC,0.00211600,0.00212100,0.00207700,0.00210700,104020.67900000,218.37829886,22678
1654128000000,2022-06-02 00:00:00,LTC/BTC,0.00210400,0.00212600,0.00209000,0.00211500,103370.25900000,218.01761839,25089
1654041600000,2022-06-01 00:00:00,LTC/BTC,0.00215000,0.00221100,0.00209800,0.00210400,215447.36700000,462.88502869,39993
1653955200000,2022-05-31 00:00:00,LTC/BTC,0.00217700,0.00219400,0.00212500,0.00215000,126025.44200000,272.02811856,23614
1653868800000,2022-05-30 00:00:00,LTC/BTC,0.00216000,0.00219700,0.00214100,0.00217700,134276.19000000,291.77775505,25966
1653782400000,2022-05-29 00:00:00,LTC/BTC,0.00217000,0.00219100,0.00214000,0.00216000,117352.51600000,254.15096101,20056
1653696000000,2022-05-28 00:00:00,LTC/BTC,0.00215100,0.00220500,0.00214300,0.00217000,97979.18500000,212.98208890,21862
1653609600000,2022-05-27 00:00:00,LTC/BTC,0.00217200,0.00219100,0.00211700,0.00215000,169615.23300000,366.72011833,31777
1653523200000,2022-05-26 00:00:00,LTC/BTC,0.00230800,0.00231100,0.00214700,0.00217200,208240.46900000,458.18519508,37644
1653436800000,2022-05-25 00:00:00,LTC/BTC,0.00237000,0.00237700,0.00229500,0.00230800,105400.00300000,245.55496692,24096
1653350400000,2022-05-24 00:00:00,LTC/BTC,0.00237200,0.00239400,0.00233100,0.00237000,155329.10100000,367.66342786,26077
1653264000000,2022-05-23 00:00:00,LTC/BTC,0.00236600,0.00242500,0.00234600,0.00237100,210409.23900000,502.39541710,34853
1653177600000,2022-05-22 00:00:00,LTC/BTC,0.00237300,0.00240700,0.00235800,0.00236700,106052.62800000,252.74805668,18467
1653091200000,2022-05-21 00:00:00,LTC/BTC,0.00234800,0.00238800,0.00232600,0.00237200,117882.63900000,278.99871505,22978
1653004800000,2022-05-20 00:00:00,LTC/BTC,0.00238000,0.00239600,0.00228300,0.00234700,326689.26800000,761.48604948,53015
1652918400000,2022-05-19 00:00:00,LTC/BTC,0.00229800,0.00238800,0.00225100,0.00237900,300704.09600000,699.99325905,45779
1652832000000,2022-05-18 00:00:00,LTC/BTC,0.00240000,0.00244800,0.00229100,0.00229700,359800.13900000,850.42032879,49340
1652745600000,2022-05-17 00:00:00,LTC/BTC,0.00225000,0.00244200,0.00224700,0.00240100,349246.40600000,824.24890690,51595
1652659200000,2022-05-16 00:00:00,LTC/BTC,0.00228400,0.00229100,0.00220700,0.00224900,288994.71900000,649.65602507,41008
1652572800000,2022-05-15 00:00:00,LTC/BTC,0.00228800,0.00231500,0.00223100,0.00228400,327687.65000000,744.73986435,42989
1652486400000,2022-05-14 00:00:00,LTC/BTC,0.00231700,0.00236000,0.00223000,0.00228800,393008.07200000,899.08328511,53778
1652400000000,2022-05-13 00:00:00,LTC/BTC,0.00222000,0.00238000,0.00219400,0.00231800,468686.96800000,1077.89074207,70616
1652313600000,2022-05-12 00:00:00,LTC/BTC,0.00229100,0.00231500,0.00202600,0.00222000,767271.91600000,1673.02016231,150824
1652227200000,2022-05-11 00:00:00,LTC/BTC,0.00258400,0.00260100,0.00227700,0.00229000,658738.18200000,1618.88238021,109585
1652140800000,2022-05-10 00:00:00,LTC/BTC,0.00253400,0.00263000,0.00245800,0.00258400,512483.50700000,1309.63533143,82814
1652054400000,2022-05-09 00:00:00,LTC/BTC,0.00275700,0.00277800,0.00250300,0.00253500,383590.68000000,1006.07857458,68727
1651968000000,2022-05-08 00:00:00,LTC/BTC,0.00265800,0.00278000,0.00265800,0.00275700,125010.69000000,339.14390398,31260
1651881600000,2022-05-07 00:00:00,LTC/BTC,0.00268500,0.00271600,0.00265600,0.00265800,102875.54400000,275.42020286,21609
1651795200000,2022-05-06 00:00:00,LTC/BTC,0.00265000,0.00269900,0.00262900,0.00268500,140760.91600000,374.84055128,32662
1651708800000,2022-05-05 00:00:00,LTC/BTC,0.00267800,0.00269800,0.00263100,0.00264900,147271.83100000,391.39525288,32936
1651622400000,2022-05-04 00:00:00,LTC/BTC,0.00263300,0.00269100,0.00259800,0.00267700,137753.79300000,364.02892129,27864
1651536000000,2022-05-03 00:00:00,LTC/BTC,0.00261300,0.00264000,0.00259100,0.00263300,88971.35600000,232.91832089,23369
1651449600000,2022-05-02 00:00:00,LTC/BTC,0.00258000,0.00262500,0.00255000,0.00261300,99254.14000000,256.66118276,25318
1651363200000,2022-05-01 00:00:00,LTC/BTC,0.00254600,0.00260500,0.00252100,0.00258000,110813.38000000,283.26564477,24812
1651276800000,2022-04-30 00:00:00,LTC/BTC,0.00260000,0.00263000,0.00250200,0.00254700,117065.65300000,302.65670121,28990
1651190400000,2022-04-29 00:00:00,LTC/BTC,0.00260000,0.00262400,0.00256700,0.00260000,113242.94700000,293.78469089,27034
1651104000000,2022-04-28 00:00:00,LTC/BTC,0.00256200,0.00260800,0.00253600,0.00259800,153329.04800000,395.04761993,31815
1651017600000,2022-04-27 00:00:00,LTC/BTC,0.00258700,0.00260000,0.00255700,0.00256300,79035.90700000,203.80423090,20902
1650931200000,2022-04-26 00:00:00,LTC/BTC,0.00258600,0.00262800,0.00255200,0.00258700,126535.03400000,326.93482917,28582
1650844800000,2022-04-25 00:00:00,LTC/BTC,0.00265000,0.00265300,0.00257000,0.00258600,157098.33100000,408.68158441,32860
1650758400000,2022-04-24 00:00:00,LTC/BTC,0.00266600,0.00267300,0.00263100,0.00265000,66474.11100000,176.10852068,14760
1650672000000,2022-04-23 00:00:00,LTC/BTC,0.00265400,0.00270700,0.00265100,0.00266600,66357.64400000,177.65343722,15716
1650585600000,2022-04-22 00:00:00,LTC/BTC,0.00263700,0.00272200,0.00263100,0.00265400,114309.99900000,305.38981284,27021
1650499200000,2022-04-21 00:00:00,LTC/BTC,0.00270500,0.00270900,0.00261500,0.00263700,134237.11900000,357.57263676,33620
1650412800000,2022-04-20 00:00:00,LTC/BTC,0.00274400,0.00274400,0.00267400,0.00270500,126462.65300000,342.50134169,27462
1650326400000,2022-04-19 00:00:00,LTC/BTC,0.00272700,0.00276000,0.00270700,0.00274300,85639.26900000,234.02080401,21371
1650240000000,2022-04-18 00:00:00,LTC/BTC,0.00274100,0.00276500,0.00268900,0.00272600,140045.07000000,380.99578271,27545
1650153600000,2022-04-17 00:00:00,LTC/BTC,0.00283100,0.00285200,0.00273500,0.00274200,104602.50400000,292.95332062,25999
1650067200000,2022-04-16 00:00:00,LTC/BTC,0.00273600,0.00283900,0.00273200,0.00283100,99723.76400000,276.94382016,26075
1649980800000,2022-04-15 00:00:00,LTC/BTC,0.00269000,0.00279100,0.00268700,0.00273700,140697.04200000,386.15692911,27480
1649894400000,2022-04-14 00:00:00,LTC/BTC,0.00268700,0.00271400,0.00264800,0.00268900,118836.55100000,317.65272358,24890
1649808000000,2022-04-13 00:00:00,LTC/BTC,0.00261700,0.00273800,0.00260500,0.00268600,122948.64300000,328.45723510,25460
1649721600000,2022-04-12 00:00:00,LTC/BTC,0.00259300,0.00262400,0.00257600,0.00261700,81673.96200000,212.34169477,16307
1649635200000,2022-04-11 00:00:00,LTC/BTC,0.00261700,0.00262000,0.00252700,0.00259300,131502.24600000,338.46363930,25521
1649548800000,2022-04-10 00:00:00,LTC/BTC,0.00263400,0.00265900,0.00261500,0.00261600,58814.49600000,154.98989211,14118
1649462400000,2022-04-09 00:00:00,LTC/BTC,0.00261900,0.00264600,0.00260400,0.00263700,61020.14900000,160.09264332,13223
1649376000000,2022-04-08 00:00:00,LTC/BTC,0.00262700,0.00265100,0.00258100,0.00261900,108362.56600000,283.69417413,20802
1649289600000,2022-04-07 00:00:00,LTC/BTC,0.00258800,0.00263300,0.00257700,0.00262700,86432.44200000,225.14490167,19082
1649203200000,2022-04-06 00:00:00,LTC/BTC,0.00269700,0.00270600,0.00258200,0.00258700,155712.69300000,410.62214268,31381
1649116800000,2022-04-05 00:00:00,LTC/BTC,0.00267900,0.00272800,0.00267300,0.00269700,63884.00400000,172.46217991,17995
1649030400000,2022-04-04 00:00:00,LTC/BTC,0.00277500,0.00278000,0.00266600,0.00267800,100991.24300000,274.33160715,21978
1648944000000,2022-04-03 00:00:00,LTC/BTC,0.00272500,0.00278500,0.00270300,0.00277600,76925.11500000,210.23548533,18739
1648857600000,2022-04-02 00:00:00,LTC/BTC,0.00269900,0.00273900,0.00268700,0.00272500,86540.94900000,235.22838171,18421
1648771200000,2022-04-01 00:00:00,LTC/BTC,0.00272200,0.00274000,0.00267700,0.00270000,69981.58900000,189.67765470,25285
1648684800000,2022-03-31 00:00:00,LTC/BTC,0.00278600,0.00281100,0.00260100,0.00272100,221445.69800000,601.65135328,47689
1648598400000,2022-03-30 00:00:00,LTC/BTC,0.00274100,0.00285000,0.00268800,0.00278500,84408.64900000,233.97441067,28563
1648512000000,2022-03-29 00:00:00,LTC/BTC,0.00270700,0.00275500,0.00269600,0.00274100,82769.19400000,225.73036047,25117
1648425600000,2022-03-28 00:00:00,LTC/BTC,0.00276700,0.00281200,0.00270100,0.00270500,89675.22400000,248.18228760,32954
1648339200000,2022-03-27 00:00:00,LTC/BTC,0.00280400,0.00283500,0.00272700,0.00276700,67195.50700000,187.06898775,25355
1648252800000,2022-03-26 00:00:00,LTC/BTC,0.00279700,0.00282000,0.00275900,0.00280300,44538.57400000,124.31488169,17386
1648166400000,2022-03-25 00:00:00,LTC/BTC,0.00287600,0.00289600,0.00275800,0.00279700,71070.56600000,200.83906478,24289
1648080000000,2022-03-24 00:00:00,LTC/BTC,0.00285600,0.00290600,0.00280700,0.00287500,88281.49100000,251.43248895,29569
1647993600000,2022-03-23 00:00:00,LTC/BTC,0.00289900,0.00293400,0.00281800,0.00285500,63667.65200000,182.48010169,25732
1647907200000,2022-03-22 00:00:00,LTC/BTC,0.00283100,0.00291000,0.00279100,0.00289800,110509.55600000,315.06361060,36720
1647820800000,2022-03-21 00:00:00,LTC/BTC,0.00278200,0.00284000,0.00277000,0.00283000,92240.84300000,258.47545995,26121
1647734400000,2022-03-20 00:00:00,LTC/BTC,0.00276500,0.00280900,0.00270000,0.00278300,116823.28300000,322.07866917,32750
1647648000000,2022-03-19 00:00:00,LTC/BTC,0.00267900,0.00277700,0.00267600,0.00276700,88809.48000000,240.45732506,26897
1647561600000,2022-03-18 00:00:00,LTC/BTC,0.00269400,0.00272400,0.00266800,0.00267900,58038.07200000,156.23731289,18602
1647475200000,2022-03-17 00:00:00,LTC/BTC,0.00270700,0.00273800,0.00267100,0.00269400,47860.25200000,129.04172087,19956
1647388800000,2022-03-16 00:00:00,LTC/BTC,0.00272100,0.00274200,0.00263000,0.00270700,89881.27300000,241.64655109,30590
1647302400000,2022-03-15 00:00:00,LTC/BTC,0.00266000,0.00273800,0.00265500,0.00272200,77541.00600000,209.49073694,25507
1647216000000,2022-03-14 00:00:00,LTC/BTC,0.00269000,0.00271200,0.00263500,0.00266100,78334.73500000,209.48368318,24175
1647129600000,2022-03-13 00:00:00,LTC/BTC,0.00271900,0.00274200,0.00268200,0.00269000,56063.17100000,151.66898809,20367
1647043200000,2022-03-12 00:00:00,LTC/BTC,0.00270000,0.00275300,0.00268400,0.00271800,64610.08800000,175.43992530,25075
1646956800000,2022-03-11 00:00:00,LTC/BTC,0.00260100,0.00271500,0.00259300,0.00269900,87952.11000000,233.66674943,27821
1646870400000,2022-03-10 00:00:00,LTC/BTC,0.00254800,0.00262400,0.00253500,0.00260100,77014.26900000,199.24247553,29003
1646784000000,2022-03-09 00:00:00,LTC/BTC,0.00260100,0.00263200,0.00252700,0.00254800,90441.94300000,231.88314671,26461
1646697600000,2022-03-08 00:00:00,LTC/BTC,0.00258900,0.00262900,0.00257500,0.00260100,62257.31700000,161.67344774,19067
1646611200000,2022-03-07 00:00:00,LTC/BTC,0.00263200,0.00264900,0.00257100,0.00258900,62769.62900000,164.19301961,22532
1646524800000,2022-03-06 00:00:00,LTC/BTC,0.00266100,0.00268000,0.00261900,0.00263100,61844.23200000,164.21714807,17596
1646438400000,2022-03-05 00:00:00,LTC/BTC,0.00258000,0.00267500,0.00255900,0.00266200,57429.89000000,150.61867741,22208
1646352000000,2022-03-04 00:00:00,LTC/BTC,0.00263300,0.00266500,0.00256000,0.00258000,96610.09700000,250.37592508,31675
1646265600000,2022-03-03 00:00:00,LTC/BTC,0.00251400,0.00263600,0.00251100,0.00263300,97172.59200000,250.29942555,28604
1646179200000,2022-03-02 00:00:00,LTC/BTC,0.00253500,0.00257900,0.00249500,0.00251400,111818.97700000,281.83858254,26380
1646092800000,2022-03-01 00:00:00,LTC/BTC,0.00263400,0.00267000,0.00251900,0.00253500,103412.62300000,266.87616321,33116
1646006400000,2022-02-28 00:00:00,LTC/BTC,0.00273200,0.00273600,0.00256500,0.00263500,127171.75800000,338.34588827,58940
1645920000000,2022-02-27 00:00:00,LTC/BTC,0.00276600,0.00277100,0.00271600,0.00273200,54154.51700000,148.74891957,19907
1645833600000,2022-02-26 00:00:00,LTC/BTC,0.00278500,0.00285700,0.00274200,0.00276600,75836.40400000,212.55904934,24416
1645747200000,2022-02-25 00:00:00,LTC/BTC,0.00271800,0.00280500,0.00266900,0.00278500,69377.61800000,188.26096758,22102
