https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume USDC
1663462800,2022-09-18 01:00:00,USDT/USDC,0.9999,0.9999,0.9998,0.9998,1198.716807,1198.5966446919
1663459200,2022-09-18 00:00:00,USDT/USDC,0.9998,0.9999,0.9998,0.9998,214666.17035,214643.1007444526
1663455600,2022-09-17 23:00:00,USDT/USDC,0.9999,0.9999,0.9998,0.9999,61000.864392,60992.8490792235
1663452000,2022-09-17 22:00:00,USDT/USDC,0.9999,0.9999,0.9998,0.9999,66798.589916,66790.0287334317
1663448400,2022-09-17 21:00:00,USDT/USDC,0.9998,0.9999,0.9998,0.9999,115084.47145,115068.6508846082
1663444800,2022-09-17 20:00:00,USDT/USDC,0.9999,0.9999,0.9998,0.9999,100267.242011,100254.9407658207
1663441200,2022-09-17 19:00:00,USDT/USDC,0.9999,0.9999,0.9998,0.9999,67218.78011,67209.6051908961
1663437600,2022-09-17 18:00:00,USDT/USDC,0.9998,0.9999,0.9998,0.9999,123258.693607,123243.4450812432
1663434000,2022-09-17 17:00:00,USDT/USDC,0.9998,0.9999,0.9998,0.9999,157341.411637,157320.2092960587
1663430400,2022-09-17 16:00:00,USDT/USDC,0.9999,0.9999,0.9998,0.9998,125280.753177,125265.3134618838
1663426800,2022-09-17 15:00:00,USDT/USDC,0.9999,0.9999,0.9998,0.9999,59395.888776,59387.4425450517
1663423200,2022-09-17 14:00:00,USDT/USDC,0.9999,0.9999,0.9998,0.9998,139844.334276,139823.1737609896
1663419600,2022-09-17 13:00:00,USDT/USDC,0.9998,0.9999,0.9998,0.9999,51743.772077,51737.5185794911
1663416000,2022-09-17 12:00:00,USDT/USDC,0.9999,0.9999,0.9998,0.9999,72932.009345,72923.0344807541
1663412400,2022-09-17 11:00:00,USDT/USDC,0.9999,0.9999,0.9998,0.9998,72018.628796,72009.5824286677
1663408800,2022-09-17 10:00:00,USDT/USDC,0.9999,0.9999,0.9998,0.9999,83840.408795,83830.5462918365
1663405200,2022-09-17 09:00:00,USDT/USDC,0.9999,0.9999,0.9998,0.9998,85786.208235,85774.6115478252
1663401600,2022-09-17 08:00:00,USDT/USDC,0.9998,0.9999,0.9998,0.9999,127831.683783,127814.1576369345
1663398000,2022-09-17 07:00:00,USDT/USDC,0.9999,0.9999,0.9998,0.9999,51185.287077,51177.3521619341
1663394400,2022-09-17 06:00:00,USDT/USDC,0.9998,0.9999,0.9998,0.9999,35818.525471,35813.3851945651
1663390800,2022-09-17 05:00:00,USDT/USDC,0.9998,0.9999,0.9998,0.9999,86942.722529,86932.3383167429
1663387200,2022-09-17 04:00:00,USDT/USDC,0.9998,0.9999,0.9998,0.9999,94979.708671,94967.5096757258
1663383600,2022-09-17 03:00:00,USDT/USDC,0.9998,0.9999,0.9998,0.9998,125590.516029,125572.0988824334
1663380000,2022-09-17 02:00:00,USDT/USDC,0.9999,0.9999,0.9998,0.9998,69424.626893,69413.6361640055
1663376400,2022-09-17 01:00:00,USDT/USDC,0.9999,0.9999,0.9998,0.9998,70419.62748,70410.0987776316
1663372800,2022-09-17 00:00:00,USDT/USDC,0.9997,0.9999,0.9997,0.9998,189799.121176,189760.6361292943
1663369200,2022-09-16 23:00:00,USDT/USDC,0.9998,0.9998,0.9997,0.9997,136686.542248,136652.573328462
1663365600,2022-09-16 22:00:00,USDT/USDC,0.9998,0.9998,0.9997,0.9998,139665.480288,139634.5932633581
1663362000,2022-09-16 21:00:00,USDT/USDC,0.9998,0.9998,0.9997,0.9997,108955.577963,108929.3391881304
1663358400,2022-09-16 20:00:00,USDT/USDC,0.9998,0.9998,0.9997,0.9998,233983.512622,233923.9896906382
1663354800,2022-09-16 19:00:00,USDT/USDC,0.9997,0.9998,0.9997,0.9998,316779.730224,316701.5618216887
1663351200,2022-09-16 18:00:00,USDT/USDC,0.9998,0.9998,0.9997,0.9998,225749.443377,225699.5043645298
1663347600,2022-09-16 17:00:00,USDT/USDC,0.9998,0.9998,0.9997,0.9997,299793.458899,299717.9662475728
1663344000,2022-09-16 16:00:00,USDT/USDC,0.9998,0.9998,0.9997,0.9997,263309.644271,263251.4110241271
1663340400,2022-09-16 15:00:00,USDT/USDC,0.9997,0.9998,0.9997,0.9997,256058.53708,255993.807241189
1663336800,2022-09-16 14:00:00,USDT/USDC,0.9998,0.9998,0.9997,0.9998,335139.10398,335054.5073369041
1663333200,2022-09-16 13:00:00,USDT/USDC,0.9997,0.9998,0.9997,0.9997,165133.687142,165098.2549883199
1663329600,2022-09-16 12:00:00,USDT/USDC,0.9998,0.9998,0.9997,0.9998,145583.259,145546.3019360044
1663326000,2022-09-16 11:00:00,USDT/USDC,0.9998,0.9999,0.9997,0.9997,103318.570192,103302.8605344153
1663322400,2022-09-16 10:00:00,USDT/USDC,0.9999,0.9999,0.9998,0.9998,124867.631766,124846.6570581571
1663318800,2022-09-16 09:00:00,USDT/USDC,0.9999,0.9999,0.9996,0.9999,144347.41691,144325.0596085162
1663315200,2022-09-16 08:00:00,USDT/USDC,0.9999,1,0.997,0.9999,913219.828494,912211.1989285906
1663311600,2022-09-16 07:00:00,USDT/USDC,0.9999,1,0.9999,0.9999,62750.775713,62747.4489515152
1663308000,2022-09-16 06:00:00,USDT/USDC,0.9999,1,0.9999,1,87738.836254,87733.696392511
1663304400,2022-09-16 05:00:00,USDT/USDC,0.9999,1,0.9999,1,114182.141466,114174.9674519314
1663300800,2022-09-16 04:00:00,USDT/USDC,1,1,0.9999,1,77587.373059,77584.9765800362
1663297200,2022-09-16 03:00:00,USDT/USDC,0.9999,1,0.9999,1,214315.376424,214301.2752278461
1663293600,2022-09-16 02:00:00,USDT/USDC,1,1,0.9999,1,133859.606765,133852.5934938314
1663290000,2022-09-16 01:00:00,USDT/USDC,0.9999,1,0.9999,1,119755.35828,119749.7781089373
1663286400,2022-09-16 00:00:00,USDT/USDC,0.9999,1,0.9999,1,195077.449792,195068.1047169607
1663282800,2022-09-15 23:00:00,USDT/USDC,1,1,0.9999,0.9999,114389.42078,114381.9102484152
1663279200,2022-09-15 22:00:00,USDT/USDC,1,1.0001,0.9999,0.9999,111441.563242,111441.9571739499
1663275600,2022-09-15 21:00:00,USDT/USDC,1,1.0001,1,1,182816.999542,182824.7614154334
1663272000,2022-09-15 20:00:00,USDT/USDC,1,1.0001,1,1,187424.089911,187435.5564326696
1663268400,2022-09-15 19:00:00,USDT/USDC,1,1.0001,1,1,144013.475599,144016.5631181384
1663264800,2022-09-15 18:00:00,USDT/USDC,1.0001,1.0001,1,1.0001,119634.331648,119638.4463238554
1663261200,2022-09-15 17:00:00,USDT/USDC,1.0001,1.0001,1,1.0001,221541.379409,221546.8611010596
1663257600,2022-09-15 16:00:00,USDT/USDC,1,1.0001,1,1,178021.736542,178031.9788124371
1663254000,2022-09-15 15:00:00,USDT/USDC,1.0001,1.0002,1,1,339708.803886,339721.2628184881
1663250400,2022-09-15 14:00:00,USDT/USDC,1.0002,1.0002,1.0001,1.0001,260800.806256,260831.3496029445
1663246800,2022-09-15 13:00:00,USDT/USDC,1.0001,1.0002,1.0001,1.0001,190330.344386,190352.8008908503
1663243200,2022-09-15 12:00:00,USDT/USDC,1.0001,1.0002,1.0001,1.0001,192332.925154,192354.6144723849
1663239600,2022-09-15 11:00:00,USDT/USDC,1.0001,1.0002,1.0001,1.0001,133391.318478,133410.3799754882
1663236000,2022-09-15 10:00:00,USDT/USDC,1.0001,1.0002,1.0001,1.0002,107865.504557,107881.3402831001
1663232400,2022-09-15 09:00:00,USDT/USDC,1.0001,1.0002,1.0001,1.0002,132630.883216,132648.3321081241
1663228800,2022-09-15 08:00:00,USDT/USDC,1.0001,1.0002,1.0001,1.0001,333550.019776,333600.0840803725
1663225200,2022-09-15 07:00:00,USDT/USDC,1.0001,1.0002,1.0001,1.0001,219581.786982,219617.0850725469
1663221600,2022-09-15 06:00:00,USDT/USDC,1.0002,1.0002,1.0001,1.0001,316848.799279,316891.1890117513
1663218000,2022-09-15 05:00:00,USDT/USDC,1.0002,1.0002,1.0001,1.0001,180775.653099,180806.8433593402
1663214400,2022-09-15 04:00:00,USDT/USDC,1.0001,1.0002,1.0001,1.0001,265405.84283,265451.4114464329
1663210800,2022-09-15 03:00:00,USDT/USDC,0.9999,1.0002,0.9999,1.0002,494535.577872,494566.8826472062
1663207200,2022-09-15 02:00:00,USDT/USDC,1,1,0.9999,1,211101.165392,211097.3856051174
1663203600,2022-09-15 01:00:00,USDT/USDC,1,1,0.9999,0.9999,172101.414951,172097.1494309758
1663200000,2022-09-15 00:00:00,USDT/USDC,1,1,0.9999,0.9999,200120.908392,200118.5943605256
1663196400,2022-09-14 23:00:00,USDT/USDC,1,1,0.9999,1,185686.26681,185681.4905713283
1663192800,2022-09-14 22:00:00,USDT/USDC,1,1,0.9999,1,178340.519667,178335.954897788
1663189200,2022-09-14 21:00:00,USDT/USDC,1,1,0.9999,1,174921.391807,174917.2724053319
1663185600,2022-09-14 20:00:00,USDT/USDC,1,1,0.9999,1,163819.788882,163816.6468140327
1663182000,2022-09-14 19:00:00,USDT/USDC,0.9999,1,0.9999,0.9999,144812.67474,144806.9061050732
1663178400,2022-09-14 18:00:00,USDT/USDC,1,1,0.9999,0.9999,343271.363893,343265.8553514757
1663174800,2022-09-14 17:00:00,USDT/USDC,1,1,0.9999,1,181152.530459,181142.616370454
1663171200,2022-09-14 16:00:00,USDT/USDC,1,1,0.9999,1,284636.400671,284620.3205009353
1663167600,2022-09-14 15:00:00,USDT/USDC,0.9999,1,0.9999,1,136437.329266,136430.2752785615
1663164000,2022-09-14 14:00:00,USDT/USDC,0.9999,1,0.9999,1,194482.114035,194475.3862043563
