https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RMRK,Volume USDT
1661472000,2022-08-26 00:00:00,RMRK/USDT,3.2917,3.3165,3.0801,3.1147,73399.4016174,235707.910221737478
1661385600,2022-08-25 00:00:00,RMRK/USDT,3.2402,3.3369,3.222,3.2924,42295.88843167,139279.849769020295
1661299200,2022-08-24 00:00:00,RMRK/USDT,3.2725,3.3685,3.1787,3.2336,53229.97857776,173916.456404725969
1661212800,2022-08-23 00:00:00,RMRK/USDT,3.2887,3.2982,3.16,3.2704,42953.49184501,139402.052228832353
1661126400,2022-08-22 00:00:00,RMRK/USDT,3.4123,3.4123,3.1505,3.2835,78363.99670766,255121.685923928356
1661040000,2022-08-21 00:00:00,RMRK/USDT,3.2439,3.4253,3.2405,3.4074,46639.88241376,156186.647359844741
1660953600,2022-08-20 00:00:00,RMRK/USDT,3.19,3.3421,3.19,3.2467,63588.46896271,207344.949275066818
1660867200,2022-08-19 00:00:00,RMRK/USDT,3.4116,3.425,3.1804,3.1875,115302.52111105,378664.799154452354
1660780800,2022-08-18 00:00:00,RMRK/USDT,3.5925,3.6339,3.4067,3.4144,67804.18435318,239909.280765238007
1660694400,2022-08-17 00:00:00,RMRK/USDT,3.7465,3.88,3.5628,3.5818,95235.81023099,352494.858579872832
1660608000,2022-08-16 00:00:00,RMRK/USDT,3.8232,3.875,3.672,3.7597,77735.44219426,291668.880063509489
1660521600,2022-08-15 00:00:00,RMRK/USDT,3.9253,3.9982,3.7869,3.8401,68894.19748937,266900.712216146984
1660435200,2022-08-14 00:00:00,RMRK/USDT,4.0436,4.1163,3.8411,3.9202,95450.78157574,381464.784998699479
1660348800,2022-08-13 00:00:00,RMRK/USDT,4.1263,4.1677,3.9632,4.0488,76351.50125487,308754.909157929009
1660262400,2022-08-12 00:00:00,RMRK/USDT,3.8044,4.189,3.7695,4.1181,147524.5127707,589669.53963851851
1660176000,2022-08-11 00:00:00,RMRK/USDT,4.0027,4.198,3.705,3.8084,232338.23677492,936713.726616229473
1660089600,2022-08-10 00:00:00,RMRK/USDT,3.6445,4.1074,3.5732,4.0002,178649.1000239,689065.431965695436
1660003200,2022-08-09 00:00:00,RMRK/USDT,3.7834,3.9196,3.51,3.6665,145338.84834507,540052.330342089014
1659916800,2022-08-08 00:00:00,RMRK/USDT,3.5436,3.7874,3.5024,3.7825,106248.15952108,390894.838464485289
1659830400,2022-08-07 00:00:00,RMRK/USDT,3.5006,3.6633,3.4755,3.5436,103064.61370133,369292.131784123401
1659744000,2022-08-06 00:00:00,RMRK/USDT,3.4571,3.6586,3.4355,3.5112,104682.60631754,371576.815713653405
1659657600,2022-08-05 00:00:00,RMRK/USDT,3.2825,3.5125,3.2825,3.4512,97044.79852123,329711.254243888909
1659571200,2022-08-04 00:00:00,RMRK/USDT,3.2281,3.3194,3.2048,3.2777,109727.84205034,357189.296661374643
1659484800,2022-08-03 00:00:00,RMRK/USDT,3.2161,3.3666,3.1759,3.232,104295.79947958,342387.450450511262
1659398400,2022-08-02 00:00:00,RMRK/USDT,3.4075,3.4183,3.184,3.2115,138466.38720159,452988.399611878286
1659312000,2022-08-01 00:00:00,RMRK/USDT,3.4984,3.5495,3.3218,3.4107,166799.99012694,576484.239999953699
1659225600,2022-07-31 00:00:00,RMRK/USDT,3.4865,3.6099,3.4315,3.5018,170488.32710142,600560.905187828824
1659139200,2022-07-30 00:00:00,RMRK/USDT,3.4645,3.7073,3.4645,3.4838,147662.320255,530050.030813866839
1659052800,2022-07-29 00:00:00,RMRK/USDT,3.6484,3.6748,3.4473,3.4499,216248.12097839,773075.312363886894
1658966400,2022-07-28 00:00:00,RMRK/USDT,3.7744,3.794,3.5296,3.6488,211909.37228466,776008.047788103932
1658880000,2022-07-27 00:00:00,RMRK/USDT,3.4766,3.778,3.3921,3.7717,130750.69881876,466556.532992554753
1658793600,2022-07-26 00:00:00,RMRK/USDT,3.4837,3.5474,3.3799,3.4708,70960.31736012,245288.381830852377
1658707200,2022-07-25 00:00:00,RMRK/USDT,3.7904,3.8129,3.4775,3.4903,108933.48112781,396731.035879167315
1658620800,2022-07-24 00:00:00,RMRK/USDT,3.828,3.91,3.7614,3.7815,71650.66154345,275466.41543364921
1658534400,2022-07-23 00:00:00,RMRK/USDT,3.6305,3.9503,3.6052,3.8288,161903.05636385,609704.718647873716
1658448000,2022-07-22 00:00:00,RMRK/USDT,3.5791,3.7527,3.5602,3.6278,147460.42842702,539361.361714335677
1658361600,2022-07-21 00:00:00,RMRK/USDT,3.5622,3.6583,3.4256,3.581,141601.52766893,501520.436202432625
1658275200,2022-07-20 00:00:00,RMRK/USDT,3.8193,3.9599,3.515,3.5616,198895.82066298,746295.649607210302
1658188800,2022-07-19 00:00:00,RMRK/USDT,3.6909,3.8913,3.567,3.8135,210560.50045303,787623.235390502836
1658102400,2022-07-18 00:00:00,RMRK/USDT,3.44,3.7504,3.4382,3.7053,178902.9879459,651243.605070146516
1658016000,2022-07-17 00:00:00,RMRK/USDT,3.5542,3.6334,3.4,3.4401,126554.74277717,447003.745067025646
1657929600,2022-07-16 00:00:00,RMRK/USDT,3.4963,3.5999,3.4063,3.5542,106087.06717878,371625.284629755522
1657843200,2022-07-15 00:00:00,RMRK/USDT,3.3793,3.5586,3.3446,3.4886,103642.89409717,359614.068537780577
1657756800,2022-07-14 00:00:00,RMRK/USDT,3.367,3.4392,3.1201,3.374,138052.6050171,457973.004885103753
1657670400,2022-07-13 00:00:00,RMRK/USDT,3.1704,3.3677,3.0501,3.3677,133195.65722887,428791.798313653292
1657584000,2022-07-12 00:00:00,RMRK/USDT,3.2408,3.3166,3.1679,3.1842,97047.68248602,314733.99897181299
1657497600,2022-07-11 00:00:00,RMRK/USDT,3.5162,3.5162,3.2322,3.2494,80398.25185403,272319.937178164699
1657411200,2022-07-10 00:00:00,RMRK/USDT,3.6374,3.6583,3.4148,3.5196,62636.31803061,219902.77741896748
1657324800,2022-07-09 00:00:00,RMRK/USDT,3.5046,3.699,3.4772,3.6366,75398.44048237,269157.445113394122
1657238400,2022-07-08 00:00:00,RMRK/USDT,3.5139,3.7946,3.3914,3.4959,175235.48698424,624638.324112746258
1657152000,2022-07-07 00:00:00,RMRK/USDT,3.2678,3.5165,3.2452,3.5026,123369.2744127,417657.209428352739
1657065600,2022-07-06 00:00:00,RMRK/USDT,3.2304,3.3284,3.16,3.2678,80842.34637483,261512.212902632683
1656979200,2022-07-05 00:00:00,RMRK/USDT,3.3346,3.3824,3.1345,3.231,111778.45959243,363519.873518629662
1656892800,2022-07-04 00:00:00,RMRK/USDT,3.2053,3.3869,3.1287,3.3359,105042.12691176,344380.421962891072
1656806400,2022-07-03 00:00:00,RMRK/USDT,3.0841,3.2935,3.06,3.2057,82477.5199606,259467.893770483497
1656720000,2022-07-02 00:00:00,RMRK/USDT,3.1693,3.1925,3.0101,3.0964,174049.10247522,538857.781958173697
1656633600,2022-07-01 00:00:00,RMRK/USDT,3.3327,3.433,3.1441,3.1732,141535.21186901,468552.178728846283
1656547200,2022-06-30 00:00:00,RMRK/USDT,3.4822,3.4915,3.13,3.3317,183621.12084624,601372.458881479348
1656460800,2022-06-29 00:00:00,RMRK/USDT,3.4407,3.6002,3.32,3.476,143011.41869998,493974.38060905893
1656374400,2022-06-28 00:00:00,RMRK/USDT,3.8455,3.9437,3.4148,3.4341,208381.75528949,771762.779131849287
1656288000,2022-06-27 00:00:00,RMRK/USDT,3.8905,4.0529,3.7876,3.8609,153346.32868479,599356.435013109663
1656201600,2022-06-26 00:00:00,RMRK/USDT,4.2594,4.2594,3.863,3.8871,192110.100447,782321.950051239469
1656115200,2022-06-25 00:00:00,RMRK/USDT,4.4247,4.4508,3.9003,4.2579,202399.21289333,852445.728429389285
1656028800,2022-06-24 00:00:00,RMRK/USDT,3.8666,5,3.7987,4.4265,557776.41428442,2360887.098540380897
1655942400,2022-06-23 00:00:00,RMRK/USDT,3.4923,3.8839,3.4765,3.8589,116336.61708204,432277.045804334404
1655856000,2022-06-22 00:00:00,RMRK/USDT,3.6347,3.84,3.4702,3.4923,208422.25246722,755199.41095188775
1655769600,2022-06-21 00:00:00,RMRK/USDT,3.4657,3.9777,3.396,3.6248,283454.48727595,1061555.893737287859
1655683200,2022-06-20 00:00:00,RMRK/USDT,3.2501,3.6008,3.0892,3.4721,343637.42527114,1144976.863193035621
1655596800,2022-06-19 00:00:00,RMRK/USDT,2.9558,3.3891,2.841,3.2605,351439.88679771,1067503.045577118066
1655510400,2022-06-18 00:00:00,RMRK/USDT,3.1436,3.21,2.6291,2.9557,449296.26906012,1310820.684155862199
1655424000,2022-06-17 00:00:00,RMRK/USDT,3.1331,3.2321,3.0701,3.1494,201858.29509857,635381.674471965468
1655337600,2022-06-16 00:00:00,RMRK/USDT,3.4279,3.4902,3.05,3.1289,312997.9930003,1010285.117422332693
1655251200,2022-06-15 00:00:00,RMRK/USDT,3.5652,3.5815,3.0418,3.4258,504793.44873177,1635504.74751549373
1655164800,2022-06-14 00:00:00,RMRK/USDT,3.2875,3.6741,3.136,3.5617,325745.83670565,1127193.068557125207
1655078400,2022-06-13 00:00:00,RMRK/USDT,3.34,3.4582,3.03,3.27,387130.97727835,1258003.143064075114
1654992000,2022-06-12 00:00:00,RMRK/USDT,3.7662,3.8088,3.3458,3.3458,170519.86036785,607371.461640324596
1654905600,2022-06-11 00:00:00,RMRK/USDT,4.0067,4.1681,3.57,3.7662,229161.4255591,878470.801050092641
1654819200,2022-06-10 00:00:00,RMRK/USDT,4.3948,4.4275,3.9635,4.0076,212443.85154844,882067.420712516101
1654732800,2022-06-09 00:00:00,RMRK/USDT,4.3968,4.5,4.3001,4.3804,99996.25581181,439995.042582859701
1654646400,2022-06-08 00:00:00,RMRK/USDT,4.51,4.6197,4.34,4.408,151665.5173118,676258.212347416945
1654560000,2022-06-07 00:00:00,RMRK/USDT,4.6808,4.7876,4.4118,4.5102,170259.79904915,773226.6017540499
1654473600,2022-06-06 00:00:00,RMRK/USDT,4.4625,4.925,4.4352,4.6643,162293.18273154,777557.774527465265
1654387200,2022-06-05 00:00:00,RMRK/USDT,4.5026,4.6233,4.3295,4.4774,97876.64402056,436956.285713264787
1654300800,2022-06-04 00:00:00,RMRK/USDT,4.479,4.62,4.39,4.5026,106931.50175787,478979.283808498316
1654214400,2022-06-03 00:00:00,RMRK/USDT,4.8087,4.8397,4.4446,4.4778,123214.69286591,570019.569322429353
1654128000,2022-06-02 00:00:00,RMRK/USDT,4.5862,4.8266,4.5301,4.8166,105011.03072836,487824.936030431293
1654041600,2022-06-01 00:00:00,RMRK/USDT,4.9039,5.03,4.5,4.589,191413.02634065,906025.964294966659
1653955200,2022-05-31 00:00:00,RMRK/USDT,4.9311,5.1483,4.547,4.8923,256768.46098609,1248715.541266975458
1653868800,2022-05-30 00:00:00,RMRK/USDT,4.2331,5.1483,4.2159,4.9311,295439.2055906,1397637.869330671243
1653782400,2022-05-29 00:00:00,RMRK/USDT,4.2267,4.33,4.0865,4.2306,137947.36687663,580403.635223665628
1653696000,2022-05-28 00:00:00,RMRK/USDT,4.169,4.33,4.1626,4.2268,129009.7952511,547682.418593382431
1653609600,2022-05-27 00:00:00,RMRK/USDT,4.2661,4.5073,4.11,4.1719,237863.09742641,1014506.76264940789
1653523200,2022-05-26 00:00:00,RMRK/USDT,4.5717,4.7055,4.1777,4.2675,252840.19066287,1111692.596103544787
1653436800,2022-05-25 00:00:00,RMRK/USDT,4.7704,5.16,4.4,4.5725,229057.11863399,1095483.297559941683
1653350400,2022-05-24 00:00:00,RMRK/USDT,4.6002,4.8134,4.3496,4.773,214539.58233717,979740.317126872429
1653264000,2022-05-23 00:00:00,RMRK/USDT,4.3717,5.2235,4.3011,4.6162,354923.6794477,1693302.046625664188
1653177600,2022-05-22 00:00:00,RMRK/USDT,4.2868,4.5136,4.2265,4.37,169626.17432393,735850.775083800477
1653091200,2022-05-21 00:00:00,RMRK/USDT,4.258,4.43,4.1106,4.2868,176746.97547704,751260.609535790383
1653004800,2022-05-20 00:00:00,RMRK/USDT,4.4682,4.6205,4.1,4.2501,249134.48813984,1087062.736038463682
1652918400,2022-05-19 00:00:00,RMRK/USDT,4.269,4.7357,4.05,4.4833,296257.80152746,1290813.128390316994
1652832000,2022-05-18 00:00:00,RMRK/USDT,5.0701,5.104,4.254,4.2542,253946.77966982,1175179.808040724166
1652745600,2022-05-17 00:00:00,RMRK/USDT,4.9108,5.35,4.855,5.0904,286734.24720062,1454787.361530720451
1652659200,2022-05-16 00:00:00,RMRK/USDT,5.6674,5.6674,4.7413,4.922,297255.86499258,1498646.889728999977
1652572800,2022-05-15 00:00:00,RMRK/USDT,4.4731,5.7392,4.1055,5.6297,267157.26108387,1248443.88193791743
1652486400,2022-05-14 00:00:00,RMRK/USDT,4.4909,4.6212,3.8778,4.4522,250142.69896311,1051177.198383779828
1652400000,2022-05-13 00:00:00,RMRK/USDT,4.11,5.35,4.054,4.4961,322925.73042385,1534729.32316159183
1652313600,2022-05-12 00:00:00,RMRK/USDT,4.538,4.925,3,4.1186,585285.77793104,2287016.246771610892
1652227200,2022-05-11 00:00:00,RMRK/USDT,6.5735,7.3064,4,4.528,758120.02567487,3974303.433508782018
1652140800,2022-05-10 00:00:00,RMRK/USDT,5.7741,7.42,5.2862,6.5735,491211.56588598,3172422.909766059367
1652054400,2022-05-09 00:00:00,RMRK/USDT,7.6722,7.7716,5.7548,5.7548,375776.27670902,2581676.179761551807
1651968000,2022-05-08 00:00:00,RMRK/USDT,7.9817,8.05,7.5094,7.6733,147584.04004347,1145301.424816445069
1651881600,2022-05-07 00:00:00,RMRK/USDT,8.2101,8.3218,7.8859,7.9672,111832.1784964,903314.297329211922
1651795200,2022-05-06 00:00:00,RMRK/USDT,8.6593,8.808,8.1001,8.2101,185724.60805047,1568061.894904248502
1651708800,2022-05-05 00:00:00,RMRK/USDT,10.1355,10.5999,8.2646,8.6593,283495.51806031,2573358.773365195859
1651622400,2022-05-04 00:00:00,RMRK/USDT,8.8727,10.2767,8.75,10.139,177260.33977316,1645058.193689895446
1651536000,2022-05-03 00:00:00,RMRK/USDT,8.6979,9.2082,8.5417,8.8727,152756.84152165,1354366.037850417744
1651449600,2022-05-02 00:00:00,RMRK/USDT,9.184,9.4998,8.53,8.6847,147297.00496275,1317867.598530950043
1651363200,2022-05-01 00:00:00,RMRK/USDT,8.3378,9.3111,8.1661,9.16,151833.41424525,1329326.85796724565
1651276800,2022-04-30 00:00:00,RMRK/USDT,9.5285,9.6398,8.2294,8.33,155029.52358163,1399425.166706970071
1651190400,2022-04-29 00:00:00,RMRK/USDT,10.4223,10.86,9.2044,9.5113,198503.81925565,1966598.928980386285
1651104000,2022-04-28 00:00:00,RMRK/USDT,10.6834,11.3174,10.2379,10.421,161366.02863079,1723749.007582982919
1651017600,2022-04-27 00:00:00,RMRK/USDT,10.7886,11.33,10.52,10.6834,131489.47434313,1439756.626417463888
1650931200,2022-04-26 00:00:00,RMRK/USDT,12.7081,12.82,10.4799,10.8076,344303.82741143,3934619.139987759557
1650844800,2022-04-25 00:00:00,RMRK/USDT,12.8513,13.1476,11.7126,12.6892,186315.47452812,2303045.331189300503
1650758400,2022-04-24 00:00:00,RMRK/USDT,13.2242,13.385,12.6201,12.8658,96125.38665929,1249277.630230829062
1650672000,2022-04-23 00:00:00,RMRK/USDT,13.402,13.625,12.9556,13.1814,76285.22405409,1018245.616875726267
1650585600,2022-04-22 00:00:00,RMRK/USDT,13.7769,14.4,12.8201,13.4196,125720.63820303,1703104.625179195641
1650499200,2022-04-21 00:00:00,RMRK/USDT,15.0278,15.4941,13.56,13.8087,116777.4494303,1704687.175531911964
1650412800,2022-04-20 00:00:00,RMRK/USDT,15.1033,15.9179,14.5304,15.06,135456.5070965,2042883.971363156516
1650326400,2022-04-19 00:00:00,RMRK/USDT,14.2017,15.2999,14.1916,15.1344,89914.20066273,1330125.970357064656
1650240000,2022-04-18 00:00:00,RMRK/USDT,14.2366,14.6019,13.1538,14.2204,123935.13018083,1705962.588412067774
1650153600,2022-04-17 00:00:00,RMRK/USDT,14.5711,14.9993,14.1051,14.254,48282.21856355,706774.29777302876
1650067200,2022-04-16 00:00:00,RMRK/USDT,14.5369,15.3,14.2832,14.5905,59660.97847903,873257.983695585338
1649980800,2022-04-15 00:00:00,RMRK/USDT,14.6126,15.3426,14.0713,14.5546,84697.1117257,1240521.545491445553
1649894400,2022-04-14 00:00:00,RMRK/USDT,15.4702,16.0305,14.4001,14.6052,81305.24148294,1231750.938594567072
1649808000,2022-04-13 00:00:00,RMRK/USDT,15.236,15.7116,14.4073,15.5113,117247.29312197,1774882.199629786183
1649721600,2022-04-12 00:00:00,RMRK/USDT,15.04,16.1,14.331,15.2148,128174.60196372,1950509.698238402378
1649635200,2022-04-11 00:00:00,RMRK/USDT,17.3467,17.5999,14.7,15.0385,178983.24561233,2831170.05773149392
1649548800,2022-04-10 00:00:00,RMRK/USDT,17.2544,18.1897,16.9825,17.3043,111869.67933098,1965797.212443455049
1649462400,2022-04-09 00:00:00,RMRK/USDT,17.2121,17.641,16.4692,17.2737,120315.92015681,2040942.122936377917
1649376000,2022-04-08 00:00:00,RMRK/USDT,18.8013,19.4201,17.1,17.2171,185786.65267184,3409089.645460666131
1649289600,2022-04-07 00:00:00,RMRK/USDT,17.683,19.5664,17.5,18.7969,142960.47269616,2646105.980501494595
1649203200,2022-04-06 00:00:00,RMRK/USDT,20.5532,20.5532,17.5264,17.6853,250811.04321166,4718732.804227947294
1649116800,2022-04-05 00:00:00,RMRK/USDT,18.4447,22.08,18.4104,20.4571,267257.00544056,5474581.800772439606
1649030400,2022-04-04 00:00:00,RMRK/USDT,19.0133,19.0258,17.3794,18.4848,164320.14305518,2999970.449949678221
1648944000,2022-04-03 00:00:00,RMRK/USDT,17.5393,19.08,17.0032,19.0143,145273.25459189,2642676.849932811986
1648857600,2022-04-02 00:00:00,RMRK/USDT,16.9775,19.181,16.9316,17.4949,222871.25511556,4023182.99827605179
1648771200,2022-04-01 00:00:00,RMRK/USDT,15.0638,17,14.8,16.9508,118669.74722982,1891234.261356469408
1648684800,2022-03-31 00:00:00,RMRK/USDT,15.8812,16.875,15,15.0779,155452.26504,2474526.728684417896
1648598400,2022-03-30 00:00:00,RMRK/USDT,16.425,16.845,15.6673,15.892,114931.81120086,1862292.545326914977
1648512000,2022-03-29 00:00:00,RMRK/USDT,16.0008,17.07,15.5167,16.4227,126419.92914281,2070927.049057380793
1648425600,2022-03-28 00:00:00,RMRK/USDT,15.7649,17.183,15.5928,16,187433.6883979,3103124.142237995056
1648339200,2022-03-27 00:00:00,RMRK/USDT,14.3201,16.0475,14.1701,15.787,99264.1637296,1476575.703951046662
1648252800,2022-03-26 00:00:00,RMRK/USDT,14.2959,14.6552,14.1055,14.2829,54089.02195336,775392.12888209737
1648166400,2022-03-25 00:00:00,RMRK/USDT,14.381,14.8061,14.068,14.2638,82401.72869149,1186680.948644197682
1648080000,2022-03-24 00:00:00,RMRK/USDT,14.0043,14.6,14.0043,14.4032,69870.13694649,999592.327357097272
1647993600,2022-03-23 00:00:00,RMRK/USDT,14.3255,14.4941,13.8051,14.0043,76567.16076029,1079138.603967828269
1647907200,2022-03-22 00:00:00,RMRK/USDT,13.9437,14.8329,13.8872,14.3117,92228.65884347,1334667.890025718564
1647820800,2022-03-21 00:00:00,RMRK/USDT,14.062,14.3638,13.7573,13.9472,72377.14577846,1014864.830837018434
1647734400,2022-03-20 00:00:00,RMRK/USDT,14.3254,14.84,13.7,14.0741,74322.41146395,1056212.242659105375
1647648000,2022-03-19 00:00:00,RMRK/USDT,13.7066,14.736,13.6565,14.3261,104895.52402478,1490570.934232079994
1647561600,2022-03-18 00:00:00,RMRK/USDT,13.52,13.8644,13.01,13.7066,72583.12419104,975318.540651048297
1647475200,2022-03-17 00:00:00,RMRK/USDT,13.9801,14.08,13.4292,13.5328,66774.77944893,919121.80895228039
1647388800,2022-03-16 00:00:00,RMRK/USDT,13.0562,14.19,12.7528,13.9444,126269.17270624,1692693.620179933377
1647302400,2022-03-15 00:00:00,RMRK/USDT,12.7775,13.1999,12.2922,13.0809,98856.45537228,1259981.74428851516
1647216000,2022-03-14 00:00:00,RMRK/USDT,12.3923,13.0511,12.25,12.7482,70194.0046608,886397.566061624377
1647129600,2022-03-13 00:00:00,RMRK/USDT,13.092,13.3298,12.12,12.3889,136608.66772843,1752217.997111815388
1647043200,2022-03-12 00:00:00,RMRK/USDT,13.4762,13.7071,13.0499,13.1346,77946.22225673,1038773.129496741
1646956800,2022-03-11 00:00:00,RMRK/USDT,13.5499,14.2,12.93,13.4791,204635.96913934,2747890.183680982023
1646870400,2022-03-10 00:00:00,RMRK/USDT,14.5449,14.69,13.2179,13.5499,143482.23125575,1961452.6522024694
1646784000,2022-03-09 00:00:00,RMRK/USDT,13.5806,15.4505,13.4141,14.6053,284942.1282989,4142541.614866581569
1646697600,2022-03-08 00:00:00,RMRK/USDT,13.3742,14.1835,13.2075,13.5811,162097.21604719,2215900.100481163405
1646611200,2022-03-07 00:00:00,RMRK/USDT,14.1882,14.7171,13.2,13.4387,200789.5745867,2795030.035028514029
1646524800,2022-03-06 00:00:00,RMRK/USDT,14.8939,15.0567,14.1,14.2195,146860.41308867,2133279.344141624564
1646438400,2022-03-05 00:00:00,RMRK/USDT,14.6228,15.2688,14.5,14.8731,94836.49622188,1405471.441357349665
1646352000,2022-03-04 00:00:00,RMRK/USDT,15.8312,15.95,14.5,14.6228,219311.48878543,3297673.572720991984
1646265600,2022-03-03 00:00:00,RMRK/USDT,16.5248,16.57,15.2964,15.8312,174458.4758203,2756850.668383673531
1646179200,2022-03-02 00:00:00,RMRK/USDT,16.7052,17,15.706,16.607,220785.16453689,3628167.321401381017
1646092800,2022-03-01 00:00:00,RMRK/USDT,15.9761,17.3,15.5703,16.7092,323294.55882452,5296309.98956777216
1646006400,2022-02-28 00:00:00,RMRK/USDT,13.9493,16.0154,13.4159,16.01,304957.16830325,4571123.384896505229
1645920000,2022-02-27 00:00:00,RMRK/USDT,15.1465,15.6063,13,13.9604,238660.26466298,3425137.458991191415
1645833600,2022-02-26 00:00:00,RMRK/USDT,15.3442,16.7661,14.9,15.1459,167340.62847286,2597472.154971614774
1645747200,2022-02-25 00:00:00,RMRK/USDT,14.0578,15.8,13.8324,15.3448,238373.40524305,3524630.947956482039
1645660800,2022-02-24 00:00:00,RMRK/USDT,15.265,15.5541,11.7001,14.0153,662094.03755725,8716969.673484879183
1645574400,2022-02-23 00:00:00,RMRK/USDT,16.53,17.1562,15.1112,15.1848,169169.61980094,2746998.901279801798
1645488000,2022-02-22 00:00:00,RMRK/USDT,16.0508,16.79,14.8,16.5201,221279.84203854,3480293.866255004012
1645401600,2022-02-21 00:00:00,RMRK/USDT,16.4963,18.4037,15.86,16.0487,256906.93135872,4372085.164519378542
1645315200,2022-02-20 00:00:00,RMRK/USDT,18.0553,18.7068,16.1865,16.4932,162486.74599477,2748595.920449785488
1645228800,2022-02-19 00:00:00,RMRK/USDT,18.0358,18.6649,17.2,18.0554,77840.23271179,1394223.016353025143
1645142400,2022-02-18 00:00:00,RMRK/USDT,18.9077,19.6342,17.2,18.0352,180619.6630645,3309464.366658750175
1645056000,2022-02-17 00:00:00,RMRK/USDT,21.1114,21.8541,18.1544,18.9236,193503.39465595,3813623.506792761036
1644969600,2022-02-16 00:00:00,RMRK/USDT,20.8359,21.5412,19.7323,21.1104,158176.14057472,3279922.123077935437
1644883200,2022-02-15 00:00:00,RMRK/USDT,18.0516,21.3,17.8,20.8359,173236.86318313,3451568.22276292313
1644796800,2022-02-14 00:00:00,RMRK/USDT,17.0946,18.3852,16.2417,18.0354,170198.55624988,2914867.139338981104
1644710400,2022-02-13 00:00:00,RMRK/USDT,17.6356,18.6609,17.0665,17.0783,84584.31366125,1519397.214642922256
1644624000,2022-02-12 00:00:00,RMRK/USDT,17.802,18.7059,16.7,17.5892,159927.03500306,2822322.822342922128
1644537600,2022-02-11 00:00:00,RMRK/USDT,20.1501,22.02,17.366,17.7811,248884.46176004,4935021.355076021418
1644451200,2022-02-10 00:00:00,RMRK/USDT,20.7671,22.5,18.8663,20.1703,221794.43354816,4615667.075579550698
1644364800,2022-02-09 00:00:00,RMRK/USDT,20.4107,22.1226,19.3551,20.752,152403.34984374,3191902.649505823726
1644278400,2022-02-08 00:00:00,RMRK/USDT,22.0145,22.5,18.5256,20.3936,246520.61977369,5004693.904099915084
1644192000,2022-02-07 00:00:00,RMRK/USDT,19.1704,22.63,19.0177,22.0156,294717.42208267,6282754.468648668526
1644105600,2022-02-06 00:00:00,RMRK/USDT,18.4082,19.43,18,19.1717,143524.41852524,2672191.400818128461
1644019200,2022-02-05 00:00:00,RMRK/USDT,18.1,19.9085,17.7377,18.3866,285130.17128014,5361566.052901649188
