https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TRADE,Volume BTC
1663459200,2022-09-18 00:00:00,TRADE/BTC,0.00000665,0.00000665,0.000006649,0.000006649,6.8779,0.0000457373341
1663372800,2022-09-17 00:00:00,TRADE/BTC,0.000006565,0.00000675,0.000006539,0.000006689,398.4117,0.0026554590607
1663286400,2022-09-16 00:00:00,TRADE/BTC,0.000006759,0.00000692,0.00000658,0.00000658,6525.353,0.0443085979317
1663200000,2022-09-15 00:00:00,TRADE/BTC,0.000006704,0.000006964,0.000006472,0.00000679,3807.3411,0.025937336443
1663113600,2022-09-14 00:00:00,TRADE/BTC,0.000006592,0.000006905,0.00000649,0.000006701,3290.725,0.0220416058907
1663027200,2022-09-13 00:00:00,TRADE/BTC,0.000005937,0.000006678,0.00000593,0.0000066,9756.5267,0.0612484757033
1662940800,2022-09-12 00:00:00,TRADE/BTC,0.000006265,0.00000765,0.000005814,0.00000586,284265.6501,1.8482863879978
1662854400,2022-09-11 00:00:00,TRADE/BTC,0.00000625,0.000006735,0.00000625,0.000006265,8204.5968,0.0526375311707
1662768000,2022-09-10 00:00:00,TRADE/BTC,0.00000639,0.000006666,0.000006101,0.000006183,23557.5753,0.150555818916
1662681600,2022-09-09 00:00:00,TRADE/BTC,0.0000067,0.00000675,0.00000623,0.000006347,8517.5474,0.054161798072
1662595200,2022-09-08 00:00:00,TRADE/BTC,0.000007386,0.000007502,0.00000668,0.000006741,15278.0278,0.1097619932212
1662508800,2022-09-07 00:00:00,TRADE/BTC,0.0000075,0.00000795,0.0000072,0.000007386,24084.8675,0.1857680267651
1662422400,2022-09-06 00:00:00,TRADE/BTC,0.00000747,0.000007909,0.000007148,0.0000075,36661.0534,0.2732980098317
1662336000,2022-09-05 00:00:00,TRADE/BTC,0.000006522,0.000007925,0.000006515,0.00000747,48340.0391,0.3509804140016
1662249600,2022-09-04 00:00:00,TRADE/BTC,0.00000647,0.00000659,0.00000644,0.0000065,908.1276,0.0059030426127
1662163200,2022-09-03 00:00:00,TRADE/BTC,0.00000619,0.00000747,0.00000614,0.00000647,34574.5675,0.2403004610117
1662076800,2022-09-02 00:00:00,TRADE/BTC,0.000006388,0.00000655,0.00000601,0.00000623,15871.3256,0.0999839401509
1661990400,2022-09-01 00:00:00,TRADE/BTC,0.000006101,0.0000065,0.000006033,0.00000643,5792.117,0.0362986392499
1661904000,2022-08-31 00:00:00,TRADE/BTC,0.00000669,0.00000719,0.00000606,0.000006149,18527.1415,0.1231480806737
1661817600,2022-08-30 00:00:00,TRADE/BTC,0.0000064,0.000006769,0.00000624,0.000006735,8634.5367,0.0557298413996
1661731200,2022-08-29 00:00:00,TRADE/BTC,0.00000664,0.00000664,0.00000627,0.0000064,1568.7152,0.0100423828112
1661644800,2022-08-28 00:00:00,TRADE/BTC,0.00000642,0.00000779,0.00000638,0.00000666,47964.7686,0.3343440445612
1661558400,2022-08-27 00:00:00,TRADE/BTC,0.00000645,0.000006499,0.00000633,0.00000638,3181.4044,0.0204267724711
1661472000,2022-08-26 00:00:00,TRADE/BTC,0.000006661,0.0000067,0.000005929,0.00000645,15512.7223,0.097434134312
1661385600,2022-08-25 00:00:00,TRADE/BTC,0.000006725,0.00000675,0.00000655,0.0000067,5482.3016,0.0365423262743
1661299200,2022-08-24 00:00:00,TRADE/BTC,0.000007011,0.000007932,0.000006531,0.000006725,70256.3328,0.5123371080574
1661212800,2022-08-23 00:00:00,TRADE/BTC,0.000007017,0.00000719,0.00000625,0.000007,35393.9855,0.2389565464702
1661126400,2022-08-22 00:00:00,TRADE/BTC,0.000008264,0.000008334,0.00000659,0.000007017,125672.7821,0.9194403634819
1661040000,2022-08-21 00:00:00,TRADE/BTC,0.000005584,0.00001169,0.000005398,0.000008264,522203.23618443,4.6864157555469785
1660953600,2022-08-20 00:00:00,TRADE/BTC,0.00000559,0.00000631,0.000005457,0.000005584,25559.8314,0.1506628609313
