https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume JPY,Volume BTC
1660780800000,2022-08-18 00:00:00,BTC/JPY,3149800.00000031,3186299.99999991,3143573.16942228,3150437.53772392,1022968883.892713,324.70692456
1660694400000,2022-08-17 00:00:00,BTC/JPY,3203983.30611199,3285999.9999996,3128999.99999963,3149200.58554109,1538204330.3172736,488.44279319000003
1660608000000,2022-08-16 00:00:00,BTC/JPY,3207600.0000006,3242300.00000062,3176900.00000034,3206899.99999994,669015828.6455555,208.61761472
1660521600000,2022-08-15 00:00:00,BTC/JPY,3238400.00000029,3360100.00000018,3163700.00000038,3204000.00000056,2195964658.063824,685.3822278600001
1660435200000,2022-08-14 00:00:00,BTC/JPY,3259586.91971199,3343800.00000021,3224226.19782599,3238599.99999955,208333118.09029108,64.3281412
1660348800000,2022-08-13 00:00:00,BTC/JPY,3254249.45955199,3321100.00000033,3242600.00000006,3260520.97523999,434821411.4252336,133.35948909
1660262400000,2022-08-12 00:00:00,BTC/JPY,3182699.9999996,3262200.00000059,3157058.47359599,3256517.88011999,946048909.0624516,290.50935505
1660176000000,2022-08-11 00:00:00,BTC/JPY,3182000.00000052,3290701.702332,3173600.00000057,3184599.01093917,2172564004.706657,682.20959601
1660089600000,2022-08-10 00:00:00,BTC/JPY,3127100.00000037,3221799.9999999,3063899.99999971,3181000.00000057,7174614503.558385,2255.4588191
1660003200000,2022-08-09 00:00:00,BTC/JPY,3210199.9999994,3226300.00000001,3088900.04871801,3127599.99999988,745704993.9766834,238.42722662
1659916800000,2022-08-08 00:00:00,BTC/JPY,3130000.00000043,3266003.92817401,3127840.59721351,3211950.21165687,937419353.0621474,291.8536376
1659830400000,2022-08-07 00:00:00,BTC/JPY,3095299.9999994,3164500.0,3083800.00000015,3128200.00000004,187665758.24968842,59.991611230000004
1659744000000,2022-08-06 00:00:00,BTC/JPY,3145799.99999939,3147607.095816,3091279.8165,3093844.633815,209435831.06424913,67.69435956
1659657600000,2022-08-05 00:00:00,BTC/JPY,2996364.59039999,3152997.85968899,2995474.83329389,3141940.350648,2022140545.112894,643.5960965
1659571200000,2022-08-04 00:00:00,BTC/JPY,3055599.99999951,3106300.00000049,2980699.99999996,2998699.99999936,1672838314.0688403,557.85450831
1659484800000,2022-08-03 00:00:00,BTC/JPY,3064599.99999985,3159568.14344101,3025624.31355196,3056499.99999983,5136572688.917435,1680.54071288
1659398400000,2022-08-02 00:00:00,BTC/JPY,3061000.00000031,3102800.00000009,2966299.99999988,3063199.99999957,3984645251.566505,1300.81132527
1659312000000,2022-08-01 00:00:00,BTC/JPY,3106321.12161694,3109399.99999972,3014499.9999999,3061000.00000031,4187151207.215804,1367.90304058
1659225600000,2022-07-31 00:00:00,BTC/JPY,3146046.54591525,3225400.00000042,3097799.99999955,3109100.00000049,390245915.5928355,125.51732514
1659139200000,2022-07-30 00:00:00,BTC/JPY,3169366.52144,3294799.99999969,3134056.58584,3149379.76544,530517506.0791788,168.45142396
1659052800000,2022-07-29 00:00:00,BTC/JPY,3206100.00000006,3250399.99999946,3143276.43750001,3166568.3756,2954667203.98985,933.08176345
1658966400000,2022-07-28 00:00:00,BTC/JPY,3126100.00000042,3246100.0,3059799.99999949,3207100.00000006,1758136636.689869,548.20137716
1658880000000,2022-07-27 00:00:00,BTC/JPY,2910700.00000005,3152100.00000015,2882251.15133158,3126037.05678599,1642699331.6901088,525.48939819
1658793600000,2022-07-26 00:00:00,BTC/JPY,2906399.99999983,2916299.99999989,2832000.0000006,2916299.99999989,904655286.6994039,310.20652426
1658707200000,2022-07-25 00:00:00,BTC/JPY,3078900.00000053,3092542.22036092,2899404.85812899,2905499.99999956,941280353.2614825,323.96501575
1658620800000,2022-07-24 00:00:00,BTC/JPY,3057333.17603998,3129873.27745423,3033638.19707998,3079399.99999956,314371186.0481991,102.08845426
1658534400000,2022-07-23 00:00:00,BTC/JPY,3091300.0,3133299.99999933,2988999.99999993,3055200.0000003,314066257.03575087,102.79728235
1658448000000,2022-07-22 00:00:00,BTC/JPY,3175149.84815,3240458.45765998,3063617.92463999,3089999.99999998,2480059955.011184,802.60839968
1658361600000,2022-07-21 00:00:00,BTC/JPY,3212499.99999954,3239784.69801,3090699.99999963,3175400.00000052,1576147848.2806482,496.36198535
1658275200000,2022-07-20 00:00:00,BTC/JPY,3231525.07985998,3349899.99999984,3165500.00000002,3210981.889891,1401492289.1009917,436.4684502
1658188800000,2022-07-19 00:00:00,BTC/JPY,3102180.08517599,3288181.51140401,2975852.06260801,3233321.90732098,2029639074.8510432,627.72564348
1658102400000,2022-07-18 00:00:00,BTC/JPY,2876455.703373,3147354.03629801,2873500.00000067,3102733.15703999,1194785622.7968204,385.07521025
1658016000000,2022-07-17 00:00:00,BTC/JPY,2938300.00000033,3001423.565664,2871700.00000037,2874999.99999938,367416602.2974208,127.79707906
1657929600000,2022-07-16 00:00:00,BTC/JPY,2886161.95742161,2993000.00000031,2838000.00000066,2940054.109392,451077168.7986189,153.42478472
1657843200000,2022-07-15 00:00:00,BTC/JPY,2859416.154624,2935400.00000023,2828900.00000008,2883698.52113182,807425815.5137653,279.99661185
1657756800000,2022-07-14 00:00:00,BTC/JPY,2781800.00000031,2920599.99999995,2729599.99999933,2859487.57223033,1867401734.2123516,653.05467747
1657670400000,2022-07-13 00:00:00,BTC/JPY,2648700.0000002,2795699.99999952,2595289.82262299,2784569.83495201,1838114125.3598862,660.1070306400001
1657584000000,2022-07-12 00:00:00,BTC/JPY,2740200.00000032,2747900.00000013,2636500.0000004,2648999.99999972,1126506731.778991,425.25735439
1657497600000,2022-07-11 00:00:00,BTC/JPY,2839999.99999945,2839999.99999945,2733699.99999944,2742900.00000062,1364907079.7299194,497.61459759
1657411200000,2022-07-10 00:00:00,BTC/JPY,2936955.22248552,2938200.00000037,2812899.99999975,2841348.65336996,347304222.0841511,122.23217368
1657324800000,2022-07-09 00:00:00,BTC/JPY,2938100.00000062,2989833.51328094,2902535.73127999,2938000.00000009,255055593.9048078,86.8126596
1657238400000,2022-07-08 00:00:00,BTC/JPY,2937392.60947022,3050900.00000008,2879452.10034599,2941500.00000008,3766124045.521198,1280.34133793
1657152000000,2022-07-07 00:00:00,BTC/JPY,2796100.00000049,2967238.78225602,2749699.99999939,2939105.61428654,1212747767.431739,412.62476637000003
1657065600000,2022-07-06 00:00:00,BTC/JPY,2737300.00000056,2809799.99999963,2671700.00000059,2796400.00000042,2042817133.5474908,730.51678356
1656979200000,2022-07-05 00:00:00,BTC/JPY,2748100.00000031,2813899.99999935,2617899.99999976,2739432.54758399,1174236243.717525,428.64214516
1656892800000,2022-07-04 00:00:00,BTC/JPY,2606899.99999962,2764000.0000001,2572400.00000009,2746753.15069999,807962821.8708112,294.15195962
1656806400000,2022-07-03 00:00:00,BTC/JPY,2600867.19192001,2658936.43112002,2540608.05152001,2607100.00000066,442021638.29011583,169.54533324
1656720000000,2022-07-02 00:00:00,BTC/JPY,2607900.00000037,2628200.00000026,2566999.99999991,2600799.9999998,194563977.01047307,74.80928061
1656633600000,2022-07-01 00:00:00,BTC/JPY,2707900.02714001,2845900.00000012,2570436.59602748,2606761.5642085,1629525006.5222077,625.11471279
1656547200000,2022-06-30 00:00:00,BTC/JPY,2746207.36772201,2753912.24688802,2530600.00000049,2708099.99999945,1410462661.0715654,520.83108492
1656460800000,2022-06-29 00:00:00,BTC/JPY,2759099.99999995,2790799.99999972,2703899.99999968,2745599.99999956,827348579.8954194,301.33616692
1656374400000,2022-06-28 00:00:00,BTC/JPY,2807777.276458,2876400.00000043,2751399.99999944,2758399.99999965,378960072.2444959,137.38401691
1656288000000,2022-06-27 00:00:00,BTC/JPY,2842876.15395,2905300.00000039,2779399.99999961,2805845.06256969,444757151.353343,158.51094463
1656201600000,2022-06-26 00:00:00,BTC/JPY,2903200.00000065,2976000.00000058,2835900.00000011,2844364.28595421,520780713.42112494,183.09212923
1656115200000,2022-06-25 00:00:00,BTC/JPY,2871199.99999971,2918245.73945498,2825299.99999999,2904995.12172498,286330134.0177152,98.56475554000001
1656028800000,2022-06-24 00:00:00,BTC/JPY,2842600.00000036,2912099.99999992,2785099.99999976,2868010.13118734,836347627.6117502,291.6125081
1655942400000,2022-06-23 00:00:00,BTC/JPY,2715933.82740699,2857243.236354,2701517.03208899,2842199.99999966,847412857.6620367,298.15384479
1655856000000,2022-06-22 00:00:00,BTC/JPY,2820813.31622001,2834300.00000034,2688899.99999964,2713349.68484999,1127840317.6519866,415.6634598
1655769600000,2022-06-21 00:00:00,BTC/JPY,2775487.24954601,2948704.59041402,2745621.58701599,2820404.30510601,989159318.3695003,350.71543345
1655683200000,2022-06-20 00:00:00,BTC/JPY,2780400.00000034,2839199.99999973,2651139.66284999,2778053.89306501,1190540245.1725242,428.55188956
1655596800000,2022-06-19 00:00:00,BTC/JPY,2560537.81587199,2805553.35451199,2425140.33435999,2782800.00000062,983298776.329875,353.34870502
1655510400000,2022-06-18 00:00:00,BTC/JPY,2756032.85582515,2790956.84351999,2376678.02542399,2561887.74091199,2167477407.7918496,846.04698839
1655424000000,2022-06-17 00:00:00,BTC/JPY,2699333.78142572,2867319.00564601,2686000.0000001,2752593.251584,2617241422.8998194,950.8275228800001
1655337600000,2022-06-16 00:00:00,BTC/JPY,3027600.00000046,3084452.9825995,2685000.00000055,2700970.13798582,2532709927.8275266,937.7037873200001
1655251200000,2022-06-15 00:00:00,BTC/JPY,2998000.00000065,3058999.99999978,2702299.99999992,3032499.9999994,4593111961.969141,1514.62884154
1655164800000,2022-06-14 00:00:00,BTC/JPY,3017699.99999961,3144821.58289198,2801618.72321102,2997986.38851208,4405280293.651733,1469.41304021
1655078400000,2022-06-13 00:00:00,BTC/JPY,3590900.00000039,3630999.99999963,2947074.49359002,3020700.00000033,5429351908.080524,1797.38203333
1654992000000,2022-06-12 00:00:00,BTC/JPY,3823099.99999974,3838399.99999953,3592834.63549999,3593373.87749999,1227009152.1779134,341.46437137
1654905600000,2022-06-11 00:00:00,BTC/JPY,3913200.00000065,3958414.15287998,3783800.0000005,3821800.00000062,472211675.9444546,123.55740121000001
1654819200000,2022-06-10 00:00:00,BTC/JPY,4048566.192309,4072396.60344302,3874576.93336001,3910300.00000026,2286827718.53964,584.82155296
1654732800000,2022-06-09 00:00:00,BTC/JPY,4064299.99999999,4103499.99999974,4007700.00000046,4048800.00000012,1482060859.143692,366.04941196
1654646400000,2022-06-08 00:00:00,BTC/JPY,4135199.99999952,4160799.99999987,3974467.46576802,4066100.00000035,1399296813.2895887,344.13733388
1654560000000,2022-06-07 00:00:00,BTC/JPY,4146599.99999993,4189600.00000056,3873000.00000023,4136105.42545173,1984434448.3170562,479.7833334
1654473600000,2022-06-06 00:00:00,BTC/JPY,3915099.99999948,4171800.00000029,3911244.73368201,4148799.99999978,1046342404.1295766,252.20362614
1654387200000,2022-06-05 00:00:00,BTC/JPY,3908099.99999975,3957300.00000011,3865293.32663999,3916700.00000003,260471134.137579,66.50270231
1654300800000,2022-06-04 00:00:00,BTC/JPY,3888099.99999977,3926528.80535999,3859999.99999952,3906300.00000011,128088229.66460761,32.79016708
1654214400000,2022-06-03 00:00:00,BTC/JPY,3958800.00000009,3984600.00000011,3824752.58669199,3887699.99999983,497822470.09557223,128.05063922
1654128000000,2022-06-02 00:00:00,BTC/JPY,3877299.9999999,3980199.99999983,3845200.00000055,3959399.99999984,749455526.2214217,189.28512558
1654041600000,2022-06-01 00:00:00,BTC/JPY,4092500.00000027,4127799.99999998,3823199.99999986,3880100.00000049,1020117486.3435179,262.91010189
1653955200000,2022-05-31 00:00:00,BTC/JPY,4054100.0000004,4161299.99999938,4018800.00000059,4091699.99999978,862194495.9151458,210.71791576
1653868800000,2022-05-30 00:00:00,BTC/JPY,3750199.9999998,4145180.58499998,3725100.00000026,4055400.00000012,1291429984.4825783,318.4470051
1653782400000,2022-05-29 00:00:00,BTC/JPY,3690499.9999999,3766700.00000013,3666899.99999948,3751900.00000014,550706189.0058116,146.78061489
1653696000000,2022-05-28 00:00:00,BTC/JPY,3639800.00000022,3719800.00000054,3625799.99999971,3690499.9999999,153937317.1149508,41.71177811
1653609600000,2022-05-27 00:00:00,BTC/JPY,3708199.99999939,3734799.99999945,3592699.99999952,3636100.00000041,746983926.1751813,205.43547377000002
1653523200000,2022-05-26 00:00:00,BTC/JPY,3753500.00000006,3803800.00000056,3558400.00000035,3711300.00000048,1007038906.8133721,271.34397834
1653436800000,2022-05-25 00:00:00,BTC/JPY,3759099.99999941,3838999.99999951,3724900.00000027,3754100.0000005,615280452.025811,163.89559469
1653350400000,2022-05-24 00:00:00,BTC/JPY,3719199.9999998,3784354.53169201,3623300.00000033,3759699.99999968,1085998086.3400047,288.85232501
1653264000000,2022-05-23 00:00:00,BTC/JPY,3872899.99999955,3913499.99999995,3691799.9999995,3720899.9999997,680057291.9407161,182.76688219
1653177600000,2022-05-22 00:00:00,BTC/JPY,3768100.00000031,3897299.99999937,3740599.99999975,3873599.9999997,409858112.6430883,105.80806295000001
1653091200000,2022-05-21 00:00:00,BTC/JPY,3735999.99999999,3792799.99999952,3707429.52416,3767699.99999986,103038716.92768116,27.34790905
1653004800000,2022-05-20 00:00:00,BTC/JPY,3876499.99999988,3940500.00000038,3666799.99999956,3735999.99999999,1013579293.3316773,271.30066738
1652918400000,2022-05-19 00:00:00,BTC/JPY,3677399.9999999,3897100.00000038,3670800.0000004,3879200.00000012,2297944051.295431,592.3757608
1652832000000,2022-05-18 00:00:00,BTC/JPY,3939199.99999947,3969884.95922536,3665699.99999996,3671956.698819,1302724857.2483702,354.77674823
1652745600000,2022-05-17 00:00:00,BTC/JPY,3851099.99999946,3984899.99999979,3808799.99999942,3940265.98652261,1054439866.5180421,267.6062657
1652659200000,2022-05-16 00:00:00,BTC/JPY,4055200.00000039,4055200.00000039,3757000.00000059,3847100.00000035,1563247105.0174732,406.34428661
1652572800000,2022-05-15 00:00:00,BTC/JPY,3886094.89751998,4072300.00000011,3812543.08975998,4051845.4326549,958955194.2209121,236.67121813
1652486400000,2022-05-14 00:00:00,BTC/JPY,3793500.00000044,3931699.99999996,3709906.64799998,3892800.00000059,593965552.855626,152.58054687
1652400000000,2022-05-13 00:00:00,BTC/JPY,3735899.99999975,4022899.99999951,3703199.99999998,3788599.99999961,1727247642.3160782,455.90657296
1652313600000,2022-05-12 00:00:00,BTC/JPY,3789362.89106099,3915131.65308202,3433999.99999996,3738599.9999998,5508327887.956902,1473.36647086
1652227200000,2022-05-11 00:00:00,BTC/JPY,4048900.00000026,4181700.00000028,3625549.17210001,3781099.99999982,4314493572.517182,1141.06835908
1652140800000,2022-05-10 00:00:00,BTC/JPY,3930061.93361598,4262699.9999995,3882826.20458398,4049800.0000002,3534945794.3303323,872.86922671
1652054400000,2022-05-09 00:00:00,BTC/JPY,4456899.99999967,4481900.0,3929540.15162798,3931700.00000041,3489390061.0865693,887.50160518
1651968000000,2022-05-08 00:00:00,BTC/JPY,4628200.00000014,4636599.99999978,4409899.99999965,4462700.00000011,1377538023.516359,308.67815975
1651881600000,2022-05-07 00:00:00,BTC/JPY,4703899.99999965,4721999.99999978,4550818.46615998,4636200.00000042,656396783.9552394,141.5807739
1651795200000,2022-05-06 00:00:00,BTC/JPY,4765299.99999944,4778899.99999963,4609799.99999962,4708799.99999998,1645375899.461177,349.42573468
1651708800000,2022-05-05 00:00:00,BTC/JPY,5128799.99999974,5152400.00000059,4625100.00000011,4768099.99999949,1844760534.1158025,386.89636
1651622400000,2022-05-04 00:00:00,BTC/JPY,4911500.00000035,5158200.00000033,4909600.00000065,5128799.99999974,1648852209.6975005,321.48888818
1651536000000,2022-05-03 00:00:00,BTC/JPY,5015699.99999937,5034799.99999989,4888299.99999973,4911899.99999974,910491368.0182887,185.36439423
1651449600000,2022-05-02 00:00:00,BTC/JPY,5005700.00000004,5108800.00000064,4957399.99999942,5010900.00000026,1284006275.9438646,256.24264622
1651363200000,2022-05-01 00:00:00,BTC/JPY,4886399.99999975,5024600.00000008,4855700.00000022,5003965.27350001,725853535.1040393,145.05566994
1651276800000,2022-04-30 00:00:00,BTC/JPY,5015600.00000052,5035099.99999996,4884299.99999966,4889559.27096002,513782516.7274027,105.07746982
1651190400000,2022-04-29 00:00:00,BTC/JPY,5200499.99999988,5209837.314496,4958399.9999997,5012299.99999944,1449680126.8058612,289.22453301
1651104000000,2022-04-28 00:00:00,BTC/JPY,5042500.00000064,5293599.99999937,5032799.99999979,5200699.99999978,2605908995.4134727,501.06889369
1651017600000,2022-04-27 00:00:00,BTC/JPY,4851600.00000001,5057100.00000028,4832299.99999964,5043699.99999954,1540171491.0295687,305.36540457
1650931200000,2022-04-26 00:00:00,BTC/JPY,5172399.99999975,5220700.00000057,4801300.00000021,4850500.00000051,2066591861.6963825,426.05749133
1650844800000,2022-04-25 00:00:00,BTC/JPY,5082799.99999986,5196299.99999969,4895800.00000022,5174500.00000062,2049124897.1110008,396.00442499
1650758400000,2022-04-24 00:00:00,BTC/JPY,5070099.99999991,5132799.99999972,5012199.99999937,5081499.99999961,535796717.8043438,105.44066079
1650672000000,2022-04-23 00:00:00,BTC/JPY,5103199.99999942,5151688.70400002,5051799.99999956,5070299.99999978,370998392.0620699,73.17089562
1650585600000,2022-04-22 00:00:00,BTC/JPY,5202056.54799599,5224899.99999958,5043100.00000013,5104599.99999982,2356917642.741531,461.72425709
1650499200000,2022-04-21 00:00:00,BTC/JPY,5297599.99999958,5512199.99999994,5112700.0000006,5202400.00000058,1576322279.466208,302.99905418000003
1650412800000,2022-04-20 00:00:00,BTC/JPY,5364461.05150701,5408100.00000014,5227800.00000026,5297500.00000058,3906728978.327603,737.46653673
1650326400000,2022-04-19 00:00:00,BTC/JPY,5190191.25468599,5378499.99999989,5187499.99999947,5366699.99999958,1694755683.1339674,315.791023
1650240000000,2022-04-18 00:00:00,BTC/JPY,5022900.00000009,5222699.9999999,4886199.9999996,5190200.0000006,1157418168.0031238,223.00068745000002
1650153600000,2022-04-17 00:00:00,BTC/JPY,5107499.99999946,5133562.4716509,5009799.99999982,5033800.00000008,329008517.6330452,65.3598708
1650067200000,2022-04-16 00:00:00,BTC/JPY,5129699.99999995,5146722.24035997,5061600.00000021,5109099.99999989,181431431.07260412,35.51142688
1649980800000,2022-04-15 00:00:00,BTC/JPY,5040700.0000003,5169700.00000049,5024899.99999955,5130799.99999969,489009191.45893043,95.3085662
1649894400000,2022-04-14 00:00:00,BTC/JPY,5163350.22683198,5202199.99999969,4987799.99999995,5041800.00000025,802664163.3181717,159.20190474
1649808000000,2022-04-13 00:00:00,BTC/JPY,5030699.99999968,5219800.00000026,4976062.23784802,5161600.00000027,1242128057.7153609,240.64787231
1649721600000,2022-04-12 00:00:00,BTC/JPY,4963200.00000015,5116800.00000027,4931700.00000043,5038399.99999942,1687213608.5628457,334.8709131
1649635200000,2022-04-11 00:00:00,BTC/JPY,5244600.00000026,5314100.00000009,4921400.00000031,4960800.0,1629726513.808536,328.52090667
1649548800000,2022-04-10 00:00:00,BTC/JPY,5320400.00000013,5442300.0000005,5214300.00000024,5243404.933,483425423.07829577,92.19685095
1649462400000,2022-04-09 00:00:00,BTC/JPY,5251800.00000007,5322700.00000015,5237899.99999952,5320500.00000056,243060550.47913057,45.68377981
1649376000000,2022-04-08 00:00:00,BTC/JPY,5391499.99999954,5470900.00000032,5237800.00000033,5251835.80350002,857519422.2284107,163.27993759
1649289600000,2022-04-07 00:00:00,BTC/JPY,5346399.99999945,5441700.00000052,5288399.99999998,5390800.00000051,631208118.5272838,117.08987878
1649203200000,2022-04-06 00:00:00,BTC/JPY,5625099.99999941,5641499.99999959,5342300.00000009,5345999.99999942,1745259165.2230105,326.4607492
1649116800000,2022-04-05 00:00:00,BTC/JPY,5720499.99999958,5797999.99999956,5608799.99999957,5626169.15813115,1030346540.4882303,183.13465371
1649030400000,2022-04-04 00:00:00,BTC/JPY,5687108.99540312,5757199.99999999,5540606.648187,5722799.99999966,978262732.1180779,170.94127562
1648944000000,2022-04-03 00:00:00,BTC/JPY,5614800.00000044,5838299.99999996,5577899.99999967,5685720.69524803,580990948.3117934,102.18422245000001
1648857600000,2022-04-02 00:00:00,BTC/JPY,5672199.99999973,5786400.00000041,5590899.99999993,5613499.99999968,498923411.5978365,88.87920399
1648771200000,2022-04-01 00:00:00,BTC/JPY,5544899.99999957,5744200.00000042,5422499.99999992,5672199.99999973,1506552874.4857943,265.60291853
1648684800000,2022-03-31 00:00:00,BTC/JPY,5744700.00000033,5798100.00000044,5505900.00000003,5541299.99999978,1580330971.7733243,285.19137599
1648598400000,2022-03-30 00:00:00,BTC/JPY,5839099.99999956,5839299.99999963,5699370.44263798,5742899.99999964,2380322897.7432876,414.48099353
1648512000000,2022-03-29 00:00:00,BTC/JPY,5823600.00000027,5935100.00000015,5773899.99999999,5839099.99999956,2167586072.0606647,371.21920708
1648425600000,2022-03-28 00:00:00,BTC/JPY,5724153.81719997,5961100.00000018,5700400.00000043,5821799.99999957,1895581982.3523998,325.6006703
1648339200000,2022-03-27 00:00:00,BTC/JPY,5437700.00000054,5728799.9999995,5426000.00000045,5725700.00000003,378386502.68434596,66.08563192
1648252800000,2022-03-26 00:00:00,BTC/JPY,5415999.99999982,5465199.9999999,5385499.99999978,5437400.0000006,202524919.81154636,37.24664726
1648166400000,2022-03-25 00:00:00,BTC/JPY,5379500.00000023,5508699.99999982,5309554.86215002,5413200.0000005,1357565117.1728573,250.78791051
1648080000000,2022-03-24 00:00:00,BTC/JPY,5199499.99999946,5410199.99999946,5170399.9999998,5382299.99999999,682928738.2147217,126.88418301
1647993600000,2022-03-23 00:00:00,BTC/JPY,5135500.00000002,5207200.00000051,5058600.0000001,5207200.00000051,871104650.9037254,167.28849495
1647907200000,2022-03-22 00:00:00,BTC/JPY,4905800.86802998,5217300.00000041,4897700.00000028,5135500.00000002,1037463736.037324,202.01805784
1647820800000,2022-03-21 00:00:00,BTC/JPY,4920099.99999985,4948800.00000045,4831301.857536,4905920.49253298,507397386.55518126,103.42552174000001
1647734400000,2022-03-20 00:00:00,BTC/JPY,5032300.00000018,5041699.99999986,4879599.99999965,4917899.99999992,371274836.73496497,75.49458849
1647648000000,2022-03-19 00:00:00,BTC/JPY,4979800.00000016,5055800.00000057,4944399.99999945,5033174.54880002,573427891.0366203,113.92966516
1647561600000,2022-03-18 00:00:00,BTC/JPY,4853699.99999962,5053499.99999984,4781099.99999957,4983500.00000046,998619553.8492372,200.38518187
1647475200000,2022-03-17 00:00:00,BTC/JPY,4894369.4772,4927199.9999996,4809699.99999993,4853400.00000009,686353353.4139888,141.41701764
1647388800000,2022-03-16 00:00:00,BTC/JPY,4650900.0000005,4935299.9999996,4598099.99999966,4894100.00000035,1703760933.153221,348.12548439
1647302400000,2022-03-15 00:00:00,BTC/JPY,4694400.00000034,4719956.20379198,4512299.99999974,4651600.0000003,1471781149.029319,316.40320514
