https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SWP,Volume USDT
1661385600,2022-08-25 00:00:00,SWP/USDT,0.3718,0.375,0.3668,0.3699,1158747.3018,429111.26022636
1661299200,2022-08-24 00:00:00,SWP/USDT,0.3759,0.3777,0.3681,0.3719,1164710.3969,437197.51520972
1661212800,2022-08-23 00:00:00,SWP/USDT,0.3757,0.3872,0.3716,0.376,1134848.0341,428884.37997651
1661126400,2022-08-22 00:00:00,SWP/USDT,0.3987,0.5,0.3586,0.3807,1264187.2806,496315.49363109
1661040000,2022-08-21 00:00:00,SWP/USDT,0.4033,0.4055,0.3956,0.3988,1097728.671,439083.82078289
1660953600,2022-08-20 00:00:00,SWP/USDT,0.3923,0.4114,0.3922,0.4034,1110872.9465,445701.348609
1660867200,2022-08-19 00:00:00,SWP/USDT,0.4151,0.4175,0.3896,0.3927,1112463.7031,444898.67624846
1660780800,2022-08-18 00:00:00,SWP/USDT,0.409,0.4249,0.406,0.4171,1127681.8103,467230.55274619
1660694400,2022-08-17 00:00:00,SWP/USDT,0.4101,0.4212,0.404,0.4091,999680.8933,411140.03363948
1660608000,2022-08-16 00:00:00,SWP/USDT,0.4129,0.4315,0.402,0.4097,1027944.8768,421662.07707623
1660521600,2022-08-15 00:00:00,SWP/USDT,0.392,0.4374,0.391,0.4127,1090416.5383,441428.6097683
1660435200,2022-08-14 00:00:00,SWP/USDT,0.4223,0.4252,0.3876,0.3919,1102899.2568,444340.04241378
1660348800,2022-08-13 00:00:00,SWP/USDT,0.4549,0.4696,0.4195,0.4226,937908.678,407735.26111347
1660262400,2022-08-12 00:00:00,SWP/USDT,0.3794,0.488,0.3766,0.4589,2051542.6495,865292.61655364
1660176000,2022-08-11 00:00:00,SWP/USDT,0.3825,0.3989,0.3466,0.3794,1282756.5423,468836.69022019
1660089600,2022-08-10 00:00:00,SWP/USDT,0.3877,0.3989,0.36,0.3791,1245767.456,466573.63197891
1660003200,2022-08-09 00:00:00,SWP/USDT,0.4213,0.4399,0.3757,0.3878,1198452.6818,485405.59682846
1659916800,2022-08-08 00:00:00,SWP/USDT,0.5119,0.516,0.3968,0.422,1337963.0832,582983.45560998
1659830400,2022-08-07 00:00:00,SWP/USDT,0.6046,0.6102,0.5095,0.5096,849625.0734,487688.44402182
1659744000,2022-08-06 00:00:00,SWP/USDT,0.6464,0.6584,0.6,0.6045,650908.3199,422267.64518524
1659657600,2022-08-05 00:00:00,SWP/USDT,0.6816,0.6843,0.6407,0.6462,760502.2913,497898.39555887
1659571200,2022-08-04 00:00:00,SWP/USDT,0.7578,0.84,0.4503,0.6814,675646.5397,458175.85040151
1659484800,2022-08-03 00:00:00,SWP/USDT,0.7083,0.7799,0.68,0.7582,722951.2892,537676.9714495988
1659398400,2022-08-02 00:00:00,SWP/USDT,0.7054,0.747,0.6812,0.7076,630892.7159,446136.35814882
1659312000,2022-08-01 00:00:00,SWP/USDT,0.7128,0.7161,0.6979,0.7057,631243.5096,447737.93825233
1659225600,2022-07-31 00:00:00,SWP/USDT,0.7092,0.7293,0.7074,0.7125,625336.2165,444239.42008729
1659139200,2022-07-30 00:00:00,SWP/USDT,0.7076,0.7295,0.7075,0.7086,416954.1546,297837.10628936
1659052800,2022-07-29 00:00:00,SWP/USDT,0.712,0.726,0.7075,0.7077,39503.4033,28091.97643832
1658966400,2022-07-28 00:00:00,SWP/USDT,0.72,0.7248,0.7011,0.712,604772.6979,432479.12998233
1658880000,2022-07-27 00:00:00,SWP/USDT,0.7252,0.7294,0.7174,0.7199,459427.3989,332729.80723536
1658793600,2022-07-26 00:00:00,SWP/USDT,0.7292,0.7295,0.7206,0.726,555056.725,402399.58042202
1658707200,2022-07-25 00:00:00,SWP/USDT,0.7331,0.736,0.7223,0.7249,549248.5292,400975.49570829
1658620800,2022-07-24 00:00:00,SWP/USDT,0.7245,0.7359,0.7205,0.733,522860.5147,380496.79352967
1658534400,2022-07-23 00:00:00,SWP/USDT,0.7153,0.7305,0.7121,0.724,612243.8771,441783.6280553
1658448000,2022-07-22 00:00:00,SWP/USDT,0.7289,0.7359,0.7097,0.7153,574425.0313,419596.35513541
1658361600,2022-07-21 00:00:00,SWP/USDT,0.7404,0.7447,0.7208,0.7288,593461.3212,434657.50717445
1658275200,2022-07-20 00:00:00,SWP/USDT,0.7558,0.7636,0.7328,0.7405,468450.22938497,349333.769714888644
1658188800,2022-07-19 00:00:00,SWP/USDT,0.7564,0.7636,0.7411,0.7556,342653.43276839,258909.220919019258
1658102400,2022-07-18 00:00:00,SWP/USDT,0.7712,0.7745,0.7301,0.7551,2524.3092,1905.22538894
1658016000,2022-07-17 00:00:00,SWP/USDT,0.7634,0.7729,0.7471,0.7696,381.0828,289.71617569
1657929600,2022-07-16 00:00:00,SWP/USDT,0.7441,0.9153,0.7301,0.7634,16335.18523336,12872.339543606178
1657843200,2022-07-15 00:00:00,SWP/USDT,0.7825,0.7921,0.745,0.745,1687.47495796,1298.894954779399
1657756800,2022-07-14 00:00:00,SWP/USDT,0.7808,0.798,0.7571,0.7875,1871.64715438,1445.710784851724
1657670400,2022-07-13 00:00:00,SWP/USDT,0.7777,0.82,0.7616,0.7808,9865.4334684,7759.320374510676
1657584000,2022-07-12 00:00:00,SWP/USDT,0.8341,0.8345,0.7675,0.7777,17907.65816702,14166.159327557749
1657497600,2022-07-11 00:00:00,SWP/USDT,0.8209,0.8399,0.8068,0.8305,8582.57837675,7062.853042976004
1657411200,2022-07-10 00:00:00,SWP/USDT,0.8256,0.8353,0.8143,0.8272,4681.88937685,3856.386606331999
1657324800,2022-07-09 00:00:00,SWP/USDT,0.8125,0.8337,0.802,0.8209,27801.36124926,22750.889205258062
1657238400,2022-07-08 00:00:00,SWP/USDT,0.8257,0.8362,0.8082,0.8083,13066.81480181,10745.584694127277
1657152000,2022-07-07 00:00:00,SWP/USDT,0.8113,0.8319,0.8001,0.8257,10076.42592293,8114.897281612728
1657065600,2022-07-06 00:00:00,SWP/USDT,0.8097,0.8257,0.8094,0.8209,2045.09795431,1665.945557027733
1656979200,2022-07-05 00:00:00,SWP/USDT,0.8161,0.8289,0.8091,0.8099,9587.25732075,7829.370714544123
1656892800,2022-07-04 00:00:00,SWP/USDT,0.8161,0.8239,0.8093,0.8161,1423.8799,1155.35717388
1656806400,2022-07-03 00:00:00,SWP/USDT,0.8088,0.8404,0.8088,0.8094,6106.15986464,5063.09121433248
1656720000,2022-07-02 00:00:00,SWP/USDT,0.8254,0.8543,0.809,0.8146,1127.27973254,929.705837092856
1656633600,2022-07-01 00:00:00,SWP/USDT,0.84,0.8539,0.8222,0.8251,7685.28522726,6441.89305041854
1656547200,2022-06-30 00:00:00,SWP/USDT,0.8593,0.863,0.8257,0.8382,14954.71664542,12688.990211447076
1656460800,2022-06-29 00:00:00,SWP/USDT,0.877,0.9266,0.8503,0.8632,19178.11678148,16610.318173606005
1656374400,2022-06-28 00:00:00,SWP/USDT,0.8405,0.9099,0.8402,0.8737,55598.3454,48331.97400048
1656288000,2022-06-27 00:00:00,SWP/USDT,0.9179,0.9493,0.7993,0.8409,140364.64759006,121784.62053599433
1656201600,2022-06-26 00:00:00,SWP/USDT,0.8353,0.9588,0.8211,0.9179,41947.5848,36874.08649754
1656115200,2022-06-25 00:00:00,SWP/USDT,0.8353,0.8431,0.8257,0.8353,190.43075497,157.689696216441
1656028800,2022-06-24 00:00:00,SWP/USDT,0.8651,0.8919,0.8221,0.8431,25319.0017,21447.74883189
1655942400,2022-06-23 00:00:00,SWP/USDT,0.8257,0.9049,0.8257,0.8651,10147.8767,9042.77423026
1655856000,2022-06-22 00:00:00,SWP/USDT,0.833,0.8388,0.788,0.8257,23812.77441458,19344.31533816808
1655769600,2022-06-21 00:00:00,SWP/USDT,0.8005,0.858,0.7876,0.8257,6094.3302,5017.65861274
1655683200,2022-06-20 00:00:00,SWP/USDT,0.7825,0.8065,0.7777,0.8005,2009.31202352,1595.851025166256
1655596800,2022-06-19 00:00:00,SWP/USDT,0.795,0.8017,0.7201,0.7892,18186.43176286,13990.485613846526
1655510400,2022-06-18 00:00:00,SWP/USDT,0.8353,0.8353,0.7732,0.7921,8001.99786629,6495.113526457733
1655424000,2022-06-17 00:00:00,SWP/USDT,0.8113,1.035,0.7875,0.8449,212407.28846483,183663.436850245556
1655337600,2022-06-16 00:00:00,SWP/USDT,0.8304,0.8689,0.7841,0.8029,132557.43029983,109677.820797642387
1655251200,2022-06-15 00:00:00,SWP/USDT,0.7941,0.8516,0.7934,0.8308,446559.40727975,363908.3107530751
1655164800,2022-06-14 00:00:00,SWP/USDT,0.8197,0.88,0.7528,0.7969,645321.5297676,518988.661064710006
1655078400,2022-06-13 00:00:00,SWP/USDT,0.8696,0.9716,0.8197,0.8197,544191.87025797,469909.878910601273
1654992000,2022-06-12 00:00:00,SWP/USDT,0.8257,0.9149,0.8201,0.8724,521162.87078183,450680.023271398416
1654905600,2022-06-11 00:00:00,SWP/USDT,0.9171,0.9899,0.8156,0.8261,555898.84695402,493331.591021796634
1654819200,2022-06-10 00:00:00,SWP/USDT,0.9149,0.963,0.89,0.9171,563556.0949585,515709.0406591327
1654732800,2022-06-09 00:00:00,SWP/USDT,0.914,0.9985,0.8863,0.9154,538690.6894544,499085.371567076745
1654646400,2022-06-08 00:00:00,SWP/USDT,0.9041,0.9482,0.8915,0.9143,453532.7013,417668.792015378244
1654560000,2022-06-07 00:00:00,SWP/USDT,0.8904,0.9717,0.8559,0.9044,643833.35177095,581605.931313884673
1654473600,2022-06-06 00:00:00,SWP/USDT,0.8871,0.9361,0.8824,0.89,497936.0103,446158.89593403
1654387200,2022-06-05 00:00:00,SWP/USDT,0.8809,0.8929,0.8761,0.8869,484047.5439,427700.99406323
1654300800,2022-06-04 00:00:00,SWP/USDT,0.9171,0.9171,0.8609,0.881,517885.88633114,455267.123337092366
1654214400,2022-06-03 00:00:00,SWP/USDT,0.8841,0.9684,0.8681,0.926,428039.4042598,377051.33463392204
1654128000,2022-06-02 00:00:00,SWP/USDT,0.8913,0.9471,0.8532,0.8841,526868.667,470931.72096896
1654041600,2022-06-01 00:00:00,SWP/USDT,0.9169,0.9265,0.8912,0.8966,476275.0255,432418.39289197
1653955200,2022-05-31 00:00:00,SWP/USDT,0.9913,1.021,0.8881,0.9173,479688.06,453680.39166136
1653868800,2022-05-30 00:00:00,SWP/USDT,0.9265,1.0465,0.8873,0.9915,644897.47966826,611255.185098964074
1653782400,2022-05-29 00:00:00,SWP/USDT,0.922,0.9335,0.9176,0.9265,351365.56494878,324723.39297000955
1653696000,2022-05-28 00:00:00,SWP/USDT,0.9663,0.9851,0.8881,0.9292,450149.74482974,415573.589503653824
1653609600,2022-05-27 00:00:00,SWP/USDT,1.012,1.0229,0.9554,0.9666,426648.87117298,422822.655071277292
1653523200,2022-05-26 00:00:00,SWP/USDT,1.0186,1.0221,1.0119,1.012,360136.4962,365449.45222079
1653436800,2022-05-25 00:00:00,SWP/USDT,0.9808,1.1132,0.9313,1.0192,469514.79188454,476805.597913184403
1653350400,2022-05-24 00:00:00,SWP/USDT,0.9755,0.9883,0.9713,0.9807,438967.31205312,428501.49693696954
1653264000,2022-05-23 00:00:00,SWP/USDT,0.9853,1.0032,0.9649,0.9754,437565.30430797,428913.982169749442
1653177600,2022-05-22 00:00:00,SWP/USDT,0.9559,1.0042,0.9459,0.9845,493075.36325561,478387.031219993575
1653091200,2022-05-21 00:00:00,SWP/USDT,0.9394,1.0173,0.9163,0.9561,490640.73954177,463096.678549811252
1653004800,2022-05-20 00:00:00,SWP/USDT,0.8782,0.9553,0.868,0.9385,540747.70998796,497044.037238203772
1652918400,2022-05-19 00:00:00,SWP/USDT,0.8579,0.8846,0.8559,0.8782,457709.78037951,398442.486558687912
1652832000,2022-05-18 00:00:00,SWP/USDT,0.9336,1.0413,0.8313,0.8581,601667.50193933,546344.257030246358
1652745600,2022-05-17 00:00:00,SWP/USDT,0.9108,0.9409,0.9044,0.9339,528442.55134867,482071.878115929731
1652659200,2022-05-16 00:00:00,SWP/USDT,0.9304,0.939,0.9053,0.9109,361849.72417771,334651.174343562055
1652572800,2022-05-15 00:00:00,SWP/USDT,0.9621,0.9634,0.9265,0.93,481771.96051133,453502.428278544719
1652486400,2022-05-14 00:00:00,SWP/USDT,0.8901,0.9754,0.8453,0.9638,542322.58664341,468938.937334915106
1652400000,2022-05-13 00:00:00,SWP/USDT,0.8109,0.9217,0.75,0.8918,599762.90508096,485025.074406040432
1652313600,2022-05-12 00:00:00,SWP/USDT,0.84,1.2235,0.761,0.8096,505485.93292023,431949.238303673318
1652227200,2022-05-11 00:00:00,SWP/USDT,1.3401,1.342,0.7501,0.8613,505515.68756681,477889.703666789976
1652140800,2022-05-10 00:00:00,SWP/USDT,1.5855,1.5881,1.0001,1.3409,340452.07178559,434783.438162197567
1652054400,2022-05-09 00:00:00,SWP/USDT,1.6404,1.6496,1.5452,1.5878,264907.08338216,428982.291759669472
1651968000,2022-05-08 00:00:00,SWP/USDT,1.6502,1.6871,1.6408,1.6409,255603.67265996,424596.6266811233
1651881600,2022-05-07 00:00:00,SWP/USDT,1.6365,1.6615,1.636,1.6487,255866.59546664,420144.489674703265
1651795200,2022-05-06 00:00:00,SWP/USDT,1.6433,1.6467,1.6364,1.6364,288912.68767814,473472.068508119433
1651708800,2022-05-05 00:00:00,SWP/USDT,1.639,1.6455,1.6361,1.6433,208623.42009156,341972.618478479576
1651622400,2022-05-04 00:00:00,SWP/USDT,1.6537,1.6656,1.6226,1.6431,260707.5509,428355.44841673
1651536000,2022-05-03 00:00:00,SWP/USDT,1.6789,1.6969,1.6537,1.6554,276127.8857266,461833.39542649156
1651449600,2022-05-02 00:00:00,SWP/USDT,1.6682,1.7301,1.6381,1.6778,215175.0051,360278.96601091
1651363200,2022-05-01 00:00:00,SWP/USDT,1.7047,1.7047,1.6555,1.6677,265288.80598501,441807.807111254768
1651276800,2022-04-30 00:00:00,SWP/USDT,1.7616,1.771,1.6981,1.7052,247008.8676386,430090.4128600103
1651190400,2022-04-29 00:00:00,SWP/USDT,1.7673,1.7759,1.7499,1.7608,252828.74844779,446995.270204741211
1651104000,2022-04-28 00:00:00,SWP/USDT,1.7435,1.8303,1.7238,1.7679,219671.32027227,387467.594315903355
1651017600,2022-04-27 00:00:00,SWP/USDT,1.697,1.76,1.689,1.7551,127079.26154698,217988.819091594998
1650931200,2022-04-26 00:00:00,SWP/USDT,1.7041,1.7159,1.646,1.697,1672.54507732,2802.92006703554
1650844800,2022-04-25 00:00:00,SWP/USDT,1.7238,1.74,1.6729,1.7064,1416.66941347,2411.69799799195
1650758400,2022-04-24 00:00:00,SWP/USDT,1.7453,1.7836,1.6927,1.7231,46099.06303762,79846.833305786384
1650672000,2022-04-23 00:00:00,SWP/USDT,1.7686,1.781,1.7343,1.7343,1878.30184749,3291.48115755969
1650585600,2022-04-22 00:00:00,SWP/USDT,1.7272,1.7838,1.7259,1.7686,32799.56761135,56733.202108183677
1650499200,2022-04-21 00:00:00,SWP/USDT,1.7455,1.7752,1.6919,1.7272,196932.80511572,345489.296745803974
1650412800,2022-04-20 00:00:00,SWP/USDT,1.7382,1.7507,1.7382,1.7455,140547.46218839,245667.916191292075
1650326400,2022-04-19 00:00:00,SWP/USDT,1.735,1.86,1.7075,1.7382,259806.55084285,454694.233463213727
1650240000,2022-04-18 00:00:00,SWP/USDT,1.7248,1.7453,1.7091,1.735,260569.19519398,449605.541736282337
1650153600,2022-04-17 00:00:00,SWP/USDT,1.7311,1.7331,1.7227,1.7248,245829.52982407,424758.959426786325
1650067200,2022-04-16 00:00:00,SWP/USDT,1.6656,1.7648,1.6654,1.7311,276954.29936807,470123.893664312478
1649980800,2022-04-15 00:00:00,SWP/USDT,1.6913,1.72,1.6637,1.6655,250598.9389,420723.23509528
1649894400,2022-04-14 00:00:00,SWP/USDT,1.6802,1.7631,1.6791,1.6915,261039.6257,440266.68083988
1649808000,2022-04-13 00:00:00,SWP/USDT,1.6567,1.69,1.619,1.6802,272871.74137384,450012.663828060197
1649721600,2022-04-12 00:00:00,SWP/USDT,1.6664,1.668,1.6226,1.6579,278987.2836,459089.09283987
1649635200,2022-04-11 00:00:00,SWP/USDT,1.6536,1.6899,1.6531,1.6665,253090.76468802,422129.111301110852
1649548800,2022-04-10 00:00:00,SWP/USDT,1.6642,1.7199,1.6477,1.6535,277040.9858,460194.94844554
1649462400,2022-04-09 00:00:00,SWP/USDT,1.6532,1.6976,1.6461,1.6647,252082.88231535,418410.706153759823
1649376000,2022-04-08 00:00:00,SWP/USDT,1.6989,1.7452,1.5906,1.6534,269359.89731302,448792.320437696997
1649289600,2022-04-07 00:00:00,SWP/USDT,1.6664,1.7045,1.6599,1.6989,247379.44354853,413793.287062566074
1649203200,2022-04-06 00:00:00,SWP/USDT,1.7058,1.727,1.6459,1.6655,228147.79613783,386286.122473609468
1649116800,2022-04-05 00:00:00,SWP/USDT,1.716,1.716,1.6712,1.7057,260406.41449115,440794.575119971784
1649030400,2022-04-04 00:00:00,SWP/USDT,1.6892,1.7352,1.6606,1.716,250607.5843,428002.36434892
1648944000,2022-04-03 00:00:00,SWP/USDT,1.8073,1.8276,1.6803,1.688,263285.9561,463331.10839925
1648857600,2022-04-02 00:00:00,SWP/USDT,1.7699,1.8158,1.7346,1.8063,244416.46327911,428839.820942837144
1648771200,2022-04-01 00:00:00,SWP/USDT,1.8091,1.813,1.7571,1.7695,228016.88874044,404664.225393210552
1648684800,2022-03-31 00:00:00,SWP/USDT,1.986,1.986,1.8012,1.8089,285082.93120866,520072.831539124376
1648598400,2022-03-30 00:00:00,SWP/USDT,1.9619,2.08,1.9084,1.985,9891.18679491,19681.195355713232
1648512000,2022-03-29 00:00:00,SWP/USDT,1.8902,1.9993,1.8902,1.959,12962.64925082,24901.51669808294
1648425600,2022-03-28 00:00:00,SWP/USDT,1.8618,1.914,1.8259,1.8902,217190.07868168,402870.071445691269
1648339200,2022-03-27 00:00:00,SWP/USDT,1.8372,1.8639,1.8372,1.8618,134314.2444,248164.77475258
1648252800,2022-03-26 00:00:00,SWP/USDT,1.8364,1.8647,1.8364,1.8372,123984.07850797,228075.673396273972
1648166400,2022-03-25 00:00:00,SWP/USDT,1.8593,1.9084,1.8341,1.8365,716019.1440585,1326580.096591472681
1648080000,2022-03-24 00:00:00,SWP/USDT,1.8349,1.9033,1.8167,1.8593,231919.91279186,427519.258194934507
1647993600,2022-03-23 00:00:00,SWP/USDT,1.8314,1.8422,1.8056,1.8357,296154.34178557,542682.981052767054
1647907200,2022-03-22 00:00:00,SWP/USDT,1.8101,1.8543,1.73,1.8324,349973.1583,633781.270968049702
1647820800,2022-03-21 00:00:00,SWP/USDT,1.7998,1.95,1.7714,1.811,195453.32795393,352481.871579950473
1647734400,2022-03-20 00:00:00,SWP/USDT,1.8021,1.8195,1.7626,1.7998,22967.88689084,41168.807433041911
1647648000,2022-03-19 00:00:00,SWP/USDT,1.8562,1.8581,1.7855,1.8021,643.71528165,1163.0764793293
1647561600,2022-03-18 00:00:00,SWP/USDT,1.8476,1.89,1.7824,1.8561,88378.31778065,161750.742277398599
1647475200,2022-03-17 00:00:00,SWP/USDT,1.8418,1.8893,1.7877,1.8479,420423.54173343,774833.759110427965
1647388800,2022-03-16 00:00:00,SWP/USDT,1.8195,1.8872,1.7805,1.8422,429069.28457867,791543.563079537395
1647302400,2022-03-15 00:00:00,SWP/USDT,1.821,1.8391,1.7,1.8265,383860.47118098,694585.180368951535
1647216000,2022-03-14 00:00:00,SWP/USDT,1.776,1.8954,1.6905,1.8213,403508.04612584,715767.105787268953
1647129600,2022-03-13 00:00:00,SWP/USDT,1.7752,1.8742,1.7752,1.776,8703.75255974,15748.248009151636
1647043200,2022-03-12 00:00:00,SWP/USDT,1.7806,1.797,1.7752,1.7846,1850.5863631,3300.26805328826
1646956800,2022-03-11 00:00:00,SWP/USDT,1.8109,1.8403,1.7762,1.7934,3447.65887987,6250.255856374958
1646870400,2022-03-10 00:00:00,SWP/USDT,1.8195,1.8236,1.7962,1.8234,3338.85200354,6078.17126756724
1646784000,2022-03-09 00:00:00,SWP/USDT,1.786,1.8512,1.786,1.8195,4955.54073902,9000.648495053824
1646697600,2022-03-08 00:00:00,SWP/USDT,1.7838,1.818,1.7682,1.786,1496.07098808,2689.130976211101
1646611200,2022-03-07 00:00:00,SWP/USDT,1.7894,1.848,1.7673,1.7838,4705.13898654,8433.241511144258
1646524800,2022-03-06 00:00:00,SWP/USDT,1.8262,1.8262,1.7667,1.7894,1791.5644,3219.34244118
1646438400,2022-03-05 00:00:00,SWP/USDT,1.7806,1.8262,1.7806,1.8262,4156.86034314,7553.473142392268
1646352000,2022-03-04 00:00:00,SWP/USDT,1.7566,1.7934,1.7466,1.7934,614.5476,1087.41402628
1646265600,2022-03-03 00:00:00,SWP/USDT,1.7847,1.8021,1.7098,1.7577,15602.97133582,27382.989857643614
1646179200,2022-03-02 00:00:00,SWP/USDT,1.7815,1.802,1.7453,1.7847,8325.77320736,14699.700633473297
1646092800,2022-03-01 00:00:00,SWP/USDT,1.75,1.7815,1.7342,1.7815,2041.70770446,3570.303005413334
1646006400,2022-02-28 00:00:00,SWP/USDT,1.7567,1.77,1.7352,1.75,473.45350912,831.598361899854
1645920000,2022-02-27 00:00:00,SWP/USDT,1.7238,1.759,1.709,1.7468,2691.75460818,4685.468600901424
1645833600,2022-02-26 00:00:00,SWP/USDT,1.737,1.7589,1.709,1.7238,1617.08795852,2809.169880619984
1645747200,2022-02-25 00:00:00,SWP/USDT,1.7207,1.7405,1.7169,1.737,27439.24745397,47473.26618010073
1645660800,2022-02-24 00:00:00,SWP/USDT,1.7632,1.7661,1.6803,1.71,21807.52127339,37984.438054159827
1645574400,2022-02-23 00:00:00,SWP/USDT,1.743,1.7699,1.6916,1.7639,3855.38039875,6715.622177775949
1645488000,2022-02-22 00:00:00,SWP/USDT,1.5321,1.7476,1.5321,1.7466,6203.04880446,10429.939732729299
1645401600,2022-02-21 00:00:00,SWP/USDT,1.5854,1.6159,1.5041,1.5321,2166.91757277,3384.214156535475
1645315200,2022-02-20 00:00:00,SWP/USDT,1.639,1.639,1.5588,1.5982,1792.51201194,2866.634213716982
1645228800,2022-02-19 00:00:00,SWP/USDT,1.6531,1.6531,1.6281,1.6281,137.70343795,226.242685396217
1645142400,2022-02-18 00:00:00,SWP/USDT,1.717,1.7324,1.6318,1.6398,2748.88756141,4535.359622348978
1645056000,2022-02-17 00:00:00,SWP/USDT,1.7345,1.7625,1.6961,1.717,34452.61881447,59814.580744551084
1644969600,2022-02-16 00:00:00,SWP/USDT,1.6816,1.8369,1.5969,1.7345,58454.11222638,100351.849365769695
1644883200,2022-02-15 00:00:00,SWP/USDT,1.6107,1.6817,1.5969,1.6816,1090.26388964,1822.629986122499
1644796800,2022-02-14 00:00:00,SWP/USDT,1.6194,1.635,1.6,1.6194,199.22428948,321.54060997188
1644710400,2022-02-13 00:00:00,SWP/USDT,1.6598,1.6716,1.603,1.6194,10144.62424783,16939.20050924986
1644624000,2022-02-12 00:00:00,SWP/USDT,1.7038,1.7054,1.6424,1.6598,888.20134148,1485.85079233528
1644537600,2022-02-11 00:00:00,SWP/USDT,1.7297,1.7352,1.6918,1.6918,2448.32655315,4217.407880669518
1644451200,2022-02-10 00:00:00,SWP/USDT,1.7039,1.7508,1.6872,1.7297,162310.57313226,278797.381553747886
1644364800,2022-02-09 00:00:00,SWP/USDT,1.7087,1.7217,1.6527,1.7024,644528.39852586,1093245.81447703524
1644278400,2022-02-08 00:00:00,SWP/USDT,1.7542,1.7582,1.6869,1.7075,569751.46957841,982887.592200025257
1644192000,2022-02-07 00:00:00,SWP/USDT,1.6977,1.9721,1.661,1.7549,708379.98429965,1234722.127686351046
1644105600,2022-02-06 00:00:00,SWP/USDT,1.6977,1.7055,1.6865,1.6977,134.26760663,227.188363006799
1644019200,2022-02-05 00:00:00,SWP/USDT,1.6851,1.7462,1.6722,1.6977,1881.33220505,3210.804923995511
1643932800,2022-02-04 00:00:00,SWP/USDT,1.6846,1.702,1.648,1.6851,723.27465726,1211.369854921931
1643846400,2022-02-03 00:00:00,SWP/USDT,1.6311,1.6943,1.6295,1.6943,1240.46529553,2088.085468635943
1643760000,2022-02-02 00:00:00,SWP/USDT,1.674,1.6882,1.6228,1.6408,635.761772,1049.064835183438
1643673600,2022-02-01 00:00:00,SWP/USDT,1.6843,1.6881,1.6447,1.674,1357.66426258,2263.163842311738
1643587200,2022-01-31 00:00:00,SWP/USDT,1.689,1.7087,1.6618,1.6846,629.81318872,1064.537330561913
1643500800,2022-01-30 00:00:00,SWP/USDT,1.6226,1.7038,1.6108,1.689,2739.95202695,4503.374134773012
